,Concept_ID,no,fi
838,vier::NUM,fire,neljä
839,fünf::NUM,fem,viisi
840,sechs::NUM,seks,kuusi
841,sieben::NUM,sju,seitsemän
842,acht::NUM,åtte,kahdeksan
843,neun::NUM,ni,yhdeksän
844,zehn::NUM,ti,kymmenen
845,elf::NUM,elleve,yksitoista
846,zwölf::NUM,tolv,kaksitoista
847,zwanzig::NUM,tjue,kaksikymmentä
848,dreißig::NUM,tretti,kolmekymmentä
849,vierzig::NUM,førti,neljäkymmentä
850,fünfzig::NUM,femti,viisikymmentä
851,sechzig::NUM,seksti,kuusikymmentä
852,siebzig::NUM,sytti,seitsemänkymmentä
853,achtzig::NUM,åtti,kahdeksankymmentä
854,neunzig::NUM,nitti,yhdeksänkymmentä
855,hundert::NUM,hundre,sata
856,tausend::NUM,tusen,tuhat
857,und::CNJ,og,ja
858,oder::CNJ,eller,tai
859,stehen::V,stå,seisoa
860,sitzen::V,sitte,istua
861,liegen::V,ligge,maata
862,hängen::V,henge,riippua
863,werden::V,bli,tulla
864,werden::V,bli,joutua
865,passieren::V,skje,sattua
866,passieren::V,skje,tapahtua
867,passieren::V,hende,sattua
868,passieren::V,hende,tapahtua
869,beginnen::V,begynne,alkaa
870,enden::V,ende,loppua
871,enden::V,ende,päättyä
872,enden::V,slutte,loppua
873,enden::V,slutte,päättyä
874,wechseln::V,veksle,vaihtua
875,wechseln::V,veksle,vaihdella
876,aufgehen[Sonne]::V,stå opp,nousta
877,untergehen[Sonne]::V,gå ned,laskea
878,scheinen[Sonne]::V,skinne,paistaa
879,donnern::V,tordne,jyristä
880,wehen::V,blåse,tuulla
881,wehen::V,blåse,puhaltaa
882,strömen::V,strømme,virrata
883,fließen::V,flyte,valua
884,fließen::V,flyte,juosta
885,sich drehen::V,dreie seg,pyöriä
886,schwanken::V,svaie,horjua
887,schwingen::V,svinge,heilua
888,schwingen::V,svinge,värähdellä
889,fallen::V,falle,pudota
890,fallen::V,falle,langeta
891,brennen::V,brenne,palaa
892,rauchen::V,ryke,savuta
893,regnen::V,regne,sataa
894,gefrieren::V,fryse,jäätyä
895,tauen::V,tine,sulaa
896,schmelzen::V,smelte,sulaa
897,trocknen::V,tørre,kuivua
898,sieden::V,koke,kiehua
899,faulen::V,råtne,mädätä
900,verfaulen::V,råtne,mädätä
901,verfaulen::V,råtne,mädäntyä
902,reißen::V,briste,revetä
903,versinken::V,synke,upota
904,versinken::V,synke,vajota
905,versinken::V,synke ned,upota
906,versinken::V,synke ned,vajota
907,vergehen::V,forløpe,kulua
908,erscheinen::V,synes,ilmestyä
909,verschwinden::V,forsvinne,kadota
910,sinken::V,synke,vajota
911,abnehmen::V,avta,vähetä
912,abnehmen::V,minske,vähetä
913,zunehmen::V,tilta,kasvaa
914,zunehmen::V,tilta,lisääntyä
915,steigen::V,stige,nousta
916,wachsen::V,gro,kasvaa
917,wachsen::V,vokse,kasvaa
918,glänzen::V,skinne,kiiltää
919,funkeln::V,tindre,kipinöidä
920,lärmen::V,bråke,meluta
921,läuten::V,ringe,soida
922,klingeln::V,ringe,soida
923,klirren::V,klirre,kalista
924,brausen::V,bruse,kohista
925,rauschen::V,suse,kohista
926,klingen::V,lyde,soida
927,klingen::V,klinge,soida
928,bellen::V,gjø,haukkua
929,bellen::V,bjeffe,haukkua
930,heulen::V,ule,ulvoa
931,blasen::V,blåse,puhaltaa
932,pfeifen::V,plystre,viheltää
933,schreien::V,skrike,kirkua
934,stöhnen::V,stønne,voihkia
935,zittern::V,dirre,vapista
936,zittern::V,skjelve,vapista
937,leben::V,leve,elää
938,geboren werden::V,fødes,syntyä
939,atmen::V,ånde,hengittää
940,atmen::V,puste,hengittää
941,trinken::V,drikke,juoda
942,essen::V,spise,syödä
943,schlucken::V,svelge,niellä
944,müde werden::V,bli trett,uupua
945,einschlafen::V,sovne,uinahtaa
946,schlafen::V,sove,maata
947,schlafen::V,sove,nukkua
948,aufwachen::V,våkne,herätä
949,aufstehen::V,stå opp,nousta
950,aufstehen::V,stå opp,nousta ylös
951,sich erholen::V,bli bra,levätä
952,sich erholen::V,komme seg,levätä
953,krank werden::V,bli syk,sairastua
954,krank sein::V,være syk,potea
955,krank sein::V,være syk,sairastaa
956,schmerzen::V,gjøre vondt,särkeä
957,schmerzen::V,gjøre vondt,kivistää
958,husten::V,hoste,yskiä
959,genesen::V,komme seg,toipua
960,sterben::V,dø,kuolla
961,umkommen::V,omkomme,saada surmansa
962,umkommen::V,omkomme,kuolla
963,sich bewegen::V,bevege seg,liikkua
964,sich rühren::V,røre på seg,liikahtaa
965,sich erheben::V,reise seg,nousta
966,sich setzen::V,sette sig,istuutua
967,hinfallen::V,falle over ende,kaatua
968,laufen::V,løpe,kävellä
969,schreiten::V,skride,astua
970,schreiten::V,skride,astella
971,spazierengehen::V,spasere,kävellä
972,spazierengehen::V,gå en tur,kävellä
973,eilen::V,ile,kiirehtiä
974,sich beeilen::V,skynde seg,kiirehtiä
975,sich beeilen::V,skynde seg,olla kiireissään
976,sausen::V,suse,rynnätä
977,sausen::V,suse,viilettää
978,rennen::V,løpe,juosta
979,springen::V,hoppe,hypätä
980,springen::V,springe,hypätä
981,klettern::V,klatre,kiivetä
982,schaukeln::V,huske,kiikkua
983,kriechen::V,krype,ryömiä
984,schwimmen::V,svømme,uida
985,tauchen::V,dykke,sukeltaa
986,rudern::V,ro,soutaa
987,fahren::V,kjøre,ajaa
988,fahren::V,kjøre,kulkea
989,fliegen::V,fly,lentää
990,gehen::V,gå,käydä
991,weggehen::V,gå bort,lähteä
992,weggehen::V,gå bort,poistua
993,abfahren::V,reise,lähteä
994,anhalten::V,stanse,pysähtyä
995,anhalten::V,stanse,seisahtua
996,hineingehen::V,gå inn,mennä sisään
997,eintreten::V,tre inn,astua sisään
998,kommen::V,komme,tulla
999,ankommen::V,ankomme,saapua
1000,ankommen::V,komme til,saapua
1001,zurückkommen::V,komme tilbake,palata
1002,bleiben::V,bli,jäädä
1003,bleiben::V,bli,viipyä
1004,bleiben::V,forbli,jäädä
1005,bleiben::V,forbli,viipyä
1006,warten::V,vente,odottaa
1007,erwarten::V,vente,odottaa
1008,suchen::V,søke,etsiä
1009,finden::V,finne,löytää
1010,versuchen::V,prøve,yrittää
1011,versuchen::V,forsøke,yrittää
1012,vorbereiten::V,forberede,valmistaa
1013,lieben::V,elske,pitää
1014,lieben::V,elske,rakastaa
1015,mögen::V,like,pitää
1016,mögen::V,like,tykätä
1017,lachen::V,le,nauraa
1018,rühren::V,røre,liikuttaa
1019,weinen::V,gråte,itkeä
1020,schimpfen::V,skjelle,haukkua
1021,sich ärgern::V,ergre seg,suuttua
1022,sich fürchten::V,være redd,pelätä
1023,fürchten::V,være redd for,pelätä
1024,fliehen::V,rømme,paeta
1025,fliehen::V,flykte,paeta
1026,flüchten::V,flykte,paeta
1027,sehen::V,se,nähdä
1028,anschauen::V,se på,katsoa
1029,anschauen::V,betrakte,katsoa
1030,ansehen::V,anse,katsoa
1031,hören::V,høre,kuulla
1032,zuhören::V,tilhøre,kuunnella
1033,probieren::V,smake,maistaa
1034,probieren::V,smake på,maistaa
1035,riechen::V,lukte,haistaa
1036,fühlen::V,føle,tuntea
1037,scheinen::V,se ut,tuntua
1038,zu sehen sein::V,synes,näkyä
1039,vernehmen::V,få vite,kuulla
1040,frieren::V,fryse,palella
1041,tun::V,gjøre,tehdä
1042,können::V,kunne,osata
1043,wollen::V,ville,tahtoa
1044,anfangen::V,begynne,ruveta
1045,anfangen::V,begynne,aloittaa
1046,beenden::V,avslutte,lopettaa
1047,aufhören::V,slutte,loppua
1048,aufhören::V,holde opp,loppua
1049,gelingen::V,lykkes,onnistua
1050,geraten::V,bli,sujua
1051,geraten::V,bli,joutua
1052,öffnen::V,åpne,avata
1053,öffnen::V,åpne,aukaista
1054,schließen::V,lukke,sulkea
1055,schließen::V,stenge,sulkea
1056,stellen::V,stille,panna
1057,stellen::V,stille,asettaa
1058,setzen::V,sette,panna
1059,setzen::V,sette,istuttaa
1060,legen::V,legge,panna
1061,legen::V,legge,asettaa
1062,berühren::V,berøre,koskea
1063,berühren::V,berøre,koskettaa
1064,verbinden::V,forbinde,liittää
1065,verbinden::V,forbinde,yhdistää
1066,bedecken::V,dekke,kattaa
1067,bedecken::V,dekke,peittää
1068,aufhängen::V,henge,ripustaa
1069,aufhängen::V,henge opp,ripustaa
1070,anzünden::V,tenne,sytyttää
1071,anzünden::V,antenne,sytyttää
1072,anzünden::V,tenne på,sytyttää
1073,aufheben::V,løfte,ylös nostaa
1074,aufheben::V,løfte,nostaa
1075,aufheben::V,ta opp,ylös nostaa
1076,aufheben::V,ta opp,nostaa
1077,zurücklassen::V,slippe tilbake,jättää
1078,verlieren::V,miste,kadottaa
1079,fallen lassen::V,droppe,pudottaa
1080,fallen lassen::V,la falle,pudottaa
1081,machen::V,lage,tehdä
1082,machen::V,gjøre,tehdä
1083,herstellen::V,fremstille,tuottaa
1084,herstellen::V,fremstille,valmistaa
1085,bauen::V,bygge,rakentaa
1086,reparieren::V,reparere,korjata
1087,verbessern::V,rette,parantaa
1088,verbessern::V,forbedre,parantaa
1089,ändern::V,forandre,muuttaa
1090,graben::V,grave,kaivaa
1091,beugen::V,bøye,taivuttaa
1092,biegen::V,bøye,taivuttaa
1093,drehen::V,dreie,kääntää
1094,wenden::V,vende,kääntää
1095,umdrehen::V,snu,kääntää
1096,heben::V,heve,nostaa
1097,heben::V,heve,kohottaa
1098,hochheben::V,løfte,nostaa
1099,ergreifen::V,gripe,tarttua
1100,ergreifen::V,få tak i,tarttua
1101,halten::V,holde,pitää
1102,drücken::V,trykke,painaa
1103,drücken::V,trykke,puristaa
1104,schieben::V,skyve,työntää
1105,kratzen::V,klø,raapia
1106,kratzen::V,klore,raapia
1107,lecken::V,slikke,nuolla
1108,beißen::V,bite,purra
1109,abreißen::V,rive av,repiä
1110,abschneiden::V,skjære av,leikata poikki
1111,abschneiden::V,skjære av,leikata
1112,binden::V,binde,sitoa
1113,stecken::V,stikke,pistää
1114,brechen::V,bryte,murtaa
1115,brechen::V,briste,murtaa
1116,klopfen::V,banke,koputtaa
1117,klopfen::V,banke,kolkuttaa
1118,hauen::V,hogge,lyödä
1119,kleben::V,klistre,liimata
1120,reiben::V,gni,hieroa
1121,reiben::V,gni,hangata
1122,streichen::V,stryke,sivellä
1123,schleifen::V,slipe,hioa
1124,schneiden::V,klippe,leikata
1125,rütteln::V,ruske,ravistaa
1126,schütteln::V,riste,pudistaa
1127,schwenken::V,svinge,heiluttaa
1128,schütten::V,helle,kaataa
1129,füllen::V,fylle,täyttää
1130,einwickeln::V,vikle inn,kääriä
1131,tragen::V,bære,kantaa
1132,schleppen::V,slepe,raahata
1133,ziehen::V,dra,vetää
1134,ziehen::V,trekke,vetää
1135,aufbewahren::V,oppbevare,säilyttää
1136,aufbewahren::V,ta vare på,säilyttää
1137,werfen::V,kaste,viskata
1138,fangen::V,fange,napata
1139,fangen::V,fange,ottaa kiinni
1140,packen::V,gripe,tarttua
1141,packen::V,gripe tak i,tarttua
1142,verstecken::V,gjemme,kätkeä
1143,verstecken::V,gjemme,piilottaa
1144,teilen::V,dele,jakaa
1145,schicken::V,sende,lähettää
1146,bringen::V,bringe,viedä
1147,hinzufügen::V,tilføye,lisätä
1148,bekommen::V,få,saada
1149,erhalten::V,få,saada
1150,nehmen::V,ta,ottaa
1151,wählen::V,velge,valita
1152,auswählen::V,velge ut,valikoida
1153,bewahren::V,bevare,säilyttää
1154,behindern::V,hindre,estää
1155,behindern::V,forhindre,estää
1156,verderben::V,ødelegge,pilata
1157,verderben::V,ødelegge,turmella
1158,beschädigen::V,skade,vioittaa
1159,beschädigen::V,skade,vahingoittaa
1160,zerbrechen::V,brekke i stykker,rikkoa
1161,zerreißen::V,rive i stykker,repiä rikki
1162,zerreißen::V,rive i stykker,repiä palasiksi
1163,zerstören::V,ødelegge,hävittää
1164,verbrennen::V,brenne,polttaa
1165,verbrennen::V,brenne opp,polttaa
1166,geben::V,gi,antaa
1167,reichen::V,rekke,ojentaa
1168,schenken::V,forære,lahjoittaa
1169,schenken::V,skjenke,lahjoittaa
1170,versprechen::V,love,luvata
1171,wünschen::V,ønske,toivottaa
1172,loben::V,rose,ylistää
1173,küssen::V,kysse,suudella
1174,wiegen::V,vogge,tuudittaa
1175,wiegen::V,vogge,keinuttaa
1176,zudecken::V,dekke til,peittää
1177,wecken::V,vekke,herättää
1178,zeigen::V,vise,näyttää
1179,zeigen::V,vise,osoittaa
1180,führen::V,føre,johdattaa
1181,lehren::V,lære,opettaa
1182,unterrichten::V,undervise,opettaa
1183,aufziehen::V,oppdra,kasvattaa
1184,leiten::V,lede,johtaa
1185,antreiben::V,drive på,hoputtaa
1186,lassen::V,få til å,antaa
1187,einladen::V,be,kutsua
1188,einladen::V,invitere,kutsua
1189,vereinigen::V,forene,yhdistää
1190,besuchen::V,besøke,vierailla
1191,treffen::V,møte,tavata
1192,treffen::V,treffe,tavata
1193,sich versammeln::V,forsamles,kokoontua
1194,spielen::V,leke,pelata
1195,spielen::V,leke,leikkiä
1196,spielen::V,spille,pelata
1197,spielen::V,spille,leikkiä
1198,singen::V,synge,laulaa
1199,tanzen::V,danse,tanssia
1200,sich trennen::V,skilles,erota
1201,verlassen::V,forlate,jättää
1202,retten::V,redde,pelastaa
1203,bewachen::V,bevokte,vartioida
1204,schützen::V,verne,suojella
1205,schützen::V,beskytte,suojella
1206,verteidigen::V,forsvare,puolustaa
1207,sich schlagen::V,slåss,tapella
1208,schießen::V,skyte,ampua
1209,siegen::V,seire,voittaa
1210,ärgern::V,ergre,ärsyttää
1211,treten::V,sparke,potkaista
1212,stechen::V,stikke,pistää
1213,stoßen::V,støte,sysätä
1214,stoßen::V,støte,työntää
1215,stehlen::V,stjele,varastaa
1216,stören::V,forstyrre,häiritä
1217,belästigen::V,plage,häiritä
1218,belästigen::V,sjenere,häiritä
1219,verbergen::V,gjemme,kätkeä
1220,täuschen::V,villede,harhauttaa
1221,betrügen::V,bedra,pettää
1222,betrügen::V,bedra,petkuttaa
1223,töten::V,drepe,tappaa
1224,wohnen::V,bo,asua
1225,arbeiten::V,arbeide,tehdä työtä
1226,arbeiten::V,arbeide,työskennellä
1227,sammeln::V,samle,koota
1228,sammeln::V,samle,kerätä
1229,pflücken::V,plukke,poimia
1230,jagen::V,jage,metsästää
1231,fischen::V,fiske,kalastaa
1232,fassen::V,fange,pyydystää
1233,fassen::V,fange,saalistaa
1234,hüten::V,vokte,paimentaa
1235,treiben::V,drive,ajaa
1236,anbinden::V,feste,kytkeä
1237,füttern::V,fore,ruokkia
1238,melken::V,melke,lypsää
1239,hacken::V,hakke,hakata
1240,gießen::V,helle,kastella
1241,reifen::V,modne,kypsyä
1242,zubereiten::V,lage,valmistaa
1243,zubereiten::V,tilberede,valmistaa
1244,kochen::V,koke,keittää
1245,backen::V,bake,leipoa
1246,braten::V,steke,paistaa
1247,umrühren::V,røre om,hämmentää
1248,stricken::V,strikke,kutoa
1249,stricken::V,strikke,neuloa
1250,nähen::V,sy,ommella
1251,färben::V,farge,värjätä
1252,färben::V,farge,värittää
1253,reinigen::V,rense,puhdistaa
1254,reinigen::V,gjøre ren,puhdistaa
1255,waschen::V,vaske,pestä
1256,abwischen::V,tørke av,pyyhkiä
1257,spülen::V,spyle,huuhtoa
1258,spülen::V,skylle,huuhtoa
1259,fegen::V,feie,pyyhkäistä
1260,kehren::V,koste,lakaista
1261,baden::V,bade,kylpeä
1262,sich waschen::V,vaske seg,peseytyä
1263,ausziehen::V,ta av,riisua
1264,anziehen::V,ta på,pukea ylleen
1265,sich anziehen::V,kle på seg,pukeutua
1266,kämmen::V,gre,kammata
1267,kämmen::V,kjemme,kammata
1268,schmücken::V,pynte,koristaa
1269,schmücken::V,pynte,kaunistaa
1270,schmücken::V,smykke,koristaa
1271,schmücken::V,smykke,kaunistaa
1272,sagen::V,si,sanoa
1273,sprechen::V,snakke,puhua
1274,reden::V,tale,keskustella
1275,reden::V,snakke,keskustella
1276,sich unterhalten::V,samtale,jutella
1277,fragen::V,spørre,kysyä
1278,bitten::V,be,pyytää
1279,erzählen::V,fortelle,kertoa
1280,mitteilen::V,meddele,ilmoittaa
1281,nennen::V,kalle,kutsua
1282,nennen::V,kalle,nimittää
1283,rufen::V,rope,kutsua
1284,prahlen::V,skryte,kerskailla
1285,übersetzen::V,oversette,kääntää
1286,denken::V,tenke,miettiä
1287,denken::V,tenke,ajatella
1288,glauben::V,tro,uskoa
1289,bemerken::V,bemerke,huomata
1290,bemerken::V,legge merke til,huomata
1291,erkennen::V,gjenkjenne,tunnistaa
1292,begreifen::V,begripe,ymmärtää
1293,verstehen::V,forstå,ymmärtää
1294,verstehen::V,skjønne,ymmärtää
1295,lernen::V,lære,oppia
1296,wissen::V,vite,tietää
1297,sich erinnern an::V,huske på,muistaa
1298,vergessen::V,glemme,unohtaa
1299,messen::V,måle,mitata
1300,zählen::V,telle,laskea
1301,rechnen::V,regne,laskea
1302,lesen::V,lese,lukea
1303,malen::V,male,maalata
1304,zeichnen::V,tegne,piirtää
1305,zeichnen::V,tegne,piirustaa
1306,schreiben::V,skrive,kirjoittaa
1307,besitzen::V,eie,omistaa
1308,besitzen::V,inneha,omistaa
1309,kaufen::V,kjøpe,ostaa
1310,verkaufen::V,selge,myydä
1311,bezahlen::V,betale,maksaa
1312,zahlen::V,betale,maksaa
1313,beherrschen::V,beherske,hallita
1314,ertragen::V,orke,kestää
1315,schlagen::V,,lyödä
