,Concept_ID,myv,sv
841,fünfzig::NUM,ведьгемень,femtio
842,sechzig::NUM,кодгемень,sextio
843,siebzig::NUM,сизьгемень,sjuttio
844,achtzig::NUM,кавксоньгемень,åttio
845,neunzig::NUM,вейксэньгемень,nittio
846,hundert::NUM,сядо,hundra
847,tausend::NUM,тыща,tusen
848,und::CNJ,ды,och
849,oder::CNJ,или,eller
850,stehen::V,аштемс стядо,stå
851,sitzen::V,аштемс озадо,sitta
852,liegen::V,мадезь аштемс,ligga
853,hängen::V,нурьгемс,hänga
854,werden::V,арамс,bli
855,passieren::V,лисэмс,ske
856,passieren::V,лисэмс,hända
857,beginnen::V,ушодомс,börja
858,enden::V,лоткамс,ända
859,wechseln::V,полавтнемс,växla
860,aufgehen[Sonne]::V,лисемс,gå upp
861,aufgehen[Sonne]::V,стямс,gå upp
862,untergehen[Sonne]::V,валгомс,gå ned
863,scheinen[Sonne]::V,валдомтомс,skina
864,donnern::V,цярномс,dundra
865,donnern::V,галдордомс,dundra
866,wehen::V,пувамс,blåsa
867,strömen::V,чудемс,forsa
868,strömen::V,чудемс,strömma
869,fließen::V,чудемс,flyta
870,sich drehen::V,велямс,snurra
871,schwanken::V,лыкамс,vackla
872,schwanken::V,якамс,vackla
873,schwingen::V,нурсемс,svinga
874,schwingen::V,лыкамс,svinga
875,fallen::V,прамс,falla
876,fallen::V,сяворемс,falla
877,brennen::V,паломс,brinna
878,rauchen::V,качадомс,ryka
879,regnen::V,пиземс,regna
880,gefrieren::V,кельмемс,frysa
881,tauen::V,соламс,töa
882,schmelzen::V,соламс,smälta
883,trocknen::V,коськемс,torka
884,sieden::V,лакамс,koka
885,sieden::V,лакамс,sjuda
886,sieden::V,пиксемс,koka
887,sieden::V,пиксемс,sjuda
888,faulen::V,наксадомс,ruttna
889,verfaulen::V,наксадомс,ruttna
890,reißen::V,сезневемс,brista
891,versinken::V,ваямс,sjunka
892,vergehen::V,ютамс,förgå
893,erscheinen::V,лисемс,synas
894,erscheinen::V,лисемс,visa sig
895,verschwinden::V,ёмамс,försvinna
896,sinken::V,явамс,sjunka
897,abnehmen::V,киремемс,avta
898,abnehmen::V,киремемс,minskas
899,zunehmen::V,ламолгадомс,tilltaga
900,zunehmen::V,раштамс,tilltaga
901,steigen::V,куземс,stiga
902,steigen::V,кепсевемс,stiga
903,wachsen::V,касомс,växa
904,glänzen::V,цитнемс,glimma
905,funkeln::V,пиндолдомс,tindra
906,funkeln::V,пиндолдомс,gnistra
907,funkeln::V,цивтёрдомс,tindra
908,funkeln::V,цивтёрдомс,gnistra
909,lärmen::V,шалномс,bråka
910,lärmen::V,шалномс,väsnas
911,läuten::V,гайгезевемс,ringa
912,klingeln::V,чавомс баягас,ringa
913,klirren::V,калдордомс,klirra
914,klirren::V,кальцяемс,klirra
915,brausen::V,лакамс,brusa
916,rauschen::V,лажномс,susa
917,klingen::V,гайгемс,låta
918,klingen::V,гайгемс,klinga
919,bellen::V,онгомс,skälla
920,heulen::V,урномс,yla
921,heulen::V,урномс,tjuta
922,blasen::V,пувамс,blåsa
923,pfeifen::V,вешкемс,vissla
924,schreien::V,пижнемс,skrika
925,stöhnen::V,кувсемс,stöna
926,zittern::V,тарномс,darra
927,zittern::V,тарномс,skälva
928,leben::V,эрямс,leva
929,geboren werden::V,чачомс,födas
930,atmen::V,лексемс,andas
931,trinken::V,симемс,dricka
932,essen::V,ярсамс,äta
933,schlucken::V,нилемс,svälja
934,schlucken::V,порнемс,svälja
935,müde werden::V,сиземс,tröttna
936,einschlafen::V,матедевемс,somna
937,schlafen::V,удомс,sova
938,aufwachen::V,сыргоземс,vakna
939,aufstehen::V,стямс,stiga upp
940,sich erholen::V,оймсемс,repa sig
941,sich erholen::V,оймсемс,hämta sig
942,krank werden::V,сэредезевемс,insjukna
943,krank sein::V,сэредемс,vara sjuk
944,schmerzen::V,сэредемс,smärta
945,schmerzen::V,сэредемс,göra ont
946,husten::V,козомс,hosta
947,genesen::V,пичкамс,tillfriskna
948,sterben::V,куломс,dö
949,umkommen::V,чавовомс,omkomma
950,umkommen::V,ёмамс,omkomma
951,sich bewegen::V,шаштомс,röra sig
952,sich rühren::V,сыргамс,röra på sig
953,sich erheben::V,куземс,resa sig
954,sich setzen::V,озамс,sätta sig
955,hinfallen::V,прамс,falla omkull
956,hinfallen::V,сяворемс,falla omkull
957,laufen::V,якамс,löpa
958,schreiten::V,эскелямс,skrida
959,schreiten::V,молемс,skrida
960,spazierengehen::V,якамс,promenera
961,eilen::V,эрзкалемс,ila
962,eilen::V,капшамс,ila
963,sich beeilen::V,капшамс,skynda sig
964,sausen::V,ливтямс,susa
965,rennen::V,чийнемс,löpa
966,rennen::V,чийнемс,springa
967,rennen::V,ардтнемс,löpa
968,rennen::V,ардтнемс,springa
969,springen::V,кирнявтнемс,hoppa
970,klettern::V,куземс,klättra
971,schaukeln::V,нурямс,gunga
972,kriechen::V,ёзмолдомс,kräla
973,schwimmen::V,уемс,simma
974,tauchen::V,чопавтомс,dyka
975,tauchen::V,чопавтнемс,dyka
976,rudern::V,миледемс,ro
977,fahren::V,ардомс,köra
978,fliegen::V,ливтямс,flyga
979,gehen::V,туемс,gå
980,gehen::V,молемс,gå
981,weggehen::V,туемс,gå bort
982,abfahren::V,туемс,resa
983,abfahren::V,туемс,avresa
984,anhalten::V,лоткамс,stanna
985,hineingehen::V,совамс,gå in
986,eintreten::V,совамс,träda in
987,eintreten::V,эскельдямс,träda in
988,kommen::V,самс,komma
989,ankommen::V,самс,ankomma
990,ankommen::V,пачкодемс,ankomma
991,zurückkommen::V,велявтомс,återkomma
992,bleiben::V,кадовомс,bli
993,bleiben::V,кадовомс,förbli
994,warten::V,учомс,vänta
995,erwarten::V,учомс,vänta
996,suchen::V,вешнемс,leta
997,finden::V,муемс,finna
998,versuchen::V,варштамс,försöka
999,vorbereiten::V,анокстамс,förbereda
1000,lieben::V,вечкемс,älska
1001,mögen::V,вечкемс,tycka om
1002,lachen::V,пейдемс,skratta
1003,rühren::V,токамс седейс,röra
1004,weinen::V,авардемс,gråta
1005,schimpfen::V,сёвномс,skälla
1006,sich ärgern::V,кежиявтнемс,förargas
1007,sich fürchten::V,пелемс,vara rädd
1008,fürchten::V,пелемс,frukta
1009,fliehen::V,оргодемс,fly
1010,fliehen::V,оргодемс,rymma
1011,flüchten::V,ворьгодемс,fly
1012,flüchten::V,чадомс,fly
1013,sehen::V,неемс,se
1014,anschauen::V,ваномс,se på
1015,anschauen::V,ваномс,betrakta
1016,ansehen::V,ваномс,åse
1017,hören::V,марямс,höra
1018,zuhören::V,кунсоломс,höra på
1019,zuhören::V,кунсоломс,lyssna till
1020,probieren::V,варшамс,smaka
1021,probieren::V,варшамс,smaka på
1022,riechen::V,никсемс,lukta
1023,fühlen::V,марямс,känna
1024,scheinen::V,марявомс,verka
1025,scheinen::V,марявомс,tyckas
1026,zu sehen sein::V,неявомс,synas
1027,zu sehen sein::V,неявомс,kunna ses
1028,vernehmen::V,марямс,få veta
1029,vernehmen::V,марямс,förnimma
1030,frieren::V,кельмемс,frysa
1031,tun::V,теемс,göra
1032,können::V,маштомс,kunna
1033,wollen::V,бажамс,vilja
1034,anfangen::V,кармамс,börja
1035,beenden::V,прядомс,avsluta
1036,aufhören::V,лоткамс,sluta
1037,aufhören::V,лоткамс,upphöra
1038,gelingen::V,удаламс,lyckas
1039,geraten::V,лисемс,bli
1040,öffnen::V,панжомс,öppna
1041,schließen::V,пекстамс,låsa
1042,schließen::V,пекстамс,stänga
1043,schließen::V,сёлгомс,låsa
1044,schließen::V,сёлгомс,stänga
1045,schließen::V,конямс,låsa
1046,schließen::V,конямс,stänga
1047,stellen::V,аравтомс,ställa
1048,setzen::V,ойсевтемс,sätta
1049,setzen::V,озавтнемс,sätta
1050,legen::V,путомс,lägga
1051,berühren::V,токамс,beröra
1052,verbinden::V,содомс,förbinda
1053,bedecken::V,вельтямс,täcka
1054,bedecken::V,вельтямс,betäcka
1055,aufhängen::V,понгавтомс,hänga
1056,aufhängen::V,понгавтомс,hänga upp
1057,anzünden::V,кирвастемс,tända
1058,anzünden::V,кирвастемс,antända
1059,anzünden::V,кирвастемс,tända på
1060,aufheben::V,кепедемс,lyfta
1061,zurücklassen::V,кадомс,lämna
1062,zurücklassen::V,кадомс,efterlämna
1063,verlieren::V,ёмавтомс,mista
1064,verlieren::V,ёмавтомс,förlora
1065,fallen lassen::V,правтомс,tappa
1066,fallen lassen::V,правтомс,släppa
1067,machen::V,теемс,göra
1068,herstellen::V,анокстамс,tillverka
1069,herstellen::V,анокстамс,framställa
1070,bauen::V,путомс,bygga
1071,reparieren::V,витемс,reparera
1072,verbessern::V,паролгавтомс,rätta
1073,verbessern::V,паролгавтомс,förbättra
1074,verbessern::V,вадрялгавтомс,rätta
1075,verbessern::V,вадрялгавтомс,förbättra
1076,ändern::V,полавтомс,ändra
1077,ändern::V,полавтомс,förändra
1078,graben::V,чувомс,gräva
1079,graben::V,таргамс,gräva
1080,beugen::V,мендемс,böja
1081,biegen::V,комавтомс,böja
1082,biegen::V,комавтомс,kröka
1083,drehen::V,чаравтомс,vrida
1084,drehen::V,велявтнемс,vrida
1085,wenden::V,велявтомс,vända
1086,umdrehen::V,велявтомс,vrida om
1087,heben::V,кепедемс,häva
1088,hochheben::V,кепедемс,lyfta
1089,ergreifen::V,кундамс,gripa
1090,halten::V,кирдемс,hålla
1091,drücken::V,нуемс,trycka
1092,schieben::V,шаштомс,skjuta
1093,kratzen::V,ангордамс,riva
1094,kratzen::V,ангордамс,skrapa
1095,lecken::V,нолсемс,slicka
1096,beißen::V,сускомс,bita
1097,abreißen::V,сеземс,slita_av
1098,abreißen::V,сеземс,riva_av
1099,abschneiden::V,печкемс,skära av
1100,binden::V,кодамс,binda
1101,binden::V,сюлмамс,binda
1102,stecken::V,сялгомс,sticka
1103,brechen::V,синдемс,bryta
1104,brechen::V,синдемс,brista
1105,brechen::V,калавтомс,bryta
1106,brechen::V,калавтомс,brista
1107,klopfen::V,калтаямс,banka
1108,klopfen::V,калтаямс,klappa
1109,hauen::V,чавомс,hugga
1110,kleben::V,педявтнемс,klistra
1111,reiben::V,ёзамс,gnida
1112,streichen::V,вадемс,smörja
1113,schleifen::V,човамс,slipa
1114,schneiden::V,керямс,skära
1115,schneiden::V,керямс,klippa
1116,rütteln::V,чукамс,skaka
1117,rütteln::V,лыкавтомс,skaka
1118,schütteln::V,чукамс,rista
1119,schwenken::V,яхолемс,svänga
1120,schütten::V,каямс,hälla
1121,füllen::V,пештямс,fylla
1122,einwickeln::V,тапарямс,slå in
1123,einwickeln::V,тапарямс,veckla in
1124,tragen::V,кандомс,bära
1125,schleppen::V,ускомс,släpa
1126,ziehen::V,ускомс,dra
1127,aufbewahren::V,ванстомс,förvara
1128,aufbewahren::V,ванстомс,ta vara på
1129,werfen::V,ёртомс,kasta
1130,fangen::V,кундамс,fånga
1131,packen::V,кундамс,gripa
1132,packen::V,кундамс,gripa tag
1133,verstecken::V,кекшемс,gömma
1134,teilen::V,явомс,dela
1135,schicken::V,кучомс,skicka
1136,bringen::V,кандомс,bringa
1137,hinzufügen::V,путомс,tillägga
1138,hinzufügen::V,максомс,tillägga
1139,bekommen::V,саемс,få
1140,bekommen::V,саемс,erhålla
1141,erhalten::V,саемс,få
1142,erhalten::V,саемс,erhålla
1143,nehmen::V,саемс,ta
1144,nehmen::V,саемс,taga
1145,wählen::V,кочкамс,välja
1146,auswählen::V,кочкамс,utvälja
1147,bewahren::V,ванстомс,bevara
1148,behindern::V,кирдемс,hindra
1149,behindern::V,кирдемс,förhindra
1150,verderben::V,коламс,förstöra
1151,beschädigen::V,теемс зыян,skada
1152,zerbrechen::V,коламс,bryta isär
1153,zerbrechen::V,коламс,bryta sönder
1154,zerreißen::V,сеземс,riva sönder
1155,zerreißen::V,сеземс,slita sönder
1156,zerstören::V,калавтомс,förstöra
1157,verbrennen::V,пултамс,bränna
1158,verbrennen::V,пултамс,bränna upp
1159,geben::V,максомс,ge
1160,reichen::V,максомс,räcka
1161,schenken::V,каземс,skänka
1162,versprechen::V,алтамс,lova
1163,wünschen::V,арсемс,önska
1164,loben::V,шнамс,lova
1165,loben::V,шнамс,beröma
1166,küssen::V,палсемс,pussa
1167,wiegen::V,нурсемс,vagga
1168,zudecken::V,тавадомс,täcka
1169,zudecken::V,вельтямс,täcka
1170,wecken::V,стявтомс,väcka
1171,zeigen::V,невтемс,visa
1172,führen::V,ветямс,föra
1173,lehren::V,тонавтомс,lära
1174,unterrichten::V,тонавтомс,undervisa
1175,aufziehen::V,трямс,uppfostra
1176,aufziehen::V,кастомс,uppfostra
1177,leiten::V,ветямс,leda
1178,leiten::V,азоркстамс,leda
1179,antreiben::V,ветямс,driva på
1180,lassen::V,кармавтомс,få att
1181,einladen::V,тердемс,bjuda
1182,einladen::V,тердемс,inbjuda
1183,vereinigen::V,вейсэндямс,förena
1184,vereinigen::V,вейс путомс,förena
1185,vereinigen::V,вейс пурнамс,förena
1186,besuchen::V,варштамс,besöka
1187,treffen::V,вастомс,möta
1188,treffen::V,вастомс,träffa
1189,sich versammeln::V,промокшномс,församla sig
1190,spielen::V,налксемс,leka
1191,spielen::V,налксемс,spela
1192,singen::V,морамс,sjunga
1193,tanzen::V,киштемс,dansa
1194,sich trennen::V,явомс,skiljas
1195,verlassen::V,кадомс,lämna
1196,verlassen::V,кадомс,överge
1197,retten::V,идемс,rädda
1198,bewachen::V,ванстомс,bevaka
1199,schützen::V,аштемс,skydda
1200,schützen::V,аштемс,beskydda
1201,verteidigen::V,ваномс,försvara
1202,sich schlagen::V,тюремс,slåss
1203,schießen::V,ледемс,skjuta
1204,siegen::V,изнямс,segra
1205,ärgern::V,кежейгавтомс,förarga
1206,schlagen::V,токамс,slå
1207,treten::V,тапамс,sparka
1208,stechen::V,пупамс,sticka
1209,stoßen::V,тулкадемс,stöta
1210,stehlen::V,саламс,stjäla
1211,stören::V,пирямс ки,störa
1212,belästigen::V,а максомс,genera
1213,belästigen::V,а максомс,besvära
1214,belästigen::V,а кадомс оймамо,genera
1215,belästigen::V,а кадомс оймамо,besvära
1216,verbergen::V,сёпомс,dölja
1217,verbergen::V,кекшемс,dölja
1218,täuschen::V,манямс,vilseleda
1219,betrügen::V,манчемс,bedra
1220,töten::V,чавномс,döda
1221,töten::V,маштнемс,döda
1222,wohnen::V,эрямс,bo
1223,arbeiten::V,важодемс,arbeta
1224,sammeln::V,пурнамс,samla
1225,pflücken::V,ноцковтнемс,plocka
1226,jagen::V,кундамс,jaga
1227,fischen::V,калонь кундамс,fiska
1228,fassen::V,кундамс,fånga
1229,hüten::V,ваномс,vakta
1230,treiben::V,панемс,driva
1231,anbinden::V,сюлмамс,binda fast
1232,füttern::V,андомс,fodra
1233,melken::V,потявтомс,mjölka
1234,hacken::V,лазномс,hacka
1235,gießen::V,валомс,hälla
1236,gießen::V,валомс,vattna
1237,reifen::V,кенеремс,mogna
1238,zubereiten::V,анокстамс,tillaga
1239,zubereiten::V,анокстамс,tillreda
1240,kochen::V,пидемс,koka
1241,backen::V,пидемс,baka
1242,braten::V,пуштамс,steka
1243,umrühren::V,човорямс,röra om
1244,stricken::V,кодамс,sticka
1245,nähen::V,стамс,sy
1246,färben::V,артомс,färga
1247,reinigen::V,урядамс,rensa
1248,reinigen::V,урядамс,rengöra
1249,waschen::V,муськемс,tvätta
1250,abwischen::V,нардамс,torka av
1251,spülen::V,ёрвалдомс,spola
1252,spülen::V,ёрвалдомс,skölja
1253,fegen::V,тенсемс,feja
1254,kehren::V,тенсемс,sopa
1255,baden::V,экшелямс,bada
1256,sich waschen::V,шлямс,tvätta sig
1257,ausziehen::V,кайсевтемс,ta av
1258,anziehen::V,оршамс,ta på
1259,sich anziehen::V,оршамс,klä på sig
1260,kämmen::V,судрямс,kamma
1261,schmücken::V,мазылгавтомс,pynta
1262,schmücken::V,мазылгавтомс,smycka
1263,schmücken::V,наряжамс,pynta
1264,schmücken::V,наряжамс,smycka
1265,sagen::V,меремс,säga
1266,sprechen::V,кортамс,tala
1267,reden::V,кортамс,tala
1268,reden::V,кортамс,prata
1269,sich unterhalten::V,кортнемс,prata
1270,fragen::V,кевкстемс,fråga
1271,fragen::V,кевкстемс,spörja
1272,bitten::V,вешемс,be
1273,erzählen::V,ёвтнемс,berätta
1274,mitteilen::V,ёвтамс,meddela
1275,nennen::V,лемдемс,kalla
1276,nennen::V,путомс лем,kalla
1277,rufen::V,тердемс,ropa
1278,rufen::V,серьгедемс,ropa
1279,prahlen::V,шнамс пря,pråla
1280,prahlen::V,шнамс пря,skryta
1281,übersetzen::V,ютавтомс,tolka
1282,übersetzen::V,ютавтомс,översätta
1283,denken::V,арсемс,tänka
1284,glauben::V,кемемс,tro
1285,bemerken::V,неемс,uppmärksamma
1286,bemerken::V,неемс,lägga märke till
1287,erkennen::V,содамс,känna igen
1288,begreifen::V,пачкодемс,begripa
1289,verstehen::V,чарькодемс,förstå
1290,lernen::V,тонавтнемс,lära sig
1291,wissen::V,содамс,veta
1292,sich erinnern an::V,ледстямс,minnas
1293,sich erinnern an::V,ледстямс,komma ihåg
1294,vergessen::V,стувтомс,glömma
1295,messen::V,онкстнемс,mäta
1296,zählen::V,ловомс,räkna
1297,rechnen::V,ловомс,räkna
1298,lesen::V,ловномс,läsa
1299,malen::V,рисовамс,måla
1300,zeichnen::V,рисовамс,teckna
1301,schreiben::V,сёрмадомс,skriva
1302,besitzen::V,улемс,äga
1303,besitzen::V,улемс,besitta
1304,besitzen::V,улемс азорокс,äga
1305,besitzen::V,улемс азорокс,besitta
1306,kaufen::V,рамамс,köpa
1307,verkaufen::V,миемс,sälja
1308,bezahlen::V,пандомс,betala
1309,zahlen::V,пандомс,betala
1310,beherrschen::V,азоркстамс,behärska
1311,ertragen::V,кирдемс,tåla
1312,ertragen::V,кирдемс,uthärda
