,Concept_ID,nl,be
837,fünfzig::NUM,vijftig,пядзесят
838,sechzig::NUM,zestig,шесдзесят
839,siebzig::NUM,zeventig,семдзесят
840,achtzig::NUM,tachtig,восемдзесят
841,neunzig::NUM,negentig,дзевяноста
842,hundert::NUM,honderd,сто
843,tausend::NUM,duizend,тысяча
844,und::CNJ,en,і
845,und::CNJ,en,ды
846,oder::CNJ,of,або
847,stehen::V,staan,стаяць
848,sitzen::V,zitten,сядзець
849,liegen::V,liggen,ляжаць
850,hängen::V,hangen,вісець
851,werden::V,worden,стаць
852,werden::V,worden,зрабіцца
853,passieren::V,gebeuren,трапіцца
854,beginnen::V,beginnen,пачацца
855,enden::V,eindigen,кончыцца
856,wechseln::V,wijzigen,мяняцца
857,wechseln::V,veranderen,мяняцца
858,aufgehen[Sonne]::V,opgaan,узысці
859,untergehen[Sonne]::V,ondergaan,зайсці
860,scheinen[Sonne]::V,schijnen,свяціць
861,donnern::V,donderen,грымець
862,wehen::V,waaien,дзьмуць
863,strömen::V,stromen,ліцца
864,fließen::V,vloeien,цячы
865,sich drehen::V,draaien,круціцца
866,sich drehen::V,draaien,варочацца
867,sich drehen::V,zich draaien,круціцца
868,sich drehen::V,zich draaien,варочацца
869,schwanken::V,wankelen,хістацца
870,schwingen::V,zwieren,гайдацца
871,schwingen::V,zwieren,калыхацца
872,fallen::V,vallen,падаць
873,brennen::V,branden,гарэць
874,rauchen::V,roken,дымець
875,regnen::V,regenen,дажджыць
876,gefrieren::V,bevriezen,замерзнуць
877,tauen::V,dooien,раставаць
878,schmelzen::V,smelten,плавіцца
879,trocknen::V,drogen,сохнуць
880,sieden::V,koken,кіпець
881,sieden::V,zieden,кіпець
882,faulen::V,rotten,гнісці
883,verfaulen::V,verrotten,згнісці
884,reißen::V,scheuren,ірвацца
885,versinken::V,verzinken,тануць
886,vergehen::V,vergaan,праходзіць
887,erscheinen::V,opdagen,зʼявіцца
888,erscheinen::V,verschijnen,зʼявіцца
889,verschwinden::V,verdwijnen,знікнуць
890,sinken::V,zinken,спадаць
891,abnehmen::V,afnemen,паменшыцца
892,abnehmen::V,verminderen,паменшыцца
893,zunehmen::V,toenemen,павялічвацца
894,steigen::V,stijgen,паднімацца
895,steigen::V,omhooggaan,паднімацца
896,wachsen::V,groeien,расці
897,glänzen::V,glanzen,блішчаць
898,glänzen::V,schitteren,блішчаць
899,funkeln::V,fonkelen,бліскаць
900,lärmen::V,lawaai maken,шумець
901,läuten::V,luiden,званіць
902,klingeln::V,bellen,званіць
903,klirren::V,rinkelen,бразгаць
904,brausen::V,bruisen,бушаваць
905,rauschen::V,ruisen,шастаць
906,klingen::V,klinken,гучаць
907,bellen::V,blaffen,брахаць
908,heulen::V,huilen,выць
909,blasen::V,blazen,дзьмухнуць
910,pfeifen::V,fluiten,свістаць
911,schreien::V,gillen,крычаць
912,schreien::V,schreeuwen,крычаць
913,stöhnen::V,steunen,стагнаць
914,zittern::V,beven,дрыжаць
915,zittern::V,sidderen,дрыжаць
916,leben::V,leven,жыць
917,geboren werden::V,geboren worden,нарадзіцца
918,atmen::V,ademen,дыхаць
919,trinken::V,drinken,піць
920,essen::V,eten,есці
921,schlucken::V,slikken,глытаць
922,müde werden::V,moe worden,стаміцца
923,einschlafen::V,inslapen,заснуць
924,schlafen::V,slapen,спаць
925,aufwachen::V,ontwaken,рассыпацца
926,aufwachen::V,wakker worden,рассыпацца
927,aufstehen::V,opstaan,устаць
928,sich erholen::V,zich ontspannen,адпачываць
929,krank werden::V,ziek worden,захварэць
930,krank sein::V,ziek zijn,хварэць
931,schmerzen::V,pijn doen,балець
932,husten::V,hoesten,кашляць
933,genesen::V,genezen,паправіцца
934,genesen::V,genezen,паздаравець
935,sterben::V,sterven,памерці
936,sterben::V,overlijden,памерці
937,umkommen::V,omkomen,загінуць
938,sich bewegen::V,zich bewegen,рухацца
939,sich rühren::V,zich verroeren,варушыцца
940,sich erheben::V,oprijzen,устаць
941,sich erheben::V,verrijzen,устаць
942,sich setzen::V,gaan zitten,сесці
943,hinfallen::V,vallen,упасці
944,hinfallen::V,neervallen,упасці
945,laufen::V,lopen,хадзіць
946,schreiten::V,stappen,шагаць
947,schreiten::V,stappen,крочыць
948,schreiten::V,schrijden,шагаць
949,schreiten::V,schrijden,крочыць
950,spazierengehen::V,gaan wandelen,гуляць
951,eilen::V,ijlen,спяшацца
952,eilen::V,haasten,спяшацца
953,sich beeilen::V,zich haasten,спяшацца
954,sausen::V,stuiven,імчацца
955,rennen::V,rennen,бегаць
956,springen::V,springen,скакаць
957,klettern::V,klimmen,лазіць
958,klettern::V,klauteren,лазіць
959,schaukeln::V,schommelen,гайдацца
960,kriechen::V,kruipen,поўзаць
961,schwimmen::V,zwemmen,плаваць
962,tauchen::V,duiken,ныраць
963,rudern::V,roeien,веславаць
964,fahren::V,rijden,ехаць
965,fliegen::V,vliegen,лятаць
966,gehen::V,gaan,ісці
967,weggehen::V,weggaan,пайсці
968,abfahren::V,vertrekken,адʼяжджаць
969,anhalten::V,stoppen,спыніцца
970,anhalten::V,stoppen,затрымацца
971,anhalten::V,stilhouden,спыніцца
972,anhalten::V,stilhouden,затрымацца
973,hineingehen::V,ingaan,уваходзіць
974,hineingehen::V,binnengaan,уваходзіць
975,eintreten::V,binnenkomen,увайсці
976,kommen::V,komen,прыйсці
977,ankommen::V,aankomen,прыбыць
978,zurückkommen::V,terugkomen,вярнуцца
979,bleiben::V,blijven,застацца
980,warten::V,wachten,чакаць
981,erwarten::V,verwachten,чакаць
982,suchen::V,zoeken,шукаць
983,finden::V,vinden,знайсці
984,versuchen::V,proberen,прабаваць
985,versuchen::V,beproeven,прабаваць
986,vorbereiten::V,voorbereiden,падрыхтаваць
987,lieben::V,houden van,кахаць
988,mögen::V,lusten,любіць
989,mögen::V,houden van,любіць
990,lachen::V,lachen,смяяцца
991,rühren::V,roeren,расчуліць
992,weinen::V,huilen,плакаць
993,weinen::V,schreien,плакаць
994,schimpfen::V,kijven,лаяцца
995,schimpfen::V,schelden,лаяцца
996,sich ärgern::V,zich ergeren,сердаваць
997,sich fürchten::V,bang zijn,баяцца
998,fürchten::V,vrezen,баяцца
999,fliehen::V,vluchten,уцякаць
1000,flüchten::V,ontsnappen,уцячы
1001,flüchten::V,ontkomen,уцячы
1002,sehen::V,zien,бачыць
1003,anschauen::V,aankijken,паглядзець
1004,ansehen::V,aanzien,глядзець
1005,ansehen::V,bekijken,глядзець
1006,hören::V,horen,чуць
1007,zuhören::V,luisteren,слухаць
1008,probieren::V,proeven,каштаваць
1009,riechen::V,ruiken,нюхаць
1010,fühlen::V,voelen,адчуваць
1011,scheinen::V,lijken,здавацца
1012,zu sehen sein::V,te zien zijn,віднецца
1013,vernehmen::V,vernemen,пачуць
1014,frieren::V,het koud hebben,мёрзнуць
1015,tun::V,doen,рабіць
1016,können::V,kunnen,умець
1017,wollen::V,willen,хацець
1018,anfangen::V,beginnen,пачаць
1019,anfangen::V,aanvangen,пачаць
1020,beenden::V,beëindigen,закончыць
1021,aufhören::V,ophouden,перастаць
1022,gelingen::V,lukken,удацца
1023,gelingen::V,gelukken,удацца
1024,geraten::V,uitvallen,аказацца
1025,öffnen::V,openen,адчыніць
1026,öffnen::V,opendoen,адчыніць
1027,schließen::V,sluiten,зачыніць
1028,schließen::V,dichtdoen,зачыніць
1029,stellen::V,stellen,паставіць
1030,stellen::V,plaatsen,паставіць
1031,setzen::V,zetten,пасадзіць
1032,setzen::V,plaatsen,пасадзіць
1033,legen::V,leggen,класці
1034,berühren::V,aanraken,чапаць
1035,verbinden::V,verbinden,звязаць
1036,bedecken::V,bedekken,накрыць
1037,aufhängen::V,ophangen,павесіць
1038,anzünden::V,aansteken,запаліць
1039,aufheben::V,oprapen,падняць
1040,zurücklassen::V,achterlaten,пакінуць
1041,verlieren::V,verliezen,згубіць
1042,fallen lassen::V,laten vallen,упусціць
1043,machen::V,maken,зрабіць
1044,herstellen::V,produceren,вырабіць
1045,herstellen::V,voortbrengen,вырабіць
1046,bauen::V,bouwen,будаваць
1047,reparieren::V,repareren,правіць
1048,reparieren::V,herstellen,правіць
1049,verbessern::V,verbeteren,палепшыць
1050,ändern::V,wijzigen,змяніць
1051,ändern::V,veranderen,змяніць
1052,graben::V,graven,капаць
1053,beugen::V,buigen,сагнуць
1054,biegen::V,buigen,пагнуць
1055,drehen::V,draaien,вярцець
1056,wenden::V,keren,павярнуць
1057,wenden::V,wenden,павярнуць
1058,umdrehen::V,omdraaien,перавярнуць
1059,heben::V,heffen,падымаць
1060,heben::V,optillen,падымаць
1061,hochheben::V,tillen,падняць
1062,ergreifen::V,pakken,схапіць
1063,ergreifen::V,pakken,схваціць
1064,ergreifen::V,grijpen,схапіць
1065,ergreifen::V,grijpen,схваціць
1066,halten::V,houden,трымаць
1067,drücken::V,drukken,націскаць
1068,schieben::V,duwen,пхаць
1069,schieben::V,duwen,штурхаць
1070,schieben::V,schuiven,пхаць
1071,schieben::V,schuiven,штурхаць
1072,kratzen::V,krassen,скрэбці
1073,lecken::V,likken,лізаць
1074,beißen::V,bijten,кусаць
1075,abreißen::V,afrukken,адарваць
1076,abreißen::V,afscheuren,адарваць
1077,abschneiden::V,afsnijden,адрэзаць
1078,binden::V,binden,вязаць
1079,stecken::V,steken,уваткнуць
1080,brechen::V,breken,зламаць
1081,klopfen::V,kloppen,стукаць
1082,hauen::V,houwen,біць
1083,kleben::V,plakken,клеіць
1084,reiben::V,wrijven,церці
1085,streichen::V,smeren,намазаць
1086,schleifen::V,slijpen,тачыць
1087,schneiden::V,snijden,рэзаць
1088,rütteln::V,schudden,хістаць
1089,schütteln::V,schudden,трэсці
1090,schwenken::V,wuiven,махаць
1091,schwenken::V,zwaaien,махаць
1092,schütten::V,gieten,наліць
1093,schütten::V,storten,наліць
1094,füllen::V,vullen,напоўніць
1095,einwickeln::V,inwikkelen,загарнуць
1096,tragen::V,dragen,несці
1097,schleppen::V,slepen,цягнуць
1098,ziehen::V,trekken,цягнуць
1099,aufbewahren::V,bewaren,захоўваць
1100,werfen::V,gooien,кідаць
1101,fangen::V,vangen,лавіць
1102,packen::V,pakken,схапіць
1103,packen::V,pakken,схваціць
1104,packen::V,vastpakken,схапіць
1105,packen::V,vastpakken,схваціць
1106,verstecken::V,verstoppen,схаваць
1107,teilen::V,delen,раздзяліць
1108,schicken::V,sturen,пасылаць
1109,bringen::V,brengen,прынесці
1110,hinzufügen::V,toevoegen,дабавіць
1111,bekommen::V,verkrijgen,дастаць
1112,erhalten::V,krijgen,атрымаць
1113,nehmen::V,nemen,ўзяць
1114,wählen::V,kiezen,выбраць
1115,wählen::V,verkiezen,выбраць
1116,auswählen::V,uitkiezen,адабраць
1117,bewahren::V,bewaren,захаваць
1118,behindern::V,hinderen,перашкаджаць
1119,verderben::V,bederven,сапсаваць
1120,beschädigen::V,beschadigen,пашкодзіць
1121,zerbrechen::V,breken,разбіць
1122,zerbrechen::V,stukbreken,разбіць
1123,zerreißen::V,scheuren,разадраць
1124,zerreißen::V,verscheuren,разадраць
1125,zerstören::V,vernielen,разбурыць
1126,verbrennen::V,branden,спаліць
1127,verbrennen::V,verbranden,спаліць
1128,geben::V,geven,даць
1129,reichen::V,reiken,перадаць
1130,reichen::V,aanreiken,перадаць
1131,schenken::V,schenken,дарыць
1132,versprechen::V,beloven,абяцаць
1133,wünschen::V,wensen,жадаць
1134,loben::V,loven,хваліць
1135,loben::V,prijzen,хваліць
1136,küssen::V,kussen,цалаваць
1137,wiegen::V,wiegen,гушкаць
1138,wiegen::V,wiegen,калыхаць
1139,zudecken::V,toedekken,накрыць
1140,wecken::V,wekken,пабудзіць
1141,zeigen::V,tonen,паказаць
1142,zeigen::V,wijzen,паказаць
1143,führen::V,voeren,весці
1144,lehren::V,leren,вучыць
1145,unterrichten::V,onderwijzen,выкладаць
1146,aufziehen::V,grootbrengen,выхаваць
1147,leiten::V,leiden,кіраваць
1148,antreiben::V,aandrijven,падганяць
1149,lassen::V,laten,прымусіць
1150,einladen::V,uitnodigen,запрасіць
1151,vereinigen::V,verenigen,абʼяднаць
1152,besuchen::V,bezoeken,наведаць
1153,treffen::V,treffen,сустрэць
1154,treffen::V,ontmoeten,сустрэць
1155,sich versammeln::V,zich verzamelen,сабрацца
1156,spielen::V,spelen,гуляць
1157,singen::V,zingen,пець
1158,singen::V,zingen,спяваць
1159,tanzen::V,dansen,танцаваць
1160,sich trennen::V,van elkaar gaan,расстацца
1161,verlassen::V,verlaten,пакінуць
1162,retten::V,redden,выратаваць
1163,bewachen::V,bewaken,ахоўваць
1164,schützen::V,beschermen,уберагаць
1165,verteidigen::V,verdedigen,абараніць
1166,sich schlagen::V,knokken,біцца
1167,sich schlagen::V,knokken,драцца
1168,schießen::V,schieten,страляць
1169,siegen::V,overwinnen,перамагчы
1170,ärgern::V,ergeren,злаваць
1171,schlagen::V,slaan,ударыць
1172,treten::V,trappen,штурхаць
1173,treten::V,schoppen,штурхаць
1174,stechen::V,steken,укалоць
1175,stechen::V,prikken,укалоць
1176,stoßen::V,stoten,папхнуць
1177,stehlen::V,stelen,украсці
1178,stören::V,storen,перашкодзіць
1179,stören::V,verstoren,перашкодзіць
1180,belästigen::V,lastig vallen,дакучаць
1181,verbergen::V,verbergen,скрыць
1182,verbergen::V,verbergen,схаваць
1183,täuschen::V,misleiden,падмануць
1184,betrügen::V,bedriegen,змахляваць
1185,töten::V,doden,забіць
1186,wohnen::V,wonen,жыць
1187,arbeiten::V,werken,працаваць
1188,sammeln::V,inzamelen,сабраць
1189,sammeln::V,verzamelen,сабраць
1190,pflücken::V,plukken,зрываць
1191,jagen::V,jagen,паляваць
1192,fischen::V,vissen,рыбачыць
1193,fassen::V,vangen,злавіць
1194,hüten::V,hoeden,пасвіць
1195,treiben::V,drijven,гнаць
1196,anbinden::V,vastbinden,прывязаць
1197,füttern::V,voeren,карміць
1198,melken::V,melken,даіць
1199,hacken::V,hakken,сячы
1200,gießen::V,gieten,паліць
1201,reifen::V,rijpen,паспець
1202,zubereiten::V,klaarmaken,зварыць
1203,zubereiten::V,klaarmaken,згатаваць
1204,zubereiten::V,toebereiden,зварыць
1205,zubereiten::V,toebereiden,згатаваць
1206,kochen::V,koken,варыць
1207,backen::V,bakken,пячы
1208,braten::V,braden,смажыць
1209,umrühren::V,omroeren,перамяшаць
1210,stricken::V,breien,вязаць
1211,nähen::V,naaien,шыць
1212,färben::V,verven,пафарбаваць
1213,färben::V,kleuren,пафарбаваць
1214,reinigen::V,reinigen,ачысціць
1215,waschen::V,wassen,мыць
1216,abwischen::V,afvegen,выцерці
1217,spülen::V,spoelen,паласкаць
1218,spülen::V,afwassen,паласкаць
1219,fegen::V,vegen,падмятаць
1220,kehren::V,vegen,месці
1221,baden::V,baden,купацца
1222,sich waschen::V,zich wassen,мыцца
1223,ausziehen::V,uittrekken,зняць
1224,anziehen::V,aantrekken,надзець
1225,sich anziehen::V,zich aankleden,адзецца
1226,kämmen::V,kammen,прычасаць
1227,schmücken::V,tooien,аздобіць
1228,sagen::V,zeggen,сказаць
1229,sprechen::V,spreken,гаварыць
1230,reden::V,praten,размаўляць
1231,sich unterhalten::V,zich onderhouden,гутарыць
1232,fragen::V,vragen,спытаць
1233,bitten::V,vragen,прасіць
1234,bitten::V,verzoeken,прасіць
1235,erzählen::V,vertellen,расказаць
1236,mitteilen::V,meedelen,паведаміць
1237,nennen::V,noemen,назваць
1238,rufen::V,roepen,зваць
1239,prahlen::V,pralen,хваліцца
1240,übersetzen::V,vertalen,перакласці
1241,denken::V,denken,думаць
1242,glauben::V,geloven,верыць
1243,bemerken::V,bemerken,заўважыць
1244,erkennen::V,herkennen,пазнаць
1245,begreifen::V,begrijpen,спасцігнуць
1246,verstehen::V,verstaan,пачуць
1247,lernen::V,leren,вучыцца
1248,wissen::V,weten,знаць
1249,sich erinnern an::V,zich herinneren aan,памятаць
1250,vergessen::V,vergeten,забыць
1251,messen::V,meten,мераць
1252,zählen::V,tellen,лічыць
1253,rechnen::V,rekenen,лічыць
1254,lesen::V,lezen,чытаць
1255,malen::V,schilderen,маляваць
1256,zeichnen::V,tekenen,рысаваць
1257,schreiben::V,schrijven,пісаць
1258,besitzen::V,bezitten,мець
1259,kaufen::V,kopen,купіць
1260,verkaufen::V,verkopen,прадаць
1261,bezahlen::V,betalen,заплаціць
1262,zahlen::V,betalen,плаціць
1263,beherrschen::V,beheersen,уладаць
1264,beherrschen::V,beheersen,валодаць
1265,ertragen::V,verdragen,выцерпець
