,Concept_ID,no,ka
754,immer::ADV,alltid,ყოველთვის
755,niemals::ADV,aldri,არასდროს
756,hier::ADV,her,აქ
757,hierhin::ADV,hit,აქეთ
758,von hier::ADV,herfra,აქედან
759,dort::ADV,der,იქ
760,dorthin::ADV,dit,იქით
761,geradeaus::ADV,rett fram,პირდაპირ
762,vorwärts::ADV,fram,წინ
763,vorwärts::ADV,framover,წინ
764,rückwärts::ADV,baklengs,უკან
765,zurück::ADV,tilbake,უკანვე
766,unten::ADV,nede,დაბლა
767,unten::ADV,nede,ქვევით
768,hinab::ADV,ned,ძირს
769,hinab::ADV,nedover,ძირს
770,oben::ADV,oppe,ზემოთ
771,oben::ADV,ovenpå,ზემოთ
772,hinauf::ADV,opp,ზევით
773,hinauf::ADV,oppover,ზევით
774,überall::ADV,overalt,ყველგან
775,nicht::ADV,ikke,არ
776,ein wenig::ADV,litt,ცოტა
777,kaum::ADV,neppe,ძლივს
778,sehr::ADV,svært,მეტად
779,sehr::ADV,svært,ძალიან
780,so::ADV,så,ისე
781,noch::ADV,enda,ჯერ
782,nur::ADV,bare,მხოლოდ
783,schon::ADV,alt,უკვე
784,schon::ADV,allerede,უკვე
785,wieder::ADV,igjen,ისევ
786,wieder::ADV,igjen,კიდევ
787,vergebens::ADV,forgjeves,ამაოდ
788,vergebens::ADV,forgjeves,ტყუილად
789,vor::PRP,foran,წინ
790,vor::PRP,utenfor,წინ
791,hinter::PRP,bak,უკან
792,hinter::PRP,bak,მიღმა
793,hinter::PRP,bakom,უკან
794,hinter::PRP,bakom,მიღმა
795,unter::PRP,under,ქვეშ
796,unter::PRP,under,ქვევით
797,durch::PRP,gjennom,გავლით
798,durch::PRP,igjennom,გავლით
799,neben::PRP,ved siden av,გვერდით
800,zwischen::PRP,mellom,შუა
801,zwischen::PRP,mellom,შორის
802,wegen::PRP,på grunn av,გამო
803,wegen::PRP,på grunn av,შედეგად
804,dies::PRN,dette,ეს
805,das::PRN,det,ეგ
806,alles::PRN,alt,ყველაფერი
807,ich::PRN,jeg,მე
808,du::PRN,du,შენ
809,er::PRN,han,ის
810,er::PRN,han,იგი
811,wir::PRN,vi,ჩვენ
812,ihr::PRN,dere,თქვენ
813,sie::PRN,de,ისინი
814,was::FPRN,hva,რა
815,wer::FPRN,hvem,ვინ
816,wo::FADV,hvor,სად
817,wohin::FADV,hvor ... hen,საით
818,wie::FADV,hvordan,როგორ
819,warum::FADV,hvorfor,რაზე
820,warum::FADV,hvorfor,რატომ
821,wieviel::FNUM,hvor mye,რამდენი
822,eins::NUM,en,ერთი
823,eins::NUM,ett,ერთი
824,zwei::NUM,to,ორი
825,drei::NUM,tre,სამი
826,vier::NUM,fire,ოთხი
827,fünf::NUM,fem,ხუთი
828,sechs::NUM,seks,ექვსი
829,sieben::NUM,sju,შვიდი
830,acht::NUM,åtte,რვა
831,neun::NUM,ni,ცხრა
832,zehn::NUM,ti,ათი
833,elf::NUM,elleve,თერთმეტი
834,zwölf::NUM,tolv,თორმეტი
835,zwanzig::NUM,tjue,ოცი
836,dreißig::NUM,tretti,ოცდაათი
837,vierzig::NUM,førti,ორმოცი
838,fünfzig::NUM,femti,ორმოცდაათი
839,sechzig::NUM,seksti,სამოცი
840,siebzig::NUM,sytti,სამოცდაათი
841,achtzig::NUM,åtti,ოთხმოცი
842,neunzig::NUM,nitti,ოთხმოცდაათი
843,hundert::NUM,hundre,ასი
844,tausend::NUM,tusen,ათასი
845,und::CNJ,og,და
846,oder::CNJ,eller,ან
847,stehen::V,stå,დგას
848,sitzen::V,sitte,ზის
849,liegen::V,ligge,აწევს
850,hängen::V,henge,კიდია
851,werden::V,bli,გახდება
852,passieren::V,skje,მოხდება
853,passieren::V,hende,მოხდება
854,beginnen::V,begynne,იწყება
855,enden::V,ende,გათავდება
856,enden::V,slutte,გათავდება
857,wechseln::V,veksle,იცვლება
858,aufgehen[Sonne]::V,stå opp,ამოდის
859,untergehen[Sonne]::V,gå ned,ჩადის
860,scheinen[Sonne]::V,skinne,ანათებს
861,donnern::V,tordne,ქუხს
862,wehen::V,blåse,ქრის
863,wehen::V,blåse,დაუბერავს
864,strömen::V,strømme,იღვრება
865,fließen::V,flyte,დის
866,fließen::V,flyte,მიედინება
867,sich drehen::V,dreie seg,ტრიალებს
868,schwanken::V,svaie,ირხევა
869,schwingen::V,svinge,ირხევა
870,fallen::V,falle,დავარდება
871,brennen::V,brenne,იწვის
872,rauchen::V,ryke,ბოლავს
873,rauchen::V,ryke,აბოლებს
874,regnen::V,regne,წვიმს
875,gefrieren::V,fryse,იყინება
876,tauen::V,tine,დნება
877,schmelzen::V,smelte,დნება
878,trocknen::V,tørre,გაშრება
879,sieden::V,koke,დუღს
880,faulen::V,råtne,ლპება
881,verfaulen::V,råtne,ლპება
882,reißen::V,briste,დაიხევა
883,versinken::V,synke,ეფლობა
884,versinken::V,synke,ჩაიძირება
885,versinken::V,synke ned,ეფლობა
886,versinken::V,synke ned,ჩაიძირება
887,vergehen::V,forløpe,გადის
888,erscheinen::V,synes,გამოჩნდება
889,verschwinden::V,forsvinne,გააქრება
890,verschwinden::V,forsvinne,დაიკარგება
891,sinken::V,synke,დაიწევს
892,abnehmen::V,avta,შემცირდება
893,abnehmen::V,minske,შემცირდება
894,zunehmen::V,tilta,გასუქდება
895,steigen::V,stige,მოიმატებს
896,wachsen::V,gro,იზრდება
897,wachsen::V,gro,მრავლდება
898,wachsen::V,vokse,იზრდება
899,wachsen::V,vokse,მრავლდება
900,glänzen::V,skinne,ბრწყინავს
901,funkeln::V,tindre,კაშკაშებს
902,lärmen::V,bråke,ხმაურობს
903,läuten::V,ringe,დარეკავს
904,klingeln::V,ringe,დარეკავს
905,klirren::V,klirre,დააწკარუნებს
906,brausen::V,bruse,ბობოქრობს
907,rauschen::V,suse,შრიალებს
908,klingen::V,lyde,ხმას გამოსცემს
909,klingen::V,klinge,ხმას გამოსცემს
910,bellen::V,gjø,უყეფს
911,bellen::V,bjeffe,უყეფს
912,heulen::V,ule,ღმუის
913,blasen::V,blåse,დაუბერავს
914,pfeifen::V,plystre,უსტვენს
915,schreien::V,skrike,ყვირის
916,stöhnen::V,stønne,კვნესის
917,zittern::V,dirre,აძაგძაგებს
918,zittern::V,skjelve,აძაგძაგებს
919,leben::V,leve,ცოცხლობს
920,geboren werden::V,fødes,იშვება
921,geboren werden::V,fødes,იბადება
922,atmen::V,ånde,სუნთქავს
923,atmen::V,puste,სუნთქავს
924,trinken::V,drikke,სვამს
925,trinken::V,drikke,დალევს
926,essen::V,spise,შეჭამს
927,schlucken::V,svelge,ყლაპავს
928,müde werden::V,bli trett,დაიქანცება
929,einschlafen::V,sovne,დაიძინებს
930,schlafen::V,sove,სძინავს
931,aufwachen::V,våkne,გაიღვიძებს
932,aufstehen::V,stå opp,ადგება
933,sich erholen::V,bli bra,დაისვენებს
934,sich erholen::V,komme seg,დაისვენებს
935,krank werden::V,bli syk,ავად გახდება
936,krank sein::V,være syk,ავადმყოფობს
937,schmerzen::V,gjøre vondt,სტკივა
938,husten::V,hoste,ახველებს
939,genesen::V,komme seg,მორჩება
940,sterben::V,dø,კვდება
941,umkommen::V,omkomme,დაიღუპება
942,sich bewegen::V,bevege seg,იძვრის
943,sich bewegen::V,bevege seg,მოძრაობს
944,sich rühren::V,røre på seg,გაინძრევა
945,sich erheben::V,reise seg,ადგება
946,sich setzen::V,sette sig,დაჯდება
947,hinfallen::V,falle over ende,დაეცემა
948,laufen::V,løpe,დადის
949,schreiten::V,skride,აბიჯებს
950,spazierengehen::V,spasere,დასეირნობს
951,spazierengehen::V,gå en tur,დასეირნობს
952,eilen::V,ile,მიიჩქარის
953,sich beeilen::V,skynde seg,აჩქარდება
954,sausen::V,suse,მიქრის
955,rennen::V,løpe,დარბის
956,springen::V,hoppe,ხტის
957,springen::V,springe,ხტის
958,klettern::V,klatre,ძვრება
959,schaukeln::V,huske,ქანაობს
960,kriechen::V,krype,დაბობღავს
961,schwimmen::V,svømme,ცურავს
962,tauchen::V,dykke,ჩაიძირება
963,rudern::V,ro,ნიჩაბს უსვამს
964,fahren::V,kjøre,დადის
965,fahren::V,kjøre,მგზავრობს
966,fliegen::V,fly,იფრენს
967,fliegen::V,fly,გაფრინდება
968,gehen::V,gå,მიდის
969,weggehen::V,gå bort,წამოდის
970,abfahren::V,reise,მიემგზავრება
971,anhalten::V,stanse,ჩერდება
972,hineingehen::V,gå inn,შედის
973,eintreten::V,tre inn,შედის
974,kommen::V,komme,მოდის
975,ankommen::V,ankomme,ჩადის
976,ankommen::V,komme til,ჩადის
977,zurückkommen::V,komme tilbake,დაბრუნდება
978,bleiben::V,bli,დარჩება
979,bleiben::V,forbli,დარჩება
980,warten::V,vente,ელოდება
981,erwarten::V,vente,ელის
982,erwarten::V,vente,დაიცდის
983,suchen::V,søke,ეძებს
984,suchen::V,søke,მოძებნის
985,finden::V,finne,მიაგნებს
986,finden::V,finne,გამოძებნის
987,versuchen::V,prøve,ცდის
988,versuchen::V,prøve,ცდილობს
989,versuchen::V,forsøke,ცდის
990,versuchen::V,forsøke,ცდილობს
991,vorbereiten::V,forberede,მოამზადებს
992,lieben::V,elske,უყვარს
993,mögen::V,like,ეტრფის
994,lachen::V,le,იცინის
995,rühren::V,røre,გულს აუჩუყებს
996,weinen::V,gråte,ტირის
997,schimpfen::V,skjelle,შეიგინება
998,sich ärgern::V,ergre seg,გაბრაზობს
999,sich fürchten::V,være redd,შიშობს
1000,fürchten::V,være redd for,ფრთხილობს
1001,fliehen::V,rømme,გაიქცევა
1002,fliehen::V,flykte,გაიქცევა
1003,flüchten::V,flykte,გაიქცევა
1004,sehen::V,se,ხედავს
1005,anschauen::V,se på,ნახავს
1006,anschauen::V,betrakte,ნახავს
1007,ansehen::V,anse,უყურებს
1008,hören::V,høre,ისმენს
1009,zuhören::V,tilhøre,მოისმენს
1010,probieren::V,smake,გასინჯავს
1011,probieren::V,smake på,გასინჯავს
1012,riechen::V,lukte,ყნოსავს
1013,fühlen::V,føle,გრძნობს
1014,scheinen::V,se ut,ეჩვენება
1015,zu sehen sein::V,synes,მოჩანს
1016,vernehmen::V,få vite,გაიგებს
1017,frieren::V,fryse,იყინება
1018,tun::V,gjøre,აკეთებს
1019,können::V,kunne,შეიძლება
1020,wollen::V,ville,უნდა
1021,anfangen::V,begynne,დაიწყებს
1022,beenden::V,avslutte,ამთავრებს
1023,aufhören::V,slutte,შეწყვეტს
1024,aufhören::V,holde opp,შეწყვეტს
1025,gelingen::V,lykkes,მოახერხებს
1026,geraten::V,bli,გამოდის
1027,öffnen::V,åpne,გახსნის
1028,schließen::V,lukke,ხურავს
1029,schließen::V,lukke,დაკეტავს
1030,schließen::V,stenge,ხურავს
1031,schließen::V,stenge,დაკეტავს
1032,stellen::V,stille,დადგამს
1033,setzen::V,sette,დასვამს
1034,legen::V,legge,დადებს
1035,berühren::V,berøre,შეახებს
1036,berühren::V,berøre,მიაკარებს
1037,verbinden::V,forbinde,შეაერთებს
1038,bedecken::V,dekke,გადააფარებს
1039,aufhängen::V,henge,დაკიდებს
1040,aufhängen::V,henge opp,დაკიდებს
1041,anzünden::V,tenne,დაანთებს
1042,anzünden::V,tenne,მოუკიდებს
1043,anzünden::V,antenne,დაანთებს
1044,anzünden::V,antenne,მოუკიდებს
1045,anzünden::V,tenne på,დაანთებს
1046,anzünden::V,tenne på,მოუკიდებს
1047,aufheben::V,løfte,აიღებს
1048,aufheben::V,løfte,აიყვანს
1049,aufheben::V,ta opp,აიღებს
1050,aufheben::V,ta opp,აიყვანს
1051,zurücklassen::V,slippe tilbake,დატოვებს
1052,verlieren::V,miste,დაკარგავს
1053,fallen lassen::V,droppe,გაუვარდება
1054,fallen lassen::V,la falle,გაუვარდება
1055,machen::V,lage,გააკეთებს
1056,machen::V,lage,გამოიწვევს
1057,machen::V,gjøre,გააკეთებს
1058,machen::V,gjøre,გამოიწვევს
1059,herstellen::V,fremstille,დაამზადებს
1060,bauen::V,bygge,ააშენებს
1061,reparieren::V,reparere,შეაკეთებს
1062,reparieren::V,reparere,გაარემონტებს
1063,verbessern::V,rette,გამოაკეთებს
1064,verbessern::V,rette,გააუმჯობესებს
1065,verbessern::V,forbedre,გამოაკეთებს
1066,verbessern::V,forbedre,გააუმჯობესებს
1067,ändern::V,forandre,შეცვლის
1068,graben::V,grave,თხრის
1069,beugen::V,bøye,ხრის
1070,biegen::V,bøye,გაღუნავს
1071,drehen::V,dreie,ატრიალებს
1072,wenden::V,vende,მოაბრუნებს
1073,umdrehen::V,snu,შეატრიალებს
1074,heben::V,heve,ასწევს
1075,hochheben::V,løfte,აიყვანს
1076,ergreifen::V,gripe,სტაცებს
1077,ergreifen::V,få tak i,სტაცებს
1078,halten::V,holde,უჭირავს
1079,drücken::V,trykke,დააწვება
1080,schieben::V,skyve,მისწევს
1081,kratzen::V,klø,მოფხანს
1082,kratzen::V,klore,მოფხანს
1083,lecken::V,slikke,ლოკავს
1084,beißen::V,bite,უკბენს
1085,abreißen::V,rive av,გლეჯს
1086,abreißen::V,rive av,მოწყვეტს
1087,abschneiden::V,skjære av,გაჭრის
1088,binden::V,binde,შეკრავს
1089,binden::V,binde,გადააბამს
1090,stecken::V,stikke,ჩაასობს
1091,brechen::V,bryte,მოიტეხს
1092,brechen::V,briste,მოიტეხს
1093,klopfen::V,banke,აკაკუნებს
1094,hauen::V,hogge,ლეწავს
1095,kleben::V,klistre,წებავს
1096,kleben::V,klistre,დააწებებს
1097,reiben::V,gni,დაზელს
1098,streichen::V,stryke,უსვამს
1099,schleifen::V,slipe,ლესავს
1100,schneiden::V,klippe,გაჭრის
1101,rütteln::V,ruske,არხევს
1102,schütteln::V,riste,არყევს
1103,schütteln::V,riste,ანძრევს
1104,schwenken::V,svinge,აქნევს
1105,schütten::V,helle,ღვრის
1106,schütten::V,helle,დააქცევს
1107,füllen::V,fylle,გაავსებს
1108,einwickeln::V,vikle inn,შეახვევს
1109,tragen::V,bære,მიიტანს
1110,schleppen::V,slepe,მიათრევს
1111,ziehen::V,dra,წევს
1112,ziehen::V,dra,ათრევს
1113,ziehen::V,trekke,წევს
1114,ziehen::V,trekke,ათრევს
1115,aufbewahren::V,oppbevare,შეინახავს
1116,aufbewahren::V,ta vare på,შეინახავს
1117,werfen::V,kaste,ისვრის
1118,fangen::V,fange,დაიჭერს
1119,packen::V,gripe,სტაცებს
1120,packen::V,gripe tak i,სტაცებს
1121,verstecken::V,gjemme,მალავს
1122,teilen::V,dele,დაყოფს
1123,schicken::V,sende,გაგზავნის
1124,bringen::V,bringe,მოიტანს
1125,hinzufügen::V,tilføye,დაამატებს
1126,bekommen::V,få,ამოიღებს
1127,erhalten::V,få,იღებს
1128,nehmen::V,ta,აიღებს
1129,wählen::V,velge,გადაარჩევს
1130,auswählen::V,velge ut,ამოარჩევს
1131,bewahren::V,bevare,ინარჩუნებს
1132,behindern::V,hindre,აბრკოლებს
1133,behindern::V,hindre,გააძნელებს
1134,behindern::V,forhindre,აბრკოლებს
1135,behindern::V,forhindre,გააძნელებს
1136,verderben::V,ødelegge,გააფუჭებს
1137,beschädigen::V,skade,დააზიანებს
1138,zerbrechen::V,brekke i stykker,დაამტვრევს
1139,zerreißen::V,rive i stykker,გახევს
1140,zerstören::V,ødelegge,მოსპობს
1141,zerstören::V,ødelegge,დაანგრევს
1142,verbrennen::V,brenne,დაწვავს
1143,verbrennen::V,brenne opp,დაწვავს
1144,geben::V,gi,აძლევს
1145,reichen::V,rekke,მიაწოდებს
1146,schenken::V,forære,აჩუქებს
1147,schenken::V,skjenke,აჩუქებს
1148,versprechen::V,love,აღუთქვამს
1149,wünschen::V,ønske,უსურვებს
1150,loben::V,rose,აქებს
1151,loben::V,rose,ამკობს
1152,küssen::V,kysse,აკოცებს
1153,wiegen::V,vogge,არხევს
1154,zudecken::V,dekke til,გადახურავს
1155,wecken::V,vekke,გააღვიძებს
1156,zeigen::V,vise,დაანახვებს
1157,führen::V,føre,მიჰყავს
1158,lehren::V,lære,ასწავლის
1159,unterrichten::V,undervise,ასწავლის
1160,aufziehen::V,oppdra,აღზრდის
1161,leiten::V,lede,აწარმოებს
1162,leiten::V,lede,ხელმძღვანელობს
1163,antreiben::V,drive på,დააჩქარებს
1164,lassen::V,få til å,ა--ინებს
1165,einladen::V,be,მოიპატიჟებს
1166,einladen::V,invitere,მოიპატიჟებს
1167,vereinigen::V,forene,შეაერთებს
1168,besuchen::V,besøke,სანახავად მიდის
1169,treffen::V,møte,შეხვდება
1170,treffen::V,treffe,შეხვდება
1171,sich versammeln::V,forsamles,შეიკრიბება
1172,spielen::V,leke,ეთამაშება
1173,spielen::V,spille,ეთამაშება
1174,singen::V,synge,მღერის
1175,tanzen::V,danse,ცეკვავს
1176,sich trennen::V,skilles,მოშორდება
1177,verlassen::V,forlate,მიატოვებს
1178,retten::V,redde,იხსნის
1179,retten::V,redde,გადაარჩენს
1180,bewachen::V,bevokte,დარაჯობს
1181,bewachen::V,bevokte,უთვალთვალებს
1182,schützen::V,verne,დაიფარავს
1183,schützen::V,beskytte,დაიფარავს
1184,verteidigen::V,forsvare,დაიცავს
1185,sich schlagen::V,slåss,იჩხუბებს
1186,schießen::V,skyte,ისვრის
1187,siegen::V,seire,გაიმარჯვებს
1188,ärgern::V,ergre,აჯავრებს
1189,treten::V,sparke,პანღურს ამოჰკრავს
1190,stechen::V,stikke,სჩხვლეტს
1191,stoßen::V,støte,დაეჯახება
1192,stehlen::V,stjele,ქურდობს
1193,stehlen::V,stjele,მოიპარავს
1194,stören::V,forstyrre,შეაწუხებს
1195,belästigen::V,plage,მობეზრდება
1196,belästigen::V,sjenere,მობეზრდება
1197,verbergen::V,gjemme,დამალავს
1198,täuschen::V,villede,შეცდებს
1199,betrügen::V,bedra,მოატყუებს
1200,töten::V,drepe,მოკლავს
1201,wohnen::V,bo,ცხოვრობს
1202,wohnen::V,bo,ბინადრობს
1203,arbeiten::V,arbeide,მუშაობს
1204,sammeln::V,samle,შეკრებს
1205,pflücken::V,plukke,კრეფს
1206,jagen::V,jage,ნადირობს
1207,fischen::V,fiske,თევზაობს
1208,fassen::V,fange,დააჭერს
1209,hüten::V,vokte,მწყემსავს
1210,treiben::V,drive,მიერეკება
1211,anbinden::V,feste,მიაბამს
1212,füttern::V,fore,აჭმევს
1213,melken::V,melke,წველის
1214,hacken::V,hakke,კეპავს
1215,gießen::V,helle,რწყავს
1216,reifen::V,modne,მწიფდება
1217,zubereiten::V,lage,მოამზადებს
1218,zubereiten::V,tilberede,მოამზადებს
1219,kochen::V,koke,მოხარშავს
1220,backen::V,bake,გამოაცხობს
1221,braten::V,steke,შეწვავს
1222,umrühren::V,røre om,შეურევს
1223,umrühren::V,røre om,გათქვეფს
1224,stricken::V,strikke,ქსოვს
1225,nähen::V,sy,გაკერავს
1226,färben::V,farge,შეღებავს
1227,reinigen::V,rense,გაწმენდს
1228,reinigen::V,rense,გასუფთავებს
1229,reinigen::V,gjøre ren,გაწმენდს
1230,reinigen::V,gjøre ren,გასუფთავებს
1231,waschen::V,vaske,გარეცხავს
1232,abwischen::V,tørke av,წაშლის
1233,spülen::V,spyle,გაავლებს
1234,spülen::V,skylle,გაავლებს
1235,fegen::V,feie,დაბლანდავს
1236,kehren::V,koste,დაგვის
1237,baden::V,bade,ბანაობს
1238,sich waschen::V,vaske seg,იბანება
1239,ausziehen::V,ta av,გაიხდის
1240,anziehen::V,ta på,ჩაიცვამს
1241,sich anziehen::V,kle på seg,ჩაიცვამს
1242,kämmen::V,gre,დავარცხნის
1243,kämmen::V,kjemme,დავარცხნის
1244,schmücken::V,pynte,მორთავს
1245,schmücken::V,smykke,მორთავს
1246,sagen::V,si,იტყვის
1247,sprechen::V,snakke,ლაპარაკობს
1248,reden::V,tale,საუბრობს
1249,reden::V,snakke,საუბრობს
1250,sich unterhalten::V,samtale,ბაასობს
1251,sich unterhalten::V,samtale,მუსაიფობს
1252,fragen::V,spørre,ჰკითხავს
1253,bitten::V,be,სთხოვს
1254,erzählen::V,fortelle,მოუთხრობს
1255,mitteilen::V,meddele,აუწყებს
1256,mitteilen::V,meddele,აცნობებს
1257,nennen::V,kalle,უწოდებს
1258,rufen::V,rope,დაუძახებს
1259,prahlen::V,skryte,ტრაბახობს
1260,übersetzen::V,oversette,გადათარგმნის
1261,denken::V,tenke,ფიქრობს
1262,denken::V,tenke,აზროვნებს
1263,glauben::V,tro,სჯერა
1264,bemerken::V,bemerke,შენიშვნავს
1265,bemerken::V,legge merke til,შენიშვნავს
1266,erkennen::V,gjenkjenne,გამოიცნობს
1267,begreifen::V,begripe,გაიგებს
1268,verstehen::V,forstå,გაიგონებს
1269,verstehen::V,skjønne,გაიგონებს
1270,lernen::V,lære,ისწავლის
1271,wissen::V,vite,ეცოდინება
1272,sich erinnern an::V,huske på,მოიგონებს
1273,sich erinnern an::V,huske på,გაიხსენებს
1274,vergessen::V,glemme,ივიწყებს
1275,messen::V,måle,ზომავს
1276,zählen::V,telle,ითვლის
1277,rechnen::V,regne,გაიანგარიშებს
1278,lesen::V,lese,კითხულობს
1279,malen::V,male,ხატავს
1280,zeichnen::V,tegne,ხაზავს
1281,schreiben::V,skrive,დაწერს
1282,besitzen::V,eie,ექნება
1283,besitzen::V,inneha,ექნება
1284,kaufen::V,kjøpe,ყიდულობს
1285,verkaufen::V,selge,გაყიდის
1286,bezahlen::V,betale,გადაიხდის
1287,zahlen::V,betale,გადაიხდის
1288,beherrschen::V,beherske,ფლობს
1289,ertragen::V,orke,მოითმენს
1290,schlagen::V,,ცემს
