,Concept_ID,es,cs
845,das::PRN,esto,to
846,alles::PRN,todo,všechno
847,ich::PRN,yo,já
848,du::PRN,tú,ty
849,er::PRN,él,on
850,wir::PRN,nosotros,my
851,ihr::PRN,vosotros,vy
852,sie::PRN,ellos,oni
853,was::FPRN,qué,co
854,wer::FPRN,quién,kdo
855,wo::FADV,dónde,kde
856,wohin::FADV,adónde,kam
857,wohin::FADV,hacia dónde,kam
858,wie::FADV,cómo,jak
859,warum::FADV,por qué,proč
860,wieviel::FNUM,cuánto,kolik
861,eins::NUM,uno,jeden
862,zwei::NUM,dos,dva
863,drei::NUM,tres,tři
864,vier::NUM,cuatro,čtyři
865,fünf::NUM,cinco,pět
866,sechs::NUM,seis,šest
867,sieben::NUM,siete,sedm
868,acht::NUM,ocho,osm
869,neun::NUM,nueve,devět
870,zehn::NUM,diez,deset
871,elf::NUM,once,jedenáct
872,zwölf::NUM,doce,dvanáct
873,zwanzig::NUM,veinte,dvacet
874,dreißig::NUM,treinta,třicet
875,vierzig::NUM,cuarenta,čtyřicet
876,fünfzig::NUM,cincuenta,padesát
877,sechzig::NUM,sesenta,šedesát
878,siebzig::NUM,setenta,sedmdesát
879,achtzig::NUM,ochenta,osmdesát
880,neunzig::NUM,noventa,devadesát
881,hundert::NUM,cien,sto
882,hundert::NUM,ciento,sto
883,tausend::NUM,mil,tisíc
884,und::CNJ,y,a
885,oder::CNJ,o,nebo
886,stehen::V,estar de pie,stát
887,sitzen::V,estar sentado,sedět
888,liegen::V,yacer,ležet
889,liegen::V,estar acostado,ležet
890,hängen::V,pender,viset
891,werden::V,hacerse,stát se
892,passieren::V,suceder,stát se
893,beginnen::V,iniciarse,počít
894,beginnen::V,principiar,počít
895,enden::V,acabar,končit
896,enden::V,acabar,skončit
897,enden::V,terminar,končit
898,enden::V,terminar,skončit
899,wechseln::V,variar,měnit se
900,wechseln::V,alternar,měnit se
901,aufgehen[Sonne]::V,salir,vyjít
902,untergehen[Sonne]::V,ponerse,zapadnout
903,untergehen[Sonne]::V,descender,zapadnout
904,scheinen[Sonne]::V,brillar,svítit
905,donnern::V,tronar,hřmět
906,wehen::V,soplar,vát
907,wehen::V,soplar,vanout
908,strömen::V,afluir,proudit
909,fließen::V,fluir,téct
910,fließen::V,correr,téct
911,sich drehen::V,girar,točit se
912,schwanken::V,vacilar,kolísat
913,schwanken::V,vacilar,houpat se
914,schwingen::V,oscilar,kývat se
915,fallen::V,caer,padat
916,brennen::V,arder,hořet
917,brennen::V,quemar,hořet
918,rauchen::V,humear,kouřit
919,rauchen::V,echar humo,kouřit
920,regnen::V,llover,pršet
921,gefrieren::V,helarse,zamrznout
922,tauen::V,deshelarse,tát
923,schmelzen::V,fundirse,tavit
924,schmelzen::V,derretirse,tavit
925,trocknen::V,secarse,schnout
926,sieden::V,hervir,vřít
927,faulen::V,pudrirse,hnít
928,verfaulen::V,pudrirse,shnít
929,reißen::V,romperse,roztrhat se
930,versinken::V,hundirse,topit se
931,versinken::V,hundirse,ponořit se
932,vergehen::V,pasar,plynout
933,erscheinen::V,aparecer,objevit se
934,verschwinden::V,desaparecer,zmizet
935,sinken::V,bajar,klesat
936,abnehmen::V,decrecer,ubýt
937,abnehmen::V,disminuir,ubýt
938,zunehmen::V,crecer,přibýt
939,zunehmen::V,aumentar,přibýt
940,steigen::V,subir,stoupat
941,steigen::V,ascender,stoupat
942,wachsen::V,crecer,růst
943,glänzen::V,brillar,lesknout se
944,glänzen::V,resplandecer,lesknout se
945,funkeln::V,chispear,jiskřit se
946,lärmen::V,hacer ruido,dělat hluk
947,läuten::V,sonar,zvonit
948,läuten::V,repicar,zvonit
949,klingeln::V,tocar el timbre,zvonit
950,klirren::V,tintinear,řinčet
951,brausen::V,zumbar,hučet
952,rauschen::V,murmurar,šumět
953,klingen::V,sonar,znít
954,bellen::V,ladrar,štěkat
955,heulen::V,ulular,výt
956,blasen::V,soplar,foukat
957,pfeifen::V,silbar,pískat
958,schreien::V,gritar,křičet
959,stöhnen::V,gemir,sténat
960,zittern::V,temblar,třást se
961,leben::V,vivir,žít
962,geboren werden::V,nacer,rodit se
963,atmen::V,respirar,dýchat
964,trinken::V,beber,pít
965,essen::V,comer,jíst
966,schlucken::V,tragar,polykat
967,müde werden::V,cansarse,unavit se
968,müde werden::V,fatigarse,unavit se
969,einschlafen::V,dormirse,usnout
970,schlafen::V,dormir,spát
971,aufwachen::V,despertarse,probudit se
972,aufstehen::V,levantarse,vstát
973,sich erholen::V,reposar,zotavovat se
974,sich erholen::V,descansar,zotavovat se
975,krank werden::V,caer enfermo,onemocnět
976,krank sein::V,estar enfermo,být nemocný
977,schmerzen::V,doler,bolet
978,husten::V,toser,kašlat
979,genesen::V,convalecer,uzdravit se
980,genesen::V,restablecerse,uzdravit se
981,sterben::V,morir,umřít
982,umkommen::V,perecer,zahynout
983,sich bewegen::V,moverse,pohnout se
984,sich rühren::V,rebullir,hnout se
985,sich erheben::V,levantarse,zdvihnout se
986,sich setzen::V,sentarse,posadit se
987,hinfallen::V,caerse,upadnout
988,laufen::V,andar,běžet
989,schreiten::V,proceder,kráčet
990,spazierengehen::V,pasear,procházet se
991,spazierengehen::V,pasearse,procházet se
992,eilen::V,correr prisa,spěchat
993,sich beeilen::V,darse prisa,pospíšit si
994,sausen::V,correr,fičet
995,rennen::V,correr,pádit
996,springen::V,saltar,skákat
997,klettern::V,trepar,lézt
998,klettern::V,trepar,šplhat
999,klettern::V,escalar,lézt
1000,klettern::V,escalar,šplhat
1001,schaukeln::V,bambolearse,houpat
1002,kriechen::V,reptar,lézt
1003,kriechen::V,reptar,plazit se
1004,kriechen::V,arrastrarse,lézt
1005,kriechen::V,arrastrarse,plazit se
1006,schwimmen::V,nadar,plavat
1007,tauchen::V,bucear,nořit se
1008,tauchen::V,sumergirse,nořit se
1009,rudern::V,remar,veslovat
1010,fahren::V,ir,jet
1011,fahren::V,ir,jezdit
1012,fliegen::V,volar,létat
1013,gehen::V,ir,jít
1014,gehen::V,andar,jít
1015,weggehen::V,irse,odejít
1016,weggehen::V,marcharse,odejít
1017,abfahren::V,salir,odjet
1018,abfahren::V,partir,odjet
1019,anhalten::V,parar,zastavit se
1020,anhalten::V,pararse,zastavit se
1021,hineingehen::V,entrar,vcházet se
1022,eintreten::V,entrar,vstoupit
1023,kommen::V,venir,přijít
1024,ankommen::V,llegar,dojít
1025,zurückkommen::V,volver,vrátit se
1026,zurückkommen::V,regresar,vrátit se
1027,bleiben::V,quedarse,zůstat
1028,warten::V,esperar,čekat
1029,erwarten::V,esperar,čekat na
1030,suchen::V,buscar,hledat
1031,finden::V,hallar,najít
1032,finden::V,encontrar,najít
1033,versuchen::V,intentar,zkoušet
1034,vorbereiten::V,preparar,připravit
1035,lieben::V,amar,milovat
1036,lieben::V,querer,milovat
1037,mögen::V,querer,mít rád
1038,lachen::V,reír,smát se
1039,rühren::V,conmover,dojmout
1040,weinen::V,llorar,plakat
1041,schimpfen::V,regañar,nadávat
1042,sich ärgern::V,enfadarse,pohoršit se
1043,sich fürchten::V,tener miedo,bát se
1044,fürchten::V,temer,bát se
1045,fürchten::V,tener miedo a,bát se
1046,fliehen::V,huir,utéct
1047,flüchten::V,escaparse,prchnout
1048,sehen::V,ver,vidět
1049,anschauen::V,mirar,podívat se na
1050,ansehen::V,mirar,sledovat
1051,hören::V,oír,slyšet
1052,zuhören::V,escuchar,poslouchat
1053,probieren::V,probar,ochutnávat
1054,probieren::V,degustar,ochutnávat
1055,riechen::V,oler,cítit
1056,fühlen::V,sentir,cítit
1057,scheinen::V,parecer,zdát se
1058,zu sehen sein::V,poder verse,moci být viděn
1059,vernehmen::V,oír,uslyšet
1060,vernehmen::V,percibir,uslyšet
1061,frieren::V,tener frío,mrznout
1062,tun::V,hacer,dělat
1063,können::V,poder,moct
1064,wollen::V,querer,chtít
1065,anfangen::V,iniciar,začít
1066,beenden::V,acabar,ukončit
1067,beenden::V,terminar,ukončit
1068,aufhören::V,cesar,přestat
1069,gelingen::V,salir bien,podařit se
1070,geraten::V,salir,dařit se
1071,geraten::V,dar resultado,dařit se
1072,öffnen::V,abrir,otevřít
1073,schließen::V,cerrar,zavřít
1074,stellen::V,poner,postavit
1075,stellen::V,colocar,postavit
1076,setzen::V,poner,posadit
1077,setzen::V,colocar,posadit
1078,legen::V,poner,klást
1079,legen::V,poner,položit
1080,berühren::V,tocar,dotýkat se
1081,verbinden::V,unir,spojit
1082,verbinden::V,juntar,spojit
1083,bedecken::V,tapar,pokrýt
1084,bedecken::V,cubrir,pokrýt
1085,aufhängen::V,colgar,oběsit
1086,aufhängen::V,colgar,pověsit
1087,anzünden::V,encender,zapálit
1088,anzünden::V,encender,podpálit
1089,aufheben::V,recoger,zvednout
1090,aufheben::V,recoger,zdvihnout
1091,zurücklassen::V,dejar,zanechat
1092,verlieren::V,perder,ztratit
1093,fallen lassen::V,dejar caer,upustit
1094,machen::V,hacer,udělat
1095,herstellen::V,fabricar,vyrobit
1096,bauen::V,construir,stavět
1097,bauen::V,construir,budovat
1098,reparieren::V,reparar,opravit
1099,verbessern::V,mejorar,zlepšit
1100,ändern::V,mudar,změnit
1101,ändern::V,modificar,změnit
1102,graben::V,cavar,rýt
1103,graben::V,cavar,kopat
1104,beugen::V,doblar,ohnout
1105,beugen::V,inclinar,ohnout
1106,biegen::V,doblar,ohnout
1107,drehen::V,volver,točit
1108,drehen::V,hacer girar,točit
1109,wenden::V,volver,obrátit
1110,umdrehen::V,revolver,obrátit
1111,heben::V,levantar,zdvihnout
1112,hochheben::V,alzar,zvednout
1113,ergreifen::V,coger,chopit se
1114,halten::V,tener,držet
1115,drücken::V,apretar,stisknout
1116,schieben::V,empujar,posouvat
1117,kratzen::V,rascar,škrábat
1118,lecken::V,lamer,lízat
1119,beißen::V,morder,kousat
1120,abreißen::V,arrancar,utrhat
1121,abreißen::V,arrancar,odtrhat
1122,abschneiden::V,cortar,uřezat
1123,abschneiden::V,cortar,ukrojit
1124,binden::V,atar,přivázat
1125,stecken::V,meter,strčit
1126,brechen::V,romper,lomit
1127,brechen::V,quebrar,lomit
1128,klopfen::V,golpear,ťukat
1129,klopfen::V,golpear,klepat
1130,hauen::V,pegar,bít
1131,kleben::V,pegar,lepit
1132,kleben::V,encolar,lepit
1133,reiben::V,frotar,třít
1134,streichen::V,untar,mazat
1135,streichen::V,recubrir,mazat
1136,schleifen::V,afilar,brousit
1137,schneiden::V,cortar,řezat
1138,schneiden::V,cortar,střihat
1139,rütteln::V,agitar,třást
1140,rütteln::V,agitar,otřást
1141,schütteln::V,agitar,třást
1142,schütteln::V,agitar,zatřást
1143,schütteln::V,sacudir,třást
1144,schütteln::V,sacudir,zatřást
1145,schwenken::V,menear,mávat
1146,schütten::V,verter,nasypat
1147,füllen::V,llenar,naplnit
1148,einwickeln::V,envolver,zavinout
1149,tragen::V,llevar,nést
1150,schleppen::V,arrastrar,vléct
1151,ziehen::V,tirar,tahat
1152,ziehen::V,tirar,táhnout
1153,aufbewahren::V,conservar,schovat
1154,werfen::V,echar,házet
1155,werfen::V,lanzar,házet
1156,fangen::V,coger,chytat
1157,packen::V,agarrar,uchvátit
1158,verstecken::V,esconder,schovat
1159,teilen::V,partir,rozdělit
1160,teilen::V,dividir,rozdělit
1161,schicken::V,enviar,posílat
1162,bringen::V,traer,přinést
1163,hinzufügen::V,añadir,připojit
1164,bekommen::V,obtener,dostat
1165,bekommen::V,conseguir,dostat
1166,erhalten::V,recibir,uchovat
1167,nehmen::V,tomar,vzít
1168,wählen::V,elegir,zvolit
1169,auswählen::V,escoger,vybrat
1170,auswählen::V,seleccionar,vybrat
1171,bewahren::V,guardar,uchránit
1172,bewahren::V,preservar,uchránit
1173,behindern::V,estorbar,překážet
1174,behindern::V,obstaculizar,překážet
1175,verderben::V,estropear,zkazit
1176,beschädigen::V,deteriorar,porušit
1177,beschädigen::V,deteriorar,poškodit
1178,zerbrechen::V,romper,rozlámat
1179,zerbrechen::V,quebrar,rozlámat
1180,zerreißen::V,desgarrar,roztrhnout
1181,zerreißen::V,despedazar,roztrhnout
1182,zerstören::V,destruir,zničit
1183,zerstören::V,destrozar,zničit
1184,verbrennen::V,quemar,spálit
1185,geben::V,dar,dát
1186,reichen::V,pasar,podat
1187,schenken::V,regalar,darovat
1188,versprechen::V,prometer,slíbit
1189,wünschen::V,desear,přát
1190,loben::V,alabar,chválit
1191,küssen::V,besar,líbat
1192,wiegen::V,mecer,chovat
1193,wiegen::V,mecer,kolébat
1194,zudecken::V,tapar,přikrýt
1195,zudecken::V,tapar,přiklopit
1196,zudecken::V,cubrir,přikrýt
1197,zudecken::V,cubrir,přiklopit
1198,wecken::V,despertar,vzbudit
1199,zeigen::V,mostrar,ukázat
1200,führen::V,guiar,vést
1201,führen::V,conducir,vést
1202,lehren::V,enseñar,učit
1203,lehren::V,instruir,učit
1204,unterrichten::V,enseñar,vyučovat
1205,aufziehen::V,criar,vychovat
1206,leiten::V,guiar,vodit
1207,leiten::V,dirigir,vodit
1208,antreiben::V,impeler,nutit
1209,antreiben::V,impulsar,nutit
1210,lassen::V,hacer,dát
1211,einladen::V,invitar,pozvat
1212,vereinigen::V,unir,spojit
1213,besuchen::V,visitar,návštívit
1214,besuchen::V,ir a ver,návštívit
1215,treffen::V,encontrar,potkat
1216,sich versammeln::V,reunirse,shromáždit se
1217,sich versammeln::V,congregarse,shromáždit se
1218,spielen::V,jugar,hrát
1219,singen::V,cantar,zpívat
1220,tanzen::V,bailar,tančit
1221,sich trennen::V,separarse,rozejít se
1222,verlassen::V,dejar,opustit
1223,verlassen::V,abandonar,opustit
1224,retten::V,salvar,zachránit
1225,bewachen::V,vigilar,hlídat
1226,schützen::V,proteger,chránit
1227,verteidigen::V,defender,obhájit
1228,sich schlagen::V,batirse,bít se
1229,schießen::V,tirar,střílet
1230,schießen::V,disparar,střílet
1231,siegen::V,vencer,zvítězit
1232,ärgern::V,enojar,zlobit
1233,ärgern::V,enojar,pohoršit
1234,ärgern::V,enfadar,zlobit
1235,ärgern::V,enfadar,pohoršit
1236,schlagen::V,pegar,udeřit
1237,schlagen::V,pegar,praštit
1238,schlagen::V,golpear,udeřit
1239,schlagen::V,golpear,praštit
1240,treten::V,dar una patada a,kopnout
1241,stechen::V,pinchar,bodnout
1242,stechen::V,pinchar,píchnout
1243,stoßen::V,empujar,strčit
1244,stehlen::V,robar,ukrást
1245,stehlen::V,hurtar,ukrást
1246,stören::V,molestar,vyrušit
1247,belästigen::V,molestar,obtěžovat
1248,belästigen::V,importunar,obtěžovat
1249,verbergen::V,ocultar,skrýt
1250,verbergen::V,esconder,skrýt
1251,täuschen::V,engañar,klamat
1252,betrügen::V,engañar,podvést
1253,töten::V,matar,zabít
1254,wohnen::V,vivir,bydlit
1255,wohnen::V,habitar,bydlit
1256,arbeiten::V,trabajar,pracovat
1257,sammeln::V,recoger,sebrat
1258,sammeln::V,coleccionar,sebrat
1259,pflücken::V,coger,česat
1260,jagen::V,cazar,uhonit
1261,fischen::V,pescar,chytat ryby
1262,fassen::V,atrapar,ulovit
1263,fassen::V,capturar,ulovit
1264,hüten::V,guardar,pást
1265,treiben::V,aballar,hnát
1266,anbinden::V,atar,přivázat
1267,füttern::V,echar de comer,krmit
1268,melken::V,ordeñar,dojit
1269,hacken::V,picar,seknout
1270,hacken::V,cortar,seknout
1271,gießen::V,regar,zalít
1272,reifen::V,madurar,uzrát
1273,zubereiten::V,preparar,připravit
1274,kochen::V,cocer,vařit
1275,kochen::V,guisar,vařit
1276,backen::V,hornear,péct
1277,backen::V,cocer al horno,péct
1278,braten::V,asar,smažit
1279,braten::V,freír,smažit
1280,umrühren::V,remover,zamíchat
1281,stricken::V,hacer punto,plést
1282,stricken::V,hacer calceta,plést
1283,nähen::V,coser,šít
1284,färben::V,teñir,nabarvit
1285,färben::V,colorear,nabarvit
1286,reinigen::V,limpiar,očistit
1287,waschen::V,lavar,mýt
1288,abwischen::V,fregar,utřít
1289,abwischen::V,limpiar,utřít
1290,spülen::V,aclarar,spláchnout
1291,spülen::V,enjuagar,spláchnout
1292,fegen::V,barrer,zamést
1293,fegen::V,pasar la escoba,zamést
1294,kehren::V,barrer,mést
1295,baden::V,bañarse,koupat se
1296,sich waschen::V,lavarse,mýt se
1297,ausziehen::V,quitar,svléct
1298,ausziehen::V,quitarse,svléct
1299,anziehen::V,ponerse,obléct
1300,sich anziehen::V,vestirse,oblékat se
1301,kämmen::V,peinar,učesat
1302,schmücken::V,adornar,ozdobit
1303,sagen::V,decir,říct
1304,sprechen::V,hablar,mluvit
1305,reden::V,hablar,hovořit
1306,reden::V,conversar,hovořit
1307,sich unterhalten::V,charlar,povídat se
1308,sich unterhalten::V,conversar,povídat se
1309,fragen::V,preguntar,zeptat se
1310,bitten::V,rogar,prosit
1311,erzählen::V,contar,povídat
1312,mitteilen::V,comunicar,sdělit
1313,mitteilen::V,comunicar,oznámit
1314,mitteilen::V,participar,sdělit
1315,mitteilen::V,participar,oznámit
1316,nennen::V,llamar,nazvat
1317,nennen::V,nombrar,nazvat
1318,rufen::V,llamar,volat
1319,rufen::V,llamar,zavolat
1320,prahlen::V,jactarse,chlubit se
1321,übersetzen::V,traducir,přeložit
1322,denken::V,pensar,myslit
1323,glauben::V,creer,věřit
1324,bemerken::V,notar,zpozorovat
1325,erkennen::V,reconocer,poznat
1326,begreifen::V,concebir,pochopit
1327,verstehen::V,entender,porozumět
1328,verstehen::V,comprender,porozumět
1329,lernen::V,aprender,učit se
1330,wissen::V,saber,vědět
1331,sich erinnern an::V,recordar,vzpomínat si na
1332,sich erinnern an::V,acordarse de,vzpomínat si na
1333,vergessen::V,olvidar,zapomínat
1334,messen::V,medir,měřit
1335,zählen::V,contar,spočítat
1336,rechnen::V,contar,počítat
1337,rechnen::V,calcular,počítat
1338,lesen::V,leer,číst
1339,malen::V,pintar,malovat
1340,zeichnen::V,dibujar,rýsovat
1341,schreiben::V,escribir,psát
1342,besitzen::V,poseer,mít
1343,besitzen::V,poseer,vlastnit
1344,kaufen::V,comprar,koupit
1345,verkaufen::V,vender,prodat
1346,bezahlen::V,pagar,zaplatit
1347,zahlen::V,pagar,platit
1348,beherrschen::V,dominar,ovládat
1349,ertragen::V,soportar,snést
