,Concept_ID,da,da
865,krank sein::V,være syg,være syg
866,schmerzen::V,smerte,smerte
867,husten::V,hoste,hoste
868,genesen::V,komme sig,komme sig
869,sterben::V,dø,dø
870,umkommen::V,omkomme,omkomme
871,sich bewegen::V,bevæge sig,bevæge sig
872,sich rühren::V,røre på sig,røre på sig
873,sich erheben::V,rejse sig,rejse sig
874,sich setzen::V,sætte sig,sætte sig
875,laufen::V,løbe,løbe
876,schreiten::V,skride,skride
877,spazierengehen::V,gå en tur,gå en tur
878,eilen::V,ile,ile
879,sich beeilen::V,skynde sig,skynde sig
880,sausen::V,suse,suse
881,rennen::V,løbe,løbe
882,rennen::V,løbe,rende
883,rennen::V,rende,løbe
884,rennen::V,rende,rende
885,springen::V,hoppe,hoppe
886,springen::V,hoppe,springe
887,springen::V,springe,hoppe
888,springen::V,springe,springe
889,klettern::V,klatre,klatre
890,schaukeln::V,gynge,gynge
891,kriechen::V,krybe,krybe
892,schwimmen::V,svømme,svømme
893,tauchen::V,dykke,dykke
894,rudern::V,ro,ro
895,fahren::V,køre,køre
896,fliegen::V,flyve,flyve
897,gehen::V,gå,gå
898,weggehen::V,gå bort,gå bort
899,abfahren::V,køre bort,køre bort
900,anhalten::V,standse,standse
901,hineingehen::V,gå ind,gå ind
902,eintreten::V,træde ind,træde ind
903,kommen::V,komme,komme
904,ankommen::V,ankomme,ankomme
905,zurückkommen::V,komme tilbage,komme tilbage
906,bleiben::V,blive,blive
907,bleiben::V,blive,forblive
908,bleiben::V,forblive,blive
909,bleiben::V,forblive,forblive
910,warten::V,vente,vente
911,erwarten::V,vente,vente
912,erwarten::V,vente,afvente
913,erwarten::V,afvente,vente
914,erwarten::V,afvente,afvente
915,suchen::V,søge,søge
916,finden::V,finde,finde
917,versuchen::V,forsøge,forsøge
918,vorbereiten::V,forberede,forberede
919,lieben::V,elske,elske
920,mögen::V,holde af,holde af
921,mögen::V,holde af,kunne lide
922,mögen::V,kunne lide,holde af
923,mögen::V,kunne lide,kunne lide
924,lachen::V,le,le
925,rühren::V,røre,røre
926,weinen::V,græde,græde
927,schimpfen::V,skænde,skænde
928,sich ärgern::V,ærgre sig,ærgre sig
929,sich fürchten::V,være bange,være bange
930,fürchten::V,være bange for,være bange for
931,fliehen::V,flygte,flygte
932,flüchten::V,flygte,flygte
933,sehen::V,se,se
934,anschauen::V,se på,se på
935,anschauen::V,se på,betragte
936,anschauen::V,betragte,se på
937,anschauen::V,betragte,betragte
938,ansehen::V,anse,anse
939,hören::V,høre,høre
940,zuhören::V,høre til,høre til
941,probieren::V,smage,smage
942,probieren::V,smage,smage på
943,probieren::V,smage på,smage
944,probieren::V,smage på,smage på
945,riechen::V,lugte,lugte
946,fühlen::V,føle,føle
947,scheinen::V,synes,synes
948,zu sehen sein::V,synes,synes
949,vernehmen::V,erfare,erfare
950,frieren::V,fryse,fryse
951,tun::V,gøre,gøre
952,können::V,kunne,kunne
953,wollen::V,ville,ville
954,anfangen::V,begynde,begynde
955,beenden::V,afslutte,afslutte
956,aufhören::V,ophøre,ophøre
957,aufhören::V,ophøre,holde op
958,aufhören::V,holde op,ophøre
959,aufhören::V,holde op,holde op
960,gelingen::V,lykkes,lykkes
961,geraten::V,blive,blive
962,öffnen::V,åbne,åbne
963,schließen::V,lukke,lukke
964,stellen::V,stille,stille
965,setzen::V,sætte,sætte
966,legen::V,lægge,lægge
967,berühren::V,berøre,berøre
968,verbinden::V,forbinde,forbinde
969,bedecken::V,dække,dække
970,bedecken::V,dække,bedække
971,bedecken::V,bedække,dække
972,bedecken::V,bedække,bedække
973,aufhängen::V,hænge,hænge
974,aufhängen::V,hænge,hænge op
975,aufhängen::V,hænge op,hænge
976,aufhängen::V,hænge op,hænge op
977,anzünden::V,tænde,tænde
978,anzünden::V,tænde,antænde
979,anzünden::V,antænde,tænde
980,anzünden::V,antænde,antænde
981,aufheben::V,løfte,løfte
982,aufheben::V,løfte,tage op
983,aufheben::V,tage op,løfte
984,aufheben::V,tage op,tage op
985,zurücklassen::V,lade tilbage,lade tilbage
986,verlieren::V,miste,miste
987,fallen lassen::V,tabe,tabe
988,fallen lassen::V,tabe,droppe
989,fallen lassen::V,droppe,tabe
990,fallen lassen::V,droppe,droppe
991,machen::V,gøre,gøre
992,herstellen::V,fremstille,fremstille
993,bauen::V,bygge,bygge
994,reparieren::V,reparere,reparere
995,verbessern::V,rette,rette
996,verbessern::V,rette,forbedre
997,verbessern::V,forbedre,rette
998,verbessern::V,forbedre,forbedre
999,ändern::V,ændre,ændre
1000,graben::V,grave,grave
1001,beugen::V,bøje,bøje
1002,biegen::V,bøje,bøje
1003,drehen::V,dreje,dreje
1004,wenden::V,vende,vende
1005,umdrehen::V,dreje om,dreje om
1006,heben::V,hæve,hæve
1007,hochheben::V,løfte,løfte
1008,ergreifen::V,gribe fat i,gribe fat i
1009,halten::V,holde,holde
1010,drücken::V,trykke,trykke
1011,schieben::V,skyde,skyde
1012,schieben::V,skyde,skubbe
1013,schieben::V,skubbe,skyde
1014,schieben::V,skubbe,skubbe
1015,kratzen::V,klø,klø
1016,kratzen::V,klø,kradse
1017,kratzen::V,kradse,klø
1018,kratzen::V,kradse,kradse
1019,lecken::V,slikke,slikke
1020,beißen::V,bide,bide
1021,abreißen::V,rive af,rive af
1022,abschneiden::V,skære af,skære af
1023,binden::V,binde,binde
1024,stecken::V,stikke,stikke
1025,brechen::V,brække,brække
1026,klopfen::V,banke,banke
1027,hauen::V,hugge,hugge
1028,kleben::V,klistre,klistre
1029,reiben::V,gnide,gnide
1030,streichen::V,smøre,smøre
1031,schleifen::V,slibe,slibe
1032,schneiden::V,skære,skære
1033,schneiden::V,skære,klippe
1034,schneiden::V,klippe,skære
1035,schneiden::V,klippe,klippe
1036,rütteln::V,ruske,ruske
1037,schütteln::V,ryste,ryste
1038,schwenken::V,svinge,svinge
1039,schütten::V,hælde,hælde
1040,füllen::V,fylde,fylde
1041,einwickeln::V,pakke ind,pakke ind
1042,tragen::V,bære,bære
1043,schleppen::V,slæbe,slæbe
1044,ziehen::V,trække,trække
1045,aufbewahren::V,opbevare,opbevare
1046,werfen::V,kaste,kaste
1047,fangen::V,fange,fange
1048,packen::V,gribe,gribe
1049,verstecken::V,gemme,gemme
1050,teilen::V,dele,dele
1051,schicken::V,sende,sende
1052,bringen::V,bringe,bringe
1053,hinzufügen::V,tilføje,tilføje
1054,bekommen::V,få,få
1055,erhalten::V,få,få
1056,nehmen::V,tage,tage
1057,wählen::V,vælge,vælge
1058,auswählen::V,udvælge,udvælge
1059,bewahren::V,bevare,bevare
1060,behindern::V,hindre,hindre
1061,behindern::V,hindre,forhindre
1062,behindern::V,forhindre,hindre
1063,behindern::V,forhindre,forhindre
1064,verderben::V,ødelægge,ødelægge
1065,beschädigen::V,beskadige,beskadige
1066,zerbrechen::V,brække itu,brække itu
1067,zerreißen::V,rive itu,rive itu
1068,zerstören::V,ødelægge,ødelægge
1069,verbrennen::V,brænde,brænde
1070,geben::V,give,give
1071,reichen::V,række,række
1072,schenken::V,forære,forære
1073,versprechen::V,love,love
1074,wünschen::V,ønske,ønske
1075,loben::V,rose,rose
1076,küssen::V,kysse,kysse
1077,wiegen::V,vugge,vugge
1078,zudecken::V,dække til,dække til
1079,wecken::V,vække,vække
1080,zeigen::V,vise,vise
1081,führen::V,føre,føre
1082,lehren::V,lære,lære
1083,unterrichten::V,undervise,undervise
1084,aufziehen::V,opdrage,opdrage
1085,leiten::V,lede,lede
1086,antreiben::V,skynde på,skynde på
1087,lassen::V,få til at,få til at
1088,einladen::V,indbyde,indbyde
1089,einladen::V,indbyde,invitere
1090,einladen::V,invitere,indbyde
1091,einladen::V,invitere,invitere
1092,vereinigen::V,forene,forene
1093,besuchen::V,besøge,besøge
1094,treffen::V,møde,møde
1095,sich versammeln::V,forsamles,forsamles
1096,spielen::V,lege,lege
1097,spielen::V,lege,spille
1098,spielen::V,spille,lege
1099,spielen::V,spille,spille
1100,singen::V,synge,synge
1101,tanzen::V,danse,danse
1102,sich trennen::V,skilles,skilles
1103,verlassen::V,forlade,forlade
1104,retten::V,redde,redde
1105,bewachen::V,bevogte,bevogte
1106,schützen::V,skærme,skærme
1107,schützen::V,skærme,beskytte
1108,schützen::V,beskytte,skærme
1109,schützen::V,beskytte,beskytte
1110,verteidigen::V,forsvare,forsvare
1111,sich schlagen::V,slås,slås
1112,schießen::V,skyde,skyde
1113,siegen::V,sejre,sejre
1114,ärgern::V,ærgre,ærgre
1115,schlagen::V,slå,slå
1116,treten::V,sparke,sparke
1117,stechen::V,stikke,stikke
1118,stoßen::V,støde,støde
1119,stehlen::V,stjæle,stjæle
1120,stören::V,forstyrre,forstyrre
1121,belästigen::V,genere,genere
1122,belästigen::V,genere,ulejlige
1123,belästigen::V,ulejlige,genere
1124,belästigen::V,ulejlige,ulejlige
1125,verbergen::V,skjule,skjule
1126,täuschen::V,villede,villede
1127,betrügen::V,bedrage,bedrage
1128,töten::V,dræbe,dræbe
1129,wohnen::V,bo,bo
1130,arbeiten::V,arbejde,arbejde
1131,sammeln::V,samle,samle
1132,pflücken::V,plukke,plukke
1133,jagen::V,jage,jage
1134,fischen::V,fiske,fiske
1135,fassen::V,fange,fange
1136,hüten::V,vogte,vogte
1137,treiben::V,drive,drive
1138,anbinden::V,binde fast,binde fast
1139,füttern::V,fodre,fodre
1140,melken::V,malke,malke
1141,hacken::V,hakke,hakke
1142,gießen::V,hælde,hælde
1143,reifen::V,modne,modne
1144,zubereiten::V,tilberede,tilberede
1145,kochen::V,koge,koge
1146,backen::V,bage,bage
1147,braten::V,stege,stege
1148,umrühren::V,røre om,røre om
1149,stricken::V,strikke,strikke
1150,nähen::V,sy,sy
1151,färben::V,farve,farve
1152,reinigen::V,rense,rense
1153,reinigen::V,rense,gøre ren
1154,reinigen::V,gøre ren,rense
1155,reinigen::V,gøre ren,gøre ren
1156,waschen::V,vaske,vaske
1157,abwischen::V,tørre af,tørre af
1158,spülen::V,skylle,skylle
1159,fegen::V,feje,feje
1160,kehren::V,feje,feje
1161,baden::V,bade,bade
1162,sich waschen::V,vaske sig,vaske sig
1163,ausziehen::V,tage af,tage af
1164,anziehen::V,tage på,tage på
1165,sich anziehen::V,klæde sig på,klæde sig på
1166,kämmen::V,rede,rede
1167,kämmen::V,rede,frisere
1168,kämmen::V,frisere,rede
1169,kämmen::V,frisere,frisere
1170,schmücken::V,pynte,pynte
1171,schmücken::V,pynte,smykke
1172,schmücken::V,smykke,pynte
1173,schmücken::V,smykke,smykke
1174,sagen::V,sige,sige
1175,sprechen::V,snakke,snakke
1176,reden::V,tale,tale
1177,reden::V,tale,snakke
1178,reden::V,snakke,tale
1179,reden::V,snakke,snakke
1180,sich unterhalten::V,snakke sammen,snakke sammen
1181,fragen::V,spørge,spørge
1182,bitten::V,bede,bede
1183,erzählen::V,berette,berette
1184,erzählen::V,berette,fortælle
1185,erzählen::V,fortælle,berette
1186,erzählen::V,fortælle,fortælle
1187,mitteilen::V,meddele,meddele
1188,nennen::V,nævne,nævne
1189,rufen::V,råbe,råbe
1190,prahlen::V,prale,prale
1191,übersetzen::V,oversætte,oversætte
1192,denken::V,tænke,tænke
1193,glauben::V,tro,tro
1194,bemerken::V,bemærke,bemærke
1195,bemerken::V,bemærke,lægge mærke til
1196,bemerken::V,lægge mærke til,bemærke
1197,bemerken::V,lægge mærke til,lægge mærke til
1198,erkennen::V,genkende,genkende
1199,begreifen::V,begribe,begribe
1200,verstehen::V,forstå,forstå
1201,lernen::V,lære,lære
1202,wissen::V,vide,vide
1203,sich erinnern an::V,mindes,mindes
1204,sich erinnern an::V,mindes,huske på
1205,sich erinnern an::V,huske på,mindes
1206,sich erinnern an::V,huske på,huske på
1207,vergessen::V,glemme,glemme
1208,messen::V,måle,måle
1209,zählen::V,tælle,tælle
1210,rechnen::V,regne,regne
1211,lesen::V,læse,læse
1212,malen::V,male,male
1213,zeichnen::V,tegne,tegne
1214,schreiben::V,skrive,skrive
1215,besitzen::V,eje,eje
1216,besitzen::V,eje,besidde
1217,besitzen::V,besidde,eje
1218,besitzen::V,besidde,besidde
1219,kaufen::V,købe,købe
1220,verkaufen::V,sælge,sælge
1221,bezahlen::V,betale,betale
1222,zahlen::V,betale,betale
1223,beherrschen::V,beherske,beherske
1224,ertragen::V,tåle,tåle
1225,ertragen::V,tåle,udholde
1226,ertragen::V,udholde,tåle
1227,ertragen::V,udholde,udholde
