,Concept_ID,uk,sv
858,erscheinen::V,з’явитися,visa sig
859,verschwinden::V,щезнути,försvinna
860,verschwinden::V,зникнути,försvinna
861,sinken::V,спадати,sjunka
862,abnehmen::V,поменшитися,avta
863,abnehmen::V,поменшитися,minskas
864,zunehmen::V,збільшуватися,tilltaga
865,steigen::V,підніматися,stiga
866,wachsen::V,рости,växa
867,glänzen::V,блищати,glimma
868,funkeln::V,блискати,tindra
869,funkeln::V,блискати,gnistra
870,lärmen::V,шуміти,bråka
871,lärmen::V,шуміти,väsnas
872,läuten::V,дзвонити,ringa
873,klingeln::V,дзвонити,ringa
874,klirren::V,дзвякати,klirra
875,brausen::V,бушувати,brusa
876,rauschen::V,шелестіти,susa
877,klingen::V,лунати,låta
878,klingen::V,лунати,klinga
879,klingen::V,звучати,låta
880,klingen::V,звучати,klinga
881,bellen::V,гавкати,skälla
882,heulen::V,вити,yla
883,heulen::V,вити,tjuta
884,blasen::V,дунути,blåsa
885,pfeifen::V,свистіти,vissla
886,schreien::V,кричати,skrika
887,stöhnen::V,стогнати,stöna
888,zittern::V,тремтіти,darra
889,zittern::V,тремтіти,skälva
890,leben::V,жити,leva
891,geboren werden::V,народитися,födas
892,atmen::V,дихати,andas
893,trinken::V,пити,dricka
894,essen::V,їсти,äta
895,schlucken::V,ковтати,svälja
896,müde werden::V,втомитися,tröttna
897,einschlafen::V,заснути,somna
898,schlafen::V,спати,sova
899,aufwachen::V,прокинутися,vakna
900,aufstehen::V,встати,stiga upp
901,sich erholen::V,відпочивати,repa sig
902,sich erholen::V,відпочивати,hämta sig
903,krank werden::V,захворіти,insjukna
904,krank sein::V,хворіти,vara sjuk
905,schmerzen::V,боліти,smärta
906,schmerzen::V,боліти,göra ont
907,husten::V,кашляти,hosta
908,genesen::V,одужати,tillfriskna
909,genesen::V,видужати,tillfriskna
910,sterben::V,померти,dö
911,umkommen::V,згинути,omkomma
912,sich bewegen::V,рухатися,röra sig
913,sich rühren::V,ворушитися,röra på sig
914,sich erheben::V,встати,resa sig
915,sich setzen::V,сісти,sätta sig
916,hinfallen::V,упасти,falla omkull
917,laufen::V,ходити,löpa
918,schreiten::V,крокувати,skrida
919,spazierengehen::V,гуляти,promenera
920,eilen::V,спішити,ila
921,sich beeilen::V,поспішати,skynda sig
922,sausen::V,мчатися,susa
923,rennen::V,бігати,löpa
924,rennen::V,бігати,springa
925,springen::V,скакати,hoppa
926,springen::V,стрибати,hoppa
927,klettern::V,лазити,klättra
928,schaukeln::V,гойдатися,gunga
929,kriechen::V,повзати,kräla
930,schwimmen::V,пливти,simma
931,schwimmen::V,плавати,simma
932,tauchen::V,пірнати,dyka
933,rudern::V,гребти,ro
934,rudern::V,веслувати,ro
935,fahren::V,їхати,köra
936,fliegen::V,літати,flyga
937,gehen::V,іти,gå
938,weggehen::V,піти,gå bort
939,abfahren::V,від’їхати,resa
940,abfahren::V,від’їхати,avresa
941,abfahren::V,відправитися,resa
942,abfahren::V,відправитися,avresa
943,anhalten::V,зупинитися,stanna
944,hineingehen::V,входити,gå in
945,eintreten::V,увійти,träda in
946,kommen::V,прийти,komma
947,ankommen::V,прибути,ankomma
948,zurückkommen::V,повернутися,återkomma
949,bleiben::V,залишитися,bli
950,bleiben::V,залишитися,förbli
951,warten::V,чекати,vänta
952,erwarten::V,чекати,vänta
953,suchen::V,шукати,leta
954,finden::V,знайти,finna
955,versuchen::V,випробовувати,försöka
956,vorbereiten::V,підготувати,förbereda
957,lieben::V,любити,älska
958,mögen::V,любити,tycka om
959,mögen::V,подобатися,tycka om
960,lachen::V,сміятися,skratta
961,rühren::V,розчулити,röra
962,weinen::V,плакати,gråta
963,schimpfen::V,лаятися,skälla
964,sich ärgern::V,сердитися,förargas
965,sich fürchten::V,боятися,vara rädd
966,fürchten::V,боятися,frukta
967,fliehen::V,тікати,fly
968,fliehen::V,тікати,rymma
969,flüchten::V,утекти,fly
970,sehen::V,бачити,se
971,anschauen::V,поглянути,se på
972,anschauen::V,поглянути,betrakta
973,ansehen::V,дивитися на,åse
974,hören::V,чути,höra
975,zuhören::V,слухати,höra på
976,zuhören::V,слухати,lyssna till
977,probieren::V,покуштувати,smaka
978,probieren::V,покуштувати,smaka på
979,riechen::V,нюхати,lukta
980,fühlen::V,відчувати,känna
981,scheinen::V,здаватися,verka
982,scheinen::V,здаватися,tyckas
983,zu sehen sein::V,виднітися,synas
984,zu sehen sein::V,виднітися,kunna ses
985,vernehmen::V,почути,få veta
986,vernehmen::V,почути,förnimma
987,frieren::V,мерзнути,frysa
988,tun::V,робити,göra
989,können::V,могти,kunna
990,wollen::V,хотіти,vilja
991,anfangen::V,почати,börja
992,beenden::V,закінчити,avsluta
993,aufhören::V,перестати,sluta
994,aufhören::V,перестати,upphöra
995,gelingen::V,вдатися,lyckas
996,geraten::V,опинитися,bli
997,öffnen::V,відкрити,öppna
998,schließen::V,закрити,låsa
999,schließen::V,закрити,stänga
1000,stellen::V,поставити,ställa
1001,setzen::V,посадити,sätta
1002,legen::V,класти,lägga
1003,berühren::V,чіпати,beröra
1004,verbinden::V,зв’язати,förbinda
1005,bedecken::V,покрити,täcka
1006,bedecken::V,покрити,betäcka
1007,aufhängen::V,повісити,hänga
1008,aufhängen::V,повісити,hänga upp
1009,anzünden::V,запалити,tända
1010,anzünden::V,запалити,antända
1011,anzünden::V,запалити,tända på
1012,aufheben::V,підняти,lyfta
1013,zurücklassen::V,залишити,lämna
1014,zurücklassen::V,залишити,efterlämna
1015,verlieren::V,загубити,mista
1016,verlieren::V,загубити,förlora
1017,fallen lassen::V,упустити,tappa
1018,fallen lassen::V,упустити,släppa
1019,machen::V,зробити,göra
1020,herstellen::V,виготовити,tillverka
1021,herstellen::V,виготовити,framställa
1022,bauen::V,будувати,bygga
1023,reparieren::V,лагодити,reparera
1024,verbessern::V,поліпшити,rätta
1025,verbessern::V,поліпшити,förbättra
1026,ändern::V,змінити,ändra
1027,ändern::V,змінити,förändra
1028,graben::V,копати,gräva
1029,beugen::V,зігнути,böja
1030,biegen::V,погнути,böja
1031,biegen::V,погнути,kröka
1032,drehen::V,вертіти,vrida
1033,wenden::V,повернути,vända
1034,umdrehen::V,перевернути,vrida om
1035,heben::V,піднімати,häva
1036,hochheben::V,підняти,lyfta
1037,ergreifen::V,схопити,gripa
1038,halten::V,тримати,hålla
1039,drücken::V,натискати,trycka
1040,schieben::V,пхати,skjuta
1041,schieben::V,штовхати,skjuta
1042,kratzen::V,шкребти,riva
1043,kratzen::V,шкребти,skrapa
1044,lecken::V,лизати,slicka
1045,beißen::V,кусати,bita
1046,abreißen::V,відірвати,slita_av
1047,abreißen::V,відірвати,riva_av
1048,abschneiden::V,відрізати,skära av
1049,binden::V,в’язати,binda
1050,stecken::V,увіткнути,sticka
1051,brechen::V,зламати,bryta
1052,brechen::V,зламати,brista
1053,klopfen::V,стукати,banka
1054,klopfen::V,стукати,klappa
1055,hauen::V,бити,hugga
1056,kleben::V,клеїти,klistra
1057,reiben::V,терти,gnida
1058,streichen::V,намазати,smörja
1059,schleifen::V,точити,slipa
1060,schneiden::V,різати,skära
1061,schneiden::V,різати,klippa
1062,rütteln::V,хитати,skaka
1063,schütteln::V,трясти,rista
1064,schwenken::V,махати,svänga
1065,schütten::V,налити,hälla
1066,füllen::V,наповнити,fylla
1067,einwickeln::V,загорнути,slå in
1068,einwickeln::V,загорнути,veckla in
1069,tragen::V,нести,bära
1070,schleppen::V,тягти,släpa
1071,ziehen::V,тягнути,dra
1072,aufbewahren::V,зберігати,förvara
1073,aufbewahren::V,зберігати,ta vara på
1074,werfen::V,кидати,kasta
1075,fangen::V,ловити,fånga
1076,packen::V,схопити,gripa
1077,packen::V,схопити,gripa tag
1078,verstecken::V,сховати,gömma
1079,teilen::V,розділити,dela
1080,schicken::V,посилати,skicka
1081,bringen::V,принести,bringa
1082,hinzufügen::V,додати,tillägga
1083,bekommen::V,дістати,få
1084,bekommen::V,дістати,erhålla
1085,erhalten::V,одержати,få
1086,erhalten::V,одержати,erhålla
1087,nehmen::V,взяти,ta
1088,nehmen::V,взяти,taga
1089,wählen::V,вибрати,välja
1090,auswählen::V,відібрати,utvälja
1091,bewahren::V,зберегти,bevara
1092,behindern::V,перешкоджати,hindra
1093,behindern::V,перешкоджати,förhindra
1094,verderben::V,зіпсувати,förstöra
1095,beschädigen::V,зашкодити,skada
1096,zerbrechen::V,розбити,bryta isär
1097,zerbrechen::V,розбити,bryta sönder
1098,zerreißen::V,розірвати,riva sönder
1099,zerreißen::V,розірвати,slita sönder
1100,zerstören::V,зруйнувати,förstöra
1101,verbrennen::V,спалити,bränna
1102,verbrennen::V,спалити,bränna upp
1103,geben::V,дати,ge
1104,reichen::V,передати,räcka
1105,schenken::V,дарувати,skänka
1106,versprechen::V,обіцяти,lova
1107,wünschen::V,бажати,önska
1108,loben::V,хвалити,lova
1109,loben::V,хвалити,beröma
1110,küssen::V,цілувати,pussa
1111,wiegen::V,качати,vagga
1112,zudecken::V,накрити,täcka
1113,wecken::V,розбудити,väcka
1114,zeigen::V,показати,visa
1115,führen::V,вести,föra
1116,lehren::V,вчити,lära
1117,unterrichten::V,викладати,undervisa
1118,aufziehen::V,виховати,uppfostra
1119,leiten::V,керувати,leda
1120,antreiben::V,підганяти,driva på
1121,lassen::V,змусити,få att
1122,einladen::V,запросити,bjuda
1123,einladen::V,запросити,inbjuda
1124,vereinigen::V,об’єднати,förena
1125,besuchen::V,завітати,besöka
1126,besuchen::V,відвідати,besöka
1127,treffen::V,зустріти,möta
1128,treffen::V,зустріти,träffa
1129,sich versammeln::V,зібратися,församla sig
1130,spielen::V,грати,leka
1131,spielen::V,грати,spela
1132,singen::V,співати,sjunga
1133,tanzen::V,танцювати,dansa
1134,sich trennen::V,розлучитися,skiljas
1135,verlassen::V,покинути,lämna
1136,verlassen::V,покинути,överge
1137,retten::V,врятувати,rädda
1138,bewachen::V,охороняти,bevaka
1139,schützen::V,уберігати,skydda
1140,schützen::V,уберігати,beskydda
1141,verteidigen::V,захистити,försvara
1142,sich schlagen::V,битися,slåss
1143,sich schlagen::V,дратися,slåss
1144,schießen::V,стріляти,skjuta
1145,siegen::V,перемогти,segra
1146,ärgern::V,сердити,förarga
1147,schlagen::V,ударити,slå
1148,treten::V,штовхати,sparka
1149,stechen::V,вколоти,sticka
1150,stoßen::V,штовхнути,stöta
1151,stehlen::V,украсти,stjäla
1152,stören::V,перешкодити,störa
1153,belästigen::V,докучати,genera
1154,belästigen::V,докучати,besvära
1155,verbergen::V,сховати,dölja
1156,täuschen::V,обдурити,vilseleda
1157,betrügen::V,зшахраювати,bedra
1158,töten::V,убити,döda
1159,wohnen::V,жити,bo
1160,wohnen::V,мешкати,bo
1161,arbeiten::V,працювати,arbeta
1162,sammeln::V,зібрати,samla
1163,pflücken::V,зривати,plocka
1164,jagen::V,полювати,jaga
1165,fischen::V,рибалити,fiska
1166,fassen::V,піймати,fånga
1167,hüten::V,пасти,vakta
1168,treiben::V,гнати,driva
1169,anbinden::V,прив’язати,binda fast
1170,füttern::V,годувати,fodra
1171,füttern::V,харчувати,fodra
1172,melken::V,доїти,mjölka
1173,hacken::V,рубати,hacka
1174,gießen::V,полити,hälla
1175,gießen::V,полити,vattna
1176,reifen::V,дозріти,mogna
1177,zubereiten::V,зготовити,tillaga
1178,zubereiten::V,зготовити,tillreda
1179,zubereiten::V,приготувати,tillaga
1180,zubereiten::V,приготувати,tillreda
1181,kochen::V,варити,koka
1182,kochen::V,готувати,koka
1183,backen::V,пекти,baka
1184,braten::V,смажити,steka
1185,umrühren::V,переміщати,röra om
1186,stricken::V,в’язати,sticka
1187,nähen::V,шити,sy
1188,färben::V,пофарбувати,färga
1189,reinigen::V,очистити,rensa
1190,reinigen::V,очистити,rengöra
1191,waschen::V,мити,tvätta
1192,abwischen::V,витерти,torka av
1193,spülen::V,полоскати,spola
1194,spülen::V,полоскати,skölja
1195,fegen::V,підмітати,feja
1196,kehren::V,мести,sopa
1197,baden::V,купатися,bada
1198,sich waschen::V,митися,tvätta sig
1199,ausziehen::V,зняти,ta av
1200,anziehen::V,надіти,ta på
1201,sich anziehen::V,одягтися,klä på sig
1202,sich anziehen::V,одягнутися,klä på sig
1203,kämmen::V,зачесати,kamma
1204,schmücken::V,оздобити,pynta
1205,schmücken::V,оздобити,smycka
1206,sagen::V,сказати,säga
1207,sprechen::V,говорити,tala
1208,reden::V,розмовляти,tala
1209,reden::V,розмовляти,prata
1210,sich unterhalten::V,бесідувати,prata
1211,fragen::V,запитати,fråga
1212,fragen::V,запитати,spörja
1213,bitten::V,просити,be
1214,erzählen::V,розповісти,berätta
1215,mitteilen::V,повідомити,meddela
1216,nennen::V,назвати,kalla
1217,rufen::V,кликати,ropa
1218,prahlen::V,хвалитися,pråla
1219,prahlen::V,хвалитися,skryta
1220,übersetzen::V,перекласти,tolka
1221,übersetzen::V,перекласти,översätta
1222,denken::V,думати,tänka
1223,denken::V,мислити,tänka
1224,glauben::V,вірити,tro
1225,bemerken::V,помітити,uppmärksamma
1226,bemerken::V,помітити,lägga märke till
1227,erkennen::V,пізнати,känna igen
1228,begreifen::V,осягнути,begripa
1229,verstehen::V,почути,förstå
1230,lernen::V,навчатися,lära sig
1231,wissen::V,знати,veta
1232,sich erinnern an::V,пам’ятати,minnas
1233,sich erinnern an::V,пам’ятати,komma ihåg
1234,vergessen::V,забути,glömma
1235,messen::V,міряти,mäta
1236,zählen::V,лічити,räkna
1237,rechnen::V,рахувати,räkna
1238,lesen::V,читати,läsa
1239,malen::V,малювати,måla
1240,zeichnen::V,рисувати,teckna
1241,schreiben::V,писати,skriva
1242,besitzen::V,мати,äga
1243,besitzen::V,мати,besitta
1244,kaufen::V,купити,köpa
1245,verkaufen::V,продати,sälja
1246,bezahlen::V,заплатити,betala
1247,zahlen::V,платити,betala
1248,beherrschen::V,володіти,behärska
1249,ertragen::V,витерпіти,tåla
1250,ertragen::V,витерпіти,uthärda
