,Concept_ID,ru,da
859,fürchten::V,бояться,være bange for
860,fliehen::V,убегать,flygte
861,flüchten::V,убежать,flygte
862,sehen::V,видеть,se
863,anschauen::V,посмотреть,se på
864,anschauen::V,посмотреть,betragte
865,ansehen::V,смотреть,anse
866,hören::V,слышать,høre
867,zuhören::V,слушать,høre til
868,probieren::V,пробовать,smage
869,probieren::V,пробовать,smage på
870,riechen::V,нюхать,lugte
871,fühlen::V,чувствовать,føle
872,scheinen::V,казаться,synes
873,zu sehen sein::V,виднеться,synes
874,vernehmen::V,услышать,erfare
875,frieren::V,мерзнуть,fryse
876,tun::V,делать,gøre
877,können::V,мочь,kunne
878,können::V,уметь,kunne
879,wollen::V,хотеть,ville
880,anfangen::V,начать,begynde
881,beenden::V,закончить,afslutte
882,aufhören::V,перестать,ophøre
883,aufhören::V,перестать,holde op
884,gelingen::V,удаться,lykkes
885,geraten::V,оказаться,blive
886,öffnen::V,открыть,åbne
887,schließen::V,закрыть,lukke
888,stellen::V,поставить,stille
889,setzen::V,посадить,sætte
890,legen::V,класть,lægge
891,berühren::V,трогать,berøre
892,verbinden::V,связать,forbinde
893,bedecken::V,покрыть,dække
894,bedecken::V,покрыть,bedække
895,aufhängen::V,повесить,hænge
896,aufhängen::V,повесить,hænge op
897,anzünden::V,зажечь,tænde
898,anzünden::V,зажечь,antænde
899,aufheben::V,поднять,løfte
900,aufheben::V,поднять,tage op
901,zurücklassen::V,оставить,lade tilbage
902,verlieren::V,потерять,miste
903,fallen lassen::V,уронить,tabe
904,fallen lassen::V,уронить,droppe
905,machen::V,сделать,gøre
906,herstellen::V,изготовить,fremstille
907,bauen::V,строить,bygge
908,reparieren::V,чинить,reparere
909,verbessern::V,улучшить,rette
910,verbessern::V,улучшить,forbedre
911,ändern::V,изменить,ændre
912,graben::V,копать,grave
913,beugen::V,согнуть,bøje
914,biegen::V,погнуть,bøje
915,drehen::V,вертеть,dreje
916,wenden::V,повернуть,vende
917,umdrehen::V,перевернуть,dreje om
918,heben::V,поднимать,hæve
919,hochheben::V,поднять,løfte
920,ergreifen::V,схватить,gribe fat i
921,halten::V,держать,holde
922,drücken::V,нажимать,trykke
923,schieben::V,толкать,skyde
924,schieben::V,толкать,skubbe
925,kratzen::V,скрести,klø
926,kratzen::V,скрести,kradse
927,lecken::V,лизать,slikke
928,beißen::V,кусать,bide
929,abreißen::V,оторвать,rive af
930,abschneiden::V,отрезать,skære af
931,binden::V,вязать,binde
932,stecken::V,воткнуть,stikke
933,brechen::V,сломать,brække
934,klopfen::V,стучать,banke
935,hauen::V,бить,hugge
936,kleben::V,клеить,klistre
937,reiben::V,тереть,gnide
938,streichen::V,намазать,smøre
939,schleifen::V,точить,slibe
940,schneiden::V,резать,skære
941,schneiden::V,резать,klippe
942,rütteln::V,шатать,ruske
943,schütteln::V,трясти,ryste
944,schwenken::V,махать,svinge
945,schütten::V,налить,hælde
946,füllen::V,наполнить,fylde
947,einwickeln::V,завернуть,pakke ind
948,tragen::V,нести,bære
949,schleppen::V,тащить,slæbe
950,ziehen::V,тянуть,trække
951,aufbewahren::V,хранить,opbevare
952,werfen::V,бросать,kaste
953,fangen::V,ловить,fange
954,packen::V,схватить,gribe
955,verstecken::V,спрятать,gemme
956,teilen::V,разделить,dele
957,schicken::V,посылать,sende
958,bringen::V,принести,bringe
959,hinzufügen::V,добавить,tilføje
960,bekommen::V,достать,få
961,erhalten::V,получить,få
962,nehmen::V,взять,tage
963,wählen::V,выбрать,vælge
964,auswählen::V,отобрать,udvælge
965,bewahren::V,сохранить,bevare
966,behindern::V,препятствовать,hindre
967,behindern::V,препятствовать,forhindre
968,verderben::V,испортить,ødelægge
969,beschädigen::V,повредить,beskadige
970,zerbrechen::V,разбить,brække itu
971,zerreißen::V,разорвать,rive itu
972,zerstören::V,разрушить,ødelægge
973,verbrennen::V,сжечь,brænde
974,geben::V,дать,give
975,reichen::V,передать,række
976,schenken::V,дарить,forære
977,versprechen::V,обещать,love
978,wünschen::V,желать,ønske
979,loben::V,хвалить,rose
980,küssen::V,целовать,kysse
981,wiegen::V,качать,vugge
982,zudecken::V,накрыть,dække til
983,wecken::V,разбудить,vække
984,zeigen::V,показать,vise
985,führen::V,вести,føre
986,lehren::V,учить,lære
987,unterrichten::V,преподавать,undervise
988,aufziehen::V,воспитать,opdrage
989,leiten::V,руководить,lede
990,antreiben::V,подгонять,skynde på
991,lassen::V,заставить,få til at
992,einladen::V,пригласить,indbyde
993,einladen::V,пригласить,invitere
994,vereinigen::V,объединить,forene
995,besuchen::V,посетить,besøge
996,treffen::V,встретить,møde
997,sich versammeln::V,собраться,forsamles
998,spielen::V,играть,lege
999,spielen::V,играть,spille
1000,singen::V,петь,synge
1001,tanzen::V,плясать,danse
1002,tanzen::V,танцевать,danse
1003,sich trennen::V,расстаться,skilles
1004,verlassen::V,покинуть,forlade
1005,retten::V,спасти,redde
1006,bewachen::V,охранять,bevogte
1007,schützen::V,уберегать,skærme
1008,schützen::V,уберегать,beskytte
1009,verteidigen::V,защитить,forsvare
1010,sich schlagen::V,драться,slås
1011,schießen::V,стрелять,skyde
1012,siegen::V,победить,sejre
1013,ärgern::V,сердить,ærgre
1014,schlagen::V,ударить,slå
1015,treten::V,пинать,sparke
1016,stechen::V,уколоть,stikke
1017,stoßen::V,толкнуть,støde
1018,stehlen::V,украсть,stjæle
1019,stören::V,помешать,forstyrre
1020,belästigen::V,надоедать,genere
1021,belästigen::V,надоедать,ulejlige
1022,verbergen::V,скрыть,skjule
1023,täuschen::V,обмануть,villede
1024,betrügen::V,смошенничать,bedrage
1025,töten::V,убить,dræbe
1026,wohnen::V,проживать,bo
1027,arbeiten::V,работать,arbejde
1028,sammeln::V,собрать,samle
1029,pflücken::V,рвать,plukke
1030,pflücken::V,срывать,plukke
1031,jagen::V,охотиться,jage
1032,fischen::V,рыбачить,fiske
1033,fassen::V,поймать,fange
1034,hüten::V,пасти,vogte
1035,treiben::V,гнать,drive
1036,anbinden::V,привязать,binde fast
1037,füttern::V,кормить,fodre
1038,melken::V,доить,malke
1039,hacken::V,рубить,hakke
1040,gießen::V,полить,hælde
1041,reifen::V,созреть,modne
1042,zubereiten::V,приготовить,tilberede
1043,kochen::V,варить,koge
1044,backen::V,печь,bage
1045,braten::V,жарить,stege
1046,umrühren::V,перемешать,røre om
1047,stricken::V,вязать,strikke
1048,nähen::V,шить,sy
1049,färben::V,покрасить,farve
1050,reinigen::V,очистить,rense
1051,reinigen::V,очистить,gøre ren
1052,waschen::V,стирать,vaske
1053,abwischen::V,вытереть,tørre af
1054,spülen::V,полоскать,skylle
1055,fegen::V,подметать,feje
1056,kehren::V,мести,feje
1057,baden::V,купаться,bade
1058,sich waschen::V,мыться,vaske sig
1059,ausziehen::V,снять,tage af
1060,anziehen::V,надеть,tage på
1061,sich anziehen::V,одеться,klæde sig på
1062,kämmen::V,причесать,rede
1063,kämmen::V,причесать,frisere
1064,schmücken::V,украсить,pynte
1065,schmücken::V,украсить,smykke
1066,sagen::V,сказать,sige
1067,sprechen::V,говорить,snakke
1068,reden::V,разговаривать,tale
1069,reden::V,разговаривать,snakke
1070,sich unterhalten::V,беседовать,snakke sammen
1071,fragen::V,спросить,spørge
1072,bitten::V,просить,bede
1073,erzählen::V,рассказать,berette
1074,erzählen::V,рассказать,fortælle
1075,mitteilen::V,сообщить,meddele
1076,nennen::V,назвать,nævne
1077,rufen::V,звать,råbe
1078,prahlen::V,хвастаться,prale
1079,übersetzen::V,перевести,oversætte
1080,denken::V,думать,tænke
1081,glauben::V,верить,tro
1082,bemerken::V,заметить,bemærke
1083,bemerken::V,заметить,lægge mærke til
1084,erkennen::V,узнать,genkende
1085,begreifen::V,понять,begribe
1086,begreifen::V,постичь,begribe
1087,verstehen::V,услышать,forstå
1088,lernen::V,учиться,lære
1089,wissen::V,знать,vide
1090,sich erinnern an::V,вспомнить,mindes
1091,sich erinnern an::V,вспомнить,huske på
1092,vergessen::V,забыть,glemme
1093,messen::V,мерить,måle
1094,zählen::V,считать,tælle
1095,rechnen::V,считать,regne
1096,lesen::V,читать,læse
1097,malen::V,рисовать,male
1098,zeichnen::V,рисовать,tegne
1099,schreiben::V,писать,skrive
1100,besitzen::V,иметь,eje
1101,besitzen::V,иметь,besidde
1102,kaufen::V,купить,købe
1103,verkaufen::V,продать,sælge
1104,bezahlen::V,заплатить,betale
1105,zahlen::V,платить,betale
1106,beherrschen::V,владеть,beherske
1107,ertragen::V,вытерпеть,tåle
1108,ertragen::V,вытерпеть,udholde
