,Concept_ID,de,de
780,zurückkommen::V,zurückkommen,zurückkommen
781,bleiben::V,bleiben,bleiben
782,warten::V,warten,warten
783,erwarten::V,erwarten,erwarten
784,suchen::V,suchen,suchen
785,finden::V,finden,finden
786,versuchen::V,versuchen,versuchen
787,vorbereiten::V,vorbereiten,vorbereiten
788,lieben::V,lieben,lieben
789,mögen::V,mögen,mögen
790,lachen::V,lachen,lachen
791,rühren::V,rühren,rühren
792,weinen::V,weinen,weinen
793,schimpfen::V,schimpfen,schimpfen
794,sich ärgern::V,sich ärgern,sich ärgern
795,sich fürchten::V,sich fürchten,sich fürchten
796,fürchten::V,fürchten,fürchten
797,fliehen::V,fliehen,fliehen
798,flüchten::V,flüchten,flüchten
799,sehen::V,sehen,sehen
800,anschauen::V,anschauen,anschauen
801,ansehen::V,ansehen,ansehen
802,hören::V,hören,hören
803,zuhören::V,zuhören,zuhören
804,probieren::V,probieren,probieren
805,riechen::V,riechen,riechen
806,fühlen::V,fühlen,fühlen
807,scheinen::V,scheinen,scheinen
808,zu sehen sein::V,zu sehen sein,zu sehen sein
809,vernehmen::V,vernehmen,vernehmen
810,frieren::V,frieren,frieren
811,tun::V,tun,tun
812,können::V,können,können
813,wollen::V,wollen,wollen
814,anfangen::V,anfangen,anfangen
815,beenden::V,beenden,beenden
816,aufhören::V,aufhören,aufhören
817,gelingen::V,gelingen,gelingen
818,geraten::V,geraten,geraten
819,öffnen::V,öffnen,öffnen
820,schließen::V,schließen,schließen
821,stellen::V,stellen,stellen
822,setzen::V,setzen,setzen
823,legen::V,legen,legen
824,berühren::V,berühren,berühren
825,verbinden::V,verbinden,verbinden
826,bedecken::V,bedecken,bedecken
827,aufhängen::V,aufhängen,aufhängen
828,anzünden::V,anzünden,anzünden
829,aufheben::V,aufheben,aufheben
830,zurücklassen::V,zurücklassen,zurücklassen
831,verlieren::V,verlieren,verlieren
832,fallen lassen::V,fallen lassen,fallen lassen
833,machen::V,machen,machen
834,herstellen::V,herstellen,herstellen
835,bauen::V,bauen,bauen
836,reparieren::V,reparieren,reparieren
837,verbessern::V,verbessern,verbessern
838,ändern::V,ändern,ändern
839,graben::V,graben,graben
840,beugen::V,beugen,beugen
841,biegen::V,biegen,biegen
842,drehen::V,drehen,drehen
843,wenden::V,wenden,wenden
844,umdrehen::V,umdrehen,umdrehen
845,heben::V,heben,heben
846,hochheben::V,hochheben,hochheben
847,ergreifen::V,ergreifen,ergreifen
848,halten::V,halten,halten
849,drücken::V,drücken,drücken
850,schieben::V,schieben,schieben
851,kratzen::V,kratzen,kratzen
852,lecken::V,lecken,lecken
853,beißen::V,beißen,beißen
854,abreißen::V,abreißen,abreißen
855,abschneiden::V,abschneiden,abschneiden
856,binden::V,binden,binden
857,stecken::V,stecken,stecken
858,brechen::V,brechen,brechen
859,klopfen::V,klopfen,klopfen
860,hauen::V,hauen,hauen
861,kleben::V,kleben,kleben
862,reiben::V,reiben,reiben
863,streichen::V,streichen,streichen
864,schleifen::V,schleifen,schleifen
865,schneiden::V,schneiden,schneiden
866,rütteln::V,rütteln,rütteln
867,schütteln::V,schütteln,schütteln
868,schwenken::V,schwenken,schwenken
869,schütten::V,schütten,schütten
870,füllen::V,füllen,füllen
871,einwickeln::V,einwickeln,einwickeln
872,tragen::V,tragen,tragen
873,schleppen::V,schleppen,schleppen
874,ziehen::V,ziehen,ziehen
875,aufbewahren::V,aufbewahren,aufbewahren
876,werfen::V,werfen,werfen
877,fangen::V,fangen,fangen
878,packen::V,packen,packen
879,verstecken::V,verstecken,verstecken
880,teilen::V,teilen,teilen
881,schicken::V,schicken,schicken
882,bringen::V,bringen,bringen
883,hinzufügen::V,hinzufügen,hinzufügen
884,bekommen::V,bekommen,bekommen
885,erhalten::V,erhalten,erhalten
886,nehmen::V,nehmen,nehmen
887,wählen::V,wählen,wählen
888,auswählen::V,auswählen,auswählen
889,bewahren::V,bewahren,bewahren
890,behindern::V,behindern,behindern
891,verderben::V,verderben,verderben
892,beschädigen::V,beschädigen,beschädigen
893,zerbrechen::V,zerbrechen,zerbrechen
894,zerreißen::V,zerreißen,zerreißen
895,zerstören::V,zerstören,zerstören
896,verbrennen::V,verbrennen,verbrennen
897,geben::V,geben,geben
898,reichen::V,reichen,reichen
899,schenken::V,schenken,schenken
900,versprechen::V,versprechen,versprechen
901,wünschen::V,wünschen,wünschen
902,loben::V,loben,loben
903,küssen::V,küssen,küssen
904,wiegen::V,wiegen,wiegen
905,zudecken::V,zudecken,zudecken
906,wecken::V,wecken,wecken
907,zeigen::V,zeigen,zeigen
908,führen::V,führen,führen
909,lehren::V,lehren,lehren
910,unterrichten::V,unterrichten,unterrichten
911,aufziehen::V,aufziehen,aufziehen
912,leiten::V,leiten,leiten
913,antreiben::V,antreiben,antreiben
914,lassen::V,lassen,lassen
915,einladen::V,einladen,einladen
916,vereinigen::V,vereinigen,vereinigen
917,besuchen::V,besuchen,besuchen
918,treffen::V,treffen,treffen
919,sich versammeln::V,sich versammeln,sich versammeln
920,spielen::V,spielen,spielen
921,singen::V,singen,singen
922,tanzen::V,tanzen,tanzen
923,sich trennen::V,sich trennen,sich trennen
924,verlassen::V,verlassen,verlassen
925,retten::V,retten,retten
926,bewachen::V,bewachen,bewachen
927,schützen::V,schützen,schützen
928,verteidigen::V,verteidigen,verteidigen
929,sich schlagen::V,sich schlagen,sich schlagen
930,schießen::V,schießen,schießen
931,siegen::V,siegen,siegen
932,ärgern::V,ärgern,ärgern
933,schlagen::V,schlagen,schlagen
934,treten::V,treten,treten
935,stechen::V,stechen,stechen
936,stoßen::V,stoßen,stoßen
937,stehlen::V,stehlen,stehlen
938,stören::V,stören,stören
939,belästigen::V,belästigen,belästigen
940,verbergen::V,verbergen,verbergen
941,täuschen::V,täuschen,täuschen
942,betrügen::V,betrügen,betrügen
943,töten::V,töten,töten
944,wohnen::V,wohnen,wohnen
945,arbeiten::V,arbeiten,arbeiten
946,sammeln::V,sammeln,sammeln
947,pflücken::V,pflücken,pflücken
948,jagen::V,jagen,jagen
949,fischen::V,fischen,fischen
950,fassen::V,fassen,fassen
951,hüten::V,hüten,hüten
952,treiben::V,treiben,treiben
953,anbinden::V,anbinden,anbinden
954,füttern::V,füttern,füttern
955,melken::V,melken,melken
956,hacken::V,hacken,hacken
957,gießen::V,gießen,gießen
958,reifen::V,reifen,reifen
959,zubereiten::V,zubereiten,zubereiten
960,kochen::V,kochen,kochen
961,backen::V,backen,backen
962,braten::V,braten,braten
963,umrühren::V,umrühren,umrühren
964,stricken::V,stricken,stricken
965,nähen::V,nähen,nähen
966,färben::V,färben,färben
967,reinigen::V,reinigen,reinigen
968,waschen::V,waschen,waschen
969,abwischen::V,abwischen,abwischen
970,spülen::V,spülen,spülen
971,fegen::V,fegen,fegen
972,kehren::V,kehren,kehren
973,baden::V,baden,baden
974,sich waschen::V,sich waschen,sich waschen
975,ausziehen::V,ausziehen,ausziehen
976,anziehen::V,anziehen,anziehen
977,sich anziehen::V,sich anziehen,sich anziehen
978,kämmen::V,kämmen,kämmen
979,schmücken::V,schmücken,schmücken
980,sagen::V,sagen,sagen
981,sprechen::V,sprechen,sprechen
982,reden::V,reden,reden
983,sich unterhalten::V,sich unterhalten,sich unterhalten
984,fragen::V,fragen,fragen
985,bitten::V,bitten,bitten
986,erzählen::V,erzählen,erzählen
987,mitteilen::V,mitteilen,mitteilen
988,nennen::V,nennen,nennen
989,rufen::V,rufen,rufen
990,prahlen::V,prahlen,prahlen
991,übersetzen::V,übersetzen,übersetzen
992,denken::V,denken,denken
993,glauben::V,glauben,glauben
994,bemerken::V,bemerken,bemerken
995,erkennen::V,erkennen,erkennen
996,begreifen::V,begreifen,begreifen
997,verstehen::V,verstehen,verstehen
998,lernen::V,lernen,lernen
999,wissen::V,wissen,wissen
1000,sich erinnern an::V,sich erinnern an,sich erinnern an
1001,vergessen::V,vergessen,vergessen
1002,messen::V,messen,messen
1003,zählen::V,zählen,zählen
1004,rechnen::V,rechnen,rechnen
1005,lesen::V,lesen,lesen
1006,malen::V,malen,malen
1007,zeichnen::V,zeichnen,zeichnen
1008,schreiben::V,schreiben,schreiben
1009,besitzen::V,besitzen,besitzen
1010,kaufen::V,kaufen,kaufen
1011,verkaufen::V,verkaufen,verkaufen
1012,bezahlen::V,bezahlen,bezahlen
1013,zahlen::V,zahlen,zahlen
1014,beherrschen::V,beherrschen,beherrschen
1015,ertragen::V,ertragen,ertragen
