,Concept_ID,no,sq
832,fünf::NUM,fem,pesë
833,sechs::NUM,seks,gjashtë
834,sieben::NUM,sju,shtatë
835,acht::NUM,åtte,tetë
836,neun::NUM,ni,nëntë
837,zehn::NUM,ti,dhjetë
838,elf::NUM,elleve,njëmbëdhjetë
839,zwölf::NUM,tolv,dymbëdhjetë
840,zwanzig::NUM,tjue,njëzet
841,dreißig::NUM,tretti,tridhjetë
842,vierzig::NUM,førti,dyzet
843,fünfzig::NUM,femti,pesëdhjetë
844,sechzig::NUM,seksti,gjashtëdhjetë
845,siebzig::NUM,sytti,shtatëdhjetë
846,achtzig::NUM,åtti,tetëdhjetë
847,neunzig::NUM,nitti,nëntëdhjetë
848,hundert::NUM,hundre,qind
849,tausend::NUM,tusen,mijë
850,und::CNJ,og,e
851,und::CNJ,og,dhe
852,oder::CNJ,eller,a
853,oder::CNJ,eller,apo
854,stehen::V,stå,rri
855,sitzen::V,sitte,rri
856,liegen::V,ligge,rri shtrirë
857,hängen::V,henge,varem
858,werden::V,bli,bëhem
859,passieren::V,skje,ndodh
860,passieren::V,hende,ndodh
861,beginnen::V,begynne,filloj
862,enden::V,ende,përfundoj
863,enden::V,slutte,përfundoj
864,wechseln::V,veksle,ndërroj
865,aufgehen[Sonne]::V,stå opp,hapem
866,untergehen[Sonne]::V,gå ned,hyj
867,untergehen[Sonne]::V,gå ned,perëndoj
868,scheinen[Sonne]::V,skinne,ndriçoj
869,donnern::V,tordne,gjëmoj
870,donnern::V,tordne,bubulloj
871,wehen::V,blåse,fryj
872,strömen::V,strømme,derdh
873,fließen::V,flyte,rrjedh
874,sich drehen::V,dreie seg,rrotullohem
875,schwanken::V,svaie,dyzoj
876,schwingen::V,svinge,dridhem
877,fallen::V,falle,bie
878,brennen::V,brenne,digjem
879,rauchen::V,ryke,nxjerr tym
880,regnen::V,regne,bie shi
881,gefrieren::V,fryse,ngrij
882,tauen::V,tine,shkrij
883,schmelzen::V,smelte,shkrij
884,trocknen::V,tørre,thaj
885,sieden::V,koke,ziej
886,faulen::V,råtne,kalbem
887,faulen::V,råtne,prishem
888,verfaulen::V,råtne,kalbem
889,reißen::V,briste,grisem
890,reißen::V,briste,shqyhem
891,versinken::V,synke,humboj
892,versinken::V,synke ned,humboj
893,vergehen::V,forløpe,kaloj
894,erscheinen::V,synes,dukem
895,verschwinden::V,forsvinne,zhdukem
896,sinken::V,synke,ulem
897,abnehmen::V,avta,pakësohem
898,abnehmen::V,avta,zvogëlohem
899,abnehmen::V,minske,pakësohem
900,abnehmen::V,minske,zvogëlohem
901,zunehmen::V,tilta,shtohem
902,steigen::V,stige,rritem
903,wachsen::V,gro,rritem
904,wachsen::V,vokse,rritem
905,glänzen::V,skinne,vezulloj
906,funkeln::V,tindre,xixoj
907,funkeln::V,tindre,xixëlloj
908,lärmen::V,bråke,oshtij
909,lärmen::V,bråke,zhurmoj
910,läuten::V,ringe,bie
911,klingeln::V,ringe,i bie ziles
912,klirren::V,klirre,kërcëlloj
913,brausen::V,bruse,gjëmoj
914,rauschen::V,suse,fëshfërij
915,klingen::V,lyde,tingëlloj
916,klingen::V,klinge,tingëlloj
917,bellen::V,gjø,leh
918,bellen::V,bjeffe,leh
919,heulen::V,ule,ulërij
920,blasen::V,blåse,fryj
921,pfeifen::V,plystre,fishkëllej
922,schreien::V,skrike,bërtas
923,stöhnen::V,stønne,rënkoj
924,zittern::V,dirre,trembem
925,zittern::V,skjelve,trembem
926,leben::V,leve,rroj
927,leben::V,leve,jetoj
928,geboren werden::V,fødes,lind
929,atmen::V,ånde,marr frymë
930,atmen::V,puste,marr frymë
931,trinken::V,drikke,pi
932,essen::V,spise,ha
933,schlucken::V,svelge,gëlltis
934,schlucken::V,svelge,kapërdij
935,müde werden::V,bli trett,lodhem
936,einschlafen::V,sovne,bie të fle
937,schlafen::V,sove,fle
938,aufwachen::V,våkne,zgjohem
939,aufstehen::V,stå opp,çohem
940,aufstehen::V,stå opp,ngrihem
941,sich erholen::V,bli bra,qetësohem
942,sich erholen::V,bli bra,shtendosem
943,sich erholen::V,komme seg,qetësohem
944,sich erholen::V,komme seg,shtendosem
945,krank werden::V,bli syk,bie i sëmurë
946,krank sein::V,være syk,jam i sëmurë
947,schmerzen::V,gjøre vondt,dhemb
948,husten::V,hoste,kollitem
949,genesen::V,komme seg,shërohem
950,sterben::V,dø,vdes
951,umkommen::V,omkomme,vdes
952,umkommen::V,omkomme,mbaroj
953,sich bewegen::V,bevege seg,shkundem
954,sich rühren::V,røre på seg,lëviz
955,sich erheben::V,reise seg,ngrihem
956,sich setzen::V,sette sig,ulem
957,hinfallen::V,falle over ende,gremisem
958,laufen::V,løpe,eci
959,schreiten::V,skride,çapem
960,spazierengehen::V,spasere,shëtis
961,spazierengehen::V,gå en tur,shëtis
962,eilen::V,ile,ngas
963,sich beeilen::V,skynde seg,nxitoj
964,sausen::V,suse,eci shpejt
965,rennen::V,løpe,vrapoj
966,springen::V,hoppe,kërcej
967,springen::V,springe,kërcej
968,klettern::V,klatre,hipi
969,schaukeln::V,huske,kolovitem
970,kriechen::V,krype,zvarritem
971,schwimmen::V,svømme,notoj
972,tauchen::V,dykke,zhytem
973,rudern::V,ro,vozis
974,fahren::V,kjøre,shkoj
975,fliegen::V,fly,fluturoj
976,gehen::V,gå,eci
977,gehen::V,gå,shkoj
978,weggehen::V,gå bort,vete
979,abfahren::V,reise,nisem
980,anhalten::V,stanse,ndalem
981,hineingehen::V,gå inn,futem
982,eintreten::V,tre inn,hyj
983,kommen::V,komme,vij
984,ankommen::V,ankomme,arrij
985,ankommen::V,ankomme,mbërrij
986,ankommen::V,komme til,arrij
987,ankommen::V,komme til,mbërrij
988,zurückkommen::V,komme tilbake,kthehem
989,bleiben::V,bli,mbetem
990,bleiben::V,bli,qëndroj
991,bleiben::V,forbli,mbetem
992,bleiben::V,forbli,qëndroj
993,warten::V,vente,pres
994,erwarten::V,vente,pres
995,suchen::V,søke,kërkoj
996,finden::V,finne,gjej
997,versuchen::V,prøve,mundohem
998,versuchen::V,forsøke,mundohem
999,vorbereiten::V,forberede,përgatis
1000,lieben::V,elske,dashuroj
1001,mögen::V,like,dua
1002,lachen::V,le,qesh
1003,rühren::V,røre,mallëngjej
1004,weinen::V,gråte,qaj
1005,schimpfen::V,skjelle,shaj
1006,sich ärgern::V,ergre seg,bëhem verem
1007,sich fürchten::V,være redd,kam frikë
1008,sich fürchten::V,være redd,frikësohem
1009,fürchten::V,være redd for,kam frikë nga
1010,fliehen::V,rømme,arratisem
1011,fliehen::V,flykte,arratisem
1012,flüchten::V,flykte,iki
1013,sehen::V,se,shoh
1014,anschauen::V,se på,shikoj
1015,anschauen::V,betrakte,shikoj
1016,ansehen::V,anse,shikoj
1017,hören::V,høre,dëgjoj
1018,zuhören::V,tilhøre,veshtoj
1019,probieren::V,smake,provoj
1020,probieren::V,smake på,provoj
1021,riechen::V,lukte,nuhas
1022,fühlen::V,føle,ndiej
1023,scheinen::V,se ut,ndriçoj
1024,zu sehen sein::V,synes,dukem
1025,vernehmen::V,få vite,dëgjoj
1026,frieren::V,fryse,mërdhij
1027,tun::V,gjøre,bëj
1028,können::V,kunne,mund
1029,wollen::V,ville,dua
1030,wollen::V,ville,dëshiroj
1031,anfangen::V,begynne,filloj
1032,beenden::V,avslutte,kryej
1033,beenden::V,avslutte,mbaroj
1034,aufhören::V,slutte,pushoj
1035,aufhören::V,holde opp,pushoj
1036,gelingen::V,lykkes,më shkon mbarë
1037,geraten::V,bli,del
1038,öffnen::V,åpne,hap
1039,schließen::V,lukke,mbyll
1040,schließen::V,stenge,mbyll
1041,stellen::V,stille,vë
1042,setzen::V,sette,vë
1043,legen::V,legge,vë
1044,berühren::V,berøre,rrok
1045,verbinden::V,forbinde,bashkoj
1046,bedecken::V,dekke,mbuloj
1047,aufhängen::V,henge,var
1048,aufhängen::V,henge opp,var
1049,anzünden::V,tenne,ndez
1050,anzünden::V,antenne,ndez
1051,anzünden::V,tenne på,ndez
1052,aufheben::V,løfte,ngre
1053,aufheben::V,ta opp,ngre
1054,zurücklassen::V,slippe tilbake,lë pas
1055,verlieren::V,miste,humb
1056,fallen lassen::V,droppe,lëshoj
1057,fallen lassen::V,la falle,lëshoj
1058,machen::V,lage,bëj
1059,machen::V,gjøre,bëj
1060,herstellen::V,fremstille,prodhoj
1061,bauen::V,bygge,ndërtoj
1062,reparieren::V,reparere,ndreq
1063,reparieren::V,reparere,meremetoj
1064,verbessern::V,rette,përmirësoj
1065,verbessern::V,forbedre,përmirësoj
1066,ändern::V,forandre,ndërroj
1067,graben::V,grave,gërmoj
1068,beugen::V,bøye,kërrus
1069,biegen::V,bøye,përkul
1070,drehen::V,dreie,dredh
1071,drehen::V,dreie,rrotulloj
1072,wenden::V,vende,kthej
1073,umdrehen::V,snu,kthej
1074,heben::V,heve,ngre
1075,hochheben::V,løfte,ngre
1076,ergreifen::V,gripe,rrëmbej
1077,ergreifen::V,få tak i,rrëmbej
1078,halten::V,holde,mbaj
1079,drücken::V,trykke,shtyp
1080,schieben::V,skyve,shtyj
1081,kratzen::V,klø,kruaj
1082,kratzen::V,klø,gërvisht
1083,kratzen::V,klore,kruaj
1084,kratzen::V,klore,gërvisht
1085,lecken::V,slikke,lëpij
1086,beißen::V,bite,kafshoj
1087,abreißen::V,rive av,shkëpus
1088,abschneiden::V,skjære av,cungoj
1089,binden::V,binde,lidh
1090,stecken::V,stikke,fus
1091,stecken::V,stikke,ngul
1092,brechen::V,bryte,thyej
1093,brechen::V,briste,thyej
1094,klopfen::V,banke,trokas
1095,hauen::V,hogge,godas
1096,kleben::V,klistre,ngjis
1097,reiben::V,gni,fërkoj
1098,streichen::V,stryke,lyej
1099,schleifen::V,slipe,mpreh
1100,schneiden::V,klippe,pres
1101,rütteln::V,ruske,shkund
1102,schütteln::V,riste,lëkund
1103,schwenken::V,svinge,valëvit
1104,schütten::V,helle,mbush
1105,füllen::V,fylle,mbush
1106,einwickeln::V,vikle inn,mbështjell
1107,tragen::V,bære,mbaj
1108,tragen::V,bære,mbart
1109,schleppen::V,slepe,heq
1110,schleppen::V,slepe,zhgërryej
1111,ziehen::V,dra,tërheq
1112,ziehen::V,trekke,tërheq
1113,aufbewahren::V,oppbevare,ruaj
1114,aufbewahren::V,ta vare på,ruaj
1115,werfen::V,kaste,hedh
1116,fangen::V,fange,kap
1117,packen::V,gripe,rrëmbej
1118,packen::V,gripe tak i,rrëmbej
1119,verstecken::V,gjemme,fsheh
1120,teilen::V,dele,ndaj
1121,schicken::V,sende,dërgoj
1122,bringen::V,bringe,sjell
1123,hinzufügen::V,tilføye,shtoj
1124,bekommen::V,få,kap
1125,erhalten::V,få,marr
1126,nehmen::V,ta,marr
1127,wählen::V,velge,zgjedh
1128,auswählen::V,velge ut,përzgjedh
1129,bewahren::V,bevare,ruaj
1130,behindern::V,hindre,pengoj
1131,behindern::V,forhindre,pengoj
1132,verderben::V,ødelegge,prish
1133,beschädigen::V,skade,dëmtoj
1134,zerbrechen::V,brekke i stykker,thyej
1135,zerreißen::V,rive i stykker,çjerr
1136,zerreißen::V,rive i stykker,zheloj
1137,zerstören::V,ødelegge,prish
1138,zerstören::V,ødelegge,shkatërroj
1139,verbrennen::V,brenne,djeg
1140,verbrennen::V,brenne opp,djeg
1141,geben::V,gi,jap
1142,reichen::V,rekke,jap
1143,schenken::V,forære,fal
1144,schenken::V,forære,dhuroj
1145,schenken::V,skjenke,fal
1146,schenken::V,skjenke,dhuroj
1147,versprechen::V,love,premtoj
1148,wünschen::V,ønske,uroj
1149,loben::V,rose,lëvdoj
1150,loben::V,rose,lavdëroj
1151,küssen::V,kysse,puth
1152,wiegen::V,vogge,tund
1153,zudecken::V,dekke til,mbuloj
1154,wecken::V,vekke,zgjoj
1155,zeigen::V,vise,dëftej
1156,führen::V,føre,çoj
1157,lehren::V,lære,arsej
1158,unterrichten::V,undervise,arsimoj
1159,aufziehen::V,oppdra,rris
1160,leiten::V,lede,udhëheq
1161,antreiben::V,drive på,nxis
1162,lassen::V,få til å,detyroj
1163,einladen::V,be,ftoj
1164,einladen::V,invitere,ftoj
1165,vereinigen::V,forene,bashkoj
1166,besuchen::V,besøke,vizitoj
1167,treffen::V,møte,ndesh
1168,treffen::V,treffe,ndesh
1169,sich versammeln::V,forsamles,tubohem
1170,spielen::V,leke,loz
1171,spielen::V,leke,luaj
1172,spielen::V,spille,loz
1173,spielen::V,spille,luaj
1174,singen::V,synge,këndoj
1175,tanzen::V,danse,kërcej
1176,tanzen::V,danse,vallëzoj
1177,sich trennen::V,skilles,ndahem
1178,verlassen::V,forlate,braktis
1179,retten::V,redde,shpëtoj
1180,bewachen::V,bevokte,ruaj
1181,schützen::V,verne,ruaj
1182,schützen::V,verne,mbroj
1183,schützen::V,beskytte,ruaj
1184,schützen::V,beskytte,mbroj
1185,verteidigen::V,forsvare,mbroj
1186,sich schlagen::V,slåss,zihem
1187,schießen::V,skyte,shtie
1188,siegen::V,seire,fitoj
1189,siegen::V,seire,ngadhënjej
1190,ärgern::V,ergre,zemëroj
1191,treten::V,sparke,shtyj
1192,treten::V,sparke,shtyj më këmbë
1193,stechen::V,stikke,ther
1194,stechen::V,stikke,shpoj
1195,stoßen::V,støte,shtyj
1196,stehlen::V,stjele,vjedh
1197,stören::V,forstyrre,pengoj
1198,belästigen::V,plage,bezdis
1199,belästigen::V,sjenere,bezdis
1200,verbergen::V,gjemme,fsheh
1201,täuschen::V,villede,mashtroj
1202,betrügen::V,bedra,kobis
1203,töten::V,drepe,vras
1204,wohnen::V,bo,banoj
1205,arbeiten::V,arbeide,punoj
1206,arbeiten::V,arbeide,vardoj
1207,sammeln::V,samle,mbledh
1208,sammeln::V,samle,grumbulloj
1209,pflücken::V,plukke,vjel
1210,pflücken::V,plukke,mbledh
1211,jagen::V,jage,gjuaj
1212,fischen::V,fiske,peshkoj
1213,fischen::V,fiske,gjuaj peshk
1214,fassen::V,fange,zë
1215,hüten::V,vokte,kullos
1216,treiben::V,drive,vë përpara
1217,anbinden::V,feste,lidh
1218,füttern::V,fore,grazhdoj
1219,melken::V,melke,mjel
1220,hacken::V,hakke,grij
1221,gießen::V,helle,ujis
1222,reifen::V,modne,piqem
1223,zubereiten::V,lage,gatuaj
1224,zubereiten::V,tilberede,gatuaj
1225,kochen::V,koke,ziej
1226,backen::V,bake,pjek
1227,backen::V,bake,furroj
1228,braten::V,steke,fërgoj
1229,braten::V,steke,tiganis
1230,umrühren::V,røre om,trazoj
1231,stricken::V,strikke,thur
1232,nähen::V,sy,qep
1233,färben::V,farge,ngjyej
1234,färben::V,farge,bojatis
1235,reinigen::V,rense,qëroj
1236,reinigen::V,rense,pastroj
1237,reinigen::V,gjøre ren,qëroj
1238,reinigen::V,gjøre ren,pastroj
1239,waschen::V,vaske,laj
1240,waschen::V,vaske,finjos
1241,abwischen::V,tørke av,fshij
1242,spülen::V,spyle,kulloj
1243,spülen::V,skylle,kulloj
1244,fegen::V,feie,fshij
1245,kehren::V,koste,fshij
1246,baden::V,bade,lahem
1247,sich waschen::V,vaske seg,lahem
1248,ausziehen::V,ta av,heq
1249,ausziehen::V,ta av,zbath
1250,anziehen::V,ta på,vesh
1251,anziehen::V,ta på,mbath
1252,sich anziehen::V,kle på seg,vishem
1253,kämmen::V,gre,kreh
1254,kämmen::V,kjemme,kreh
1255,schmücken::V,pynte,hijeshoj
1256,schmücken::V,smykke,hijeshoj
1257,sagen::V,si,them
1258,sprechen::V,snakke,flas
1259,reden::V,tale,fjalos
1260,reden::V,tale,fjalëtoj
1261,reden::V,snakke,fjalos
1262,reden::V,snakke,fjalëtoj
1263,sich unterhalten::V,samtale,bisedoj
1264,fragen::V,spørre,pyes
1265,bitten::V,be,lus
1266,bitten::V,be,lutem
1267,erzählen::V,fortelle,rrëfej
1268,mitteilen::V,meddele,kumtoj
1269,nennen::V,kalle,quaj
1270,rufen::V,rope,thërras
1271,prahlen::V,skryte,mburrem
1272,prahlen::V,skryte,kapardisem
1273,übersetzen::V,oversette,përkthej
1274,denken::V,tenke,mendoj
1275,glauben::V,tro,besoj
1276,bemerken::V,bemerke,vërej
1277,bemerken::V,legge merke til,vërej
1278,erkennen::V,gjenkjenne,njoh
1279,erkennen::V,gjenkjenne,shquaj
1280,begreifen::V,begripe,marr vesh
1281,verstehen::V,forstå,marr vesh
1282,verstehen::V,skjønne,marr vesh
1283,lernen::V,lære,mësoj
1284,wissen::V,vite,di
1285,sich erinnern an::V,huske på,kujtoj
1286,vergessen::V,glemme,harroj
1287,messen::V,måle,mas
1288,zählen::V,telle,njeh
1289,rechnen::V,regne,llogaris
1290,lesen::V,lese,lexoj
1291,lesen::V,lese,këndoj
1292,malen::V,male,lyej
1293,zeichnen::V,tegne,vizatoj
1294,schreiben::V,skrive,shkruaj
1295,besitzen::V,eie,kam
1296,besitzen::V,inneha,kam
1297,kaufen::V,kjøpe,blej
1298,verkaufen::V,selge,shes
1299,bezahlen::V,betale,paguaj
1300,zahlen::V,betale,paguaj
1301,beherrschen::V,beherske,zotëroj
1302,ertragen::V,orke,duroj
1303,schlagen::V,,rrah
1304,schlagen::V,,godas
