,Concept_ID,ka,da
754,kaum::ADV,ძლივს,knap
755,kaum::ADV,ძლივს,næppe
756,sehr::ADV,მეტად,meget
757,sehr::ADV,ძალიან,meget
758,so::ADV,ისე,så
759,noch::ADV,ჯერ,endnu
760,nur::ADV,მხოლოდ,kun
761,nur::ADV,მხოლოდ,bare
762,schon::ADV,უკვე,alt
763,schon::ADV,უკვე,allerede
764,wieder::ADV,ისევ,igen
765,wieder::ADV,კიდევ,igen
766,vergebens::ADV,ამაოდ,forgæves
767,vergebens::ADV,ტყუილად,forgæves
768,vor::PRP,წინ,foran
769,vor::PRP,წინ,uden for
770,hinter::PRP,უკან,bag
771,hinter::PRP,უკან,bagved
772,hinter::PRP,მიღმა,bag
773,hinter::PRP,მიღმა,bagved
774,unter::PRP,ქვეშ,under
775,unter::PRP,ქვევით,under
776,durch::PRP,გავლით,gennem
777,durch::PRP,გავლით,igennem
778,neben::PRP,გვერდით,ved siden af
779,zwischen::PRP,შუა,mellem
780,zwischen::PRP,შორის,mellem
781,wegen::PRP,გამო,på grund af
782,wegen::PRP,შედეგად,på grund af
783,dies::PRN,ეს,dette
784,das::PRN,ეგ,det
785,alles::PRN,ყველაფერი,alt
786,ich::PRN,მე,jeg
787,du::PRN,შენ,du
788,er::PRN,ის,han
789,er::PRN,იგი,han
790,wir::PRN,ჩვენ,vi
791,ihr::PRN,თქვენ,I
792,sie::PRN,ისინი,de
793,was::FPRN,რა,hvad
794,wer::FPRN,ვინ,hvem
795,wo::FADV,სად,hvor
796,wohin::FADV,საით,hvorhen
797,wie::FADV,როგორ,hvordan
798,warum::FADV,რაზე,hvorfor
799,warum::FADV,რატომ,hvorfor
800,wieviel::FNUM,რამდენი,hvor meget
801,eins::NUM,ერთი,én
802,zwei::NUM,ორი,to
803,drei::NUM,სამი,tre
804,vier::NUM,ოთხი,fire
805,fünf::NUM,ხუთი,fem
806,sechs::NUM,ექვსი,seks
807,sieben::NUM,შვიდი,syv
808,acht::NUM,რვა,otte
809,neun::NUM,ცხრა,ni
810,zehn::NUM,ათი,ti
811,elf::NUM,თერთმეტი,elleve
812,zwölf::NUM,თორმეტი,tolv
813,zwanzig::NUM,ოცი,tyve
814,dreißig::NUM,ოცდაათი,tredive
815,vierzig::NUM,ორმოცი,fyrre
816,vierzig::NUM,ორმოცი,fyrretyve
817,fünfzig::NUM,ორმოცდაათი,halvtreds
818,sechzig::NUM,სამოცი,tres
819,siebzig::NUM,სამოცდაათი,halvfjerds
820,achtzig::NUM,ოთხმოცი,firs
821,neunzig::NUM,ოთხმოცდაათი,halvfems
822,hundert::NUM,ასი,hundrede
823,tausend::NUM,ათასი,tusind
824,und::CNJ,და,og
825,oder::CNJ,ან,eller
826,stehen::V,დგას,stå
827,sitzen::V,ზის,sidde
828,liegen::V,აწევს,ligge
829,hängen::V,კიდია,hænge
830,werden::V,გახდება,blive
831,passieren::V,მოხდება,ske
832,passieren::V,მოხდება,hænde
833,beginnen::V,იწყება,begynde
834,enden::V,გათავდება,ende
835,wechseln::V,იცვლება,veksle
836,aufgehen[Sonne]::V,ამოდის,gå op
837,aufgehen[Sonne]::V,ამოდის,stå op
838,untergehen[Sonne]::V,ჩადის,gå ned
839,scheinen[Sonne]::V,ანათებს,skinne
840,donnern::V,ქუხს,tordne
841,wehen::V,ქრის,blæse
842,wehen::V,დაუბერავს,blæse
843,strömen::V,იღვრება,strømme
844,fließen::V,დის,flyde
845,fließen::V,მიედინება,flyde
846,sich drehen::V,ტრიალებს,dreje sig
847,schwanken::V,ირხევა,vakle
848,schwingen::V,ირხევა,svinge
849,fallen::V,დავარდება,falde
850,brennen::V,იწვის,brænde
851,rauchen::V,ბოლავს,ryge
852,rauchen::V,აბოლებს,ryge
853,regnen::V,წვიმს,regne
854,gefrieren::V,იყინება,fryse
855,tauen::V,დნება,tø
856,schmelzen::V,დნება,smelte
857,trocknen::V,გაშრება,tørre
858,sieden::V,დუღს,koge
859,faulen::V,ლპება,rådne
860,verfaulen::V,ლპება,rådne
861,reißen::V,დაიხევა,briste
862,versinken::V,ეფლობა,synke
863,versinken::V,ეფლობა,synke ned
864,versinken::V,ჩაიძირება,synke
865,versinken::V,ჩაიძირება,synke ned
866,vergehen::V,გადის,forløbe
867,erscheinen::V,გამოჩნდება,vise sig
868,verschwinden::V,გააქრება,forsvinde
869,verschwinden::V,დაიკარგება,forsvinde
870,sinken::V,დაიწევს,synke
871,abnehmen::V,შემცირდება,aftage
872,zunehmen::V,გასუქდება,tiltage
873,steigen::V,მოიმატებს,stige
874,wachsen::V,იზრდება,gro
875,wachsen::V,იზრდება,vokse
876,wachsen::V,მრავლდება,gro
877,wachsen::V,მრავლდება,vokse
878,glänzen::V,ბრწყინავს,glinse
879,funkeln::V,კაშკაშებს,tindre
880,lärmen::V,ხმაურობს,larme
881,läuten::V,დარეკავს,ringe
882,klingeln::V,დარეკავს,ringe
883,klirren::V,დააწკარუნებს,klirre
884,brausen::V,ბობოქრობს,bruse
885,rauschen::V,შრიალებს,suse
886,klingen::V,ხმას გამოსცემს,lyde
887,klingen::V,ხმას გამოსცემს,klinge
888,bellen::V,უყეფს,gø
889,heulen::V,ღმუის,hyle
890,blasen::V,დაუბერავს,blæse
891,pfeifen::V,უსტვენს,fløjte
892,schreien::V,ყვირის,skrige
893,stöhnen::V,კვნესის,stønne
894,zittern::V,აძაგძაგებს,dirre
895,zittern::V,აძაგძაგებს,skælve
896,leben::V,ცოცხლობს,leve
897,geboren werden::V,იშვება,fødes
898,geboren werden::V,იბადება,fødes
899,atmen::V,სუნთქავს,ånde
900,trinken::V,სვამს,drikke
901,trinken::V,დალევს,drikke
902,essen::V,შეჭამს,spise
903,schlucken::V,ყლაპავს,synke
904,müde werden::V,დაიქანცება,blive træt
905,einschlafen::V,დაიძინებს,falde i søvn
906,schlafen::V,სძინავს,sove
907,aufwachen::V,გაიღვიძებს,vågne
908,aufstehen::V,ადგება,stå op
909,sich erholen::V,დაისვენებს,komme sig
910,krank werden::V,ავად გახდება,blive syg
911,krank sein::V,ავადმყოფობს,være syg
912,schmerzen::V,სტკივა,smerte
913,husten::V,ახველებს,hoste
914,genesen::V,მორჩება,komme sig
915,sterben::V,კვდება,dø
916,umkommen::V,დაიღუპება,omkomme
917,sich bewegen::V,იძვრის,bevæge sig
918,sich bewegen::V,მოძრაობს,bevæge sig
919,sich rühren::V,გაინძრევა,røre på sig
920,sich erheben::V,ადგება,rejse sig
921,sich setzen::V,დაჯდება,sætte sig
922,hinfallen::V,დაეცემა,
923,laufen::V,დადის,løbe
924,schreiten::V,აბიჯებს,skride
925,spazierengehen::V,დასეირნობს,gå en tur
926,eilen::V,მიიჩქარის,ile
927,sich beeilen::V,აჩქარდება,skynde sig
928,sausen::V,მიქრის,suse
929,rennen::V,დარბის,løbe
930,rennen::V,დარბის,rende
931,springen::V,ხტის,hoppe
932,springen::V,ხტის,springe
933,klettern::V,ძვრება,klatre
934,schaukeln::V,ქანაობს,gynge
935,kriechen::V,დაბობღავს,krybe
936,schwimmen::V,ცურავს,svømme
937,tauchen::V,ჩაიძირება,dykke
938,rudern::V,ნიჩაბს უსვამს,ro
939,fahren::V,დადის,køre
940,fahren::V,მგზავრობს,køre
941,fliegen::V,იფრენს,flyve
942,fliegen::V,გაფრინდება,flyve
943,gehen::V,მიდის,gå
944,weggehen::V,წამოდის,gå bort
945,abfahren::V,მიემგზავრება,køre bort
946,anhalten::V,ჩერდება,standse
947,hineingehen::V,შედის,gå ind
948,eintreten::V,შედის,træde ind
949,kommen::V,მოდის,komme
950,ankommen::V,ჩადის,ankomme
951,zurückkommen::V,დაბრუნდება,komme tilbage
952,bleiben::V,დარჩება,blive
953,bleiben::V,დარჩება,forblive
954,warten::V,ელოდება,vente
955,erwarten::V,ელის,vente
956,erwarten::V,ელის,afvente
957,erwarten::V,დაიცდის,vente
958,erwarten::V,დაიცდის,afvente
959,suchen::V,ეძებს,søge
960,suchen::V,მოძებნის,søge
961,finden::V,მიაგნებს,finde
962,finden::V,გამოძებნის,finde
963,versuchen::V,ცდის,forsøge
964,versuchen::V,ცდილობს,forsøge
965,vorbereiten::V,მოამზადებს,forberede
966,lieben::V,უყვარს,elske
967,mögen::V,ეტრფის,holde af
968,mögen::V,ეტრფის,kunne lide
969,lachen::V,იცინის,le
970,rühren::V,გულს აუჩუყებს,røre
971,weinen::V,ტირის,græde
972,schimpfen::V,შეიგინება,skænde
973,sich ärgern::V,გაბრაზობს,ærgre sig
974,sich fürchten::V,შიშობს,være bange
975,fürchten::V,ფრთხილობს,være bange for
976,fliehen::V,გაიქცევა,flygte
977,flüchten::V,გაიქცევა,flygte
978,sehen::V,ხედავს,se
979,anschauen::V,ნახავს,se på
980,anschauen::V,ნახავს,betragte
981,ansehen::V,უყურებს,anse
982,hören::V,ისმენს,høre
983,zuhören::V,მოისმენს,høre til
984,probieren::V,გასინჯავს,smage
985,probieren::V,გასინჯავს,smage på
986,riechen::V,ყნოსავს,lugte
987,fühlen::V,გრძნობს,føle
988,scheinen::V,ეჩვენება,synes
989,zu sehen sein::V,მოჩანს,synes
990,vernehmen::V,გაიგებს,erfare
991,frieren::V,იყინება,fryse
992,tun::V,აკეთებს,gøre
993,können::V,შეიძლება,kunne
994,wollen::V,უნდა,ville
995,anfangen::V,დაიწყებს,begynde
996,beenden::V,ამთავრებს,afslutte
997,aufhören::V,შეწყვეტს,ophøre
998,aufhören::V,შეწყვეტს,holde op
999,gelingen::V,მოახერხებს,lykkes
1000,geraten::V,გამოდის,blive
1001,öffnen::V,გახსნის,åbne
1002,schließen::V,ხურავს,lukke
1003,schließen::V,დაკეტავს,lukke
1004,stellen::V,დადგამს,stille
1005,setzen::V,დასვამს,sætte
1006,legen::V,დადებს,lægge
1007,berühren::V,შეახებს,berøre
1008,berühren::V,მიაკარებს,berøre
1009,verbinden::V,შეაერთებს,forbinde
1010,bedecken::V,გადააფარებს,dække
1011,bedecken::V,გადააფარებს,bedække
1012,aufhängen::V,დაკიდებს,hænge
1013,aufhängen::V,დაკიდებს,hænge op
1014,anzünden::V,დაანთებს,tænde
1015,anzünden::V,დაანთებს,antænde
1016,anzünden::V,მოუკიდებს,tænde
1017,anzünden::V,მოუკიდებს,antænde
1018,aufheben::V,აიღებს,løfte
1019,aufheben::V,აიღებს,tage op
1020,aufheben::V,აიყვანს,løfte
1021,aufheben::V,აიყვანს,tage op
1022,zurücklassen::V,დატოვებს,lade tilbage
1023,verlieren::V,დაკარგავს,miste
1024,fallen lassen::V,გაუვარდება,tabe
1025,fallen lassen::V,გაუვარდება,droppe
1026,machen::V,გააკეთებს,gøre
1027,machen::V,გამოიწვევს,gøre
1028,herstellen::V,დაამზადებს,fremstille
1029,bauen::V,ააშენებს,bygge
1030,reparieren::V,შეაკეთებს,reparere
1031,reparieren::V,გაარემონტებს,reparere
1032,verbessern::V,გამოაკეთებს,rette
1033,verbessern::V,გამოაკეთებს,forbedre
1034,verbessern::V,გააუმჯობესებს,rette
1035,verbessern::V,გააუმჯობესებს,forbedre
1036,ändern::V,შეცვლის,ændre
1037,graben::V,თხრის,grave
1038,beugen::V,ხრის,bøje
1039,biegen::V,გაღუნავს,bøje
1040,drehen::V,ატრიალებს,dreje
1041,wenden::V,მოაბრუნებს,vende
1042,umdrehen::V,შეატრიალებს,dreje om
1043,heben::V,ასწევს,hæve
1044,hochheben::V,აიყვანს,løfte
1045,ergreifen::V,სტაცებს,gribe fat i
1046,halten::V,უჭირავს,holde
1047,drücken::V,დააწვება,trykke
1048,schieben::V,მისწევს,skyde
1049,schieben::V,მისწევს,skubbe
1050,kratzen::V,მოფხანს,klø
1051,kratzen::V,მოფხანს,kradse
1052,lecken::V,ლოკავს,slikke
1053,beißen::V,უკბენს,bide
1054,abreißen::V,გლეჯს,rive af
1055,abreißen::V,მოწყვეტს,rive af
1056,abschneiden::V,გაჭრის,skære af
1057,binden::V,შეკრავს,binde
1058,binden::V,გადააბამს,binde
1059,stecken::V,ჩაასობს,stikke
1060,brechen::V,მოიტეხს,brække
1061,klopfen::V,აკაკუნებს,banke
1062,hauen::V,ლეწავს,hugge
1063,kleben::V,წებავს,klistre
1064,kleben::V,დააწებებს,klistre
1065,reiben::V,დაზელს,gnide
1066,streichen::V,უსვამს,smøre
1067,schleifen::V,ლესავს,slibe
1068,schneiden::V,გაჭრის,skære
1069,schneiden::V,გაჭრის,klippe
1070,rütteln::V,არხევს,ruske
1071,schütteln::V,არყევს,ryste
1072,schütteln::V,ანძრევს,ryste
1073,schwenken::V,აქნევს,svinge
1074,schütten::V,ღვრის,hælde
1075,schütten::V,დააქცევს,hælde
1076,füllen::V,გაავსებს,fylde
1077,einwickeln::V,შეახვევს,pakke ind
1078,tragen::V,მიიტანს,bære
1079,schleppen::V,მიათრევს,slæbe
1080,ziehen::V,წევს,trække
1081,ziehen::V,ათრევს,trække
1082,aufbewahren::V,შეინახავს,opbevare
1083,werfen::V,ისვრის,kaste
1084,fangen::V,დაიჭერს,fange
1085,packen::V,სტაცებს,gribe
1086,verstecken::V,მალავს,gemme
1087,teilen::V,დაყოფს,dele
1088,schicken::V,გაგზავნის,sende
1089,bringen::V,მოიტანს,bringe
1090,hinzufügen::V,დაამატებს,tilføje
1091,bekommen::V,ამოიღებს,få
1092,erhalten::V,იღებს,få
1093,nehmen::V,აიღებს,tage
1094,wählen::V,გადაარჩევს,vælge
1095,auswählen::V,ამოარჩევს,udvælge
1096,bewahren::V,ინარჩუნებს,bevare
1097,behindern::V,აბრკოლებს,hindre
1098,behindern::V,აბრკოლებს,forhindre
1099,behindern::V,გააძნელებს,hindre
1100,behindern::V,გააძნელებს,forhindre
1101,verderben::V,გააფუჭებს,ødelægge
1102,beschädigen::V,დააზიანებს,beskadige
1103,zerbrechen::V,დაამტვრევს,brække itu
1104,zerreißen::V,გახევს,rive itu
1105,zerstören::V,მოსპობს,ødelægge
1106,zerstören::V,დაანგრევს,ødelægge
1107,verbrennen::V,დაწვავს,brænde
1108,geben::V,აძლევს,give
1109,reichen::V,მიაწოდებს,række
1110,schenken::V,აჩუქებს,forære
1111,versprechen::V,აღუთქვამს,love
1112,wünschen::V,უსურვებს,ønske
1113,loben::V,აქებს,rose
1114,loben::V,ამკობს,rose
1115,küssen::V,აკოცებს,kysse
1116,wiegen::V,არხევს,vugge
1117,zudecken::V,გადახურავს,dække til
1118,wecken::V,გააღვიძებს,vække
1119,zeigen::V,დაანახვებს,vise
1120,führen::V,მიჰყავს,føre
1121,lehren::V,ასწავლის,lære
1122,unterrichten::V,ასწავლის,undervise
1123,aufziehen::V,აღზრდის,opdrage
1124,leiten::V,აწარმოებს,lede
1125,leiten::V,ხელმძღვანელობს,lede
1126,antreiben::V,დააჩქარებს,skynde på
1127,lassen::V,ა--ინებს,få til at
1128,einladen::V,მოიპატიჟებს,indbyde
1129,einladen::V,მოიპატიჟებს,invitere
1130,vereinigen::V,შეაერთებს,forene
1131,besuchen::V,სანახავად მიდის,besøge
1132,treffen::V,შეხვდება,møde
1133,sich versammeln::V,შეიკრიბება,forsamles
1134,spielen::V,ეთამაშება,lege
1135,spielen::V,ეთამაშება,spille
1136,singen::V,მღერის,synge
1137,tanzen::V,ცეკვავს,danse
1138,sich trennen::V,მოშორდება,skilles
1139,verlassen::V,მიატოვებს,forlade
1140,retten::V,იხსნის,redde
1141,retten::V,გადაარჩენს,redde
1142,bewachen::V,დარაჯობს,bevogte
1143,bewachen::V,უთვალთვალებს,bevogte
1144,schützen::V,დაიფარავს,skærme
1145,schützen::V,დაიფარავს,beskytte
1146,verteidigen::V,დაიცავს,forsvare
1147,sich schlagen::V,იჩხუბებს,slås
1148,schießen::V,ისვრის,skyde
1149,siegen::V,გაიმარჯვებს,sejre
1150,ärgern::V,აჯავრებს,ærgre
1151,schlagen::V,ცემს,slå
1152,treten::V,პანღურს ამოჰკრავს,sparke
1153,stechen::V,სჩხვლეტს,stikke
1154,stoßen::V,დაეჯახება,støde
1155,stehlen::V,ქურდობს,stjæle
1156,stehlen::V,მოიპარავს,stjæle
1157,stören::V,შეაწუხებს,forstyrre
1158,belästigen::V,მობეზრდება,genere
1159,belästigen::V,მობეზრდება,ulejlige
1160,verbergen::V,დამალავს,skjule
1161,täuschen::V,შეცდებს,villede
1162,betrügen::V,მოატყუებს,bedrage
1163,töten::V,მოკლავს,dræbe
1164,wohnen::V,ცხოვრობს,bo
1165,wohnen::V,ბინადრობს,bo
1166,arbeiten::V,მუშაობს,arbejde
1167,sammeln::V,შეკრებს,samle
1168,pflücken::V,კრეფს,plukke
1169,jagen::V,ნადირობს,jage
1170,fischen::V,თევზაობს,fiske
1171,fassen::V,დააჭერს,fange
1172,hüten::V,მწყემსავს,vogte
1173,treiben::V,მიერეკება,drive
1174,anbinden::V,მიაბამს,binde fast
1175,füttern::V,აჭმევს,fodre
1176,melken::V,წველის,malke
1177,hacken::V,კეპავს,hakke
1178,gießen::V,რწყავს,hælde
1179,reifen::V,მწიფდება,modne
1180,zubereiten::V,მოამზადებს,tilberede
1181,kochen::V,მოხარშავს,koge
1182,backen::V,გამოაცხობს,bage
1183,braten::V,შეწვავს,stege
1184,umrühren::V,შეურევს,røre om
1185,umrühren::V,გათქვეფს,røre om
1186,stricken::V,ქსოვს,strikke
1187,nähen::V,გაკერავს,sy
1188,färben::V,შეღებავს,farve
1189,reinigen::V,გაწმენდს,rense
1190,reinigen::V,გაწმენდს,gøre ren
1191,reinigen::V,გასუფთავებს,rense
1192,reinigen::V,გასუფთავებს,gøre ren
1193,waschen::V,გარეცხავს,vaske
1194,abwischen::V,წაშლის,tørre af
1195,spülen::V,გაავლებს,skylle
1196,fegen::V,დაბლანდავს,feje
1197,kehren::V,დაგვის,feje
1198,baden::V,ბანაობს,bade
1199,sich waschen::V,იბანება,vaske sig
1200,ausziehen::V,გაიხდის,tage af
1201,anziehen::V,ჩაიცვამს,tage på
1202,sich anziehen::V,ჩაიცვამს,klæde sig på
1203,kämmen::V,დავარცხნის,rede
1204,kämmen::V,დავარცხნის,frisere
1205,schmücken::V,მორთავს,pynte
1206,schmücken::V,მორთავს,smykke
1207,sagen::V,იტყვის,sige
1208,sprechen::V,ლაპარაკობს,snakke
1209,reden::V,საუბრობს,tale
1210,reden::V,საუბრობს,snakke
1211,sich unterhalten::V,ბაასობს,snakke sammen
1212,sich unterhalten::V,მუსაიფობს,snakke sammen
1213,fragen::V,ჰკითხავს,spørge
1214,bitten::V,სთხოვს,bede
1215,erzählen::V,მოუთხრობს,berette
1216,erzählen::V,მოუთხრობს,fortælle
1217,mitteilen::V,აუწყებს,meddele
1218,mitteilen::V,აცნობებს,meddele
1219,nennen::V,უწოდებს,nævne
1220,rufen::V,დაუძახებს,råbe
1221,prahlen::V,ტრაბახობს,prale
1222,übersetzen::V,გადათარგმნის,oversætte
1223,denken::V,ფიქრობს,tænke
1224,denken::V,აზროვნებს,tænke
1225,glauben::V,სჯერა,tro
1226,bemerken::V,შენიშვნავს,bemærke
1227,bemerken::V,შენიშვნავს,lægge mærke til
1228,erkennen::V,გამოიცნობს,genkende
1229,begreifen::V,გაიგებს,begribe
1230,verstehen::V,გაიგონებს,forstå
1231,lernen::V,ისწავლის,lære
1232,wissen::V,ეცოდინება,vide
1233,sich erinnern an::V,მოიგონებს,mindes
1234,sich erinnern an::V,მოიგონებს,huske på
1235,sich erinnern an::V,გაიხსენებს,mindes
1236,sich erinnern an::V,გაიხსენებს,huske på
1237,vergessen::V,ივიწყებს,glemme
1238,messen::V,ზომავს,måle
1239,zählen::V,ითვლის,tælle
1240,rechnen::V,გაიანგარიშებს,regne
1241,lesen::V,კითხულობს,læse
1242,malen::V,ხატავს,male
1243,zeichnen::V,ხაზავს,tegne
1244,schreiben::V,დაწერს,skrive
1245,besitzen::V,ექნება,eje
1246,besitzen::V,ექნება,besidde
1247,kaufen::V,ყიდულობს,købe
1248,verkaufen::V,გაყიდის,sælge
1249,bezahlen::V,გადაიხდის,betale
1250,zahlen::V,გადაიხდის,betale
1251,beherrschen::V,ფლობს,beherske
1252,ertragen::V,მოითმენს,tåle
1253,ertragen::V,მოითმენს,udholde
