,Concept_ID,en,ka
780,acht::NUM,eight,რვა
781,neun::NUM,nine,ცხრა
782,zehn::NUM,ten,ათი
783,elf::NUM,eleven,თერთმეტი
784,zwölf::NUM,twelve,თორმეტი
785,zwanzig::NUM,twenty,ოცი
786,dreißig::NUM,thirty,ოცდაათი
787,vierzig::NUM,forty,ორმოცი
788,fünfzig::NUM,fifty,ორმოცდაათი
789,sechzig::NUM,sixty,სამოცი
790,siebzig::NUM,seventy,სამოცდაათი
791,achtzig::NUM,eighty,ოთხმოცი
792,neunzig::NUM,ninety,ოთხმოცდაათი
793,hundert::NUM,a hundred,ასი
794,tausend::NUM,a thousand,ათასი
795,und::CNJ,and,და
796,oder::CNJ,or,ან
797,stehen::V,stand,დგას
798,sitzen::V,sit,ზის
799,liegen::V,lie,აწევს
800,hängen::V,hang,კიდია
801,werden::V,become,გახდება
802,passieren::V,happen,მოხდება
803,beginnen::V,begin,იწყება
804,enden::V,end,გათავდება
805,wechseln::V,change,იცვლება
806,aufgehen[Sonne]::V,rise,ამოდის
807,untergehen[Sonne]::V,set,ჩადის
808,scheinen[Sonne]::V,shine,ანათებს
809,donnern::V,thunder,ქუხს
810,wehen::V,blow,ქრის
811,wehen::V,blow,დაუბერავს
812,strömen::V,stream,იღვრება
813,fließen::V,flow,დის
814,fließen::V,flow,მიედინება
815,sich drehen::V,revolve,ტრიალებს
816,schwanken::V,sway,ირხევა
817,schwingen::V,swing,ირხევა
818,fallen::V,fall,დავარდება
819,brennen::V,burn,იწვის
820,rauchen::V,smoke,ბოლავს
821,rauchen::V,smoke,აბოლებს
822,regnen::V,rain,წვიმს
823,gefrieren::V,freeze,იყინება
824,tauen::V,thaw,დნება
825,schmelzen::V,melt,დნება
826,trocknen::V,dry,გაშრება
827,sieden::V,boil,დუღს
828,faulen::V,rot,ლპება
829,verfaulen::V,decay,ლპება
830,reißen::V,snap,დაიხევა
831,versinken::V,sink,ეფლობა
832,versinken::V,sink,ჩაიძირება
833,vergehen::V,pass,გადის
834,erscheinen::V,appear,გამოჩნდება
835,verschwinden::V,disappear,გააქრება
836,verschwinden::V,disappear,დაიკარგება
837,sinken::V,drop,დაიწევს
838,abnehmen::V,decrease,შემცირდება
839,zunehmen::V,increase,გასუქდება
840,steigen::V,rise,მოიმატებს
841,wachsen::V,grow,იზრდება
842,wachsen::V,grow,მრავლდება
843,glänzen::V,shine,ბრწყინავს
844,funkeln::V,sparkle,კაშკაშებს
845,lärmen::V,be noisy,ხმაურობს
846,läuten::V,chime,დარეკავს
847,klingeln::V,ring,დარეკავს
848,klirren::V,tinkle,დააწკარუნებს
849,brausen::V,roar,ბობოქრობს
850,rauschen::V,rustle,შრიალებს
851,klingen::V,sound,ხმას გამოსცემს
852,bellen::V,bark,უყეფს
853,heulen::V,howl,ღმუის
854,blasen::V,blow,დაუბერავს
855,pfeifen::V,whistle,უსტვენს
856,schreien::V,shout,ყვირის
857,stöhnen::V,groan,კვნესის
858,zittern::V,tremble,აძაგძაგებს
859,leben::V,be alive,ცოცხლობს
860,geboren werden::V,be born,იშვება
861,geboren werden::V,be born,იბადება
862,atmen::V,breathe,სუნთქავს
863,trinken::V,drink,სვამს
864,trinken::V,drink,დალევს
865,essen::V,eat,შეჭამს
866,schlucken::V,swallow,ყლაპავს
867,müde werden::V,get tired,დაიქანცება
868,einschlafen::V,fall asleep,დაიძინებს
869,schlafen::V,sleep,სძინავს
870,aufwachen::V,wake up,გაიღვიძებს
871,aufstehen::V,get up,ადგება
872,sich erholen::V,relax,დაისვენებს
873,krank werden::V,fall ill,ავად გახდება
874,krank sein::V,be ill,ავადმყოფობს
875,schmerzen::V,ache,სტკივა
876,husten::V,cough,ახველებს
877,genesen::V,recover,მორჩება
878,sterben::V,die,კვდება
879,umkommen::V,perish,დაიღუპება
880,sich bewegen::V,move,იძვრის
881,sich bewegen::V,move,მოძრაობს
882,sich rühren::V,budge,გაინძრევა
883,sich erheben::V,stand up,ადგება
884,sich setzen::V,sit down,დაჯდება
885,hinfallen::V,tumble,დაეცემა
886,laufen::V,walk,დადის
887,schreiten::V,pace,აბიჯებს
888,spazierengehen::V,go for a walk,დასეირნობს
889,eilen::V,rush,მიიჩქარის
890,sich beeilen::V,hurry,აჩქარდება
891,sausen::V,dash,მიქრის
892,rennen::V,run,დარბის
893,springen::V,jump,ხტის
894,klettern::V,climb,ძვრება
895,schaukeln::V,seesaw,ქანაობს
896,kriechen::V,creep,დაბობღავს
897,schwimmen::V,swim,ცურავს
898,tauchen::V,dive,ჩაიძირება
899,rudern::V,row,ნიჩაბს უსვამს
900,fahren::V,drive,დადის
901,fahren::V,drive,მგზავრობს
902,fliegen::V,fly,იფრენს
903,fliegen::V,fly,გაფრინდება
904,gehen::V,go,მიდის
905,weggehen::V,go away,წამოდის
906,abfahren::V,depart,მიემგზავრება
907,anhalten::V,stop,ჩერდება
908,hineingehen::V,go in,შედის
909,eintreten::V,enter,შედის
910,kommen::V,come,მოდის
911,ankommen::V,arrive,ჩადის
912,zurückkommen::V,come back,დაბრუნდება
913,bleiben::V,stay,დარჩება
914,warten::V,wait,ელოდება
915,erwarten::V,wait for,ელის
916,erwarten::V,wait for,დაიცდის
917,suchen::V,seek,ეძებს
918,suchen::V,seek,მოძებნის
919,suchen::V,look for,ეძებს
920,suchen::V,look for,მოძებნის
921,finden::V,find,მიაგნებს
922,finden::V,find,გამოძებნის
923,versuchen::V,try,ცდის
924,versuchen::V,try,ცდილობს
925,vorbereiten::V,prepare,მოამზადებს
926,lieben::V,love,უყვარს
927,mögen::V,like,ეტრფის
928,lachen::V,laugh,იცინის
929,rühren::V,move,გულს აუჩუყებს
930,weinen::V,weep,ტირის
931,schimpfen::V,grumble,შეიგინება
932,sich ärgern::V,be annoyed,გაბრაზობს
933,sich fürchten::V,be afraid,შიშობს
934,fürchten::V,be afraid of,ფრთხილობს
935,fliehen::V,flee,გაიქცევა
936,flüchten::V,escape,გაიქცევა
937,sehen::V,see,ხედავს
938,anschauen::V,look at,ნახავს
939,ansehen::V,watch,უყურებს
940,hören::V,hear,ისმენს
941,zuhören::V,listen,მოისმენს
942,probieren::V,taste,გასინჯავს
943,riechen::V,smell,ყნოსავს
944,fühlen::V,feel,გრძნობს
945,scheinen::V,seem,ეჩვენება
946,zu sehen sein::V,show,მოჩანს
947,vernehmen::V,hear,გაიგებს
948,frieren::V,be cold,იყინება
949,tun::V,do,აკეთებს
950,können::V,can,შეიძლება
951,wollen::V,want,უნდა
952,anfangen::V,start,დაიწყებს
953,beenden::V,finish,ამთავრებს
954,aufhören::V,stop,შეწყვეტს
955,gelingen::V,succeed,მოახერხებს
956,geraten::V,turn out,გამოდის
957,öffnen::V,open,გახსნის
958,schließen::V,close,ხურავს
959,schließen::V,close,დაკეტავს
960,stellen::V,put,დადგამს
961,setzen::V,place,დასვამს
962,legen::V,lay,დადებს
963,berühren::V,touch,შეახებს
964,berühren::V,touch,მიაკარებს
965,verbinden::V,connect,შეაერთებს
966,bedecken::V,cover,გადააფარებს
967,aufhängen::V,hang up,დაკიდებს
968,anzünden::V,light,დაანთებს
969,anzünden::V,light,მოუკიდებს
970,aufheben::V,pick up,აიღებს
971,aufheben::V,pick up,აიყვანს
972,zurücklassen::V,leave,დატოვებს
973,verlieren::V,lose,დაკარგავს
974,fallen lassen::V,drop,გაუვარდება
975,machen::V,make,გააკეთებს
976,machen::V,make,გამოიწვევს
977,herstellen::V,produce,დაამზადებს
978,bauen::V,build,ააშენებს
979,reparieren::V,mend,შეაკეთებს
980,reparieren::V,mend,გაარემონტებს
981,verbessern::V,improve,გამოაკეთებს
982,verbessern::V,improve,გააუმჯობესებს
983,ändern::V,alter,შეცვლის
984,graben::V,dig,თხრის
985,beugen::V,bow,ხრის
986,biegen::V,bend,გაღუნავს
987,drehen::V,spin,ატრიალებს
988,wenden::V,turn,მოაბრუნებს
989,umdrehen::V,turn around,შეატრიალებს
990,heben::V,raise,ასწევს
991,hochheben::V,lift,აიყვანს
992,ergreifen::V,seize,სტაცებს
993,halten::V,hold,უჭირავს
994,drücken::V,press,დააწვება
995,schieben::V,push,მისწევს
996,kratzen::V,scrape,მოფხანს
997,lecken::V,lick,ლოკავს
998,beißen::V,bite,უკბენს
999,abreißen::V,tear off,გლეჯს
1000,abreißen::V,tear off,მოწყვეტს
1001,abschneiden::V,cut off,გაჭრის
1002,binden::V,tie,შეკრავს
1003,binden::V,tie,გადააბამს
1004,stecken::V,stick,ჩაასობს
1005,brechen::V,break,მოიტეხს
1006,klopfen::V,knock,აკაკუნებს
1007,hauen::V,hit,ლეწავს
1008,kleben::V,glue,წებავს
1009,kleben::V,glue,დააწებებს
1010,reiben::V,rub,დაზელს
1011,streichen::V,spread,უსვამს
1012,schleifen::V,grind,ლესავს
1013,schneiden::V,cut,გაჭრის
1014,rütteln::V,jolt,არხევს
1015,schütteln::V,shake,არყევს
1016,schütteln::V,shake,ანძრევს
1017,schwenken::V,swing,აქნევს
1018,schütten::V,pour,ღვრის
1019,schütten::V,pour,დააქცევს
1020,füllen::V,fill,გაავსებს
1021,einwickeln::V,wrap,შეახვევს
1022,tragen::V,carry,მიიტანს
1023,schleppen::V,drag,მიათრევს
1024,ziehen::V,pull,წევს
1025,ziehen::V,pull,ათრევს
1026,aufbewahren::V,keep,შეინახავს
1027,werfen::V,throw,ისვრის
1028,fangen::V,catch,დაიჭერს
1029,packen::V,grab,სტაცებს
1030,verstecken::V,hide,მალავს
1031,teilen::V,divide,დაყოფს
1032,schicken::V,send,გაგზავნის
1033,bringen::V,bring,მოიტანს
1034,hinzufügen::V,add,დაამატებს
1035,bekommen::V,get,ამოიღებს
1036,erhalten::V,receive,იღებს
1037,nehmen::V,take,აიღებს
1038,wählen::V,choose,გადაარჩევს
1039,auswählen::V,select,ამოარჩევს
1040,bewahren::V,preserve,ინარჩუნებს
1041,behindern::V,hinder,აბრკოლებს
1042,behindern::V,hinder,გააძნელებს
1043,verderben::V,spoil,გააფუჭებს
1044,beschädigen::V,damage,დააზიანებს
1045,zerbrechen::V,break,დაამტვრევს
1046,zerreißen::V,tear,გახევს
1047,zerstören::V,destroy,მოსპობს
1048,zerstören::V,destroy,დაანგრევს
1049,verbrennen::V,burn,დაწვავს
1050,geben::V,give,აძლევს
1051,reichen::V,hand,მიაწოდებს
1052,schenken::V,give,აჩუქებს
1053,versprechen::V,promise,აღუთქვამს
1054,wünschen::V,wish,უსურვებს
1055,loben::V,praise,აქებს
1056,loben::V,praise,ამკობს
1057,küssen::V,kiss,აკოცებს
1058,wiegen::V,rock,არხევს
1059,zudecken::V,cover,გადახურავს
1060,wecken::V,wake,გააღვიძებს
1061,zeigen::V,show,დაანახვებს
1062,führen::V,guide,მიჰყავს
1063,lehren::V,teach,ასწავლის
1064,unterrichten::V,instruct,ასწავლის
1065,aufziehen::V,bring up,აღზრდის
1066,leiten::V,lead,აწარმოებს
1067,leiten::V,lead,ხელმძღვანელობს
1068,antreiben::V,urge,დააჩქარებს
1069,lassen::V,let,ა--ინებს
1070,einladen::V,invite,მოიპატიჟებს
1071,vereinigen::V,unite,შეაერთებს
1072,besuchen::V,visit,სანახავად მიდის
1073,treffen::V,meet,შეხვდება
1074,sich versammeln::V,assemble,შეიკრიბება
1075,spielen::V,play,ეთამაშება
1076,singen::V,sing,მღერის
1077,tanzen::V,dance,ცეკვავს
1078,sich trennen::V,separate,მოშორდება
1079,verlassen::V,leave,მიატოვებს
1080,retten::V,rescue,იხსნის
1081,retten::V,rescue,გადაარჩენს
1082,bewachen::V,guard,დარაჯობს
1083,bewachen::V,guard,უთვალთვალებს
1084,schützen::V,protect,დაიფარავს
1085,verteidigen::V,defend,დაიცავს
1086,sich schlagen::V,brawl,იჩხუბებს
1087,schießen::V,shoot,ისვრის
1088,siegen::V,win,გაიმარჯვებს
1089,ärgern::V,annoy,აჯავრებს
1090,schlagen::V,beat,ცემს
1091,treten::V,kick,პანღურს ამოჰკრავს
1092,stechen::V,sting,სჩხვლეტს
1093,stoßen::V,shove,დაეჯახება
1094,stehlen::V,steal,ქურდობს
1095,stehlen::V,steal,მოიპარავს
1096,stören::V,disturb,შეაწუხებს
1097,belästigen::V,bother,მობეზრდება
1098,verbergen::V,conceal,დამალავს
1099,täuschen::V,deceive,შეცდებს
1100,betrügen::V,cheat,მოატყუებს
1101,töten::V,kill,მოკლავს
1102,wohnen::V,dwell,ცხოვრობს
1103,wohnen::V,dwell,ბინადრობს
1104,arbeiten::V,work,მუშაობს
1105,sammeln::V,gather,შეკრებს
1106,pflücken::V,pick,კრეფს
1107,jagen::V,hunt,ნადირობს
1108,fischen::V,fish,თევზაობს
1109,fassen::V,catch,დააჭერს
1110,hüten::V,herd,მწყემსავს
1111,treiben::V,drive,მიერეკება
1112,anbinden::V,tie up,მიაბამს
1113,füttern::V,feed,აჭმევს
1114,melken::V,milk,წველის
1115,hacken::V,chop,კეპავს
1116,gießen::V,water,რწყავს
1117,reifen::V,ripen,მწიფდება
1118,zubereiten::V,cook,მოამზადებს
1119,kochen::V,boil,მოხარშავს
1120,backen::V,bake,გამოაცხობს
1121,braten::V,fry,შეწვავს
1122,umrühren::V,stir,შეურევს
1123,umrühren::V,stir,გათქვეფს
1124,stricken::V,knit,ქსოვს
1125,nähen::V,sew,გაკერავს
1126,färben::V,dye,შეღებავს
1127,reinigen::V,clean,გაწმენდს
1128,reinigen::V,clean,გასუფთავებს
1129,waschen::V,wash,გარეცხავს
1130,abwischen::V,wipe,წაშლის
1131,spülen::V,rinse,გაავლებს
1132,fegen::V,sweep,დაბლანდავს
1133,kehren::V,sweep,დაგვის
1134,baden::V,bath,ბანაობს
1135,sich waschen::V,wash,იბანება
1136,ausziehen::V,take off,გაიხდის
1137,anziehen::V,put on,ჩაიცვამს
1138,sich anziehen::V,get dressed,ჩაიცვამს
1139,kämmen::V,comb,დავარცხნის
1140,schmücken::V,decorate,მორთავს
1141,sagen::V,say,იტყვის
1142,sprechen::V,speak,ლაპარაკობს
1143,reden::V,talk,საუბრობს
1144,sich unterhalten::V,chat,ბაასობს
1145,sich unterhalten::V,chat,მუსაიფობს
1146,fragen::V,ask,ჰკითხავს
1147,bitten::V,request,სთხოვს
1148,erzählen::V,tell,მოუთხრობს
1149,mitteilen::V,convey,აუწყებს
1150,mitteilen::V,convey,აცნობებს
1151,nennen::V,name,უწოდებს
1152,rufen::V,call,დაუძახებს
1153,prahlen::V,brag,ტრაბახობს
1154,übersetzen::V,translate,გადათარგმნის
1155,denken::V,think,ფიქრობს
1156,denken::V,think,აზროვნებს
1157,glauben::V,believe,სჯერა
1158,bemerken::V,notice,შენიშვნავს
1159,erkennen::V,recognize,გამოიცნობს
1160,begreifen::V,grasp,გაიგებს
1161,verstehen::V,understand,გაიგონებს
1162,lernen::V,learn,ისწავლის
1163,wissen::V,know,ეცოდინება
1164,sich erinnern an::V,remember,მოიგონებს
1165,sich erinnern an::V,remember,გაიხსენებს
1166,vergessen::V,forget,ივიწყებს
1167,messen::V,measure,ზომავს
1168,zählen::V,count,ითვლის
1169,rechnen::V,calculate,გაიანგარიშებს
1170,lesen::V,read,კითხულობს
1171,malen::V,paint,ხატავს
1172,zeichnen::V,draw,ხაზავს
1173,schreiben::V,write,დაწერს
1174,besitzen::V,own,ექნება
1175,kaufen::V,buy,ყიდულობს
1176,verkaufen::V,sell,გაყიდის
1177,bezahlen::V,pay for,გადაიხდის
1178,zahlen::V,pay,გადაიხდის
1179,beherrschen::V,rule,ფლობს
1180,ertragen::V,endure,მოითმენს
