,Concept_ID,uk,no
854,geboren werden::V,народитися,fødes
855,atmen::V,дихати,ånde
856,atmen::V,дихати,puste
857,trinken::V,пити,drikke
858,essen::V,їсти,spise
859,schlucken::V,ковтати,svelge
860,müde werden::V,втомитися,bli trett
861,einschlafen::V,заснути,sovne
862,schlafen::V,спати,sove
863,aufwachen::V,прокинутися,våkne
864,aufstehen::V,встати,stå opp
865,sich erholen::V,відпочивати,bli bra
866,sich erholen::V,відпочивати,komme seg
867,krank werden::V,захворіти,bli syk
868,krank sein::V,хворіти,være syk
869,schmerzen::V,боліти,gjøre vondt
870,husten::V,кашляти,hoste
871,genesen::V,одужати,komme seg
872,genesen::V,видужати,komme seg
873,sterben::V,померти,dø
874,umkommen::V,згинути,omkomme
875,sich bewegen::V,рухатися,bevege seg
876,sich rühren::V,ворушитися,røre på seg
877,sich erheben::V,встати,reise seg
878,sich setzen::V,сісти,sette sig
879,hinfallen::V,упасти,falle over ende
880,laufen::V,ходити,løpe
881,schreiten::V,крокувати,skride
882,spazierengehen::V,гуляти,spasere
883,spazierengehen::V,гуляти,gå en tur
884,eilen::V,спішити,ile
885,sich beeilen::V,поспішати,skynde seg
886,sausen::V,мчатися,suse
887,rennen::V,бігати,løpe
888,springen::V,скакати,hoppe
889,springen::V,скакати,springe
890,springen::V,стрибати,hoppe
891,springen::V,стрибати,springe
892,klettern::V,лазити,klatre
893,schaukeln::V,гойдатися,huske
894,kriechen::V,повзати,krype
895,schwimmen::V,пливти,svømme
896,schwimmen::V,плавати,svømme
897,tauchen::V,пірнати,dykke
898,rudern::V,гребти,ro
899,rudern::V,веслувати,ro
900,fahren::V,їхати,kjøre
901,fliegen::V,літати,fly
902,gehen::V,іти,gå
903,weggehen::V,піти,gå bort
904,abfahren::V,від’їхати,reise
905,abfahren::V,відправитися,reise
906,anhalten::V,зупинитися,stanse
907,hineingehen::V,входити,gå inn
908,eintreten::V,увійти,tre inn
909,kommen::V,прийти,komme
910,ankommen::V,прибути,ankomme
911,ankommen::V,прибути,komme til
912,zurückkommen::V,повернутися,komme tilbake
913,bleiben::V,залишитися,bli
914,bleiben::V,залишитися,forbli
915,warten::V,чекати,vente
916,erwarten::V,чекати,vente
917,suchen::V,шукати,søke
918,finden::V,знайти,finne
919,versuchen::V,випробовувати,prøve
920,versuchen::V,випробовувати,forsøke
921,vorbereiten::V,підготувати,forberede
922,lieben::V,любити,elske
923,mögen::V,любити,like
924,mögen::V,подобатися,like
925,lachen::V,сміятися,le
926,rühren::V,розчулити,røre
927,weinen::V,плакати,gråte
928,schimpfen::V,лаятися,skjelle
929,sich ärgern::V,сердитися,ergre seg
930,sich fürchten::V,боятися,være redd
931,fürchten::V,боятися,være redd for
932,fliehen::V,тікати,rømme
933,fliehen::V,тікати,flykte
934,flüchten::V,утекти,flykte
935,sehen::V,бачити,se
936,anschauen::V,поглянути,se på
937,anschauen::V,поглянути,betrakte
938,ansehen::V,дивитися на,anse
939,hören::V,чути,høre
940,zuhören::V,слухати,tilhøre
941,probieren::V,покуштувати,smake
942,probieren::V,покуштувати,smake på
943,riechen::V,нюхати,lukte
944,fühlen::V,відчувати,føle
945,scheinen::V,здаватися,se ut
946,zu sehen sein::V,виднітися,synes
947,vernehmen::V,почути,få vite
948,frieren::V,мерзнути,fryse
949,tun::V,робити,gjøre
950,können::V,могти,kunne
951,wollen::V,хотіти,ville
952,anfangen::V,почати,begynne
953,beenden::V,закінчити,avslutte
954,aufhören::V,перестати,slutte
955,aufhören::V,перестати,holde opp
956,gelingen::V,вдатися,lykkes
957,geraten::V,опинитися,bli
958,öffnen::V,відкрити,åpne
959,schließen::V,закрити,lukke
960,schließen::V,закрити,stenge
961,stellen::V,поставити,stille
962,setzen::V,посадити,sette
963,legen::V,класти,legge
964,berühren::V,чіпати,berøre
965,verbinden::V,зв’язати,forbinde
966,bedecken::V,покрити,dekke
967,aufhängen::V,повісити,henge
968,aufhängen::V,повісити,henge opp
969,anzünden::V,запалити,tenne
970,anzünden::V,запалити,antenne
971,anzünden::V,запалити,tenne på
972,aufheben::V,підняти,løfte
973,aufheben::V,підняти,ta opp
974,zurücklassen::V,залишити,slippe tilbake
975,verlieren::V,загубити,miste
976,fallen lassen::V,упустити,droppe
977,fallen lassen::V,упустити,la falle
978,machen::V,зробити,lage
979,machen::V,зробити,gjøre
980,herstellen::V,виготовити,fremstille
981,bauen::V,будувати,bygge
982,reparieren::V,лагодити,reparere
983,verbessern::V,поліпшити,rette
984,verbessern::V,поліпшити,forbedre
985,ändern::V,змінити,forandre
986,graben::V,копати,grave
987,beugen::V,зігнути,bøye
988,biegen::V,погнути,bøye
989,drehen::V,вертіти,dreie
990,wenden::V,повернути,vende
991,umdrehen::V,перевернути,snu
992,heben::V,піднімати,heve
993,hochheben::V,підняти,løfte
994,ergreifen::V,схопити,gripe
995,ergreifen::V,схопити,få tak i
996,halten::V,тримати,holde
997,drücken::V,натискати,trykke
998,schieben::V,пхати,skyve
999,schieben::V,штовхати,skyve
1000,kratzen::V,шкребти,klø
1001,kratzen::V,шкребти,klore
1002,lecken::V,лизати,slikke
1003,beißen::V,кусати,bite
1004,abreißen::V,відірвати,rive av
1005,abschneiden::V,відрізати,skjære av
1006,binden::V,в’язати,binde
1007,stecken::V,увіткнути,stikke
1008,brechen::V,зламати,bryte
1009,brechen::V,зламати,briste
1010,klopfen::V,стукати,banke
1011,hauen::V,бити,hogge
1012,kleben::V,клеїти,klistre
1013,reiben::V,терти,gni
1014,streichen::V,намазати,stryke
1015,schleifen::V,точити,slipe
1016,schneiden::V,різати,klippe
1017,rütteln::V,хитати,ruske
1018,schütteln::V,трясти,riste
1019,schwenken::V,махати,svinge
1020,schütten::V,налити,helle
1021,füllen::V,наповнити,fylle
1022,einwickeln::V,загорнути,vikle inn
1023,tragen::V,нести,bære
1024,schleppen::V,тягти,slepe
1025,ziehen::V,тягнути,dra
1026,ziehen::V,тягнути,trekke
1027,aufbewahren::V,зберігати,oppbevare
1028,aufbewahren::V,зберігати,ta vare på
1029,werfen::V,кидати,kaste
1030,fangen::V,ловити,fange
1031,packen::V,схопити,gripe
1032,packen::V,схопити,gripe tak i
1033,verstecken::V,сховати,gjemme
1034,teilen::V,розділити,dele
1035,schicken::V,посилати,sende
1036,bringen::V,принести,bringe
1037,hinzufügen::V,додати,tilføye
1038,bekommen::V,дістати,få
1039,erhalten::V,одержати,få
1040,nehmen::V,взяти,ta
1041,wählen::V,вибрати,velge
1042,auswählen::V,відібрати,velge ut
1043,bewahren::V,зберегти,bevare
1044,behindern::V,перешкоджати,hindre
1045,behindern::V,перешкоджати,forhindre
1046,verderben::V,зіпсувати,ødelegge
1047,beschädigen::V,зашкодити,skade
1048,zerbrechen::V,розбити,brekke i stykker
1049,zerreißen::V,розірвати,rive i stykker
1050,zerstören::V,зруйнувати,ødelegge
1051,verbrennen::V,спалити,brenne
1052,verbrennen::V,спалити,brenne opp
1053,geben::V,дати,gi
1054,reichen::V,передати,rekke
1055,schenken::V,дарувати,forære
1056,schenken::V,дарувати,skjenke
1057,versprechen::V,обіцяти,love
1058,wünschen::V,бажати,ønske
1059,loben::V,хвалити,rose
1060,küssen::V,цілувати,kysse
1061,wiegen::V,качати,vogge
1062,zudecken::V,накрити,dekke til
1063,wecken::V,розбудити,vekke
1064,zeigen::V,показати,vise
1065,führen::V,вести,føre
1066,lehren::V,вчити,lære
1067,unterrichten::V,викладати,undervise
1068,aufziehen::V,виховати,oppdra
1069,leiten::V,керувати,lede
1070,antreiben::V,підганяти,drive på
1071,lassen::V,змусити,få til å
1072,einladen::V,запросити,be
1073,einladen::V,запросити,invitere
1074,vereinigen::V,об’єднати,forene
1075,besuchen::V,завітати,besøke
1076,besuchen::V,відвідати,besøke
1077,treffen::V,зустріти,møte
1078,treffen::V,зустріти,treffe
1079,sich versammeln::V,зібратися,forsamles
1080,spielen::V,грати,leke
1081,spielen::V,грати,spille
1082,singen::V,співати,synge
1083,tanzen::V,танцювати,danse
1084,sich trennen::V,розлучитися,skilles
1085,verlassen::V,покинути,forlate
1086,retten::V,врятувати,redde
1087,bewachen::V,охороняти,bevokte
1088,schützen::V,уберігати,verne
1089,schützen::V,уберігати,beskytte
1090,verteidigen::V,захистити,forsvare
1091,sich schlagen::V,битися,slåss
1092,sich schlagen::V,дратися,slåss
1093,schießen::V,стріляти,skyte
1094,siegen::V,перемогти,seire
1095,ärgern::V,сердити,ergre
1096,schlagen::V,ударити,
1097,treten::V,штовхати,sparke
1098,stechen::V,вколоти,stikke
1099,stoßen::V,штовхнути,støte
1100,stehlen::V,украсти,stjele
1101,stören::V,перешкодити,forstyrre
1102,belästigen::V,докучати,plage
1103,belästigen::V,докучати,sjenere
1104,verbergen::V,сховати,gjemme
1105,täuschen::V,обдурити,villede
1106,betrügen::V,зшахраювати,bedra
1107,töten::V,убити,drepe
1108,wohnen::V,жити,bo
1109,wohnen::V,мешкати,bo
1110,arbeiten::V,працювати,arbeide
1111,sammeln::V,зібрати,samle
1112,pflücken::V,зривати,plukke
1113,jagen::V,полювати,jage
1114,fischen::V,рибалити,fiske
1115,fassen::V,піймати,fange
1116,hüten::V,пасти,vokte
1117,treiben::V,гнати,drive
1118,anbinden::V,прив’язати,feste
1119,füttern::V,годувати,fore
1120,füttern::V,харчувати,fore
1121,melken::V,доїти,melke
1122,hacken::V,рубати,hakke
1123,gießen::V,полити,helle
1124,reifen::V,дозріти,modne
1125,zubereiten::V,зготовити,lage
1126,zubereiten::V,зготовити,tilberede
1127,zubereiten::V,приготувати,lage
1128,zubereiten::V,приготувати,tilberede
1129,kochen::V,варити,koke
1130,kochen::V,готувати,koke
1131,backen::V,пекти,bake
1132,braten::V,смажити,steke
1133,umrühren::V,переміщати,røre om
1134,stricken::V,в’язати,strikke
1135,nähen::V,шити,sy
1136,färben::V,пофарбувати,farge
1137,reinigen::V,очистити,rense
1138,reinigen::V,очистити,gjøre ren
1139,waschen::V,мити,vaske
1140,abwischen::V,витерти,tørke av
1141,spülen::V,полоскати,spyle
1142,spülen::V,полоскати,skylle
1143,fegen::V,підмітати,feie
1144,kehren::V,мести,koste
1145,baden::V,купатися,bade
1146,sich waschen::V,митися,vaske seg
1147,ausziehen::V,зняти,ta av
1148,anziehen::V,надіти,ta på
1149,sich anziehen::V,одягтися,kle på seg
1150,sich anziehen::V,одягнутися,kle på seg
1151,kämmen::V,зачесати,gre
1152,kämmen::V,зачесати,kjemme
1153,schmücken::V,оздобити,pynte
1154,schmücken::V,оздобити,smykke
1155,sagen::V,сказати,si
1156,sprechen::V,говорити,snakke
1157,reden::V,розмовляти,tale
1158,reden::V,розмовляти,snakke
1159,sich unterhalten::V,бесідувати,samtale
1160,fragen::V,запитати,spørre
1161,bitten::V,просити,be
1162,erzählen::V,розповісти,fortelle
1163,mitteilen::V,повідомити,meddele
1164,nennen::V,назвати,kalle
1165,rufen::V,кликати,rope
1166,prahlen::V,хвалитися,skryte
1167,übersetzen::V,перекласти,oversette
1168,denken::V,думати,tenke
1169,denken::V,мислити,tenke
1170,glauben::V,вірити,tro
1171,bemerken::V,помітити,bemerke
1172,bemerken::V,помітити,legge merke til
1173,erkennen::V,пізнати,gjenkjenne
1174,begreifen::V,осягнути,begripe
1175,verstehen::V,почути,forstå
1176,verstehen::V,почути,skjønne
1177,lernen::V,навчатися,lære
1178,wissen::V,знати,vite
1179,sich erinnern an::V,пам’ятати,huske på
1180,vergessen::V,забути,glemme
1181,messen::V,міряти,måle
1182,zählen::V,лічити,telle
1183,rechnen::V,рахувати,regne
1184,lesen::V,читати,lese
1185,malen::V,малювати,male
1186,zeichnen::V,рисувати,tegne
1187,schreiben::V,писати,skrive
1188,besitzen::V,мати,eie
1189,besitzen::V,мати,inneha
1190,kaufen::V,купити,kjøpe
1191,verkaufen::V,продати,selge
1192,bezahlen::V,заплатити,betale
1193,zahlen::V,платити,betale
1194,beherrschen::V,володіти,beherske
1195,ertragen::V,витерпіти,orke
