,Concept_ID,,da
1032,spülen::V,,skylle
1033,fegen::V,,feje
1034,kehren::V,,feje
1035,baden::V,,bade
1036,sich waschen::V,,vaske sig
1037,ausziehen::V,,tage af
1038,anziehen::V,,tage på
1039,sich anziehen::V,,klæde sig på
1040,kämmen::V,,rede
1041,kämmen::V,,frisere
1042,schmücken::V,,pynte
1043,schmücken::V,,smykke
1044,sagen::V,,sige
1045,sprechen::V,,snakke
1046,reden::V,,tale
1047,reden::V,,snakke
1048,sich unterhalten::V,,snakke sammen
1049,fragen::V,,spørge
1050,bitten::V,,bede
1051,erzählen::V,,berette
1052,erzählen::V,,fortælle
1053,mitteilen::V,,meddele
1054,nennen::V,,nævne
1055,rufen::V,,råbe
1056,prahlen::V,,prale
1057,übersetzen::V,,oversætte
1058,denken::V,,tænke
1059,glauben::V,,tro
1060,bemerken::V,,bemærke
1061,bemerken::V,,lægge mærke til
1062,erkennen::V,,genkende
1063,begreifen::V,,begribe
1064,verstehen::V,,forstå
1065,lernen::V,,lære
1066,wissen::V,,vide
1067,sich erinnern an::V,,mindes
1068,sich erinnern an::V,,huske på
1069,vergessen::V,,glemme
1070,messen::V,,måle
1071,zählen::V,,tælle
1072,rechnen::V,,regne
1073,lesen::V,,læse
1074,malen::V,,male
1075,zeichnen::V,,tegne
1076,schreiben::V,,skrive
1077,besitzen::V,,eje
1078,besitzen::V,,besidde
1079,kaufen::V,,købe
1080,verkaufen::V,,sælge
1081,bezahlen::V,,betale
1082,zahlen::V,,betale
1083,beherrschen::V,,beherske
1084,ertragen::V,,tåle
1085,ertragen::V,,udholde
