,Concept_ID,no,fr
870,wie::FADV,hvordan,comment
871,warum::FADV,hvorfor,pourquoi
872,wieviel::FNUM,hvor mye,combien
873,eins::NUM,en,un
874,eins::NUM,ett,un
875,zwei::NUM,to,deux
876,drei::NUM,tre,trois
877,vier::NUM,fire,quatre
878,fünf::NUM,fem,cinq
879,sechs::NUM,seks,six
880,sieben::NUM,sju,sept
881,acht::NUM,åtte,huit
882,neun::NUM,ni,neuf
883,zehn::NUM,ti,dix
884,elf::NUM,elleve,onze
885,zwölf::NUM,tolv,douze
886,zwanzig::NUM,tjue,vingt
887,dreißig::NUM,tretti,trente
888,vierzig::NUM,førti,quarante
889,fünfzig::NUM,femti,cinquante
890,sechzig::NUM,seksti,soixante
891,siebzig::NUM,sytti,soixante-dix
892,achtzig::NUM,åtti,quatre-vingt
893,neunzig::NUM,nitti,quatre-vingt-dix
894,hundert::NUM,hundre,cent
895,tausend::NUM,tusen,mille
896,und::CNJ,og,et
897,oder::CNJ,eller,ou
898,stehen::V,stå,être debout
899,sitzen::V,sitte,être assis
900,liegen::V,ligge,être couché
901,hängen::V,henge,pendre
902,werden::V,bli,devenir
903,passieren::V,skje,se passer
904,passieren::V,hende,se passer
905,beginnen::V,begynne,commencer
906,enden::V,ende,finir
907,enden::V,ende,se terminer
908,enden::V,slutte,finir
909,enden::V,slutte,se terminer
910,wechseln::V,veksle,changer
911,wechseln::V,veksle,alterner
912,aufgehen[Sonne]::V,stå opp,se lever
913,untergehen[Sonne]::V,gå ned,se coucher
914,scheinen[Sonne]::V,skinne,briller
915,donnern::V,tordne,tonner
916,wehen::V,blåse,souffler
917,strömen::V,strømme,affluer
918,fließen::V,flyte,couler
919,sich drehen::V,dreie seg,tourner
920,schwanken::V,svaie,osciller
921,schwanken::V,svaie,chanceler
922,schwingen::V,svinge,vibrer
923,schwingen::V,svinge,osciller
924,fallen::V,falle,tomber
925,brennen::V,brenne,brûler
926,brennen::V,brenne,flamber
927,rauchen::V,ryke,fumer
928,regnen::V,regne,pleuvoir
929,gefrieren::V,fryse,geler
930,tauen::V,tine,dégeler
931,schmelzen::V,smelte,fondre
932,trocknen::V,tørre,sécher
933,sieden::V,koke,bouillir
934,faulen::V,råtne,pourrir
935,faulen::V,råtne,se putréfier
936,verfaulen::V,råtne,pourrir
937,reißen::V,briste,rompre
938,reißen::V,briste,se déchirer
939,versinken::V,synke,s'enfoncer
940,versinken::V,synke ned,s'enfoncer
941,vergehen::V,forløpe,passer
942,erscheinen::V,synes,apparaître
943,verschwinden::V,forsvinne,disparaître
944,sinken::V,synke,descendre
945,sinken::V,synke,s'abaisser
946,abnehmen::V,avta,diminuer
947,abnehmen::V,minske,diminuer
948,zunehmen::V,tilta,augmenter
949,steigen::V,stige,monter
950,wachsen::V,gro,croître
951,wachsen::V,vokse,croître
952,glänzen::V,skinne,briller
953,funkeln::V,tindre,étinceler
954,lärmen::V,bråke,faire du bruit
955,läuten::V,ringe,sonner
956,klingeln::V,ringe,sonner
957,klirren::V,klirre,cliqueter
958,brausen::V,bruse,mugir
959,rauschen::V,suse,bruire
960,klingen::V,lyde,sonner
961,klingen::V,klinge,sonner
962,bellen::V,gjø,aboyer
963,bellen::V,bjeffe,aboyer
964,heulen::V,ule,hurler
965,blasen::V,blåse,souffler
966,pfeifen::V,plystre,siffler
967,schreien::V,skrike,crier
968,stöhnen::V,stønne,gémir
969,zittern::V,dirre,trembler
970,zittern::V,skjelve,trembler
971,leben::V,leve,vivre
972,geboren werden::V,fødes,naître
973,atmen::V,ånde,respirer
974,atmen::V,puste,respirer
975,trinken::V,drikke,boire
976,essen::V,spise,manger
977,schlucken::V,svelge,avaler
978,müde werden::V,bli trett,se lasser
979,müde werden::V,bli trett,se fatiguer
980,einschlafen::V,sovne,s'endormir
981,schlafen::V,sove,dormir
982,aufwachen::V,våkne,se réveiller
983,aufstehen::V,stå opp,se lever
984,sich erholen::V,bli bra,se reposer
985,sich erholen::V,bli bra,se détendre
986,sich erholen::V,komme seg,se reposer
987,sich erholen::V,komme seg,se détendre
988,krank werden::V,bli syk,tomber malade
989,krank sein::V,være syk,être malade
990,schmerzen::V,gjøre vondt,faire mal
991,husten::V,hoste,tousser
992,genesen::V,komme seg,guérir
993,genesen::V,komme seg,se remettre
994,sterben::V,dø,mourir
995,umkommen::V,omkomme,périr
996,sich bewegen::V,bevege seg,bouger
997,sich rühren::V,røre på seg,broncher
998,sich erheben::V,reise seg,se lever
999,sich setzen::V,sette sig,s'asseoir
1000,hinfallen::V,falle over ende,tomber
1001,laufen::V,løpe,marcher
1002,laufen::V,løpe,aller à pied
1003,schreiten::V,skride,marcher
1004,spazierengehen::V,spasere,se promener
1005,spazierengehen::V,gå en tur,se promener
1006,eilen::V,ile,courir
1007,sich beeilen::V,skynde seg,se hâter
1008,sich beeilen::V,skynde seg,se dépêcher
1009,sausen::V,suse,filer
1010,rennen::V,løpe,courir
1011,springen::V,hoppe,sauter
1012,springen::V,springe,sauter
1013,klettern::V,klatre,grimper
1014,schaukeln::V,huske,se balancer
1015,kriechen::V,krype,ramper
1016,schwimmen::V,svømme,nager
1017,tauchen::V,dykke,plonger
1018,rudern::V,ro,ramer
1019,fahren::V,kjøre,aller
1020,fahren::V,kjøre,rouler
1021,fliegen::V,fly,voler
1022,gehen::V,gå,aller
1023,weggehen::V,gå bort,s'en aller
1024,abfahren::V,reise,partir
1025,anhalten::V,stanse,s'arrêter
1026,hineingehen::V,gå inn,entrer
1027,eintreten::V,tre inn,entrer
1028,kommen::V,komme,venir
1029,ankommen::V,ankomme,arriver
1030,ankommen::V,komme til,arriver
1031,zurückkommen::V,komme tilbake,revenir
1032,bleiben::V,bli,rester
1033,bleiben::V,bli,demeurer
1034,bleiben::V,forbli,rester
1035,bleiben::V,forbli,demeurer
1036,warten::V,vente,attendre
1037,erwarten::V,vente,attendre
1038,suchen::V,søke,chercher
1039,finden::V,finne,trouver
1040,versuchen::V,prøve,essayer
1041,versuchen::V,forsøke,essayer
1042,vorbereiten::V,forberede,préparer
1043,lieben::V,elske,aimer
1044,mögen::V,like,aimer
1045,mögen::V,like,vouloir
1046,lachen::V,le,rire
1047,rühren::V,røre,toucher
1048,rühren::V,røre,attendrir
1049,weinen::V,gråte,pleurer
1050,schimpfen::V,skjelle,gronder
1051,sich ärgern::V,ergre seg,se fâcher
1052,sich fürchten::V,være redd,avoir peur
1053,fürchten::V,være redd for,craindre
1054,fürchten::V,være redd for,avoir peur de
1055,fliehen::V,rømme,fuir
1056,fliehen::V,flykte,fuir
1057,flüchten::V,flykte,s'enfuir
1058,sehen::V,se,voir
1059,anschauen::V,se på,regarder
1060,anschauen::V,betrakte,regarder
1061,ansehen::V,anse,regarder
1062,hören::V,høre,entendre
1063,zuhören::V,tilhøre,écouter
1064,probieren::V,smake,goûter
1065,probieren::V,smake på,goûter
1066,riechen::V,lukte,sentir
1067,fühlen::V,føle,sentir
1068,scheinen::V,se ut,sembler
1069,scheinen::V,se ut,paraître
1070,zu sehen sein::V,synes,se voir
1071,zu sehen sein::V,synes,être visible
1072,vernehmen::V,få vite,entendre
1073,vernehmen::V,få vite,percevoir
1074,frieren::V,fryse,avoir froid
1075,tun::V,gjøre,faire
1076,können::V,kunne,savoir
1077,können::V,kunne,pouvoir
1078,wollen::V,ville,vouloir
1079,anfangen::V,begynne,commencer
1080,beenden::V,avslutte,finir
1081,beenden::V,avslutte,terminer
1082,aufhören::V,slutte,cesser
1083,aufhören::V,slutte,arrêter
1084,aufhören::V,holde opp,cesser
1085,aufhören::V,holde opp,arrêter
1086,gelingen::V,lykkes,réussir
1087,geraten::V,bli,réussir
1088,öffnen::V,åpne,ouvrir
1089,schließen::V,lukke,fermer
1090,schließen::V,stenge,fermer
1091,stellen::V,stille,poser
1092,stellen::V,stille,mettre
1093,setzen::V,sette,placer
1094,legen::V,legge,placer
1095,berühren::V,berøre,toucher
1096,verbinden::V,forbinde,lier
1097,bedecken::V,dekke,couvrir
1098,aufhängen::V,henge,accrocher
1099,aufhängen::V,henge opp,accrocher
1100,anzünden::V,tenne,allumer
1101,anzünden::V,antenne,allumer
1102,anzünden::V,tenne på,allumer
1103,aufheben::V,løfte,ramasser
1104,aufheben::V,ta opp,ramasser
1105,zurücklassen::V,slippe tilbake,laisser
1106,verlieren::V,miste,perdre
1107,fallen lassen::V,droppe,lâcher
1108,fallen lassen::V,droppe,laisser tomber
1109,fallen lassen::V,la falle,lâcher
1110,fallen lassen::V,la falle,laisser tomber
1111,machen::V,lage,faire
1112,machen::V,gjøre,faire
1113,herstellen::V,fremstille,produire
1114,herstellen::V,fremstille,fabriquer
1115,bauen::V,bygge,bâtir
1116,bauen::V,bygge,construire
1117,reparieren::V,reparere,réparer
1118,verbessern::V,rette,améliorer
1119,verbessern::V,forbedre,améliorer
1120,ändern::V,forandre,changer
1121,ändern::V,forandre,modifier
1122,graben::V,grave,creuser
1123,beugen::V,bøye,plier
1124,beugen::V,bøye,ployer
1125,biegen::V,bøye,courber
1126,drehen::V,dreie,tordre
1127,drehen::V,dreie,tourner
1128,wenden::V,vende,retourner
1129,umdrehen::V,snu,tourner
1130,heben::V,heve,soulever
1131,hochheben::V,løfte,lever
1132,ergreifen::V,gripe,saisir
1133,ergreifen::V,gripe,prendre
1134,ergreifen::V,få tak i,saisir
1135,ergreifen::V,få tak i,prendre
1136,halten::V,holde,tenir
1137,drücken::V,trykke,presser
1138,schieben::V,skyve,pousser
1139,kratzen::V,klø,gratter
1140,kratzen::V,klø,égratigner
1141,kratzen::V,klore,gratter
1142,kratzen::V,klore,égratigner
1143,lecken::V,slikke,lécher
1144,beißen::V,bite,mordre
1145,abreißen::V,rive av,arracher
1146,abschneiden::V,skjære av,couper
1147,binden::V,binde,lier
1148,binden::V,binde,attacher
1149,stecken::V,stikke,enfoncer
1150,brechen::V,bryte,rompre
1151,brechen::V,briste,rompre
1152,klopfen::V,banke,frapper
1153,hauen::V,hogge,frapper
1154,kleben::V,klistre,coller
1155,reiben::V,gni,frotter
1156,streichen::V,stryke,empâter
1157,schleifen::V,slipe,affiler
1158,schleifen::V,slipe,aiguiser
1159,schneiden::V,klippe,couper
1160,schneiden::V,klippe,trancher
1161,rütteln::V,ruske,cahoter
1162,schütteln::V,riste,secouer
1163,schwenken::V,svinge,agiter
1164,schütten::V,helle,verser
1165,füllen::V,fylle,remplir
1166,einwickeln::V,vikle inn,envelopper
1167,tragen::V,bære,porter
1168,schleppen::V,slepe,traîner
1169,ziehen::V,dra,tirer
1170,ziehen::V,trekke,tirer
1171,aufbewahren::V,oppbevare,garder
1172,aufbewahren::V,oppbevare,conserver
1173,aufbewahren::V,ta vare på,garder
1174,aufbewahren::V,ta vare på,conserver
1175,werfen::V,kaste,jeter
1176,werfen::V,kaste,lancer
1177,fangen::V,fange,attraper
1178,packen::V,gripe,agripper
1179,packen::V,gripe tak i,agripper
1180,verstecken::V,gjemme,cacher
1181,teilen::V,dele,diviser
1182,schicken::V,sende,envoyer
1183,bringen::V,bringe,apporter
1184,hinzufügen::V,tilføye,ajouter
1185,bekommen::V,få,obtenir
1186,erhalten::V,få,recevoir
1187,nehmen::V,ta,prendre
1188,wählen::V,velge,choisir
1189,auswählen::V,velge ut,choisir
1190,auswählen::V,velge ut,sélectionner
1191,bewahren::V,bevare,préserver
1192,behindern::V,hindre,gêner
1193,behindern::V,forhindre,gêner
1194,verderben::V,ødelegge,gâter
1195,verderben::V,ødelegge,corrompre
1196,beschädigen::V,skade,endommager
1197,zerbrechen::V,brekke i stykker,casser
1198,zerreißen::V,rive i stykker,déchirer
1199,zerstören::V,ødelegge,détruire
1200,verbrennen::V,brenne,brûler
1201,verbrennen::V,brenne opp,brûler
1202,geben::V,gi,donner
1203,reichen::V,rekke,tendre
1204,schenken::V,forære,offrir
1205,schenken::V,skjenke,offrir
1206,versprechen::V,love,promettre
1207,wünschen::V,ønske,souhaiter
1208,loben::V,rose,louer
1209,küssen::V,kysse,embrasser
1210,wiegen::V,vogge,bercer
1211,zudecken::V,dekke til,couvrir
1212,wecken::V,vekke,éveiller
1213,wecken::V,vekke,réveiller
1214,zeigen::V,vise,montrer
1215,zeigen::V,vise,faire voir
1216,führen::V,føre,guider
1217,lehren::V,lære,apprendre
1218,unterrichten::V,undervise,instruire
1219,aufziehen::V,oppdra,élever
1220,leiten::V,lede,diriger
1221,leiten::V,lede,conduire
1222,antreiben::V,drive på,pousser
1223,lassen::V,få til å,faire
1224,einladen::V,be,inviter
1225,einladen::V,invitere,inviter
1226,vereinigen::V,forene,unir
1227,vereinigen::V,forene,réunir
1228,besuchen::V,besøke,visiter
1229,besuchen::V,besøke,aller voir
1230,treffen::V,møte,rencontrer
1231,treffen::V,treffe,rencontrer
1232,sich versammeln::V,forsamles,s'assembler
1233,spielen::V,leke,jouer
1234,spielen::V,spille,jouer
1235,singen::V,synge,chanter
1236,tanzen::V,danse,danser
1237,sich trennen::V,skilles,se séparer
1238,verlassen::V,forlate,quitter
1239,retten::V,redde,sauver
1240,bewachen::V,bevokte,garder
1241,schützen::V,verne,protéger
1242,schützen::V,beskytte,protéger
1243,verteidigen::V,forsvare,défendre
1244,sich schlagen::V,slåss,se taper
1245,schießen::V,skyte,tirer
1246,siegen::V,seire,vaincre
1247,ärgern::V,ergre,agacer
1248,treten::V,sparke,botter
1249,treten::V,sparke,donner un coup de pied à
1250,stechen::V,stikke,piquer
1251,stoßen::V,støte,heurter
1252,stehlen::V,stjele,voler
1253,stören::V,forstyrre,gêner
1254,stören::V,forstyrre,déranger
1255,belästigen::V,plage,molester
1256,belästigen::V,plage,importuner
1257,belästigen::V,sjenere,molester
1258,belästigen::V,sjenere,importuner
1259,verbergen::V,gjemme,cacher
1260,verbergen::V,gjemme,dissimuler
1261,täuschen::V,villede,abuser
1262,täuschen::V,villede,tromper
1263,betrügen::V,bedra,duper
1264,betrügen::V,bedra,frauder
1265,töten::V,drepe,tuer
1266,wohnen::V,bo,habiter
1267,wohnen::V,bo,demeurer
1268,arbeiten::V,arbeide,travailler
1269,sammeln::V,samle,collectionner
1270,pflücken::V,plukke,cueillir
1271,jagen::V,jage,chasser
1272,fischen::V,fiske,pêcher
1273,fassen::V,fange,capturer
1274,hüten::V,vokte,garder
1275,treiben::V,drive,mener
1276,anbinden::V,feste,attacher
1277,füttern::V,fore,faire manger
1278,melken::V,melke,traire
1279,hacken::V,hakke,fendre
1280,gießen::V,helle,arroser
1281,reifen::V,modne,mûrir
1282,zubereiten::V,lage,préparer
1283,zubereiten::V,tilberede,préparer
1284,kochen::V,koke,cuire
1285,backen::V,bake,cuire
1286,braten::V,steke,rôtir
1287,umrühren::V,røre om,remuer
1288,stricken::V,strikke,tricoter
1289,nähen::V,sy,coudre
1290,färben::V,farge,teindre
1291,reinigen::V,rense,nettoyer
1292,reinigen::V,gjøre ren,nettoyer
1293,waschen::V,vaske,laver
1294,abwischen::V,tørke av,essuyer
1295,spülen::V,spyle,rincer
1296,spülen::V,skylle,rincer
1297,fegen::V,feie,balayer
1298,kehren::V,koste,balayer
1299,baden::V,bade,se baigner
1300,sich waschen::V,vaske seg,se laver
1301,ausziehen::V,ta av,ôter
1302,ausziehen::V,ta av,enlever
1303,anziehen::V,ta på,mettre
1304,sich anziehen::V,kle på seg,s'habiller
1305,kämmen::V,gre,peigner
1306,kämmen::V,kjemme,peigner
1307,schmücken::V,pynte,orner
1308,schmücken::V,pynte,décorer
1309,schmücken::V,smykke,orner
1310,schmücken::V,smykke,décorer
1311,sagen::V,si,dire
1312,sprechen::V,snakke,parler
1313,reden::V,tale,parler
1314,reden::V,snakke,parler
1315,sich unterhalten::V,samtale,bavarder
1316,sich unterhalten::V,samtale,s'entretenir
1317,fragen::V,spørre,demander
1318,bitten::V,be,prier
1319,erzählen::V,fortelle,raconter
1320,mitteilen::V,meddele,communiquer
1321,nennen::V,kalle,nommer
1322,nennen::V,kalle,appeler
1323,rufen::V,rope,appeler
1324,prahlen::V,skryte,se vanter
1325,übersetzen::V,oversette,traduire
1326,denken::V,tenke,penser
1327,glauben::V,tro,croire
1328,bemerken::V,bemerke,remarquer
1329,bemerken::V,bemerke,apercevoir
1330,bemerken::V,legge merke til,remarquer
1331,bemerken::V,legge merke til,apercevoir
1332,erkennen::V,gjenkjenne,reconnaître
1333,begreifen::V,begripe,concevoir
1334,verstehen::V,forstå,entendre
1335,verstehen::V,forstå,comprendre
1336,verstehen::V,skjønne,entendre
1337,verstehen::V,skjønne,comprendre
1338,lernen::V,lære,apprendre
1339,wissen::V,vite,savoir
1340,sich erinnern an::V,huske på,se souvenir de
1341,vergessen::V,glemme,oublier
1342,messen::V,måle,mesurer
1343,zählen::V,telle,compter
1344,rechnen::V,regne,calculer
1345,lesen::V,lese,lire
1346,malen::V,male,peindre
1347,zeichnen::V,tegne,dessiner
1348,schreiben::V,skrive,écrire
1349,besitzen::V,eie,posséder
1350,besitzen::V,inneha,posséder
1351,kaufen::V,kjøpe,acheter
1352,verkaufen::V,selge,vendre
1353,bezahlen::V,betale,payer
1354,zahlen::V,betale,payer
1355,beherrschen::V,beherske,dominer
1356,beherrschen::V,beherske,maîtriser
1357,ertragen::V,orke,tolérer
1358,ertragen::V,orke,supporter
1359,schlagen::V,,battre
1360,schlagen::V,,frapper
