,Concept_ID,da,ka
754,kaum::ADV,knap,ძლივს
755,kaum::ADV,næppe,ძლივს
756,sehr::ADV,meget,მეტად
757,sehr::ADV,meget,ძალიან
758,so::ADV,så,ისე
759,noch::ADV,endnu,ჯერ
760,nur::ADV,kun,მხოლოდ
761,nur::ADV,bare,მხოლოდ
762,schon::ADV,alt,უკვე
763,schon::ADV,allerede,უკვე
764,wieder::ADV,igen,ისევ
765,wieder::ADV,igen,კიდევ
766,vergebens::ADV,forgæves,ამაოდ
767,vergebens::ADV,forgæves,ტყუილად
768,vor::PRP,foran,წინ
769,vor::PRP,uden for,წინ
770,hinter::PRP,bag,უკან
771,hinter::PRP,bag,მიღმა
772,hinter::PRP,bagved,უკან
773,hinter::PRP,bagved,მიღმა
774,unter::PRP,under,ქვეშ
775,unter::PRP,under,ქვევით
776,durch::PRP,gennem,გავლით
777,durch::PRP,igennem,გავლით
778,neben::PRP,ved siden af,გვერდით
779,zwischen::PRP,mellem,შუა
780,zwischen::PRP,mellem,შორის
781,wegen::PRP,på grund af,გამო
782,wegen::PRP,på grund af,შედეგად
783,dies::PRN,dette,ეს
784,das::PRN,det,ეგ
785,alles::PRN,alt,ყველაფერი
786,ich::PRN,jeg,მე
787,du::PRN,du,შენ
788,er::PRN,han,ის
789,er::PRN,han,იგი
790,wir::PRN,vi,ჩვენ
791,ihr::PRN,I,თქვენ
792,sie::PRN,de,ისინი
793,was::FPRN,hvad,რა
794,wer::FPRN,hvem,ვინ
795,wo::FADV,hvor,სად
796,wohin::FADV,hvorhen,საით
797,wie::FADV,hvordan,როგორ
798,warum::FADV,hvorfor,რაზე
799,warum::FADV,hvorfor,რატომ
800,wieviel::FNUM,hvor meget,რამდენი
801,eins::NUM,én,ერთი
802,zwei::NUM,to,ორი
803,drei::NUM,tre,სამი
804,vier::NUM,fire,ოთხი
805,fünf::NUM,fem,ხუთი
806,sechs::NUM,seks,ექვსი
807,sieben::NUM,syv,შვიდი
808,acht::NUM,otte,რვა
809,neun::NUM,ni,ცხრა
810,zehn::NUM,ti,ათი
811,elf::NUM,elleve,თერთმეტი
812,zwölf::NUM,tolv,თორმეტი
813,zwanzig::NUM,tyve,ოცი
814,dreißig::NUM,tredive,ოცდაათი
815,vierzig::NUM,fyrre,ორმოცი
816,vierzig::NUM,fyrretyve,ორმოცი
817,fünfzig::NUM,halvtreds,ორმოცდაათი
818,sechzig::NUM,tres,სამოცი
819,siebzig::NUM,halvfjerds,სამოცდაათი
820,achtzig::NUM,firs,ოთხმოცი
821,neunzig::NUM,halvfems,ოთხმოცდაათი
822,hundert::NUM,hundrede,ასი
823,tausend::NUM,tusind,ათასი
824,und::CNJ,og,და
825,oder::CNJ,eller,ან
826,stehen::V,stå,დგას
827,sitzen::V,sidde,ზის
828,liegen::V,ligge,აწევს
829,hängen::V,hænge,კიდია
830,werden::V,blive,გახდება
831,passieren::V,ske,მოხდება
832,passieren::V,hænde,მოხდება
833,beginnen::V,begynde,იწყება
834,enden::V,ende,გათავდება
835,wechseln::V,veksle,იცვლება
836,aufgehen[Sonne]::V,gå op,ამოდის
837,aufgehen[Sonne]::V,stå op,ამოდის
838,untergehen[Sonne]::V,gå ned,ჩადის
839,scheinen[Sonne]::V,skinne,ანათებს
840,donnern::V,tordne,ქუხს
841,wehen::V,blæse,ქრის
842,wehen::V,blæse,დაუბერავს
843,strömen::V,strømme,იღვრება
844,fließen::V,flyde,დის
845,fließen::V,flyde,მიედინება
846,sich drehen::V,dreje sig,ტრიალებს
847,schwanken::V,vakle,ირხევა
848,schwingen::V,svinge,ირხევა
849,fallen::V,falde,დავარდება
850,brennen::V,brænde,იწვის
851,rauchen::V,ryge,ბოლავს
852,rauchen::V,ryge,აბოლებს
853,regnen::V,regne,წვიმს
854,gefrieren::V,fryse,იყინება
855,tauen::V,tø,დნება
856,schmelzen::V,smelte,დნება
857,trocknen::V,tørre,გაშრება
858,sieden::V,koge,დუღს
859,faulen::V,rådne,ლპება
860,verfaulen::V,rådne,ლპება
861,reißen::V,briste,დაიხევა
862,versinken::V,synke,ეფლობა
863,versinken::V,synke,ჩაიძირება
864,versinken::V,synke ned,ეფლობა
865,versinken::V,synke ned,ჩაიძირება
866,vergehen::V,forløbe,გადის
867,erscheinen::V,vise sig,გამოჩნდება
868,verschwinden::V,forsvinde,გააქრება
869,verschwinden::V,forsvinde,დაიკარგება
870,sinken::V,synke,დაიწევს
871,abnehmen::V,aftage,შემცირდება
872,zunehmen::V,tiltage,გასუქდება
873,steigen::V,stige,მოიმატებს
874,wachsen::V,gro,იზრდება
875,wachsen::V,gro,მრავლდება
876,wachsen::V,vokse,იზრდება
877,wachsen::V,vokse,მრავლდება
878,glänzen::V,glinse,ბრწყინავს
879,funkeln::V,tindre,კაშკაშებს
880,lärmen::V,larme,ხმაურობს
881,läuten::V,ringe,დარეკავს
882,klingeln::V,ringe,დარეკავს
883,klirren::V,klirre,დააწკარუნებს
884,brausen::V,bruse,ბობოქრობს
885,rauschen::V,suse,შრიალებს
886,klingen::V,lyde,ხმას გამოსცემს
887,klingen::V,klinge,ხმას გამოსცემს
888,bellen::V,gø,უყეფს
889,heulen::V,hyle,ღმუის
890,blasen::V,blæse,დაუბერავს
891,pfeifen::V,fløjte,უსტვენს
892,schreien::V,skrige,ყვირის
893,stöhnen::V,stønne,კვნესის
894,zittern::V,dirre,აძაგძაგებს
895,zittern::V,skælve,აძაგძაგებს
896,leben::V,leve,ცოცხლობს
897,geboren werden::V,fødes,იშვება
898,geboren werden::V,fødes,იბადება
899,atmen::V,ånde,სუნთქავს
900,trinken::V,drikke,სვამს
901,trinken::V,drikke,დალევს
902,essen::V,spise,შეჭამს
903,schlucken::V,synke,ყლაპავს
904,müde werden::V,blive træt,დაიქანცება
905,einschlafen::V,falde i søvn,დაიძინებს
906,schlafen::V,sove,სძინავს
907,aufwachen::V,vågne,გაიღვიძებს
908,aufstehen::V,stå op,ადგება
909,sich erholen::V,komme sig,დაისვენებს
910,krank werden::V,blive syg,ავად გახდება
911,krank sein::V,være syg,ავადმყოფობს
912,schmerzen::V,smerte,სტკივა
913,husten::V,hoste,ახველებს
914,genesen::V,komme sig,მორჩება
915,sterben::V,dø,კვდება
916,umkommen::V,omkomme,დაიღუპება
917,sich bewegen::V,bevæge sig,იძვრის
918,sich bewegen::V,bevæge sig,მოძრაობს
919,sich rühren::V,røre på sig,გაინძრევა
920,sich erheben::V,rejse sig,ადგება
921,sich setzen::V,sætte sig,დაჯდება
922,laufen::V,løbe,დადის
923,schreiten::V,skride,აბიჯებს
924,spazierengehen::V,gå en tur,დასეირნობს
925,eilen::V,ile,მიიჩქარის
926,sich beeilen::V,skynde sig,აჩქარდება
927,sausen::V,suse,მიქრის
928,rennen::V,løbe,დარბის
929,rennen::V,rende,დარბის
930,springen::V,hoppe,ხტის
931,springen::V,springe,ხტის
932,klettern::V,klatre,ძვრება
933,schaukeln::V,gynge,ქანაობს
934,kriechen::V,krybe,დაბობღავს
935,schwimmen::V,svømme,ცურავს
936,tauchen::V,dykke,ჩაიძირება
937,rudern::V,ro,ნიჩაბს უსვამს
938,fahren::V,køre,დადის
939,fahren::V,køre,მგზავრობს
940,fliegen::V,flyve,იფრენს
941,fliegen::V,flyve,გაფრინდება
942,gehen::V,gå,მიდის
943,weggehen::V,gå bort,წამოდის
944,abfahren::V,køre bort,მიემგზავრება
945,anhalten::V,standse,ჩერდება
946,hineingehen::V,gå ind,შედის
947,eintreten::V,træde ind,შედის
948,kommen::V,komme,მოდის
949,ankommen::V,ankomme,ჩადის
950,zurückkommen::V,komme tilbage,დაბრუნდება
951,bleiben::V,blive,დარჩება
952,bleiben::V,forblive,დარჩება
953,warten::V,vente,ელოდება
954,erwarten::V,vente,ელის
955,erwarten::V,vente,დაიცდის
956,erwarten::V,afvente,ელის
957,erwarten::V,afvente,დაიცდის
958,suchen::V,søge,ეძებს
959,suchen::V,søge,მოძებნის
960,finden::V,finde,მიაგნებს
961,finden::V,finde,გამოძებნის
962,versuchen::V,forsøge,ცდის
963,versuchen::V,forsøge,ცდილობს
964,vorbereiten::V,forberede,მოამზადებს
965,lieben::V,elske,უყვარს
966,mögen::V,holde af,ეტრფის
967,mögen::V,kunne lide,ეტრფის
968,lachen::V,le,იცინის
969,rühren::V,røre,გულს აუჩუყებს
970,weinen::V,græde,ტირის
971,schimpfen::V,skænde,შეიგინება
972,sich ärgern::V,ærgre sig,გაბრაზობს
973,sich fürchten::V,være bange,შიშობს
974,fürchten::V,være bange for,ფრთხილობს
975,fliehen::V,flygte,გაიქცევა
976,flüchten::V,flygte,გაიქცევა
977,sehen::V,se,ხედავს
978,anschauen::V,se på,ნახავს
979,anschauen::V,betragte,ნახავს
980,ansehen::V,anse,უყურებს
981,hören::V,høre,ისმენს
982,zuhören::V,høre til,მოისმენს
983,probieren::V,smage,გასინჯავს
984,probieren::V,smage på,გასინჯავს
985,riechen::V,lugte,ყნოსავს
986,fühlen::V,føle,გრძნობს
987,scheinen::V,synes,ეჩვენება
988,zu sehen sein::V,synes,მოჩანს
989,vernehmen::V,erfare,გაიგებს
990,frieren::V,fryse,იყინება
991,tun::V,gøre,აკეთებს
992,können::V,kunne,შეიძლება
993,wollen::V,ville,უნდა
994,anfangen::V,begynde,დაიწყებს
995,beenden::V,afslutte,ამთავრებს
996,aufhören::V,ophøre,შეწყვეტს
997,aufhören::V,holde op,შეწყვეტს
998,gelingen::V,lykkes,მოახერხებს
999,geraten::V,blive,გამოდის
1000,öffnen::V,åbne,გახსნის
1001,schließen::V,lukke,ხურავს
1002,schließen::V,lukke,დაკეტავს
1003,stellen::V,stille,დადგამს
1004,setzen::V,sætte,დასვამს
1005,legen::V,lægge,დადებს
1006,berühren::V,berøre,შეახებს
1007,berühren::V,berøre,მიაკარებს
1008,verbinden::V,forbinde,შეაერთებს
1009,bedecken::V,dække,გადააფარებს
1010,bedecken::V,bedække,გადააფარებს
1011,aufhängen::V,hænge,დაკიდებს
1012,aufhängen::V,hænge op,დაკიდებს
1013,anzünden::V,tænde,დაანთებს
1014,anzünden::V,tænde,მოუკიდებს
1015,anzünden::V,antænde,დაანთებს
1016,anzünden::V,antænde,მოუკიდებს
1017,aufheben::V,løfte,აიღებს
1018,aufheben::V,løfte,აიყვანს
1019,aufheben::V,tage op,აიღებს
1020,aufheben::V,tage op,აიყვანს
1021,zurücklassen::V,lade tilbage,დატოვებს
1022,verlieren::V,miste,დაკარგავს
1023,fallen lassen::V,tabe,გაუვარდება
1024,fallen lassen::V,droppe,გაუვარდება
1025,machen::V,gøre,გააკეთებს
1026,machen::V,gøre,გამოიწვევს
1027,herstellen::V,fremstille,დაამზადებს
1028,bauen::V,bygge,ააშენებს
1029,reparieren::V,reparere,შეაკეთებს
1030,reparieren::V,reparere,გაარემონტებს
1031,verbessern::V,rette,გამოაკეთებს
1032,verbessern::V,rette,გააუმჯობესებს
1033,verbessern::V,forbedre,გამოაკეთებს
1034,verbessern::V,forbedre,გააუმჯობესებს
1035,ändern::V,ændre,შეცვლის
1036,graben::V,grave,თხრის
1037,beugen::V,bøje,ხრის
1038,biegen::V,bøje,გაღუნავს
1039,drehen::V,dreje,ატრიალებს
1040,wenden::V,vende,მოაბრუნებს
1041,umdrehen::V,dreje om,შეატრიალებს
1042,heben::V,hæve,ასწევს
1043,hochheben::V,løfte,აიყვანს
1044,ergreifen::V,gribe fat i,სტაცებს
1045,halten::V,holde,უჭირავს
1046,drücken::V,trykke,დააწვება
1047,schieben::V,skyde,მისწევს
1048,schieben::V,skubbe,მისწევს
1049,kratzen::V,klø,მოფხანს
1050,kratzen::V,kradse,მოფხანს
1051,lecken::V,slikke,ლოკავს
1052,beißen::V,bide,უკბენს
1053,abreißen::V,rive af,გლეჯს
1054,abreißen::V,rive af,მოწყვეტს
1055,abschneiden::V,skære af,გაჭრის
1056,binden::V,binde,შეკრავს
1057,binden::V,binde,გადააბამს
1058,stecken::V,stikke,ჩაასობს
1059,brechen::V,brække,მოიტეხს
1060,klopfen::V,banke,აკაკუნებს
1061,hauen::V,hugge,ლეწავს
1062,kleben::V,klistre,წებავს
1063,kleben::V,klistre,დააწებებს
1064,reiben::V,gnide,დაზელს
1065,streichen::V,smøre,უსვამს
1066,schleifen::V,slibe,ლესავს
1067,schneiden::V,skære,გაჭრის
1068,schneiden::V,klippe,გაჭრის
1069,rütteln::V,ruske,არხევს
1070,schütteln::V,ryste,არყევს
1071,schütteln::V,ryste,ანძრევს
1072,schwenken::V,svinge,აქნევს
1073,schütten::V,hælde,ღვრის
1074,schütten::V,hælde,დააქცევს
1075,füllen::V,fylde,გაავსებს
1076,einwickeln::V,pakke ind,შეახვევს
1077,tragen::V,bære,მიიტანს
1078,schleppen::V,slæbe,მიათრევს
1079,ziehen::V,trække,წევს
1080,ziehen::V,trække,ათრევს
1081,aufbewahren::V,opbevare,შეინახავს
1082,werfen::V,kaste,ისვრის
1083,fangen::V,fange,დაიჭერს
1084,packen::V,gribe,სტაცებს
1085,verstecken::V,gemme,მალავს
1086,teilen::V,dele,დაყოფს
1087,schicken::V,sende,გაგზავნის
1088,bringen::V,bringe,მოიტანს
1089,hinzufügen::V,tilføje,დაამატებს
1090,bekommen::V,få,ამოიღებს
1091,erhalten::V,få,იღებს
1092,nehmen::V,tage,აიღებს
1093,wählen::V,vælge,გადაარჩევს
1094,auswählen::V,udvælge,ამოარჩევს
1095,bewahren::V,bevare,ინარჩუნებს
1096,behindern::V,hindre,აბრკოლებს
1097,behindern::V,hindre,გააძნელებს
1098,behindern::V,forhindre,აბრკოლებს
1099,behindern::V,forhindre,გააძნელებს
1100,verderben::V,ødelægge,გააფუჭებს
1101,beschädigen::V,beskadige,დააზიანებს
1102,zerbrechen::V,brække itu,დაამტვრევს
1103,zerreißen::V,rive itu,გახევს
1104,zerstören::V,ødelægge,მოსპობს
1105,zerstören::V,ødelægge,დაანგრევს
1106,verbrennen::V,brænde,დაწვავს
1107,geben::V,give,აძლევს
1108,reichen::V,række,მიაწოდებს
1109,schenken::V,forære,აჩუქებს
1110,versprechen::V,love,აღუთქვამს
1111,wünschen::V,ønske,უსურვებს
1112,loben::V,rose,აქებს
1113,loben::V,rose,ამკობს
1114,küssen::V,kysse,აკოცებს
1115,wiegen::V,vugge,არხევს
1116,zudecken::V,dække til,გადახურავს
1117,wecken::V,vække,გააღვიძებს
1118,zeigen::V,vise,დაანახვებს
1119,führen::V,føre,მიჰყავს
1120,lehren::V,lære,ასწავლის
1121,unterrichten::V,undervise,ასწავლის
1122,aufziehen::V,opdrage,აღზრდის
1123,leiten::V,lede,აწარმოებს
1124,leiten::V,lede,ხელმძღვანელობს
1125,antreiben::V,skynde på,დააჩქარებს
1126,lassen::V,få til at,ა--ინებს
1127,einladen::V,indbyde,მოიპატიჟებს
1128,einladen::V,invitere,მოიპატიჟებს
1129,vereinigen::V,forene,შეაერთებს
1130,besuchen::V,besøge,სანახავად მიდის
1131,treffen::V,møde,შეხვდება
1132,sich versammeln::V,forsamles,შეიკრიბება
1133,spielen::V,lege,ეთამაშება
1134,spielen::V,spille,ეთამაშება
1135,singen::V,synge,მღერის
1136,tanzen::V,danse,ცეკვავს
1137,sich trennen::V,skilles,მოშორდება
1138,verlassen::V,forlade,მიატოვებს
1139,retten::V,redde,იხსნის
1140,retten::V,redde,გადაარჩენს
1141,bewachen::V,bevogte,დარაჯობს
1142,bewachen::V,bevogte,უთვალთვალებს
1143,schützen::V,skærme,დაიფარავს
1144,schützen::V,beskytte,დაიფარავს
1145,verteidigen::V,forsvare,დაიცავს
1146,sich schlagen::V,slås,იჩხუბებს
1147,schießen::V,skyde,ისვრის
1148,siegen::V,sejre,გაიმარჯვებს
1149,ärgern::V,ærgre,აჯავრებს
1150,schlagen::V,slå,ცემს
1151,treten::V,sparke,პანღურს ამოჰკრავს
1152,stechen::V,stikke,სჩხვლეტს
1153,stoßen::V,støde,დაეჯახება
1154,stehlen::V,stjæle,ქურდობს
1155,stehlen::V,stjæle,მოიპარავს
1156,stören::V,forstyrre,შეაწუხებს
1157,belästigen::V,genere,მობეზრდება
1158,belästigen::V,ulejlige,მობეზრდება
1159,verbergen::V,skjule,დამალავს
1160,täuschen::V,villede,შეცდებს
1161,betrügen::V,bedrage,მოატყუებს
1162,töten::V,dræbe,მოკლავს
1163,wohnen::V,bo,ცხოვრობს
1164,wohnen::V,bo,ბინადრობს
1165,arbeiten::V,arbejde,მუშაობს
1166,sammeln::V,samle,შეკრებს
1167,pflücken::V,plukke,კრეფს
1168,jagen::V,jage,ნადირობს
1169,fischen::V,fiske,თევზაობს
1170,fassen::V,fange,დააჭერს
1171,hüten::V,vogte,მწყემსავს
1172,treiben::V,drive,მიერეკება
1173,anbinden::V,binde fast,მიაბამს
1174,füttern::V,fodre,აჭმევს
1175,melken::V,malke,წველის
1176,hacken::V,hakke,კეპავს
1177,gießen::V,hælde,რწყავს
1178,reifen::V,modne,მწიფდება
1179,zubereiten::V,tilberede,მოამზადებს
1180,kochen::V,koge,მოხარშავს
1181,backen::V,bage,გამოაცხობს
1182,braten::V,stege,შეწვავს
1183,umrühren::V,røre om,შეურევს
1184,umrühren::V,røre om,გათქვეფს
1185,stricken::V,strikke,ქსოვს
1186,nähen::V,sy,გაკერავს
1187,färben::V,farve,შეღებავს
1188,reinigen::V,rense,გაწმენდს
1189,reinigen::V,rense,გასუფთავებს
1190,reinigen::V,gøre ren,გაწმენდს
1191,reinigen::V,gøre ren,გასუფთავებს
1192,waschen::V,vaske,გარეცხავს
1193,abwischen::V,tørre af,წაშლის
1194,spülen::V,skylle,გაავლებს
1195,fegen::V,feje,დაბლანდავს
1196,kehren::V,feje,დაგვის
1197,baden::V,bade,ბანაობს
1198,sich waschen::V,vaske sig,იბანება
1199,ausziehen::V,tage af,გაიხდის
1200,anziehen::V,tage på,ჩაიცვამს
1201,sich anziehen::V,klæde sig på,ჩაიცვამს
1202,kämmen::V,rede,დავარცხნის
1203,kämmen::V,frisere,დავარცხნის
1204,schmücken::V,pynte,მორთავს
1205,schmücken::V,smykke,მორთავს
1206,sagen::V,sige,იტყვის
1207,sprechen::V,snakke,ლაპარაკობს
1208,reden::V,tale,საუბრობს
1209,reden::V,snakke,საუბრობს
1210,sich unterhalten::V,snakke sammen,ბაასობს
1211,sich unterhalten::V,snakke sammen,მუსაიფობს
1212,fragen::V,spørge,ჰკითხავს
1213,bitten::V,bede,სთხოვს
1214,erzählen::V,berette,მოუთხრობს
1215,erzählen::V,fortælle,მოუთხრობს
1216,mitteilen::V,meddele,აუწყებს
1217,mitteilen::V,meddele,აცნობებს
1218,nennen::V,nævne,უწოდებს
1219,rufen::V,råbe,დაუძახებს
1220,prahlen::V,prale,ტრაბახობს
1221,übersetzen::V,oversætte,გადათარგმნის
1222,denken::V,tænke,ფიქრობს
1223,denken::V,tænke,აზროვნებს
1224,glauben::V,tro,სჯერა
1225,bemerken::V,bemærke,შენიშვნავს
1226,bemerken::V,lægge mærke til,შენიშვნავს
1227,erkennen::V,genkende,გამოიცნობს
1228,begreifen::V,begribe,გაიგებს
1229,verstehen::V,forstå,გაიგონებს
1230,lernen::V,lære,ისწავლის
1231,wissen::V,vide,ეცოდინება
1232,sich erinnern an::V,mindes,მოიგონებს
1233,sich erinnern an::V,mindes,გაიხსენებს
1234,sich erinnern an::V,huske på,მოიგონებს
1235,sich erinnern an::V,huske på,გაიხსენებს
1236,vergessen::V,glemme,ივიწყებს
1237,messen::V,måle,ზომავს
1238,zählen::V,tælle,ითვლის
1239,rechnen::V,regne,გაიანგარიშებს
1240,lesen::V,læse,კითხულობს
1241,malen::V,male,ხატავს
1242,zeichnen::V,tegne,ხაზავს
1243,schreiben::V,skrive,დაწერს
1244,besitzen::V,eje,ექნება
1245,besitzen::V,besidde,ექნება
1246,kaufen::V,købe,ყიდულობს
1247,verkaufen::V,sælge,გაყიდის
1248,bezahlen::V,betale,გადაიხდის
1249,zahlen::V,betale,გადაიხდის
1250,beherrschen::V,beherske,ფლობს
1251,ertragen::V,tåle,მოითმენს
1252,ertragen::V,udholde,მოითმენს
1253,hinfallen::V,,დაეცემა
