,Concept_ID,ka,nl
752,rechter::A,მარჯვენა,rechter
753,anderer::A,სხვა,andere
754,erster::A,პირველი,eerste
755,zweiter::A,მეორე,tweede
756,dritter::A,მესამე,derde
757,letzter::A,ბოლო,laatste
758,letzter::A,უკანასკნელი,laatste
759,allein::ADV,მარტო,alleen
760,auf einmal::ADV,ერთდროულად,ineens
761,auf einmal::ADV,ერთდროულად,tegelijk
762,zusammen::ADV,ერთად,samen
763,zusammen::ADV,ერთად,bijeen
764,lange::ADV,დიდხანს,lang
765,plötzlich::ADV,მოულოდნელად,eensklaps
766,plötzlich::ADV,მოულოდნელად,plotsklaps
767,sofort::ADV,ახლავე,terstond
768,sofort::ADV,ახლავე,aanstonds
769,sofort::ADV,ახლავე,onmiddelijk
770,später::ADV,მოგვიანებით,later
771,jetzt::ADV,ახლა,nu
772,jetzt::ADV,ახლა,nou
773,jetzt::ADV,ახლა,thans
774,heute::ADV,დღეს,heden
775,heute::ADV,დღეს,vandaag
776,morgen::ADV,ხვალ,morgen
777,bald::ADV,მალე,gauw
778,bald::ADV,მალე,weldra
779,dann::ADV,მერე,dan
780,dann::ADV,მერე,toen
781,gestern::ADV,გუშინ,gisteren
782,einst::ADV,ოდესღაც,eens
783,damals::ADV,მაშინ,toen
784,damals::ADV,მაშინ,destijds
785,danach::ADV,მერმე,daarna
786,danach::ADV,შემდეგ,daarna
787,vorher::ADV,ადრე,vooraf
788,vorher::ADV,ადრე,van tevoren
789,vorher::ADV,წინათ,vooraf
790,vorher::ADV,წინათ,van tevoren
791,zuerst::ADV,ჯერ,eerst
792,zuerst::ADV,ჯერ,het eerst
793,einmal::ADV,ერთხელ,eens
794,einmal::ADV,ერთხელ,eenmaal
795,manchmal::ADV,ხან,soms
796,manchmal::ADV,ზოგჯერ,soms
797,oft::ADV,ხშირად,vaak
798,oft::ADV,ხშირად,dikwijls
799,immer::ADV,მუდამ,altijd
800,immer::ADV,ყოველთვის,altijd
801,niemals::ADV,არასდროს,nooit
802,hier::ADV,აქ,hier
803,hierhin::ADV,აქეთ,hierheen
804,von hier::ADV,აქედან,van hier
805,von hier::ADV,აქედან,hiervandaan
806,dort::ADV,იქ,daar
807,dort::ADV,იქ,ginds
808,dorthin::ADV,იქით,daarheen
809,geradeaus::ADV,პირდაპირ,rechtuit
810,geradeaus::ADV,პირდაპირ,rechtdoor
811,vorwärts::ADV,წინ,vooruit
812,vorwärts::ADV,წინ,voorwaarts
813,rückwärts::ADV,უკან,achteruit
814,rückwärts::ADV,უკან,achterwaarts
815,zurück::ADV,უკანვე,terug
816,unten::ADV,დაბლა,beneden
817,unten::ADV,დაბლა,onderaan
818,unten::ADV,ქვევით,beneden
819,unten::ADV,ქვევით,onderaan
820,hinab::ADV,ძირს,omlaag
821,hinab::ADV,ძირს,naar beneden
822,oben::ADV,ზემოთ,boven
823,hinauf::ADV,ზევით,omhoog
824,hinauf::ADV,ზევით,naar boven
825,überall::ADV,ყველგან,alom
826,überall::ADV,ყველგან,overal
827,nicht::ADV,არ,niet
828,ein wenig::ADV,ცოტა,wat
829,kaum::ADV,ძლივს,amper
830,kaum::ADV,ძლივს,nauwelijks
831,sehr::ADV,მეტად,erg
832,sehr::ADV,მეტად,zeer
833,sehr::ADV,ძალიან,erg
834,sehr::ADV,ძალიან,zeer
835,so::ADV,ისე,zo
836,noch::ADV,ჯერ,nog
837,nur::ADV,მხოლოდ,maar
838,nur::ADV,მხოლოდ,alleen
839,schon::ADV,უკვე,al
840,schon::ADV,უკვე,reeds
841,wieder::ADV,ისევ,weer
842,wieder::ADV,ისევ,terug
843,wieder::ADV,კიდევ,weer
844,wieder::ADV,კიდევ,terug
845,vergebens::ADV,ამაოდ,vergeefs
846,vergebens::ADV,ამაოდ,tevergeefs
847,vergebens::ADV,ტყუილად,vergeefs
848,vergebens::ADV,ტყუილად,tevergeefs
849,vor::PRP,წინ,voor
850,hinter::PRP,უკან,achter
851,hinter::PRP,მიღმა,achter
852,unter::PRP,ქვეშ,onder
853,unter::PRP,ქვეშ,beneden
854,unter::PRP,ქვევით,onder
855,unter::PRP,ქვევით,beneden
856,durch::PRP,გავლით,door
857,neben::PRP,გვერდით,naast
858,zwischen::PRP,შუა,tussen
859,zwischen::PRP,შორის,tussen
860,wegen::PRP,გამო,wegens
861,wegen::PRP,გამო,vanwege
862,wegen::PRP,შედეგად,wegens
863,wegen::PRP,შედეგად,vanwege
864,dies::PRN,ეს,dit
865,das::PRN,ეგ,dat
866,alles::PRN,ყველაფერი,alles
867,ich::PRN,მე,ik
868,du::PRN,შენ,je
869,du::PRN,შენ,jij
870,er::PRN,ის,hij
871,er::PRN,იგი,hij
872,wir::PRN,ჩვენ,we
873,wir::PRN,ჩვენ,wij
874,ihr::PRN,თქვენ,jullie
875,sie::PRN,ისინი,ze
876,sie::PRN,ისინი,zij
877,was::FPRN,რა,wat
878,wer::FPRN,ვინ,wie
879,wo::FADV,სად,waar
880,wohin::FADV,საით,waarheen
881,wie::FADV,როგორ,hoe
882,warum::FADV,რაზე,waarom
883,warum::FADV,რატომ,waarom
884,wieviel::FNUM,რამდენი,hoeveel
885,eins::NUM,ერთი,één
886,zwei::NUM,ორი,twee
887,drei::NUM,სამი,drie
888,vier::NUM,ოთხი,vier
889,fünf::NUM,ხუთი,vijf
890,sechs::NUM,ექვსი,zes
891,sieben::NUM,შვიდი,zeven
892,acht::NUM,რვა,acht
893,neun::NUM,ცხრა,negen
894,zehn::NUM,ათი,tien
895,elf::NUM,თერთმეტი,elf
896,zwölf::NUM,თორმეტი,twaalf
897,zwanzig::NUM,ოცი,twintig
898,dreißig::NUM,ოცდაათი,dertig
899,vierzig::NUM,ორმოცი,veertig
900,fünfzig::NUM,ორმოცდაათი,vijftig
901,sechzig::NUM,სამოცი,zestig
902,siebzig::NUM,სამოცდაათი,zeventig
903,achtzig::NUM,ოთხმოცი,tachtig
904,neunzig::NUM,ოთხმოცდაათი,negentig
905,hundert::NUM,ასი,honderd
906,tausend::NUM,ათასი,duizend
907,und::CNJ,და,en
908,oder::CNJ,ან,of
909,stehen::V,დგას,staan
910,sitzen::V,ზის,zitten
911,liegen::V,აწევს,liggen
912,hängen::V,კიდია,hangen
913,werden::V,გახდება,worden
914,passieren::V,მოხდება,gebeuren
915,beginnen::V,იწყება,beginnen
916,enden::V,გათავდება,eindigen
917,wechseln::V,იცვლება,wijzigen
918,wechseln::V,იცვლება,veranderen
919,aufgehen[Sonne]::V,ამოდის,opgaan
920,untergehen[Sonne]::V,ჩადის,ondergaan
921,scheinen[Sonne]::V,ანათებს,schijnen
922,donnern::V,ქუხს,donderen
923,wehen::V,ქრის,waaien
924,wehen::V,დაუბერავს,waaien
925,strömen::V,იღვრება,stromen
926,fließen::V,დის,vloeien
927,fließen::V,მიედინება,vloeien
928,sich drehen::V,ტრიალებს,draaien
929,sich drehen::V,ტრიალებს,zich draaien
930,schwanken::V,ირხევა,wankelen
931,schwingen::V,ირხევა,zwieren
932,fallen::V,დავარდება,vallen
933,brennen::V,იწვის,branden
934,rauchen::V,ბოლავს,roken
935,rauchen::V,აბოლებს,roken
936,regnen::V,წვიმს,regenen
937,gefrieren::V,იყინება,bevriezen
938,tauen::V,დნება,dooien
939,schmelzen::V,დნება,smelten
940,trocknen::V,გაშრება,drogen
941,sieden::V,დუღს,koken
942,sieden::V,დუღს,zieden
943,faulen::V,ლპება,rotten
944,verfaulen::V,ლპება,verrotten
945,reißen::V,დაიხევა,scheuren
946,versinken::V,ეფლობა,verzinken
947,versinken::V,ჩაიძირება,verzinken
948,vergehen::V,გადის,vergaan
949,erscheinen::V,გამოჩნდება,opdagen
950,erscheinen::V,გამოჩნდება,verschijnen
951,verschwinden::V,გააქრება,verdwijnen
952,verschwinden::V,დაიკარგება,verdwijnen
953,sinken::V,დაიწევს,zinken
954,abnehmen::V,შემცირდება,afnemen
955,abnehmen::V,შემცირდება,verminderen
956,zunehmen::V,გასუქდება,toenemen
957,steigen::V,მოიმატებს,stijgen
958,steigen::V,მოიმატებს,omhooggaan
959,wachsen::V,იზრდება,groeien
960,wachsen::V,მრავლდება,groeien
961,glänzen::V,ბრწყინავს,glanzen
962,glänzen::V,ბრწყინავს,schitteren
963,funkeln::V,კაშკაშებს,fonkelen
964,lärmen::V,ხმაურობს,lawaai maken
965,läuten::V,დარეკავს,luiden
966,klingeln::V,დარეკავს,bellen
967,klirren::V,დააწკარუნებს,rinkelen
968,brausen::V,ბობოქრობს,bruisen
969,rauschen::V,შრიალებს,ruisen
970,klingen::V,ხმას გამოსცემს,klinken
971,bellen::V,უყეფს,blaffen
972,heulen::V,ღმუის,huilen
973,blasen::V,დაუბერავს,blazen
974,pfeifen::V,უსტვენს,fluiten
975,schreien::V,ყვირის,gillen
976,schreien::V,ყვირის,schreeuwen
977,stöhnen::V,კვნესის,steunen
978,zittern::V,აძაგძაგებს,beven
979,zittern::V,აძაგძაგებს,sidderen
980,leben::V,ცოცხლობს,leven
981,geboren werden::V,იშვება,geboren worden
982,geboren werden::V,იბადება,geboren worden
983,atmen::V,სუნთქავს,ademen
984,trinken::V,სვამს,drinken
985,trinken::V,დალევს,drinken
986,essen::V,შეჭამს,eten
987,schlucken::V,ყლაპავს,slikken
988,müde werden::V,დაიქანცება,moe worden
989,einschlafen::V,დაიძინებს,inslapen
990,schlafen::V,სძინავს,slapen
991,aufwachen::V,გაიღვიძებს,ontwaken
992,aufwachen::V,გაიღვიძებს,wakker worden
993,aufstehen::V,ადგება,opstaan
994,sich erholen::V,დაისვენებს,zich ontspannen
995,krank werden::V,ავად გახდება,ziek worden
996,krank sein::V,ავადმყოფობს,ziek zijn
997,schmerzen::V,სტკივა,pijn doen
998,husten::V,ახველებს,hoesten
999,genesen::V,მორჩება,genezen
1000,sterben::V,კვდება,sterven
1001,sterben::V,კვდება,overlijden
1002,umkommen::V,დაიღუპება,omkomen
1003,sich bewegen::V,იძვრის,zich bewegen
1004,sich bewegen::V,მოძრაობს,zich bewegen
1005,sich rühren::V,გაინძრევა,zich verroeren
1006,sich erheben::V,ადგება,oprijzen
1007,sich erheben::V,ადგება,verrijzen
1008,sich setzen::V,დაჯდება,gaan zitten
1009,hinfallen::V,დაეცემა,vallen
1010,hinfallen::V,დაეცემა,neervallen
1011,laufen::V,დადის,lopen
1012,schreiten::V,აბიჯებს,stappen
1013,schreiten::V,აბიჯებს,schrijden
1014,spazierengehen::V,დასეირნობს,gaan wandelen
1015,eilen::V,მიიჩქარის,ijlen
1016,eilen::V,მიიჩქარის,haasten
1017,sich beeilen::V,აჩქარდება,zich haasten
1018,sausen::V,მიქრის,stuiven
1019,rennen::V,დარბის,rennen
1020,springen::V,ხტის,springen
1021,klettern::V,ძვრება,klimmen
1022,klettern::V,ძვრება,klauteren
1023,schaukeln::V,ქანაობს,schommelen
1024,kriechen::V,დაბობღავს,kruipen
1025,schwimmen::V,ცურავს,zwemmen
1026,tauchen::V,ჩაიძირება,duiken
1027,rudern::V,ნიჩაბს უსვამს,roeien
1028,fahren::V,დადის,rijden
1029,fahren::V,მგზავრობს,rijden
1030,fliegen::V,იფრენს,vliegen
1031,fliegen::V,გაფრინდება,vliegen
1032,gehen::V,მიდის,gaan
1033,weggehen::V,წამოდის,weggaan
1034,abfahren::V,მიემგზავრება,vertrekken
1035,anhalten::V,ჩერდება,stoppen
1036,anhalten::V,ჩერდება,stilhouden
1037,hineingehen::V,შედის,ingaan
1038,hineingehen::V,შედის,binnengaan
1039,eintreten::V,შედის,binnenkomen
1040,kommen::V,მოდის,komen
1041,ankommen::V,ჩადის,aankomen
1042,zurückkommen::V,დაბრუნდება,terugkomen
1043,bleiben::V,დარჩება,blijven
1044,warten::V,ელოდება,wachten
1045,erwarten::V,ელის,verwachten
1046,erwarten::V,დაიცდის,verwachten
1047,suchen::V,ეძებს,zoeken
1048,suchen::V,მოძებნის,zoeken
1049,finden::V,მიაგნებს,vinden
1050,finden::V,გამოძებნის,vinden
1051,versuchen::V,ცდის,proberen
1052,versuchen::V,ცდის,beproeven
1053,versuchen::V,ცდილობს,proberen
1054,versuchen::V,ცდილობს,beproeven
1055,vorbereiten::V,მოამზადებს,voorbereiden
1056,lieben::V,უყვარს,houden van
1057,mögen::V,ეტრფის,lusten
1058,mögen::V,ეტრფის,houden van
1059,lachen::V,იცინის,lachen
1060,rühren::V,გულს აუჩუყებს,roeren
1061,weinen::V,ტირის,huilen
1062,weinen::V,ტირის,schreien
1063,schimpfen::V,შეიგინება,kijven
1064,schimpfen::V,შეიგინება,schelden
1065,sich ärgern::V,გაბრაზობს,zich ergeren
1066,sich fürchten::V,შიშობს,bang zijn
1067,fürchten::V,ფრთხილობს,vrezen
1068,fliehen::V,გაიქცევა,vluchten
1069,flüchten::V,გაიქცევა,ontsnappen
1070,flüchten::V,გაიქცევა,ontkomen
1071,sehen::V,ხედავს,zien
1072,anschauen::V,ნახავს,aankijken
1073,ansehen::V,უყურებს,aanzien
1074,ansehen::V,უყურებს,bekijken
1075,hören::V,ისმენს,horen
1076,zuhören::V,მოისმენს,luisteren
1077,probieren::V,გასინჯავს,proeven
1078,riechen::V,ყნოსავს,ruiken
1079,fühlen::V,გრძნობს,voelen
1080,scheinen::V,ეჩვენება,lijken
1081,zu sehen sein::V,მოჩანს,te zien zijn
1082,vernehmen::V,გაიგებს,vernemen
1083,frieren::V,იყინება,het koud hebben
1084,tun::V,აკეთებს,doen
1085,können::V,შეიძლება,kunnen
1086,wollen::V,უნდა,willen
1087,anfangen::V,დაიწყებს,beginnen
1088,anfangen::V,დაიწყებს,aanvangen
1089,beenden::V,ამთავრებს,beëindigen
1090,aufhören::V,შეწყვეტს,ophouden
1091,gelingen::V,მოახერხებს,lukken
1092,gelingen::V,მოახერხებს,gelukken
1093,geraten::V,გამოდის,uitvallen
1094,öffnen::V,გახსნის,openen
1095,öffnen::V,გახსნის,opendoen
1096,schließen::V,ხურავს,sluiten
1097,schließen::V,ხურავს,dichtdoen
1098,schließen::V,დაკეტავს,sluiten
1099,schließen::V,დაკეტავს,dichtdoen
1100,stellen::V,დადგამს,stellen
1101,stellen::V,დადგამს,plaatsen
1102,setzen::V,დასვამს,zetten
1103,setzen::V,დასვამს,plaatsen
1104,legen::V,დადებს,leggen
1105,berühren::V,შეახებს,aanraken
1106,berühren::V,მიაკარებს,aanraken
1107,verbinden::V,შეაერთებს,verbinden
1108,bedecken::V,გადააფარებს,bedekken
1109,aufhängen::V,დაკიდებს,ophangen
1110,anzünden::V,დაანთებს,aansteken
1111,anzünden::V,მოუკიდებს,aansteken
1112,aufheben::V,აიღებს,oprapen
1113,aufheben::V,აიყვანს,oprapen
1114,zurücklassen::V,დატოვებს,achterlaten
1115,verlieren::V,დაკარგავს,verliezen
1116,fallen lassen::V,გაუვარდება,laten vallen
1117,machen::V,გააკეთებს,maken
1118,machen::V,გამოიწვევს,maken
1119,herstellen::V,დაამზადებს,produceren
1120,herstellen::V,დაამზადებს,voortbrengen
1121,bauen::V,ააშენებს,bouwen
1122,reparieren::V,შეაკეთებს,repareren
1123,reparieren::V,შეაკეთებს,herstellen
1124,reparieren::V,გაარემონტებს,repareren
1125,reparieren::V,გაარემონტებს,herstellen
1126,verbessern::V,გამოაკეთებს,verbeteren
1127,verbessern::V,გააუმჯობესებს,verbeteren
1128,ändern::V,შეცვლის,wijzigen
1129,ändern::V,შეცვლის,veranderen
1130,graben::V,თხრის,graven
1131,beugen::V,ხრის,buigen
1132,biegen::V,გაღუნავს,buigen
1133,drehen::V,ატრიალებს,draaien
1134,wenden::V,მოაბრუნებს,keren
1135,wenden::V,მოაბრუნებს,wenden
1136,umdrehen::V,შეატრიალებს,omdraaien
1137,heben::V,ასწევს,heffen
1138,heben::V,ასწევს,optillen
1139,hochheben::V,აიყვანს,tillen
1140,ergreifen::V,სტაცებს,pakken
1141,ergreifen::V,სტაცებს,grijpen
1142,halten::V,უჭირავს,houden
1143,drücken::V,დააწვება,drukken
1144,schieben::V,მისწევს,duwen
1145,schieben::V,მისწევს,schuiven
1146,kratzen::V,მოფხანს,krassen
1147,lecken::V,ლოკავს,likken
1148,beißen::V,უკბენს,bijten
1149,abreißen::V,გლეჯს,afrukken
1150,abreißen::V,გლეჯს,afscheuren
1151,abreißen::V,მოწყვეტს,afrukken
1152,abreißen::V,მოწყვეტს,afscheuren
1153,abschneiden::V,გაჭრის,afsnijden
1154,binden::V,შეკრავს,binden
1155,binden::V,გადააბამს,binden
1156,stecken::V,ჩაასობს,steken
1157,brechen::V,მოიტეხს,breken
1158,klopfen::V,აკაკუნებს,kloppen
1159,hauen::V,ლეწავს,houwen
1160,kleben::V,წებავს,plakken
1161,kleben::V,დააწებებს,plakken
1162,reiben::V,დაზელს,wrijven
1163,streichen::V,უსვამს,smeren
1164,schleifen::V,ლესავს,slijpen
1165,schneiden::V,გაჭრის,snijden
1166,rütteln::V,არხევს,schudden
1167,schütteln::V,არყევს,schudden
1168,schütteln::V,ანძრევს,schudden
1169,schwenken::V,აქნევს,wuiven
1170,schwenken::V,აქნევს,zwaaien
1171,schütten::V,ღვრის,gieten
1172,schütten::V,ღვრის,storten
1173,schütten::V,დააქცევს,gieten
1174,schütten::V,დააქცევს,storten
1175,füllen::V,გაავსებს,vullen
1176,einwickeln::V,შეახვევს,inwikkelen
1177,tragen::V,მიიტანს,dragen
1178,schleppen::V,მიათრევს,slepen
1179,ziehen::V,წევს,trekken
1180,ziehen::V,ათრევს,trekken
1181,aufbewahren::V,შეინახავს,bewaren
1182,werfen::V,ისვრის,gooien
1183,fangen::V,დაიჭერს,vangen
1184,packen::V,სტაცებს,pakken
1185,packen::V,სტაცებს,vastpakken
1186,verstecken::V,მალავს,verstoppen
1187,teilen::V,დაყოფს,delen
1188,schicken::V,გაგზავნის,sturen
1189,bringen::V,მოიტანს,brengen
1190,hinzufügen::V,დაამატებს,toevoegen
1191,bekommen::V,ამოიღებს,verkrijgen
1192,erhalten::V,იღებს,krijgen
1193,nehmen::V,აიღებს,nemen
1194,wählen::V,გადაარჩევს,kiezen
1195,wählen::V,გადაარჩევს,verkiezen
1196,auswählen::V,ამოარჩევს,uitkiezen
1197,bewahren::V,ინარჩუნებს,bewaren
1198,behindern::V,აბრკოლებს,hinderen
1199,behindern::V,გააძნელებს,hinderen
1200,verderben::V,გააფუჭებს,bederven
1201,beschädigen::V,დააზიანებს,beschadigen
1202,zerbrechen::V,დაამტვრევს,breken
1203,zerbrechen::V,დაამტვრევს,stukbreken
1204,zerreißen::V,გახევს,scheuren
1205,zerreißen::V,გახევს,verscheuren
1206,zerstören::V,მოსპობს,vernielen
1207,zerstören::V,დაანგრევს,vernielen
1208,verbrennen::V,დაწვავს,branden
1209,verbrennen::V,დაწვავს,verbranden
1210,geben::V,აძლევს,geven
1211,reichen::V,მიაწოდებს,reiken
1212,reichen::V,მიაწოდებს,aanreiken
1213,schenken::V,აჩუქებს,schenken
1214,versprechen::V,აღუთქვამს,beloven
1215,wünschen::V,უსურვებს,wensen
1216,loben::V,აქებს,loven
1217,loben::V,აქებს,prijzen
1218,loben::V,ამკობს,loven
1219,loben::V,ამკობს,prijzen
1220,küssen::V,აკოცებს,kussen
1221,wiegen::V,არხევს,wiegen
1222,zudecken::V,გადახურავს,toedekken
1223,wecken::V,გააღვიძებს,wekken
1224,zeigen::V,დაანახვებს,tonen
1225,zeigen::V,დაანახვებს,wijzen
1226,führen::V,მიჰყავს,voeren
1227,lehren::V,ასწავლის,leren
1228,unterrichten::V,ასწავლის,onderwijzen
1229,aufziehen::V,აღზრდის,grootbrengen
1230,leiten::V,აწარმოებს,leiden
1231,leiten::V,ხელმძღვანელობს,leiden
1232,antreiben::V,დააჩქარებს,aandrijven
1233,lassen::V,ა--ინებს,laten
1234,einladen::V,მოიპატიჟებს,uitnodigen
1235,vereinigen::V,შეაერთებს,verenigen
1236,besuchen::V,სანახავად მიდის,bezoeken
1237,treffen::V,შეხვდება,treffen
1238,treffen::V,შეხვდება,ontmoeten
1239,sich versammeln::V,შეიკრიბება,zich verzamelen
1240,spielen::V,ეთამაშება,spelen
1241,singen::V,მღერის,zingen
1242,tanzen::V,ცეკვავს,dansen
1243,sich trennen::V,მოშორდება,van elkaar gaan
1244,verlassen::V,მიატოვებს,verlaten
1245,retten::V,იხსნის,redden
1246,retten::V,გადაარჩენს,redden
1247,bewachen::V,დარაჯობს,bewaken
1248,bewachen::V,უთვალთვალებს,bewaken
1249,schützen::V,დაიფარავს,beschermen
1250,verteidigen::V,დაიცავს,verdedigen
1251,sich schlagen::V,იჩხუბებს,knokken
1252,schießen::V,ისვრის,schieten
1253,siegen::V,გაიმარჯვებს,overwinnen
1254,ärgern::V,აჯავრებს,ergeren
1255,schlagen::V,ცემს,slaan
1256,treten::V,პანღურს ამოჰკრავს,trappen
1257,treten::V,პანღურს ამოჰკრავს,schoppen
1258,stechen::V,სჩხვლეტს,steken
1259,stechen::V,სჩხვლეტს,prikken
1260,stoßen::V,დაეჯახება,stoten
1261,stehlen::V,ქურდობს,stelen
1262,stehlen::V,მოიპარავს,stelen
1263,stören::V,შეაწუხებს,storen
1264,stören::V,შეაწუხებს,verstoren
1265,belästigen::V,მობეზრდება,lastig vallen
1266,verbergen::V,დამალავს,verbergen
1267,täuschen::V,შეცდებს,misleiden
1268,betrügen::V,მოატყუებს,bedriegen
1269,töten::V,მოკლავს,doden
1270,wohnen::V,ცხოვრობს,wonen
1271,wohnen::V,ბინადრობს,wonen
1272,arbeiten::V,მუშაობს,werken
1273,sammeln::V,შეკრებს,inzamelen
1274,sammeln::V,შეკრებს,verzamelen
1275,pflücken::V,კრეფს,plukken
1276,jagen::V,ნადირობს,jagen
1277,fischen::V,თევზაობს,vissen
1278,fassen::V,დააჭერს,vangen
1279,hüten::V,მწყემსავს,hoeden
1280,treiben::V,მიერეკება,drijven
1281,anbinden::V,მიაბამს,vastbinden
1282,füttern::V,აჭმევს,voeren
1283,melken::V,წველის,melken
1284,hacken::V,კეპავს,hakken
1285,gießen::V,რწყავს,gieten
1286,reifen::V,მწიფდება,rijpen
1287,zubereiten::V,მოამზადებს,klaarmaken
1288,zubereiten::V,მოამზადებს,toebereiden
1289,kochen::V,მოხარშავს,koken
1290,backen::V,გამოაცხობს,bakken
1291,braten::V,შეწვავს,braden
1292,umrühren::V,შეურევს,omroeren
1293,umrühren::V,გათქვეფს,omroeren
1294,stricken::V,ქსოვს,breien
1295,nähen::V,გაკერავს,naaien
1296,färben::V,შეღებავს,verven
1297,färben::V,შეღებავს,kleuren
1298,reinigen::V,გაწმენდს,reinigen
1299,reinigen::V,გასუფთავებს,reinigen
1300,waschen::V,გარეცხავს,wassen
1301,abwischen::V,წაშლის,afvegen
1302,spülen::V,გაავლებს,spoelen
1303,spülen::V,გაავლებს,afwassen
1304,fegen::V,დაბლანდავს,vegen
1305,kehren::V,დაგვის,vegen
1306,baden::V,ბანაობს,baden
1307,sich waschen::V,იბანება,zich wassen
1308,ausziehen::V,გაიხდის,uittrekken
1309,anziehen::V,ჩაიცვამს,aantrekken
1310,sich anziehen::V,ჩაიცვამს,zich aankleden
1311,kämmen::V,დავარცხნის,kammen
1312,schmücken::V,მორთავს,tooien
1313,sagen::V,იტყვის,zeggen
1314,sprechen::V,ლაპარაკობს,spreken
1315,reden::V,საუბრობს,praten
1316,sich unterhalten::V,ბაასობს,zich onderhouden
1317,sich unterhalten::V,მუსაიფობს,zich onderhouden
1318,fragen::V,ჰკითხავს,vragen
1319,bitten::V,სთხოვს,vragen
1320,bitten::V,სთხოვს,verzoeken
1321,erzählen::V,მოუთხრობს,vertellen
1322,mitteilen::V,აუწყებს,meedelen
1323,mitteilen::V,აცნობებს,meedelen
1324,nennen::V,უწოდებს,noemen
1325,rufen::V,დაუძახებს,roepen
1326,prahlen::V,ტრაბახობს,pralen
1327,übersetzen::V,გადათარგმნის,vertalen
1328,denken::V,ფიქრობს,denken
1329,denken::V,აზროვნებს,denken
1330,glauben::V,სჯერა,geloven
1331,bemerken::V,შენიშვნავს,bemerken
1332,erkennen::V,გამოიცნობს,herkennen
1333,begreifen::V,გაიგებს,begrijpen
1334,verstehen::V,გაიგონებს,verstaan
1335,lernen::V,ისწავლის,leren
1336,wissen::V,ეცოდინება,weten
1337,sich erinnern an::V,მოიგონებს,zich herinneren aan
1338,sich erinnern an::V,გაიხსენებს,zich herinneren aan
1339,vergessen::V,ივიწყებს,vergeten
1340,messen::V,ზომავს,meten
1341,zählen::V,ითვლის,tellen
1342,rechnen::V,გაიანგარიშებს,rekenen
1343,lesen::V,კითხულობს,lezen
1344,malen::V,ხატავს,schilderen
1345,zeichnen::V,ხაზავს,tekenen
1346,schreiben::V,დაწერს,schrijven
1347,besitzen::V,ექნება,bezitten
1348,kaufen::V,ყიდულობს,kopen
1349,verkaufen::V,გაყიდის,verkopen
1350,bezahlen::V,გადაიხდის,betalen
1351,zahlen::V,გადაიხდის,betalen
1352,beherrschen::V,ფლობს,beheersen
1353,ertragen::V,მოითმენს,verdragen
