,Concept_ID,no,uk
854,geboren werden::V,fødes,народитися
855,atmen::V,ånde,дихати
856,atmen::V,puste,дихати
857,trinken::V,drikke,пити
858,essen::V,spise,їсти
859,schlucken::V,svelge,ковтати
860,müde werden::V,bli trett,втомитися
861,einschlafen::V,sovne,заснути
862,schlafen::V,sove,спати
863,aufwachen::V,våkne,прокинутися
864,aufstehen::V,stå opp,встати
865,sich erholen::V,bli bra,відпочивати
866,sich erholen::V,komme seg,відпочивати
867,krank werden::V,bli syk,захворіти
868,krank sein::V,være syk,хворіти
869,schmerzen::V,gjøre vondt,боліти
870,husten::V,hoste,кашляти
871,genesen::V,komme seg,одужати
872,genesen::V,komme seg,видужати
873,sterben::V,dø,померти
874,umkommen::V,omkomme,згинути
875,sich bewegen::V,bevege seg,рухатися
876,sich rühren::V,røre på seg,ворушитися
877,sich erheben::V,reise seg,встати
878,sich setzen::V,sette sig,сісти
879,hinfallen::V,falle over ende,упасти
880,laufen::V,løpe,ходити
881,schreiten::V,skride,крокувати
882,spazierengehen::V,spasere,гуляти
883,spazierengehen::V,gå en tur,гуляти
884,eilen::V,ile,спішити
885,sich beeilen::V,skynde seg,поспішати
886,sausen::V,suse,мчатися
887,rennen::V,løpe,бігати
888,springen::V,hoppe,скакати
889,springen::V,hoppe,стрибати
890,springen::V,springe,скакати
891,springen::V,springe,стрибати
892,klettern::V,klatre,лазити
893,schaukeln::V,huske,гойдатися
894,kriechen::V,krype,повзати
895,schwimmen::V,svømme,пливти
896,schwimmen::V,svømme,плавати
897,tauchen::V,dykke,пірнати
898,rudern::V,ro,гребти
899,rudern::V,ro,веслувати
900,fahren::V,kjøre,їхати
901,fliegen::V,fly,літати
902,gehen::V,gå,іти
903,weggehen::V,gå bort,піти
904,abfahren::V,reise,від’їхати
905,abfahren::V,reise,відправитися
906,anhalten::V,stanse,зупинитися
907,hineingehen::V,gå inn,входити
908,eintreten::V,tre inn,увійти
909,kommen::V,komme,прийти
910,ankommen::V,ankomme,прибути
911,ankommen::V,komme til,прибути
912,zurückkommen::V,komme tilbake,повернутися
913,bleiben::V,bli,залишитися
914,bleiben::V,forbli,залишитися
915,warten::V,vente,чекати
916,erwarten::V,vente,чекати
917,suchen::V,søke,шукати
918,finden::V,finne,знайти
919,versuchen::V,prøve,випробовувати
920,versuchen::V,forsøke,випробовувати
921,vorbereiten::V,forberede,підготувати
922,lieben::V,elske,любити
923,mögen::V,like,любити
924,mögen::V,like,подобатися
925,lachen::V,le,сміятися
926,rühren::V,røre,розчулити
927,weinen::V,gråte,плакати
928,schimpfen::V,skjelle,лаятися
929,sich ärgern::V,ergre seg,сердитися
930,sich fürchten::V,være redd,боятися
931,fürchten::V,være redd for,боятися
932,fliehen::V,rømme,тікати
933,fliehen::V,flykte,тікати
934,flüchten::V,flykte,утекти
935,sehen::V,se,бачити
936,anschauen::V,se på,поглянути
937,anschauen::V,betrakte,поглянути
938,ansehen::V,anse,дивитися на
939,hören::V,høre,чути
940,zuhören::V,tilhøre,слухати
941,probieren::V,smake,покуштувати
942,probieren::V,smake på,покуштувати
943,riechen::V,lukte,нюхати
944,fühlen::V,føle,відчувати
945,scheinen::V,se ut,здаватися
946,zu sehen sein::V,synes,виднітися
947,vernehmen::V,få vite,почути
948,frieren::V,fryse,мерзнути
949,tun::V,gjøre,робити
950,können::V,kunne,могти
951,wollen::V,ville,хотіти
952,anfangen::V,begynne,почати
953,beenden::V,avslutte,закінчити
954,aufhören::V,slutte,перестати
955,aufhören::V,holde opp,перестати
956,gelingen::V,lykkes,вдатися
957,geraten::V,bli,опинитися
958,öffnen::V,åpne,відкрити
959,schließen::V,lukke,закрити
960,schließen::V,stenge,закрити
961,stellen::V,stille,поставити
962,setzen::V,sette,посадити
963,legen::V,legge,класти
964,berühren::V,berøre,чіпати
965,verbinden::V,forbinde,зв’язати
966,bedecken::V,dekke,покрити
967,aufhängen::V,henge,повісити
968,aufhängen::V,henge opp,повісити
969,anzünden::V,tenne,запалити
970,anzünden::V,antenne,запалити
971,anzünden::V,tenne på,запалити
972,aufheben::V,løfte,підняти
973,aufheben::V,ta opp,підняти
974,zurücklassen::V,slippe tilbake,залишити
975,verlieren::V,miste,загубити
976,fallen lassen::V,droppe,упустити
977,fallen lassen::V,la falle,упустити
978,machen::V,lage,зробити
979,machen::V,gjøre,зробити
980,herstellen::V,fremstille,виготовити
981,bauen::V,bygge,будувати
982,reparieren::V,reparere,лагодити
983,verbessern::V,rette,поліпшити
984,verbessern::V,forbedre,поліпшити
985,ändern::V,forandre,змінити
986,graben::V,grave,копати
987,beugen::V,bøye,зігнути
988,biegen::V,bøye,погнути
989,drehen::V,dreie,вертіти
990,wenden::V,vende,повернути
991,umdrehen::V,snu,перевернути
992,heben::V,heve,піднімати
993,hochheben::V,løfte,підняти
994,ergreifen::V,gripe,схопити
995,ergreifen::V,få tak i,схопити
996,halten::V,holde,тримати
997,drücken::V,trykke,натискати
998,schieben::V,skyve,пхати
999,schieben::V,skyve,штовхати
1000,kratzen::V,klø,шкребти
1001,kratzen::V,klore,шкребти
1002,lecken::V,slikke,лизати
1003,beißen::V,bite,кусати
1004,abreißen::V,rive av,відірвати
1005,abschneiden::V,skjære av,відрізати
1006,binden::V,binde,в’язати
1007,stecken::V,stikke,увіткнути
1008,brechen::V,bryte,зламати
1009,brechen::V,briste,зламати
1010,klopfen::V,banke,стукати
1011,hauen::V,hogge,бити
1012,kleben::V,klistre,клеїти
1013,reiben::V,gni,терти
1014,streichen::V,stryke,намазати
1015,schleifen::V,slipe,точити
1016,schneiden::V,klippe,різати
1017,rütteln::V,ruske,хитати
1018,schütteln::V,riste,трясти
1019,schwenken::V,svinge,махати
1020,schütten::V,helle,налити
1021,füllen::V,fylle,наповнити
1022,einwickeln::V,vikle inn,загорнути
1023,tragen::V,bære,нести
1024,schleppen::V,slepe,тягти
1025,ziehen::V,dra,тягнути
1026,ziehen::V,trekke,тягнути
1027,aufbewahren::V,oppbevare,зберігати
1028,aufbewahren::V,ta vare på,зберігати
1029,werfen::V,kaste,кидати
1030,fangen::V,fange,ловити
1031,packen::V,gripe,схопити
1032,packen::V,gripe tak i,схопити
1033,verstecken::V,gjemme,сховати
1034,teilen::V,dele,розділити
1035,schicken::V,sende,посилати
1036,bringen::V,bringe,принести
1037,hinzufügen::V,tilføye,додати
1038,bekommen::V,få,дістати
1039,erhalten::V,få,одержати
1040,nehmen::V,ta,взяти
1041,wählen::V,velge,вибрати
1042,auswählen::V,velge ut,відібрати
1043,bewahren::V,bevare,зберегти
1044,behindern::V,hindre,перешкоджати
1045,behindern::V,forhindre,перешкоджати
1046,verderben::V,ødelegge,зіпсувати
1047,beschädigen::V,skade,зашкодити
1048,zerbrechen::V,brekke i stykker,розбити
1049,zerreißen::V,rive i stykker,розірвати
1050,zerstören::V,ødelegge,зруйнувати
1051,verbrennen::V,brenne,спалити
1052,verbrennen::V,brenne opp,спалити
1053,geben::V,gi,дати
1054,reichen::V,rekke,передати
1055,schenken::V,forære,дарувати
1056,schenken::V,skjenke,дарувати
1057,versprechen::V,love,обіцяти
1058,wünschen::V,ønske,бажати
1059,loben::V,rose,хвалити
1060,küssen::V,kysse,цілувати
1061,wiegen::V,vogge,качати
1062,zudecken::V,dekke til,накрити
1063,wecken::V,vekke,розбудити
1064,zeigen::V,vise,показати
1065,führen::V,føre,вести
1066,lehren::V,lære,вчити
1067,unterrichten::V,undervise,викладати
1068,aufziehen::V,oppdra,виховати
1069,leiten::V,lede,керувати
1070,antreiben::V,drive på,підганяти
1071,lassen::V,få til å,змусити
1072,einladen::V,be,запросити
1073,einladen::V,invitere,запросити
1074,vereinigen::V,forene,об’єднати
1075,besuchen::V,besøke,завітати
1076,besuchen::V,besøke,відвідати
1077,treffen::V,møte,зустріти
1078,treffen::V,treffe,зустріти
1079,sich versammeln::V,forsamles,зібратися
1080,spielen::V,leke,грати
1081,spielen::V,spille,грати
1082,singen::V,synge,співати
1083,tanzen::V,danse,танцювати
1084,sich trennen::V,skilles,розлучитися
1085,verlassen::V,forlate,покинути
1086,retten::V,redde,врятувати
1087,bewachen::V,bevokte,охороняти
1088,schützen::V,verne,уберігати
1089,schützen::V,beskytte,уберігати
1090,verteidigen::V,forsvare,захистити
1091,sich schlagen::V,slåss,битися
1092,sich schlagen::V,slåss,дратися
1093,schießen::V,skyte,стріляти
1094,siegen::V,seire,перемогти
1095,ärgern::V,ergre,сердити
1096,treten::V,sparke,штовхати
1097,stechen::V,stikke,вколоти
1098,stoßen::V,støte,штовхнути
1099,stehlen::V,stjele,украсти
1100,stören::V,forstyrre,перешкодити
1101,belästigen::V,plage,докучати
1102,belästigen::V,sjenere,докучати
1103,verbergen::V,gjemme,сховати
1104,täuschen::V,villede,обдурити
1105,betrügen::V,bedra,зшахраювати
1106,töten::V,drepe,убити
1107,wohnen::V,bo,жити
1108,wohnen::V,bo,мешкати
1109,arbeiten::V,arbeide,працювати
1110,sammeln::V,samle,зібрати
1111,pflücken::V,plukke,зривати
1112,jagen::V,jage,полювати
1113,fischen::V,fiske,рибалити
1114,fassen::V,fange,піймати
1115,hüten::V,vokte,пасти
1116,treiben::V,drive,гнати
1117,anbinden::V,feste,прив’язати
1118,füttern::V,fore,годувати
1119,füttern::V,fore,харчувати
1120,melken::V,melke,доїти
1121,hacken::V,hakke,рубати
1122,gießen::V,helle,полити
1123,reifen::V,modne,дозріти
1124,zubereiten::V,lage,зготовити
1125,zubereiten::V,lage,приготувати
1126,zubereiten::V,tilberede,зготовити
1127,zubereiten::V,tilberede,приготувати
1128,kochen::V,koke,варити
1129,kochen::V,koke,готувати
1130,backen::V,bake,пекти
1131,braten::V,steke,смажити
1132,umrühren::V,røre om,переміщати
1133,stricken::V,strikke,в’язати
1134,nähen::V,sy,шити
1135,färben::V,farge,пофарбувати
1136,reinigen::V,rense,очистити
1137,reinigen::V,gjøre ren,очистити
1138,waschen::V,vaske,мити
1139,abwischen::V,tørke av,витерти
1140,spülen::V,spyle,полоскати
1141,spülen::V,skylle,полоскати
1142,fegen::V,feie,підмітати
1143,kehren::V,koste,мести
1144,baden::V,bade,купатися
1145,sich waschen::V,vaske seg,митися
1146,ausziehen::V,ta av,зняти
1147,anziehen::V,ta på,надіти
1148,sich anziehen::V,kle på seg,одягтися
1149,sich anziehen::V,kle på seg,одягнутися
1150,kämmen::V,gre,зачесати
1151,kämmen::V,kjemme,зачесати
1152,schmücken::V,pynte,оздобити
1153,schmücken::V,smykke,оздобити
1154,sagen::V,si,сказати
1155,sprechen::V,snakke,говорити
1156,reden::V,tale,розмовляти
1157,reden::V,snakke,розмовляти
1158,sich unterhalten::V,samtale,бесідувати
1159,fragen::V,spørre,запитати
1160,bitten::V,be,просити
1161,erzählen::V,fortelle,розповісти
1162,mitteilen::V,meddele,повідомити
1163,nennen::V,kalle,назвати
1164,rufen::V,rope,кликати
1165,prahlen::V,skryte,хвалитися
1166,übersetzen::V,oversette,перекласти
1167,denken::V,tenke,думати
1168,denken::V,tenke,мислити
1169,glauben::V,tro,вірити
1170,bemerken::V,bemerke,помітити
1171,bemerken::V,legge merke til,помітити
1172,erkennen::V,gjenkjenne,пізнати
1173,begreifen::V,begripe,осягнути
1174,verstehen::V,forstå,почути
1175,verstehen::V,skjønne,почути
1176,lernen::V,lære,навчатися
1177,wissen::V,vite,знати
1178,sich erinnern an::V,huske på,пам’ятати
1179,vergessen::V,glemme,забути
1180,messen::V,måle,міряти
1181,zählen::V,telle,лічити
1182,rechnen::V,regne,рахувати
1183,lesen::V,lese,читати
1184,malen::V,male,малювати
1185,zeichnen::V,tegne,рисувати
1186,schreiben::V,skrive,писати
1187,besitzen::V,eie,мати
1188,besitzen::V,inneha,мати
1189,kaufen::V,kjøpe,купити
1190,verkaufen::V,selge,продати
1191,bezahlen::V,betale,заплатити
1192,zahlen::V,betale,платити
1193,beherrschen::V,beherske,володіти
1194,ertragen::V,orke,витерпіти
1195,schlagen::V,,ударити
