,Concept_ID,uk,en
882,frieren::V,мерзнути,be cold
883,tun::V,робити,do
884,können::V,могти,can
885,wollen::V,хотіти,want
886,anfangen::V,почати,start
887,beenden::V,закінчити,finish
888,aufhören::V,перестати,stop
889,gelingen::V,вдатися,succeed
890,geraten::V,опинитися,turn out
891,öffnen::V,відкрити,open
892,schließen::V,закрити,close
893,stellen::V,поставити,put
894,setzen::V,посадити,place
895,legen::V,класти,lay
896,berühren::V,чіпати,touch
897,verbinden::V,зв’язати,connect
898,bedecken::V,покрити,cover
899,aufhängen::V,повісити,hang up
900,anzünden::V,запалити,light
901,aufheben::V,підняти,pick up
902,zurücklassen::V,залишити,leave
903,verlieren::V,загубити,lose
904,fallen lassen::V,упустити,drop
905,machen::V,зробити,make
906,herstellen::V,виготовити,produce
907,bauen::V,будувати,build
908,reparieren::V,лагодити,mend
909,verbessern::V,поліпшити,improve
910,ändern::V,змінити,alter
911,graben::V,копати,dig
912,beugen::V,зігнути,bow
913,biegen::V,погнути,bend
914,drehen::V,вертіти,spin
915,wenden::V,повернути,turn
916,umdrehen::V,перевернути,turn around
917,heben::V,піднімати,raise
918,hochheben::V,підняти,lift
919,ergreifen::V,схопити,seize
920,halten::V,тримати,hold
921,drücken::V,натискати,press
922,schieben::V,пхати,push
923,schieben::V,штовхати,push
924,kratzen::V,шкребти,scrape
925,lecken::V,лизати,lick
926,beißen::V,кусати,bite
927,abreißen::V,відірвати,tear off
928,abschneiden::V,відрізати,cut off
929,binden::V,в’язати,tie
930,stecken::V,увіткнути,stick
931,brechen::V,зламати,break
932,klopfen::V,стукати,knock
933,hauen::V,бити,hit
934,kleben::V,клеїти,glue
935,reiben::V,терти,rub
936,streichen::V,намазати,spread
937,schleifen::V,точити,grind
938,schneiden::V,різати,cut
939,rütteln::V,хитати,jolt
940,schütteln::V,трясти,shake
941,schwenken::V,махати,swing
942,schütten::V,налити,pour
943,füllen::V,наповнити,fill
944,einwickeln::V,загорнути,wrap
945,tragen::V,нести,carry
946,schleppen::V,тягти,drag
947,ziehen::V,тягнути,pull
948,aufbewahren::V,зберігати,keep
949,werfen::V,кидати,throw
950,fangen::V,ловити,catch
951,packen::V,схопити,grab
952,verstecken::V,сховати,hide
953,teilen::V,розділити,divide
954,schicken::V,посилати,send
955,bringen::V,принести,bring
956,hinzufügen::V,додати,add
957,bekommen::V,дістати,get
958,erhalten::V,одержати,receive
959,nehmen::V,взяти,take
960,wählen::V,вибрати,choose
961,auswählen::V,відібрати,select
962,bewahren::V,зберегти,preserve
963,behindern::V,перешкоджати,hinder
964,verderben::V,зіпсувати,spoil
965,beschädigen::V,зашкодити,damage
966,zerbrechen::V,розбити,break
967,zerreißen::V,розірвати,tear
968,zerstören::V,зруйнувати,destroy
969,verbrennen::V,спалити,burn
970,geben::V,дати,give
971,reichen::V,передати,hand
972,schenken::V,дарувати,give
973,versprechen::V,обіцяти,promise
974,wünschen::V,бажати,wish
975,loben::V,хвалити,praise
976,küssen::V,цілувати,kiss
977,wiegen::V,качати,rock
978,zudecken::V,накрити,cover
979,wecken::V,розбудити,wake
980,zeigen::V,показати,show
981,führen::V,вести,guide
982,lehren::V,вчити,teach
983,unterrichten::V,викладати,instruct
984,aufziehen::V,виховати,bring up
985,leiten::V,керувати,lead
986,antreiben::V,підганяти,urge
987,lassen::V,змусити,let
988,einladen::V,запросити,invite
989,vereinigen::V,об’єднати,unite
990,besuchen::V,завітати,visit
991,besuchen::V,відвідати,visit
992,treffen::V,зустріти,meet
993,sich versammeln::V,зібратися,assemble
994,spielen::V,грати,play
995,singen::V,співати,sing
996,tanzen::V,танцювати,dance
997,sich trennen::V,розлучитися,separate
998,verlassen::V,покинути,leave
999,retten::V,врятувати,rescue
1000,bewachen::V,охороняти,guard
1001,schützen::V,уберігати,protect
1002,verteidigen::V,захистити,defend
1003,sich schlagen::V,битися,brawl
1004,sich schlagen::V,дратися,brawl
1005,schießen::V,стріляти,shoot
1006,siegen::V,перемогти,win
1007,ärgern::V,сердити,annoy
1008,schlagen::V,ударити,beat
1009,treten::V,штовхати,kick
1010,stechen::V,вколоти,sting
1011,stoßen::V,штовхнути,shove
1012,stehlen::V,украсти,steal
1013,stören::V,перешкодити,disturb
1014,belästigen::V,докучати,bother
1015,verbergen::V,сховати,conceal
1016,täuschen::V,обдурити,deceive
1017,betrügen::V,зшахраювати,cheat
1018,töten::V,убити,kill
1019,wohnen::V,жити,dwell
1020,wohnen::V,мешкати,dwell
1021,arbeiten::V,працювати,work
1022,sammeln::V,зібрати,gather
1023,pflücken::V,зривати,pick
1024,jagen::V,полювати,hunt
1025,fischen::V,рибалити,fish
1026,fassen::V,піймати,catch
1027,hüten::V,пасти,herd
1028,treiben::V,гнати,drive
1029,anbinden::V,прив’язати,tie up
1030,füttern::V,годувати,feed
1031,füttern::V,харчувати,feed
1032,melken::V,доїти,milk
1033,hacken::V,рубати,chop
1034,gießen::V,полити,water
1035,reifen::V,дозріти,ripen
1036,zubereiten::V,зготовити,cook
1037,zubereiten::V,приготувати,cook
1038,kochen::V,варити,boil
1039,kochen::V,готувати,boil
1040,backen::V,пекти,bake
1041,braten::V,смажити,fry
1042,umrühren::V,переміщати,stir
1043,stricken::V,в’язати,knit
1044,nähen::V,шити,sew
1045,färben::V,пофарбувати,dye
1046,reinigen::V,очистити,clean
1047,waschen::V,мити,wash
1048,abwischen::V,витерти,wipe
1049,spülen::V,полоскати,rinse
1050,fegen::V,підмітати,sweep
1051,kehren::V,мести,sweep
1052,baden::V,купатися,bath
1053,sich waschen::V,митися,wash
1054,ausziehen::V,зняти,take off
1055,anziehen::V,надіти,put on
1056,sich anziehen::V,одягтися,get dressed
1057,sich anziehen::V,одягнутися,get dressed
1058,kämmen::V,зачесати,comb
1059,schmücken::V,оздобити,decorate
1060,sagen::V,сказати,say
1061,sprechen::V,говорити,speak
1062,reden::V,розмовляти,talk
1063,sich unterhalten::V,бесідувати,chat
1064,fragen::V,запитати,ask
1065,bitten::V,просити,request
1066,erzählen::V,розповісти,tell
1067,mitteilen::V,повідомити,convey
1068,nennen::V,назвати,name
1069,rufen::V,кликати,call
1070,prahlen::V,хвалитися,brag
1071,übersetzen::V,перекласти,translate
1072,denken::V,думати,think
1073,denken::V,мислити,think
1074,glauben::V,вірити,believe
1075,bemerken::V,помітити,notice
1076,erkennen::V,пізнати,recognize
1077,begreifen::V,осягнути,grasp
1078,verstehen::V,почути,understand
1079,lernen::V,навчатися,learn
1080,wissen::V,знати,know
1081,sich erinnern an::V,пам’ятати,remember
1082,vergessen::V,забути,forget
1083,messen::V,міряти,measure
1084,zählen::V,лічити,count
1085,rechnen::V,рахувати,calculate
1086,lesen::V,читати,read
1087,malen::V,малювати,paint
1088,zeichnen::V,рисувати,draw
1089,schreiben::V,писати,write
1090,besitzen::V,мати,own
1091,kaufen::V,купити,buy
1092,verkaufen::V,продати,sell
1093,bezahlen::V,заплатити,pay for
1094,zahlen::V,платити,pay
1095,beherrschen::V,володіти,rule
1096,ertragen::V,витерпіти,endure
