,Concept_ID,mdf,sv
822,ich::PRN,мон,jag
823,du::PRN,тон,du
824,er::PRN,сон,han
825,wir::PRN,минь,vi
826,ihr::PRN,тинь,ni
827,sie::PRN,синь,de
828,was::FPRN,мезе,vad
829,wer::FPRN,кие,vem
830,wo::FADV,коса,var
831,wohin::FADV,ков,vart
832,wohin::FADV,коза,vart
833,wie::FADV,ко́да,hur
834,warum::FADV,мес,varför
835,wieviel::FNUM,мзя́ра,hur mycket
836,eins::NUM,фкя,en
837,eins::NUM,фкя,ett
838,zwei::NUM,кафта,två
839,drei::NUM,колма,tre
840,vier::NUM,ниле,fyra
841,fünf::NUM,вете,fem
842,sechs::NUM,кота,sex
843,sieben::NUM,сисем,sju
844,acht::NUM,кафкса,åtta
845,neun::NUM,ве́йхкса,nio
846,zehn::NUM,кемонь,tio
847,elf::NUM,кефкие,elva
848,zwölf::NUM,кемгафтува,tolv
849,zwanzig::NUM,комсь,tjugo
850,dreißig::NUM,колмогемонь,trettio
851,vierzig::NUM,нильге́монь,fyrtio
852,fünfzig::NUM,ве́дьгемонь,femtio
853,sechzig::NUM,ко́дгемонь,sextio
854,siebzig::NUM,сизьге́монь,sjuttio
855,achtzig::NUM,ка́фксогемонь,åttio
856,neunzig::NUM,ве́йхксогемонь,nittio
857,hundert::NUM,сяда,hundra
858,tausend::NUM,тёжянь,tusen
859,und::CNJ,и,och
860,und::CNJ,дъ,och
861,oder::CNJ,или,eller
862,oder::CNJ,али,eller
863,stehen::V,а́щемс стя́да,stå
864,sitzen::V,ащемс озада,sitta
865,liegen::V,ма́дозь а́щемс,ligga
866,hängen::V,нюрьгомс,hänga
867,werden::V,арамс,bli
868,werden::V,тиевомс,bli
869,passieren::V,лисэмс,ske
870,passieren::V,лисэмс,hända
871,passieren::V,эвондамс,ske
872,passieren::V,эвондамс,hända
873,beginnen::V,ушедомс,börja
874,enden::V,лоткамс,ända
875,wechseln::V,по́лафнемс,växla
876,aufgehen[Sonne]::V,стямс,gå upp
877,aufgehen[Sonne]::V,лисемс,gå upp
878,untergehen[Sonne]::V,валгомс,gå ned
879,scheinen[Sonne]::V,ва́лдоптомс,skina
880,donnern::V,торамс,dundra
881,wehen::V,уфа́мс,blåsa
882,strömen::V,шудемс,forsa
883,strömen::V,шудемс,strömma
884,fließen::V,шудемс,flyta
885,sich drehen::V,шаромс,snurra
886,schwanken::V,якамс,vackla
887,schwingen::V,люксемс,svinga
888,schwingen::V,нюрьсемс,svinga
889,fallen::V,прамс,falla
890,fallen::V,прашендомс,falla
891,brennen::V,паломс,brinna
892,rauchen::V,качадомс,ryka
893,regnen::V,пиземс,regna
894,gefrieren::V,эйндамс,frysa
895,gefrieren::V,кельмомс,frysa
896,tauen::V,соламс,töa
897,schmelzen::V,соламс,smälta
898,trocknen::V,коськомс,torka
899,sieden::V,лакамс,koka
900,sieden::V,лакамс,sjuda
901,faulen::V,наксадомс,ruttna
902,verfaulen::V,наксадомс,ruttna
903,reißen::V,сязевомс,brista
904,versinken::V,ваямс,sjunka
905,vergehen::V,ётамс,förgå
906,erscheinen::V,эвондамс,synas
907,erscheinen::V,эвондамс,visa sig
908,verschwinden::V,юма́мс,försvinna
909,sinken::V,валгомс,sjunka
910,abnehmen::V,киремс,avta
911,abnehmen::V,киремс,minskas
912,zunehmen::V,ламокстомс,tilltaga
913,zunehmen::V,рашнемс,tilltaga
914,steigen::V,кеподемс,stiga
915,wachsen::V,касомс,växa
916,glänzen::V,цинзелдомс,glimma
917,glänzen::V,цифордомс,glimma
918,funkeln::V,ци́фтордомс,tindra
919,funkeln::V,ци́фтордомс,gnistra
920,lärmen::V,жалнамс,bråka
921,lärmen::V,жалнамс,väsnas
922,läuten::V,гайфтемс,ringa
923,klingeln::V,гайфтемс,ringa
924,klirren::V,ка́нзеркшнемс,klirra
925,brausen::V,жоледемс,brusa
926,rauschen::V,вжнамс,susa
927,rauschen::V,гамнамс,susa
928,klingen::V,кайгомс,låta
929,klingen::V,кайгомс,klinga
930,bellen::V,ува́мс,skälla
931,heulen::V,сувомс,yla
932,heulen::V,сувомс,tjuta
933,heulen::V,урнамс,yla
934,heulen::V,урнамс,tjuta
935,blasen::V,уфа́мс,blåsa
936,pfeifen::V,вяшкомс,vissla
937,schreien::V,пешкодомс,skrika
938,stöhnen::V,куфцемс,stöna
939,zittern::V,таромс,darra
940,zittern::V,таромс,skälva
941,leben::V,эрямс,leva
942,geboren werden::V,шачемс,födas
943,atmen::V,ажнамс,andas
944,trinken::V,симомс,dricka
945,essen::V,ярхцамс,äta
946,schlucken::V,нилемс,svälja
947,müde werden::V,сиземс,tröttna
948,einschlafen::V,матодовомс,somna
949,schlafen::V,удомс,sova
950,aufwachen::V,съргоземс,vakna
951,aufstehen::V,стямс,stiga upp
952,sich erholen::V,ваймосемс,repa sig
953,sich erholen::V,ваймосемс,hämta sig
954,krank werden::V,сярядькстомс,insjukna
955,krank sein::V,сярядемс,vara sjuk
956,schmerzen::V,сярядемс,smärta
957,schmerzen::V,сярядемс,göra ont
958,husten::V,козомс,hosta
959,genesen::V,пъ́чкамс,tillfriskna
960,sterben::V,куломс,dö
961,umkommen::V,юма́мс,omkomma
962,sich bewegen::V,шаштомс,röra sig
963,sich rühren::V,сърхка́мс,röra på sig
964,sich erheben::V,стямс,resa sig
965,sich setzen::V,озамс,sätta sig
966,hinfallen::V,прамс,falla omkull
967,hinfallen::V,сяворемс,falla omkull
968,laufen::V,якамс,löpa
969,schreiten::V,молемс,skrida
970,schreiten::V,аськолямс,skrida
971,spazierengehen::V,якамс,promenera
972,eilen::V,эряскодомс,ila
973,sich beeilen::V,эряскодомс,skynda sig
974,sausen::V,лиемс,susa
975,rennen::V,арнемс,löpa
976,rennen::V,арнемс,springa
977,springen::V,комотнемс,hoppa
978,klettern::V,ку́цемс,klättra
979,schaukeln::V,нюрямс,gunga
980,kriechen::V,шаштомс комада,kräla
981,schwimmen::V,уемс,simma
982,tauchen::V,юпиемс,dyka
983,tauchen::V,чёпафнемс,dyka
984,rudern::V,па́немс ве́неж,ro
985,fahren::V,ардомс,köra
986,fliegen::V,лиемс,flyga
987,gehen::V,молемс,gå
988,weggehen::V,тумс,gå bort
989,abfahren::V,тумс,resa
990,abfahren::V,тумс,avresa
991,anhalten::V,лоткамс,stanna
992,hineingehen::V,сува́мс,gå in
993,eintreten::V,сува́мс,träda in
994,kommen::V,самс,komma
995,ankommen::V,самс,ankomma
996,ankommen::V,пачкодемс,ankomma
997,zurückkommen::V,мърдамс,återkomma
998,bleiben::V,иля́домс,bli
999,bleiben::V,иля́домс,förbli
1000,warten::V,учемс,vänta
1001,erwarten::V,учемс,vänta
1002,suchen::V,вешемс,leta
1003,finden::V,мумс,finna
1004,versuchen::V,варчсемс,försöka
1005,vorbereiten::V,анокламс,förbereda
1006,lieben::V,кельгомс,älska
1007,mögen::V,кельгомс,tycka om
1008,lachen::V,рахамс,skratta
1009,lachen::V,рахсемс,skratta
1010,rühren::V,токамс седи,röra
1011,weinen::V,авардемс,gråta
1012,schimpfen::V,сюцемс,skälla
1013,sich ärgern::V,кяжиямс,förargas
1014,sich fürchten::V,пелемс,vara rädd
1015,fürchten::V,пелемс,frukta
1016,fliehen::V,ворьгодемс,fly
1017,fliehen::V,ворьгодемс,rymma
1018,flüchten::V,ша́домс,fly
1019,flüchten::V,во́рьгодемс,fly
1020,sehen::V,няемс,se
1021,anschauen::V,ваномс,se på
1022,anschauen::V,ваномс,betrakta
1023,ansehen::V,ваномс,åse
1024,hören::V,марямс,höra
1025,zuhören::V,ку́лхдоньомс,höra på
1026,zuhören::V,ку́лхдоньомс,lyssna till
1027,probieren::V,варжамс,smaka
1028,probieren::V,варжамс,smaka på
1029,riechen::V,никса́мс,lukta
1030,fühlen::V,марямс,känna
1031,scheinen::V,ня́евомс,verka
1032,scheinen::V,ня́евомс,tyckas
1033,zu sehen sein::V,ня́евомс,synas
1034,zu sehen sein::V,ня́евомс,kunna ses
1035,vernehmen::V,марямс,få veta
1036,vernehmen::V,марямс,förnimma
1037,frieren::V,паломс,frysa
1038,frieren::V,кельмомс,frysa
1039,tun::V,тиемс,göra
1040,können::V,маштомс,kunna
1041,wollen::V,-не-,vilja
1042,anfangen::V,ушедомс,börja
1043,beenden::V,аде́ламс,avsluta
1044,aufhören::V,лоткамс,sluta
1045,aufhören::V,лоткамс,upphöra
1046,gelingen::V,удалакшнемс,lyckas
1047,geraten::V,лисемс,bli
1048,öffnen::V,панжемс,öppna
1049,schließen::V,сёлгомс,låsa
1050,schließen::V,сёлгомс,stänga
1051,stellen::V,путомс,ställa
1052,setzen::V,озафнемс,sätta
1053,setzen::V,озавтнемс,sätta
1054,legen::V,путомс,lägga
1055,berühren::V,токамс,beröra
1056,verbinden::V,сотомс,förbinda
1057,bedecken::V,комачамс,täcka
1058,bedecken::V,комачамс,betäcka
1059,bedecken::V,вельхтямс,täcka
1060,bedecken::V,вельхтямс,betäcka
1061,aufhängen::V,повфтамс,hänga
1062,aufhängen::V,повфтамс,hänga upp
1063,anzünden::V,крьвя́стемс,tända
1064,anzünden::V,крьвя́стемс,antända
1065,anzünden::V,крьвя́стемс,tända på
1066,aufheben::V,кеподемс,lyfta
1067,aufheben::V,касфтомс,lyfta
1068,zurücklassen::V,ка́домс,lämna
1069,zurücklassen::V,ка́домс,efterlämna
1070,verlieren::V,юма́фтомс,mista
1071,verlieren::V,юма́фтомс,förlora
1072,fallen lassen::V,прафтомс,tappa
1073,fallen lassen::V,прафтомс,släppa
1074,machen::V,тиемс,göra
1075,herstellen::V,анокламс,tillverka
1076,herstellen::V,анокламс,framställa
1077,bauen::V,путомс,bygga
1078,reparieren::V,петемс,reparera
1079,verbessern::V,цебярьгофтомс,rätta
1080,verbessern::V,цебярьгофтомс,förbättra
1081,ändern::V,полафтомс,ändra
1082,ändern::V,полафтомс,förändra
1083,graben::V,шу́вомс,gräva
1084,graben::V,та́ргамс,gräva
1085,beugen::V,мяндемс,böja
1086,biegen::V,комафтомс,böja
1087,biegen::V,комафтомс,kröka
1088,drehen::V,шо́вамс,vrida
1089,drehen::V,ша́рфнемс,vrida
1090,wenden::V,ша́рфтомс,vända
1091,umdrehen::V,шарфтомс,vrida om
1092,heben::V,ке́подемс,häva
1093,hochheben::V,ке́подемс,lyfta
1094,hochheben::V,ка́сфтомс,lyfta
1095,ergreifen::V,фатямс,gripa
1096,halten::V,кирдемс,hålla
1097,drücken::V,люпшта́мс,trycka
1098,schieben::V,шашфтомс,skjuta
1099,kratzen::V,а́нгорямс,riva
1100,kratzen::V,а́нгорямс,skrapa
1101,kratzen::V,киськоря́мс,riva
1102,kratzen::V,киськоря́мс,skrapa
1103,lecken::V,нолсемс,slicka
1104,beißen::V,сускомс,bita
1105,abreißen::V,сяземс,slita_av
1106,abreißen::V,сяземс,riva_av
1107,abschneiden::V,керомс,skära av
1108,binden::V,сотомс,binda
1109,stecken::V,сялгомс,sticka
1110,brechen::V,си́ннемс,bryta
1111,brechen::V,си́ннемс,brista
1112,brechen::V,ка́лафтомс,bryta
1113,brechen::V,ка́лафтомс,brista
1114,klopfen::V,чакамс,banka
1115,klopfen::V,чакамс,klappa
1116,klopfen::V,чакиемс,banka
1117,klopfen::V,чакиемс,klappa
1118,hauen::V,шавомс,hugga
1119,hauen::V,пиксомс,hugga
1120,kleben::V,пе́тфнемс,klistra
1121,reiben::V,шо́вамс,gnida
1122,streichen::V,вадемс,smörja
1123,schleifen::V,шо́вамс,slipa
1124,schneiden::V,керомс,skära
1125,schneiden::V,керомс,klippa
1126,rütteln::V,та́рфтомс,skaka
1127,schütteln::V,шука́демс,rista
1128,schwenken::V,яфодемс,svänga
1129,schütten::V,каямс,hälla
1130,schütten::V,нюрьхтя́мс,hälla
1131,füllen::V,пяшкодемс,fylla
1132,einwickeln::V,тапардамс,slå in
1133,einwickeln::V,тапардамс,veckla in
1134,tragen::V,кандомс,bära
1135,schleppen::V,ускомс,släpa
1136,ziehen::V,ускомс,dra
1137,aufbewahren::V,ванфтомс,förvara
1138,aufbewahren::V,ванфтомс,ta vara på
1139,werfen::V,ёрямс,kasta
1140,fangen::V,кунда́мс,fånga
1141,packen::V,фатямс,gripa
1142,packen::V,фатямс,gripa tag
1143,verstecken::V,кяшемс,gömma
1144,teilen::V,явомс,dela
1145,schicken::V,кучемс,skicka
1146,bringen::V,кандомс,bringa
1147,bringen::V,пачфтемс,bringa
1148,hinzufügen::V,пу́томс та́га,tillägga
1149,hinzufügen::V,ма́ксомс та́га,tillägga
1150,bekommen::V,сявомс,få
1151,bekommen::V,сявомс,erhålla
1152,erhalten::V,сявомс,få
1153,erhalten::V,сявомс,erhålla
1154,nehmen::V,сявомс,ta
1155,nehmen::V,сявомс,taga
1156,wählen::V,ко́чкамс,välja
1157,auswählen::V,кочкамс,utvälja
1158,bewahren::V,ванфтомс,bevara
1159,behindern::V,шорямс,hindra
1160,behindern::V,шорямс,förhindra
1161,verderben::V,коламс,förstöra
1162,verderben::V,гастямс,förstöra
1163,beschädigen::V,тиендемс зиян,skada
1164,zerbrechen::V,тапамс,bryta isär
1165,zerbrechen::V,тапамс,bryta sönder
1166,zerreißen::V,сяземс,riva sönder
1167,zerreißen::V,сяземс,slita sönder
1168,zerstören::V,ка́лафтомс,förstöra
1169,verbrennen::V,пълхта́мс,bränna
1170,verbrennen::V,пълхта́мс,bränna upp
1171,geben::V,ма́ксомс,ge
1172,reichen::V,максомс,räcka
1173,schenken::V,каземс,skänka
1174,versprechen::V,ма́ксомс вал,lova
1175,wünschen::V,арьсемс,önska
1176,loben::V,шна́мс,lova
1177,loben::V,шна́мс,beröma
1178,küssen::V,палсемс,pussa
1179,wiegen::V,нюря́фтомс,vagga
1180,zudecken::V,вельхтямс,täcka
1181,wecken::V,стя́фтомс,väcka
1182,wecken::V,съ́ргозьфтемс,väcka
1183,zeigen::V,няфтемс,visa
1184,führen::V,вятемс,föra
1185,lehren::V,тонафтомс,lära
1186,unterrichten::V,тонафтомс,undervisa
1187,aufziehen::V,касфтомс,uppfostra
1188,leiten::V,вятемс,leda
1189,antreiben::V,вятемс,driva på
1190,lassen::V,кошардомс,få att
1191,einladen::V,тердемс,bjuda
1192,einladen::V,тердемс,inbjuda
1193,einladen::V,серьгядемс,bjuda
1194,einladen::V,серьгядемс,inbjuda
1195,vereinigen::V,пуроптомс,förena
1196,vereinigen::V,кочкамс марса,förena
1197,besuchen::V,варжамс,besöka
1198,treffen::V,васьфтомс,möta
1199,treffen::V,васьфтомс,träffa
1200,sich versammeln::V,кочкавомс,församla sig
1201,spielen::V,налхксемс,leka
1202,spielen::V,налхксемс,spela
1203,singen::V,морамс,sjunga
1204,tanzen::V,кштимс,dansa
1205,sich trennen::V,явомс,skiljas
1206,verlassen::V,кадондомс,lämna
1207,verlassen::V,кадондомс,överge
1208,retten::V,идемс,rädda
1209,retten::V,араламс,rädda
1210,bewachen::V,ваномс,bevaka
1211,schützen::V,а́раламс,skydda
1212,schützen::V,а́раламс,beskydda
1213,verteidigen::V,а́раламс,försvara
1214,sich schlagen::V,тюремс,slåss
1215,schießen::V,ляцемс,skjuta
1216,siegen::V,сяськомс,segra
1217,ärgern::V,кяжияфтомс,förarga
1218,schlagen::V,токамс,slå
1219,treten::V,тапамс,sparka
1220,stechen::V,пупамс,sticka
1221,stechen::V,сялгомс,sticka
1222,stoßen::V,тостядемс,stöta
1223,stehlen::V,саламс,stjäla
1224,stören::V,шорсемс,störa
1225,belästigen::V,токсамс,genera
1226,belästigen::V,токсамс,besvära
1227,belästigen::V,аф кадомс ваймама,genera
1228,belästigen::V,аф кадомс ваймама,besvära
1229,verbergen::V,кяшемс,dölja
1230,täuschen::V,васькафтомс,vilseleda
1231,täuschen::V,кяльготнемс,vilseleda
1232,betrügen::V,васькафнемс,bedra
1233,töten::V,шавомс,döda
1234,töten::V,аде́ламс,döda
1235,wohnen::V,эрямс,bo
1236,arbeiten::V,покодемс,arbeta
1237,sammeln::V,кочкамс,samla
1238,sammeln::V,пу́роптомс,samla
1239,pflücken::V,фатнемс,plocka
1240,pflücken::V,нотфнемс,plocka
1241,jagen::V,кунда́мс,jaga
1242,fischen::V,калонь кунда́мс,fiska
1243,fassen::V,кунда́мс,fånga
1244,hüten::V,ваномс,vakta
1245,treiben::V,панемс,driva
1246,anbinden::V,сотомс,binda fast
1247,füttern::V,трямс,fodra
1248,füttern::V,а́ндомс,fodra
1249,melken::V,потямс,mjölka
1250,hacken::V,лазондомс,hacka
1251,gießen::V,валомс,hälla
1252,gießen::V,валомс,vattna
1253,reifen::V,кенеремс,mogna
1254,zubereiten::V,анокламс,tillaga
1255,zubereiten::V,анокламс,tillreda
1256,kochen::V,пидемс,koka
1257,backen::V,пидемс,baka
1258,braten::V,пуштомс,steka
1259,umrühren::V,шорямс,röra om
1260,stricken::V,кодамс,sticka
1261,nähen::V,стамс,sy
1262,färben::V,а́рхтомс,färga
1263,reinigen::V,ва́ткамс,rensa
1264,reinigen::V,ва́ткамс,rengöra
1265,reinigen::V,а́роптомс,rensa
1266,reinigen::V,а́роптомс,rengöra
1267,waschen::V,муськомс,tvätta
1268,abwischen::V,нардамс,torka av
1269,spülen::V,оргалдомс,spola
1270,spülen::V,оргалдомс,skölja
1271,fegen::V,тяемс,feja
1272,kehren::V,тяемс,sopa
1273,baden::V,э́шелямс,bada
1274,sich waschen::V,штамс,tvätta sig
1275,ausziehen::V,кайсефтемс,ta av
1276,anziehen::V,ща́фтомс,ta på
1277,sich anziehen::V,щамс,klä på sig
1278,kämmen::V,се́ендемс,kamma
1279,schmücken::V,на́ряжамс,pynta
1280,schmücken::V,на́ряжамс,smycka
1281,schmücken::V,ма́зоптомс,pynta
1282,schmücken::V,ма́зоптомс,smycka
1283,sagen::V,азомс,säga
1284,sagen::V,мярьгомс,säga
1285,sprechen::V,корхтамс,tala
1286,reden::V,корхнемс,tala
1287,reden::V,корхнемс,prata
1288,sich unterhalten::V,корхнемс,prata
1289,fragen::V,ки́зефтемс,fråga
1290,fragen::V,ки́зефтемс,spörja
1291,bitten::V,а́намс,be
1292,bitten::V,ве́шемс,be
1293,erzählen::V,а́зондомс,berätta
1294,mitteilen::V,азомс,meddela
1295,nennen::V,лемдемс,kalla
1296,nennen::V,путомс лем,kalla
1297,rufen::V,серьгядемс,ropa
1298,prahlen::V,шна́фтомс пря́,pråla
1299,prahlen::V,шна́фтомс пря́,skryta
1300,übersetzen::V,ётафтомс,tolka
1301,übersetzen::V,ётафтомс,översätta
1302,denken::V,арьсемс,tänka
1303,glauben::V,кемамс,tro
1304,bemerken::V,ня́емс,uppmärksamma
1305,bemerken::V,ня́емс,lägga märke till
1306,erkennen::V,содамс,känna igen
1307,begreifen::V,сатомс,begripa
1308,verstehen::V,шарьхкодемс,förstå
1309,lernen::V,тонафнемс,lära sig
1310,wissen::V,со́дамс,veta
1311,sich erinnern an::V,лятфтамс,minnas
1312,sich erinnern an::V,лятфтамс,komma ihåg
1313,vergessen::V,юкстамс,glömma
1314,messen::V,ункснемс,mäta
1315,zählen::V,лу́вомс,räkna
1316,zählen::V,а́рьсемс,räkna
1317,rechnen::V,лувомс,räkna
1318,lesen::V,лувомс,läsa
1319,lesen::V,морафтомс,läsa
1320,malen::V,рисова́ндамс,måla
1321,zeichnen::V,рисова́ндамс,teckna
1322,schreiben::V,сёрмадомс,skriva
1323,besitzen::V,улемс азоркс,äga
1324,besitzen::V,улемс азоркс,besitta
1325,kaufen::V,рамамс,köpa
1326,verkaufen::V,мимс,sälja
1327,bezahlen::V,пандомс,betala
1328,zahlen::V,па́ндомс,betala
1329,beherrschen::V,азорондамс,behärska
1330,ertragen::V,кирдемс,tåla
1331,ertragen::V,кирдемс,uthärda
1332,Netz::N,,nät
