,Concept_ID,da,de
820,ankommen::V,ankomme,ankommen
821,zurückkommen::V,komme tilbage,zurückkommen
822,bleiben::V,blive,bleiben
823,bleiben::V,forblive,bleiben
824,warten::V,vente,warten
825,erwarten::V,vente,erwarten
826,erwarten::V,afvente,erwarten
827,suchen::V,søge,suchen
828,finden::V,finde,finden
829,versuchen::V,forsøge,versuchen
830,vorbereiten::V,forberede,vorbereiten
831,lieben::V,elske,lieben
832,mögen::V,holde af,mögen
833,mögen::V,kunne lide,mögen
834,lachen::V,le,lachen
835,rühren::V,røre,rühren
836,weinen::V,græde,weinen
837,schimpfen::V,skænde,schimpfen
838,sich ärgern::V,ærgre sig,sich ärgern
839,sich fürchten::V,være bange,sich fürchten
840,fürchten::V,være bange for,fürchten
841,fliehen::V,flygte,fliehen
842,flüchten::V,flygte,flüchten
843,sehen::V,se,sehen
844,anschauen::V,se på,anschauen
845,anschauen::V,betragte,anschauen
846,ansehen::V,anse,ansehen
847,hören::V,høre,hören
848,zuhören::V,høre til,zuhören
849,probieren::V,smage,probieren
850,probieren::V,smage på,probieren
851,riechen::V,lugte,riechen
852,fühlen::V,føle,fühlen
853,scheinen::V,synes,scheinen
854,zu sehen sein::V,synes,zu sehen sein
855,vernehmen::V,erfare,vernehmen
856,frieren::V,fryse,frieren
857,tun::V,gøre,tun
858,können::V,kunne,können
859,wollen::V,ville,wollen
860,anfangen::V,begynde,anfangen
861,beenden::V,afslutte,beenden
862,aufhören::V,ophøre,aufhören
863,aufhören::V,holde op,aufhören
864,gelingen::V,lykkes,gelingen
865,geraten::V,blive,geraten
866,öffnen::V,åbne,öffnen
867,schließen::V,lukke,schließen
868,stellen::V,stille,stellen
869,setzen::V,sætte,setzen
870,legen::V,lægge,legen
871,berühren::V,berøre,berühren
872,verbinden::V,forbinde,verbinden
873,bedecken::V,dække,bedecken
874,bedecken::V,bedække,bedecken
875,aufhängen::V,hænge,aufhängen
876,aufhängen::V,hænge op,aufhängen
877,anzünden::V,tænde,anzünden
878,anzünden::V,antænde,anzünden
879,aufheben::V,løfte,aufheben
880,aufheben::V,tage op,aufheben
881,zurücklassen::V,lade tilbage,zurücklassen
882,verlieren::V,miste,verlieren
883,fallen lassen::V,tabe,fallen lassen
884,fallen lassen::V,droppe,fallen lassen
885,machen::V,gøre,machen
886,herstellen::V,fremstille,herstellen
887,bauen::V,bygge,bauen
888,reparieren::V,reparere,reparieren
889,verbessern::V,rette,verbessern
890,verbessern::V,forbedre,verbessern
891,ändern::V,ændre,ändern
892,graben::V,grave,graben
893,beugen::V,bøje,beugen
894,biegen::V,bøje,biegen
895,drehen::V,dreje,drehen
896,wenden::V,vende,wenden
897,umdrehen::V,dreje om,umdrehen
898,heben::V,hæve,heben
899,hochheben::V,løfte,hochheben
900,ergreifen::V,gribe fat i,ergreifen
901,halten::V,holde,halten
902,drücken::V,trykke,drücken
903,schieben::V,skyde,schieben
904,schieben::V,skubbe,schieben
905,kratzen::V,klø,kratzen
906,kratzen::V,kradse,kratzen
907,lecken::V,slikke,lecken
908,beißen::V,bide,beißen
909,abreißen::V,rive af,abreißen
910,abschneiden::V,skære af,abschneiden
911,binden::V,binde,binden
912,stecken::V,stikke,stecken
913,brechen::V,brække,brechen
914,klopfen::V,banke,klopfen
915,hauen::V,hugge,hauen
916,kleben::V,klistre,kleben
917,reiben::V,gnide,reiben
918,streichen::V,smøre,streichen
919,schleifen::V,slibe,schleifen
920,schneiden::V,skære,schneiden
921,schneiden::V,klippe,schneiden
922,rütteln::V,ruske,rütteln
923,schütteln::V,ryste,schütteln
924,schwenken::V,svinge,schwenken
925,schütten::V,hælde,schütten
926,füllen::V,fylde,füllen
927,einwickeln::V,pakke ind,einwickeln
928,tragen::V,bære,tragen
929,schleppen::V,slæbe,schleppen
930,ziehen::V,trække,ziehen
931,aufbewahren::V,opbevare,aufbewahren
932,werfen::V,kaste,werfen
933,fangen::V,fange,fangen
934,packen::V,gribe,packen
935,verstecken::V,gemme,verstecken
936,teilen::V,dele,teilen
937,schicken::V,sende,schicken
938,bringen::V,bringe,bringen
939,hinzufügen::V,tilføje,hinzufügen
940,bekommen::V,få,bekommen
941,erhalten::V,få,erhalten
942,nehmen::V,tage,nehmen
943,wählen::V,vælge,wählen
944,auswählen::V,udvælge,auswählen
945,bewahren::V,bevare,bewahren
946,behindern::V,hindre,behindern
947,behindern::V,forhindre,behindern
948,verderben::V,ødelægge,verderben
949,beschädigen::V,beskadige,beschädigen
950,zerbrechen::V,brække itu,zerbrechen
951,zerreißen::V,rive itu,zerreißen
952,zerstören::V,ødelægge,zerstören
953,verbrennen::V,brænde,verbrennen
954,geben::V,give,geben
955,reichen::V,række,reichen
956,schenken::V,forære,schenken
957,versprechen::V,love,versprechen
958,wünschen::V,ønske,wünschen
959,loben::V,rose,loben
960,küssen::V,kysse,küssen
961,wiegen::V,vugge,wiegen
962,zudecken::V,dække til,zudecken
963,wecken::V,vække,wecken
964,zeigen::V,vise,zeigen
965,führen::V,føre,führen
966,lehren::V,lære,lehren
967,unterrichten::V,undervise,unterrichten
968,aufziehen::V,opdrage,aufziehen
969,leiten::V,lede,leiten
970,antreiben::V,skynde på,antreiben
971,lassen::V,få til at,lassen
972,einladen::V,indbyde,einladen
973,einladen::V,invitere,einladen
974,vereinigen::V,forene,vereinigen
975,besuchen::V,besøge,besuchen
976,treffen::V,møde,treffen
977,sich versammeln::V,forsamles,sich versammeln
978,spielen::V,lege,spielen
979,spielen::V,spille,spielen
980,singen::V,synge,singen
981,tanzen::V,danse,tanzen
982,sich trennen::V,skilles,sich trennen
983,verlassen::V,forlade,verlassen
984,retten::V,redde,retten
985,bewachen::V,bevogte,bewachen
986,schützen::V,skærme,schützen
987,schützen::V,beskytte,schützen
988,verteidigen::V,forsvare,verteidigen
989,sich schlagen::V,slås,sich schlagen
990,schießen::V,skyde,schießen
991,siegen::V,sejre,siegen
992,ärgern::V,ærgre,ärgern
993,schlagen::V,slå,schlagen
994,treten::V,sparke,treten
995,stechen::V,stikke,stechen
996,stoßen::V,støde,stoßen
997,stehlen::V,stjæle,stehlen
998,stören::V,forstyrre,stören
999,belästigen::V,genere,belästigen
1000,belästigen::V,ulejlige,belästigen
1001,verbergen::V,skjule,verbergen
1002,täuschen::V,villede,täuschen
1003,betrügen::V,bedrage,betrügen
1004,töten::V,dræbe,töten
1005,wohnen::V,bo,wohnen
1006,arbeiten::V,arbejde,arbeiten
1007,sammeln::V,samle,sammeln
1008,pflücken::V,plukke,pflücken
1009,jagen::V,jage,jagen
1010,fischen::V,fiske,fischen
1011,fassen::V,fange,fassen
1012,hüten::V,vogte,hüten
1013,treiben::V,drive,treiben
1014,anbinden::V,binde fast,anbinden
1015,füttern::V,fodre,füttern
1016,melken::V,malke,melken
1017,hacken::V,hakke,hacken
1018,gießen::V,hælde,gießen
1019,reifen::V,modne,reifen
1020,zubereiten::V,tilberede,zubereiten
1021,kochen::V,koge,kochen
1022,backen::V,bage,backen
1023,braten::V,stege,braten
1024,umrühren::V,røre om,umrühren
1025,stricken::V,strikke,stricken
1026,nähen::V,sy,nähen
1027,färben::V,farve,färben
1028,reinigen::V,rense,reinigen
1029,reinigen::V,gøre ren,reinigen
1030,waschen::V,vaske,waschen
1031,abwischen::V,tørre af,abwischen
1032,spülen::V,skylle,spülen
1033,fegen::V,feje,fegen
1034,kehren::V,feje,kehren
1035,baden::V,bade,baden
1036,sich waschen::V,vaske sig,sich waschen
1037,ausziehen::V,tage af,ausziehen
1038,anziehen::V,tage på,anziehen
1039,sich anziehen::V,klæde sig på,sich anziehen
1040,kämmen::V,rede,kämmen
1041,kämmen::V,frisere,kämmen
1042,schmücken::V,pynte,schmücken
1043,schmücken::V,smykke,schmücken
1044,sagen::V,sige,sagen
1045,sprechen::V,snakke,sprechen
1046,reden::V,tale,reden
1047,reden::V,snakke,reden
1048,sich unterhalten::V,snakke sammen,sich unterhalten
1049,fragen::V,spørge,fragen
1050,bitten::V,bede,bitten
1051,erzählen::V,berette,erzählen
1052,erzählen::V,fortælle,erzählen
1053,mitteilen::V,meddele,mitteilen
1054,nennen::V,nævne,nennen
1055,rufen::V,råbe,rufen
1056,prahlen::V,prale,prahlen
1057,übersetzen::V,oversætte,übersetzen
1058,denken::V,tænke,denken
1059,glauben::V,tro,glauben
1060,bemerken::V,bemærke,bemerken
1061,bemerken::V,lægge mærke til,bemerken
1062,erkennen::V,genkende,erkennen
1063,begreifen::V,begribe,begreifen
1064,verstehen::V,forstå,verstehen
1065,lernen::V,lære,lernen
1066,wissen::V,vide,wissen
1067,sich erinnern an::V,mindes,sich erinnern an
1068,sich erinnern an::V,huske på,sich erinnern an
1069,vergessen::V,glemme,vergessen
1070,messen::V,måle,messen
1071,zählen::V,tælle,zählen
1072,rechnen::V,regne,rechnen
1073,lesen::V,læse,lesen
1074,malen::V,male,malen
1075,zeichnen::V,tegne,zeichnen
1076,schreiben::V,skrive,schreiben
1077,besitzen::V,eje,besitzen
1078,besitzen::V,besidde,besitzen
1079,kaufen::V,købe,kaufen
1080,verkaufen::V,sælge,verkaufen
1081,bezahlen::V,betale,bezahlen
1082,zahlen::V,betale,zahlen
1083,beherrschen::V,beherske,beherrschen
1084,ertragen::V,tåle,ertragen
1085,ertragen::V,udholde,ertragen
1086,hinfallen::V,,hinfallen
