,Concept_ID,sk,es
838,hier::ADV,tu,aquí
839,hierhin::ADV,sem,acá
840,hierhin::ADV,tade,acá
841,von hier::ADV,odtiaľto,desde aquí
842,dort::ADV,tam,ahí
843,dort::ADV,tam,allí
844,dorthin::ADV,ta,allí
845,dorthin::ADV,ta,hacia allí
846,dorthin::ADV,tam,allí
847,dorthin::ADV,tam,hacia allí
848,geradeaus::ADV,rovno,todo derecho
849,geradeaus::ADV,priamo,todo derecho
850,vorwärts::ADV,napred,adelante
851,rückwärts::ADV,nazad,hacia atrás
852,zurück::ADV,späť,atrás
853,zurück::ADV,naspäť,atrás
854,unten::ADV,dolu,abajo
855,unten::ADV,naspodku,abajo
856,hinab::ADV,dolu,hacia abajo
857,oben::ADV,hore,arriba
858,oben::ADV,navrchu,arriba
859,hinauf::ADV,hore,hacia arriba
860,hinauf::ADV,navrch,hacia arriba
861,überall::ADV,všade,por todas partes
862,nicht::ADV,nie,no
863,ein wenig::ADV,trocha,un poco
864,kaum::ADV,ledva,apenas
865,sehr::ADV,veľmi,muy
866,sehr::ADV,veľmi,mucho
867,so::ADV,tak,tan
868,so::ADV,takto,tan
869,noch::ADV,ešte,aún
870,noch::ADV,ešte,todavía
871,nur::ADV,len,solamente
872,schon::ADV,už,ya
873,wieder::ADV,zasa,de nuevo
874,vergebens::ADV,márne,en vano
875,vergebens::ADV,nadarmo,en vano
876,vor::PRP,pred,antes de
877,vor::PRP,pred,delante de
878,hinter::PRP,za,tras
879,hinter::PRP,za,detrás de
880,unter::PRP,pod,bajo
881,unter::PRP,pod,debajo de
882,durch::PRP,cez,por
883,durch::PRP,cez,a través de
884,neben::PRP,pri,al lado de
885,neben::PRP,vedľa,al lado de
886,zwischen::PRP,medzi,entre
887,wegen::PRP,pre,por
888,wegen::PRP,pre,a causa de
889,wegen::PRP,kvôli,por
890,wegen::PRP,kvôli,a causa de
891,dies::PRN,to,esto
892,dies::PRN,táto,esto
893,das::PRN,to,eso
894,das::PRN,to,esto
895,alles::PRN,všetko,todo
896,ich::PRN,ja,yo
897,du::PRN,ty,tú
898,er::PRN,on,él
899,wir::PRN,my,nosotros
900,ihr::PRN,vy,vosotros
901,sie::PRN,oni,ellos
902,was::FPRN,čo,qué
903,wer::FPRN,kto,quién
904,wo::FADV,kde,dónde
905,wohin::FADV,kam,adónde
906,wohin::FADV,kam,hacia dónde
907,wie::FADV,ako,cómo
908,warum::FADV,prečo,por qué
909,wieviel::FNUM,koľko,cuánto
910,eins::NUM,jeden,uno
911,zwei::NUM,dva,dos
912,drei::NUM,tri,tres
913,vier::NUM,štyri,cuatro
914,fünf::NUM,päť,cinco
915,sechs::NUM,šesť,seis
916,sieben::NUM,sedem,siete
917,acht::NUM,osem,ocho
918,neun::NUM,deväť,nueve
919,zehn::NUM,desať,diez
920,elf::NUM,jedenásť,once
921,zwölf::NUM,dvanásť,doce
922,zwanzig::NUM,dvadsať,veinte
923,dreißig::NUM,tridsať,treinta
924,vierzig::NUM,štyridsať,cuarenta
925,fünfzig::NUM,päťdesiat,cincuenta
926,sechzig::NUM,šesťdesiat,sesenta
927,siebzig::NUM,sedemdesiat,setenta
928,achtzig::NUM,osemdesiat,ochenta
929,neunzig::NUM,deväťdesiat,noventa
930,hundert::NUM,sto,cien
931,hundert::NUM,sto,ciento
932,tausend::NUM,tisíc,mil
933,und::CNJ,i,y
934,oder::CNJ,alebo,o
935,stehen::V,stáť,estar de pie
936,sitzen::V,sedieť,estar sentado
937,liegen::V,ležať,yacer
938,liegen::V,ležať,estar acostado
939,hängen::V,visieť,pender
940,werden::V,stať sa,hacerse
941,passieren::V,stať sa,suceder
942,beginnen::V,začať sa,iniciarse
943,beginnen::V,začať sa,principiar
944,enden::V,končiť sa,acabar
945,enden::V,končiť sa,terminar
946,wechseln::V,meniť sa,variar
947,wechseln::V,meniť sa,alternar
948,aufgehen[Sonne]::V,vychádzať,salir
949,untergehen[Sonne]::V,zapadnúť,ponerse
950,untergehen[Sonne]::V,zapadnúť,descender
951,scheinen[Sonne]::V,svietiť,brillar
952,donnern::V,hrmieť,tronar
953,wehen::V,viať,soplar
954,strömen::V,prúdiť,afluir
955,fließen::V,tiecť,fluir
956,fließen::V,tiecť,correr
957,sich drehen::V,točiť sa,girar
958,sich drehen::V,krútiť sa,girar
959,schwanken::V,kolísať,vacilar
960,schwanken::V,klátiť sa,vacilar
961,schwingen::V,kývať sa,oscilar
962,schwingen::V,chvieť sa,oscilar
963,fallen::V,padať,caer
964,brennen::V,páliť,arder
965,brennen::V,páliť,quemar
966,brennen::V,horieť,arder
967,brennen::V,horieť,quemar
968,rauchen::V,dymiť sa,humear
969,rauchen::V,dymiť sa,echar humo
970,regnen::V,pršať,llover
971,gefrieren::V,zamrznút,helarse
972,tauen::V,taviť sa,deshelarse
973,schmelzen::V,taviť sa,fundirse
974,schmelzen::V,taviť sa,derretirse
975,trocknen::V,schnúť,secarse
976,sieden::V,vrieť,hervir
977,faulen::V,hniť,pudrirse
978,verfaulen::V,zhniť,pudrirse
979,reißen::V,pretrhnúť sa,romperse
980,versinken::V,zapadnúť,hundirse
981,versinken::V,potopiť sa,hundirse
982,vergehen::V,plynúť,pasar
983,erscheinen::V,objaviť sa,aparecer
984,verschwinden::V,zmiznúť,desaparecer
985,sinken::V,klesať,bajar
986,abnehmen::V,ubúdať,decrecer
987,abnehmen::V,ubúdať,disminuir
988,zunehmen::V,pribúdať,crecer
989,zunehmen::V,pribúdať,aumentar
990,steigen::V,stúpať,subir
991,steigen::V,stúpať,ascender
992,wachsen::V,rásť,crecer
993,glänzen::V,jagať sa,brillar
994,glänzen::V,jagať sa,resplandecer
995,glänzen::V,lesknúť sa,brillar
996,glänzen::V,lesknúť sa,resplandecer
997,funkeln::V,iskriť sa,chispear
998,lärmen::V,lomoziť,hacer ruido
999,läuten::V,cengať,sonar
1000,läuten::V,cengať,repicar
1001,klingeln::V,zvoniť,tocar el timbre
1002,klirren::V,rinčať,tintinear
1003,brausen::V,hučať,zumbar
1004,rauschen::V,šumieť,murmurar
1005,klingen::V,znieť,sonar
1006,klingen::V,zvoniť,sonar
1007,bellen::V,štekať,ladrar
1008,bellen::V,brechať,ladrar
1009,heulen::V,vyť,ulular
1010,blasen::V,duť,soplar
1011,blasen::V,fúkať,soplar
1012,pfeifen::V,pískať,silbar
1013,pfeifen::V,hvízdať,silbar
1014,schreien::V,kričať,gritar
1015,stöhnen::V,stenať,gemir
1016,zittern::V,triasť sa,temblar
1017,leben::V,žiť,vivir
1018,geboren werden::V,narodiť sa,nacer
1019,atmen::V,dýchať,respirar
1020,trinken::V,piť,beber
1021,essen::V,jesť,comer
1022,schlucken::V,zhltnuť,tragar
1023,müde werden::V,unaviť sa,cansarse
1024,müde werden::V,unaviť sa,fatigarse
1025,einschlafen::V,usnúť,dormirse
1026,einschlafen::V,zaspať,dormirse
1027,schlafen::V,spať,dormir
1028,aufwachen::V,zobudiť sa,despertarse
1029,aufstehen::V,vstať,levantarse
1030,sich erholen::V,zotavovať sa,reposar
1031,sich erholen::V,zotavovať sa,descansar
1032,sich erholen::V,oddýchovať si,reposar
1033,sich erholen::V,oddýchovať si,descansar
1034,krank werden::V,ochorieť,caer enfermo
1035,krank sein::V,chorieť,estar enfermo
1036,krank sein::V,byť chorý,estar enfermo
1037,schmerzen::V,bolieť,doler
1038,husten::V,kašľať,toser
1039,genesen::V,uzdraviť sa,convalecer
1040,genesen::V,uzdraviť sa,restablecerse
1041,sterben::V,umrieť,morir
1042,sterben::V,zomrieť,morir
1043,umkommen::V,zahynúť,perecer
1044,sich bewegen::V,pohybovať sa,moverse
1045,sich rühren::V,hnúť sa,rebullir
1046,sich erheben::V,zdvihnúť sa,levantarse
1047,sich setzen::V,sadnúť si,sentarse
1048,hinfallen::V,spadnúť,caerse
1049,laufen::V,bežať,andar
1050,schreiten::V,kráčať,proceder
1051,spazierengehen::V,prechádzať sa,pasear
1052,spazierengehen::V,prechádzať sa,pasearse
1053,eilen::V,súriť,correr prisa
1054,sich beeilen::V,ponáhľať sa,darse prisa
1055,sausen::V,hučať,correr
1056,rennen::V,bežať,correr
1057,springen::V,skákať,saltar
1058,klettern::V,liezť,trepar
1059,klettern::V,liezť,escalar
1060,schaukeln::V,húpať,bambolearse
1061,schaukeln::V,hojdať,bambolearse
1062,kriechen::V,liezť,reptar
1063,kriechen::V,liezť,arrastrarse
1064,kriechen::V,plaziť sa,reptar
1065,kriechen::V,plaziť sa,arrastrarse
1066,schwimmen::V,plávať,nadar
1067,tauchen::V,ponoriť sa,bucear
1068,tauchen::V,ponoriť sa,sumergirse
1069,rudern::V,veslovať,remar
1070,fahren::V,ísť,ir
1071,fahren::V,jazdiť,ir
1072,fliegen::V,letieť,volar
1073,gehen::V,ísť,ir
1074,gehen::V,ísť,andar
1075,weggehen::V,odísť,irse
1076,weggehen::V,odísť,marcharse
1077,weggehen::V,odchádzať,irse
1078,weggehen::V,odchádzať,marcharse
1079,abfahren::V,odcestovať,salir
1080,abfahren::V,odcestovať,partir
1081,anhalten::V,zadržať sa,parar
1082,anhalten::V,zadržať sa,pararse
1083,anhalten::V,zastaviť sa,parar
1084,anhalten::V,zastaviť sa,pararse
1085,hineingehen::V,vchádzať,entrar
1086,eintreten::V,vojsť,entrar
1087,eintreten::V,vstúpiť,entrar
1088,kommen::V,prísť,venir
1089,ankommen::V,prísť,llegar
1090,ankommen::V,doraziť,llegar
1091,zurückkommen::V,vrátiť sa,volver
1092,zurückkommen::V,vrátiť sa,regresar
1093,bleiben::V,ostať,quedarse
1094,bleiben::V,zostať,quedarse
1095,warten::V,čakať,esperar
1096,erwarten::V,očakávať,esperar
1097,suchen::V,hľadať,buscar
1098,finden::V,nájsť,hallar
1099,finden::V,nájsť,encontrar
1100,versuchen::V,skúsiť,intentar
1101,versuchen::V,pokúsiť sa,intentar
1102,vorbereiten::V,pripraviť,preparar
1103,lieben::V,ľúbiť,amar
1104,lieben::V,ľúbiť,querer
1105,lieben::V,milovať,amar
1106,lieben::V,milovať,querer
1107,mögen::V,mať rád,querer
1108,lachen::V,smiať sa,reír
1109,rühren::V,dojať,conmover
1110,weinen::V,plakať,llorar
1111,schimpfen::V,nadávať,regañar
1112,sich ärgern::V,hnevať sa,enfadarse
1113,sich ärgern::V,zlostiť sa,enfadarse
1114,sich fürchten::V,báť sa,tener miedo
1115,fürchten::V,báť sa,temer
1116,fürchten::V,báť sa,tener miedo a
1117,fliehen::V,utekať,huir
1118,flüchten::V,utiecť,escaparse
1119,sehen::V,vidieť,ver
1120,anschauen::V,pozrieť sa na,mirar
1121,ansehen::V,pozrieť,mirar
1122,hören::V,počúvať,oír
1123,zuhören::V,počúvať,escuchar
1124,probieren::V,ochutnať,probar
1125,probieren::V,ochutnať,degustar
1126,riechen::V,ňuchať,oler
1127,fühlen::V,cítiť,sentir
1128,fühlen::V,pociťovať,sentir
1129,scheinen::V,zdať sa,parecer
1130,zu sehen sein::V,byť vidieť,poder verse
1131,vernehmen::V,počuť,oír
1132,vernehmen::V,počuť,percibir
1133,frieren::V,mrznúť,tener frío
1134,frieren::V,oziabať,tener frío
1135,tun::V,robiť,hacer
1136,können::V,môcť,poder
1137,wollen::V,chcieť,querer
1138,anfangen::V,začať,iniciar
1139,beenden::V,skončiť,acabar
1140,beenden::V,skončiť,terminar
1141,aufhören::V,prestať,cesar
1142,gelingen::V,podariť sa,salir bien
1143,geraten::V,dariť sa,salir
1144,geraten::V,dariť sa,dar resultado
1145,öffnen::V,otvoriť,abrir
1146,schließen::V,zavrieť,cerrar
1147,stellen::V,postaviť,poner
1148,stellen::V,postaviť,colocar
1149,setzen::V,posadiť,poner
1150,setzen::V,posadiť,colocar
1151,legen::V,klásť,poner
1152,legen::V,položiť,poner
1153,berühren::V,dotykať sa,tocar
1154,verbinden::V,spojiť,unir
1155,verbinden::V,spojiť,juntar
1156,bedecken::V,pokryť,tapar
1157,bedecken::V,pokryť,cubrir
1158,aufhängen::V,zavesiť,colgar
1159,anzünden::V,zapáliť,encender
1160,aufheben::V,zdvihnúť,recoger
1161,zurücklassen::V,zanechať,dejar
1162,verlieren::V,stratiť,perder
1163,fallen lassen::V,pustiť,dejar caer
1164,machen::V,robiť,hacer
1165,herstellen::V,vyrobiť,fabricar
1166,bauen::V,stavať,construir
1167,bauen::V,budovať,construir
1168,reparieren::V,opraviť,reparar
1169,verbessern::V,zlepšiť,mejorar
1170,ändern::V,zmeniť,mudar
1171,ändern::V,zmeniť,modificar
1172,ändern::V,preinačiť,mudar
1173,ändern::V,preinačiť,modificar
1174,graben::V,ryť,cavar
1175,graben::V,kopať,cavar
1176,beugen::V,ohnúť,doblar
1177,beugen::V,ohnúť,inclinar
1178,biegen::V,ohnúť,doblar
1179,drehen::V,točiť,volver
1180,drehen::V,točiť,hacer girar
1181,drehen::V,krútiť,volver
1182,drehen::V,krútiť,hacer girar
1183,wenden::V,obrátiť,volver
1184,wenden::V,prevrátiť,volver
1185,umdrehen::V,otočiť,revolver
1186,umdrehen::V,obrátiť,revolver
1187,heben::V,dvíhať,levantar
1188,heben::V,povzniesť,levantar
1189,hochheben::V,zdvihnúť,alzar
1190,ergreifen::V,uchopiť sa,coger
1191,halten::V,držať,tener
1192,drücken::V,tisnúť,apretar
1193,schieben::V,posunovať,empujar
1194,kratzen::V,škrabať,rascar
1195,lecken::V,lízať,lamer
1196,beißen::V,kúsať,morder
1197,abreißen::V,odtrhnúť,arrancar
1198,abschneiden::V,odrezať,cortar
1199,abschneiden::V,odkrojiť,cortar
1200,binden::V,zaviazať,atar
1201,binden::V,priviazať,atar
1202,stecken::V,strčiť,meter
1203,brechen::V,zlomiť,romper
1204,brechen::V,zlomiť,quebrar
1205,klopfen::V,tĺcť,golpear
1206,klopfen::V,klopať,golpear
1207,hauen::V,nabiť,pegar
1208,kleben::V,lepiť,pegar
1209,kleben::V,lepiť,encolar
1210,kleben::V,nalepiť,pegar
1211,kleben::V,nalepiť,encolar
1212,reiben::V,trieť,frotar
1213,streichen::V,namazať,untar
1214,streichen::V,namazať,recubrir
1215,schleifen::V,ostríť,afilar
1216,schneiden::V,rezať,cortar
1217,schneiden::V,strihať,cortar
1218,rütteln::V,triasť,agitar
1219,rütteln::V,lomcovať,agitar
1220,schütteln::V,triasť,agitar
1221,schütteln::V,triasť,sacudir
1222,schütteln::V,potriasť,agitar
1223,schütteln::V,potriasť,sacudir
1224,schwenken::V,mávať,menear
1225,schütten::V,sypať,verter
1226,füllen::V,plniť,llenar
1227,einwickeln::V,zabaliť,envolver
1228,tragen::V,niesť,llevar
1229,schleppen::V,vliecť,arrastrar
1230,ziehen::V,ťahať,tirar
1231,aufbewahren::V,uložiť,conservar
1232,aufbewahren::V,uschovať,conservar
1233,werfen::V,hodiť,echar
1234,werfen::V,hodiť,lanzar
1235,werfen::V,vrhnúť,echar
1236,werfen::V,vrhnúť,lanzar
1237,fangen::V,chytať,coger
1238,packen::V,baliť,agarrar
1239,packen::V,chytiť,agarrar
1240,verstecken::V,skryť,esconder
1241,verstecken::V,schovať,esconder
1242,teilen::V,podeliť,partir
1243,teilen::V,podeliť,dividir
1244,teilen::V,rozdeliť,partir
1245,teilen::V,rozdeliť,dividir
1246,schicken::V,posielať,enviar
1247,bringen::V,priniesť,traer
1248,hinzufügen::V,pripojiť,añadir
1249,bekommen::V,dostať,obtener
1250,bekommen::V,dostať,conseguir
1251,erhalten::V,prijať,recibir
1252,nehmen::V,vziať,tomar
1253,wählen::V,voliť,elegir
1254,auswählen::V,vybrať,escoger
1255,auswählen::V,vybrať,seleccionar
1256,auswählen::V,vyvoliť,escoger
1257,auswählen::V,vyvoliť,seleccionar
1258,bewahren::V,zachovať,guardar
1259,bewahren::V,zachovať,preservar
1260,behindern::V,zavadzať,estorbar
1261,behindern::V,zavadzať,obstaculizar
1262,behindern::V,byť v ceste,estorbar
1263,behindern::V,byť v ceste,obstaculizar
1264,verderben::V,skaziť,estropear
1265,beschädigen::V,ublížiť,deteriorar
1266,beschädigen::V,poškodiť,deteriorar
1267,zerbrechen::V,rozbiť,romper
1268,zerbrechen::V,rozbiť,quebrar
1269,zerbrechen::V,prelomiť,romper
1270,zerbrechen::V,prelomiť,quebrar
1271,zerreißen::V,pretrhnúť,desgarrar
1272,zerreißen::V,pretrhnúť,despedazar
1273,zerstören::V,zničiť,destruir
1274,zerstören::V,zničiť,destrozar
1275,verbrennen::V,spáliť,quemar
1276,geben::V,dať,dar
1277,reichen::V,podať,pasar
1278,schenken::V,darovať,regalar
1279,versprechen::V,sľúbiť,prometer
1280,wünschen::V,želať,desear
1281,loben::V,chváliť,alabar
1282,küssen::V,bozkať,besar
1283,wiegen::V,kolísať,mecer
1284,zudecken::V,prikryť,tapar
1285,zudecken::V,prikryť,cubrir
1286,wecken::V,zobudiť,despertar
1287,zeigen::V,ukázať,mostrar
1288,führen::V,viesť,guiar
1289,führen::V,viesť,conducir
1290,lehren::V,učiť,enseñar
1291,lehren::V,učiť,instruir
1292,unterrichten::V,vyučovať,enseñar
1293,aufziehen::V,vychovať,criar
1294,leiten::V,viesť,guiar
1295,leiten::V,viesť,dirigir
1296,antreiben::V,popudiť,impeler
1297,antreiben::V,popudiť,impulsar
1298,lassen::V,dať,hacer
1299,einladen::V,pozvať,invitar
1300,einladen::V,povolať,invitar
1301,vereinigen::V,spojiť,unir
1302,vereinigen::V,zjednotiť,unir
1303,besuchen::V,navštíviť,visitar
1304,besuchen::V,navštíviť,ir a ver
1305,treffen::V,stretnúť,encontrar
1306,sich versammeln::V,zhromaždiť sa,reunirse
1307,sich versammeln::V,zhromaždiť sa,congregarse
1308,spielen::V,hrať,jugar
1309,singen::V,spievať,cantar
1310,tanzen::V,tancovať,bailar
1311,sich trennen::V,rozísť sa,separarse
1312,verlassen::V,opustiť,dejar
1313,verlassen::V,opustiť,abandonar
1314,retten::V,zachrániť,salvar
1315,bewachen::V,strážiť,vigilar
1316,schützen::V,chrániť,proteger
1317,verteidigen::V,brániť,defender
1318,sich schlagen::V,biť sa,batirse
1319,schießen::V,streliť,tirar
1320,schießen::V,streliť,disparar
1321,schießen::V,strieľať,tirar
1322,schießen::V,strieľať,disparar
1323,siegen::V,zvíťaziť,vencer
1324,ärgern::V,hnevať,enojar
1325,ärgern::V,hnevať,enfadar
1326,ärgern::V,zlostiť,enojar
1327,ärgern::V,zlostiť,enfadar
1328,schlagen::V,biť,pegar
1329,schlagen::V,biť,golpear
1330,schlagen::V,udrieť,pegar
1331,schlagen::V,udrieť,golpear
1332,treten::V,kopnúť,dar una patada a
1333,stechen::V,bodnúť,pinchar
1334,stechen::V,pichnúť,pinchar
1335,stoßen::V,udrieť,empujar
1336,stehlen::V,kradnúť,robar
1337,stehlen::V,kradnúť,hurtar
1338,stören::V,vyrušiť,molestar
1339,belästigen::V,obťažovať,molestar
1340,belästigen::V,obťažovať,importunar
1341,verbergen::V,skryť,ocultar
1342,verbergen::V,skryť,esconder
1343,täuschen::V,sklamať,engañar
1344,betrügen::V,klamať,engañar
1345,betrügen::V,podvádzať,engañar
1346,töten::V,zabiť,matar
1347,töten::V,usmrtiť,matar
1348,wohnen::V,bývať,vivir
1349,wohnen::V,bývať,habitar
1350,arbeiten::V,pracovať,trabajar
1351,sammeln::V,zbierať,recoger
1352,sammeln::V,zbierať,coleccionar
1353,pflücken::V,trhať,coger
1354,pflücken::V,oberať,coger
1355,jagen::V,poľovať,cazar
1356,fischen::V,loviť ryby,pescar
1357,fischen::V,chytať ryby,pescar
1358,fassen::V,uloviť,atrapar
1359,fassen::V,uloviť,capturar
1360,hüten::V,pásť,guardar
1361,treiben::V,hnať,aballar
1362,anbinden::V,priviazať,atar
1363,füttern::V,kŕmiť,echar de comer
1364,melken::V,dojiť,ordeñar
1365,hacken::V,seknúť,picar
1366,hacken::V,seknúť,cortar
1367,gießen::V,polievať,regar
1368,reifen::V,dozrieť,madurar
1369,zubereiten::V,pripraviť,preparar
1370,kochen::V,variť,cocer
1371,kochen::V,variť,guisar
1372,backen::V,piecť,hornear
1373,backen::V,piecť,cocer al horno
1374,backen::V,smažiť,hornear
1375,backen::V,smažiť,cocer al horno
1376,braten::V,piecť,asar
1377,braten::V,piecť,freír
1378,braten::V,pražiť,asar
1379,braten::V,pražiť,freír
1380,umrühren::V,pomiešať,remover
1381,stricken::V,pliesť,hacer punto
1382,stricken::V,pliesť,hacer calceta
1383,nähen::V,šiť,coser
1384,färben::V,zafarbiť,teñir
1385,färben::V,zafarbiť,colorear
1386,reinigen::V,čistiť,limpiar
1387,waschen::V,myť,lavar
1388,abwischen::V,utrieť,fregar
1389,abwischen::V,utrieť,limpiar
1390,spülen::V,vyplachovať,aclarar
1391,spülen::V,vyplachovať,enjuagar
1392,fegen::V,zametať,barrer
1393,fegen::V,zametať,pasar la escoba
1394,kehren::V,zametať,barrer
1395,baden::V,kúpať sa,bañarse
1396,sich waschen::V,umývať sa,lavarse
1397,ausziehen::V,zobliecť,quitar
1398,ausziehen::V,zobliecť,quitarse
1399,anziehen::V,obliecť,ponerse
1400,sich anziehen::V,obliecť sa,vestirse
1401,kämmen::V,česať,peinar
1402,schmücken::V,ozdobiť,adornar
1403,sagen::V,povedať,decir
1404,sprechen::V,hovoriť,hablar
1405,reden::V,rozprávať,hablar
1406,reden::V,rozprávať,conversar
1407,sich unterhalten::V,rozprávať sa,charlar
1408,sich unterhalten::V,rozprávať sa,conversar
1409,fragen::V,spýtať sa,preguntar
1410,bitten::V,prosiť,rogar
1411,erzählen::V,rozprávať,contar
1412,mitteilen::V,oznámiť,comunicar
1413,mitteilen::V,oznámiť,participar
1414,nennen::V,nazvať,llamar
1415,nennen::V,nazvať,nombrar
1416,nennen::V,menovať,llamar
1417,nennen::V,menovať,nombrar
1418,rufen::V,volať,llamar
1419,rufen::V,zavolať,llamar
1420,prahlen::V,vystatovať sa,jactarse
1421,übersetzen::V,preložiť,traducir
1422,denken::V,myslieť,pensar
1423,glauben::V,veriť,creer
1424,bemerken::V,podotknuť,notar
1425,bemerken::V,spozorovať,notar
1426,erkennen::V,poznať,reconocer
1427,begreifen::V,pochopiť,concebir
1428,begreifen::V,porozumieť,concebir
1429,verstehen::V,rozumieť,entender
1430,verstehen::V,rozumieť,comprender
1431,lernen::V,učiť sa,aprender
1432,wissen::V,vedieť,saber
1433,sich erinnern an::V,pamätať si na,recordar
1434,sich erinnern an::V,pamätať si na,acordarse de
1435,vergessen::V,zabudnuť,olvidar
1436,messen::V,merať,medir
1437,zählen::V,počítať,contar
1438,rechnen::V,rátať,contar
1439,rechnen::V,rátať,calcular
1440,rechnen::V,počítať,contar
1441,rechnen::V,počítať,calcular
1442,lesen::V,čítať,leer
1443,malen::V,maľovať,pintar
1444,zeichnen::V,kresliť,dibujar
1445,schreiben::V,písať,escribir
1446,besitzen::V,mať,poseer
1447,besitzen::V,vlastniť,poseer
1448,kaufen::V,kúpiť,comprar
1449,verkaufen::V,predať,vender
1450,bezahlen::V,zaplatiť,pagar
1451,zahlen::V,platiť,pagar
1452,beherrschen::V,ovládať,dominar
1453,ertragen::V,znášať,soportar
1454,ertragen::V,vydržať,soportar
