,Concept_ID,fi,tr
820,jung::A,nuori,genç
821,arm::A,köyhä,fakir
822,reich::A,rikas,zengin
823,bekannt::A,tuttu,bilinen
824,bekannt::A,tunnettu,bilinen
825,berühmt::A,kuuluisa,ünlü
826,berühmt::A,kuuluisa,meşhur
827,fremd::A,vieras,yabancı
828,verschieden::A,eri,ayrı
829,verschieden::A,eri,farklı
830,verschieden::A,erilainen,ayrı
831,verschieden::A,erilainen,farklı
832,nah::A,läheinen,yakın
833,nah::A,läheinen,bitişik
834,fern::A,etäinen,uzak
835,linker::A,vasen,sol
836,rechter::A,oikea,sağ
837,anderer::A,muu,diğer
838,anderer::A,toinen,diğer
839,erster::A,ensimmäinen,ilk
840,erster::A,ensimmäinen,birinci
841,zweiter::A,toinen,ikinci
842,dritter::A,kolmas,üçüncü
843,letzter::A,viimeinen,son
844,letzter::A,viimeinen,sonuncu
845,allein::ADV,yksin,yalnız
846,allein::ADV,yksin,tek başına
847,auf einmal::ADV,yhdellä kertaa,birden
848,zusammen::ADV,yhdessä,beraber
849,zusammen::ADV,yhdessä,birlikte
850,lange::ADV,kauan,çok
851,lange::ADV,kauan,uzun
852,lange::ADV,pitkään,çok
853,lange::ADV,pitkään,uzun
854,plötzlich::ADV,äkkiä,ansızın
855,plötzlich::ADV,äkkiä,birdenbire
856,sofort::ADV,heti,hemen
857,sofort::ADV,heti,derhal
858,später::ADV,myöhemmin,daha sonra
859,jetzt::ADV,nyt,şimdi
860,heute::ADV,tänään,bugün
861,morgen::ADV,huomenna,yarın
862,bald::ADV,pian,yakında
863,dann::ADV,sitten,sonra
864,gestern::ADV,eilen,dün
865,einst::ADV,aikanaan,eskiden
866,damals::ADV,silloin,o zamanlar
867,damals::ADV,siihen aikaan,o zamanlar
868,danach::ADV,sen jälkeen,sonradan
869,danach::ADV,sen jälkeen,ondan sonra
870,vorher::ADV,ennen,önce
871,vorher::ADV,ennen,önceden
872,zuerst::ADV,ensin,ilk önce
873,zuerst::ADV,ensiksi,ilk önce
874,einmal::ADV,kerran,bir defa
875,manchmal::ADV,joskus,bazan
876,oft::ADV,usein,sık sık
877,oft::ADV,usein,çok defa
878,immer::ADV,aina,daima
879,immer::ADV,aina,her zaman
880,niemals::ADV,ei koskaan,asla değil
881,niemals::ADV,ei koskaan,hiçbir zaman
882,hier::ADV,tässä,burada
883,hier::ADV,täällä,burada
884,hierhin::ADV,tähän,buraya
885,von hier::ADV,tästä,buradan
886,von hier::ADV,täältä,buradan
887,dort::ADV,siinä,orada
888,dort::ADV,siinä,şurada
889,dort::ADV,siellä,orada
890,dort::ADV,siellä,şurada
891,dorthin::ADV,sinne,oraya
892,dorthin::ADV,sinne,şuraya
893,dorthin::ADV,tuonne,oraya
894,dorthin::ADV,tuonne,şuraya
895,geradeaus::ADV,suoraan,doğru
896,vorwärts::ADV,eteenpäin,ileri
897,rückwärts::ADV,taaksepäin,geri
898,zurück::ADV,takaisin,geriye
899,unten::ADV,alhaalla,aşağıda
900,hinab::ADV,alas,aşağıya
901,oben::ADV,ylhäällä,yukarıda
902,hinauf::ADV,ylös,yukarı
903,hinauf::ADV,ylös,yukarıya
904,überall::ADV,kaikkialla,her yerde
905,nicht::ADV,ei,-mi-
906,nicht::ADV,ei,değil
907,ein wenig::ADV,vähän,biraz
908,kaum::ADV,tuskin,dar
909,kaum::ADV,tuskin,hemen hemen değil
910,sehr::ADV,kovin,pek
911,sehr::ADV,kovin,gayet
912,sehr::ADV,oikein,pek
913,sehr::ADV,oikein,gayet
914,so::ADV,näin,öyle
915,so::ADV,näin,böyle
916,noch::ADV,vielä,hâlâ
917,noch::ADV,vielä,henüz
918,nur::ADV,vain,ancak
919,nur::ADV,vain,yalnız
920,nur::ADV,ainoastaan,ancak
921,nur::ADV,ainoastaan,yalnız
922,schon::ADV,jo,çoktan
923,wieder::ADV,taas,tekrar
924,wieder::ADV,taas,yeniden
925,wieder::ADV,jälleen,tekrar
926,wieder::ADV,jälleen,yeniden
927,vergebens::ADV,turhaan,boşuna
928,vor::PRP,edessä,önünde
929,hinter::PRP,takana,arkasında
930,unter::PRP,alla,altında
931,durch::PRP,läpi,sayesinde
932,durch::PRP,läpi,ortasından
933,durch::PRP,kautta,sayesinde
934,durch::PRP,kautta,ortasından
935,neben::PRP,vieressä,yanında
936,zwischen::PRP,välillä,arasında
937,wegen::PRP,takia,dolayı
938,wegen::PRP,vuoksi,dolayı
939,dies::PRN,tämä,bu
940,das::PRN,se,o
941,das::PRN,se,şu
942,alles::PRN,kaikki,hepsi
943,alles::PRN,kaikki,her şey
944,ich::PRN,minä,ben
945,du::PRN,sinä,sen
946,er::PRN,hän,o
947,wir::PRN,me,biz
948,ihr::PRN,te,siz
949,sie::PRN,he,onlar
950,was::FPRN,mikä,ne
951,wer::FPRN,ken,kim
952,wer::FPRN,kuka,kim
953,wo::FADV,missä,nerede
954,wohin::FADV,mihin,nereye
955,wie::FADV,miten,nasıl
956,wie::FADV,kuinka,nasıl
957,warum::FADV,miksi,neden
958,wieviel::FNUM,paljonko,kaç
959,wieviel::FNUM,paljonko,ne kadar
960,wieviel::FNUM,kuinka paljon,kaç
961,wieviel::FNUM,kuinka paljon,ne kadar
962,eins::NUM,yksi,bir
963,zwei::NUM,kaksi,iki
964,drei::NUM,kolme,üç
965,vier::NUM,neljä,dört
966,fünf::NUM,viisi,beş
967,sechs::NUM,kuusi,altı
968,sieben::NUM,seitsemän,yedi
969,acht::NUM,kahdeksan,sekiz
970,neun::NUM,yhdeksän,dokuz
971,zehn::NUM,kymmenen,on
972,elf::NUM,yksitoista,on bir
973,zwölf::NUM,kaksitoista,on iki
974,zwanzig::NUM,kaksikymmentä,yirmi
975,dreißig::NUM,kolmekymmentä,otuz
976,vierzig::NUM,neljäkymmentä,kırk
977,fünfzig::NUM,viisikymmentä,elli
978,sechzig::NUM,kuusikymmentä,altmış
979,siebzig::NUM,seitsemänkymmentä,yetmiş
980,achtzig::NUM,kahdeksankymmentä,seksen
981,neunzig::NUM,yhdeksänkymmentä,doksan
982,hundert::NUM,sata,yüz
983,tausend::NUM,tuhat,bin
984,und::CNJ,ja,ve
985,und::CNJ,ja,ile
986,oder::CNJ,tai,ya
987,oder::CNJ,tai,yahut
988,stehen::V,seisoa,durmak
989,sitzen::V,istua,oturmak
990,liegen::V,maata,yatmak
991,hängen::V,riippua,asılı olmak
992,werden::V,tulla,olmak
993,werden::V,tulla,olunmak
994,werden::V,joutua,olmak
995,werden::V,joutua,olunmak
996,passieren::V,sattua,olmak
997,passieren::V,tapahtua,olmak
998,beginnen::V,alkaa,başlamak
999,enden::V,loppua,bitmek
1000,enden::V,loppua,sona ermek
1001,enden::V,päättyä,bitmek
1002,enden::V,päättyä,sona ermek
1003,wechseln::V,vaihtua,değişmek
1004,wechseln::V,vaihdella,değişmek
1005,aufgehen[Sonne]::V,nousta,doğmak
1006,untergehen[Sonne]::V,laskea,batmak
1007,scheinen[Sonne]::V,paistaa,parlamak
1008,donnern::V,jyristä,gök gürlemek
1009,wehen::V,tuulla,esmek
1010,wehen::V,puhaltaa,esmek
1011,strömen::V,virrata,akmak
1012,fließen::V,valua,akmak
1013,fließen::V,juosta,akmak
1014,sich drehen::V,pyöriä,dönmek
1015,schwanken::V,horjua,sallanmak
1016,schwingen::V,heilua,titremek
1017,schwingen::V,värähdellä,titremek
1018,fallen::V,pudota,düşmek
1019,fallen::V,langeta,düşmek
1020,brennen::V,palaa,yanmak
1021,rauchen::V,savuta,tütmek
1022,regnen::V,sataa,yağmak
1023,gefrieren::V,jäätyä,donmak
1024,tauen::V,sulaa,erimek
1025,schmelzen::V,sulaa,erimek
1026,trocknen::V,kuivua,kurumak
1027,sieden::V,kiehua,kaynamak
1028,faulen::V,mädätä,çürümek
1029,verfaulen::V,mädätä,çürümek
1030,verfaulen::V,mädäntyä,çürümek
1031,reißen::V,revetä,yırtılmak
1032,versinken::V,upota,batmak
1033,versinken::V,vajota,batmak
1034,vergehen::V,kulua,geçmek
1035,erscheinen::V,ilmestyä,görünmek
1036,verschwinden::V,kadota,kaybolmak
1037,sinken::V,vajota,inmek
1038,abnehmen::V,vähetä,azalmak
1039,zunehmen::V,kasvaa,artmak
1040,zunehmen::V,kasvaa,çoğalmak
1041,zunehmen::V,lisääntyä,artmak
1042,zunehmen::V,lisääntyä,çoğalmak
1043,steigen::V,nousta,artmak
1044,steigen::V,nousta,yükselmek
1045,wachsen::V,kasvaa,büyümek
1046,wachsen::V,kasvaa,gelişmek
1047,glänzen::V,kiiltää,parlamak
1048,funkeln::V,kipinöidä,parıldamak
1049,lärmen::V,meluta,gürültü yapmak
1050,läuten::V,soida,çalmak
1051,klingeln::V,soida,zil çalmak
1052,klirren::V,kalista,şakırdamak
1053,klirren::V,kalista,zangırdamak
1054,brausen::V,kohista,köpürmek
1055,brausen::V,kohista,kükremek
1056,rauschen::V,kohista,fışırdamak
1057,klingen::V,soida,tınlamak
1058,bellen::V,haukkua,havlamak
1059,heulen::V,ulvoa,ulumak
1060,blasen::V,puhaltaa,üflemek
1061,pfeifen::V,viheltää,düdük çalmak
1062,schreien::V,kirkua,bağırmak
1063,schreien::V,kirkua,haykırmak
1064,stöhnen::V,voihkia,inlemek
1065,zittern::V,vapista,titremek
1066,leben::V,elää,yaşamak
1067,leben::V,elää,hayatta olmak
1068,geboren werden::V,syntyä,doğmak
1069,atmen::V,hengittää,solunmak
1070,atmen::V,hengittää,nefes almak
1071,trinken::V,juoda,içmek
1072,essen::V,syödä,yemek
1073,schlucken::V,niellä,yutmak
1074,müde werden::V,uupua,yorulmak
1075,einschlafen::V,uinahtaa,uykuya dalmak
1076,schlafen::V,maata,uyumak
1077,schlafen::V,nukkua,uyumak
1078,aufwachen::V,herätä,uyanmak
1079,aufstehen::V,nousta,kalkmak
1080,aufstehen::V,nousta,yataktan kalkmak
1081,aufstehen::V,nousta ylös,kalkmak
1082,aufstehen::V,nousta ylös,yataktan kalkmak
1083,sich erholen::V,levätä,dinlenmek
1084,krank werden::V,sairastua,hastalanmak
1085,krank sein::V,potea,hasta olmak
1086,krank sein::V,sairastaa,hasta olmak
1087,schmerzen::V,särkeä,ağrımak
1088,schmerzen::V,kivistää,ağrımak
1089,husten::V,yskiä,öksürmek
1090,genesen::V,toipua,şifa bulmak
1091,sterben::V,kuolla,ölmek
1092,sterben::V,kuolla,vefat etmek
1093,umkommen::V,saada surmansa,ölmek
1094,umkommen::V,kuolla,ölmek
1095,sich bewegen::V,liikkua,hareket etmek
1096,sich rühren::V,liikahtaa,kımıldanmak
1097,sich erheben::V,nousta,kalkmak
1098,sich erheben::V,nousta,ayağa kalkmak
1099,sich setzen::V,istuutua,oturmak
1100,hinfallen::V,kaatua,yere düşmek
1101,laufen::V,kävellä,yürümek
1102,schreiten::V,astua,yürümek
1103,schreiten::V,astua,adım atmak
1104,schreiten::V,astella,yürümek
1105,schreiten::V,astella,adım atmak
1106,spazierengehen::V,kävellä,gezmek
1107,spazierengehen::V,kävellä,dolaşmak
1108,eilen::V,kiirehtiä,seğirtmek
1109,sich beeilen::V,kiirehtiä,acele etmek
1110,sich beeilen::V,olla kiireissään,acele etmek
1111,sausen::V,rynnätä,hızla gitmek
1112,sausen::V,viilettää,hızla gitmek
1113,rennen::V,juosta,koşmak
1114,springen::V,hypätä,atlamak
1115,springen::V,hypätä,sıçramak
1116,klettern::V,kiivetä,tırmanmak
1117,schaukeln::V,kiikkua,sallanmak
1118,kriechen::V,ryömiä,sürünmek
1119,schwimmen::V,uida,yüzmek
1120,tauchen::V,sukeltaa,dalmak
1121,rudern::V,soutaa,kürek çekmek
1122,fahren::V,ajaa,gitmek
1123,fahren::V,kulkea,gitmek
1124,fliegen::V,lentää,uçmak
1125,gehen::V,käydä,gitmek
1126,weggehen::V,lähteä,gitmek
1127,weggehen::V,poistua,gitmek
1128,abfahren::V,lähteä,kalkmak
1129,anhalten::V,pysähtyä,durmak
1130,anhalten::V,seisahtua,durmak
1131,hineingehen::V,mennä sisään,içeri girmek
1132,eintreten::V,astua sisään,girmek
1133,kommen::V,tulla,gelmek
1134,ankommen::V,saapua,varmak
1135,zurückkommen::V,palata,dönmek
1136,bleiben::V,jäädä,kalmak
1137,bleiben::V,viipyä,kalmak
1138,warten::V,odottaa,beklemek
1139,erwarten::V,odottaa,beklemek
1140,suchen::V,etsiä,aramak
1141,finden::V,löytää,bulmak
1142,versuchen::V,yrittää,denemek
1143,vorbereiten::V,valmistaa,hazırlamak
1144,lieben::V,pitää,sevmek
1145,lieben::V,rakastaa,sevmek
1146,mögen::V,pitää,beğenmek
1147,mögen::V,tykätä,beğenmek
1148,lachen::V,nauraa,gülmek
1149,rühren::V,liikuttaa,dokunmak
1150,rühren::V,liikuttaa,duygulandırmak
1151,weinen::V,itkeä,ağlamak
1152,schimpfen::V,haukkua,küfretmek
1153,sich ärgern::V,suuttua,kızmak
1154,sich fürchten::V,pelätä,korkmak
1155,fürchten::V,pelätä,korkmak
1156,fliehen::V,paeta,kaçmak
1157,flüchten::V,paeta,kaçmak
1158,sehen::V,nähdä,görmek
1159,anschauen::V,katsoa,seyretmek
1160,ansehen::V,katsoa,bakmak
1161,hören::V,kuulla,duymak
1162,hören::V,kuulla,işitmek
1163,zuhören::V,kuunnella,dinlemek
1164,probieren::V,maistaa,denemek
1165,probieren::V,maistaa,tadına bakmak
1166,riechen::V,haistaa,kokusunu almak
1167,fühlen::V,tuntea,duymak
1168,fühlen::V,tuntea,hissetmek
1169,scheinen::V,tuntua,görünmek
1170,zu sehen sein::V,näkyä,görünmek
1171,vernehmen::V,kuulla,haber almak
1172,frieren::V,palella,üşümek
1173,tun::V,tehdä,etmek
1174,tun::V,tehdä,yapmak
1175,können::V,osata,bilmek
1176,wollen::V,tahtoa,istemek
1177,anfangen::V,ruveta,başlamak
1178,anfangen::V,aloittaa,başlamak
1179,beenden::V,lopettaa,bitirmek
1180,aufhören::V,loppua,bitmek
1181,gelingen::V,onnistua,başarmak
1182,geraten::V,sujua,düşmek
1183,geraten::V,joutua,düşmek
1184,öffnen::V,avata,açmak
1185,öffnen::V,aukaista,açmak
1186,schließen::V,sulkea,kapamak
1187,stellen::V,panna,koymak
1188,stellen::V,asettaa,koymak
1189,setzen::V,panna,koymak
1190,setzen::V,panna,oturtmak
1191,setzen::V,istuttaa,koymak
1192,setzen::V,istuttaa,oturtmak
1193,legen::V,panna,koymak
1194,legen::V,panna,yatırmak
1195,legen::V,asettaa,koymak
1196,legen::V,asettaa,yatırmak
1197,berühren::V,koskea,dokunmak
1198,berühren::V,koskettaa,dokunmak
1199,verbinden::V,liittää,bağlamak
1200,verbinden::V,liittää,birleştirmek
1201,verbinden::V,yhdistää,bağlamak
1202,verbinden::V,yhdistää,birleştirmek
1203,bedecken::V,kattaa,örtmek
1204,bedecken::V,kattaa,kaplamak
1205,bedecken::V,peittää,örtmek
1206,bedecken::V,peittää,kaplamak
1207,aufhängen::V,ripustaa,asmak
1208,anzünden::V,sytyttää,yakmak
1209,anzünden::V,sytyttää,ateşlemek
1210,aufheben::V,ylös nostaa,kaldırmak
1211,aufheben::V,nostaa,kaldırmak
1212,zurücklassen::V,jättää,geride bırakmak
1213,verlieren::V,kadottaa,yitirmek
1214,verlieren::V,kadottaa,kaybetmek
1215,fallen lassen::V,pudottaa,düşürmek
1216,machen::V,tehdä,yapmak
1217,herstellen::V,tuottaa,yapmak
1218,herstellen::V,tuottaa,imal etmek
1219,herstellen::V,valmistaa,yapmak
1220,herstellen::V,valmistaa,imal etmek
1221,bauen::V,rakentaa,kurmak
1222,bauen::V,rakentaa,inşa etmek
1223,reparieren::V,korjata,onarmak
1224,reparieren::V,korjata,tamir etmek
1225,verbessern::V,parantaa,düzeltmek
1226,ändern::V,muuttaa,değiştirmek
1227,graben::V,kaivaa,kazmak
1228,beugen::V,taivuttaa,eğmek
1229,biegen::V,taivuttaa,bükmek
1230,drehen::V,kääntää,çevirmek
1231,drehen::V,kääntää,döndürmek
1232,wenden::V,kääntää,çevirmek
1233,umdrehen::V,kääntää,çevirmek
1234,heben::V,nostaa,kaldırmak
1235,heben::V,kohottaa,kaldırmak
1236,hochheben::V,nostaa,yukarı kaldırmak
1237,ergreifen::V,tarttua,tutmak
1238,ergreifen::V,tarttua,yakalamak
1239,halten::V,pitää,tutmak
1240,drücken::V,painaa,sıkmak
1241,drücken::V,puristaa,sıkmak
1242,schieben::V,työntää,itmek
1243,schieben::V,työntää,sürmek
1244,kratzen::V,raapia,kaşımak
1245,lecken::V,nuolla,yalamak
1246,beißen::V,purra,ısırmak
1247,abreißen::V,repiä,koparmak
1248,abschneiden::V,leikata poikki,keserek ayırmak
1249,abschneiden::V,leikata,keserek ayırmak
1250,binden::V,sitoa,bağlamak
1251,stecken::V,pistää,sokmak
1252,brechen::V,murtaa,kırmak
1253,klopfen::V,koputtaa,çalmak
1254,klopfen::V,kolkuttaa,çalmak
1255,hauen::V,lyödä,vurmak
1256,kleben::V,liimata,yapıştırmak
1257,reiben::V,hieroa,ovmak
1258,reiben::V,hieroa,sürtmek
1259,reiben::V,hangata,ovmak
1260,reiben::V,hangata,sürtmek
1261,streichen::V,sivellä,sürmek
1262,schleifen::V,hioa,bilemek
1263,schneiden::V,leikata,kesmek
1264,rütteln::V,ravistaa,sallamak
1265,schütteln::V,pudistaa,sarsmak
1266,schütteln::V,pudistaa,çalkamak
1267,schwenken::V,heiluttaa,sallamak
1268,schütten::V,kaataa,dökmek
1269,schütten::V,kaataa,akıtmak
1270,füllen::V,täyttää,doldurmak
1271,einwickeln::V,kääriä,sarmak
1272,tragen::V,kantaa,taşımak
1273,schleppen::V,raahata,sürüklemek
1274,ziehen::V,vetää,çekmek
1275,aufbewahren::V,säilyttää,saklamak
1276,werfen::V,viskata,atmak
1277,fangen::V,napata,tutmak
1278,fangen::V,napata,yakalamak
1279,fangen::V,ottaa kiinni,tutmak
1280,fangen::V,ottaa kiinni,yakalamak
1281,packen::V,tarttua,tutmak
1282,packen::V,tarttua,yakalamak
1283,verstecken::V,kätkeä,saklamak
1284,verstecken::V,piilottaa,saklamak
1285,teilen::V,jakaa,bölmek
1286,teilen::V,jakaa,ayırmak
1287,schicken::V,lähettää,yollamak
1288,schicken::V,lähettää,göndermek
1289,bringen::V,viedä,getirmek
1290,hinzufügen::V,lisätä,katmak
1291,hinzufügen::V,lisätä,eklemek
1292,bekommen::V,saada,almak
1293,bekommen::V,saada,eline geçmek
1294,erhalten::V,saada,almak
1295,nehmen::V,ottaa,almak
1296,wählen::V,valita,seçmek
1297,auswählen::V,valikoida,seçmek
1298,auswählen::V,valikoida,ayırmak
1299,bewahren::V,säilyttää,korumak
1300,behindern::V,estää,engellemek
1301,verderben::V,pilata,bozmak
1302,verderben::V,turmella,bozmak
1303,beschädigen::V,vioittaa,zedelemek
1304,beschädigen::V,vioittaa,ziyan vermek
1305,beschädigen::V,vahingoittaa,zedelemek
1306,beschädigen::V,vahingoittaa,ziyan vermek
1307,zerbrechen::V,rikkoa,kırmak
1308,zerreißen::V,repiä rikki,yırtmak
1309,zerreißen::V,repiä palasiksi,yırtmak
1310,zerstören::V,hävittää,yıkmak
1311,zerstören::V,hävittää,tahrip etmek
1312,verbrennen::V,polttaa,yakmak
1313,geben::V,antaa,vermek
1314,reichen::V,ojentaa,uzatmak
1315,schenken::V,lahjoittaa,hediye etmek
1316,versprechen::V,luvata,vaat etmek
1317,wünschen::V,toivottaa,kutlamak
1318,loben::V,ylistää,övmek
1319,küssen::V,suudella,öpmek
1320,wiegen::V,tuudittaa,sallamak
1321,wiegen::V,keinuttaa,sallamak
1322,zudecken::V,peittää,örtmek
1323,wecken::V,herättää,uyandırmak
1324,zeigen::V,näyttää,göstermek
1325,zeigen::V,osoittaa,göstermek
1326,führen::V,johdattaa,gezdirmek
1327,führen::V,johdattaa,yol göstermek
1328,lehren::V,opettaa,okutmak
1329,lehren::V,opettaa,öğretmek
1330,unterrichten::V,opettaa,öğretmek
1331,aufziehen::V,kasvattaa,yetiştirmek
1332,leiten::V,johtaa,yönetmek
1333,leiten::V,johtaa,idare etmek
1334,antreiben::V,hoputtaa,teşvik etmek
1335,lassen::V,antaa,-tırmak
1336,einladen::V,kutsua,davet etmek
1337,vereinigen::V,yhdistää,birleştirmek
1338,besuchen::V,vierailla,uğramak
1339,besuchen::V,vierailla,ziyaret etmek
1340,besuchen::V,vierailla,görmeye gitmek
1341,treffen::V,tavata,rastlamak
1342,treffen::V,tavata,isabet etmek
1343,sich versammeln::V,kokoontua,toplanmak
1344,spielen::V,pelata,oynamak
1345,spielen::V,leikkiä,oynamak
1346,singen::V,laulaa,söylemek
1347,singen::V,laulaa,şarkı söylemek
1348,tanzen::V,tanssia,oynamak
1349,tanzen::V,tanssia,dans etmek
1350,sich trennen::V,erota,ayrılmak
1351,verlassen::V,jättää,bırakmak
1352,verlassen::V,jättää,terk etmek
1353,retten::V,pelastaa,kurtarmak
1354,bewachen::V,vartioida,gözetmek
1355,schützen::V,suojella,korumak
1356,verteidigen::V,puolustaa,savunmak
1357,sich schlagen::V,tapella,dövüşmek
1358,schießen::V,ampua,ateş etmek
1359,siegen::V,voittaa,yenmek
1360,ärgern::V,ärsyttää,kızdırmak
1361,schlagen::V,lyödä,dövmek
1362,treten::V,potkaista,tepmek
1363,stechen::V,pistää,sokmak
1364,stechen::V,pistää,batırmak
1365,stoßen::V,sysätä,itmek
1366,stoßen::V,työntää,itmek
1367,stehlen::V,varastaa,çalmak
1368,stören::V,häiritä,bozmak
1369,stören::V,häiritä,etkilemek
1370,belästigen::V,häiritä,rahatsız etmek
1371,verbergen::V,kätkeä,saklamak
1372,täuschen::V,harhauttaa,aldatmak
1373,betrügen::V,pettää,aldatmak
1374,betrügen::V,pettää,dolandırmak
1375,betrügen::V,petkuttaa,aldatmak
1376,betrügen::V,petkuttaa,dolandırmak
1377,töten::V,tappaa,öldürmek
1378,wohnen::V,asua,oturmak
1379,arbeiten::V,tehdä työtä,çalışmak
1380,arbeiten::V,työskennellä,çalışmak
1381,sammeln::V,koota,toplamak
1382,sammeln::V,kerätä,toplamak
1383,pflücken::V,poimia,koparmak
1384,jagen::V,metsästää,avlanmak
1385,fischen::V,kalastaa,balık tutmak
1386,fassen::V,pyydystää,tutmak
1387,fassen::V,pyydystää,yakalamak
1388,fassen::V,saalistaa,tutmak
1389,fassen::V,saalistaa,yakalamak
1390,hüten::V,paimentaa,otlatmak
1391,treiben::V,ajaa,gütmek
1392,anbinden::V,kytkeä,bağlamak
1393,füttern::V,ruokkia,beslemek
1394,melken::V,lypsää,sağmak
1395,hacken::V,hakata,yarmak
1396,gießen::V,kastella,sulamak
1397,reifen::V,kypsyä,olgunlaşmak
1398,zubereiten::V,valmistaa,hazırlamak
1399,kochen::V,keittää,pişirmek
1400,kochen::V,keittää,kaynatmak
1401,backen::V,leipoa,pişirmek
1402,backen::V,leipoa,fırında pişirmek
1403,braten::V,paistaa,kızartmak
1404,umrühren::V,hämmentää,karıştırmak
1405,stricken::V,kutoa,örmek
1406,stricken::V,neuloa,örmek
1407,nähen::V,ommella,dikmek
1408,färben::V,värjätä,boyamak
1409,färben::V,värittää,boyamak
1410,reinigen::V,puhdistaa,temizlemek
1411,waschen::V,pestä,yıkamak
1412,abwischen::V,pyyhkiä,silmek
1413,spülen::V,huuhtoa,çalkamak
1414,fegen::V,pyyhkäistä,süpürmek
1415,kehren::V,lakaista,süpürmek
1416,baden::V,kylpeä,yıkanmak
1417,baden::V,kylpeä,banyo yapmak
1418,sich waschen::V,peseytyä,yıkanmak
1419,ausziehen::V,riisua,çıkarmak
1420,anziehen::V,pukea ylleen,giymek
1421,sich anziehen::V,pukeutua,giyinmek
1422,kämmen::V,kammata,taramak
1423,schmücken::V,koristaa,süslemek
1424,schmücken::V,kaunistaa,süslemek
1425,sagen::V,sanoa,demek
1426,sagen::V,sanoa,söylemek
1427,sprechen::V,puhua,konuşmak
1428,reden::V,keskustella,konuşmak
1429,sich unterhalten::V,jutella,sohbet etmek
1430,fragen::V,kysyä,sormak
1431,bitten::V,pyytää,dilemek
1432,bitten::V,pyytää,rica etmek
1433,erzählen::V,kertoa,bahsetmek
1434,erzählen::V,kertoa,hikâye etmek
1435,mitteilen::V,ilmoittaa,bildirmek
1436,nennen::V,kutsua,adlandırmak
1437,nennen::V,nimittää,adlandırmak
1438,rufen::V,kutsua,çağırmak
1439,prahlen::V,kerskailla,övünmek
1440,übersetzen::V,kääntää,çevirmek
1441,übersetzen::V,kääntää,tercüme etmek
1442,denken::V,miettiä,düşünmek
1443,denken::V,ajatella,düşünmek
1444,glauben::V,uskoa,inanmak
1445,glauben::V,uskoa,zannetmek
1446,bemerken::V,huomata,farkına varmak
1447,erkennen::V,tunnistaa,tanımak
1448,begreifen::V,ymmärtää,anlamak
1449,begreifen::V,ymmärtää,kavramak
1450,verstehen::V,ymmärtää,duymak
1451,verstehen::V,ymmärtää,anlamak
1452,lernen::V,oppia,öğrenmek
1453,wissen::V,tietää,bilmek
1454,sich erinnern an::V,muistaa,hatırlamak
1455,vergessen::V,unohtaa,unutmak
1456,messen::V,mitata,ölçmek
1457,zählen::V,laskea,saymak
1458,rechnen::V,laskea,hesap etmek
1459,lesen::V,lukea,okumak
1460,malen::V,maalata,resmini yapmak
1461,zeichnen::V,piirtää,çizmek
1462,zeichnen::V,piirustaa,çizmek
1463,schreiben::V,kirjoittaa,yazmak
1464,besitzen::V,omistaa,haiz olmak
1465,besitzen::V,omistaa,sahip olmak
1466,kaufen::V,ostaa,almak
1467,verkaufen::V,myydä,satmak
1468,bezahlen::V,maksaa,ödemek
1469,zahlen::V,maksaa,ödemek
1470,beherrschen::V,hallita,hâkim olmak
1471,ertragen::V,kestää,dayanmak
1472,ertragen::V,kestää,katlanmak
