,Concept_ID,da,ru
859,fliehen::V,flygte,убегать
860,flüchten::V,flygte,убежать
861,sehen::V,se,видеть
862,anschauen::V,se på,посмотреть
863,anschauen::V,betragte,посмотреть
864,ansehen::V,anse,смотреть
865,hören::V,høre,слышать
866,zuhören::V,høre til,слушать
867,probieren::V,smage,пробовать
868,probieren::V,smage på,пробовать
869,riechen::V,lugte,нюхать
870,fühlen::V,føle,чувствовать
871,scheinen::V,synes,казаться
872,zu sehen sein::V,synes,виднеться
873,vernehmen::V,erfare,услышать
874,frieren::V,fryse,мерзнуть
875,tun::V,gøre,делать
876,können::V,kunne,мочь
877,können::V,kunne,уметь
878,wollen::V,ville,хотеть
879,anfangen::V,begynde,начать
880,beenden::V,afslutte,закончить
881,aufhören::V,ophøre,перестать
882,aufhören::V,holde op,перестать
883,gelingen::V,lykkes,удаться
884,geraten::V,blive,оказаться
885,öffnen::V,åbne,открыть
886,schließen::V,lukke,закрыть
887,stellen::V,stille,поставить
888,setzen::V,sætte,посадить
889,legen::V,lægge,класть
890,berühren::V,berøre,трогать
891,verbinden::V,forbinde,связать
892,bedecken::V,dække,покрыть
893,bedecken::V,bedække,покрыть
894,aufhängen::V,hænge,повесить
895,aufhängen::V,hænge op,повесить
896,anzünden::V,tænde,зажечь
897,anzünden::V,antænde,зажечь
898,aufheben::V,løfte,поднять
899,aufheben::V,tage op,поднять
900,zurücklassen::V,lade tilbage,оставить
901,verlieren::V,miste,потерять
902,fallen lassen::V,tabe,уронить
903,fallen lassen::V,droppe,уронить
904,machen::V,gøre,сделать
905,herstellen::V,fremstille,изготовить
906,bauen::V,bygge,строить
907,reparieren::V,reparere,чинить
908,verbessern::V,rette,улучшить
909,verbessern::V,forbedre,улучшить
910,ändern::V,ændre,изменить
911,graben::V,grave,копать
912,beugen::V,bøje,согнуть
913,biegen::V,bøje,погнуть
914,drehen::V,dreje,вертеть
915,wenden::V,vende,повернуть
916,umdrehen::V,dreje om,перевернуть
917,heben::V,hæve,поднимать
918,hochheben::V,løfte,поднять
919,ergreifen::V,gribe fat i,схватить
920,halten::V,holde,держать
921,drücken::V,trykke,нажимать
922,schieben::V,skyde,толкать
923,schieben::V,skubbe,толкать
924,kratzen::V,klø,скрести
925,kratzen::V,kradse,скрести
926,lecken::V,slikke,лизать
927,beißen::V,bide,кусать
928,abreißen::V,rive af,оторвать
929,abschneiden::V,skære af,отрезать
930,binden::V,binde,вязать
931,stecken::V,stikke,воткнуть
932,brechen::V,brække,сломать
933,klopfen::V,banke,стучать
934,hauen::V,hugge,бить
935,kleben::V,klistre,клеить
936,reiben::V,gnide,тереть
937,streichen::V,smøre,намазать
938,schleifen::V,slibe,точить
939,schneiden::V,skære,резать
940,schneiden::V,klippe,резать
941,rütteln::V,ruske,шатать
942,schütteln::V,ryste,трясти
943,schwenken::V,svinge,махать
944,schütten::V,hælde,налить
945,füllen::V,fylde,наполнить
946,einwickeln::V,pakke ind,завернуть
947,tragen::V,bære,нести
948,schleppen::V,slæbe,тащить
949,ziehen::V,trække,тянуть
950,aufbewahren::V,opbevare,хранить
951,werfen::V,kaste,бросать
952,fangen::V,fange,ловить
953,packen::V,gribe,схватить
954,verstecken::V,gemme,спрятать
955,teilen::V,dele,разделить
956,schicken::V,sende,посылать
957,bringen::V,bringe,принести
958,hinzufügen::V,tilføje,добавить
959,bekommen::V,få,достать
960,erhalten::V,få,получить
961,nehmen::V,tage,взять
962,wählen::V,vælge,выбрать
963,auswählen::V,udvælge,отобрать
964,bewahren::V,bevare,сохранить
965,behindern::V,hindre,препятствовать
966,behindern::V,forhindre,препятствовать
967,verderben::V,ødelægge,испортить
968,beschädigen::V,beskadige,повредить
969,zerbrechen::V,brække itu,разбить
970,zerreißen::V,rive itu,разорвать
971,zerstören::V,ødelægge,разрушить
972,verbrennen::V,brænde,сжечь
973,geben::V,give,дать
974,reichen::V,række,передать
975,schenken::V,forære,дарить
976,versprechen::V,love,обещать
977,wünschen::V,ønske,желать
978,loben::V,rose,хвалить
979,küssen::V,kysse,целовать
980,wiegen::V,vugge,качать
981,zudecken::V,dække til,накрыть
982,wecken::V,vække,разбудить
983,zeigen::V,vise,показать
984,führen::V,føre,вести
985,lehren::V,lære,учить
986,unterrichten::V,undervise,преподавать
987,aufziehen::V,opdrage,воспитать
988,leiten::V,lede,руководить
989,antreiben::V,skynde på,подгонять
990,lassen::V,få til at,заставить
991,einladen::V,indbyde,пригласить
992,einladen::V,invitere,пригласить
993,vereinigen::V,forene,объединить
994,besuchen::V,besøge,посетить
995,treffen::V,møde,встретить
996,sich versammeln::V,forsamles,собраться
997,spielen::V,lege,играть
998,spielen::V,spille,играть
999,singen::V,synge,петь
1000,tanzen::V,danse,плясать
1001,tanzen::V,danse,танцевать
1002,sich trennen::V,skilles,расстаться
1003,verlassen::V,forlade,покинуть
1004,retten::V,redde,спасти
1005,bewachen::V,bevogte,охранять
1006,schützen::V,skærme,уберегать
1007,schützen::V,beskytte,уберегать
1008,verteidigen::V,forsvare,защитить
1009,sich schlagen::V,slås,драться
1010,schießen::V,skyde,стрелять
1011,siegen::V,sejre,победить
1012,ärgern::V,ærgre,сердить
1013,schlagen::V,slå,ударить
1014,treten::V,sparke,пинать
1015,stechen::V,stikke,уколоть
1016,stoßen::V,støde,толкнуть
1017,stehlen::V,stjæle,украсть
1018,stören::V,forstyrre,помешать
1019,belästigen::V,genere,надоедать
1020,belästigen::V,ulejlige,надоедать
1021,verbergen::V,skjule,скрыть
1022,täuschen::V,villede,обмануть
1023,betrügen::V,bedrage,смошенничать
1024,töten::V,dræbe,убить
1025,wohnen::V,bo,проживать
1026,arbeiten::V,arbejde,работать
1027,sammeln::V,samle,собрать
1028,pflücken::V,plukke,рвать
1029,pflücken::V,plukke,срывать
1030,jagen::V,jage,охотиться
1031,fischen::V,fiske,рыбачить
1032,fassen::V,fange,поймать
1033,hüten::V,vogte,пасти
1034,treiben::V,drive,гнать
1035,anbinden::V,binde fast,привязать
1036,füttern::V,fodre,кормить
1037,melken::V,malke,доить
1038,hacken::V,hakke,рубить
1039,gießen::V,hælde,полить
1040,reifen::V,modne,созреть
1041,zubereiten::V,tilberede,приготовить
1042,kochen::V,koge,варить
1043,backen::V,bage,печь
1044,braten::V,stege,жарить
1045,umrühren::V,røre om,перемешать
1046,stricken::V,strikke,вязать
1047,nähen::V,sy,шить
1048,färben::V,farve,покрасить
1049,reinigen::V,rense,очистить
1050,reinigen::V,gøre ren,очистить
1051,waschen::V,vaske,стирать
1052,abwischen::V,tørre af,вытереть
1053,spülen::V,skylle,полоскать
1054,fegen::V,feje,подметать
1055,kehren::V,feje,мести
1056,baden::V,bade,купаться
1057,sich waschen::V,vaske sig,мыться
1058,ausziehen::V,tage af,снять
1059,anziehen::V,tage på,надеть
1060,sich anziehen::V,klæde sig på,одеться
1061,kämmen::V,rede,причесать
1062,kämmen::V,frisere,причесать
1063,schmücken::V,pynte,украсить
1064,schmücken::V,smykke,украсить
1065,sagen::V,sige,сказать
1066,sprechen::V,snakke,говорить
1067,reden::V,tale,разговаривать
1068,reden::V,snakke,разговаривать
1069,sich unterhalten::V,snakke sammen,беседовать
1070,fragen::V,spørge,спросить
1071,bitten::V,bede,просить
1072,erzählen::V,berette,рассказать
1073,erzählen::V,fortælle,рассказать
1074,mitteilen::V,meddele,сообщить
1075,nennen::V,nævne,назвать
1076,rufen::V,råbe,звать
1077,prahlen::V,prale,хвастаться
1078,übersetzen::V,oversætte,перевести
1079,denken::V,tænke,думать
1080,glauben::V,tro,верить
1081,bemerken::V,bemærke,заметить
1082,bemerken::V,lægge mærke til,заметить
1083,erkennen::V,genkende,узнать
1084,begreifen::V,begribe,понять
1085,begreifen::V,begribe,постичь
1086,verstehen::V,forstå,услышать
1087,lernen::V,lære,учиться
1088,wissen::V,vide,знать
1089,sich erinnern an::V,mindes,вспомнить
1090,sich erinnern an::V,huske på,вспомнить
1091,vergessen::V,glemme,забыть
1092,messen::V,måle,мерить
1093,zählen::V,tælle,считать
1094,rechnen::V,regne,считать
1095,lesen::V,læse,читать
1096,malen::V,male,рисовать
1097,zeichnen::V,tegne,рисовать
1098,schreiben::V,skrive,писать
1099,besitzen::V,eje,иметь
1100,besitzen::V,besidde,иметь
1101,kaufen::V,købe,купить
1102,verkaufen::V,sælge,продать
1103,bezahlen::V,betale,заплатить
1104,zahlen::V,betale,платить
1105,beherrschen::V,beherske,владеть
1106,ertragen::V,tåle,вытерпеть
1107,ertragen::V,udholde,вытерпеть
1108,hinfallen::V,,упасть
