,Concept_ID,en,uk
882,frieren::V,be cold,мерзнути
883,tun::V,do,робити
884,können::V,can,могти
885,wollen::V,want,хотіти
886,anfangen::V,start,почати
887,beenden::V,finish,закінчити
888,aufhören::V,stop,перестати
889,gelingen::V,succeed,вдатися
890,geraten::V,turn out,опинитися
891,öffnen::V,open,відкрити
892,schließen::V,close,закрити
893,stellen::V,put,поставити
894,setzen::V,place,посадити
895,legen::V,lay,класти
896,berühren::V,touch,чіпати
897,verbinden::V,connect,зв’язати
898,bedecken::V,cover,покрити
899,aufhängen::V,hang up,повісити
900,anzünden::V,light,запалити
901,aufheben::V,pick up,підняти
902,zurücklassen::V,leave,залишити
903,verlieren::V,lose,загубити
904,fallen lassen::V,drop,упустити
905,machen::V,make,зробити
906,herstellen::V,produce,виготовити
907,bauen::V,build,будувати
908,reparieren::V,mend,лагодити
909,verbessern::V,improve,поліпшити
910,ändern::V,alter,змінити
911,graben::V,dig,копати
912,beugen::V,bow,зігнути
913,biegen::V,bend,погнути
914,drehen::V,spin,вертіти
915,wenden::V,turn,повернути
916,umdrehen::V,turn around,перевернути
917,heben::V,raise,піднімати
918,hochheben::V,lift,підняти
919,ergreifen::V,seize,схопити
920,halten::V,hold,тримати
921,drücken::V,press,натискати
922,schieben::V,push,пхати
923,schieben::V,push,штовхати
924,kratzen::V,scrape,шкребти
925,lecken::V,lick,лизати
926,beißen::V,bite,кусати
927,abreißen::V,tear off,відірвати
928,abschneiden::V,cut off,відрізати
929,binden::V,tie,в’язати
930,stecken::V,stick,увіткнути
931,brechen::V,break,зламати
932,klopfen::V,knock,стукати
933,hauen::V,hit,бити
934,kleben::V,glue,клеїти
935,reiben::V,rub,терти
936,streichen::V,spread,намазати
937,schleifen::V,grind,точити
938,schneiden::V,cut,різати
939,rütteln::V,jolt,хитати
940,schütteln::V,shake,трясти
941,schwenken::V,swing,махати
942,schütten::V,pour,налити
943,füllen::V,fill,наповнити
944,einwickeln::V,wrap,загорнути
945,tragen::V,carry,нести
946,schleppen::V,drag,тягти
947,ziehen::V,pull,тягнути
948,aufbewahren::V,keep,зберігати
949,werfen::V,throw,кидати
950,fangen::V,catch,ловити
951,packen::V,grab,схопити
952,verstecken::V,hide,сховати
953,teilen::V,divide,розділити
954,schicken::V,send,посилати
955,bringen::V,bring,принести
956,hinzufügen::V,add,додати
957,bekommen::V,get,дістати
958,erhalten::V,receive,одержати
959,nehmen::V,take,взяти
960,wählen::V,choose,вибрати
961,auswählen::V,select,відібрати
962,bewahren::V,preserve,зберегти
963,behindern::V,hinder,перешкоджати
964,verderben::V,spoil,зіпсувати
965,beschädigen::V,damage,зашкодити
966,zerbrechen::V,break,розбити
967,zerreißen::V,tear,розірвати
968,zerstören::V,destroy,зруйнувати
969,verbrennen::V,burn,спалити
970,geben::V,give,дати
971,reichen::V,hand,передати
972,schenken::V,give,дарувати
973,versprechen::V,promise,обіцяти
974,wünschen::V,wish,бажати
975,loben::V,praise,хвалити
976,küssen::V,kiss,цілувати
977,wiegen::V,rock,качати
978,zudecken::V,cover,накрити
979,wecken::V,wake,розбудити
980,zeigen::V,show,показати
981,führen::V,guide,вести
982,lehren::V,teach,вчити
983,unterrichten::V,instruct,викладати
984,aufziehen::V,bring up,виховати
985,leiten::V,lead,керувати
986,antreiben::V,urge,підганяти
987,lassen::V,let,змусити
988,einladen::V,invite,запросити
989,vereinigen::V,unite,об’єднати
990,besuchen::V,visit,завітати
991,besuchen::V,visit,відвідати
992,treffen::V,meet,зустріти
993,sich versammeln::V,assemble,зібратися
994,spielen::V,play,грати
995,singen::V,sing,співати
996,tanzen::V,dance,танцювати
997,sich trennen::V,separate,розлучитися
998,verlassen::V,leave,покинути
999,retten::V,rescue,врятувати
1000,bewachen::V,guard,охороняти
1001,schützen::V,protect,уберігати
1002,verteidigen::V,defend,захистити
1003,sich schlagen::V,brawl,битися
1004,sich schlagen::V,brawl,дратися
1005,schießen::V,shoot,стріляти
1006,siegen::V,win,перемогти
1007,ärgern::V,annoy,сердити
1008,schlagen::V,beat,ударити
1009,treten::V,kick,штовхати
1010,stechen::V,sting,вколоти
1011,stoßen::V,shove,штовхнути
1012,stehlen::V,steal,украсти
1013,stören::V,disturb,перешкодити
1014,belästigen::V,bother,докучати
1015,verbergen::V,conceal,сховати
1016,täuschen::V,deceive,обдурити
1017,betrügen::V,cheat,зшахраювати
1018,töten::V,kill,убити
1019,wohnen::V,dwell,жити
1020,wohnen::V,dwell,мешкати
1021,arbeiten::V,work,працювати
1022,sammeln::V,gather,зібрати
1023,pflücken::V,pick,зривати
1024,jagen::V,hunt,полювати
1025,fischen::V,fish,рибалити
1026,fassen::V,catch,піймати
1027,hüten::V,herd,пасти
1028,treiben::V,drive,гнати
1029,anbinden::V,tie up,прив’язати
1030,füttern::V,feed,годувати
1031,füttern::V,feed,харчувати
1032,melken::V,milk,доїти
1033,hacken::V,chop,рубати
1034,gießen::V,water,полити
1035,reifen::V,ripen,дозріти
1036,zubereiten::V,cook,зготовити
1037,zubereiten::V,cook,приготувати
1038,kochen::V,boil,варити
1039,kochen::V,boil,готувати
1040,backen::V,bake,пекти
1041,braten::V,fry,смажити
1042,umrühren::V,stir,переміщати
1043,stricken::V,knit,в’язати
1044,nähen::V,sew,шити
1045,färben::V,dye,пофарбувати
1046,reinigen::V,clean,очистити
1047,waschen::V,wash,мити
1048,abwischen::V,wipe,витерти
1049,spülen::V,rinse,полоскати
1050,fegen::V,sweep,підмітати
1051,kehren::V,sweep,мести
1052,baden::V,bath,купатися
1053,sich waschen::V,wash,митися
1054,ausziehen::V,take off,зняти
1055,anziehen::V,put on,надіти
1056,sich anziehen::V,get dressed,одягтися
1057,sich anziehen::V,get dressed,одягнутися
1058,kämmen::V,comb,зачесати
1059,schmücken::V,decorate,оздобити
1060,sagen::V,say,сказати
1061,sprechen::V,speak,говорити
1062,reden::V,talk,розмовляти
1063,sich unterhalten::V,chat,бесідувати
1064,fragen::V,ask,запитати
1065,bitten::V,request,просити
1066,erzählen::V,tell,розповісти
1067,mitteilen::V,convey,повідомити
1068,nennen::V,name,назвати
1069,rufen::V,call,кликати
1070,prahlen::V,brag,хвалитися
1071,übersetzen::V,translate,перекласти
1072,denken::V,think,думати
1073,denken::V,think,мислити
1074,glauben::V,believe,вірити
1075,bemerken::V,notice,помітити
1076,erkennen::V,recognize,пізнати
1077,begreifen::V,grasp,осягнути
1078,verstehen::V,understand,почути
1079,lernen::V,learn,навчатися
1080,wissen::V,know,знати
1081,sich erinnern an::V,remember,пам’ятати
1082,vergessen::V,forget,забути
1083,messen::V,measure,міряти
1084,zählen::V,count,лічити
1085,rechnen::V,calculate,рахувати
1086,lesen::V,read,читати
1087,malen::V,paint,малювати
1088,zeichnen::V,draw,рисувати
1089,schreiben::V,write,писати
1090,besitzen::V,own,мати
1091,kaufen::V,buy,купити
1092,verkaufen::V,sell,продати
1093,bezahlen::V,pay for,заплатити
1094,zahlen::V,pay,платити
1095,beherrschen::V,rule,володіти
1096,ertragen::V,endure,витерпіти
