,Concept_ID,mdf,no
820,dreißig::NUM,колмогемонь,tretti
821,vierzig::NUM,нильге́монь,førti
822,fünfzig::NUM,ве́дьгемонь,femti
823,sechzig::NUM,ко́дгемонь,seksti
824,siebzig::NUM,сизьге́монь,sytti
825,achtzig::NUM,ка́фксогемонь,åtti
826,neunzig::NUM,ве́йхксогемонь,nitti
827,hundert::NUM,сяда,hundre
828,tausend::NUM,тёжянь,tusen
829,und::CNJ,и,og
830,und::CNJ,дъ,og
831,oder::CNJ,или,eller
832,oder::CNJ,али,eller
833,stehen::V,а́щемс стя́да,stå
834,sitzen::V,ащемс озада,sitte
835,liegen::V,ма́дозь а́щемс,ligge
836,hängen::V,нюрьгомс,henge
837,werden::V,арамс,bli
838,werden::V,тиевомс,bli
839,passieren::V,лисэмс,skje
840,passieren::V,лисэмс,hende
841,passieren::V,эвондамс,skje
842,passieren::V,эвондамс,hende
843,beginnen::V,ушедомс,begynne
844,enden::V,лоткамс,ende
845,enden::V,лоткамс,slutte
846,wechseln::V,по́лафнемс,veksle
847,aufgehen[Sonne]::V,стямс,stå opp
848,aufgehen[Sonne]::V,лисемс,stå opp
849,untergehen[Sonne]::V,валгомс,gå ned
850,scheinen[Sonne]::V,ва́лдоптомс,skinne
851,donnern::V,торамс,tordne
852,wehen::V,уфа́мс,blåse
853,strömen::V,шудемс,strømme
854,fließen::V,шудемс,flyte
855,sich drehen::V,шаромс,dreie seg
856,schwanken::V,якамс,svaie
857,schwingen::V,люксемс,svinge
858,schwingen::V,нюрьсемс,svinge
859,fallen::V,прамс,falle
860,fallen::V,прашендомс,falle
861,brennen::V,паломс,brenne
862,rauchen::V,качадомс,ryke
863,regnen::V,пиземс,regne
864,gefrieren::V,эйндамс,fryse
865,gefrieren::V,кельмомс,fryse
866,tauen::V,соламс,tine
867,schmelzen::V,соламс,smelte
868,trocknen::V,коськомс,tørre
869,sieden::V,лакамс,koke
870,faulen::V,наксадомс,råtne
871,verfaulen::V,наксадомс,råtne
872,reißen::V,сязевомс,briste
873,versinken::V,ваямс,synke
874,versinken::V,ваямс,synke ned
875,vergehen::V,ётамс,forløpe
876,erscheinen::V,эвондамс,synes
877,verschwinden::V,юма́мс,forsvinne
878,sinken::V,валгомс,synke
879,abnehmen::V,киремс,avta
880,abnehmen::V,киремс,minske
881,zunehmen::V,ламокстомс,tilta
882,zunehmen::V,рашнемс,tilta
883,steigen::V,кеподемс,stige
884,wachsen::V,касомс,gro
885,wachsen::V,касомс,vokse
886,glänzen::V,цинзелдомс,skinne
887,glänzen::V,цифордомс,skinne
888,funkeln::V,ци́фтордомс,tindre
889,lärmen::V,жалнамс,bråke
890,läuten::V,гайфтемс,ringe
891,klingeln::V,гайфтемс,ringe
892,klirren::V,ка́нзеркшнемс,klirre
893,brausen::V,жоледемс,bruse
894,rauschen::V,вжнамс,suse
895,rauschen::V,гамнамс,suse
896,klingen::V,кайгомс,lyde
897,klingen::V,кайгомс,klinge
898,bellen::V,ува́мс,gjø
899,bellen::V,ува́мс,bjeffe
900,heulen::V,сувомс,ule
901,heulen::V,урнамс,ule
902,blasen::V,уфа́мс,blåse
903,pfeifen::V,вяшкомс,plystre
904,schreien::V,пешкодомс,skrike
905,stöhnen::V,куфцемс,stønne
906,zittern::V,таромс,dirre
907,zittern::V,таромс,skjelve
908,leben::V,эрямс,leve
909,geboren werden::V,шачемс,fødes
910,atmen::V,ажнамс,ånde
911,atmen::V,ажнамс,puste
912,trinken::V,симомс,drikke
913,essen::V,ярхцамс,spise
914,schlucken::V,нилемс,svelge
915,müde werden::V,сиземс,bli trett
916,einschlafen::V,матодовомс,sovne
917,schlafen::V,удомс,sove
918,aufwachen::V,съргоземс,våkne
919,aufstehen::V,стямс,stå opp
920,sich erholen::V,ваймосемс,bli bra
921,sich erholen::V,ваймосемс,komme seg
922,krank werden::V,сярядькстомс,bli syk
923,krank sein::V,сярядемс,være syk
924,schmerzen::V,сярядемс,gjøre vondt
925,husten::V,козомс,hoste
926,genesen::V,пъ́чкамс,komme seg
927,sterben::V,куломс,dø
928,umkommen::V,юма́мс,omkomme
929,sich bewegen::V,шаштомс,bevege seg
930,sich rühren::V,сърхка́мс,røre på seg
931,sich erheben::V,стямс,reise seg
932,sich setzen::V,озамс,sette sig
933,hinfallen::V,прамс,falle over ende
934,hinfallen::V,сяворемс,falle over ende
935,laufen::V,якамс,løpe
936,schreiten::V,молемс,skride
937,schreiten::V,аськолямс,skride
938,spazierengehen::V,якамс,spasere
939,spazierengehen::V,якамс,gå en tur
940,eilen::V,эряскодомс,ile
941,sich beeilen::V,эряскодомс,skynde seg
942,sausen::V,лиемс,suse
943,rennen::V,арнемс,løpe
944,springen::V,комотнемс,hoppe
945,springen::V,комотнемс,springe
946,klettern::V,ку́цемс,klatre
947,schaukeln::V,нюрямс,huske
948,kriechen::V,шаштомс комада,krype
949,schwimmen::V,уемс,svømme
950,tauchen::V,юпиемс,dykke
951,tauchen::V,чёпафнемс,dykke
952,rudern::V,па́немс ве́неж,ro
953,fahren::V,ардомс,kjøre
954,fliegen::V,лиемс,fly
955,gehen::V,молемс,gå
956,weggehen::V,тумс,gå bort
957,abfahren::V,тумс,reise
958,anhalten::V,лоткамс,stanse
959,hineingehen::V,сува́мс,gå inn
960,eintreten::V,сува́мс,tre inn
961,kommen::V,самс,komme
962,ankommen::V,самс,ankomme
963,ankommen::V,самс,komme til
964,ankommen::V,пачкодемс,ankomme
965,ankommen::V,пачкодемс,komme til
966,zurückkommen::V,мърдамс,komme tilbake
967,bleiben::V,иля́домс,bli
968,bleiben::V,иля́домс,forbli
969,warten::V,учемс,vente
970,erwarten::V,учемс,vente
971,suchen::V,вешемс,søke
972,finden::V,мумс,finne
973,versuchen::V,варчсемс,prøve
974,versuchen::V,варчсемс,forsøke
975,vorbereiten::V,анокламс,forberede
976,lieben::V,кельгомс,elske
977,mögen::V,кельгомс,like
978,lachen::V,рахамс,le
979,lachen::V,рахсемс,le
980,rühren::V,токамс седи,røre
981,weinen::V,авардемс,gråte
982,schimpfen::V,сюцемс,skjelle
983,sich ärgern::V,кяжиямс,ergre seg
984,sich fürchten::V,пелемс,være redd
985,fürchten::V,пелемс,være redd for
986,fliehen::V,ворьгодемс,rømme
987,fliehen::V,ворьгодемс,flykte
988,flüchten::V,ша́домс,flykte
989,flüchten::V,во́рьгодемс,flykte
990,sehen::V,няемс,se
991,anschauen::V,ваномс,se på
992,anschauen::V,ваномс,betrakte
993,ansehen::V,ваномс,anse
994,hören::V,марямс,høre
995,zuhören::V,ку́лхдоньомс,tilhøre
996,probieren::V,варжамс,smake
997,probieren::V,варжамс,smake på
998,riechen::V,никса́мс,lukte
999,fühlen::V,марямс,føle
1000,scheinen::V,ня́евомс,se ut
1001,zu sehen sein::V,ня́евомс,synes
1002,vernehmen::V,марямс,få vite
1003,frieren::V,паломс,fryse
1004,frieren::V,кельмомс,fryse
1005,tun::V,тиемс,gjøre
1006,können::V,маштомс,kunne
1007,wollen::V,-не-,ville
1008,anfangen::V,ушедомс,begynne
1009,beenden::V,аде́ламс,avslutte
1010,aufhören::V,лоткамс,slutte
1011,aufhören::V,лоткамс,holde opp
1012,gelingen::V,удалакшнемс,lykkes
1013,geraten::V,лисемс,bli
1014,öffnen::V,панжемс,åpne
1015,schließen::V,сёлгомс,lukke
1016,schließen::V,сёлгомс,stenge
1017,stellen::V,путомс,stille
1018,setzen::V,озафнемс,sette
1019,setzen::V,озавтнемс,sette
1020,legen::V,путомс,legge
1021,berühren::V,токамс,berøre
1022,verbinden::V,сотомс,forbinde
1023,bedecken::V,комачамс,dekke
1024,bedecken::V,вельхтямс,dekke
1025,aufhängen::V,повфтамс,henge
1026,aufhängen::V,повфтамс,henge opp
1027,anzünden::V,крьвя́стемс,tenne
1028,anzünden::V,крьвя́стемс,antenne
1029,anzünden::V,крьвя́стемс,tenne på
1030,aufheben::V,кеподемс,løfte
1031,aufheben::V,кеподемс,ta opp
1032,aufheben::V,касфтомс,løfte
1033,aufheben::V,касфтомс,ta opp
1034,zurücklassen::V,ка́домс,slippe tilbake
1035,verlieren::V,юма́фтомс,miste
1036,fallen lassen::V,прафтомс,droppe
1037,fallen lassen::V,прафтомс,la falle
1038,machen::V,тиемс,lage
1039,machen::V,тиемс,gjøre
1040,herstellen::V,анокламс,fremstille
1041,bauen::V,путомс,bygge
1042,reparieren::V,петемс,reparere
1043,verbessern::V,цебярьгофтомс,rette
1044,verbessern::V,цебярьгофтомс,forbedre
1045,ändern::V,полафтомс,forandre
1046,graben::V,шу́вомс,grave
1047,graben::V,та́ргамс,grave
1048,beugen::V,мяндемс,bøye
1049,biegen::V,комафтомс,bøye
1050,drehen::V,шо́вамс,dreie
1051,drehen::V,ша́рфнемс,dreie
1052,wenden::V,ша́рфтомс,vende
1053,umdrehen::V,шарфтомс,snu
1054,heben::V,ке́подемс,heve
1055,hochheben::V,ке́подемс,løfte
1056,hochheben::V,ка́сфтомс,løfte
1057,ergreifen::V,фатямс,gripe
1058,ergreifen::V,фатямс,få tak i
1059,halten::V,кирдемс,holde
1060,drücken::V,люпшта́мс,trykke
1061,schieben::V,шашфтомс,skyve
1062,kratzen::V,а́нгорямс,klø
1063,kratzen::V,а́нгорямс,klore
1064,kratzen::V,киськоря́мс,klø
1065,kratzen::V,киськоря́мс,klore
1066,lecken::V,нолсемс,slikke
1067,beißen::V,сускомс,bite
1068,abreißen::V,сяземс,rive av
1069,abschneiden::V,керомс,skjære av
1070,binden::V,сотомс,binde
1071,stecken::V,сялгомс,stikke
1072,brechen::V,си́ннемс,bryte
1073,brechen::V,си́ннемс,briste
1074,brechen::V,ка́лафтомс,bryte
1075,brechen::V,ка́лафтомс,briste
1076,klopfen::V,чакамс,banke
1077,klopfen::V,чакиемс,banke
1078,hauen::V,шавомс,hogge
1079,hauen::V,пиксомс,hogge
1080,kleben::V,пе́тфнемс,klistre
1081,reiben::V,шо́вамс,gni
1082,streichen::V,вадемс,stryke
1083,schleifen::V,шо́вамс,slipe
1084,schneiden::V,керомс,klippe
1085,rütteln::V,та́рфтомс,ruske
1086,schütteln::V,шука́демс,riste
1087,schwenken::V,яфодемс,svinge
1088,schütten::V,каямс,helle
1089,schütten::V,нюрьхтя́мс,helle
1090,füllen::V,пяшкодемс,fylle
1091,einwickeln::V,тапардамс,vikle inn
1092,tragen::V,кандомс,bære
1093,schleppen::V,ускомс,slepe
1094,ziehen::V,ускомс,dra
1095,ziehen::V,ускомс,trekke
1096,aufbewahren::V,ванфтомс,oppbevare
1097,aufbewahren::V,ванфтомс,ta vare på
1098,werfen::V,ёрямс,kaste
1099,fangen::V,кунда́мс,fange
1100,packen::V,фатямс,gripe
1101,packen::V,фатямс,gripe tak i
1102,verstecken::V,кяшемс,gjemme
1103,teilen::V,явомс,dele
1104,schicken::V,кучемс,sende
1105,bringen::V,кандомс,bringe
1106,bringen::V,пачфтемс,bringe
1107,hinzufügen::V,пу́томс та́га,tilføye
1108,hinzufügen::V,ма́ксомс та́га,tilføye
1109,bekommen::V,сявомс,få
1110,erhalten::V,сявомс,få
1111,nehmen::V,сявомс,ta
1112,wählen::V,ко́чкамс,velge
1113,auswählen::V,кочкамс,velge ut
1114,bewahren::V,ванфтомс,bevare
1115,behindern::V,шорямс,hindre
1116,behindern::V,шорямс,forhindre
1117,verderben::V,коламс,ødelegge
1118,verderben::V,гастямс,ødelegge
1119,beschädigen::V,тиендемс зиян,skade
1120,zerbrechen::V,тапамс,brekke i stykker
1121,zerreißen::V,сяземс,rive i stykker
1122,zerstören::V,ка́лафтомс,ødelegge
1123,verbrennen::V,пълхта́мс,brenne
1124,verbrennen::V,пълхта́мс,brenne opp
1125,geben::V,ма́ксомс,gi
1126,reichen::V,максомс,rekke
1127,schenken::V,каземс,forære
1128,schenken::V,каземс,skjenke
1129,versprechen::V,ма́ксомс вал,love
1130,wünschen::V,арьсемс,ønske
1131,loben::V,шна́мс,rose
1132,küssen::V,палсемс,kysse
1133,wiegen::V,нюря́фтомс,vogge
1134,zudecken::V,вельхтямс,dekke til
1135,wecken::V,стя́фтомс,vekke
1136,wecken::V,съ́ргозьфтемс,vekke
1137,zeigen::V,няфтемс,vise
1138,führen::V,вятемс,føre
1139,lehren::V,тонафтомс,lære
1140,unterrichten::V,тонафтомс,undervise
1141,aufziehen::V,касфтомс,oppdra
1142,leiten::V,вятемс,lede
1143,antreiben::V,вятемс,drive på
1144,lassen::V,кошардомс,få til å
1145,einladen::V,тердемс,be
1146,einladen::V,тердемс,invitere
1147,einladen::V,серьгядемс,be
1148,einladen::V,серьгядемс,invitere
1149,vereinigen::V,пуроптомс,forene
1150,vereinigen::V,кочкамс марса,forene
1151,besuchen::V,варжамс,besøke
1152,treffen::V,васьфтомс,møte
1153,treffen::V,васьфтомс,treffe
1154,sich versammeln::V,кочкавомс,forsamles
1155,spielen::V,налхксемс,leke
1156,spielen::V,налхксемс,spille
1157,singen::V,морамс,synge
1158,tanzen::V,кштимс,danse
1159,sich trennen::V,явомс,skilles
1160,verlassen::V,кадондомс,forlate
1161,retten::V,идемс,redde
1162,retten::V,араламс,redde
1163,bewachen::V,ваномс,bevokte
1164,schützen::V,а́раламс,verne
1165,schützen::V,а́раламс,beskytte
1166,verteidigen::V,а́раламс,forsvare
1167,sich schlagen::V,тюремс,slåss
1168,schießen::V,ляцемс,skyte
1169,siegen::V,сяськомс,seire
1170,ärgern::V,кяжияфтомс,ergre
1171,schlagen::V,токамс,
1172,treten::V,тапамс,sparke
1173,stechen::V,пупамс,stikke
1174,stechen::V,сялгомс,stikke
1175,stoßen::V,тостядемс,støte
1176,stehlen::V,саламс,stjele
1177,stören::V,шорсемс,forstyrre
1178,belästigen::V,токсамс,plage
1179,belästigen::V,токсамс,sjenere
1180,belästigen::V,аф кадомс ваймама,plage
1181,belästigen::V,аф кадомс ваймама,sjenere
1182,verbergen::V,кяшемс,gjemme
1183,täuschen::V,васькафтомс,villede
1184,täuschen::V,кяльготнемс,villede
1185,betrügen::V,васькафнемс,bedra
1186,töten::V,шавомс,drepe
1187,töten::V,аде́ламс,drepe
1188,wohnen::V,эрямс,bo
1189,arbeiten::V,покодемс,arbeide
1190,sammeln::V,кочкамс,samle
1191,sammeln::V,пу́роптомс,samle
1192,pflücken::V,фатнемс,plukke
1193,pflücken::V,нотфнемс,plukke
1194,jagen::V,кунда́мс,jage
1195,fischen::V,калонь кунда́мс,fiske
1196,fassen::V,кунда́мс,fange
1197,hüten::V,ваномс,vokte
1198,treiben::V,панемс,drive
1199,anbinden::V,сотомс,feste
1200,füttern::V,трямс,fore
1201,füttern::V,а́ндомс,fore
1202,melken::V,потямс,melke
1203,hacken::V,лазондомс,hakke
1204,gießen::V,валомс,helle
1205,reifen::V,кенеремс,modne
1206,zubereiten::V,анокламс,lage
1207,zubereiten::V,анокламс,tilberede
1208,kochen::V,пидемс,koke
1209,backen::V,пидемс,bake
1210,braten::V,пуштомс,steke
1211,umrühren::V,шорямс,røre om
1212,stricken::V,кодамс,strikke
1213,nähen::V,стамс,sy
1214,färben::V,а́рхтомс,farge
1215,reinigen::V,ва́ткамс,rense
1216,reinigen::V,ва́ткамс,gjøre ren
1217,reinigen::V,а́роптомс,rense
1218,reinigen::V,а́роптомс,gjøre ren
1219,waschen::V,муськомс,vaske
1220,abwischen::V,нардамс,tørke av
1221,spülen::V,оргалдомс,spyle
1222,spülen::V,оргалдомс,skylle
1223,fegen::V,тяемс,feie
1224,kehren::V,тяемс,koste
1225,baden::V,э́шелямс,bade
1226,sich waschen::V,штамс,vaske seg
1227,ausziehen::V,кайсефтемс,ta av
1228,anziehen::V,ща́фтомс,ta på
1229,sich anziehen::V,щамс,kle på seg
1230,kämmen::V,се́ендемс,gre
1231,kämmen::V,се́ендемс,kjemme
1232,schmücken::V,на́ряжамс,pynte
1233,schmücken::V,на́ряжамс,smykke
1234,schmücken::V,ма́зоптомс,pynte
1235,schmücken::V,ма́зоптомс,smykke
1236,sagen::V,азомс,si
1237,sagen::V,мярьгомс,si
1238,sprechen::V,корхтамс,snakke
1239,reden::V,корхнемс,tale
1240,reden::V,корхнемс,snakke
1241,sich unterhalten::V,корхнемс,samtale
1242,fragen::V,ки́зефтемс,spørre
1243,bitten::V,а́намс,be
1244,bitten::V,ве́шемс,be
1245,erzählen::V,а́зондомс,fortelle
1246,mitteilen::V,азомс,meddele
1247,nennen::V,лемдемс,kalle
1248,nennen::V,путомс лем,kalle
1249,rufen::V,серьгядемс,rope
1250,prahlen::V,шна́фтомс пря́,skryte
1251,übersetzen::V,ётафтомс,oversette
1252,denken::V,арьсемс,tenke
1253,glauben::V,кемамс,tro
1254,bemerken::V,ня́емс,bemerke
1255,bemerken::V,ня́емс,legge merke til
1256,erkennen::V,содамс,gjenkjenne
1257,begreifen::V,сатомс,begripe
1258,verstehen::V,шарьхкодемс,forstå
1259,verstehen::V,шарьхкодемс,skjønne
1260,lernen::V,тонафнемс,lære
1261,wissen::V,со́дамс,vite
1262,sich erinnern an::V,лятфтамс,huske på
1263,vergessen::V,юкстамс,glemme
1264,messen::V,ункснемс,måle
1265,zählen::V,лу́вомс,telle
1266,zählen::V,а́рьсемс,telle
1267,rechnen::V,лувомс,regne
1268,lesen::V,лувомс,lese
1269,lesen::V,морафтомс,lese
1270,malen::V,рисова́ндамс,male
1271,zeichnen::V,рисова́ндамс,tegne
1272,schreiben::V,сёрмадомс,skrive
1273,besitzen::V,улемс азоркс,eie
1274,besitzen::V,улемс азоркс,inneha
1275,kaufen::V,рамамс,kjøpe
1276,verkaufen::V,мимс,selge
1277,bezahlen::V,пандомс,betale
1278,zahlen::V,па́ндомс,betale
1279,beherrschen::V,азорондамс,beherske
1280,ertragen::V,кирдемс,orke
1281,Netz::N,,nett
