,Concept_ID,be,nl
837,fünfzig::NUM,пядзесят,vijftig
838,sechzig::NUM,шесдзесят,zestig
839,siebzig::NUM,семдзесят,zeventig
840,achtzig::NUM,восемдзесят,tachtig
841,neunzig::NUM,дзевяноста,negentig
842,hundert::NUM,сто,honderd
843,tausend::NUM,тысяча,duizend
844,und::CNJ,і,en
845,und::CNJ,ды,en
846,oder::CNJ,або,of
847,stehen::V,стаяць,staan
848,sitzen::V,сядзець,zitten
849,liegen::V,ляжаць,liggen
850,hängen::V,вісець,hangen
851,werden::V,стаць,worden
852,werden::V,зрабіцца,worden
853,passieren::V,трапіцца,gebeuren
854,beginnen::V,пачацца,beginnen
855,enden::V,кончыцца,eindigen
856,wechseln::V,мяняцца,wijzigen
857,wechseln::V,мяняцца,veranderen
858,aufgehen[Sonne]::V,узысці,opgaan
859,untergehen[Sonne]::V,зайсці,ondergaan
860,scheinen[Sonne]::V,свяціць,schijnen
861,donnern::V,грымець,donderen
862,wehen::V,дзьмуць,waaien
863,strömen::V,ліцца,stromen
864,fließen::V,цячы,vloeien
865,sich drehen::V,круціцца,draaien
866,sich drehen::V,круціцца,zich draaien
867,sich drehen::V,варочацца,draaien
868,sich drehen::V,варочацца,zich draaien
869,schwanken::V,хістацца,wankelen
870,schwingen::V,гайдацца,zwieren
871,schwingen::V,калыхацца,zwieren
872,fallen::V,падаць,vallen
873,brennen::V,гарэць,branden
874,rauchen::V,дымець,roken
875,regnen::V,дажджыць,regenen
876,gefrieren::V,замерзнуць,bevriezen
877,tauen::V,раставаць,dooien
878,schmelzen::V,плавіцца,smelten
879,trocknen::V,сохнуць,drogen
880,sieden::V,кіпець,koken
881,sieden::V,кіпець,zieden
882,faulen::V,гнісці,rotten
883,verfaulen::V,згнісці,verrotten
884,reißen::V,ірвацца,scheuren
885,versinken::V,тануць,verzinken
886,vergehen::V,праходзіць,vergaan
887,erscheinen::V,зʼявіцца,opdagen
888,erscheinen::V,зʼявіцца,verschijnen
889,verschwinden::V,знікнуць,verdwijnen
890,sinken::V,спадаць,zinken
891,abnehmen::V,паменшыцца,afnemen
892,abnehmen::V,паменшыцца,verminderen
893,zunehmen::V,павялічвацца,toenemen
894,steigen::V,паднімацца,stijgen
895,steigen::V,паднімацца,omhooggaan
896,wachsen::V,расці,groeien
897,glänzen::V,блішчаць,glanzen
898,glänzen::V,блішчаць,schitteren
899,funkeln::V,бліскаць,fonkelen
900,lärmen::V,шумець,lawaai maken
901,läuten::V,званіць,luiden
902,klingeln::V,званіць,bellen
903,klirren::V,бразгаць,rinkelen
904,brausen::V,бушаваць,bruisen
905,rauschen::V,шастаць,ruisen
906,klingen::V,гучаць,klinken
907,bellen::V,брахаць,blaffen
908,heulen::V,выць,huilen
909,blasen::V,дзьмухнуць,blazen
910,pfeifen::V,свістаць,fluiten
911,schreien::V,крычаць,gillen
912,schreien::V,крычаць,schreeuwen
913,stöhnen::V,стагнаць,steunen
914,zittern::V,дрыжаць,beven
915,zittern::V,дрыжаць,sidderen
916,leben::V,жыць,leven
917,geboren werden::V,нарадзіцца,geboren worden
918,atmen::V,дыхаць,ademen
919,trinken::V,піць,drinken
920,essen::V,есці,eten
921,schlucken::V,глытаць,slikken
922,müde werden::V,стаміцца,moe worden
923,einschlafen::V,заснуць,inslapen
924,schlafen::V,спаць,slapen
925,aufwachen::V,рассыпацца,ontwaken
926,aufwachen::V,рассыпацца,wakker worden
927,aufstehen::V,устаць,opstaan
928,sich erholen::V,адпачываць,zich ontspannen
929,krank werden::V,захварэць,ziek worden
930,krank sein::V,хварэць,ziek zijn
931,schmerzen::V,балець,pijn doen
932,husten::V,кашляць,hoesten
933,genesen::V,паправіцца,genezen
934,genesen::V,паздаравець,genezen
935,sterben::V,памерці,sterven
936,sterben::V,памерці,overlijden
937,umkommen::V,загінуць,omkomen
938,sich bewegen::V,рухацца,zich bewegen
939,sich rühren::V,варушыцца,zich verroeren
940,sich erheben::V,устаць,oprijzen
941,sich erheben::V,устаць,verrijzen
942,sich setzen::V,сесці,gaan zitten
943,hinfallen::V,упасці,vallen
944,hinfallen::V,упасці,neervallen
945,laufen::V,хадзіць,lopen
946,schreiten::V,шагаць,stappen
947,schreiten::V,шагаць,schrijden
948,schreiten::V,крочыць,stappen
949,schreiten::V,крочыць,schrijden
950,spazierengehen::V,гуляць,gaan wandelen
951,eilen::V,спяшацца,ijlen
952,eilen::V,спяшацца,haasten
953,sich beeilen::V,спяшацца,zich haasten
954,sausen::V,імчацца,stuiven
955,rennen::V,бегаць,rennen
956,springen::V,скакаць,springen
957,klettern::V,лазіць,klimmen
958,klettern::V,лазіць,klauteren
959,schaukeln::V,гайдацца,schommelen
960,kriechen::V,поўзаць,kruipen
961,schwimmen::V,плаваць,zwemmen
962,tauchen::V,ныраць,duiken
963,rudern::V,веславаць,roeien
964,fahren::V,ехаць,rijden
965,fliegen::V,лятаць,vliegen
966,gehen::V,ісці,gaan
967,weggehen::V,пайсці,weggaan
968,abfahren::V,адʼяжджаць,vertrekken
969,anhalten::V,спыніцца,stoppen
970,anhalten::V,спыніцца,stilhouden
971,anhalten::V,затрымацца,stoppen
972,anhalten::V,затрымацца,stilhouden
973,hineingehen::V,уваходзіць,ingaan
974,hineingehen::V,уваходзіць,binnengaan
975,eintreten::V,увайсці,binnenkomen
976,kommen::V,прыйсці,komen
977,ankommen::V,прыбыць,aankomen
978,zurückkommen::V,вярнуцца,terugkomen
979,bleiben::V,застацца,blijven
980,warten::V,чакаць,wachten
981,erwarten::V,чакаць,verwachten
982,suchen::V,шукаць,zoeken
983,finden::V,знайсці,vinden
984,versuchen::V,прабаваць,proberen
985,versuchen::V,прабаваць,beproeven
986,vorbereiten::V,падрыхтаваць,voorbereiden
987,lieben::V,кахаць,houden van
988,mögen::V,любіць,lusten
989,mögen::V,любіць,houden van
990,lachen::V,смяяцца,lachen
991,rühren::V,расчуліць,roeren
992,weinen::V,плакаць,huilen
993,weinen::V,плакаць,schreien
994,schimpfen::V,лаяцца,kijven
995,schimpfen::V,лаяцца,schelden
996,sich ärgern::V,сердаваць,zich ergeren
997,sich fürchten::V,баяцца,bang zijn
998,fürchten::V,баяцца,vrezen
999,fliehen::V,уцякаць,vluchten
1000,flüchten::V,уцячы,ontsnappen
1001,flüchten::V,уцячы,ontkomen
1002,sehen::V,бачыць,zien
1003,anschauen::V,паглядзець,aankijken
1004,ansehen::V,глядзець,aanzien
1005,ansehen::V,глядзець,bekijken
1006,hören::V,чуць,horen
1007,zuhören::V,слухаць,luisteren
1008,probieren::V,каштаваць,proeven
1009,riechen::V,нюхаць,ruiken
1010,fühlen::V,адчуваць,voelen
1011,scheinen::V,здавацца,lijken
1012,zu sehen sein::V,віднецца,te zien zijn
1013,vernehmen::V,пачуць,vernemen
1014,frieren::V,мёрзнуць,het koud hebben
1015,tun::V,рабіць,doen
1016,können::V,умець,kunnen
1017,wollen::V,хацець,willen
1018,anfangen::V,пачаць,beginnen
1019,anfangen::V,пачаць,aanvangen
1020,beenden::V,закончыць,beëindigen
1021,aufhören::V,перастаць,ophouden
1022,gelingen::V,удацца,lukken
1023,gelingen::V,удацца,gelukken
1024,geraten::V,аказацца,uitvallen
1025,öffnen::V,адчыніць,openen
1026,öffnen::V,адчыніць,opendoen
1027,schließen::V,зачыніць,sluiten
1028,schließen::V,зачыніць,dichtdoen
1029,stellen::V,паставіць,stellen
1030,stellen::V,паставіць,plaatsen
1031,setzen::V,пасадзіць,zetten
1032,setzen::V,пасадзіць,plaatsen
1033,legen::V,класці,leggen
1034,berühren::V,чапаць,aanraken
1035,verbinden::V,звязаць,verbinden
1036,bedecken::V,накрыць,bedekken
1037,aufhängen::V,павесіць,ophangen
1038,anzünden::V,запаліць,aansteken
1039,aufheben::V,падняць,oprapen
1040,zurücklassen::V,пакінуць,achterlaten
1041,verlieren::V,згубіць,verliezen
1042,fallen lassen::V,упусціць,laten vallen
1043,machen::V,зрабіць,maken
1044,herstellen::V,вырабіць,produceren
1045,herstellen::V,вырабіць,voortbrengen
1046,bauen::V,будаваць,bouwen
1047,reparieren::V,правіць,repareren
1048,reparieren::V,правіць,herstellen
1049,verbessern::V,палепшыць,verbeteren
1050,ändern::V,змяніць,wijzigen
1051,ändern::V,змяніць,veranderen
1052,graben::V,капаць,graven
1053,beugen::V,сагнуць,buigen
1054,biegen::V,пагнуць,buigen
1055,drehen::V,вярцець,draaien
1056,wenden::V,павярнуць,keren
1057,wenden::V,павярнуць,wenden
1058,umdrehen::V,перавярнуць,omdraaien
1059,heben::V,падымаць,heffen
1060,heben::V,падымаць,optillen
1061,hochheben::V,падняць,tillen
1062,ergreifen::V,схапіць,pakken
1063,ergreifen::V,схапіць,grijpen
1064,ergreifen::V,схваціць,pakken
1065,ergreifen::V,схваціць,grijpen
1066,halten::V,трымаць,houden
1067,drücken::V,націскаць,drukken
1068,schieben::V,пхаць,duwen
1069,schieben::V,пхаць,schuiven
1070,schieben::V,штурхаць,duwen
1071,schieben::V,штурхаць,schuiven
1072,kratzen::V,скрэбці,krassen
1073,lecken::V,лізаць,likken
1074,beißen::V,кусаць,bijten
1075,abreißen::V,адарваць,afrukken
1076,abreißen::V,адарваць,afscheuren
1077,abschneiden::V,адрэзаць,afsnijden
1078,binden::V,вязаць,binden
1079,stecken::V,уваткнуць,steken
1080,brechen::V,зламаць,breken
1081,klopfen::V,стукаць,kloppen
1082,hauen::V,біць,houwen
1083,kleben::V,клеіць,plakken
1084,reiben::V,церці,wrijven
1085,streichen::V,намазаць,smeren
1086,schleifen::V,тачыць,slijpen
1087,schneiden::V,рэзаць,snijden
1088,rütteln::V,хістаць,schudden
1089,schütteln::V,трэсці,schudden
1090,schwenken::V,махаць,wuiven
1091,schwenken::V,махаць,zwaaien
1092,schütten::V,наліць,gieten
1093,schütten::V,наліць,storten
1094,füllen::V,напоўніць,vullen
1095,einwickeln::V,загарнуць,inwikkelen
1096,tragen::V,несці,dragen
1097,schleppen::V,цягнуць,slepen
1098,ziehen::V,цягнуць,trekken
1099,aufbewahren::V,захоўваць,bewaren
1100,werfen::V,кідаць,gooien
1101,fangen::V,лавіць,vangen
1102,packen::V,схапіць,pakken
1103,packen::V,схапіць,vastpakken
1104,packen::V,схваціць,pakken
1105,packen::V,схваціць,vastpakken
1106,verstecken::V,схаваць,verstoppen
1107,teilen::V,раздзяліць,delen
1108,schicken::V,пасылаць,sturen
1109,bringen::V,прынесці,brengen
1110,hinzufügen::V,дабавіць,toevoegen
1111,bekommen::V,дастаць,verkrijgen
1112,erhalten::V,атрымаць,krijgen
1113,nehmen::V,ўзяць,nemen
1114,wählen::V,выбраць,kiezen
1115,wählen::V,выбраць,verkiezen
1116,auswählen::V,адабраць,uitkiezen
1117,bewahren::V,захаваць,bewaren
1118,behindern::V,перашкаджаць,hinderen
1119,verderben::V,сапсаваць,bederven
1120,beschädigen::V,пашкодзіць,beschadigen
1121,zerbrechen::V,разбіць,breken
1122,zerbrechen::V,разбіць,stukbreken
1123,zerreißen::V,разадраць,scheuren
1124,zerreißen::V,разадраць,verscheuren
1125,zerstören::V,разбурыць,vernielen
1126,verbrennen::V,спаліць,branden
1127,verbrennen::V,спаліць,verbranden
1128,geben::V,даць,geven
1129,reichen::V,перадаць,reiken
1130,reichen::V,перадаць,aanreiken
1131,schenken::V,дарыць,schenken
1132,versprechen::V,абяцаць,beloven
1133,wünschen::V,жадаць,wensen
1134,loben::V,хваліць,loven
1135,loben::V,хваліць,prijzen
1136,küssen::V,цалаваць,kussen
1137,wiegen::V,гушкаць,wiegen
1138,wiegen::V,калыхаць,wiegen
1139,zudecken::V,накрыць,toedekken
1140,wecken::V,пабудзіць,wekken
1141,zeigen::V,паказаць,tonen
1142,zeigen::V,паказаць,wijzen
1143,führen::V,весці,voeren
1144,lehren::V,вучыць,leren
1145,unterrichten::V,выкладаць,onderwijzen
1146,aufziehen::V,выхаваць,grootbrengen
1147,leiten::V,кіраваць,leiden
1148,antreiben::V,падганяць,aandrijven
1149,lassen::V,прымусіць,laten
1150,einladen::V,запрасіць,uitnodigen
1151,vereinigen::V,абʼяднаць,verenigen
1152,besuchen::V,наведаць,bezoeken
1153,treffen::V,сустрэць,treffen
1154,treffen::V,сустрэць,ontmoeten
1155,sich versammeln::V,сабрацца,zich verzamelen
1156,spielen::V,гуляць,spelen
1157,singen::V,пець,zingen
1158,singen::V,спяваць,zingen
1159,tanzen::V,танцаваць,dansen
1160,sich trennen::V,расстацца,van elkaar gaan
1161,verlassen::V,пакінуць,verlaten
1162,retten::V,выратаваць,redden
1163,bewachen::V,ахоўваць,bewaken
1164,schützen::V,уберагаць,beschermen
1165,verteidigen::V,абараніць,verdedigen
1166,sich schlagen::V,біцца,knokken
1167,sich schlagen::V,драцца,knokken
1168,schießen::V,страляць,schieten
1169,siegen::V,перамагчы,overwinnen
1170,ärgern::V,злаваць,ergeren
1171,schlagen::V,ударыць,slaan
1172,treten::V,штурхаць,trappen
1173,treten::V,штурхаць,schoppen
1174,stechen::V,укалоць,steken
1175,stechen::V,укалоць,prikken
1176,stoßen::V,папхнуць,stoten
1177,stehlen::V,украсці,stelen
1178,stören::V,перашкодзіць,storen
1179,stören::V,перашкодзіць,verstoren
1180,belästigen::V,дакучаць,lastig vallen
1181,verbergen::V,скрыць,verbergen
1182,verbergen::V,схаваць,verbergen
1183,täuschen::V,падмануць,misleiden
1184,betrügen::V,змахляваць,bedriegen
1185,töten::V,забіць,doden
1186,wohnen::V,жыць,wonen
1187,arbeiten::V,працаваць,werken
1188,sammeln::V,сабраць,inzamelen
1189,sammeln::V,сабраць,verzamelen
1190,pflücken::V,зрываць,plukken
1191,jagen::V,паляваць,jagen
1192,fischen::V,рыбачыць,vissen
1193,fassen::V,злавіць,vangen
1194,hüten::V,пасвіць,hoeden
1195,treiben::V,гнаць,drijven
1196,anbinden::V,прывязаць,vastbinden
1197,füttern::V,карміць,voeren
1198,melken::V,даіць,melken
1199,hacken::V,сячы,hakken
1200,gießen::V,паліць,gieten
1201,reifen::V,паспець,rijpen
1202,zubereiten::V,зварыць,klaarmaken
1203,zubereiten::V,зварыць,toebereiden
1204,zubereiten::V,згатаваць,klaarmaken
1205,zubereiten::V,згатаваць,toebereiden
1206,kochen::V,варыць,koken
1207,backen::V,пячы,bakken
1208,braten::V,смажыць,braden
1209,umrühren::V,перамяшаць,omroeren
1210,stricken::V,вязаць,breien
1211,nähen::V,шыць,naaien
1212,färben::V,пафарбаваць,verven
1213,färben::V,пафарбаваць,kleuren
1214,reinigen::V,ачысціць,reinigen
1215,waschen::V,мыць,wassen
1216,abwischen::V,выцерці,afvegen
1217,spülen::V,паласкаць,spoelen
1218,spülen::V,паласкаць,afwassen
1219,fegen::V,падмятаць,vegen
1220,kehren::V,месці,vegen
1221,baden::V,купацца,baden
1222,sich waschen::V,мыцца,zich wassen
1223,ausziehen::V,зняць,uittrekken
1224,anziehen::V,надзець,aantrekken
1225,sich anziehen::V,адзецца,zich aankleden
1226,kämmen::V,прычасаць,kammen
1227,schmücken::V,аздобіць,tooien
1228,sagen::V,сказаць,zeggen
1229,sprechen::V,гаварыць,spreken
1230,reden::V,размаўляць,praten
1231,sich unterhalten::V,гутарыць,zich onderhouden
1232,fragen::V,спытаць,vragen
1233,bitten::V,прасіць,vragen
1234,bitten::V,прасіць,verzoeken
1235,erzählen::V,расказаць,vertellen
1236,mitteilen::V,паведаміць,meedelen
1237,nennen::V,назваць,noemen
1238,rufen::V,зваць,roepen
1239,prahlen::V,хваліцца,pralen
1240,übersetzen::V,перакласці,vertalen
1241,denken::V,думаць,denken
1242,glauben::V,верыць,geloven
1243,bemerken::V,заўважыць,bemerken
1244,erkennen::V,пазнаць,herkennen
1245,begreifen::V,спасцігнуць,begrijpen
1246,verstehen::V,пачуць,verstaan
1247,lernen::V,вучыцца,leren
1248,wissen::V,знаць,weten
1249,sich erinnern an::V,памятаць,zich herinneren aan
1250,vergessen::V,забыць,vergeten
1251,messen::V,мераць,meten
1252,zählen::V,лічыць,tellen
1253,rechnen::V,лічыць,rekenen
1254,lesen::V,чытаць,lezen
1255,malen::V,маляваць,schilderen
1256,zeichnen::V,рысаваць,tekenen
1257,schreiben::V,пісаць,schrijven
1258,besitzen::V,мець,bezitten
1259,kaufen::V,купіць,kopen
1260,verkaufen::V,прадаць,verkopen
1261,bezahlen::V,заплаціць,betalen
1262,zahlen::V,плаціць,betalen
1263,beherrschen::V,уладаць,beheersen
1264,beherrschen::V,валодаць,beheersen
1265,ertragen::V,выцерпець,verdragen
