,Concept_ID,nl,uk
850,sitzen::V,zitten,сидіти
851,liegen::V,liggen,лежати
852,hängen::V,hangen,висіти
853,werden::V,worden,стати
854,werden::V,worden,робитися
855,passieren::V,gebeuren,трапитися
856,beginnen::V,beginnen,початися
857,enden::V,eindigen,кінчитися
858,wechseln::V,wijzigen,мінятися
859,wechseln::V,veranderen,мінятися
860,aufgehen[Sonne]::V,opgaan,зійти
861,untergehen[Sonne]::V,ondergaan,зайти
862,scheinen[Sonne]::V,schijnen,світити
863,donnern::V,donderen,гриміти
864,wehen::V,waaien,віяти
865,strömen::V,stromen,литися
866,fließen::V,vloeien,текти
867,sich drehen::V,draaien,обертатися
868,sich drehen::V,zich draaien,обертатися
869,schwanken::V,wankelen,коливатися
870,schwingen::V,zwieren,хитатися
871,schwingen::V,zwieren,гойдатися
872,fallen::V,vallen,падати
873,brennen::V,branden,горіти
874,rauchen::V,roken,диміти
875,regnen::V,regenen,дощити
876,gefrieren::V,bevriezen,змерзнути
877,tauen::V,dooien,танути
878,schmelzen::V,smelten,плавитися
879,trocknen::V,drogen,сохнути
880,sieden::V,koken,кипіти
881,sieden::V,zieden,кипіти
882,faulen::V,rotten,гнити
883,verfaulen::V,verrotten,згнити
884,reißen::V,scheuren,рватися
885,versinken::V,verzinken,тонути
886,vergehen::V,vergaan,проходити
887,erscheinen::V,opdagen,з’явитися
888,erscheinen::V,verschijnen,з’явитися
889,verschwinden::V,verdwijnen,щезнути
890,verschwinden::V,verdwijnen,зникнути
891,sinken::V,zinken,спадати
892,abnehmen::V,afnemen,поменшитися
893,abnehmen::V,verminderen,поменшитися
894,zunehmen::V,toenemen,збільшуватися
895,steigen::V,stijgen,підніматися
896,steigen::V,omhooggaan,підніматися
897,wachsen::V,groeien,рости
898,glänzen::V,glanzen,блищати
899,glänzen::V,schitteren,блищати
900,funkeln::V,fonkelen,блискати
901,lärmen::V,lawaai maken,шуміти
902,läuten::V,luiden,дзвонити
903,klingeln::V,bellen,дзвонити
904,klirren::V,rinkelen,дзвякати
905,brausen::V,bruisen,бушувати
906,rauschen::V,ruisen,шелестіти
907,klingen::V,klinken,лунати
908,klingen::V,klinken,звучати
909,bellen::V,blaffen,гавкати
910,heulen::V,huilen,вити
911,blasen::V,blazen,дунути
912,pfeifen::V,fluiten,свистіти
913,schreien::V,gillen,кричати
914,schreien::V,schreeuwen,кричати
915,stöhnen::V,steunen,стогнати
916,zittern::V,beven,тремтіти
917,zittern::V,sidderen,тремтіти
918,leben::V,leven,жити
919,geboren werden::V,geboren worden,народитися
920,atmen::V,ademen,дихати
921,trinken::V,drinken,пити
922,essen::V,eten,їсти
923,schlucken::V,slikken,ковтати
924,müde werden::V,moe worden,втомитися
925,einschlafen::V,inslapen,заснути
926,schlafen::V,slapen,спати
927,aufwachen::V,ontwaken,прокинутися
928,aufwachen::V,wakker worden,прокинутися
929,aufstehen::V,opstaan,встати
930,sich erholen::V,zich ontspannen,відпочивати
931,krank werden::V,ziek worden,захворіти
932,krank sein::V,ziek zijn,хворіти
933,schmerzen::V,pijn doen,боліти
934,husten::V,hoesten,кашляти
935,genesen::V,genezen,одужати
936,genesen::V,genezen,видужати
937,sterben::V,sterven,померти
938,sterben::V,overlijden,померти
939,umkommen::V,omkomen,згинути
940,sich bewegen::V,zich bewegen,рухатися
941,sich rühren::V,zich verroeren,ворушитися
942,sich erheben::V,oprijzen,встати
943,sich erheben::V,verrijzen,встати
944,sich setzen::V,gaan zitten,сісти
945,hinfallen::V,vallen,упасти
946,hinfallen::V,neervallen,упасти
947,laufen::V,lopen,ходити
948,schreiten::V,stappen,крокувати
949,schreiten::V,schrijden,крокувати
950,spazierengehen::V,gaan wandelen,гуляти
951,eilen::V,ijlen,спішити
952,eilen::V,haasten,спішити
953,sich beeilen::V,zich haasten,поспішати
954,sausen::V,stuiven,мчатися
955,rennen::V,rennen,бігати
956,springen::V,springen,скакати
957,springen::V,springen,стрибати
958,klettern::V,klimmen,лазити
959,klettern::V,klauteren,лазити
960,schaukeln::V,schommelen,гойдатися
961,kriechen::V,kruipen,повзати
962,schwimmen::V,zwemmen,пливти
963,schwimmen::V,zwemmen,плавати
964,tauchen::V,duiken,пірнати
965,rudern::V,roeien,гребти
966,rudern::V,roeien,веслувати
967,fahren::V,rijden,їхати
968,fliegen::V,vliegen,літати
969,gehen::V,gaan,іти
970,weggehen::V,weggaan,піти
971,abfahren::V,vertrekken,від’їхати
972,abfahren::V,vertrekken,відправитися
973,anhalten::V,stoppen,зупинитися
974,anhalten::V,stilhouden,зупинитися
975,hineingehen::V,ingaan,входити
976,hineingehen::V,binnengaan,входити
977,eintreten::V,binnenkomen,увійти
978,kommen::V,komen,прийти
979,ankommen::V,aankomen,прибути
980,zurückkommen::V,terugkomen,повернутися
981,bleiben::V,blijven,залишитися
982,warten::V,wachten,чекати
983,erwarten::V,verwachten,чекати
984,suchen::V,zoeken,шукати
985,finden::V,vinden,знайти
986,versuchen::V,proberen,випробовувати
987,versuchen::V,beproeven,випробовувати
988,vorbereiten::V,voorbereiden,підготувати
989,lieben::V,houden van,любити
990,mögen::V,lusten,любити
991,mögen::V,lusten,подобатися
992,mögen::V,houden van,любити
993,mögen::V,houden van,подобатися
994,lachen::V,lachen,сміятися
995,rühren::V,roeren,розчулити
996,weinen::V,huilen,плакати
997,weinen::V,schreien,плакати
998,schimpfen::V,kijven,лаятися
999,schimpfen::V,schelden,лаятися
1000,sich ärgern::V,zich ergeren,сердитися
1001,sich fürchten::V,bang zijn,боятися
1002,fürchten::V,vrezen,боятися
1003,fliehen::V,vluchten,тікати
1004,flüchten::V,ontsnappen,утекти
1005,flüchten::V,ontkomen,утекти
1006,sehen::V,zien,бачити
1007,anschauen::V,aankijken,поглянути
1008,ansehen::V,aanzien,дивитися на
1009,ansehen::V,bekijken,дивитися на
1010,hören::V,horen,чути
1011,zuhören::V,luisteren,слухати
1012,probieren::V,proeven,покуштувати
1013,riechen::V,ruiken,нюхати
1014,fühlen::V,voelen,відчувати
1015,scheinen::V,lijken,здаватися
1016,zu sehen sein::V,te zien zijn,виднітися
1017,vernehmen::V,vernemen,почути
1018,frieren::V,het koud hebben,мерзнути
1019,tun::V,doen,робити
1020,können::V,kunnen,могти
1021,wollen::V,willen,хотіти
1022,anfangen::V,beginnen,почати
1023,anfangen::V,aanvangen,почати
1024,beenden::V,beëindigen,закінчити
1025,aufhören::V,ophouden,перестати
1026,gelingen::V,lukken,вдатися
1027,gelingen::V,gelukken,вдатися
1028,geraten::V,uitvallen,опинитися
1029,öffnen::V,openen,відкрити
1030,öffnen::V,opendoen,відкрити
1031,schließen::V,sluiten,закрити
1032,schließen::V,dichtdoen,закрити
1033,stellen::V,stellen,поставити
1034,stellen::V,plaatsen,поставити
1035,setzen::V,zetten,посадити
1036,setzen::V,plaatsen,посадити
1037,legen::V,leggen,класти
1038,berühren::V,aanraken,чіпати
1039,verbinden::V,verbinden,зв’язати
1040,bedecken::V,bedekken,покрити
1041,aufhängen::V,ophangen,повісити
1042,anzünden::V,aansteken,запалити
1043,aufheben::V,oprapen,підняти
1044,zurücklassen::V,achterlaten,залишити
1045,verlieren::V,verliezen,загубити
1046,fallen lassen::V,laten vallen,упустити
1047,machen::V,maken,зробити
1048,herstellen::V,produceren,виготовити
1049,herstellen::V,voortbrengen,виготовити
1050,bauen::V,bouwen,будувати
1051,reparieren::V,repareren,лагодити
1052,reparieren::V,herstellen,лагодити
1053,verbessern::V,verbeteren,поліпшити
1054,ändern::V,wijzigen,змінити
1055,ändern::V,veranderen,змінити
1056,graben::V,graven,копати
1057,beugen::V,buigen,зігнути
1058,biegen::V,buigen,погнути
1059,drehen::V,draaien,вертіти
1060,wenden::V,keren,повернути
1061,wenden::V,wenden,повернути
1062,umdrehen::V,omdraaien,перевернути
1063,heben::V,heffen,піднімати
1064,heben::V,optillen,піднімати
1065,hochheben::V,tillen,підняти
1066,ergreifen::V,pakken,схопити
1067,ergreifen::V,grijpen,схопити
1068,halten::V,houden,тримати
1069,drücken::V,drukken,натискати
1070,schieben::V,duwen,пхати
1071,schieben::V,duwen,штовхати
1072,schieben::V,schuiven,пхати
1073,schieben::V,schuiven,штовхати
1074,kratzen::V,krassen,шкребти
1075,lecken::V,likken,лизати
1076,beißen::V,bijten,кусати
1077,abreißen::V,afrukken,відірвати
1078,abreißen::V,afscheuren,відірвати
1079,abschneiden::V,afsnijden,відрізати
1080,binden::V,binden,в’язати
1081,stecken::V,steken,увіткнути
1082,brechen::V,breken,зламати
1083,klopfen::V,kloppen,стукати
1084,hauen::V,houwen,бити
1085,kleben::V,plakken,клеїти
1086,reiben::V,wrijven,терти
1087,streichen::V,smeren,намазати
1088,schleifen::V,slijpen,точити
1089,schneiden::V,snijden,різати
1090,rütteln::V,schudden,хитати
1091,schütteln::V,schudden,трясти
1092,schwenken::V,wuiven,махати
1093,schwenken::V,zwaaien,махати
1094,schütten::V,gieten,налити
1095,schütten::V,storten,налити
1096,füllen::V,vullen,наповнити
1097,einwickeln::V,inwikkelen,загорнути
1098,tragen::V,dragen,нести
1099,schleppen::V,slepen,тягти
1100,ziehen::V,trekken,тягнути
1101,aufbewahren::V,bewaren,зберігати
1102,werfen::V,gooien,кидати
1103,fangen::V,vangen,ловити
1104,packen::V,pakken,схопити
1105,packen::V,vastpakken,схопити
1106,verstecken::V,verstoppen,сховати
1107,teilen::V,delen,розділити
1108,schicken::V,sturen,посилати
1109,bringen::V,brengen,принести
1110,hinzufügen::V,toevoegen,додати
1111,bekommen::V,verkrijgen,дістати
1112,erhalten::V,krijgen,одержати
1113,nehmen::V,nemen,взяти
1114,wählen::V,kiezen,вибрати
1115,wählen::V,verkiezen,вибрати
1116,auswählen::V,uitkiezen,відібрати
1117,bewahren::V,bewaren,зберегти
1118,behindern::V,hinderen,перешкоджати
1119,verderben::V,bederven,зіпсувати
1120,beschädigen::V,beschadigen,зашкодити
1121,zerbrechen::V,breken,розбити
1122,zerbrechen::V,stukbreken,розбити
1123,zerreißen::V,scheuren,розірвати
1124,zerreißen::V,verscheuren,розірвати
1125,zerstören::V,vernielen,зруйнувати
1126,verbrennen::V,branden,спалити
1127,verbrennen::V,verbranden,спалити
1128,geben::V,geven,дати
1129,reichen::V,reiken,передати
1130,reichen::V,aanreiken,передати
1131,schenken::V,schenken,дарувати
1132,versprechen::V,beloven,обіцяти
1133,wünschen::V,wensen,бажати
1134,loben::V,loven,хвалити
1135,loben::V,prijzen,хвалити
1136,küssen::V,kussen,цілувати
1137,wiegen::V,wiegen,качати
1138,zudecken::V,toedekken,накрити
1139,wecken::V,wekken,розбудити
1140,zeigen::V,tonen,показати
1141,zeigen::V,wijzen,показати
1142,führen::V,voeren,вести
1143,lehren::V,leren,вчити
1144,unterrichten::V,onderwijzen,викладати
1145,aufziehen::V,grootbrengen,виховати
1146,leiten::V,leiden,керувати
1147,antreiben::V,aandrijven,підганяти
1148,lassen::V,laten,змусити
1149,einladen::V,uitnodigen,запросити
1150,vereinigen::V,verenigen,об’єднати
1151,besuchen::V,bezoeken,завітати
1152,besuchen::V,bezoeken,відвідати
1153,treffen::V,treffen,зустріти
1154,treffen::V,ontmoeten,зустріти
1155,sich versammeln::V,zich verzamelen,зібратися
1156,spielen::V,spelen,грати
1157,singen::V,zingen,співати
1158,tanzen::V,dansen,танцювати
1159,sich trennen::V,van elkaar gaan,розлучитися
1160,verlassen::V,verlaten,покинути
1161,retten::V,redden,врятувати
1162,bewachen::V,bewaken,охороняти
1163,schützen::V,beschermen,уберігати
1164,verteidigen::V,verdedigen,захистити
1165,sich schlagen::V,knokken,битися
1166,sich schlagen::V,knokken,дратися
1167,schießen::V,schieten,стріляти
1168,siegen::V,overwinnen,перемогти
1169,ärgern::V,ergeren,сердити
1170,schlagen::V,slaan,ударити
1171,treten::V,trappen,штовхати
1172,treten::V,schoppen,штовхати
1173,stechen::V,steken,вколоти
1174,stechen::V,prikken,вколоти
1175,stoßen::V,stoten,штовхнути
1176,stehlen::V,stelen,украсти
1177,stören::V,storen,перешкодити
1178,stören::V,verstoren,перешкодити
1179,belästigen::V,lastig vallen,докучати
1180,verbergen::V,verbergen,сховати
1181,täuschen::V,misleiden,обдурити
1182,betrügen::V,bedriegen,зшахраювати
1183,töten::V,doden,убити
1184,wohnen::V,wonen,жити
1185,wohnen::V,wonen,мешкати
1186,arbeiten::V,werken,працювати
1187,sammeln::V,inzamelen,зібрати
1188,sammeln::V,verzamelen,зібрати
1189,pflücken::V,plukken,зривати
1190,jagen::V,jagen,полювати
1191,fischen::V,vissen,рибалити
1192,fassen::V,vangen,піймати
1193,hüten::V,hoeden,пасти
1194,treiben::V,drijven,гнати
1195,anbinden::V,vastbinden,прив’язати
1196,füttern::V,voeren,годувати
1197,füttern::V,voeren,харчувати
1198,melken::V,melken,доїти
1199,hacken::V,hakken,рубати
1200,gießen::V,gieten,полити
1201,reifen::V,rijpen,дозріти
1202,zubereiten::V,klaarmaken,зготовити
1203,zubereiten::V,klaarmaken,приготувати
1204,zubereiten::V,toebereiden,зготовити
1205,zubereiten::V,toebereiden,приготувати
1206,kochen::V,koken,варити
1207,kochen::V,koken,готувати
1208,backen::V,bakken,пекти
1209,braten::V,braden,смажити
1210,umrühren::V,omroeren,переміщати
1211,stricken::V,breien,в’язати
1212,nähen::V,naaien,шити
1213,färben::V,verven,пофарбувати
1214,färben::V,kleuren,пофарбувати
1215,reinigen::V,reinigen,очистити
1216,waschen::V,wassen,мити
1217,abwischen::V,afvegen,витерти
1218,spülen::V,spoelen,полоскати
1219,spülen::V,afwassen,полоскати
1220,fegen::V,vegen,підмітати
1221,kehren::V,vegen,мести
1222,baden::V,baden,купатися
1223,sich waschen::V,zich wassen,митися
1224,ausziehen::V,uittrekken,зняти
1225,anziehen::V,aantrekken,надіти
1226,sich anziehen::V,zich aankleden,одягтися
1227,sich anziehen::V,zich aankleden,одягнутися
1228,kämmen::V,kammen,зачесати
1229,schmücken::V,tooien,оздобити
1230,sagen::V,zeggen,сказати
1231,sprechen::V,spreken,говорити
1232,reden::V,praten,розмовляти
1233,sich unterhalten::V,zich onderhouden,бесідувати
1234,fragen::V,vragen,запитати
1235,bitten::V,vragen,просити
1236,bitten::V,verzoeken,просити
1237,erzählen::V,vertellen,розповісти
1238,mitteilen::V,meedelen,повідомити
1239,nennen::V,noemen,назвати
1240,rufen::V,roepen,кликати
1241,prahlen::V,pralen,хвалитися
1242,übersetzen::V,vertalen,перекласти
1243,denken::V,denken,думати
1244,denken::V,denken,мислити
1245,glauben::V,geloven,вірити
1246,bemerken::V,bemerken,помітити
1247,erkennen::V,herkennen,пізнати
1248,begreifen::V,begrijpen,осягнути
1249,verstehen::V,verstaan,почути
1250,lernen::V,leren,навчатися
1251,wissen::V,weten,знати
1252,sich erinnern an::V,zich herinneren aan,пам’ятати
1253,vergessen::V,vergeten,забути
1254,messen::V,meten,міряти
1255,zählen::V,tellen,лічити
1256,rechnen::V,rekenen,рахувати
1257,lesen::V,lezen,читати
1258,malen::V,schilderen,малювати
1259,zeichnen::V,tekenen,рисувати
1260,schreiben::V,schrijven,писати
1261,besitzen::V,bezitten,мати
1262,kaufen::V,kopen,купити
1263,verkaufen::V,verkopen,продати
1264,bezahlen::V,betalen,заплатити
1265,zahlen::V,betalen,платити
1266,beherrschen::V,beheersen,володіти
1267,ertragen::V,verdragen,витерпіти
