,Concept_ID,mn,no
819,danach::ADV,тэгээд,deretter
820,danach::ADV,дараа нь,deretter
821,vorher::ADV,урьд,før
822,vorher::ADV,урьд,i forveien
823,zuerst::ADV,анх,først
824,zuerst::ADV,эхлээд,først
825,einmal::ADV,нэг удаа,en gang
826,manchmal::ADV,хааяа,somme tider
827,manchmal::ADV,заримдаа,somme tider
828,oft::ADV,олонтоо,ofte
829,immer::ADV,байнга,alltid
830,niemals::ADV,хэзээ ч,aldri
831,niemals::ADV,хэдийд ч,aldri
832,hier::ADV,энд,her
833,hierhin::ADV,нааш,hit
834,von hier::ADV,эндээс,herfra
835,dort::ADV,тэнд,der
836,dorthin::ADV,тийш,dit
837,geradeaus::ADV,шулуун,rett fram
838,vorwärts::ADV,урагшаа,fram
839,vorwärts::ADV,урагшаа,framover
840,rückwärts::ADV,буцаан,baklengs
841,rückwärts::ADV,сөөргөө,baklengs
842,zurück::ADV,буцаж,tilbake
843,zurück::ADV,гэдрэг,tilbake
844,unten::ADV,дор,nede
845,hinab::ADV,уруу,ned
846,hinab::ADV,уруу,nedover
847,oben::ADV,дээр,oppe
848,oben::ADV,дээр,ovenpå
849,hinauf::ADV,өөд,opp
850,hinauf::ADV,өөд,oppover
851,hinauf::ADV,дээш,opp
852,hinauf::ADV,дээш,oppover
853,überall::ADV,хааяагүй,overalt
854,überall::ADV,энд тэндгүй,overalt
855,nicht::ADV,эс,ikke
856,nicht::ADV,-гүй,ikke
857,ein wenig::ADV,жаахан,litt
858,kaum::ADV,арай,neppe
859,kaum::ADV,арай гэж,neppe
860,sehr::ADV,тун,svært
861,so::ADV,тэгж,så
862,so::ADV,ингээд,så
863,noch::ADV,дахин,enda
864,noch::ADV,дахиад,enda
865,nur::ADV,зөвхөн,bare
866,nur::ADV,гагцхүү,bare
867,schon::ADV,нэгэнт,alt
868,schon::ADV,нэгэнт,allerede
869,wieder::ADV,дахин,igjen
870,wieder::ADV,дахиад,igjen
871,vergebens::ADV,хий,forgjeves
872,vor::PRP,өмнө,foran
873,vor::PRP,өмнө,utenfor
874,hinter::PRP,ард,bak
875,hinter::PRP,ард,bakom
876,unter::PRP,доор,under
877,durch::PRP,дундуур,gjennom
878,durch::PRP,дундуур,igjennom
879,neben::PRP,хажууд,ved siden av
880,zwischen::PRP,завсар,mellom
881,zwischen::PRP,хооронд,mellom
882,wegen::PRP,төлөө,på grunn av
883,wegen::PRP,дээрээс,på grunn av
884,dies::PRN,энэ,dette
885,das::PRN,тэр,det
886,alles::PRN,цөм,alt
887,alles::PRN,бүгд,alt
888,ich::PRN,би,jeg
889,du::PRN,чи,du
890,er::PRN,тэр,han
891,er::PRN,тэр хүн,han
892,wir::PRN,бид,vi
893,ihr::PRN,та нар,dere
894,sie::PRN,тэд,de
895,was::FPRN,юу,hva
896,wer::FPRN,хэн,hvem
897,wo::FADV,хаа,hvor
898,wo::FADV,хаана,hvor
899,wohin::FADV,хааш,hvor ... hen
900,wohin::FADV,хаана,hvor ... hen
901,wie::FADV,яаж,hvordan
902,wie::FADV,хэрхэн,hvordan
903,warum::FADV,юунд,hvorfor
904,warum::FADV,яагаад,hvorfor
905,wieviel::FNUM,хэдий,hvor mye
906,wieviel::FNUM,хэд,hvor mye
907,eins::NUM,нэг,en
908,eins::NUM,нэг,ett
909,zwei::NUM,хоёр,to
910,drei::NUM,гурав,tre
911,vier::NUM,дөрөв,fire
912,fünf::NUM,тав,fem
913,sechs::NUM,зургаа,seks
914,sieben::NUM,долоо,sju
915,acht::NUM,найм,åtte
916,neun::NUM,ес,ni
917,zehn::NUM,арав,ti
918,elf::NUM,арван нэг,elleve
919,zwölf::NUM,арван хоёр,tolv
920,zwanzig::NUM,хорь,tjue
921,dreißig::NUM,гуч,tretti
922,vierzig::NUM,дөч,førti
923,fünfzig::NUM,тавь,femti
924,sechzig::NUM,жар,seksti
925,siebzig::NUM,дал,sytti
926,achtzig::NUM,ная,åtti
927,neunzig::NUM,ер,nitti
928,hundert::NUM,зуу,hundre
929,tausend::NUM,мянга,tusen
930,und::CNJ,ч,og
931,und::CNJ,болон,og
932,oder::CNJ,буюу,eller
933,stehen::V,зогсох,stå
934,sitzen::V,суух,sitte
935,liegen::V,хэвтэх,ligge
936,hängen::V,өлгөөтэй байх,henge
937,hängen::V,дүүжлээтэй байх,henge
938,werden::V,болох,bli
939,passieren::V,тохиох,skje
940,passieren::V,тохиох,hende
941,beginnen::V,эхлэх,begynne
942,enden::V,дүүрэх,ende
943,enden::V,дүүрэх,slutte
944,wechseln::V,хувирах,veksle
945,aufgehen[Sonne]::V,мандах,stå opp
946,untergehen[Sonne]::V,жаргах,gå ned
947,scheinen[Sonne]::V,гэрэлтэх,skinne
948,donnern::V,дуугарах,tordne
949,wehen::V,салхилах,blåse
950,wehen::V,хөөрөгдөх,blåse
951,strömen::V,гүйх,strømme
952,strömen::V,урсах,strømme
953,fließen::V,урсах,flyte
954,sich drehen::V,эргэлдэх,dreie seg
955,schwanken::V,хэлбэлзэх,svaie
956,schwingen::V,ганхах,svinge
957,schwingen::V,хэлбэлзэх,svinge
958,fallen::V,унах,falle
959,brennen::V,шатах,brenne
960,rauchen::V,баагих,ryke
961,regnen::V,бороо орно,regne
962,gefrieren::V,хөлдөх,fryse
963,tauen::V,хайлах,tine
964,schmelzen::V,уярах,smelte
965,trocknen::V,хатах,tørre
966,sieden::V,буцлах,koke
967,sieden::V,даргилах,koke
968,faulen::V,үжрэх,råtne
969,faulen::V,өмхийрөх,råtne
970,verfaulen::V,бээх,råtne
971,verfaulen::V,өгрөх,råtne
972,reißen::V,цуурах,briste
973,versinken::V,живэх,synke
974,versinken::V,живэх,synke ned
975,vergehen::V,нөгчих,forløpe
976,vergehen::V,өнгөрөх,forløpe
977,erscheinen::V,гарах,synes
978,erscheinen::V,бултайх,synes
979,verschwinden::V,далд орох,forsvinne
980,verschwinden::V,алга болох,forsvinne
981,sinken::V,татрах,synke
982,sinken::V,доошлох,synke
983,abnehmen::V,багасах,avta
984,abnehmen::V,багасах,minske
985,abnehmen::V,хорогдох,avta
986,abnehmen::V,хорогдох,minske
987,zunehmen::V,ихсэх,tilta
988,steigen::V,нэмэгдэх,stige
989,wachsen::V,өсөх,gro
990,wachsen::V,өсөх,vokse
991,wachsen::V,ургах,gro
992,wachsen::V,ургах,vokse
993,glänzen::V,гилгэнэх,skinne
994,glänzen::V,гилбэгнэх,skinne
995,funkeln::V,гялжах,tindre
996,funkeln::V,гялалзах,tindre
997,lärmen::V,шуугих,bråke
998,läuten::V,цохих,ringe
999,klingeln::V,хонхдох,ringe
1000,klingeln::V,дуугарах,ringe
1001,klirren::V,хангир жингэр хийх,klirre
1002,brausen::V,бургилах,bruse
1003,rauschen::V,сэржигнэх,suse
1004,klingen::V,хангинах,lyde
1005,klingen::V,хангинах,klinge
1006,bellen::V,хуцах,gjø
1007,bellen::V,хуцах,bjeffe
1008,heulen::V,улих,ule
1009,blasen::V,үлзэх,blåse
1010,pfeifen::V,исгэрэх,plystre
1011,schreien::V,хашгирах,skrike
1012,stöhnen::V,ёолох,stønne
1013,stöhnen::V,гэнгэнэх,stønne
1014,zittern::V,дагжих,dirre
1015,zittern::V,дагжих,skjelve
1016,leben::V,амьдрах,leve
1017,geboren werden::V,төрөх,fødes
1018,atmen::V,амьсгалах,ånde
1019,atmen::V,амьсгалах,puste
1020,trinken::V,уух,drikke
1021,essen::V,идэх,spise
1022,schlucken::V,залгих,svelge
1023,müde werden::V,ядрах,bli trett
1024,einschlafen::V,унтчих,sovne
1025,schlafen::V,унтах,sove
1026,aufwachen::V,сэрэх,våkne
1027,aufstehen::V,босох,stå opp
1028,sich erholen::V,амрах,bli bra
1029,sich erholen::V,амрах,komme seg
1030,krank werden::V,өвдөж эхлэх,bli syk
1031,krank sein::V,өвдөх,være syk
1032,schmerzen::V,өвдөх,gjøre vondt
1033,schmerzen::V,шархирах,gjøre vondt
1034,husten::V,ханиах,hoste
1035,genesen::V,засрах,komme seg
1036,sterben::V,үхэх,dø
1037,sterben::V,нас барах,dø
1038,umkommen::V,үхэх,omkomme
1039,sich bewegen::V,хөдлөх,bevege seg
1040,sich rühren::V,хөдлөх,røre på seg
1041,sich erheben::V,босох,reise seg
1042,sich setzen::V,суух,sette sig
1043,hinfallen::V,ойчих,falle over ende
1044,laufen::V,явган явах,løpe
1045,schreiten::V,алхах,skride
1046,spazierengehen::V,зугаалах,spasere
1047,spazierengehen::V,зугаалах,gå en tur
1048,eilen::V,хурдлах,ile
1049,sich beeilen::V,яарах,skynde seg
1050,sich beeilen::V,шамдах,skynde seg
1051,sausen::V,давхих,suse
1052,rennen::V,гүйх,løpe
1053,springen::V,харайх,hoppe
1054,springen::V,харайх,springe
1055,springen::V,дэвхрэх,hoppe
1056,springen::V,дэвхрэх,springe
1057,klettern::V,авирах,klatre
1058,schaukeln::V,ганхалзах,huske
1059,kriechen::V,мөлхөх,krype
1060,schwimmen::V,сэлэх,svømme
1061,tauchen::V,шунгах,dykke
1062,rudern::V,сэлүүрдэх,ro
1063,fahren::V,явах,kjøre
1064,fliegen::V,нисэх,fly
1065,gehen::V,явах,gå
1066,weggehen::V,явах,gå bort
1067,abfahren::V,одох,reise
1068,abfahren::V,хөдлөх,reise
1069,anhalten::V,зогсох,stanse
1070,hineingehen::V,орох,gå inn
1071,eintreten::V,орох,tre inn
1072,kommen::V,ирэх,komme
1073,ankommen::V,хүрэх,ankomme
1074,ankommen::V,хүрэх,komme til
1075,zurückkommen::V,харих,komme tilbake
1076,zurückkommen::V,буцаж ирэх,komme tilbake
1077,bleiben::V,үлдэх,bli
1078,bleiben::V,үлдэх,forbli
1079,warten::V,хүлээх,vente
1080,erwarten::V,хүлээх,vente
1081,suchen::V,эрэх,søke
1082,suchen::V,бэдрэх,søke
1083,finden::V,олох,finne
1084,versuchen::V,оролдох,prøve
1085,versuchen::V,оролдох,forsøke
1086,vorbereiten::V,бэлтгэх,forberede
1087,lieben::V,янаглах,elske
1088,mögen::V,таалах,like
1089,lachen::V,инээх,le
1090,rühren::V,сэтгэл уяруулах,røre
1091,weinen::V,уйлах,gråte
1092,schimpfen::V,хараах,skjelle
1093,sich ärgern::V,уурлах,ergre seg
1094,sich fürchten::V,айх,være redd
1095,fürchten::V,айх,være redd for
1096,fliehen::V,зугтах,rømme
1097,fliehen::V,зугтах,flykte
1098,fliehen::V,гүйж очих,rømme
1099,fliehen::V,гүйж очих,flykte
1100,flüchten::V,оргох,flykte
1101,sehen::V,үзэх,se
1102,anschauen::V,харах,se på
1103,anschauen::V,харах,betrakte
1104,ansehen::V,харах,anse
1105,hören::V,дуулах,høre
1106,zuhören::V,чагнах,tilhøre
1107,probieren::V,амсаж үзэх,smake
1108,probieren::V,амсаж үзэх,smake på
1109,riechen::V,үнэрлэх,lukte
1110,fühlen::V,мэдрэх,føle
1111,scheinen::V,шиг үзэгдэх,se ut
1112,zu sehen sein::V,үзэгдэх,synes
1113,zu sehen sein::V,харагдах,synes
1114,vernehmen::V,дуулах,få vite
1115,frieren::V,даарах,fryse
1116,tun::V,хийх,gjøre
1117,tun::V,үйлдэх,gjøre
1118,können::V,болох,kunne
1119,wollen::V,хүсэх,ville
1120,anfangen::V,эхлэх,begynne
1121,beenden::V,дуусгах,avslutte
1122,aufhören::V,болих,slutte
1123,aufhören::V,болих,holde opp
1124,aufhören::V,зогсох,slutte
1125,aufhören::V,зогсох,holde opp
1126,gelingen::V,бүтэх,lykkes
1127,geraten::V,илрэх,bli
1128,öffnen::V,нээх,åpne
1129,öffnen::V,тайлах,åpne
1130,schließen::V,хаах,lukke
1131,schließen::V,хаах,stenge
1132,stellen::V,тавих,stille
1133,stellen::V,босгох,stille
1134,setzen::V,суулгах,sette
1135,legen::V,хийх,legge
1136,legen::V,тавих,legge
1137,berühren::V,шүргэх,berøre
1138,verbinden::V,залгах,forbinde
1139,bedecken::V,бүрэх,dekke
1140,aufhängen::V,өлгөх,henge
1141,aufhängen::V,өлгөх,henge opp
1142,aufhängen::V,дүүжлэх,henge
1143,aufhängen::V,дүүжлэх,henge opp
1144,anzünden::V,асаах,tenne
1145,anzünden::V,асаах,antenne
1146,anzünden::V,асаах,tenne på
1147,anzünden::V,ноцоох,tenne
1148,anzünden::V,ноцоох,antenne
1149,anzünden::V,ноцоох,tenne på
1150,aufheben::V,өргөх,løfte
1151,aufheben::V,өргөх,ta opp
1152,zurücklassen::V,орхих,slippe tilbake
1153,zurücklassen::V,үлдээх,slippe tilbake
1154,verlieren::V,гээх,miste
1155,fallen lassen::V,унагах,droppe
1156,fallen lassen::V,унагах,la falle
1157,machen::V,хийх,lage
1158,machen::V,хийх,gjøre
1159,machen::V,гаргах,lage
1160,machen::V,гаргах,gjøre
1161,herstellen::V,бүтээх,fremstille
1162,bauen::V,барих,bygge
1163,reparieren::V,засах,reparere
1164,reparieren::V,сэлбэх,reparere
1165,verbessern::V,засах,rette
1166,verbessern::V,засах,forbedre
1167,verbessern::V,сайжруулах,rette
1168,verbessern::V,сайжруулах,forbedre
1169,ändern::V,өөрчлөх,forandre
1170,graben::V,малтах,grave
1171,beugen::V,бөгтийлгөх,bøye
1172,biegen::V,матах,bøye
1173,biegen::V,муруйлгах,bøye
1174,drehen::V,эргүүлэх,dreie
1175,wenden::V,эргүүлэх,vende
1176,umdrehen::V,хөрвүүлэх,snu
1177,heben::V,өргөх,heve
1178,hochheben::V,өргөх,løfte
1179,ergreifen::V,атгах,gripe
1180,ergreifen::V,атгах,få tak i
1181,halten::V,барих,holde
1182,drücken::V,дарах,trykke
1183,schieben::V,түлхэх,skyve
1184,kratzen::V,хусах,klø
1185,kratzen::V,хусах,klore
1186,kratzen::V,маажих,klø
1187,kratzen::V,маажих,klore
1188,lecken::V,долоох,slikke
1189,beißen::V,зуух,bite
1190,beißen::V,хазах,bite
1191,abreißen::V,таслах,rive av
1192,abschneiden::V,тайрах,skjære av
1193,binden::V,боох,binde
1194,binden::V,хүлэх,binde
1195,stecken::V,шаах,stikke
1196,stecken::V,шигтгэх,stikke
1197,brechen::V,хугалах,bryte
1198,brechen::V,хугалах,briste
1199,klopfen::V,цохих,banke
1200,klopfen::V,тогших,banke
1201,hauen::V,дэлдэх,hogge
1202,kleben::V,наах,klistre
1203,reiben::V,нухах,gni
1204,reiben::V,нидчих,gni
1205,streichen::V,нялах,stryke
1206,streichen::V,түрхэх,stryke
1207,schleifen::V,билүүдэх,slipe
1208,schleifen::V,гуранздах,slipe
1209,schneiden::V,огтлох,klippe
1210,rütteln::V,холхнулах,ruske
1211,schütteln::V,сэгсрэх,riste
1212,schwenken::V,дэвэх,svinge
1213,schwenken::V,даллах,svinge
1214,schütten::V,цутгах,helle
1215,schütten::V,аягалах,helle
1216,füllen::V,дүүргэх,fylle
1217,einwickeln::V,боох,vikle inn
1218,einwickeln::V,ороох,vikle inn
1219,tragen::V,авчрах,bære
1220,schleppen::V,чирэх,slepe
1221,ziehen::V,татах,dra
1222,ziehen::V,татах,trekke
1223,aufbewahren::V,хадгалах,oppbevare
1224,aufbewahren::V,хадгалах,ta vare på
1225,werfen::V,хаях,kaste
1226,werfen::V,шидэх,kaste
1227,fangen::V,барих,fange
1228,packen::V,шүүрэх,gripe
1229,packen::V,шүүрэх,gripe tak i
1230,verstecken::V,нуух,gjemme
1231,teilen::V,хуваах,dele
1232,schicken::V,илгээх,sende
1233,schicken::V,явуулах,sende
1234,bringen::V,авчрах,bringe
1235,bringen::V,аваачих,bringe
1236,hinzufügen::V,нэмэх,tilføye
1237,bekommen::V,хүлээн авах,få
1238,erhalten::V,хүлээн авах,få
1239,nehmen::V,авах,ta
1240,wählen::V,сонгох,velge
1241,auswählen::V,шилэх,velge ut
1242,bewahren::V,гамнах,bevare
1243,behindern::V,саад хийх,hindre
1244,behindern::V,саад хийх,forhindre
1245,behindern::V,тотгор болох,hindre
1246,behindern::V,тотгор болох,forhindre
1247,verderben::V,эвдэх,ødelegge
1248,beschädigen::V,гэмтээх,skade
1249,zerbrechen::V,хагалах,brekke i stykker
1250,zerbrechen::V,хага цохих,brekke i stykker
1251,zerreißen::V,урах,rive i stykker
1252,zerstören::V,эвдэх,ødelegge
1253,zerstören::V,сүйтгэх,ødelegge
1254,verbrennen::V,шатаах,brenne
1255,verbrennen::V,шатаах,brenne opp
1256,geben::V,өгөх,gi
1257,reichen::V,өгөх,rekke
1258,reichen::V,дамжуулах,rekke
1259,schenken::V,бэлэглэх,forære
1260,schenken::V,бэлэглэх,skjenke
1261,versprechen::V,амлах,love
1262,wünschen::V,ерөөх,ønske
1263,loben::V,магтах,rose
1264,loben::V,сайшаах,rose
1265,küssen::V,озох,kysse
1266,küssen::V,үнсэх,kysse
1267,wiegen::V,бүүвэйлэх,vogge
1268,zudecken::V,хучих,dekke til
1269,zudecken::V,бүтээх,dekke til
1270,wecken::V,сэрээх,vekke
1271,zeigen::V,үзүүлэх,vise
1272,führen::V,хөтлөх,føre
1273,lehren::V,заах,lære
1274,unterrichten::V,сургах,undervise
1275,aufziehen::V,өсгөх,oppdra
1276,aufziehen::V,хүмүүжүүлэх,oppdra
1277,leiten::V,удирдах,lede
1278,antreiben::V,шамдуулах,drive på
1279,lassen::V,-уулах,få til å
1280,einladen::V,залах,be
1281,einladen::V,залах,invitere
1282,vereinigen::V,нэгтгэх,forene
1283,vereinigen::V,хамтруулах,forene
1284,besuchen::V,зочлох,besøke
1285,treffen::V,учрах,møte
1286,treffen::V,учрах,treffe
1287,treffen::V,дайралдах,møte
1288,treffen::V,дайралдах,treffe
1289,sich versammeln::V,хуралдах,forsamles
1290,spielen::V,наадах,leke
1291,spielen::V,наадах,spille
1292,singen::V,дуулах,synge
1293,tanzen::V,бүжиглэх,danse
1294,sich trennen::V,салах,skilles
1295,verlassen::V,хаях,forlate
1296,retten::V,гэтэлгэх,redde
1297,bewachen::V,сахих,bevokte
1298,schützen::V,хамгаалах,verne
1299,schützen::V,хамгаалах,beskytte
1300,verteidigen::V,хамгаалах,forsvare
1301,sich schlagen::V,зодолдох,slåss
1302,schießen::V,харвах,skyte
1303,schießen::V,буу буудах,skyte
1304,siegen::V,ялах,seire
1305,ärgern::V,уурлуулах,ergre
1306,ärgern::V,уур хүргэх,ergre
1307,schlagen::V,цохих,
1308,treten::V,өшиглөх,sparke
1309,stechen::V,хатгах,stikke
1310,stoßen::V,ёврох,støte
1311,stoßen::V,нудрах,støte
1312,stehlen::V,хулгайлах,stjele
1313,stören::V,саад болох,forstyrre
1314,belästigen::V,зовоох,plage
1315,belästigen::V,зовоох,sjenere
1316,belästigen::V,амраахгүй байх,plage
1317,belästigen::V,амраахгүй байх,sjenere
1318,verbergen::V,нуух,gjemme
1319,verbergen::V,далдлах,gjemme
1320,täuschen::V,мэхлэх,villede
1321,betrügen::V,хуурах,bedra
1322,töten::V,алах,drepe
1323,wohnen::V,суух,bo
1324,wohnen::V,амьдрах,bo
1325,arbeiten::V,ажиллах,arbeide
1326,arbeiten::V,хөдөлмөрлөх,arbeide
1327,sammeln::V,түүх,samle
1328,sammeln::V,хураах,samle
1329,pflücken::V,түүх,plukke
1330,jagen::V,агнах,jage
1331,jagen::V,гөрөөлөх,jage
1332,fischen::V,загасчлах,fiske
1333,fischen::V,загас барих,fiske
1334,fassen::V,барих,fange
1335,hüten::V,маллах,vokte
1336,hüten::V,хариулах,vokte
1337,treiben::V,туух,drive
1338,anbinden::V,уях,feste
1339,füttern::V,тэжээх,fore
1340,melken::V,саах,melke
1341,hacken::V,цавчих,hakke
1342,gießen::V,услах,helle
1343,reifen::V,боловсрох,modne
1344,zubereiten::V,бэлдэх,lage
1345,zubereiten::V,бэлдэх,tilberede
1346,kochen::V,чанах,koke
1347,backen::V,жигнэх,bake
1348,braten::V,шарах,steke
1349,braten::V,хайрах,steke
1350,umrühren::V,хутгах,røre om
1351,stricken::V,нэхэх,strikke
1352,stricken::V,сүлжих,strikke
1353,nähen::V,оёх,sy
1354,färben::V,будах,farge
1355,reinigen::V,арилгах,rense
1356,reinigen::V,арилгах,gjøre ren
1357,reinigen::V,цэвэрлэх,rense
1358,reinigen::V,цэвэрлэх,gjøre ren
1359,waschen::V,угаах,vaske
1360,abwischen::V,арчих,tørke av
1361,spülen::V,зайлах,spyle
1362,spülen::V,зайлах,skylle
1363,fegen::V,хамах,feie
1364,fegen::V,шүүрдэх,feie
1365,kehren::V,шүүрдэх,koste
1366,kehren::V,туужуудах,koste
1367,baden::V,усанд орох,bade
1368,sich waschen::V,биеэ угаах,vaske seg
1369,ausziehen::V,тайлах,ta av
1370,anziehen::V,өмсөх,ta på
1371,sich anziehen::V,хувцаслах,kle på seg
1372,kämmen::V,самнах,gre
1373,kämmen::V,самнах,kjemme
1374,schmücken::V,гоёх,pynte
1375,schmücken::V,гоёх,smykke
1376,schmücken::V,чимэх,pynte
1377,schmücken::V,чимэх,smykke
1378,sagen::V,гэх,si
1379,sagen::V,хэлэх,si
1380,sprechen::V,ярих,snakke
1381,sprechen::V,өгүүлэх,snakke
1382,reden::V,хэлэх,tale
1383,reden::V,хэлэх,snakke
1384,reden::V,хөөрөлдөх,tale
1385,reden::V,хөөрөлдөх,snakke
1386,sich unterhalten::V,ярилцах,samtale
1387,fragen::V,асуух,spørre
1388,bitten::V,гуйх,be
1389,erzählen::V,өгүүлэх,fortelle
1390,mitteilen::V,дуулгах,meddele
1391,mitteilen::V,мэдээлэх,meddele
1392,nennen::V,нэрлэх,kalle
1393,rufen::V,дуудах,rope
1394,prahlen::V,бардах,skryte
1395,prahlen::V,сайрхах,skryte
1396,übersetzen::V,орчуулах,oversette
1397,denken::V,санах,tenke
1398,glauben::V,итгэх,tro
1399,bemerken::V,ажих,bemerke
1400,bemerken::V,ажих,legge merke til
1401,bemerken::V,ажиглах,bemerke
1402,bemerken::V,ажиглах,legge merke til
1403,erkennen::V,таних,gjenkjenne
1404,begreifen::V,ойлгох,begripe
1405,verstehen::V,мэдэж авах,forstå
1406,verstehen::V,мэдэж авах,skjønne
1407,lernen::V,сурах,lære
1408,wissen::V,мэдэх,vite
1409,sich erinnern an::V,дурсах,huske på
1410,vergessen::V,мартах,glemme
1411,messen::V,хэмжих,måle
1412,zählen::V,тоолох,telle
1413,rechnen::V,тооцоох,regne
1414,lesen::V,унших,lese
1415,malen::V,зурах,male
1416,zeichnen::V,дүрслэн бичих,tegne
1417,schreiben::V,бичих,skrive
1418,besitzen::V,эзэмших,eie
1419,besitzen::V,эзэмших,inneha
1420,kaufen::V,худалдан авах,kjøpe
1421,verkaufen::V,худалдах,selge
1422,bezahlen::V,төлөх,betale
1423,zahlen::V,төлөх,betale
1424,beherrschen::V,эзэмших,beherske
1425,ertragen::V,тэсэх,orke
