,Concept_ID,myv,no
835,scheinen[Sonne]::V,валдомтомс,skinne
836,donnern::V,цярномс,tordne
837,donnern::V,галдордомс,tordne
838,wehen::V,пувамс,blåse
839,strömen::V,чудемс,strømme
840,fließen::V,чудемс,flyte
841,sich drehen::V,велямс,dreie seg
842,schwanken::V,лыкамс,svaie
843,schwanken::V,якамс,svaie
844,schwingen::V,нурсемс,svinge
845,schwingen::V,лыкамс,svinge
846,fallen::V,прамс,falle
847,fallen::V,сяворемс,falle
848,brennen::V,паломс,brenne
849,rauchen::V,качадомс,ryke
850,regnen::V,пиземс,regne
851,gefrieren::V,кельмемс,fryse
852,tauen::V,соламс,tine
853,schmelzen::V,соламс,smelte
854,trocknen::V,коськемс,tørre
855,sieden::V,лакамс,koke
856,sieden::V,пиксемс,koke
857,faulen::V,наксадомс,råtne
858,verfaulen::V,наксадомс,råtne
859,reißen::V,сезневемс,briste
860,versinken::V,ваямс,synke
861,versinken::V,ваямс,synke ned
862,vergehen::V,ютамс,forløpe
863,erscheinen::V,лисемс,synes
864,verschwinden::V,ёмамс,forsvinne
865,sinken::V,явамс,synke
866,abnehmen::V,киремемс,avta
867,abnehmen::V,киремемс,minske
868,zunehmen::V,ламолгадомс,tilta
869,zunehmen::V,раштамс,tilta
870,steigen::V,куземс,stige
871,steigen::V,кепсевемс,stige
872,wachsen::V,касомс,gro
873,wachsen::V,касомс,vokse
874,glänzen::V,цитнемс,skinne
875,funkeln::V,пиндолдомс,tindre
876,funkeln::V,цивтёрдомс,tindre
877,lärmen::V,шалномс,bråke
878,läuten::V,гайгезевемс,ringe
879,klingeln::V,чавомс баягас,ringe
880,klirren::V,калдордомс,klirre
881,klirren::V,кальцяемс,klirre
882,brausen::V,лакамс,bruse
883,rauschen::V,лажномс,suse
884,klingen::V,гайгемс,lyde
885,klingen::V,гайгемс,klinge
886,bellen::V,онгомс,gjø
887,bellen::V,онгомс,bjeffe
888,heulen::V,урномс,ule
889,blasen::V,пувамс,blåse
890,pfeifen::V,вешкемс,plystre
891,schreien::V,пижнемс,skrike
892,stöhnen::V,кувсемс,stønne
893,zittern::V,тарномс,dirre
894,zittern::V,тарномс,skjelve
895,leben::V,эрямс,leve
896,geboren werden::V,чачомс,fødes
897,atmen::V,лексемс,ånde
898,atmen::V,лексемс,puste
899,trinken::V,симемс,drikke
900,essen::V,ярсамс,spise
901,schlucken::V,нилемс,svelge
902,schlucken::V,порнемс,svelge
903,müde werden::V,сиземс,bli trett
904,einschlafen::V,матедевемс,sovne
905,schlafen::V,удомс,sove
906,aufwachen::V,сыргоземс,våkne
907,aufstehen::V,стямс,stå opp
908,sich erholen::V,оймсемс,bli bra
909,sich erholen::V,оймсемс,komme seg
910,krank werden::V,сэредезевемс,bli syk
911,krank sein::V,сэредемс,være syk
912,schmerzen::V,сэредемс,gjøre vondt
913,husten::V,козомс,hoste
914,genesen::V,пичкамс,komme seg
915,sterben::V,куломс,dø
916,umkommen::V,чавовомс,omkomme
917,umkommen::V,ёмамс,omkomme
918,sich bewegen::V,шаштомс,bevege seg
919,sich rühren::V,сыргамс,røre på seg
920,sich erheben::V,куземс,reise seg
921,sich setzen::V,озамс,sette sig
922,hinfallen::V,прамс,falle over ende
923,hinfallen::V,сяворемс,falle over ende
924,laufen::V,якамс,løpe
925,schreiten::V,эскелямс,skride
926,schreiten::V,молемс,skride
927,spazierengehen::V,якамс,spasere
928,spazierengehen::V,якамс,gå en tur
929,eilen::V,эрзкалемс,ile
930,eilen::V,капшамс,ile
931,sich beeilen::V,капшамс,skynde seg
932,sausen::V,ливтямс,suse
933,rennen::V,чийнемс,løpe
934,rennen::V,ардтнемс,løpe
935,springen::V,кирнявтнемс,hoppe
936,springen::V,кирнявтнемс,springe
937,klettern::V,куземс,klatre
938,schaukeln::V,нурямс,huske
939,kriechen::V,ёзмолдомс,krype
940,schwimmen::V,уемс,svømme
941,tauchen::V,чопавтомс,dykke
942,tauchen::V,чопавтнемс,dykke
943,rudern::V,миледемс,ro
944,fahren::V,ардомс,kjøre
945,fliegen::V,ливтямс,fly
946,gehen::V,туемс,gå
947,gehen::V,молемс,gå
948,weggehen::V,туемс,gå bort
949,abfahren::V,туемс,reise
950,anhalten::V,лоткамс,stanse
951,hineingehen::V,совамс,gå inn
952,eintreten::V,совамс,tre inn
953,eintreten::V,эскельдямс,tre inn
954,kommen::V,самс,komme
955,ankommen::V,самс,ankomme
956,ankommen::V,самс,komme til
957,ankommen::V,пачкодемс,ankomme
958,ankommen::V,пачкодемс,komme til
959,zurückkommen::V,велявтомс,komme tilbake
960,bleiben::V,кадовомс,bli
961,bleiben::V,кадовомс,forbli
962,warten::V,учомс,vente
963,erwarten::V,учомс,vente
964,suchen::V,вешнемс,søke
965,finden::V,муемс,finne
966,versuchen::V,варштамс,prøve
967,versuchen::V,варштамс,forsøke
968,vorbereiten::V,анокстамс,forberede
969,lieben::V,вечкемс,elske
970,mögen::V,вечкемс,like
971,lachen::V,пейдемс,le
972,rühren::V,токамс седейс,røre
973,weinen::V,авардемс,gråte
974,schimpfen::V,сёвномс,skjelle
975,sich ärgern::V,кежиявтнемс,ergre seg
976,sich fürchten::V,пелемс,være redd
977,fürchten::V,пелемс,være redd for
978,fliehen::V,оргодемс,rømme
979,fliehen::V,оргодемс,flykte
980,flüchten::V,ворьгодемс,flykte
981,flüchten::V,чадомс,flykte
982,sehen::V,неемс,se
983,anschauen::V,ваномс,se på
984,anschauen::V,ваномс,betrakte
985,ansehen::V,ваномс,anse
986,hören::V,марямс,høre
987,zuhören::V,кунсоломс,tilhøre
988,probieren::V,варшамс,smake
989,probieren::V,варшамс,smake på
990,riechen::V,никсемс,lukte
991,fühlen::V,марямс,føle
992,scheinen::V,марявомс,se ut
993,zu sehen sein::V,неявомс,synes
994,vernehmen::V,марямс,få vite
995,frieren::V,кельмемс,fryse
996,tun::V,теемс,gjøre
997,können::V,маштомс,kunne
998,wollen::V,бажамс,ville
999,anfangen::V,кармамс,begynne
1000,beenden::V,прядомс,avslutte
1001,aufhören::V,лоткамс,slutte
1002,aufhören::V,лоткамс,holde opp
1003,gelingen::V,удаламс,lykkes
1004,geraten::V,лисемс,bli
1005,öffnen::V,панжомс,åpne
1006,schließen::V,пекстамс,lukke
1007,schließen::V,пекстамс,stenge
1008,schließen::V,сёлгомс,lukke
1009,schließen::V,сёлгомс,stenge
1010,schließen::V,конямс,lukke
1011,schließen::V,конямс,stenge
1012,stellen::V,аравтомс,stille
1013,setzen::V,ойсевтемс,sette
1014,setzen::V,озавтнемс,sette
1015,legen::V,путомс,legge
1016,berühren::V,токамс,berøre
1017,verbinden::V,содомс,forbinde
1018,bedecken::V,вельтямс,dekke
1019,aufhängen::V,понгавтомс,henge
1020,aufhängen::V,понгавтомс,henge opp
1021,anzünden::V,кирвастемс,tenne
1022,anzünden::V,кирвастемс,antenne
1023,anzünden::V,кирвастемс,tenne på
1024,aufheben::V,кепедемс,løfte
1025,aufheben::V,кепедемс,ta opp
1026,zurücklassen::V,кадомс,slippe tilbake
1027,verlieren::V,ёмавтомс,miste
1028,fallen lassen::V,правтомс,droppe
1029,fallen lassen::V,правтомс,la falle
1030,machen::V,теемс,lage
1031,machen::V,теемс,gjøre
1032,herstellen::V,анокстамс,fremstille
1033,bauen::V,путомс,bygge
1034,reparieren::V,витемс,reparere
1035,verbessern::V,паролгавтомс,rette
1036,verbessern::V,паролгавтомс,forbedre
1037,verbessern::V,вадрялгавтомс,rette
1038,verbessern::V,вадрялгавтомс,forbedre
1039,ändern::V,полавтомс,forandre
1040,graben::V,чувомс,grave
1041,graben::V,таргамс,grave
1042,beugen::V,мендемс,bøye
1043,biegen::V,комавтомс,bøye
1044,drehen::V,чаравтомс,dreie
1045,drehen::V,велявтнемс,dreie
1046,wenden::V,велявтомс,vende
1047,umdrehen::V,велявтомс,snu
1048,heben::V,кепедемс,heve
1049,hochheben::V,кепедемс,løfte
1050,ergreifen::V,кундамс,gripe
1051,ergreifen::V,кундамс,få tak i
1052,halten::V,кирдемс,holde
1053,drücken::V,нуемс,trykke
1054,schieben::V,шаштомс,skyve
1055,kratzen::V,ангордамс,klø
1056,kratzen::V,ангордамс,klore
1057,lecken::V,нолсемс,slikke
1058,beißen::V,сускомс,bite
1059,abreißen::V,сеземс,rive av
1060,abschneiden::V,печкемс,skjære av
1061,binden::V,кодамс,binde
1062,binden::V,сюлмамс,binde
1063,stecken::V,сялгомс,stikke
1064,brechen::V,синдемс,bryte
1065,brechen::V,синдемс,briste
1066,brechen::V,калавтомс,bryte
1067,brechen::V,калавтомс,briste
1068,klopfen::V,калтаямс,banke
1069,hauen::V,чавомс,hogge
1070,kleben::V,педявтнемс,klistre
1071,reiben::V,ёзамс,gni
1072,streichen::V,вадемс,stryke
1073,schleifen::V,човамс,slipe
1074,schneiden::V,керямс,klippe
1075,rütteln::V,чукамс,ruske
1076,rütteln::V,лыкавтомс,ruske
1077,schütteln::V,чукамс,riste
1078,schwenken::V,яхолемс,svinge
1079,schütten::V,каямс,helle
1080,füllen::V,пештямс,fylle
1081,einwickeln::V,тапарямс,vikle inn
1082,tragen::V,кандомс,bære
1083,schleppen::V,ускомс,slepe
1084,ziehen::V,ускомс,dra
1085,ziehen::V,ускомс,trekke
1086,aufbewahren::V,ванстомс,oppbevare
1087,aufbewahren::V,ванстомс,ta vare på
1088,werfen::V,ёртомс,kaste
1089,fangen::V,кундамс,fange
1090,packen::V,кундамс,gripe
1091,packen::V,кундамс,gripe tak i
1092,verstecken::V,кекшемс,gjemme
1093,teilen::V,явомс,dele
1094,schicken::V,кучомс,sende
1095,bringen::V,кандомс,bringe
1096,hinzufügen::V,путомс,tilføye
1097,hinzufügen::V,максомс,tilføye
1098,bekommen::V,саемс,få
1099,erhalten::V,саемс,få
1100,nehmen::V,саемс,ta
1101,wählen::V,кочкамс,velge
1102,auswählen::V,кочкамс,velge ut
1103,bewahren::V,ванстомс,bevare
1104,behindern::V,кирдемс,hindre
1105,behindern::V,кирдемс,forhindre
1106,verderben::V,коламс,ødelegge
1107,beschädigen::V,теемс зыян,skade
1108,zerbrechen::V,коламс,brekke i stykker
1109,zerreißen::V,сеземс,rive i stykker
1110,zerstören::V,калавтомс,ødelegge
1111,verbrennen::V,пултамс,brenne
1112,verbrennen::V,пултамс,brenne opp
1113,geben::V,максомс,gi
1114,reichen::V,максомс,rekke
1115,schenken::V,каземс,forære
1116,schenken::V,каземс,skjenke
1117,versprechen::V,алтамс,love
1118,wünschen::V,арсемс,ønske
1119,loben::V,шнамс,rose
1120,küssen::V,палсемс,kysse
1121,wiegen::V,нурсемс,vogge
1122,zudecken::V,тавадомс,dekke til
1123,zudecken::V,вельтямс,dekke til
1124,wecken::V,стявтомс,vekke
1125,zeigen::V,невтемс,vise
1126,führen::V,ветямс,føre
1127,lehren::V,тонавтомс,lære
1128,unterrichten::V,тонавтомс,undervise
1129,aufziehen::V,трямс,oppdra
1130,aufziehen::V,кастомс,oppdra
1131,leiten::V,ветямс,lede
1132,leiten::V,азоркстамс,lede
1133,antreiben::V,ветямс,drive på
1134,lassen::V,кармавтомс,få til å
1135,einladen::V,тердемс,be
1136,einladen::V,тердемс,invitere
1137,vereinigen::V,вейсэндямс,forene
1138,vereinigen::V,вейс путомс,forene
1139,vereinigen::V,вейс пурнамс,forene
1140,besuchen::V,варштамс,besøke
1141,treffen::V,вастомс,møte
1142,treffen::V,вастомс,treffe
1143,sich versammeln::V,промокшномс,forsamles
1144,spielen::V,налксемс,leke
1145,spielen::V,налксемс,spille
1146,singen::V,морамс,synge
1147,tanzen::V,киштемс,danse
1148,sich trennen::V,явомс,skilles
1149,verlassen::V,кадомс,forlate
1150,retten::V,идемс,redde
1151,bewachen::V,ванстомс,bevokte
1152,schützen::V,аштемс,verne
1153,schützen::V,аштемс,beskytte
1154,verteidigen::V,ваномс,forsvare
1155,sich schlagen::V,тюремс,slåss
1156,schießen::V,ледемс,skyte
1157,siegen::V,изнямс,seire
1158,ärgern::V,кежейгавтомс,ergre
1159,schlagen::V,токамс,
1160,treten::V,тапамс,sparke
1161,stechen::V,пупамс,stikke
1162,stoßen::V,тулкадемс,støte
1163,stehlen::V,саламс,stjele
1164,stören::V,пирямс ки,forstyrre
1165,belästigen::V,а максомс,plage
1166,belästigen::V,а максомс,sjenere
1167,belästigen::V,а кадомс оймамо,plage
1168,belästigen::V,а кадомс оймамо,sjenere
1169,verbergen::V,сёпомс,gjemme
1170,verbergen::V,кекшемс,gjemme
1171,täuschen::V,манямс,villede
1172,betrügen::V,манчемс,bedra
1173,töten::V,чавномс,drepe
1174,töten::V,маштнемс,drepe
1175,wohnen::V,эрямс,bo
1176,arbeiten::V,важодемс,arbeide
1177,sammeln::V,пурнамс,samle
1178,pflücken::V,ноцковтнемс,plukke
1179,jagen::V,кундамс,jage
1180,fischen::V,калонь кундамс,fiske
1181,fassen::V,кундамс,fange
1182,hüten::V,ваномс,vokte
1183,treiben::V,панемс,drive
1184,anbinden::V,сюлмамс,feste
1185,füttern::V,андомс,fore
1186,melken::V,потявтомс,melke
1187,hacken::V,лазномс,hakke
1188,gießen::V,валомс,helle
1189,reifen::V,кенеремс,modne
1190,zubereiten::V,анокстамс,lage
1191,zubereiten::V,анокстамс,tilberede
1192,kochen::V,пидемс,koke
1193,backen::V,пидемс,bake
1194,braten::V,пуштамс,steke
1195,umrühren::V,човорямс,røre om
1196,stricken::V,кодамс,strikke
1197,nähen::V,стамс,sy
1198,färben::V,артомс,farge
1199,reinigen::V,урядамс,rense
1200,reinigen::V,урядамс,gjøre ren
1201,waschen::V,муськемс,vaske
1202,abwischen::V,нардамс,tørke av
1203,spülen::V,ёрвалдомс,spyle
1204,spülen::V,ёрвалдомс,skylle
1205,fegen::V,тенсемс,feie
1206,kehren::V,тенсемс,koste
1207,baden::V,экшелямс,bade
1208,sich waschen::V,шлямс,vaske seg
1209,ausziehen::V,кайсевтемс,ta av
1210,anziehen::V,оршамс,ta på
1211,sich anziehen::V,оршамс,kle på seg
1212,kämmen::V,судрямс,gre
1213,kämmen::V,судрямс,kjemme
1214,schmücken::V,мазылгавтомс,pynte
1215,schmücken::V,мазылгавтомс,smykke
1216,schmücken::V,наряжамс,pynte
1217,schmücken::V,наряжамс,smykke
1218,sagen::V,меремс,si
1219,sprechen::V,кортамс,snakke
1220,reden::V,кортамс,tale
1221,reden::V,кортамс,snakke
1222,sich unterhalten::V,кортнемс,samtale
1223,fragen::V,кевкстемс,spørre
1224,bitten::V,вешемс,be
1225,erzählen::V,ёвтнемс,fortelle
1226,mitteilen::V,ёвтамс,meddele
1227,nennen::V,лемдемс,kalle
1228,nennen::V,путомс лем,kalle
1229,rufen::V,тердемс,rope
1230,rufen::V,серьгедемс,rope
1231,prahlen::V,шнамс пря,skryte
1232,übersetzen::V,ютавтомс,oversette
1233,denken::V,арсемс,tenke
1234,glauben::V,кемемс,tro
1235,bemerken::V,неемс,bemerke
1236,bemerken::V,неемс,legge merke til
1237,erkennen::V,содамс,gjenkjenne
1238,begreifen::V,пачкодемс,begripe
1239,verstehen::V,чарькодемс,forstå
1240,verstehen::V,чарькодемс,skjønne
1241,lernen::V,тонавтнемс,lære
1242,wissen::V,содамс,vite
1243,sich erinnern an::V,ледстямс,huske på
1244,vergessen::V,стувтомс,glemme
1245,messen::V,онкстнемс,måle
1246,zählen::V,ловомс,telle
1247,rechnen::V,ловомс,regne
1248,lesen::V,ловномс,lese
1249,malen::V,рисовамс,male
1250,zeichnen::V,рисовамс,tegne
1251,schreiben::V,сёрмадомс,skrive
1252,besitzen::V,улемс,eie
1253,besitzen::V,улемс,inneha
1254,besitzen::V,улемс азорокс,eie
1255,besitzen::V,улемс азорокс,inneha
1256,kaufen::V,рамамс,kjøpe
1257,verkaufen::V,миемс,selge
1258,bezahlen::V,пандомс,betale
1259,zahlen::V,пандомс,betale
1260,beherrschen::V,азоркстамс,beherske
1261,ertragen::V,кирдемс,orke
