,Concept_ID,lbe,da
766,fünf::NUM,ххюва,fem
767,sechs::NUM,ряхва,seks
768,sieben::NUM,арула,syv
769,acht::NUM,мяйва,otte
770,neun::NUM,урчӏва,ni
771,zehn::NUM,ацӏва,ti
772,elf::NUM,ацӏния цава,elleve
773,zwölf::NUM,ацӏиия кӏива,tolv
774,zwanzig::NUM,кьува,tyve
775,dreißig::NUM,зувира,tredive
776,vierzig::NUM,мукьцӏала,fyrre
777,vierzig::NUM,мукьцӏала,fyrretyve
778,fünfzig::NUM,ххюцӏала,halvtreds
779,sechzig::NUM,ряхцӏала,tres
780,achtzig::NUM,мяйцӏала,firs
781,neunzig::NUM,урчӏцӏала,halvfems
782,hundert::NUM,ттурш,hundrede
783,hundert::NUM,ттуршва,hundrede
784,tausend::NUM,азарва,tusind
785,und::CNJ,-гу,og
786,oder::CNJ,я,eller
787,oder::CNJ,ягу,eller
788,stehen::V,ацӏан,stå
789,sitzen::V,щяивкӏун икӏан,sidde
790,liegen::V,утту нвхьуну икӏан,ligge
791,hängen::V,зурчӏай тӏун,hænge
792,werden::V,хьун,blive
793,passieren::V,хьун,ske
794,passieren::V,хьун,hænde
795,beginnen::V,дайдишин,begynde
796,beginnen::V,дайдирхьуну дикӏан,begynde
797,enden::V,къуртал дан,ende
798,wechseln::V,даххана хьун,veksle
799,wechseln::V,даххана дуллан,veksle
800,aufgehen[Sonne]::V,буклай бур,gå op
801,aufgehen[Sonne]::V,буклай бур,stå op
802,untergehen[Sonne]::V,лаглай бур,gå ned
803,scheinen[Sonne]::V,битан,skinne
804,scheinen[Sonne]::V,чани буллан,skinne
805,donnern::V,тӏий бур,tordne
806,wehen::V,бишлай бур,blæse
807,strömen::V,экьинан,strømme
808,fließen::V,экьинан,flyde
809,sich drehen::V,гьанан,dreje sig
810,schwanken::V,хъюлчу тӏун,vakle
811,schwanken::V,хӏуркку тӏун,vakle
812,schwingen::V,хъюлчай тӏун,svinge
813,schwingen::V,хъюлчу тӏун,svinge
814,fallen::V,багьлан,falde
815,brennen::V,ччучлан,brænde
816,rauchen::V,пуркӏу тӏун,ryge
817,regnen::V,лачӏун,regne
818,regnen::V,лачIлай дур,regne
819,gefrieren::V,микӏ лачӏун,fryse
820,tauen::V,баслан,tø
821,schmelzen::V,баслан,smelte
822,trocknen::V,кьакьан,tørre
823,sieden::V,щаран,koge
824,faulen::V,аьллан,rådne
825,verfaulen::V,аьллан,rådne
826,verfaulen::V,аьян,rådne
827,reißen::V,ххя дукан,briste
828,versinken::V,оькьлан,synke
829,versinken::V,оькьлан,synke ned
830,versinken::V,оькьан,synke
831,versinken::V,оькьан,synke ned
832,vergehen::V,лялиян,forløbe
833,erscheinen::V,буккан,vise sig
834,erscheinen::V,загьир хьун,vise sig
835,verschwinden::V,бат хьун,forsvinde
836,verschwinden::V,акъа хьун,forsvinde
837,sinken::V,чахь учин,synke
838,abnehmen::V,чан хьун,aftage
839,abnehmen::V,ссуссукьу хьун,aftage
840,zunehmen::V,гьарза хьун,tiltage
841,steigen::V,гьаз хьун,stige
842,wachsen::V,ххяххан,gro
843,wachsen::V,ххяххан,vokse
844,glänzen::V,цӏай буккан,glinse
845,funkeln::V,цӏай-цӏай тӏун,tindre
846,lärmen::V,чӏу буллан,larme
847,lärmen::V,аьлагъужа буллан,larme
848,läuten::V,занг ришлан,ringe
849,läuten::V,занг дуллан,ringe
850,klingeln::V,занг ришлан,ringe
851,klingeln::V,занг дуллан,ringe
852,brausen::V,никъащилан,bruse
853,rauschen::V,щурщур тӏун,suse
854,klingen::V,чӏу буклан,lyde
855,klingen::V,чӏу буклан,klinge
856,bellen::V,хӏап тӏун,gø
857,blasen::V,уф тӏун,blæse
858,pfeifen::V,щютӏа тӏун,fløjte
859,schreien::V,чӏу бан,skrige
860,stöhnen::V,угь-къак тӏун,stønne
861,zittern::V,зурзу чин,dirre
862,zittern::V,зурзу чин,skælve
863,zittern::V,зурзу тӏун,dirre
864,zittern::V,зурзу тӏун,skælve
865,leben::V,ялапар хъанан,leve
866,geboren werden::V,ан,fødes
867,atmen::V,ссихӏ ласлан,ånde
868,atmen::V,ссихӏ бигьлан,ånde
869,trinken::V,хӏачӏан,drikke
870,trinken::V,хӏачӏлан,drikke
871,essen::V,канан,spise
872,schlucken::V,кьюлтӏа тӏун,synke
873,müde werden::V,аьхчӏин,blive træt
874,einschlafen::V,шанан икӏан,falde i søvn
875,schlafen::V,шанан,sove
876,aufwachen::V,чантӏ учин,vågne
877,aufstehen::V,бизан,stå op
878,sich erholen::V,бигьалаган,komme sig
879,krank werden::V,къашай хьун,blive syg
880,krank sein::V,къашай хъанан,være syg
881,krank sein::V,къашавай икӏан,være syg
882,schmerzen::V,цӏун,smerte
883,husten::V,хъугьу чин,hoste
884,husten::V,хъугьу тӏун,hoste
885,genesen::V,хъин хьун,komme sig
886,genesen::V,сагъ лаган,komme sig
887,sterben::V,ивчӏан,dø
888,umkommen::V,лиллан,omkomme
889,umkommen::V,литӏлан,omkomme
890,umkommen::V,ажал биян,omkomme
891,umkommen::V,личӏи хьун,omkomme
892,umkommen::V,иакьлу хьун,omkomme
893,umkommen::V,ахир жан хъанан,omkomme
894,umkommen::V,рухӏирачӏа икӏан,omkomme
895,sich bewegen::V,сукку хьун,bevæge sig
896,sich rühren::V,сукку хьун,røre på sig
897,sich erheben::V,бизан,rejse sig
898,sich setzen::V,щяикӏан,sætte sig
899,sich setzen::V,щябикӏан,sætte sig
900,hinfallen::V,багьан,
901,laufen::V,занан,løbe
902,schreiten::V,ша ласлан,skride
903,spazierengehen::V,сайр буллан,gå en tur
904,eilen::V,анавар буккан,ile
905,sich beeilen::V,анавар буккан,skynde sig
906,sausen::V,никъа щилан,suse
907,sausen::V,никъа щун,suse
908,rennen::V,лечлан,løbe
909,rennen::V,лечлан,rende
910,springen::V,тӏанкӏ дан,hoppe
911,springen::V,тӏанкӏ дан,springe
912,klettern::V,лахълан,klatre
913,schaukeln::V,гьайжак бигьлан,gynge
914,kriechen::V,ххярк тӏун,krybe
915,schwimmen::V,гьузун,svømme
916,tauchen::V,лултту уккан,dykke
917,rudern::V,бяхлан,ro
918,rudern::V,батӏлан,ro
919,rudern::V,ххялаххи дуклан,ro
920,fahren::V,гьан,køre
921,fliegen::V,лехлан,flyve
922,gehen::V,нан,gå
923,weggehen::V,ялагьан,gå bort
924,abfahren::V,гьан,køre bort
925,anhalten::V,бацӏан,standse
926,hineingehen::V,буххан,gå ind
927,eintreten::V,буххан,træde ind
928,kommen::V,учӏан,komme
929,ankommen::V,биян,ankomme
930,ankommen::V,бучӏан,ankomme
931,zurückkommen::V,зана хъун,komme tilbage
932,zurückkommen::V,зана бикӏан,komme tilbage
933,bleiben::V,личӏан,blive
934,bleiben::V,личӏан,forblive
935,warten::V,ялугьлан,vente
936,erwarten::V,ялугьлан,vente
937,erwarten::V,ялугьлан,afvente
938,suchen::V,луглан,søge
939,finden::V,лякъин,finde
940,versuchen::V,ххал буллан,forsøge
941,vorbereiten::V,хӏадур бан,forberede
942,lieben::V,эшкьи хьуиу бикӏан,elske
943,mögen::V,ххиран бикӏан,holde af
944,mögen::V,ххиран бикӏан,kunne lide
945,lachen::V,хъян,le
946,weinen::V,аьтӏун,græde
947,schimpfen::V,дяъван,skænde
948,schimpfen::V,ссугайи агьан,skænde
949,sich ärgern::V,ссибизлан,ærgre sig
950,sich fürchten::V,ингъауслан,være bange
951,fürchten::V,хӏучӏ тӏун,være bange for
952,fliehen::V,ака бан,flygte
953,flüchten::V,лихъан,flygte
954,sehen::V,чӏалан,se
955,anschauen::V,урган,se på
956,anschauen::V,урган,betragte
957,ansehen::V,буруглан,anse
958,hören::V,баллан,høre
959,zuhören::V,вичӏи дихьлан,høre til
960,probieren::V,тӏин ххал буллан,smage
961,probieren::V,тӏин ххал буллан,smage på
962,riechen::V,ссунтӏа тӏун,lugte
963,fühlen::V,дакӏнил буслан,føle
964,scheinen::V,ххан,synes
965,scheinen::V,бизан,synes
966,scheinen::V,ххан бикӏлай бикӏан,synes
967,vernehmen::V,баян,erfare
968,frieren::V,лигьулул хъанан,fryse
969,tun::V,бан,gøre
970,können::V,хьун,kunne
971,anfangen::V,дайдишин,begynde
972,beenden::V,къуртал бан,afslutte
973,aufhören::V,кьабагьан,ophøre
974,aufhören::V,кьабагьан,holde op
975,gelingen::V,бюхъан,lykkes
976,öffnen::V,тӏитӏин,åbne
977,schließen::V,лакьин,lukke
978,stellen::V,дацӏан дан,stille
979,stellen::V,бишин,stille
980,setzen::V,щяитан,sætte
981,legen::V,бишин,lægge
982,berühren::V,ка щун,berøre
983,verbinden::V,бахӏин,forbinde
984,verbinden::V,дахӏин,forbinde
985,bedecken::V,ялтту бущин,dække
986,bedecken::V,ялтту бущин,bedække
987,bedecken::V,ялтту бакьин,dække
988,bedecken::V,ялтту бакьин,bedække
989,aufhängen::V,лахъан,hænge
990,aufhängen::V,лахъан,hænge op
991,anzünden::V,лахъан,tænde
992,anzünden::V,лахъан,antænde
993,aufheben::V,гьаз бан,løfte
994,aufheben::V,гьаз бан,tage op
995,zurücklassen::V,кьаитан,lade tilbage
996,zurücklassen::V,битан,lade tilbage
997,verlieren::V,дакъа дан,miste
998,fallen lassen::V,рутан,tabe
999,fallen lassen::V,рутан,droppe
1000,machen::V,дан,gøre
1001,herstellen::V,яраг ишла бувиу бан,fremstille
1002,bauen::V,дан,bygge
1003,reparieren::V,дакьин дан,reparere
1004,verbessern::V,ххуй дан,rette
1005,verbessern::V,ххуй дан,forbedre
1006,ändern::V,баххана бан,ændre
1007,graben::V,дуклан,grave
1008,beugen::V,лахӏан бан,bøje
1009,beugen::V,кьус бикӏан,bøje
1010,biegen::V,баччин,bøje
1011,biegen::V,лахӏан бан,bøje
1012,drehen::V,гьанан,dreje
1013,wenden::V,кӏура баен бан,vende
1014,umdrehen::V,кӏура баен бан,dreje om
1015,heben::V,гьаз бан,hæve
1016,hochheben::V,гьаз бан,løfte
1017,ergreifen::V,хъап дан,gribe fat i
1018,ergreifen::V,хъап увиу угьан,gribe fat i
1019,halten::V,бугьлан,holde
1020,drücken::V,кьюч бигьлан,trykke
1021,schieben::V,щун,skyde
1022,schieben::V,щун,skubbe
1023,lecken::V,ланцӏа тӏун,slikke
1024,beißen::V,хъапа тӏун,bide
1025,beißen::V,кьацӏа тӏун,bide
1026,abreißen::V,буцан,rive af
1027,abschneiden::V,бухъан,skære af
1028,abschneiden::V,кьукьин,skære af
1029,binden::V,бахӏин,binde
1030,binden::V,дахӏин,binde
1031,brechen::V,гъагъан,brække
1032,klopfen::V,кьутӏа тӏун,banke
1033,hauen::V,рищун,hugge
1034,kleben::V,лачӏун буллан,klistre
1035,reiben::V,ссуку буллан,gnide
1036,streichen::V,дугъан,smøre
1037,streichen::V,аьгъу дан,smøre
1038,schneiden::V,духълан,skære
1039,schneiden::V,духълан,klippe
1040,schneiden::V,кьукьлан,skære
1041,schneiden::V,кьукьлан,klippe
1042,schütteln::V,хъюлчу буллан,ryste
1043,schwenken::V,палцӏ дуллан,svinge
1044,schütten::V,рутӏин,hælde
1045,füllen::V,буцӏин бан,fylde
1046,einwickeln::V,кай-кай бан,pakke ind
1047,tragen::V,ларсун занан,bære
1048,tragen::V,ларсун ачин,bære
1049,schleppen::V,ххилан,slæbe
1050,aufbewahren::V,ядан,opbevare
1051,aufbewahren::V,ядуллан,opbevare
1052,werfen::V,личин,kaste
1053,fangen::V,бугьан,fange
1054,fangen::V,бугьлан,fange
1055,verstecken::V,ладитан,gemme
1056,verstecken::V,кьюлтӏ дан,gemme
1057,verstecken::V,дахьлаган дан,gemme
1058,teilen::V,бачӏин,dele
1059,teilen::V,бутӏа бан,dele
1060,schicken::V,тӏайла буккан,sende
1061,bringen::V,диян дан,bringe
1062,hinzufügen::V,ххи бан,tilføje
1063,bekommen::V,ласун,få
1064,erhalten::V,ласун,få
1065,nehmen::V,ласун,tage
1066,wählen::V,бувчӏин,vælge
1067,auswählen::V,бувчӏин,udvælge
1068,auswählen::V,язи бугьан,udvælge
1069,bewahren::V,ядан,bevare
1070,behindern::V,дайщишруду дуллан,hindre
1071,behindern::V,дайщишруду дуллан,forhindre
1072,verderben::V,зия дан,ødelægge
1073,beschädigen::V,зарал буллан,beskadige
1074,zerbrechen::V,гьагъан,brække itu
1075,zerbrechen::V,гьагъан бан,brække itu
1076,zerreißen::V,ххяхха дуккан,rive itu
1077,zerstören::V,лекьан дан,ødelægge
1078,verbrennen::V,ччуччин,brænde
1079,geben::V,дулун,give
1080,reichen::V,дулун,række
1081,schenken::V,пишкаш дан,forære
1082,schenken::V,багъишла дан,forære
1083,schenken::V,ихӏсандалун дуллун,forære
1084,versprechen::V,банна чин,love
1085,loben::V,цӏа дан,rose
1086,küssen::V,ппай тӏун,kysse
1087,wiegen::V,гьуркку тӏун,vugge
1088,wiegen::V,гьуркку буллан,vugge
1089,wiegen::V,гьуркку бан,vugge
1090,wecken::V,чантӏ учин ан,vække
1091,zeigen::V,ккаккан бан,vise
1092,führen::V,буцин,føre
1093,lehren::V,лахьхьин бан,lære
1094,lehren::V,лахьхьин буллан,lære
1095,unterrichten::V,дарс дишаван,undervise
1096,aufziehen::V,хъуна ан,opdrage
1097,aufziehen::V,тарбия ан,opdrage
1098,leiten::V,каялувшиву дан,lede
1099,einladen::V,хъамалу оьвчин,indbyde
1100,einladen::V,хъамалу оьвчин,invitere
1101,vereinigen::V,ца бан,forene
1102,besuchen::V,ялун уххан,besøge
1103,treffen::V,хьуна бакьин,møde
1104,sich versammeln::V,батӏин,forsamles
1105,spielen::V,тӏуркӏу тӏун,lege
1106,spielen::V,тӏуркӏу тӏун,spille
1107,singen::V,балай тӏун,synge
1108,tanzen::V,къавтӏун,danse
1109,sich trennen::V,ппив хьун,skilles
1110,verlassen::V,увккун гьан,forlade
1111,retten::V,ххассал бан,redde
1112,bewachen::V,къарал бан,bevogte
1113,schützen::V,ябан,skærme
1114,schützen::V,ябан,beskytte
1115,verteidigen::V,буруччин,forsvare
1116,sich schlagen::V,биян,slås
1117,schießen::V,битлан,skyde
1118,siegen::V,ххув хьун,sejre
1119,siegen::V,ххувшаву ласун,sejre
1120,ärgern::V,ссибизан уллан,ærgre
1121,schlagen::V,рищун,slå
1122,stechen::V,кьутӏин,stikke
1123,stoßen::V,щун,støde
1124,stehlen::V,дацин,stjæle
1125,stören::V,кьючин,forstyrre
1126,belästigen::V,бизар уллан,genere
1127,belästigen::V,бизар уллан,ulejlige
1128,verbergen::V,лабитан,skjule
1129,verbergen::V,кӏучӏ бан,skjule
1130,täuschen::V,хъяврин ан,villede
1131,betrügen::V,аьикьин ан,bedrage
1132,töten::V,ивчӏан,dræbe
1133,wohnen::V,оьрму бутлан,bo
1134,arbeiten::V,зун,arbejde
1135,sammeln::V,ттихӏин,samle
1136,sammeln::V,вив дишин,samle
1137,pflücken::V,риттун,plukke
1138,jagen::V,авли занан,jage
1139,fischen::V,чавахъру бугьлан,fiske
1140,fassen::V,бугьан,fange
1141,hüten::V,урттуйн бакьлан,vogte
1142,treiben::V,дачин дуллан,drive
1143,treiben::V,лихъан буллан,drive
1144,anbinden::V,бахӏин,binde fast
1145,füttern::V,канаки буллан,fodre
1146,melken::V,ттизин,malke
1147,hacken::V,мюрш буллан,hakke
1148,hacken::V,мюрш бан,hakke
1149,gießen::V,щин дишин,hælde
1150,reifen::V,диян,modne
1151,zubereiten::V,хӏадур дан,tilberede
1152,zubereiten::V,хӏадур бан,tilberede
1153,kochen::V,шашан,koge
1154,kochen::V,шашан дуллан,koge
1155,backen::V,бишлан,bage
1156,backen::V,шахьлан,bage
1157,braten::V,цӏарайх дуллан,stege
1158,umrühren::V,хӏала бан,røre om
1159,stricken::V,щащлан,strikke
1160,stricken::V,щащан,strikke
1161,nähen::V,дуруххан,sy
1162,färben::V,ранг щун,farve
1163,reinigen::V,марцӏ бан,rense
1164,reinigen::V,марцӏ бан,gøre ren
1165,waschen::V,шюшин,vaske
1166,abwischen::V,лишин,tørre af
1167,spülen::V,вилаган,skylle
1168,fegen::V,башин,feje
1169,kehren::V,бахьлан,feje
1170,baden::V,щинавун учӏлан,bade
1171,sich waschen::V,диссун,vaske sig
1172,sich waschen::V,лажин диссун,vaske sig
1173,sich waschen::V,лажин дислан,vaske sig
1174,sich waschen::V,биссун,vaske sig
1175,sich waschen::V,чурх бислан,vaske sig
1176,ausziehen::V,ликкан,tage af
1177,anziehen::V,лаххан,tage på
1178,sich anziehen::V,янна лаххан,klæde sig på
1179,kämmen::V,ттарал дуккан,rede
1180,kämmen::V,ттарал дуккан,frisere
1181,schmücken::V,чӏюлу бан,pynte
1182,schmücken::V,чӏюлу бан,smykke
1183,sagen::V,учин,sige
1184,sprechen::V,гъалгъа тӏун,snakke
1185,reden::V,гъалгъа тӏун,tale
1186,reden::V,гъалгъа тӏун,snakke
1187,sich unterhalten::V,гъалгъа тӏун,snakke sammen
1188,fragen::V,цӏуххин,spørge
1189,bitten::V,тавакъю буллан,bede
1190,erzählen::V,хавар бусан,berette
1191,erzählen::V,хавар бусан,fortælle
1192,mitteilen::V,баян бан,meddele
1193,mitteilen::V,хавар бан,meddele
1194,nennen::V,цӏа дизан,nævne
1195,rufen::V,оьвтӏун,råbe
1196,prahlen::V,цӏа дуллан,prale
1197,übersetzen::V,таржума бан,oversætte
1198,denken::V,пикри буллан,tænke
1199,glauben::V,вих хьун,tro
1200,bemerken::V,хӏисав хъун,bemærke
1201,bemerken::V,хӏисав хъун,lægge mærke til
1202,erkennen::V,увчӏин,genkende
1203,begreifen::V,бувчӏин,begribe
1204,lernen::V,лахьлан,lære
1205,lernen::V,лахьхьин,lære
1206,wissen::V,кӏулну бикӏан,vide
1207,wissen::V,хавар бикӏан,vide
1208,sich erinnern an::V,дакӏнин бутан,mindes
1209,sich erinnern an::V,дакӏнин бутан,huske på
1210,vergessen::V,хъама битан,glemme
1211,messen::V,дуцин дуллан,måle
1212,messen::V,дуцин дан,måle
1213,zählen::V,дуккин,tælle
1214,rechnen::V,хӏисав дан,regne
1215,lesen::V,ккалан,læse
1216,malen::V,сурат дуллан,male
1217,zeichnen::V,сурат дуллан,tegne
1218,schreiben::V,чичин,skrive
1219,schreiben::V,чичлан,skrive
1220,besitzen::V,дуну икӏан,eje
1221,besitzen::V,дуну икӏан,besidde
1222,besitzen::V,дуну дикӏан,eje
1223,besitzen::V,дуну дикӏан,besidde
1224,besitzen::V,заллуну икӏан,eje
1225,besitzen::V,заллуну икӏан,besidde
1226,kaufen::V,машан ласун,købe
1227,verkaufen::V,баххан,sælge
1228,bezahlen::V,арцу дулун,betale
1229,bezahlen::V,багьа булун,betale
1230,zahlen::V,арцу дулун,betale
1231,zahlen::V,багьа булун,betale
1232,beherrschen::V,дуну икӏан,beherske
1233,beherrschen::V,заллуну икӏан,beherske
1234,ertragen::V,бухӏан,tåle
1235,ertragen::V,бухӏан,udholde
1236,Leber::N,,lever
1237,Moor::N,,mose
1238,Anhöhe::N,,høj
1239,Anhöhe::N,,bakke
1240,Bucht::N,,bugt
1241,Barsch::N,,aborre
1242,Hecht::N,,gedde
1243,Laus::N,,lus
1244,Ruf::N,,råb
1245,Platz::N,,plads
1246,Kante::N,,kant
1247,Größe::N,,størrelse
1248,Menge::N,,mængde
1249,Figur::N,,figur
1250,Tasche::N,,taske
1251,Öl::N,,olie
1252,Schuh::N,,sko
1253,Leine::N,,snor
1254,König::N,,konge
1255,fein::A,,fin
1256,auf einmal::ADV,,på én gang
1257,bald::ADV,,snart
1258,einst::ADV,,engang
1259,schon::ADV,,alt
1260,schon::ADV,,allerede
1261,sie::PRN,,de
1262,siebzig::NUM,,halvfjerds
1263,klirren::V,,klirre
1264,heulen::V,,hyle
1265,rühren::V,,røre
1266,zu sehen sein::V,,synes
1267,wollen::V,,ville
1268,geraten::V,,blive
1269,kratzen::V,,klø
1270,kratzen::V,,kradse
1271,stecken::V,,stikke
1272,schleifen::V,,slibe
1273,rütteln::V,,ruske
1274,ziehen::V,,trække
1275,packen::V,,gribe
1276,wünschen::V,,ønske
1277,zudecken::V,,dække til
1278,antreiben::V,,skynde på
1279,lassen::V,,få til at
1280,treten::V,,sparke
1281,verstehen::V,,forstå
