,Concept_ID,ka,en
780,acht::NUM,რვა,eight
781,neun::NUM,ცხრა,nine
782,zehn::NUM,ათი,ten
783,elf::NUM,თერთმეტი,eleven
784,zwölf::NUM,თორმეტი,twelve
785,zwanzig::NUM,ოცი,twenty
786,dreißig::NUM,ოცდაათი,thirty
787,vierzig::NUM,ორმოცი,forty
788,fünfzig::NUM,ორმოცდაათი,fifty
789,sechzig::NUM,სამოცი,sixty
790,siebzig::NUM,სამოცდაათი,seventy
791,achtzig::NUM,ოთხმოცი,eighty
792,neunzig::NUM,ოთხმოცდაათი,ninety
793,hundert::NUM,ასი,a hundred
794,tausend::NUM,ათასი,a thousand
795,und::CNJ,და,and
796,oder::CNJ,ან,or
797,stehen::V,დგას,stand
798,sitzen::V,ზის,sit
799,liegen::V,აწევს,lie
800,hängen::V,კიდია,hang
801,werden::V,გახდება,become
802,passieren::V,მოხდება,happen
803,beginnen::V,იწყება,begin
804,enden::V,გათავდება,end
805,wechseln::V,იცვლება,change
806,aufgehen[Sonne]::V,ამოდის,rise
807,untergehen[Sonne]::V,ჩადის,set
808,scheinen[Sonne]::V,ანათებს,shine
809,donnern::V,ქუხს,thunder
810,wehen::V,ქრის,blow
811,wehen::V,დაუბერავს,blow
812,strömen::V,იღვრება,stream
813,fließen::V,დის,flow
814,fließen::V,მიედინება,flow
815,sich drehen::V,ტრიალებს,revolve
816,schwanken::V,ირხევა,sway
817,schwingen::V,ირხევა,swing
818,fallen::V,დავარდება,fall
819,brennen::V,იწვის,burn
820,rauchen::V,ბოლავს,smoke
821,rauchen::V,აბოლებს,smoke
822,regnen::V,წვიმს,rain
823,gefrieren::V,იყინება,freeze
824,tauen::V,დნება,thaw
825,schmelzen::V,დნება,melt
826,trocknen::V,გაშრება,dry
827,sieden::V,დუღს,boil
828,faulen::V,ლპება,rot
829,verfaulen::V,ლპება,decay
830,reißen::V,დაიხევა,snap
831,versinken::V,ეფლობა,sink
832,versinken::V,ჩაიძირება,sink
833,vergehen::V,გადის,pass
834,erscheinen::V,გამოჩნდება,appear
835,verschwinden::V,გააქრება,disappear
836,verschwinden::V,დაიკარგება,disappear
837,sinken::V,დაიწევს,drop
838,abnehmen::V,შემცირდება,decrease
839,zunehmen::V,გასუქდება,increase
840,steigen::V,მოიმატებს,rise
841,wachsen::V,იზრდება,grow
842,wachsen::V,მრავლდება,grow
843,glänzen::V,ბრწყინავს,shine
844,funkeln::V,კაშკაშებს,sparkle
845,lärmen::V,ხმაურობს,be noisy
846,läuten::V,დარეკავს,chime
847,klingeln::V,დარეკავს,ring
848,klirren::V,დააწკარუნებს,tinkle
849,brausen::V,ბობოქრობს,roar
850,rauschen::V,შრიალებს,rustle
851,klingen::V,ხმას გამოსცემს,sound
852,bellen::V,უყეფს,bark
853,heulen::V,ღმუის,howl
854,blasen::V,დაუბერავს,blow
855,pfeifen::V,უსტვენს,whistle
856,schreien::V,ყვირის,shout
857,stöhnen::V,კვნესის,groan
858,zittern::V,აძაგძაგებს,tremble
859,leben::V,ცოცხლობს,be alive
860,geboren werden::V,იშვება,be born
861,geboren werden::V,იბადება,be born
862,atmen::V,სუნთქავს,breathe
863,trinken::V,სვამს,drink
864,trinken::V,დალევს,drink
865,essen::V,შეჭამს,eat
866,schlucken::V,ყლაპავს,swallow
867,müde werden::V,დაიქანცება,get tired
868,einschlafen::V,დაიძინებს,fall asleep
869,schlafen::V,სძინავს,sleep
870,aufwachen::V,გაიღვიძებს,wake up
871,aufstehen::V,ადგება,get up
872,sich erholen::V,დაისვენებს,relax
873,krank werden::V,ავად გახდება,fall ill
874,krank sein::V,ავადმყოფობს,be ill
875,schmerzen::V,სტკივა,ache
876,husten::V,ახველებს,cough
877,genesen::V,მორჩება,recover
878,sterben::V,კვდება,die
879,umkommen::V,დაიღუპება,perish
880,sich bewegen::V,იძვრის,move
881,sich bewegen::V,მოძრაობს,move
882,sich rühren::V,გაინძრევა,budge
883,sich erheben::V,ადგება,stand up
884,sich setzen::V,დაჯდება,sit down
885,hinfallen::V,დაეცემა,tumble
886,laufen::V,დადის,walk
887,schreiten::V,აბიჯებს,pace
888,spazierengehen::V,დასეირნობს,go for a walk
889,eilen::V,მიიჩქარის,rush
890,sich beeilen::V,აჩქარდება,hurry
891,sausen::V,მიქრის,dash
892,rennen::V,დარბის,run
893,springen::V,ხტის,jump
894,klettern::V,ძვრება,climb
895,schaukeln::V,ქანაობს,seesaw
896,kriechen::V,დაბობღავს,creep
897,schwimmen::V,ცურავს,swim
898,tauchen::V,ჩაიძირება,dive
899,rudern::V,ნიჩაბს უსვამს,row
900,fahren::V,დადის,drive
901,fahren::V,მგზავრობს,drive
902,fliegen::V,იფრენს,fly
903,fliegen::V,გაფრინდება,fly
904,gehen::V,მიდის,go
905,weggehen::V,წამოდის,go away
906,abfahren::V,მიემგზავრება,depart
907,anhalten::V,ჩერდება,stop
908,hineingehen::V,შედის,go in
909,eintreten::V,შედის,enter
910,kommen::V,მოდის,come
911,ankommen::V,ჩადის,arrive
912,zurückkommen::V,დაბრუნდება,come back
913,bleiben::V,დარჩება,stay
914,warten::V,ელოდება,wait
915,erwarten::V,ელის,wait for
916,erwarten::V,დაიცდის,wait for
917,suchen::V,ეძებს,seek
918,suchen::V,ეძებს,look for
919,suchen::V,მოძებნის,seek
920,suchen::V,მოძებნის,look for
921,finden::V,მიაგნებს,find
922,finden::V,გამოძებნის,find
923,versuchen::V,ცდის,try
924,versuchen::V,ცდილობს,try
925,vorbereiten::V,მოამზადებს,prepare
926,lieben::V,უყვარს,love
927,mögen::V,ეტრფის,like
928,lachen::V,იცინის,laugh
929,rühren::V,გულს აუჩუყებს,move
930,weinen::V,ტირის,weep
931,schimpfen::V,შეიგინება,grumble
932,sich ärgern::V,გაბრაზობს,be annoyed
933,sich fürchten::V,შიშობს,be afraid
934,fürchten::V,ფრთხილობს,be afraid of
935,fliehen::V,გაიქცევა,flee
936,flüchten::V,გაიქცევა,escape
937,sehen::V,ხედავს,see
938,anschauen::V,ნახავს,look at
939,ansehen::V,უყურებს,watch
940,hören::V,ისმენს,hear
941,zuhören::V,მოისმენს,listen
942,probieren::V,გასინჯავს,taste
943,riechen::V,ყნოსავს,smell
944,fühlen::V,გრძნობს,feel
945,scheinen::V,ეჩვენება,seem
946,zu sehen sein::V,მოჩანს,show
947,vernehmen::V,გაიგებს,hear
948,frieren::V,იყინება,be cold
949,tun::V,აკეთებს,do
950,können::V,შეიძლება,can
951,wollen::V,უნდა,want
952,anfangen::V,დაიწყებს,start
953,beenden::V,ამთავრებს,finish
954,aufhören::V,შეწყვეტს,stop
955,gelingen::V,მოახერხებს,succeed
956,geraten::V,გამოდის,turn out
957,öffnen::V,გახსნის,open
958,schließen::V,ხურავს,close
959,schließen::V,დაკეტავს,close
960,stellen::V,დადგამს,put
961,setzen::V,დასვამს,place
962,legen::V,დადებს,lay
963,berühren::V,შეახებს,touch
964,berühren::V,მიაკარებს,touch
965,verbinden::V,შეაერთებს,connect
966,bedecken::V,გადააფარებს,cover
967,aufhängen::V,დაკიდებს,hang up
968,anzünden::V,დაანთებს,light
969,anzünden::V,მოუკიდებს,light
970,aufheben::V,აიღებს,pick up
971,aufheben::V,აიყვანს,pick up
972,zurücklassen::V,დატოვებს,leave
973,verlieren::V,დაკარგავს,lose
974,fallen lassen::V,გაუვარდება,drop
975,machen::V,გააკეთებს,make
976,machen::V,გამოიწვევს,make
977,herstellen::V,დაამზადებს,produce
978,bauen::V,ააშენებს,build
979,reparieren::V,შეაკეთებს,mend
980,reparieren::V,გაარემონტებს,mend
981,verbessern::V,გამოაკეთებს,improve
982,verbessern::V,გააუმჯობესებს,improve
983,ändern::V,შეცვლის,alter
984,graben::V,თხრის,dig
985,beugen::V,ხრის,bow
986,biegen::V,გაღუნავს,bend
987,drehen::V,ატრიალებს,spin
988,wenden::V,მოაბრუნებს,turn
989,umdrehen::V,შეატრიალებს,turn around
990,heben::V,ასწევს,raise
991,hochheben::V,აიყვანს,lift
992,ergreifen::V,სტაცებს,seize
993,halten::V,უჭირავს,hold
994,drücken::V,დააწვება,press
995,schieben::V,მისწევს,push
996,kratzen::V,მოფხანს,scrape
997,lecken::V,ლოკავს,lick
998,beißen::V,უკბენს,bite
999,abreißen::V,გლეჯს,tear off
1000,abreißen::V,მოწყვეტს,tear off
1001,abschneiden::V,გაჭრის,cut off
1002,binden::V,შეკრავს,tie
1003,binden::V,გადააბამს,tie
1004,stecken::V,ჩაასობს,stick
1005,brechen::V,მოიტეხს,break
1006,klopfen::V,აკაკუნებს,knock
1007,hauen::V,ლეწავს,hit
1008,kleben::V,წებავს,glue
1009,kleben::V,დააწებებს,glue
1010,reiben::V,დაზელს,rub
1011,streichen::V,უსვამს,spread
1012,schleifen::V,ლესავს,grind
1013,schneiden::V,გაჭრის,cut
1014,rütteln::V,არხევს,jolt
1015,schütteln::V,არყევს,shake
1016,schütteln::V,ანძრევს,shake
1017,schwenken::V,აქნევს,swing
1018,schütten::V,ღვრის,pour
1019,schütten::V,დააქცევს,pour
1020,füllen::V,გაავსებს,fill
1021,einwickeln::V,შეახვევს,wrap
1022,tragen::V,მიიტანს,carry
1023,schleppen::V,მიათრევს,drag
1024,ziehen::V,წევს,pull
1025,ziehen::V,ათრევს,pull
1026,aufbewahren::V,შეინახავს,keep
1027,werfen::V,ისვრის,throw
1028,fangen::V,დაიჭერს,catch
1029,packen::V,სტაცებს,grab
1030,verstecken::V,მალავს,hide
1031,teilen::V,დაყოფს,divide
1032,schicken::V,გაგზავნის,send
1033,bringen::V,მოიტანს,bring
1034,hinzufügen::V,დაამატებს,add
1035,bekommen::V,ამოიღებს,get
1036,erhalten::V,იღებს,receive
1037,nehmen::V,აიღებს,take
1038,wählen::V,გადაარჩევს,choose
1039,auswählen::V,ამოარჩევს,select
1040,bewahren::V,ინარჩუნებს,preserve
1041,behindern::V,აბრკოლებს,hinder
1042,behindern::V,გააძნელებს,hinder
1043,verderben::V,გააფუჭებს,spoil
1044,beschädigen::V,დააზიანებს,damage
1045,zerbrechen::V,დაამტვრევს,break
1046,zerreißen::V,გახევს,tear
1047,zerstören::V,მოსპობს,destroy
1048,zerstören::V,დაანგრევს,destroy
1049,verbrennen::V,დაწვავს,burn
1050,geben::V,აძლევს,give
1051,reichen::V,მიაწოდებს,hand
1052,schenken::V,აჩუქებს,give
1053,versprechen::V,აღუთქვამს,promise
1054,wünschen::V,უსურვებს,wish
1055,loben::V,აქებს,praise
1056,loben::V,ამკობს,praise
1057,küssen::V,აკოცებს,kiss
1058,wiegen::V,არხევს,rock
1059,zudecken::V,გადახურავს,cover
1060,wecken::V,გააღვიძებს,wake
1061,zeigen::V,დაანახვებს,show
1062,führen::V,მიჰყავს,guide
1063,lehren::V,ასწავლის,teach
1064,unterrichten::V,ასწავლის,instruct
1065,aufziehen::V,აღზრდის,bring up
1066,leiten::V,აწარმოებს,lead
1067,leiten::V,ხელმძღვანელობს,lead
1068,antreiben::V,დააჩქარებს,urge
1069,lassen::V,ა--ინებს,let
1070,einladen::V,მოიპატიჟებს,invite
1071,vereinigen::V,შეაერთებს,unite
1072,besuchen::V,სანახავად მიდის,visit
1073,treffen::V,შეხვდება,meet
1074,sich versammeln::V,შეიკრიბება,assemble
1075,spielen::V,ეთამაშება,play
1076,singen::V,მღერის,sing
1077,tanzen::V,ცეკვავს,dance
1078,sich trennen::V,მოშორდება,separate
1079,verlassen::V,მიატოვებს,leave
1080,retten::V,იხსნის,rescue
1081,retten::V,გადაარჩენს,rescue
1082,bewachen::V,დარაჯობს,guard
1083,bewachen::V,უთვალთვალებს,guard
1084,schützen::V,დაიფარავს,protect
1085,verteidigen::V,დაიცავს,defend
1086,sich schlagen::V,იჩხუბებს,brawl
1087,schießen::V,ისვრის,shoot
1088,siegen::V,გაიმარჯვებს,win
1089,ärgern::V,აჯავრებს,annoy
1090,schlagen::V,ცემს,beat
1091,treten::V,პანღურს ამოჰკრავს,kick
1092,stechen::V,სჩხვლეტს,sting
1093,stoßen::V,დაეჯახება,shove
1094,stehlen::V,ქურდობს,steal
1095,stehlen::V,მოიპარავს,steal
1096,stören::V,შეაწუხებს,disturb
1097,belästigen::V,მობეზრდება,bother
1098,verbergen::V,დამალავს,conceal
1099,täuschen::V,შეცდებს,deceive
1100,betrügen::V,მოატყუებს,cheat
1101,töten::V,მოკლავს,kill
1102,wohnen::V,ცხოვრობს,dwell
1103,wohnen::V,ბინადრობს,dwell
1104,arbeiten::V,მუშაობს,work
1105,sammeln::V,შეკრებს,gather
1106,pflücken::V,კრეფს,pick
1107,jagen::V,ნადირობს,hunt
1108,fischen::V,თევზაობს,fish
1109,fassen::V,დააჭერს,catch
1110,hüten::V,მწყემსავს,herd
1111,treiben::V,მიერეკება,drive
1112,anbinden::V,მიაბამს,tie up
1113,füttern::V,აჭმევს,feed
1114,melken::V,წველის,milk
1115,hacken::V,კეპავს,chop
1116,gießen::V,რწყავს,water
1117,reifen::V,მწიფდება,ripen
1118,zubereiten::V,მოამზადებს,cook
1119,kochen::V,მოხარშავს,boil
1120,backen::V,გამოაცხობს,bake
1121,braten::V,შეწვავს,fry
1122,umrühren::V,შეურევს,stir
1123,umrühren::V,გათქვეფს,stir
1124,stricken::V,ქსოვს,knit
1125,nähen::V,გაკერავს,sew
1126,färben::V,შეღებავს,dye
1127,reinigen::V,გაწმენდს,clean
1128,reinigen::V,გასუფთავებს,clean
1129,waschen::V,გარეცხავს,wash
1130,abwischen::V,წაშლის,wipe
1131,spülen::V,გაავლებს,rinse
1132,fegen::V,დაბლანდავს,sweep
1133,kehren::V,დაგვის,sweep
1134,baden::V,ბანაობს,bath
1135,sich waschen::V,იბანება,wash
1136,ausziehen::V,გაიხდის,take off
1137,anziehen::V,ჩაიცვამს,put on
1138,sich anziehen::V,ჩაიცვამს,get dressed
1139,kämmen::V,დავარცხნის,comb
1140,schmücken::V,მორთავს,decorate
1141,sagen::V,იტყვის,say
1142,sprechen::V,ლაპარაკობს,speak
1143,reden::V,საუბრობს,talk
1144,sich unterhalten::V,ბაასობს,chat
1145,sich unterhalten::V,მუსაიფობს,chat
1146,fragen::V,ჰკითხავს,ask
1147,bitten::V,სთხოვს,request
1148,erzählen::V,მოუთხრობს,tell
1149,mitteilen::V,აუწყებს,convey
1150,mitteilen::V,აცნობებს,convey
1151,nennen::V,უწოდებს,name
1152,rufen::V,დაუძახებს,call
1153,prahlen::V,ტრაბახობს,brag
1154,übersetzen::V,გადათარგმნის,translate
1155,denken::V,ფიქრობს,think
1156,denken::V,აზროვნებს,think
1157,glauben::V,სჯერა,believe
1158,bemerken::V,შენიშვნავს,notice
1159,erkennen::V,გამოიცნობს,recognize
1160,begreifen::V,გაიგებს,grasp
1161,verstehen::V,გაიგონებს,understand
1162,lernen::V,ისწავლის,learn
1163,wissen::V,ეცოდინება,know
1164,sich erinnern an::V,მოიგონებს,remember
1165,sich erinnern an::V,გაიხსენებს,remember
1166,vergessen::V,ივიწყებს,forget
1167,messen::V,ზომავს,measure
1168,zählen::V,ითვლის,count
1169,rechnen::V,გაიანგარიშებს,calculate
1170,lesen::V,კითხულობს,read
1171,malen::V,ხატავს,paint
1172,zeichnen::V,ხაზავს,draw
1173,schreiben::V,დაწერს,write
1174,besitzen::V,ექნება,own
1175,kaufen::V,ყიდულობს,buy
1176,verkaufen::V,გაყიდის,sell
1177,bezahlen::V,გადაიხდის,pay for
1178,zahlen::V,გადაიხდის,pay
1179,beherrschen::V,ფლობს,rule
1180,ertragen::V,მოითმენს,endure
