,Concept_ID,nl,ru
853,funkeln::V,fonkelen,сверкать
854,lärmen::V,lawaai maken,шуметь
855,läuten::V,luiden,звонить
856,klingeln::V,bellen,звонить
857,klirren::V,rinkelen,звякать
858,brausen::V,bruisen,бушевать
859,rauschen::V,ruisen,шелестеть
860,klingen::V,klinken,звучать
861,bellen::V,blaffen,лаять
862,heulen::V,huilen,выть
863,blasen::V,blazen,дунуть
864,pfeifen::V,fluiten,свистеть
865,schreien::V,gillen,кричать
866,schreien::V,schreeuwen,кричать
867,stöhnen::V,steunen,стонать
868,zittern::V,beven,дрожать
869,zittern::V,sidderen,дрожать
870,leben::V,leven,жить
871,geboren werden::V,geboren worden,родиться
872,atmen::V,ademen,дышать
873,trinken::V,drinken,пить
874,essen::V,eten,есть
875,essen::V,eten,кушать
876,schlucken::V,slikken,глотать
877,müde werden::V,moe worden,устать
878,einschlafen::V,inslapen,заснуть
879,schlafen::V,slapen,спать
880,aufwachen::V,ontwaken,проснуться
881,aufwachen::V,wakker worden,проснуться
882,aufstehen::V,opstaan,встать
883,sich erholen::V,zich ontspannen,отдыхать
884,krank werden::V,ziek worden,заболеть
885,krank sein::V,ziek zijn,болеть
886,schmerzen::V,pijn doen,болеть
887,husten::V,hoesten,кашлять
888,genesen::V,genezen,поправиться
889,sterben::V,sterven,умереть
890,sterben::V,overlijden,умереть
891,umkommen::V,omkomen,погибнуть
892,sich bewegen::V,zich bewegen,двигаться
893,sich rühren::V,zich verroeren,шевельнуться
894,sich erheben::V,oprijzen,встать
895,sich erheben::V,verrijzen,встать
896,sich setzen::V,gaan zitten,сесть
897,hinfallen::V,vallen,упасть
898,hinfallen::V,neervallen,упасть
899,laufen::V,lopen,ходить
900,schreiten::V,stappen,шагать
901,schreiten::V,schrijden,шагать
902,spazierengehen::V,gaan wandelen,гулять
903,eilen::V,ijlen,спешить
904,eilen::V,haasten,спешить
905,sich beeilen::V,zich haasten,торопиться
906,sausen::V,stuiven,мчаться
907,rennen::V,rennen,бегать
908,springen::V,springen,прыгать
909,klettern::V,klimmen,лазать
910,klettern::V,klauteren,лазать
911,schaukeln::V,schommelen,раскачиваться
912,kriechen::V,kruipen,ползать
913,schwimmen::V,zwemmen,плавать
914,tauchen::V,duiken,нырять
915,rudern::V,roeien,грести
916,fahren::V,rijden,ехать
917,fliegen::V,vliegen,летать
918,gehen::V,gaan,идти
919,weggehen::V,weggaan,уйти
920,abfahren::V,vertrekken,отправиться
921,anhalten::V,stoppen,остановиться
922,anhalten::V,stilhouden,остановиться
923,hineingehen::V,ingaan,входить
924,hineingehen::V,binnengaan,входить
925,eintreten::V,binnenkomen,войти
926,kommen::V,komen,прийти
927,ankommen::V,aankomen,прибыть
928,zurückkommen::V,terugkomen,возвратиться
929,bleiben::V,blijven,остаться
930,warten::V,wachten,ждать
931,erwarten::V,verwachten,ожидать
932,suchen::V,zoeken,искать
933,finden::V,vinden,найти
934,versuchen::V,proberen,пытаться
935,versuchen::V,beproeven,пытаться
936,vorbereiten::V,voorbereiden,подготовить
937,lieben::V,houden van,любить
938,mögen::V,lusten,любить
939,mögen::V,houden van,любить
940,lachen::V,lachen,смеяться
941,rühren::V,roeren,растрогать
942,weinen::V,huilen,плакать
943,weinen::V,schreien,плакать
944,schimpfen::V,kijven,ругаться
945,schimpfen::V,schelden,ругаться
946,sich ärgern::V,zich ergeren,сердиться
947,sich fürchten::V,bang zijn,бояться
948,fürchten::V,vrezen,бояться
949,fliehen::V,vluchten,убегать
950,flüchten::V,ontsnappen,убежать
951,flüchten::V,ontkomen,убежать
952,sehen::V,zien,видеть
953,anschauen::V,aankijken,посмотреть
954,ansehen::V,aanzien,смотреть
955,ansehen::V,bekijken,смотреть
956,hören::V,horen,слышать
957,zuhören::V,luisteren,слушать
958,probieren::V,proeven,пробовать
959,riechen::V,ruiken,нюхать
960,fühlen::V,voelen,чувствовать
961,scheinen::V,lijken,казаться
962,zu sehen sein::V,te zien zijn,виднеться
963,vernehmen::V,vernemen,услышать
964,frieren::V,het koud hebben,мерзнуть
965,tun::V,doen,делать
966,können::V,kunnen,мочь
967,können::V,kunnen,уметь
968,wollen::V,willen,хотеть
969,anfangen::V,beginnen,начать
970,anfangen::V,aanvangen,начать
971,beenden::V,beëindigen,закончить
972,aufhören::V,ophouden,перестать
973,gelingen::V,lukken,удаться
974,gelingen::V,gelukken,удаться
975,geraten::V,uitvallen,оказаться
976,öffnen::V,openen,открыть
977,öffnen::V,opendoen,открыть
978,schließen::V,sluiten,закрыть
979,schließen::V,dichtdoen,закрыть
980,stellen::V,stellen,поставить
981,stellen::V,plaatsen,поставить
982,setzen::V,zetten,посадить
983,setzen::V,plaatsen,посадить
984,legen::V,leggen,класть
985,berühren::V,aanraken,трогать
986,verbinden::V,verbinden,связать
987,bedecken::V,bedekken,покрыть
988,aufhängen::V,ophangen,повесить
989,anzünden::V,aansteken,зажечь
990,aufheben::V,oprapen,поднять
991,zurücklassen::V,achterlaten,оставить
992,verlieren::V,verliezen,потерять
993,fallen lassen::V,laten vallen,уронить
994,machen::V,maken,сделать
995,herstellen::V,produceren,изготовить
996,herstellen::V,voortbrengen,изготовить
997,bauen::V,bouwen,строить
998,reparieren::V,repareren,чинить
999,reparieren::V,herstellen,чинить
1000,verbessern::V,verbeteren,улучшить
1001,ändern::V,wijzigen,изменить
1002,ändern::V,veranderen,изменить
1003,graben::V,graven,копать
1004,beugen::V,buigen,согнуть
1005,biegen::V,buigen,погнуть
1006,drehen::V,draaien,вертеть
1007,wenden::V,keren,повернуть
1008,wenden::V,wenden,повернуть
1009,umdrehen::V,omdraaien,перевернуть
1010,heben::V,heffen,поднимать
1011,heben::V,optillen,поднимать
1012,hochheben::V,tillen,поднять
1013,ergreifen::V,pakken,схватить
1014,ergreifen::V,grijpen,схватить
1015,halten::V,houden,держать
1016,drücken::V,drukken,нажимать
1017,schieben::V,duwen,толкать
1018,schieben::V,schuiven,толкать
1019,kratzen::V,krassen,скрести
1020,lecken::V,likken,лизать
1021,beißen::V,bijten,кусать
1022,abreißen::V,afrukken,оторвать
1023,abreißen::V,afscheuren,оторвать
1024,abschneiden::V,afsnijden,отрезать
1025,binden::V,binden,вязать
1026,stecken::V,steken,воткнуть
1027,brechen::V,breken,сломать
1028,klopfen::V,kloppen,стучать
1029,hauen::V,houwen,бить
1030,kleben::V,plakken,клеить
1031,reiben::V,wrijven,тереть
1032,streichen::V,smeren,намазать
1033,schleifen::V,slijpen,точить
1034,schneiden::V,snijden,резать
1035,rütteln::V,schudden,шатать
1036,schütteln::V,schudden,трясти
1037,schwenken::V,wuiven,махать
1038,schwenken::V,zwaaien,махать
1039,schütten::V,gieten,налить
1040,schütten::V,storten,налить
1041,füllen::V,vullen,наполнить
1042,einwickeln::V,inwikkelen,завернуть
1043,tragen::V,dragen,нести
1044,schleppen::V,slepen,тащить
1045,ziehen::V,trekken,тянуть
1046,aufbewahren::V,bewaren,хранить
1047,werfen::V,gooien,бросать
1048,fangen::V,vangen,ловить
1049,packen::V,pakken,схватить
1050,packen::V,vastpakken,схватить
1051,verstecken::V,verstoppen,спрятать
1052,teilen::V,delen,разделить
1053,schicken::V,sturen,посылать
1054,bringen::V,brengen,принести
1055,hinzufügen::V,toevoegen,добавить
1056,bekommen::V,verkrijgen,достать
1057,erhalten::V,krijgen,получить
1058,nehmen::V,nemen,взять
1059,wählen::V,kiezen,выбрать
1060,wählen::V,verkiezen,выбрать
1061,auswählen::V,uitkiezen,отобрать
1062,bewahren::V,bewaren,сохранить
1063,behindern::V,hinderen,препятствовать
1064,verderben::V,bederven,испортить
1065,beschädigen::V,beschadigen,повредить
1066,zerbrechen::V,breken,разбить
1067,zerbrechen::V,stukbreken,разбить
1068,zerreißen::V,scheuren,разорвать
1069,zerreißen::V,verscheuren,разорвать
1070,zerstören::V,vernielen,разрушить
1071,verbrennen::V,branden,сжечь
1072,verbrennen::V,verbranden,сжечь
1073,geben::V,geven,дать
1074,reichen::V,reiken,передать
1075,reichen::V,aanreiken,передать
1076,schenken::V,schenken,дарить
1077,versprechen::V,beloven,обещать
1078,wünschen::V,wensen,желать
1079,loben::V,loven,хвалить
1080,loben::V,prijzen,хвалить
1081,küssen::V,kussen,целовать
1082,wiegen::V,wiegen,качать
1083,zudecken::V,toedekken,накрыть
1084,wecken::V,wekken,разбудить
1085,zeigen::V,tonen,показать
1086,zeigen::V,wijzen,показать
1087,führen::V,voeren,вести
1088,lehren::V,leren,учить
1089,unterrichten::V,onderwijzen,преподавать
1090,aufziehen::V,grootbrengen,воспитать
1091,leiten::V,leiden,руководить
1092,antreiben::V,aandrijven,подгонять
1093,lassen::V,laten,заставить
1094,einladen::V,uitnodigen,пригласить
1095,vereinigen::V,verenigen,объединить
1096,besuchen::V,bezoeken,посетить
1097,treffen::V,treffen,встретить
1098,treffen::V,ontmoeten,встретить
1099,sich versammeln::V,zich verzamelen,собраться
1100,spielen::V,spelen,играть
1101,singen::V,zingen,петь
1102,tanzen::V,dansen,плясать
1103,tanzen::V,dansen,танцевать
1104,sich trennen::V,van elkaar gaan,расстаться
1105,verlassen::V,verlaten,покинуть
1106,retten::V,redden,спасти
1107,bewachen::V,bewaken,охранять
1108,schützen::V,beschermen,уберегать
1109,verteidigen::V,verdedigen,защитить
1110,sich schlagen::V,knokken,драться
1111,schießen::V,schieten,стрелять
1112,siegen::V,overwinnen,победить
1113,ärgern::V,ergeren,сердить
1114,schlagen::V,slaan,ударить
1115,treten::V,trappen,пинать
1116,treten::V,schoppen,пинать
1117,stechen::V,steken,уколоть
1118,stechen::V,prikken,уколоть
1119,stoßen::V,stoten,толкнуть
1120,stehlen::V,stelen,украсть
1121,stören::V,storen,помешать
1122,stören::V,verstoren,помешать
1123,belästigen::V,lastig vallen,надоедать
1124,verbergen::V,verbergen,скрыть
1125,täuschen::V,misleiden,обмануть
1126,betrügen::V,bedriegen,смошенничать
1127,töten::V,doden,убить
1128,wohnen::V,wonen,проживать
1129,arbeiten::V,werken,работать
1130,sammeln::V,inzamelen,собрать
1131,sammeln::V,verzamelen,собрать
1132,pflücken::V,plukken,рвать
1133,pflücken::V,plukken,срывать
1134,jagen::V,jagen,охотиться
1135,fischen::V,vissen,рыбачить
1136,fassen::V,vangen,поймать
1137,hüten::V,hoeden,пасти
1138,treiben::V,drijven,гнать
1139,anbinden::V,vastbinden,привязать
1140,füttern::V,voeren,кормить
1141,melken::V,melken,доить
1142,hacken::V,hakken,рубить
1143,gießen::V,gieten,полить
1144,reifen::V,rijpen,созреть
1145,zubereiten::V,klaarmaken,приготовить
1146,zubereiten::V,toebereiden,приготовить
1147,kochen::V,koken,варить
1148,backen::V,bakken,печь
1149,braten::V,braden,жарить
1150,umrühren::V,omroeren,перемешать
1151,stricken::V,breien,вязать
1152,nähen::V,naaien,шить
1153,färben::V,verven,покрасить
1154,färben::V,kleuren,покрасить
1155,reinigen::V,reinigen,очистить
1156,waschen::V,wassen,стирать
1157,abwischen::V,afvegen,вытереть
1158,spülen::V,spoelen,полоскать
1159,spülen::V,afwassen,полоскать
1160,fegen::V,vegen,подметать
1161,kehren::V,vegen,мести
1162,baden::V,baden,купаться
1163,sich waschen::V,zich wassen,мыться
1164,ausziehen::V,uittrekken,снять
1165,anziehen::V,aantrekken,надеть
1166,sich anziehen::V,zich aankleden,одеться
1167,kämmen::V,kammen,причесать
1168,schmücken::V,tooien,украсить
1169,sagen::V,zeggen,сказать
1170,sprechen::V,spreken,говорить
1171,reden::V,praten,разговаривать
1172,sich unterhalten::V,zich onderhouden,беседовать
1173,fragen::V,vragen,спросить
1174,bitten::V,vragen,просить
1175,bitten::V,verzoeken,просить
1176,erzählen::V,vertellen,рассказать
1177,mitteilen::V,meedelen,сообщить
1178,nennen::V,noemen,назвать
1179,rufen::V,roepen,звать
1180,prahlen::V,pralen,хвастаться
1181,übersetzen::V,vertalen,перевести
1182,denken::V,denken,думать
1183,glauben::V,geloven,верить
1184,bemerken::V,bemerken,заметить
1185,erkennen::V,herkennen,узнать
1186,begreifen::V,begrijpen,понять
1187,begreifen::V,begrijpen,постичь
1188,verstehen::V,verstaan,услышать
1189,lernen::V,leren,учиться
1190,wissen::V,weten,знать
1191,sich erinnern an::V,zich herinneren aan,вспомнить
1192,vergessen::V,vergeten,забыть
1193,messen::V,meten,мерить
1194,zählen::V,tellen,считать
1195,rechnen::V,rekenen,считать
1196,lesen::V,lezen,читать
1197,malen::V,schilderen,рисовать
1198,zeichnen::V,tekenen,рисовать
1199,schreiben::V,schrijven,писать
1200,besitzen::V,bezitten,иметь
1201,kaufen::V,kopen,купить
1202,verkaufen::V,verkopen,продать
1203,bezahlen::V,betalen,заплатить
1204,zahlen::V,betalen,платить
1205,beherrschen::V,beheersen,владеть
1206,ertragen::V,verdragen,вытерпеть
