,Concept_ID,sv,uk
858,erscheinen::V,visa sig,з’явитися
859,verschwinden::V,försvinna,щезнути
860,verschwinden::V,försvinna,зникнути
861,sinken::V,sjunka,спадати
862,abnehmen::V,avta,поменшитися
863,abnehmen::V,minskas,поменшитися
864,zunehmen::V,tilltaga,збільшуватися
865,steigen::V,stiga,підніматися
866,wachsen::V,växa,рости
867,glänzen::V,glimma,блищати
868,funkeln::V,tindra,блискати
869,funkeln::V,gnistra,блискати
870,lärmen::V,bråka,шуміти
871,lärmen::V,väsnas,шуміти
872,läuten::V,ringa,дзвонити
873,klingeln::V,ringa,дзвонити
874,klirren::V,klirra,дзвякати
875,brausen::V,brusa,бушувати
876,rauschen::V,susa,шелестіти
877,klingen::V,låta,лунати
878,klingen::V,låta,звучати
879,klingen::V,klinga,лунати
880,klingen::V,klinga,звучати
881,bellen::V,skälla,гавкати
882,heulen::V,yla,вити
883,heulen::V,tjuta,вити
884,blasen::V,blåsa,дунути
885,pfeifen::V,vissla,свистіти
886,schreien::V,skrika,кричати
887,stöhnen::V,stöna,стогнати
888,zittern::V,darra,тремтіти
889,zittern::V,skälva,тремтіти
890,leben::V,leva,жити
891,geboren werden::V,födas,народитися
892,atmen::V,andas,дихати
893,trinken::V,dricka,пити
894,essen::V,äta,їсти
895,schlucken::V,svälja,ковтати
896,müde werden::V,tröttna,втомитися
897,einschlafen::V,somna,заснути
898,schlafen::V,sova,спати
899,aufwachen::V,vakna,прокинутися
900,aufstehen::V,stiga upp,встати
901,sich erholen::V,repa sig,відпочивати
902,sich erholen::V,hämta sig,відпочивати
903,krank werden::V,insjukna,захворіти
904,krank sein::V,vara sjuk,хворіти
905,schmerzen::V,smärta,боліти
906,schmerzen::V,göra ont,боліти
907,husten::V,hosta,кашляти
908,genesen::V,tillfriskna,одужати
909,genesen::V,tillfriskna,видужати
910,sterben::V,dö,померти
911,umkommen::V,omkomma,згинути
912,sich bewegen::V,röra sig,рухатися
913,sich rühren::V,röra på sig,ворушитися
914,sich erheben::V,resa sig,встати
915,sich setzen::V,sätta sig,сісти
916,hinfallen::V,falla omkull,упасти
917,laufen::V,löpa,ходити
918,schreiten::V,skrida,крокувати
919,spazierengehen::V,promenera,гуляти
920,eilen::V,ila,спішити
921,sich beeilen::V,skynda sig,поспішати
922,sausen::V,susa,мчатися
923,rennen::V,löpa,бігати
924,rennen::V,springa,бігати
925,springen::V,hoppa,скакати
926,springen::V,hoppa,стрибати
927,klettern::V,klättra,лазити
928,schaukeln::V,gunga,гойдатися
929,kriechen::V,kräla,повзати
930,schwimmen::V,simma,пливти
931,schwimmen::V,simma,плавати
932,tauchen::V,dyka,пірнати
933,rudern::V,ro,гребти
934,rudern::V,ro,веслувати
935,fahren::V,köra,їхати
936,fliegen::V,flyga,літати
937,gehen::V,gå,іти
938,weggehen::V,gå bort,піти
939,abfahren::V,resa,від’їхати
940,abfahren::V,resa,відправитися
941,abfahren::V,avresa,від’їхати
942,abfahren::V,avresa,відправитися
943,anhalten::V,stanna,зупинитися
944,hineingehen::V,gå in,входити
945,eintreten::V,träda in,увійти
946,kommen::V,komma,прийти
947,ankommen::V,ankomma,прибути
948,zurückkommen::V,återkomma,повернутися
949,bleiben::V,bli,залишитися
950,bleiben::V,förbli,залишитися
951,warten::V,vänta,чекати
952,erwarten::V,vänta,чекати
953,suchen::V,leta,шукати
954,finden::V,finna,знайти
955,versuchen::V,försöka,випробовувати
956,vorbereiten::V,förbereda,підготувати
957,lieben::V,älska,любити
958,mögen::V,tycka om,любити
959,mögen::V,tycka om,подобатися
960,lachen::V,skratta,сміятися
961,rühren::V,röra,розчулити
962,weinen::V,gråta,плакати
963,schimpfen::V,skälla,лаятися
964,sich ärgern::V,förargas,сердитися
965,sich fürchten::V,vara rädd,боятися
966,fürchten::V,frukta,боятися
967,fliehen::V,fly,тікати
968,fliehen::V,rymma,тікати
969,flüchten::V,fly,утекти
970,sehen::V,se,бачити
971,anschauen::V,se på,поглянути
972,anschauen::V,betrakta,поглянути
973,ansehen::V,åse,дивитися на
974,hören::V,höra,чути
975,zuhören::V,höra på,слухати
976,zuhören::V,lyssna till,слухати
977,probieren::V,smaka,покуштувати
978,probieren::V,smaka på,покуштувати
979,riechen::V,lukta,нюхати
980,fühlen::V,känna,відчувати
981,scheinen::V,verka,здаватися
982,scheinen::V,tyckas,здаватися
983,zu sehen sein::V,synas,виднітися
984,zu sehen sein::V,kunna ses,виднітися
985,vernehmen::V,få veta,почути
986,vernehmen::V,förnimma,почути
987,frieren::V,frysa,мерзнути
988,tun::V,göra,робити
989,können::V,kunna,могти
990,wollen::V,vilja,хотіти
991,anfangen::V,börja,почати
992,beenden::V,avsluta,закінчити
993,aufhören::V,sluta,перестати
994,aufhören::V,upphöra,перестати
995,gelingen::V,lyckas,вдатися
996,geraten::V,bli,опинитися
997,öffnen::V,öppna,відкрити
998,schließen::V,låsa,закрити
999,schließen::V,stänga,закрити
1000,stellen::V,ställa,поставити
1001,setzen::V,sätta,посадити
1002,legen::V,lägga,класти
1003,berühren::V,beröra,чіпати
1004,verbinden::V,förbinda,зв’язати
1005,bedecken::V,täcka,покрити
1006,bedecken::V,betäcka,покрити
1007,aufhängen::V,hänga,повісити
1008,aufhängen::V,hänga upp,повісити
1009,anzünden::V,tända,запалити
1010,anzünden::V,antända,запалити
1011,anzünden::V,tända på,запалити
1012,aufheben::V,lyfta,підняти
1013,zurücklassen::V,lämna,залишити
1014,zurücklassen::V,efterlämna,залишити
1015,verlieren::V,mista,загубити
1016,verlieren::V,förlora,загубити
1017,fallen lassen::V,tappa,упустити
1018,fallen lassen::V,släppa,упустити
1019,machen::V,göra,зробити
1020,herstellen::V,tillverka,виготовити
1021,herstellen::V,framställa,виготовити
1022,bauen::V,bygga,будувати
1023,reparieren::V,reparera,лагодити
1024,verbessern::V,rätta,поліпшити
1025,verbessern::V,förbättra,поліпшити
1026,ändern::V,ändra,змінити
1027,ändern::V,förändra,змінити
1028,graben::V,gräva,копати
1029,beugen::V,böja,зігнути
1030,biegen::V,böja,погнути
1031,biegen::V,kröka,погнути
1032,drehen::V,vrida,вертіти
1033,wenden::V,vända,повернути
1034,umdrehen::V,vrida om,перевернути
1035,heben::V,häva,піднімати
1036,hochheben::V,lyfta,підняти
1037,ergreifen::V,gripa,схопити
1038,halten::V,hålla,тримати
1039,drücken::V,trycka,натискати
1040,schieben::V,skjuta,пхати
1041,schieben::V,skjuta,штовхати
1042,kratzen::V,riva,шкребти
1043,kratzen::V,skrapa,шкребти
1044,lecken::V,slicka,лизати
1045,beißen::V,bita,кусати
1046,abreißen::V,slita_av,відірвати
1047,abreißen::V,riva_av,відірвати
1048,abschneiden::V,skära av,відрізати
1049,binden::V,binda,в’язати
1050,stecken::V,sticka,увіткнути
1051,brechen::V,bryta,зламати
1052,brechen::V,brista,зламати
1053,klopfen::V,banka,стукати
1054,klopfen::V,klappa,стукати
1055,hauen::V,hugga,бити
1056,kleben::V,klistra,клеїти
1057,reiben::V,gnida,терти
1058,streichen::V,smörja,намазати
1059,schleifen::V,slipa,точити
1060,schneiden::V,skära,різати
1061,schneiden::V,klippa,різати
1062,rütteln::V,skaka,хитати
1063,schütteln::V,rista,трясти
1064,schwenken::V,svänga,махати
1065,schütten::V,hälla,налити
1066,füllen::V,fylla,наповнити
1067,einwickeln::V,slå in,загорнути
1068,einwickeln::V,veckla in,загорнути
1069,tragen::V,bära,нести
1070,schleppen::V,släpa,тягти
1071,ziehen::V,dra,тягнути
1072,aufbewahren::V,förvara,зберігати
1073,aufbewahren::V,ta vara på,зберігати
1074,werfen::V,kasta,кидати
1075,fangen::V,fånga,ловити
1076,packen::V,gripa,схопити
1077,packen::V,gripa tag,схопити
1078,verstecken::V,gömma,сховати
1079,teilen::V,dela,розділити
1080,schicken::V,skicka,посилати
1081,bringen::V,bringa,принести
1082,hinzufügen::V,tillägga,додати
1083,bekommen::V,få,дістати
1084,bekommen::V,erhålla,дістати
1085,erhalten::V,få,одержати
1086,erhalten::V,erhålla,одержати
1087,nehmen::V,ta,взяти
1088,nehmen::V,taga,взяти
1089,wählen::V,välja,вибрати
1090,auswählen::V,utvälja,відібрати
1091,bewahren::V,bevara,зберегти
1092,behindern::V,hindra,перешкоджати
1093,behindern::V,förhindra,перешкоджати
1094,verderben::V,förstöra,зіпсувати
1095,beschädigen::V,skada,зашкодити
1096,zerbrechen::V,bryta isär,розбити
1097,zerbrechen::V,bryta sönder,розбити
1098,zerreißen::V,riva sönder,розірвати
1099,zerreißen::V,slita sönder,розірвати
1100,zerstören::V,förstöra,зруйнувати
1101,verbrennen::V,bränna,спалити
1102,verbrennen::V,bränna upp,спалити
1103,geben::V,ge,дати
1104,reichen::V,räcka,передати
1105,schenken::V,skänka,дарувати
1106,versprechen::V,lova,обіцяти
1107,wünschen::V,önska,бажати
1108,loben::V,lova,хвалити
1109,loben::V,beröma,хвалити
1110,küssen::V,pussa,цілувати
1111,wiegen::V,vagga,качати
1112,zudecken::V,täcka,накрити
1113,wecken::V,väcka,розбудити
1114,zeigen::V,visa,показати
1115,führen::V,föra,вести
1116,lehren::V,lära,вчити
1117,unterrichten::V,undervisa,викладати
1118,aufziehen::V,uppfostra,виховати
1119,leiten::V,leda,керувати
1120,antreiben::V,driva på,підганяти
1121,lassen::V,få att,змусити
1122,einladen::V,bjuda,запросити
1123,einladen::V,inbjuda,запросити
1124,vereinigen::V,förena,об’єднати
1125,besuchen::V,besöka,завітати
1126,besuchen::V,besöka,відвідати
1127,treffen::V,möta,зустріти
1128,treffen::V,träffa,зустріти
1129,sich versammeln::V,församla sig,зібратися
1130,spielen::V,leka,грати
1131,spielen::V,spela,грати
1132,singen::V,sjunga,співати
1133,tanzen::V,dansa,танцювати
1134,sich trennen::V,skiljas,розлучитися
1135,verlassen::V,lämna,покинути
1136,verlassen::V,överge,покинути
1137,retten::V,rädda,врятувати
1138,bewachen::V,bevaka,охороняти
1139,schützen::V,skydda,уберігати
1140,schützen::V,beskydda,уберігати
1141,verteidigen::V,försvara,захистити
1142,sich schlagen::V,slåss,битися
1143,sich schlagen::V,slåss,дратися
1144,schießen::V,skjuta,стріляти
1145,siegen::V,segra,перемогти
1146,ärgern::V,förarga,сердити
1147,schlagen::V,slå,ударити
1148,treten::V,sparka,штовхати
1149,stechen::V,sticka,вколоти
1150,stoßen::V,stöta,штовхнути
1151,stehlen::V,stjäla,украсти
1152,stören::V,störa,перешкодити
1153,belästigen::V,genera,докучати
1154,belästigen::V,besvära,докучати
1155,verbergen::V,dölja,сховати
1156,täuschen::V,vilseleda,обдурити
1157,betrügen::V,bedra,зшахраювати
1158,töten::V,döda,убити
1159,wohnen::V,bo,жити
1160,wohnen::V,bo,мешкати
1161,arbeiten::V,arbeta,працювати
1162,sammeln::V,samla,зібрати
1163,pflücken::V,plocka,зривати
1164,jagen::V,jaga,полювати
1165,fischen::V,fiska,рибалити
1166,fassen::V,fånga,піймати
1167,hüten::V,vakta,пасти
1168,treiben::V,driva,гнати
1169,anbinden::V,binda fast,прив’язати
1170,füttern::V,fodra,годувати
1171,füttern::V,fodra,харчувати
1172,melken::V,mjölka,доїти
1173,hacken::V,hacka,рубати
1174,gießen::V,hälla,полити
1175,gießen::V,vattna,полити
1176,reifen::V,mogna,дозріти
1177,zubereiten::V,tillaga,зготовити
1178,zubereiten::V,tillaga,приготувати
1179,zubereiten::V,tillreda,зготовити
1180,zubereiten::V,tillreda,приготувати
1181,kochen::V,koka,варити
1182,kochen::V,koka,готувати
1183,backen::V,baka,пекти
1184,braten::V,steka,смажити
1185,umrühren::V,röra om,переміщати
1186,stricken::V,sticka,в’язати
1187,nähen::V,sy,шити
1188,färben::V,färga,пофарбувати
1189,reinigen::V,rensa,очистити
1190,reinigen::V,rengöra,очистити
1191,waschen::V,tvätta,мити
1192,abwischen::V,torka av,витерти
1193,spülen::V,spola,полоскати
1194,spülen::V,skölja,полоскати
1195,fegen::V,feja,підмітати
1196,kehren::V,sopa,мести
1197,baden::V,bada,купатися
1198,sich waschen::V,tvätta sig,митися
1199,ausziehen::V,ta av,зняти
1200,anziehen::V,ta på,надіти
1201,sich anziehen::V,klä på sig,одягтися
1202,sich anziehen::V,klä på sig,одягнутися
1203,kämmen::V,kamma,зачесати
1204,schmücken::V,pynta,оздобити
1205,schmücken::V,smycka,оздобити
1206,sagen::V,säga,сказати
1207,sprechen::V,tala,говорити
1208,reden::V,tala,розмовляти
1209,reden::V,prata,розмовляти
1210,sich unterhalten::V,prata,бесідувати
1211,fragen::V,fråga,запитати
1212,fragen::V,spörja,запитати
1213,bitten::V,be,просити
1214,erzählen::V,berätta,розповісти
1215,mitteilen::V,meddela,повідомити
1216,nennen::V,kalla,назвати
1217,rufen::V,ropa,кликати
1218,prahlen::V,pråla,хвалитися
1219,prahlen::V,skryta,хвалитися
1220,übersetzen::V,tolka,перекласти
1221,übersetzen::V,översätta,перекласти
1222,denken::V,tänka,думати
1223,denken::V,tänka,мислити
1224,glauben::V,tro,вірити
1225,bemerken::V,uppmärksamma,помітити
1226,bemerken::V,lägga märke till,помітити
1227,erkennen::V,känna igen,пізнати
1228,begreifen::V,begripa,осягнути
1229,verstehen::V,förstå,почути
1230,lernen::V,lära sig,навчатися
1231,wissen::V,veta,знати
1232,sich erinnern an::V,minnas,пам’ятати
1233,sich erinnern an::V,komma ihåg,пам’ятати
1234,vergessen::V,glömma,забути
1235,messen::V,mäta,міряти
1236,zählen::V,räkna,лічити
1237,rechnen::V,räkna,рахувати
1238,lesen::V,läsa,читати
1239,malen::V,måla,малювати
1240,zeichnen::V,teckna,рисувати
1241,schreiben::V,skriva,писати
1242,besitzen::V,äga,мати
1243,besitzen::V,besitta,мати
1244,kaufen::V,köpa,купити
1245,verkaufen::V,sälja,продати
1246,bezahlen::V,betala,заплатити
1247,zahlen::V,betala,платити
1248,beherrschen::V,behärska,володіти
1249,ertragen::V,tåla,витерпіти
1250,ertragen::V,uthärda,витерпіти
