,Concept_ID,xal,fr
814,hier::ADV,энд,ici
815,hier::ADV,энүнд,ici
816,hierhin::ADV,нааран,par ici
817,von hier::ADV,эндәс,d'ici
818,dort::ADV,тенд,là
819,dort::ADV,тенд,là-bas
820,dorthin::ADV,тиигән,y
821,dorthin::ADV,тиигән,par là
822,geradeaus::ADV,шуд,tout droit
823,vorwärts::ADV,уралан,en avant
824,rückwärts::ADV,гедргән,en arrière
825,zurück::ADV,хәрү,de retour
826,unten::ADV,дор,en bas
827,unten::ADV,дор,au-dessous
828,hinab::ADV,дор,en bas
829,hinab::ADV,дор,vers le bas
830,hinab::ADV,доракшан,en bas
831,hinab::ADV,доракшан,vers le bas
832,oben::ADV,деер,dessus
833,oben::ADV,деер,en haut
834,hinauf::ADV,өөдән,en haut
835,hinauf::ADV,өөдән,vers le haut
836,hinauf::ADV,деер,en haut
837,hinauf::ADV,деер,vers le haut
838,überall::ADV,альд болв чигн,partout
839,nicht::ADV,эс,ne ... pas
840,nicht::ADV,биш,ne ... pas
841,nicht::ADV,бичә,ne ... pas
842,ein wenig::ADV,баахн,un peu
843,ein wenig::ADV,баахнар,un peu
844,kaum::ADV,әрә,à peine
845,sehr::ADV,йир,très
846,so::ADV,иигҗ,si
847,so::ADV,иигҗ,ainsi
848,noch::ADV,ода чигн,encore
849,nur::ADV,һанцхн,seulement
850,nur::ADV,һанцхн,ne ... que
851,schon::ADV,одх,déjà
852,wieder::ADV,бас,de nouveau
853,vergebens::ADV,киидән,en vain
854,vor::PRP,урд,devant
855,hinter::PRP,ца,derrière
856,unter::PRP,дор,sous
857,unter::PRP,дор,au-dessous de
858,durch::PRP,ивт,par
859,durch::PRP,ивт,à travers
860,durch::PRP,дундаһур,par
861,durch::PRP,дундаһур,à travers
862,neben::PRP,хаҗуд,à côté de
863,zwischen::PRP,хоорнд,entre
864,wegen::PRP,көлтә,à cause de
865,wegen::PRP,деерәс,à cause de
866,dies::PRN,эн,ceci
867,das::PRN,тер,ce
868,das::PRN,тер,cela
869,alles::PRN,цуһар,tout
870,ich::PRN,би,je
871,ich::PRN,би,moi
872,du::PRN,чи,tu
873,du::PRN,чи,toi
874,er::PRN,тер,il
875,er::PRN,тер,lui
876,wir::PRN,мадн,nous
877,ihr::PRN,та,vous
878,sie::PRN,тедн,ils
879,sie::PRN,тедн,elles
880,was::FPRN,юн,que
881,was::FPRN,юн,quoi
882,wer::FPRN,кен,qui
883,wo::FADV,хама,où
884,wohin::FADV,хамаран,où
885,wie::FADV,яһҗ,comment
886,wie::FADV,яһад,comment
887,warum::FADV,юңгад,pourquoi
888,wieviel::FNUM,кедү,combien
889,eins::NUM,негн,un
890,zwei::NUM,хойр,deux
891,drei::NUM,һурвн,trois
892,vier::NUM,дөрвн,quatre
893,fünf::NUM,тавн,cinq
894,sechs::NUM,зурһан,six
895,sieben::NUM,долан,sept
896,acht::NUM,нәәмн,huit
897,neun::NUM,йисн,neuf
898,zehn::NUM,арвн,dix
899,elf::NUM,арвн негн,onze
900,zwölf::NUM,арвн хойр,douze
901,zwanzig::NUM,хөрн,vingt
902,dreißig::NUM,һучн,trente
903,vierzig::NUM,дөчн,quarante
904,fünfzig::NUM,тәвн,cinquante
905,sechzig::NUM,җирн,soixante
906,siebzig::NUM,далн,soixante-dix
907,achtzig::NUM,найн,quatre-vingt
908,neunzig::NUM,йирн,quatre-vingt-dix
909,hundert::NUM,зун,cent
910,tausend::NUM,миңһн,mille
911,und::CNJ,болн,et
912,oder::CNJ,эс гиҗ,ou
913,oder::CNJ,эс гихлә,ou
914,stehen::V,зогсх,être debout
915,sitzen::V,суух,être assis
916,liegen::V,кевтх,être couché
917,hängen::V,өлгәтә бәәх,pendre
918,werden::V,болх,devenir
919,passieren::V,болх,se passer
920,beginnen::V,эклх,commencer
921,enden::V,төгсх,finir
922,enden::V,төгсх,se terminer
923,wechseln::V,хүврх,changer
924,wechseln::V,хүврх,alterner
925,aufgehen[Sonne]::V,һарх,se lever
926,untergehen[Sonne]::V,орх,se coucher
927,untergehen[Sonne]::V,сүүрлх,se coucher
928,scheinen[Sonne]::V,герлтх,briller
929,donnern::V,күрҗңнх,tonner
930,wehen::V,сальклх,souffler
931,strömen::V,һооҗх,affluer
932,fließen::V,урсх,couler
933,sich drehen::V,эргх,tourner
934,schwanken::V,дәәвлх,osciller
935,schwanken::V,дәәвлх,chanceler
936,schwingen::V,нәәхлх,vibrer
937,schwingen::V,нәәхлх,osciller
938,fallen::V,унх,tomber
939,fallen::V,киисх,tomber
940,brennen::V,шатх,brûler
941,brennen::V,шатх,flamber
942,rauchen::V,ута һарһх,fumer
943,regnen::V,орх,pleuvoir
944,gefrieren::V,мөстх,geler
945,tauen::V,хәәлх,dégeler
946,schmelzen::V,хәәлх,fondre
947,schmelzen::V,хәәлгдх,fondre
948,trocknen::V,эврх,sécher
949,sieden::V,буслх,bouillir
950,faulen::V,үмкәрх,pourrir
951,faulen::V,үмкәрх,se putréfier
952,verfaulen::V,илҗрх,pourrir
953,reißen::V,тасрх,rompre
954,reißen::V,тасрх,se déchirer
955,versinken::V,чивх,s'enfoncer
956,vergehen::V,болх,passer
957,erscheinen::V,һарх,apparaître
958,verschwinden::V,уга болх,disparaître
959,sinken::V,татгдх,descendre
960,sinken::V,татгдх,s'abaisser
961,abnehmen::V,хасгдх,diminuer
962,zunehmen::V,өсх,augmenter
963,steigen::V,немх,monter
964,wachsen::V,өсх,croître
965,wachsen::V,урһх,croître
966,glänzen::V,гилвкх,briller
967,funkeln::V,цәклх,étinceler
968,lärmen::V,шууглдх,faire du bruit
969,läuten::V,хоңх,sonner
970,klingeln::V,җиңнулх,sonner
971,klirren::V,җиңнх,cliqueter
972,brausen::V,догшрхх,mugir
973,rauschen::V,сарҗңнх,bruire
974,klingen::V,ә һарх,sonner
975,bellen::V,хуцх,aboyer
976,heulen::V,уульх,hurler
977,blasen::V,үләх,souffler
978,pfeifen::V,ишкрх,siffler
979,schreien::V,хәәкрх,crier
980,stöhnen::V,түңшх,gémir
981,zittern::V,дагҗннх,trembler
982,leben::V,бәәх,vivre
983,geboren werden::V,төрх,naître
984,atmen::V,әмсхлх,respirer
985,trinken::V,уух,boire
986,essen::V,идх,manger
987,schlucken::V,зальгх,avaler
988,müde werden::V,көшх,se lasser
989,müde werden::V,көшх,se fatiguer
990,einschlafen::V,унтх,s'endormir
991,schlafen::V,нөөрсх,dormir
992,aufwachen::V,серх,se réveiller
993,aufstehen::V,босх,se lever
994,sich erholen::V,амрх,se reposer
995,sich erholen::V,амрх,se détendre
996,krank werden::V,гемтх,tomber malade
997,krank sein::V,шалтглх,être malade
998,schmerzen::V,өвдх,faire mal
999,husten::V,ханях,tousser
1000,genesen::V,эдгх,guérir
1001,genesen::V,эдгх,se remettre
1002,sterben::V,үкх,mourir
1003,sterben::V,өңгрх,mourir
1004,umkommen::V,үкх,périr
1005,sich bewegen::V,көдлх,bouger
1006,sich bewegen::V,көндрх,bouger
1007,sich rühren::V,көндрх,broncher
1008,sich erheben::V,босх,se lever
1009,sich setzen::V,суух,s'asseoir
1010,hinfallen::V,унх,tomber
1011,hinfallen::V,киисх,tomber
1012,laufen::V,йовх,marcher
1013,laufen::V,йовх,aller à pied
1014,schreiten::V,алхх,marcher
1015,spazierengehen::V,сергҗ йовх,se promener
1016,eilen::V,шулудх,courir
1017,sich beeilen::V,адһх,se hâter
1018,sich beeilen::V,адһх,se dépêcher
1019,sich beeilen::V,шамдх,se hâter
1020,sich beeilen::V,шамдх,se dépêcher
1021,sausen::V,хурдлх,filer
1022,sausen::V,йир_хурдар_гүүх,filer
1023,sausen::V,йир_хурдар_йовх,filer
1024,rennen::V,гүүх,courir
1025,springen::V,һәрәдх,sauter
1026,klettern::V,давшх,grimper
1027,schaukeln::V,дүүдңндх,se balancer
1028,kriechen::V,мөлкх,ramper
1029,schwimmen::V,усчх,nager
1030,tauchen::V,булхх,plonger
1031,rudern::V,хәәвдх,ramer
1032,fahren::V,йовх,aller
1033,fahren::V,йовх,rouler
1034,fliegen::V,нисх,voler
1035,gehen::V,йовх,aller
1036,weggehen::V,йовх,s'en aller
1037,weggehen::V,одх,s'en aller
1038,weggehen::V,һарх,s'en aller
1039,weggehen::V,мөрлх,s'en aller
1040,abfahren::V,мордх,partir
1041,anhalten::V,зогсх,s'arrêter
1042,hineingehen::V,орх,entrer
1043,eintreten::V,орх,entrer
1044,kommen::V,ирх,venir
1045,ankommen::V,ирх,arriver
1046,zurückkommen::V,орх,revenir
1047,bleiben::V,бәәх,rester
1048,bleiben::V,бәәх,demeurer
1049,warten::V,күләх,attendre
1050,erwarten::V,күләх,attendre
1051,suchen::V,хәәх,chercher
1052,finden::V,олх,trouver
1053,versuchen::V,седх,essayer
1054,vorbereiten::V,белдх,préparer
1055,lieben::V,дурлх,aimer
1056,mögen::V,таассгдх,aimer
1057,mögen::V,таассгдх,vouloir
1058,lachen::V,инәх,rire
1059,rühren::V,уйрах,toucher
1060,rühren::V,уйрах,attendrir
1061,weinen::V,уульх,pleurer
1062,schimpfen::V,харах,gronder
1063,sich ärgern::V,уурлх,se fâcher
1064,sich fürchten::V,әәх,avoir peur
1065,fürchten::V,әәх,craindre
1066,fürchten::V,әәх,avoir peur de
1067,fürchten::V,сүрдх,craindre
1068,fürchten::V,сүрдх,avoir peur de
1069,fliehen::V,зулх,fuir
1070,flüchten::V,орһх,s'enfuir
1071,flüchten::V,зулх,s'enfuir
1072,sehen::V,үзх,voir
1073,anschauen::V,харх,regarder
1074,ansehen::V,хәләх,regarder
1075,ansehen::V,үзх,regarder
1076,hören::V,соңсх,entendre
1077,zuhören::V,соңсх,écouter
1078,probieren::V,амсх,goûter
1079,riechen::V,үнрчлх,sentir
1080,fühlen::V,медх,sentir
1081,scheinen::V,болҗ медгдх,sembler
1082,scheinen::V,болҗ медгдх,paraître
1083,scheinen::V,миниһәр болхла,sembler
1084,scheinen::V,миниһәр болхла,paraître
1085,scheinen::V,болад бәәх,sembler
1086,scheinen::V,болад бәәх,paraître
1087,zu sehen sein::V,үзгдх,se voir
1088,zu sehen sein::V,үзгдх,être visible
1089,vernehmen::V,соңсх,entendre
1090,vernehmen::V,соңсх,percevoir
1091,frieren::V,даарх,avoir froid
1092,tun::V,кех,faire
1093,können::V,чадх,savoir
1094,können::V,чадх,pouvoir
1095,wollen::V,дурлх,vouloir
1096,anfangen::V,эклх,commencer
1097,beenden::V,дуусх,finir
1098,beenden::V,дуусх,terminer
1099,aufhören::V,уурх,cesser
1100,aufhören::V,уурх,arrêter
1101,gelingen::V,бүтх,réussir
1102,gelingen::V,күцәх,réussir
1103,geraten::V,болх,réussir
1104,öffnen::V,секх,ouvrir
1105,schließen::V,хаах,fermer
1106,stellen::V,тәвх,poser
1107,stellen::V,тәвх,mettre
1108,setzen::V,суулһх,placer
1109,legen::V,тәвх,placer
1110,berühren::V,көндәх,toucher
1111,verbinden::V,боох,lier
1112,bedecken::V,хучх,couvrir
1113,bedecken::V,бүркх,couvrir
1114,aufhängen::V,өлгх,accrocher
1115,anzünden::V,асах,allumer
1116,anzünden::V,шатах,allumer
1117,aufheben::V,өөдән өргх,ramasser
1118,zurücklassen::V,үлдәх,laisser
1119,verlieren::V,геех,perdre
1120,fallen lassen::V,алдх,lâcher
1121,fallen lassen::V,алдх,laisser tomber
1122,machen::V,кех,faire
1123,herstellen::V,кех,produire
1124,herstellen::V,кех,fabriquer
1125,bauen::V,тосхх,bâtir
1126,bauen::V,тосхх,construire
1127,reparieren::V,ясх,réparer
1128,verbessern::V,сәәрүлх,améliorer
1129,ändern::V,хүврәх,changer
1130,ändern::V,хүврәх,modifier
1131,graben::V,малтх,creuser
1132,beugen::V,нуһлх,plier
1133,beugen::V,нуһлх,ployer
1134,biegen::V,матилһх,courber
1135,drehen::V,эргүлх,tordre
1136,drehen::V,эргүлх,tourner
1137,wenden::V,көмрх,retourner
1138,wenden::V,эргүлх,retourner
1139,umdrehen::V,эргүлх,tourner
1140,heben::V,өргх,soulever
1141,heben::V,деер өргх,soulever
1142,hochheben::V,өргх,lever
1143,ergreifen::V,бәрх,saisir
1144,ergreifen::V,бәрх,prendre
1145,halten::V,бәрх,tenir
1146,drücken::V,шахх,presser
1147,schieben::V,түлкх,pousser
1148,kratzen::V,мааҗх,gratter
1149,kratzen::V,мааҗх,égratigner
1150,lecken::V,долах,lécher
1151,beißen::V,хазх,mordre
1152,abreißen::V,таслх,arracher
1153,abschneiden::V,тәәрх,couper
1154,binden::V,боох,lier
1155,binden::V,боох,attacher
1156,stecken::V,шаах,enfoncer
1157,stecken::V,хатхх,enfoncer
1158,brechen::V,хамхлх,rompre
1159,klopfen::V,цокх,frapper
1160,hauen::V,цокх,frapper
1161,kleben::V,наах,coller
1162,reiben::V,зүлгх,frotter
1163,streichen::V,наах,empâter
1164,streichen::V,лашх,empâter
1165,streichen::V,түркх,empâter
1166,schleifen::V,хурцлх,affiler
1167,schleifen::V,хурцлх,aiguiser
1168,schneiden::V,хәәчлх,couper
1169,schneiden::V,хәәчлх,trancher
1170,rütteln::V,дәәвлүлх,cahoter
1171,schütteln::V,сегсрх,secouer
1172,schwenken::V,дайлх,agiter
1173,schütten::V,кех,verser
1174,füllen::V,дүүргх,remplir
1175,einwickeln::V,орах,envelopper
1176,tragen::V,зөөх,porter
1177,schleppen::V,чирх,traîner
1178,ziehen::V,татх,tirer
1179,aufbewahren::V,хадһлх,garder
1180,aufbewahren::V,хадһлх,conserver
1181,werfen::V,хайх,jeter
1182,werfen::V,хайх,lancer
1183,fangen::V,бәрх,attraper
1184,fangen::V,хавлх,attraper
1185,packen::V,бәрх,agripper
1186,verstecken::V,дүрх,cacher
1187,verstecken::V,бултулх,cacher
1188,teilen::V,хувах,diviser
1189,schicken::V,илгәх,envoyer
1190,bringen::V,авч ирх,apporter
1191,hinzufügen::V,немх,ajouter
1192,bekommen::V,авх,obtenir
1193,erhalten::V,авх ,recevoir
1194,nehmen::V,авх,prendre
1195,wählen::V,шүүх,choisir
1196,auswählen::V,шүүх,choisir
1197,auswählen::V,шүүх,sélectionner
1198,bewahren::V,хадһлх,préserver
1199,bewahren::V,кевтнь үлдәх,préserver
1200,bewahren::V,кевтнь бәәлһх,préserver
1201,behindern::V,харшлх,gêner
1202,verderben::V,үрәх,gâter
1203,verderben::V,үрәх,corrompre
1204,beschädigen::V,эвдх,endommager
1205,zerbrechen::V,күүлх,casser
1206,zerbrechen::V,хамхлх,casser
1207,zerreißen::V,шуучх,déchirer
1208,zerstören::V,эвдх,détruire
1209,verbrennen::V,шатах,brûler
1210,geben::V,өгх,donner
1211,reichen::V,өгх,tendre
1212,schenken::V,белглх,offrir
1213,versprechen::V,амлх,promettre
1214,wünschen::V,сә хәәх,souhaiter
1215,loben::V,магтх,louer
1216,küssen::V,үмсх,embrasser
1217,wiegen::V,саатулх,bercer
1218,zudecken::V,бүркх,couvrir
1219,wecken::V,серүлх,éveiller
1220,wecken::V,серүлх,réveiller
1221,zeigen::V,үзүлх,montrer
1222,zeigen::V,үзүлх,faire voir
1223,führen::V,көтлх,guider
1224,lehren::V,заах,apprendre
1225,lehren::V,сурһх,apprendre
1226,unterrichten::V,сурһх,instruire
1227,unterrichten::V,багшлх,instruire
1228,aufziehen::V,өскәх,élever
1229,leiten::V,һардх,diriger
1230,leiten::V,һардх,conduire
1231,leiten::V,толһалх,diriger
1232,leiten::V,толһалх,conduire
1233,antreiben::V,шамдах,pousser
1234,lassen::V,күч үзүлх,faire
1235,einladen::V,үрх,inviter
1236,vereinigen::V,хамцулх,unir
1237,vereinigen::V,хамцулх,réunir
1238,besuchen::V,одх,visiter
1239,besuchen::V,одх,aller voir
1240,treffen::V,харһх,rencontrer
1241,sich versammeln::V,цуглрх,s'assembler
1242,sich versammeln::V,хурх,s'assembler
1243,spielen::V,наадх,jouer
1244,singen::V,дуулх,chanter
1245,tanzen::V,биилх,danser
1246,sich trennen::V,хаһцх,se séparer
1247,verlassen::V,хайх,quitter
1248,retten::V,әм аврх,sauver
1249,retten::V,әәмшгәс харсх,sauver
1250,bewachen::V,харх,garder
1251,bewachen::V,манх,garder
1252,schützen::V,харсх,protéger
1253,verteidigen::V,харсх,défendre
1254,sich schlagen::V,гүвдлдх,se taper
1255,schießen::V,хах,tirer
1256,siegen::V,диилх,vaincre
1257,ärgern::V,уурлулх,agacer
1258,schlagen::V,цокх,battre
1259,schlagen::V,цокх,frapper
1260,schlagen::V,гүвдх,battre
1261,schlagen::V,гүвдх,frapper
1262,stechen::V,хатхх,piquer
1263,stoßen::V,түлкчкх,heurter
1264,stehlen::V,хулхалх,voler
1265,stören::V,һә болх,gêner
1266,stören::V,һә болх,déranger
1267,belästigen::V,амр эс өгх,molester
1268,belästigen::V,амр эс өгх,importuner
1269,verbergen::V,нуух,cacher
1270,verbergen::V,нуух,dissimuler
1271,verbergen::V,бултулх,cacher
1272,verbergen::V,бултулх,dissimuler
1273,täuschen::V,меклх,abuser
1274,täuschen::V,меклх,tromper
1275,betrügen::V,меклх,duper
1276,betrügen::V,меклх,frauder
1277,betrügen::V,мек һарһх,duper
1278,betrügen::V,мек һарһх,frauder
1279,töten::V,алх,tuer
1280,wohnen::V,бәәх,habiter
1281,wohnen::V,бәәх,demeurer
1282,arbeiten::V,көдлх,travailler
1283,sammeln::V,түүх,collectionner
1284,pflücken::V,түүх,cueillir
1285,pflücken::V,хурах,cueillir
1286,jagen::V,аңнх,chasser
1287,jagen::V,аңһучлх,chasser
1288,fischen::V,заһс аңнх,pêcher
1289,fassen::V,бәрх,capturer
1290,hüten::V,хәрүлх,garder
1291,treiben::V,туух,mener
1292,anbinden::V,уйх,attacher
1293,füttern::V,теҗәх,faire manger
1294,melken::V,саах,traire
1295,hacken::V,чавчх,fendre
1296,gießen::V,услх,arroser
1297,reifen::V,болх,mûrir
1298,reifen::V,болвсрх,mûrir
1299,zubereiten::V,белдх,préparer
1300,kochen::V,чанх,cuire
1301,kochen::V,болһх,cuire
1302,backen::V,болһх,cuire
1303,braten::V,хуурх,rôtir
1304,umrühren::V,самрх,remuer
1305,stricken::V,өлгх,tricoter
1306,nähen::V,уйх,coudre
1307,färben::V,будх,teindre
1308,reinigen::V,цеврлх,nettoyer
1309,waschen::V,уһах,laver
1310,abwischen::V,арчх,essuyer
1311,spülen::V,зәәлх,rincer
1312,fegen::V,сәвүрдх,balayer
1313,kehren::V,сәвүрдх,balayer
1314,baden::V,өөмх,se baigner
1315,sich waschen::V,уһах,se laver
1316,sich waschen::V,бийән уһаҗ,se laver
1317,ausziehen::V,тәәлх,ôter
1318,ausziehen::V,тәәлх,enlever
1319,anziehen::V,өмсх,mettre
1320,sich anziehen::V,хувцлх,s'habiller
1321,kämmen::V,самлх,peigner
1322,schmücken::V,чимх,orner
1323,schmücken::V,чимх,décorer
1324,schmücken::V,кеерүлх,orner
1325,schmücken::V,кеерүлх,décorer
1326,sagen::V,келх,dire
1327,sprechen::V,келх,parler
1328,reden::V,күүндх,parler
1329,reden::V,күр_кех,parler
1330,sich unterhalten::V,күүндх,bavarder
1331,sich unterhalten::V,күүндх,s'entretenir
1332,fragen::V,сурх,demander
1333,bitten::V,эрх,prier
1334,erzählen::V,келх,raconter
1335,erzählen::V,келҗ өгх,raconter
1336,mitteilen::V,медүлх,communiquer
1337,nennen::V,нерәдх,nommer
1338,nennen::V,нерәдх,appeler
1339,nennen::V,нер өгх,nommer
1340,nennen::V,нер өгх,appeler
1341,rufen::V,дуудх,appeler
1342,prahlen::V,көөрх,se vanter
1343,übersetzen::V,орчулх,traduire
1344,denken::V,санх,penser
1345,glauben::V,шүтх,croire
1346,glauben::V,нәәлх,croire
1347,bemerken::V,темдглх,remarquer
1348,bemerken::V,темдглх,apercevoir
1349,erkennen::V,таньх,reconnaître
1350,erkennen::V,медх,reconnaître
1351,begreifen::V,медх,concevoir
1352,verstehen::V,соңсх,entendre
1353,verstehen::V,соңсх,comprendre
1354,lernen::V,сурх,apprendre
1355,wissen::V,медх,savoir
1356,sich erinnern an::V,санх,se souvenir de
1357,vergessen::V,мартх,oublier
1358,messen::V,кемҗәлх,mesurer
1359,zählen::V,тоолх,compter
1360,rechnen::V,тоолх,calculer
1361,lesen::V,умшх,lire
1362,malen::V,зурх,peindre
1363,zeichnen::V,зурх,dessiner
1364,schreiben::V,бичх,écrire
1365,besitzen::V,эзлх,posséder
1366,kaufen::V,хулдҗ авх,acheter
1367,verkaufen::V,хулдх,vendre
1368,verkaufen::V,гүүлгх,vendre
1369,bezahlen::V,өгх,payer
1370,zahlen::V,өгх,payer
1371,beherrschen::V,эзлх,dominer
1372,beherrschen::V,эзлх,maîtriser
1373,ertragen::V,даах,tolérer
1374,ertragen::V,даах,supporter
1375,treten::V,,botter
1376,treten::V,,donner un coup de pied à
