,Concept_ID,en,ja
890,beenden::V,finish,終える
891,aufhören::V,stop,止める
892,gelingen::V,succeed,成功する
893,geraten::V,turn out,当たる
894,öffnen::V,open,開く
895,öffnen::V,open,開ける
896,schließen::V,close,閉める
897,stellen::V,put,置く
898,stellen::V,put,据える
899,setzen::V,place,座らせる
900,legen::V,lay,置く
901,berühren::V,touch,触る
902,berühren::V,touch,触れる
903,verbinden::V,connect,結びつける
904,bedecken::V,cover,覆う
905,aufhängen::V,hang up,掛ける
906,anzünden::V,light,燃やす
907,anzünden::V,light,火をつける
908,aufheben::V,pick up,拾う
909,zurücklassen::V,leave,残す
910,verlieren::V,lose,無くす
911,fallen lassen::V,drop,落とす
912,machen::V,make,作る
913,herstellen::V,produce,製造する
914,bauen::V,build,建設する
915,reparieren::V,mend,直す
916,reparieren::V,mend,修理する
917,verbessern::V,improve,改良する
918,ändern::V,alter,変える
919,graben::V,dig,掘る
920,beugen::V,bow,折る
921,biegen::V,bend,曲げる
922,drehen::V,spin,回す
923,wenden::V,turn,裏返す
924,umdrehen::V,turn around,裏返す
925,heben::V,raise,挙げる
926,hochheben::V,lift,持ち上げる
927,ergreifen::V,seize,取り上げる
928,halten::V,hold,持つ
929,drücken::V,press,押す
930,schieben::V,push,ずらす
931,kratzen::V,scrape,引っ掻く
932,lecken::V,lick,なめる
933,beißen::V,bite,噛む
934,abreißen::V,tear off,剝ぎ取る
935,abschneiden::V,cut off,切り取る
936,binden::V,tie,縛る
937,stecken::V,stick,差し込む
938,brechen::V,break,破る
939,klopfen::V,knock,とんとん叩く
940,hauen::V,hit,叩く
941,kleben::V,glue,貼る
942,kleben::V,glue,くっ付ける
943,reiben::V,rub,擦る
944,streichen::V,spread,塗る
945,schleifen::V,grind,研ぐ
946,schneiden::V,cut,切る
947,rütteln::V,jolt,揺さぶる
948,schütteln::V,shake,振る
949,schütteln::V,shake,揺さぶる
950,schwenken::V,swing,振る
951,schütten::V,pour,注ぐ
952,füllen::V,fill,いっぱいにする
953,einwickeln::V,wrap,包む
954,tragen::V,carry,運ぶ
955,schleppen::V,drag,引きずる
956,ziehen::V,pull,引く
957,aufbewahren::V,keep,預かる
958,werfen::V,throw,投げる
959,fangen::V,catch,受ける
960,packen::V,grab,掴む
961,verstecken::V,hide,隠す
962,teilen::V,divide,分ける
963,schicken::V,send,送る
964,bringen::V,bring,持って行く
965,hinzufügen::V,add,加える
966,bekommen::V,get,得る
967,erhalten::V,receive,受ける
968,nehmen::V,take,取る
969,wählen::V,choose,選ぶ
970,auswählen::V,select,選ぶ
971,bewahren::V,preserve,保存する
972,behindern::V,hinder,妨害する
973,verderben::V,spoil,台無しにする
974,beschädigen::V,damage,損傷する
975,zerbrechen::V,break,割る
976,zerreißen::V,tear,引き裂く
977,zerstören::V,destroy,破壊する
978,verbrennen::V,burn,焼く
979,geben::V,give,上げる
980,reichen::V,hand,渡す
981,schenken::V,give,贈る
982,versprechen::V,promise,約束する
983,wünschen::V,wish,望む
984,loben::V,praise,褒める
985,küssen::V,kiss,キスする
986,wiegen::V,rock,揺する
987,zudecken::V,cover,覆う
988,wecken::V,wake,起こす
989,zeigen::V,show,見せる
990,führen::V,guide,案内する
991,lehren::V,teach,教える
992,unterrichten::V,instruct,通知する
993,aufziehen::V,bring up,育てる
994,leiten::V,lead,導く
995,antreiben::V,urge,励ます
996,lassen::V,let,～させる
997,einladen::V,invite,誘う
998,einladen::V,invite,招待する
999,vereinigen::V,unite,一つにする
1000,besuchen::V,visit,訪ねる
1001,treffen::V,meet,出会う
1002,sich versammeln::V,assemble,集まる
1003,spielen::V,play,遊ぶ
1004,singen::V,sing,歌う
1005,tanzen::V,dance,踊る
1006,sich trennen::V,separate,別れる
1007,verlassen::V,leave,別れる
1008,retten::V,rescue,救う
1009,retten::V,rescue,助ける
1010,bewachen::V,guard,見張る
1011,bewachen::V,guard,軽微する
1012,schützen::V,protect,保護する
1013,verteidigen::V,defend,守る
1014,sich schlagen::V,brawl,殴る
1015,schießen::V,shoot,撃つ
1016,siegen::V,win,勝つ
1017,ärgern::V,annoy,怒らせる
1018,schlagen::V,beat,殴る
1019,treten::V,kick,蹴る
1020,stechen::V,sting,突く
1021,stoßen::V,shove,突く
1022,stehlen::V,steal,盗る
1023,stören::V,disturb,構う
1024,belästigen::V,bother,邪魔する
1025,verbergen::V,conceal,隠す
1026,täuschen::V,deceive,だます
1027,betrügen::V,cheat,だます
1028,töten::V,kill,殺す
1029,wohnen::V,dwell,住む
1030,arbeiten::V,work,働く
1031,sammeln::V,gather,集める
1032,sammeln::V,gather,収集する
1033,pflücken::V,pick,摘む
1034,jagen::V,hunt,狩りをする
1035,fischen::V,fish,釣る
1036,fassen::V,catch,捕る
1037,hüten::V,herd,放牧する
1038,treiben::V,drive,追う
1039,anbinden::V,tie up,繋ぐ
1040,füttern::V,feed,餌をやる
1041,melken::V,milk,搾乳する
1042,hacken::V,chop,刻む
1043,gießen::V,water,水をやる
1044,reifen::V,ripen,熟す
1045,zubereiten::V,cook,調理する
1046,kochen::V,boil,煮る
1047,backen::V,bake,焼く
1048,braten::V,fry,焼く
1049,braten::V,fry,炒める
1050,umrühren::V,stir,混ぜる
1051,stricken::V,knit,編む
1052,nähen::V,sew,縫う
1053,färben::V,dye,染める
1054,reinigen::V,clean,掃除する
1055,waschen::V,wash,洗う
1056,waschen::V,wash,洗濯する
1057,abwischen::V,wipe,拭く
1058,spülen::V,rinse,洗う
1059,spülen::V,rinse,すすぐ
1060,fegen::V,sweep,掃除する
1061,kehren::V,sweep,掃く
1062,baden::V,bath,入浴する
1063,sich waschen::V,wash,洗う
1064,ausziehen::V,take off,脱ぐ
1065,anziehen::V,put on,着る
1066,sich anziehen::V,get dressed,着る
1067,kämmen::V,comb,梳く
1068,schmücken::V,decorate,飾る
1069,sagen::V,say,言う
1070,sprechen::V,speak,話す
1071,reden::V,talk,話す
1072,sich unterhalten::V,chat,話をする
1073,fragen::V,ask,聞く
1074,bitten::V,request,頼む
1075,bitten::V,request,お願いする
1076,erzählen::V,tell,物語る
1077,mitteilen::V,convey,伝える
1078,nennen::V,name,名づける
1079,rufen::V,call,呼ぶ
1080,prahlen::V,brag,自慢する
1081,übersetzen::V,translate,訳す
1082,denken::V,think,考える
1083,glauben::V,believe,信じる
1084,bemerken::V,notice,気が付く
1085,erkennen::V,recognize,認識する
1086,begreifen::V,grasp,分かる
1087,verstehen::V,understand,聞き取る
1088,lernen::V,learn,学ぶ
1089,lernen::V,learn,勉強する
1090,wissen::V,know,知っている
1091,sich erinnern an::V,remember,思い出す
1092,vergessen::V,forget,忘れる
1093,messen::V,measure,計る
1094,messen::V,measure,測定する
1095,zählen::V,count,数える
1096,rechnen::V,calculate,計算する
1097,lesen::V,read,読む
1098,malen::V,paint,描く
1099,zeichnen::V,draw,写生する
1100,schreiben::V,write,書く
1101,besitzen::V,own,所持する
1102,kaufen::V,buy,買う
1103,verkaufen::V,sell,売る
1104,bezahlen::V,pay for,払う
1105,zahlen::V,pay,支払う
1106,beherrschen::V,rule,支配する
1107,ertragen::V,endure,耐える
