,Concept_ID,en,sv
899,suchen::V,look for,leta
900,finden::V,find,finna
901,versuchen::V,try,försöka
902,vorbereiten::V,prepare,förbereda
903,lieben::V,love,älska
904,mögen::V,like,tycka om
905,lachen::V,laugh,skratta
906,rühren::V,move,röra
907,weinen::V,weep,gråta
908,schimpfen::V,grumble,skälla
909,sich ärgern::V,be annoyed,förargas
910,sich fürchten::V,be afraid,vara rädd
911,fürchten::V,be afraid of,frukta
912,fliehen::V,flee,fly
913,fliehen::V,flee,rymma
914,flüchten::V,escape,fly
915,sehen::V,see,se
916,anschauen::V,look at,se på
917,anschauen::V,look at,betrakta
918,ansehen::V,watch,åse
919,hören::V,hear,höra
920,zuhören::V,listen,höra på
921,zuhören::V,listen,lyssna till
922,probieren::V,taste,smaka
923,probieren::V,taste,smaka på
924,riechen::V,smell,lukta
925,fühlen::V,feel,känna
926,scheinen::V,seem,verka
927,scheinen::V,seem,tyckas
928,zu sehen sein::V,show,synas
929,zu sehen sein::V,show,kunna ses
930,vernehmen::V,hear,få veta
931,vernehmen::V,hear,förnimma
932,frieren::V,be cold,frysa
933,tun::V,do,göra
934,können::V,can,kunna
935,wollen::V,want,vilja
936,anfangen::V,start,börja
937,beenden::V,finish,avsluta
938,aufhören::V,stop,sluta
939,aufhören::V,stop,upphöra
940,gelingen::V,succeed,lyckas
941,geraten::V,turn out,bli
942,öffnen::V,open,öppna
943,schließen::V,close,låsa
944,schließen::V,close,stänga
945,stellen::V,put,ställa
946,setzen::V,place,sätta
947,legen::V,lay,lägga
948,berühren::V,touch,beröra
949,verbinden::V,connect,förbinda
950,bedecken::V,cover,täcka
951,bedecken::V,cover,betäcka
952,aufhängen::V,hang up,hänga
953,aufhängen::V,hang up,hänga upp
954,anzünden::V,light,tända
955,anzünden::V,light,antända
956,anzünden::V,light,tända på
957,aufheben::V,pick up,lyfta
958,zurücklassen::V,leave,lämna
959,zurücklassen::V,leave,efterlämna
960,verlieren::V,lose,mista
961,verlieren::V,lose,förlora
962,fallen lassen::V,drop,tappa
963,fallen lassen::V,drop,släppa
964,machen::V,make,göra
965,herstellen::V,produce,tillverka
966,herstellen::V,produce,framställa
967,bauen::V,build,bygga
968,reparieren::V,mend,reparera
969,verbessern::V,improve,rätta
970,verbessern::V,improve,förbättra
971,ändern::V,alter,ändra
972,ändern::V,alter,förändra
973,graben::V,dig,gräva
974,beugen::V,bow,böja
975,biegen::V,bend,böja
976,biegen::V,bend,kröka
977,drehen::V,spin,vrida
978,wenden::V,turn,vända
979,umdrehen::V,turn around,vrida om
980,heben::V,raise,häva
981,hochheben::V,lift,lyfta
982,ergreifen::V,seize,gripa
983,halten::V,hold,hålla
984,drücken::V,press,trycka
985,schieben::V,push,skjuta
986,kratzen::V,scrape,riva
987,kratzen::V,scrape,skrapa
988,lecken::V,lick,slicka
989,beißen::V,bite,bita
990,abreißen::V,tear off,slita_av
991,abreißen::V,tear off,riva_av
992,abschneiden::V,cut off,skära av
993,binden::V,tie,binda
994,stecken::V,stick,sticka
995,brechen::V,break,bryta
996,brechen::V,break,brista
997,klopfen::V,knock,banka
998,klopfen::V,knock,klappa
999,hauen::V,hit,hugga
1000,kleben::V,glue,klistra
1001,reiben::V,rub,gnida
1002,streichen::V,spread,smörja
1003,schleifen::V,grind,slipa
1004,schneiden::V,cut,skära
1005,schneiden::V,cut,klippa
1006,rütteln::V,jolt,skaka
1007,schütteln::V,shake,rista
1008,schwenken::V,swing,svänga
1009,schütten::V,pour,hälla
1010,füllen::V,fill,fylla
1011,einwickeln::V,wrap,slå in
1012,einwickeln::V,wrap,veckla in
1013,tragen::V,carry,bära
1014,schleppen::V,drag,släpa
1015,ziehen::V,pull,dra
1016,aufbewahren::V,keep,förvara
1017,aufbewahren::V,keep,ta vara på
1018,werfen::V,throw,kasta
1019,fangen::V,catch,fånga
1020,packen::V,grab,gripa
1021,packen::V,grab,gripa tag
1022,verstecken::V,hide,gömma
1023,teilen::V,divide,dela
1024,schicken::V,send,skicka
1025,bringen::V,bring,bringa
1026,hinzufügen::V,add,tillägga
1027,bekommen::V,get,få
1028,bekommen::V,get,erhålla
1029,erhalten::V,receive,få
1030,erhalten::V,receive,erhålla
1031,nehmen::V,take,ta
1032,nehmen::V,take,taga
1033,wählen::V,choose,välja
1034,auswählen::V,select,utvälja
1035,bewahren::V,preserve,bevara
1036,behindern::V,hinder,hindra
1037,behindern::V,hinder,förhindra
1038,verderben::V,spoil,förstöra
1039,beschädigen::V,damage,skada
1040,zerbrechen::V,break,bryta isär
1041,zerbrechen::V,break,bryta sönder
1042,zerreißen::V,tear,riva sönder
1043,zerreißen::V,tear,slita sönder
1044,zerstören::V,destroy,förstöra
1045,verbrennen::V,burn,bränna
1046,verbrennen::V,burn,bränna upp
1047,geben::V,give,ge
1048,reichen::V,hand,räcka
1049,schenken::V,give,skänka
1050,versprechen::V,promise,lova
1051,wünschen::V,wish,önska
1052,loben::V,praise,lova
1053,loben::V,praise,beröma
1054,küssen::V,kiss,pussa
1055,wiegen::V,rock,vagga
1056,zudecken::V,cover,täcka
1057,wecken::V,wake,väcka
1058,zeigen::V,show,visa
1059,führen::V,guide,föra
1060,lehren::V,teach,lära
1061,unterrichten::V,instruct,undervisa
1062,aufziehen::V,bring up,uppfostra
1063,leiten::V,lead,leda
1064,antreiben::V,urge,driva på
1065,lassen::V,let,få att
1066,einladen::V,invite,bjuda
1067,einladen::V,invite,inbjuda
1068,vereinigen::V,unite,förena
1069,besuchen::V,visit,besöka
1070,treffen::V,meet,möta
1071,treffen::V,meet,träffa
1072,sich versammeln::V,assemble,församla sig
1073,spielen::V,play,leka
1074,spielen::V,play,spela
1075,singen::V,sing,sjunga
1076,tanzen::V,dance,dansa
1077,sich trennen::V,separate,skiljas
1078,verlassen::V,leave,lämna
1079,verlassen::V,leave,överge
1080,retten::V,rescue,rädda
1081,bewachen::V,guard,bevaka
1082,schützen::V,protect,skydda
1083,schützen::V,protect,beskydda
1084,verteidigen::V,defend,försvara
1085,sich schlagen::V,brawl,slåss
1086,schießen::V,shoot,skjuta
1087,siegen::V,win,segra
1088,ärgern::V,annoy,förarga
1089,schlagen::V,beat,slå
1090,treten::V,kick,sparka
1091,stechen::V,sting,sticka
1092,stoßen::V,shove,stöta
1093,stehlen::V,steal,stjäla
1094,stören::V,disturb,störa
1095,belästigen::V,bother,genera
1096,belästigen::V,bother,besvära
1097,verbergen::V,conceal,dölja
1098,täuschen::V,deceive,vilseleda
1099,betrügen::V,cheat,bedra
1100,töten::V,kill,döda
1101,wohnen::V,dwell,bo
1102,arbeiten::V,work,arbeta
1103,sammeln::V,gather,samla
1104,pflücken::V,pick,plocka
1105,jagen::V,hunt,jaga
1106,fischen::V,fish,fiska
1107,fassen::V,catch,fånga
1108,hüten::V,herd,vakta
1109,treiben::V,drive,driva
1110,anbinden::V,tie up,binda fast
1111,füttern::V,feed,fodra
1112,melken::V,milk,mjölka
1113,hacken::V,chop,hacka
1114,gießen::V,water,hälla
1115,gießen::V,water,vattna
1116,reifen::V,ripen,mogna
1117,zubereiten::V,cook,tillaga
1118,zubereiten::V,cook,tillreda
1119,kochen::V,boil,koka
1120,backen::V,bake,baka
1121,braten::V,fry,steka
1122,umrühren::V,stir,röra om
1123,stricken::V,knit,sticka
1124,nähen::V,sew,sy
1125,färben::V,dye,färga
1126,reinigen::V,clean,rensa
1127,reinigen::V,clean,rengöra
1128,waschen::V,wash,tvätta
1129,abwischen::V,wipe,torka av
1130,spülen::V,rinse,spola
1131,spülen::V,rinse,skölja
1132,fegen::V,sweep,feja
1133,kehren::V,sweep,sopa
1134,baden::V,bath,bada
1135,sich waschen::V,wash,tvätta sig
1136,ausziehen::V,take off,ta av
1137,anziehen::V,put on,ta på
1138,sich anziehen::V,get dressed,klä på sig
1139,kämmen::V,comb,kamma
1140,schmücken::V,decorate,pynta
1141,schmücken::V,decorate,smycka
1142,sagen::V,say,säga
1143,sprechen::V,speak,tala
1144,reden::V,talk,tala
1145,reden::V,talk,prata
1146,sich unterhalten::V,chat,prata
1147,fragen::V,ask,fråga
1148,fragen::V,ask,spörja
1149,bitten::V,request,be
1150,erzählen::V,tell,berätta
1151,mitteilen::V,convey,meddela
1152,nennen::V,name,kalla
1153,rufen::V,call,ropa
1154,prahlen::V,brag,pråla
1155,prahlen::V,brag,skryta
1156,übersetzen::V,translate,tolka
1157,übersetzen::V,translate,översätta
1158,denken::V,think,tänka
1159,glauben::V,believe,tro
1160,bemerken::V,notice,uppmärksamma
1161,bemerken::V,notice,lägga märke till
1162,erkennen::V,recognize,känna igen
1163,begreifen::V,grasp,begripa
1164,verstehen::V,understand,förstå
1165,lernen::V,learn,lära sig
1166,wissen::V,know,veta
1167,sich erinnern an::V,remember,minnas
1168,sich erinnern an::V,remember,komma ihåg
1169,vergessen::V,forget,glömma
1170,messen::V,measure,mäta
1171,zählen::V,count,räkna
1172,rechnen::V,calculate,räkna
1173,lesen::V,read,läsa
1174,malen::V,paint,måla
1175,zeichnen::V,draw,teckna
1176,schreiben::V,write,skriva
1177,besitzen::V,own,äga
1178,besitzen::V,own,besitta
1179,kaufen::V,buy,köpa
1180,verkaufen::V,sell,sälja
1181,bezahlen::V,pay for,betala
1182,zahlen::V,pay,betala
1183,beherrschen::V,rule,behärska
1184,ertragen::V,endure,tåla
1185,ertragen::V,endure,uthärda
