,Concept_ID,et,fi
361,Rand::N,serv,syrjä
362,Kante::N,kant,särmä
363,Ecke::N,nurk,nurkka
364,Spitze::N,teravik,terä
365,Spitze::N,teravik,kärki
366,Ende::N,ots,pää
367,Ende::N,ots,perä
368,Ende::N,jupp,pää
369,Ende::N,jupp,perä
370,Loch::N,auk,kolo
371,Loch::N,auk,reikä
372,Winkel::N,nurk,kulma
373,Muster::N,muster,kuvio
374,Größe::N,suurus,koko
375,Größe::N,suurus,suuruus
376,Länge::N,pikkus,pituus
377,Höhe::N,kõrgus,korkeus
378,Gewicht::N,kaal,paino
379,Gewicht::N,raskus,paino
380,Menge::N,arv,määrä
381,Menge::N,hulk,määrä
382,Haufen::N,hunnik,kasa
383,Reihe::N,rivi,rivi
384,Boot::N,paat,vene
385,Ruder::N,aer,airo
386,Schlitten::N,saan,reki
387,Schlitten::N,saan,kelkka
388,Ski::N,suusk,suksi
389,Lagerfeuer::N,lõke,nuotio
390,Last::N,koorem,kuorma
391,Gang::N,käik,kulku
392,Gang::N,käik,käynti
393,Schritt::N,samm,askel
394,Norden::N,põhi,pohjoinen
395,Süden::N,lõuna,etelä
396,Westen::N,lääs,länsi
397,Osten::N,ida,itä
398,Holz::N,puu,puu
399,Brett::N,saelaud,lauta
400,Platte::N,plaat,levy
401,Stütze::N,tugi,noja
402,Stange::N,latt,tanko
403,Stange::N,teivas,tanko
404,Stock::N,kepp,keppi
405,Stab::N,varras,sauva
406,Stab::N,varras,seiväs
407,Rohr::N,toru,putki
408,Haus::N,maja,talo
409,Heim::N,kodu,koti
410,Ofen::N,ahi,uuni
411,Fußboden::N,põrand,lattia
412,Tisch::N,laud,pöytä
413,Stuhl::N,tool,tuoli
414,Wiege::N,häll,kehto
415,Wiege::N,kätki,kehto
416,Bett::N,voodi,sänky
417,Regal::N,riiul,hylly
418,Kiste::N,kast,arkku
419,Kiste::N,kast,kirstu
420,Kiste::N,kast,laatikko
421,Fenster::N,aken,ikkuna
422,Tür::N,uks,ovi
423,Tor::N,värav,portti
424,Zaun::N,aed,aita
425,Zaun::N,tara,aita
426,Dach::N,katus,katto
427,Leiter::N,redel,tikkaat
428,Leiter::N,redel,tikapuut
429,Besen::N,luud,luuta
430,Spaten::N,labidas,lapio
431,Schaufel::N,kühvel,lapio
432,Gabel::N,kahvel,haarukka
433,Löffel::N,lusikas,lusikka
434,Messer::N,nuga,veitsi
435,Nagel::N,nael,naula
436,Netz::N,võrk,verkko
437,Haken::N,haak,haka
438,Haken::N,haak,koukku
439,Haken::N,konks,haka
440,Haken::N,konks,koukku
441,Griff::N,sang,ripa
442,Griff::N,sang,kahva
443,Griff::N,käepide,ripa
444,Griff::N,käepide,kahva
445,Schloss::N,lukk,lukko
446,Bild::N,pilt,kuva
447,Figur::N,kuju,kuvio
448,Figur::N,kujund,kuvio
449,Puppe::N,nukk,nukke
450,Beutel::N,paun,pussi
451,Bündel::N,kimp,nippu
452,Bündel::N,kimp,kimppu
453,Tasche::N,kott,laukku
454,Eimer::N,pang,sanko
455,Eimer::N,pang,ämpäri
456,Eimer::N,ämber,sanko
457,Eimer::N,ämber,ämpäri
458,Deckel::N,kaas,kansi
459,Geschirr::N,nõud,astia
460,Sack::N,kott,säkki
461,Tasse::N,tass,kuppi
462,Topf::N,pada,pata
463,Kessel::N,pada,kattila
464,Essen::N,söök,syönti
465,Nahrung::N,toit,ruoka
466,Nahrung::N,toit,ravinto
467,Speise::N,roog,ruoka
468,Fleisch::N,liha,liha
469,Getreide::N,teravili,vilja
470,Brei::N,puder,puuro
471,Brot::N,sai,leipä
472,Brot::N,leib,leipä
473,Scheibe::N,viil,viipale
474,Scheibe::N,viilukas,viipale
475,Fett::N,rasv,rasva
476,Butter::N,või,voi
477,Öl::N,õli,öljy
478,Salz::N,sool,suola
479,Suppe::N,supp,keitto
480,Honig::N,mesi,hunaja
481,Milch::N,piim,maito
482,Tee::N,tee,tee
483,Leder::N,nahk,nahka
484,Wolle::N,vill,villa
485,Stoff::N,kangas,kangas
486,Nadel::N,nõel,neula
487,Faden::N,niit,lanka
488,Knopf::N,nööp,nappi
489,Knoten::N,sõlm,solmu
490,Farbe::N,värv,maali
491,Kleidung::N,riided,vaatteet
492,Kleidung::N,riietus,vaatteet
493,Hemd::N,särk,paita
494,Kragen::N,krae,kaulus
495,Ärmel::N,varrukas,hiha
496,Hose::N,püksid,housut
497,Gürtel::N,vöö,vyö
498,Mütze::N,müts,lakki
499,Schuh::N,king,kenkä
500,Stiefel::N,saabas,saapas
501,Ring::N,sõrmus,sormus
502,Band::N,lint,nauha
503,Kamm::N,kamm,kampa
504,Spiegel::N,peegel,peili
505,Riemen::N,rihm,hihna
506,Schnur::N,nöör,naru
507,Schnur::N,nöör,nuora
508,Leine::N,jalutusrihm,talutushihna
509,Decke::N,tekk,peite
510,Kissen::N,padi,tyyny
511,Kissen::N,padi,pielus
512,Tuch::N,kalev,huivi
513,Handtuch::N,käterätik,pyyheliina
514,Kraft::N,jõud,väki
515,Kraft::N,jõud,voima
516,Stärke::N,tugevus,vahvuus
517,Gesundheit::N,tervis,terveys
518,Krankheit::N,haigus,tauti
519,Krankheit::N,haigus,sairaus
520,Schmerz::N,valu,kipu
521,Schmerz::N,valu,särky
522,Wunde::N,haav,haava
523,Fieber::N,palavik,kuume
524,Arznei::N,ravim,lääke
525,Brücke::N,sild,silta
526,Brunnen::N,kaev,kaivo
527,Weide::N,karjamaa,laidun
528,Pfad::N,rada,polku
529,Weg::N,tee,tie
530,Straße::N,tee,katu
531,Dorf::N,küla,kylä
532,Stadt::N,linn,kaupunki
533,Brief::N,kiri,kirje
534,Buch::N,raamat,kirja
535,Buchstabe::N,täht,kirjain
536,Zeitung::N,ajaleht,lehti
537,Zeitung::N,ajaleht,sanomalehti
538,Leben::N,elu,elo
539,Leben::N,elu,elämä
540,Tod::N,surm,kuolema
541,Grab::N,haud,hauta
542,Kirche::N,kirik,kirkko
543,Sünde::N,patt,synti
544,Gott::N,jumal,jumala
545,Arbeiter::N,tööline,työläinen
546,Chef::N,ülemus,päällikkö
547,Chef::N,juhataja,päällikkö
548,Meister::N,meister,mestari
549,Arzt::N,arst,lääkäri
550,Lehrer::N,õpetaja,opettaja
551,Geld::N,raha,raha
552,Geschäft::N,äri,liike
553,Laden::N,pood,puoti
554,Laden::N,pood,kauppa
555,Laden::N,kauplus,puoti
556,Laden::N,kauplus,kauppa
557,Preis::N,hind,hinta
558,Ware::N,kaup,tavara
559,Nutzen::N,tulu,hyöty
560,Nutzen::N,kasulikkus,hyöty
561,Reichtum::N,rikkus,rikkaus
562,Welt::N,maailm,maailma
563,Land::N,maa,maa
564,Staat::N,riik,valtio
565,König::N,kuningas,kuningas
566,Macht::N,võim,mahti
567,Grenze::N,piir,raja
568,Krieg::N,sõda,sota
569,Feind::N,vaenlane,vihollinen
570,Gewalt::N,väevõim,väkivalta
571,Kampf::N,võitlus,taistelu
572,Bogen[Waffe]::N,vibu,jousi
573,Pfeil::N,nool,nuoli
574,Gewehr::N,püss,kivääri
575,Fehler::N,viga,vika
576,Fehler::N,viga,virhe
577,Lüge::N,vale,valhe
578,Schaden::N,kahju,vaurio
579,Schaden::N,kahju,vahinko
580,Unglück::N,häda,vahinko
581,Unglück::N,häda,onnettomuus
582,Unglück::N,õnnetus,vahinko
583,Unglück::N,õnnetus,onnettomuus
584,Schuld::N,süü,syy
585,Alter::N,iga,ikä
586,Schluss::N,lõpp,loppu
587,Zeit::N,aeg,aika
588,Tag::N,päev,päivä
589,Morgen::N,hommik,aamu
590,Morgen::N,hommik,huomen
591,Mittag::N,lõuna,keskipäivä
592,Mittag::N,keskpäev,keskipäivä
593,Abend::N,õhtu,ilta
594,Nacht::N,öö,yö
595,Woche::N,nädal,viikko
596,Monat::N,kuu,kuukausi
597,Jahr::N,aasta,vuosi
598,Frühling::N,kevad,kevät
599,Sommer::N,suvi,kesä
600,Herbst::N,sügis,syksy
601,Winter::N,talv,talvi
602,Januar::N,jaanuar,tammikuu
603,Februar::N,veebruar,helmikuu
604,März::N,märts,maaliskuu
605,April::N,aprill,huhtikuu
606,Mai::N,mai,toukokuu
607,Juni::N,juuni,kesäkuu
608,Juli::N,juuli,heinäkuu
609,August::N,august,elokuu
610,September::N,september,syyskuu
611,Oktober::N,oktoober,lokakuu
612,November::N,november,marraskuu
613,Dezember::N,detsember,joulukuu
614,Montag::N,esmaspäev,maanantai
615,Dienstag::N,teisipäev,tiistai
616,Mittwoch::N,kesknädal,keskiviikko
617,Donnerstag::N,neljapäev,torstai
618,Freitag::N,reede,perjantai
619,Samstag::N,laupäev,lauantai
620,Sonntag::N,pühapäev,sunnuntai
621,groß::A,suur,iso
622,groß::A,suur,suuri
623,klein::A,väike,pieni
624,klein::A,pisike,pieni
625,lang::A,pikk,pitkä
626,kurz::A,lühike,lyhyt
627,breit::A,lai,leveä
628,schmal::A,kitsas,kapea
629,dicht::A,tihe,taaja
630,dick[Gegenstand]::A,jäme,paksu
631,dünn::A,õhuke,ohut
632,dünn::A,peenike,ohut
633,fein::A,peen,hieno
634,fein::A,õhuke,hieno
635,fest::A,püsiv,luja
636,fest::A,kindel,luja
637,flach::A,lame,litteä
638,flach::A,lame,tasainen
639,flach::A,tasane,litteä
640,flach::A,tasane,tasainen
641,glatt::A,sile,sileä
642,glatt::A,sile,siloinen
643,hart::A,kõva,kova
644,weich::A,pehme,pehmeä
645,rund::A,ümar,pyöreä
646,spitz::A,torkav,terävä
647,scharf::A,terav,terävä
648,stumpf::A,nüri,tylsä
649,schwer::A,raske,raskas
650,schwer::A,raske,painava
651,schön::A,kena,kaunis
652,heiß::A,kuum,kuuma
653,heiß::A,palav,kuuma
654,warm::A,soe,lämmin
655,kalt::A,külm,kylmä
656,kalt::A,külm,viluinen
657,kühl::A,jahe,viileä
658,frisch::A,värske,tuore
659,feucht::A,niiske,kostea
660,nass::A,märg,märkä
661,trocken::A,kuiv,kuiva
662,voll::A,täis,täysi
663,leer::A,tühi,tyhjä
664,offen::A,avatud,avonainen
665,offen::A,lahtine,avonainen
666,geschlossen::A,suletud,suljettu
667,sauber::A,puhas,puhdas
668,schmutzig::A,räpane,likainen
669,schmutzig::A,määrdunud,likainen
670,roh::A,toores,raaka
671,reif::A,küps,kypsä
672,lecker::A,hõrk,herkullinen
673,lecker::A,maitsev,herkullinen
674,süß::A,magus,makea
675,bitter::A,mõru,karvas
676,bitter::A,mõru,kitkerä
677,sauer::A,hapu,hapan
678,hell::A,hele,kirkas
679,hell::A,hele,valoisa
680,dunkel::A,pime,pimeä
681,schwarz::A,must,musta
682,weiß::A,valge,valkea
683,rot::A,punane,punainen
684,gelb::A,kollane,keltainen
685,blau::A,sinine,sininen
686,grün::A,roheline,vihreä
687,grau::A,hall,harmaa
688,bunt::A,kirju,kirjava
689,bunt::A,värviline,kirjava
690,billig::A,odav,halpa
691,billig::A,odav,huokea
692,teuer::A,kallis,kallis
693,wertvoll::A,väärtuslik,arvokas
694,blind::A,pime,sokea
695,taub::A,kurt,kuuro
696,kräftig::A,jõuline,väkevä
697,kräftig::A,jõuline,voimakas
698,stark::A,tugev,vahva
699,schwach::A,nõrk,heikko
700,schwach::A,jõuetu,heikko
701,fett::A,rasvane,lihava
702,schlank::A,sale,hoikka
703,schlank::A,sale,solakka
704,hübsch::A,kena,soma
705,hübsch::A,kena,sievä
706,böse::A,tige,paha
707,böse::A,tige,häijy
708,dumm::A,juhm,tyhmä
709,dumm::A,juhm,typerä
710,dumm::A,rumal,tyhmä
711,dumm::A,rumal,typerä
712,faul::A,laisk,laiska
713,fleißig::A,virk,ahkera
714,fleißig::A,hoolas,ahkera
715,geizig::A,ihne,saita
716,klug::A,tark,älykäs
717,klug::A,arukas,älykäs
718,klug::A,mõistlik,älykäs
719,geschickt::A,osav,taitava
720,lieb::A,armas,rakas
721,lustig::A,lõbus,hauska
722,lustig::A,lõbus,iloinen
723,sanft::A,õrn,lauha
724,sanft::A,õrn,lempeä
725,hungrig::A,näljane,nälkäinen
726,krank::A,haige,sairas
727,nackt::A,alasti,alaston
728,traurig::A,kurb,surullinen
729,traurig::A,kurb,murheellinen
730,lebendig::A,elus,elävä
731,gut::A,hea,hyvä
732,schlecht::A,halb,paha
733,schlecht::A,halb,huono
734,richtig::A,õige,oikea
735,schlimm::A,paha,paha
736,wahr::A,tõene,tosi
737,alt::A,vana,vanha
738,neu::A,uus,uusi
739,ehemalig::A,endine,entinen
740,ehemalig::A,endine,muinainen
741,alt[Lebewesen]::A,vana,vanha
742,jung::A,noor,nuori
743,arm::A,vaene,köyhä
744,reich::A,rikas,rikas
745,bekannt::A,teada,tuttu
746,bekannt::A,teada,tunnettu
747,bekannt::A,tuttav,tuttu
748,bekannt::A,tuttav,tunnettu
749,berühmt::A,tuntud,kuuluisa
750,fremd::A,võõras,vieras
751,verschieden::A,erinev,eri
752,verschieden::A,erinev,erilainen
753,nah::A,lähedane,läheinen
754,fern::A,kauge,etäinen
755,linker::A,vasak,vasen
756,rechter::A,parem,oikea
757,anderer::A,muu,muu
758,anderer::A,muu,toinen
759,anderer::A,teine,muu
760,anderer::A,teine,toinen
761,erster::A,esimene,ensimmäinen
762,zweiter::A,teine,toinen
763,dritter::A,kolmas,kolmas
764,letzter::A,viimane,viimeinen
765,allein::ADV,üksi,yksin
766,auf einmal::ADV,korraga,yhdellä kertaa
767,auf einmal::ADV,ühekorraga,yhdellä kertaa
768,zusammen::ADV,koos,yhdessä
769,zusammen::ADV,üheskoos,yhdessä
770,lange::ADV,kaua,kauan
771,lange::ADV,kaua,pitkään
772,plötzlich::ADV,äkki,äkkiä
773,plötzlich::ADV,järsku,äkkiä
774,sofort::ADV,kohe,heti
775,später::ADV,hiljem,myöhemmin
776,jetzt::ADV,nüüd,nyt
777,heute::ADV,täna,tänään
778,morgen::ADV,homme,huomenna
779,bald::ADV,pea,pian
780,bald::ADV,varsti,pian
781,dann::ADV,siis,sitten
782,gestern::ADV,eile,eilen
783,einst::ADV,vanasti,aikanaan
784,damals::ADV,tookord,silloin
785,damals::ADV,tookord,siihen aikaan
786,danach::ADV,seejärel,sen jälkeen
787,vorher::ADV,enne,ennen
788,zuerst::ADV,enne,ensin
789,zuerst::ADV,enne,ensiksi
790,zuerst::ADV,esmalt,ensin
791,zuerst::ADV,esmalt,ensiksi
792,einmal::ADV,kord,kerran
793,einmal::ADV,üks kord,kerran
794,manchmal::ADV,mõnikord,joskus
795,oft::ADV,tihti,usein
796,oft::ADV,sageli,usein
797,immer::ADV,ikka,aina
798,immer::ADV,alati,aina
799,niemals::ADV,mitte kunagi,ei koskaan
800,hier::ADV,siin,tässä
801,hier::ADV,siin,täällä
802,hierhin::ADV,siia,tähän
803,von hier::ADV,siit,tästä
804,von hier::ADV,siit,täältä
805,dort::ADV,seal,siinä
806,dort::ADV,seal,siellä
807,dorthin::ADV,sinna,sinne
808,dorthin::ADV,sinna,tuonne
809,geradeaus::ADV,otse edasi,suoraan
810,vorwärts::ADV,edasi,eteenpäin
811,rückwärts::ADV,tagurpidi,taaksepäin
812,zurück::ADV,tagasi,takaisin
813,unten::ADV,all,alhaalla
814,unten::ADV,allpool,alhaalla
815,hinab::ADV,alla,alas
816,oben::ADV,ülal,ylhäällä
817,hinauf::ADV,üles,ylös
818,überall::ADV,kõikjal,kaikkialla
819,nicht::ADV,ei,ei
820,nicht::ADV,mitte,ei
821,ein wenig::ADV,veidi,vähän
822,ein wenig::ADV,natuke,vähän
823,kaum::ADV,vaevalt,tuskin
824,sehr::ADV,väga,kovin
825,sehr::ADV,väga,oikein
826,so::ADV,nii,näin
827,noch::ADV,veel,vielä
828,nur::ADV,ainult,vain
829,nur::ADV,ainult,ainoastaan
830,schon::ADV,juba,jo
831,wieder::ADV,jälle,taas
832,wieder::ADV,jälle,jälleen
833,vergebens::ADV,asjata,turhaan
834,vor::PRP,ees,edessä
835,hinter::PRP,taha,takana
836,unter::PRP,all,alla
837,durch::PRP,läbi,läpi
838,durch::PRP,läbi,kautta
839,durch::PRP,kaudu,läpi
840,durch::PRP,kaudu,kautta
841,neben::PRP,kõrval,vieressä
842,zwischen::PRP,vahel,välillä
843,wegen::PRP,tõttu,takia
844,wegen::PRP,tõttu,vuoksi
845,wegen::PRP,pärast,takia
846,wegen::PRP,pärast,vuoksi
847,dies::PRN,see,tämä
848,das::PRN,see,se
849,alles::PRN,kõik,kaikki
850,ich::PRN,mina,minä
851,du::PRN,sina,sinä
852,er::PRN,tema,hän
853,wir::PRN,me,me
854,ihr::PRN,te,te
855,sie::PRN,nad,he
856,was::FPRN,mis,mikä
857,wer::FPRN,kes,ken
858,wer::FPRN,kes,kuka
859,wo::FADV,kus,missä
860,wohin::FADV,kuhu,mihin
861,wie::FADV,kuidas,miten
862,wie::FADV,kuidas,kuinka
863,warum::FADV,miks,miksi
864,wieviel::FNUM,mitu,paljonko
865,wieviel::FNUM,mitu,kuinka paljon
866,wieviel::FNUM,kui palju,paljonko
867,wieviel::FNUM,kui palju,kuinka paljon
868,eins::NUM,üks,yksi
869,zwei::NUM,kaks,kaksi
870,drei::NUM,kolm,kolme
871,vier::NUM,neli,neljä
872,fünf::NUM,viis,viisi
873,sechs::NUM,kuus,kuusi
874,sieben::NUM,seitse,seitsemän
875,acht::NUM,kaheksa,kahdeksan
876,neun::NUM,üheksa,yhdeksän
877,zehn::NUM,kümme,kymmenen
878,elf::NUM,üksteist,yksitoista
879,zwölf::NUM,kaksteist,kaksitoista
880,zwanzig::NUM,kakskümmend,kaksikymmentä
881,dreißig::NUM,kolmkümmend,kolmekymmentä
882,vierzig::NUM,nelikümmend,neljäkymmentä
883,fünfzig::NUM,viiskümmend,viisikymmentä
884,sechzig::NUM,kuuskümmend,kuusikymmentä
885,siebzig::NUM,seitsekümmend,seitsemänkymmentä
886,achtzig::NUM,kaheksakümmend,kahdeksankymmentä
887,neunzig::NUM,üheksakümmend,yhdeksänkymmentä
888,hundert::NUM,sada,sata
889,tausend::NUM,tuhat,tuhat
890,und::CNJ,ja,ja
891,oder::CNJ,või,tai
892,stehen::V,seisma,seisoa
893,sitzen::V,istuma,istua
894,liegen::V,lamama,maata
895,hängen::V,rippuma,riippua
896,werden::V,saama,tulla
897,werden::V,saama,joutua
898,werden::V,hakkama,tulla
899,werden::V,hakkama,joutua
900,passieren::V,juhtuma,sattua
901,passieren::V,juhtuma,tapahtua
902,beginnen::V,algama,alkaa
903,beginnen::V,hakkama,alkaa
904,enden::V,lõppema,loppua
905,enden::V,lõppema,päättyä
906,wechseln::V,vahelduma,vaihtua
907,wechseln::V,vahelduma,vaihdella
908,aufgehen[Sonne]::V,tõusma,nousta
909,untergehen[Sonne]::V,loojuma,laskea
910,scheinen[Sonne]::V,paistma,paistaa
911,donnern::V,kõmisema,jyristä
912,wehen::V,puhuma,tuulla
913,wehen::V,puhuma,puhaltaa
914,strömen::V,voolama,virrata
915,fließen::V,voolama,valua
916,fließen::V,voolama,juosta
917,sich drehen::V,pöörduma,pyöriä
918,schwanken::V,kõikuma,horjua
919,schwingen::V,võnkuma,heilua
920,schwingen::V,võnkuma,värähdellä
921,fallen::V,langema,pudota
922,fallen::V,langema,langeta
923,brennen::V,põlema,palaa
924,rauchen::V,suitsema,savuta
925,regnen::V,sadama,sataa
926,gefrieren::V,kinni külmuma,jäätyä
927,tauen::V,sulama,sulaa
928,schmelzen::V,sulama,sulaa
929,trocknen::V,kuivama,kuivua
930,sieden::V,keema,kiehua
931,faulen::V,mädanema,mädätä
932,verfaulen::V,mädanema,mädätä
933,verfaulen::V,mädanema,mädäntyä
934,reißen::V,rebenema,revetä
935,versinken::V,uppuma,upota
936,versinken::V,uppuma,vajota
937,vergehen::V,mööduma,kulua
938,erscheinen::V,ilmuma,ilmestyä
939,verschwinden::V,kaduma,kadota
940,sinken::V,vajuma,vajota
941,sinken::V,langema,vajota
942,abnehmen::V,vähenema,vähetä
943,abnehmen::V,kahenema,vähetä
944,zunehmen::V,kasvama,kasvaa
945,zunehmen::V,kasvama,lisääntyä
946,steigen::V,tõusma,nousta
947,steigen::V,üles minema,nousta
948,wachsen::V,kasvama,kasvaa
949,glänzen::V,läikimä,kiiltää
950,funkeln::V,sädelema,kipinöidä
951,lärmen::V,lärmama,meluta
952,läuten::V,helisema,soida
953,klingeln::V,helisema,soida
954,klirren::V,kõlisema,kalista
955,brausen::V,kohisema,kohista
956,rauschen::V,kohisema,kohista
957,klingen::V,kõlama,soida
958,bellen::V,haukuma,haukkua
959,heulen::V,uluma,ulvoa
960,blasen::V,puhuma,puhaltaa
961,pfeifen::V,vilistama,viheltää
962,schreien::V,karjuma,kirkua
963,stöhnen::V,oigama,voihkia
964,zittern::V,värisema,vapista
965,leben::V,elama,elää
966,leben::V,elus olema,elää
967,geboren werden::V,sündima,syntyä
968,atmen::V,hingama,hengittää
969,trinken::V,jooma,juoda
970,essen::V,sööma,syödä
971,schlucken::V,neelama,niellä
972,müde werden::V,väsima,uupua
973,einschlafen::V,uinuma,uinahtaa
974,schlafen::V,magama,maata
975,schlafen::V,magama,nukkua
976,aufwachen::V,ärkama,herätä
977,aufstehen::V,ärkama,nousta
978,aufstehen::V,ärkama,nousta ylös
979,aufstehen::V,üles tõusma,nousta
980,aufstehen::V,üles tõusma,nousta ylös
981,sich erholen::V,puhkama,levätä
982,krank werden::V,haigestuma,sairastua
983,krank werden::V,haigeks jääma,sairastua
984,krank sein::V,haige olema,potea
985,krank sein::V,haige olema,sairastaa
986,schmerzen::V,valutama,särkeä
987,schmerzen::V,valutama,kivistää
988,husten::V,köhima,yskiä
989,genesen::V,toibuma,toipua
990,sterben::V,surema,kuolla
991,umkommen::V,surma saama,saada surmansa
992,umkommen::V,surma saama,kuolla
993,sich bewegen::V,liikuma,liikkua
