,Concept_ID,da,lez
811,regnen::V,regne,къун
812,gefrieren::V,fryse,муркӏади кьун
813,tauen::V,tø,цӏурун
814,schmelzen::V,smelte,цӏурун
815,trocknen::V,tørre,кьурун
816,sieden::V,koge,ругун
817,faulen::V,rådne,кутӏун
818,verfaulen::V,rådne,чуьруьтмиш хьун
819,verfaulen::V,rådne,кутӏун
820,reißen::V,briste,атӏун
821,reißen::V,briste,къазунун
822,versinken::V,synke,батмиш хьун
823,versinken::V,synke ned,батмиш хьун
824,vergehen::V,forløbe,алатун
825,erscheinen::V,vise sig,майдандиз акъатун
826,verschwinden::V,forsvinde,квахьун
827,sinken::V,synke,элекьун
828,abnehmen::V,aftage,тӏимил хьун
829,abnehmen::V,aftage,гъвечӏи хьун
830,zunehmen::V,tiltage,артух хьун
831,steigen::V,stige,хкаж хьун
832,wachsen::V,gro,экъечӏун
833,wachsen::V,vokse,экъечӏун
834,glänzen::V,glinse,цӏарцӏар гун
835,funkeln::V,tindre,нур гун
836,lärmen::V,larme,ван авун
837,läuten::V,ringe,зенг ягъун
838,klingeln::V,ringe,зенг ягъун
839,klirren::V,klirre,зигринг авун
840,brausen::V,bruse,къати хьун
841,rauschen::V,suse,вишриш авун
842,klingen::V,lyde,ван авун
843,klingen::V,klinge,ван авун
844,bellen::V,gø,элуькьун
845,heulen::V,hyle,къув ягъун
846,blasen::V,blæse,уф гун
847,pfeifen::V,fløjte,уьфт ягъун
848,schreien::V,skrige,гьараюн
849,stöhnen::V,stønne,суза авун
850,zittern::V,dirre,зурзун
851,zittern::V,skælve,зурзун
852,leben::V,leve,яшамиш хьун
853,geboren werden::V,fødes,хьун
854,atmen::V,ånde,нефес чӏугун
855,trinken::V,drikke,хъун
856,essen::V,spise,тӏуьн
857,schlucken::V,synke,туькьуьнун
858,müde werden::V,blive træt,галатун
859,müde werden::V,blive træt,юргъун хьун
860,einschlafen::V,falde i søvn,ксун
861,schlafen::V,sove,ксун
862,aufwachen::V,vågne,ахварай аватун
863,aufstehen::V,stå op,къарагъун
864,sich erholen::V,komme sig,ял ягъун
865,krank werden::V,blive syg,кефсуз хьун
866,krank sein::V,være syg,тӏа хьун
867,schmerzen::V,smerte,тӏа хьун
868,husten::V,hoste,уьгьуь ягъун
869,genesen::V,komme sig,сагъ хъхьун
870,sterben::V,dø,кьин
871,umkommen::V,omkomme,терг хьун
872,sich bewegen::V,bevæge sig,юзун
873,sich rühren::V,røre på sig,юзун
874,sich erheben::V,rejse sig,къарагъун
875,sich setzen::V,sætte sig,ацукьун
876,laufen::V,løbe,къекъуьн
877,schreiten::V,skride,ккамар къачун
878,spazierengehen::V,gå en tur,сейр авун
879,eilen::V,ile,тади авун
880,sich beeilen::V,skynde sig,гьерекатун
881,sausen::V,suse,чкурун
882,rennen::V,løbe,катун
883,rennen::V,løbe,зверун
884,rennen::V,rende,катун
885,rennen::V,rende,зверун
886,springen::V,hoppe,хкадарун
887,springen::V,springe,хкадарун
888,klettern::V,klatre,акьахун
889,schaukeln::V,gynge,
890,kriechen::V,krybe,капаралди фин
891,schwimmen::V,svømme,сирнав авун
892,tauchen::V,dykke,кьилихъди циз вегьин
893,rudern::V,ro,кьусуйралди лодка гьалун
894,rudern::V,ro,цуьруьгъуьлдалди кӏватӏун
895,fahren::V,køre,фин
896,fliegen::V,flyve,лув гун
897,fliegen::V,flyve,цавай фин
898,gehen::V,gå,фин
899,weggehen::V,gå bort,хъфин
900,abfahren::V,køre bort,фин
901,abfahren::V,køre bort,рекье гьатун
902,anhalten::V,standse,акъвазун
903,hineingehen::V,gå ind,гьахьун
904,eintreten::V,træde ind,гьахьун
905,kommen::V,komme,атун
906,ankommen::V,ankomme,атун
907,zurückkommen::V,komme tilbage,хтун
908,bleiben::V,blive,амукьун
909,bleiben::V,forblive,амукьун
910,warten::V,vente,гуьзлемишун
911,erwarten::V,vente,вил алаз акъвазун
912,erwarten::V,afvente,вил алаз акъвазун
913,suchen::V,søge,къекъуьн
914,finden::V,finde,жугъун
915,versuchen::V,forsøge,алахъун
916,vorbereiten::V,forberede,гьазурун
917,lieben::V,elske,кӏан хьун
918,mögen::V,holde af,рикӏ ацукьун
919,mögen::V,kunne lide,рикӏ ацукьун
920,lachen::V,le,хъуьруьн
921,rühren::V,røre,
922,weinen::V,græde,шехьун
923,schimpfen::V,skænde,сеперар гун
924,schimpfen::V,skænde,экъуьгъунар авун
925,sich ärgern::V,ærgre sig,хъел акатун
926,sich fürchten::V,være bange,кичӏе хьун
927,fürchten::V,være bange for,къурхутмиш хьун
928,fliehen::V,flygte,катун
929,flüchten::V,flygte,катун
930,sehen::V,se,акун
931,anschauen::V,se på,вил вегьин
932,anschauen::V,betragte,вил вегьин
933,ansehen::V,anse,килигун
934,hören::V,høre,ван хьун
935,zuhören::V,høre til,яб гун
936,probieren::V,smage,дад акун
937,probieren::V,smage på,дад акун
938,riechen::V,lugte,ни чӏугун
939,fühlen::V,føle,гьисс авун
940,scheinen::V,synes,
941,zu sehen sein::V,synes,
942,vernehmen::V,erfare,
943,frieren::V,fryse,кьун
944,frieren::V,fryse,мекьи хьун
945,tun::V,gøre,авун
946,können::V,kunne,хьун
947,können::V,kunne,акъакьун
948,wollen::V,ville,кӏан хьун
949,anfangen::V,begynde,башламишун
950,beenden::V,afslutte,куьтягьун
951,aufhören::V,ophøre,акъвазун
952,aufhören::V,holde op,акъвазун
953,gelingen::V,lykkes,арадал атун
954,geraten::V,blive,акъатун
955,öffnen::V,åbne,ахъаюн
956,schließen::V,lukke,акьалун
957,stellen::V,stille,эцигун
958,setzen::V,sætte,ацукьарун
959,legen::V,lægge,эцигун
960,berühren::V,berøre,хкӏурун
961,verbinden::V,forbinde,гилигун
962,bedecken::V,dække,кӏевун
963,bedecken::V,bedække,кӏевун
964,aufhängen::V,hænge,куьрсарун
965,aufhängen::V,hænge op,куьрсарун
966,anzünden::V,tænde,куькӏуьрун
967,anzünden::V,antænde,куькӏуьрун
968,aufheben::V,løfte,хкажун
969,aufheben::V,tage op,хкажун
970,zurücklassen::V,lade tilbage,тун
971,verlieren::V,miste,квадарун
972,fallen lassen::V,tabe,авадрун
973,fallen lassen::V,droppe,авадрун
974,machen::V,gøre,авун
975,machen::V,gøre,кар авун
976,herstellen::V,fremstille,расун
977,bauen::V,bygge,туькӏуьрун
978,reparieren::V,reparere,расун
979,verbessern::V,rette,хъсанрун
980,verbessern::V,forbedre,хъсанрун
981,ändern::V,ændre,табдил авун
982,graben::V,grave,эгъуьнун
983,beugen::V,bøje,акӏажарун
984,beugen::V,bøje,кангур авун
985,biegen::V,bøje,патахъарун
986,drehen::V,dreje,алчударун
987,wenden::V,vende,
988,umdrehen::V,dreje om,элкъуьрун
989,heben::V,hæve,хкажун
990,hochheben::V,løfte,хкажун
991,ergreifen::V,gribe fat i,агалчна кьун
992,halten::V,holde,кьун
993,drücken::V,trykke,чуькьуьн
994,schieben::V,skyde,хуртӏ гун
995,schieben::V,skubbe,хуртӏ гун
996,kratzen::V,klø,къадгъунун
997,kratzen::V,kradse,къадгъунун
998,lecken::V,slikke,мез гун
999,beißen::V,bide,кӏасун
1000,abreißen::V,rive af,галудун
1001,abschneiden::V,skære af,атӏун
1002,binden::V,binde,
1003,stecken::V,stikke,сухун
1004,brechen::V,brække,хун
1005,brechen::V,brække,кукӏварун
1006,klopfen::V,banke,тахъ-тахъ авун
1007,hauen::V,hugge,ягъун
1008,kleben::V,klistre,алкӏурун
1009,kleben::V,klistre,кукӏурун
1010,reiben::V,gnide,тӏушунун
1011,streichen::V,smøre,алтадун
1012,schleifen::V,slibe,кӏвенкӏв авун
1013,schneiden::V,skære,атӏун
1014,schneiden::V,klippe,атӏун
1015,rütteln::V,ruske,къарсурун
1016,schütteln::V,ryste,къарсурун
1017,schwenken::V,svinge,элягъун
1018,schwenken::V,svinge,галтадун
1019,schütten::V,hælde,цун
1020,füllen::V,fylde,ацӏурун
1021,einwickeln::V,pakke ind,кутун
1022,einwickeln::V,pakke ind,элкъуьрун
1023,tragen::V,bære,тухун
1024,schleppen::V,slæbe,галчӏурун
1025,ziehen::V,trække,ялун
1026,ziehen::V,trække,чӏугун
1027,aufbewahren::V,opbevare,хуьн
1028,werfen::V,kaste,гадрун
1029,fangen::V,fange,кьун
1030,packen::V,gribe,кьун
1031,verstecken::V,gemme,кӏевун
1032,teilen::V,dele,паюн
1033,schicken::V,sende,ракъурун
1034,bringen::V,bringe,гъун
1035,hinzufügen::V,tilføje,алава авун
1036,bekommen::V,få,къачун
1037,bekommen::V,få,жугъурун
1038,erhalten::V,få,къачун
1039,nehmen::V,tage,къачун
1040,wählen::V,vælge,хкягъун
1041,auswählen::V,udvælge,хкягъун
1042,bewahren::V,bevare,хуьн
1043,behindern::V,hindre,манийвал авун
1044,behindern::V,forhindre,манийвал авун
1045,verderben::V,ødelægge,чӏурун
1046,beschädigen::V,beskadige,нукьсанвал гун
1047,zerbrechen::V,brække itu,хун
1048,zerreißen::V,rive itu,къазунун
1049,zerstören::V,ødelægge,чӏурун
1050,zerstören::V,ødelægge,барбатӏун
1051,verbrennen::V,brænde,ккун
1052,geben::V,give,гун
1053,reichen::V,række,вугун
1054,reichen::V,række,гун
1055,schenken::V,forære,пишкеш авун
1056,versprechen::V,love,гаф гун
1057,wünschen::V,ønske,дуьа авун
1058,loben::V,rose,тариф авун
1059,küssen::V,kysse,темен гун
1060,wiegen::V,vugge,эчӏягъун
1061,zudecken::V,dække til,гьалдун
1062,wecken::V,vække,ахварай авудун
1063,zeigen::V,vise,къалурун
1064,führen::V,føre,тухун
1065,lehren::V,lære,кӏелиз тун
1066,unterrichten::V,undervise,тарс гун
1067,aufziehen::V,opdrage,тербия гун
1068,aufziehen::V,opdrage,тербияламишун
1069,leiten::V,lede,идара авун
1070,antreiben::V,skynde på,тади кутун
1071,lassen::V,få til at,
1072,einladen::V,indbyde,теклиф авун
1073,einladen::V,invitere,теклиф авун
1074,vereinigen::V,forene,сад авун
1075,besuchen::V,besøge,кьилив атун
1076,treffen::V,møde,гьалтун
1077,sich versammeln::V,forsamles,алтӏушун
1078,spielen::V,lege,къугъун
1079,spielen::V,spille,къугъун
1080,singen::V,synge,лугьун
1081,singen::V,synge,мани лугьун
1082,tanzen::V,danse,кьуьл авун
1083,sich trennen::V,skilles,къакъатун
1084,verlassen::V,forlade,гъил къачун
1085,retten::V,redde,къутармишун
1086,bewachen::V,bevogte,хуьн
1087,schützen::V,skærme,хуьн
1088,schützen::V,beskytte,хуьн
1089,verteidigen::V,forsvare,хуьн
1090,sich schlagen::V,slås,кукӏун
1091,schießen::V,skyde,акъатун
1092,siegen::V,sejre,гъалиб хьун
1093,ärgern::V,ærgre,хъел гъун
1094,ärgern::V,ærgre,хъел кутун
1095,schlagen::V,slå,ягъун
1096,schlagen::V,slå,галукьарун
1097,treten::V,sparke,кьуьл къекъягъун
1098,treten::V,sparke,кьуьл эцягъун
1099,stechen::V,stikke,акьадарун
1100,stoßen::V,støde,эцягъун
1101,stehlen::V,stjæle,чуьнуьхун
1102,stören::V,forstyrre,хкуьрун
1103,belästigen::V,genere,хкуьрун
1104,belästigen::V,genere,азият гун
1105,belästigen::V,ulejlige,хкуьрун
1106,belästigen::V,ulejlige,азият гун
1107,verbergen::V,skjule,далдаламишун
1108,täuschen::V,villede,алцурарун
1109,täuschen::V,villede,алцуррун
1110,betrügen::V,bedrage,алцурарун
1111,betrügen::V,bedrage,гьарамзадавал авун
1112,töten::V,dræbe,яна кьин
1113,wohnen::V,bo,дуланмиш хьун
1114,arbeiten::V,arbejde,кӏвалахун
1115,arbeiten::V,arbejde,кӏвалах авун
1116,sammeln::V,samle,кӏватӏун
1117,pflücken::V,plukke,атӏун
1118,jagen::V,jage,гъуьрч авун
1119,fischen::V,fiske,гъетер кьун
1120,fassen::V,fange,кьун
1121,hüten::V,vogte,чӏура хуьн
1122,treiben::V,drive,гьалун
1123,anbinden::V,binde fast,акалун
1124,füttern::V,fodre,ем гун
1125,melken::V,malke,ацун
1126,hacken::V,hakke,куьткуьнун
1127,gießen::V,hælde,яд гун
1128,reifen::V,modne,чурун
1129,reifen::V,modne,агакьун
1130,zubereiten::V,tilberede,гьазурун
1131,kochen::V,koge,ругун
1132,backen::V,bage,чурун
1133,braten::V,stege,чурун
1134,umrühren::V,røre om,какадарун
1135,stricken::V,strikke,хурун
1136,nähen::V,sy,цун
1137,färben::V,farve,шир ягъун
1138,reinigen::V,rense,михьун
1139,reinigen::V,gøre ren,михьун
1140,waschen::V,vaske,чуьхуьн
1141,abwischen::V,tørre af,гуьцӏун
1142,spülen::V,skylle,экъуьрун
1143,fegen::V,feje,шуткун
1144,kehren::V,feje,кул алтадун
1145,baden::V,bade,эхъуьн
1146,sich waschen::V,vaske sig,жендек чуьхуьн
1147,ausziehen::V,tage af,хутӏунун
1148,ausziehen::V,tage af,галудун
1149,anziehen::V,tage på,алукӏун
1150,sich anziehen::V,klæde sig på,алукӏун
1151,sich anziehen::V,klæde sig på,парталар алукӏун
1152,kämmen::V,rede,эвягъун
1153,kämmen::V,frisere,эвягъун
1154,schmücken::V,pynte,безетмишун
1155,schmücken::V,pynte,гуьрчегарун
1156,schmücken::V,smykke,безетмишун
1157,schmücken::V,smykke,гуьрчегарун
1158,sagen::V,sige,лугьун
1159,sprechen::V,snakke,рахун
1160,reden::V,tale,рахун
1161,reden::V,snakke,рахун
1162,sich unterhalten::V,snakke sammen,ихтилат авун
1163,fragen::V,spørge,жузун
1164,bitten::V,bede,тӏалабун
1165,erzählen::V,berette,ахъаюн
1166,erzählen::V,fortælle,ахъаюн
1167,mitteilen::V,meddele,хабар гун
1168,nennen::V,nævne,тӏвар гун
1169,rufen::V,råbe,эверун
1170,prahlen::V,prale,яцӏу гафар авун
1171,übersetzen::V,oversætte,таржума авун
1172,übersetzen::V,oversætte,гафладун
1173,denken::V,tænke,фикир авун
1174,glauben::V,tro,агъун
1175,bemerken::V,bemærke,фикир гун
1176,bemerken::V,lægge mærke til,фикир гун
1177,erkennen::V,genkende,
1178,begreifen::V,begribe,гъавурда акьун
1179,verstehen::V,forstå,
1180,lernen::V,lære,кӏелун
1181,wissen::V,vide,чир хьун
1182,wissen::V,vide,чирхьун
1183,sich erinnern an::V,mindes,рикӏел хуьн
1184,sich erinnern an::V,huske på,рикӏел хуьн
1185,vergessen::V,glemme,рикӏелай фин
1186,vergessen::V,glemme,рикӏелай алатун
1187,messen::V,måle,алцумун
1188,zählen::V,tælle,гьисабун
1189,rechnen::V,regne,гьисабун
1190,lesen::V,læse,кӏелун
1191,malen::V,male,кхьин
1192,malen::V,male,шикилар чӏугун
1193,zeichnen::V,tegne,чӏугун
1194,schreiben::V,skrive,кхьин
1195,besitzen::V,eje,иеси хьун
1196,besitzen::V,besidde,иеси хьун
1197,kaufen::V,købe,къачун
1198,kaufen::V,købe,маса къачун
1199,verkaufen::V,sælge,гун
1200,verkaufen::V,sælge,маса гун
1201,bezahlen::V,betale,къимет гун
1202,bezahlen::V,betale,эвезда авун
1203,bezahlen::V,betale,гьакъи агакьрун
1204,zahlen::V,betale,къимет гун
1205,zahlen::V,betale,эвезда авун
1206,zahlen::V,betale,гьакъи агакьрун
1207,beherrschen::V,beherske,иеси хьун
1208,ertragen::V,tåle,таб гун
1209,ertragen::V,udholde,таб гун
1210,hinfallen::V,,алукьун
