,Concept_ID,da,mn
816,hinauf::ADV,op,дээш
817,hinauf::ADV,opad,өөд
818,hinauf::ADV,opad,дээш
819,überall::ADV,overalt,хааяагүй
820,überall::ADV,overalt,энд тэндгүй
821,nicht::ADV,ikke,эс
822,nicht::ADV,ikke,-гүй
823,ein wenig::ADV,lidt,жаахан
824,kaum::ADV,knap,арай
825,kaum::ADV,knap,арай гэж
826,kaum::ADV,næppe,арай
827,kaum::ADV,næppe,арай гэж
828,sehr::ADV,meget,тун
829,so::ADV,så,тэгж
830,so::ADV,så,ингээд
831,noch::ADV,endnu,дахин
832,noch::ADV,endnu,дахиад
833,nur::ADV,kun,зөвхөн
834,nur::ADV,kun,гагцхүү
835,nur::ADV,bare,зөвхөн
836,nur::ADV,bare,гагцхүү
837,schon::ADV,alt,нэгэнт
838,schon::ADV,allerede,нэгэнт
839,wieder::ADV,igen,дахин
840,wieder::ADV,igen,дахиад
841,vergebens::ADV,forgæves,хий
842,vor::PRP,foran,өмнө
843,vor::PRP,uden for,өмнө
844,hinter::PRP,bag,ард
845,hinter::PRP,bagved,ард
846,unter::PRP,under,доор
847,durch::PRP,gennem,дундуур
848,durch::PRP,igennem,дундуур
849,neben::PRP,ved siden af,хажууд
850,zwischen::PRP,mellem,завсар
851,zwischen::PRP,mellem,хооронд
852,wegen::PRP,på grund af,төлөө
853,wegen::PRP,på grund af,дээрээс
854,dies::PRN,dette,энэ
855,das::PRN,det,тэр
856,alles::PRN,alt,цөм
857,alles::PRN,alt,бүгд
858,ich::PRN,jeg,би
859,du::PRN,du,чи
860,er::PRN,han,тэр
861,er::PRN,han,тэр хүн
862,wir::PRN,vi,бид
863,ihr::PRN,I,та нар
864,sie::PRN,de,тэд
865,was::FPRN,hvad,юу
866,wer::FPRN,hvem,хэн
867,wo::FADV,hvor,хаа
868,wo::FADV,hvor,хаана
869,wohin::FADV,hvorhen,хааш
870,wohin::FADV,hvorhen,хаана
871,wie::FADV,hvordan,яаж
872,wie::FADV,hvordan,хэрхэн
873,warum::FADV,hvorfor,юунд
874,warum::FADV,hvorfor,яагаад
875,wieviel::FNUM,hvor meget,хэдий
876,wieviel::FNUM,hvor meget,хэд
877,eins::NUM,én,нэг
878,zwei::NUM,to,хоёр
879,drei::NUM,tre,гурав
880,vier::NUM,fire,дөрөв
881,fünf::NUM,fem,тав
882,sechs::NUM,seks,зургаа
883,sieben::NUM,syv,долоо
884,acht::NUM,otte,найм
885,neun::NUM,ni,ес
886,zehn::NUM,ti,арав
887,elf::NUM,elleve,арван нэг
888,zwölf::NUM,tolv,арван хоёр
889,zwanzig::NUM,tyve,хорь
890,dreißig::NUM,tredive,гуч
891,vierzig::NUM,fyrre,дөч
892,vierzig::NUM,fyrretyve,дөч
893,fünfzig::NUM,halvtreds,тавь
894,sechzig::NUM,tres,жар
895,siebzig::NUM,halvfjerds,дал
896,achtzig::NUM,firs,ная
897,neunzig::NUM,halvfems,ер
898,hundert::NUM,hundrede,зуу
899,tausend::NUM,tusind,мянга
900,und::CNJ,og,ч
901,und::CNJ,og,болон
902,oder::CNJ,eller,буюу
903,stehen::V,stå,зогсох
904,sitzen::V,sidde,суух
905,liegen::V,ligge,хэвтэх
906,hängen::V,hænge,өлгөөтэй байх
907,hängen::V,hænge,дүүжлээтэй байх
908,werden::V,blive,болох
909,passieren::V,ske,тохиох
910,passieren::V,hænde,тохиох
911,beginnen::V,begynde,эхлэх
912,enden::V,ende,дүүрэх
913,wechseln::V,veksle,хувирах
914,aufgehen[Sonne]::V,gå op,мандах
915,aufgehen[Sonne]::V,stå op,мандах
916,untergehen[Sonne]::V,gå ned,жаргах
917,scheinen[Sonne]::V,skinne,гэрэлтэх
918,donnern::V,tordne,дуугарах
919,wehen::V,blæse,салхилах
920,wehen::V,blæse,хөөрөгдөх
921,strömen::V,strømme,гүйх
922,strömen::V,strømme,урсах
923,fließen::V,flyde,урсах
924,sich drehen::V,dreje sig,эргэлдэх
925,schwanken::V,vakle,хэлбэлзэх
926,schwingen::V,svinge,ганхах
927,schwingen::V,svinge,хэлбэлзэх
928,fallen::V,falde,унах
929,brennen::V,brænde,шатах
930,rauchen::V,ryge,баагих
931,regnen::V,regne,бороо орно
932,gefrieren::V,fryse,хөлдөх
933,tauen::V,tø,хайлах
934,schmelzen::V,smelte,уярах
935,trocknen::V,tørre,хатах
936,sieden::V,koge,буцлах
937,sieden::V,koge,даргилах
938,faulen::V,rådne,үжрэх
939,faulen::V,rådne,өмхийрөх
940,verfaulen::V,rådne,бээх
941,verfaulen::V,rådne,өгрөх
942,reißen::V,briste,цуурах
943,versinken::V,synke,живэх
944,versinken::V,synke ned,живэх
945,vergehen::V,forløbe,нөгчих
946,vergehen::V,forløbe,өнгөрөх
947,erscheinen::V,vise sig,гарах
948,erscheinen::V,vise sig,бултайх
949,verschwinden::V,forsvinde,далд орох
950,verschwinden::V,forsvinde,алга болох
951,sinken::V,synke,татрах
952,sinken::V,synke,доошлох
953,abnehmen::V,aftage,багасах
954,abnehmen::V,aftage,хорогдох
955,zunehmen::V,tiltage,ихсэх
956,steigen::V,stige,нэмэгдэх
957,wachsen::V,gro,өсөх
958,wachsen::V,gro,ургах
959,wachsen::V,vokse,өсөх
960,wachsen::V,vokse,ургах
961,glänzen::V,glinse,гилгэнэх
962,glänzen::V,glinse,гилбэгнэх
963,funkeln::V,tindre,гялжах
964,funkeln::V,tindre,гялалзах
965,lärmen::V,larme,шуугих
966,läuten::V,ringe,цохих
967,klingeln::V,ringe,хонхдох
968,klingeln::V,ringe,дуугарах
969,klirren::V,klirre,хангир жингэр хийх
970,brausen::V,bruse,бургилах
971,rauschen::V,suse,сэржигнэх
972,klingen::V,lyde,хангинах
973,klingen::V,klinge,хангинах
974,bellen::V,gø,хуцах
975,heulen::V,hyle,улих
976,blasen::V,blæse,үлзэх
977,pfeifen::V,fløjte,исгэрэх
978,schreien::V,skrige,хашгирах
979,stöhnen::V,stønne,ёолох
980,stöhnen::V,stønne,гэнгэнэх
981,zittern::V,dirre,дагжих
982,zittern::V,skælve,дагжих
983,leben::V,leve,амьдрах
984,geboren werden::V,fødes,төрөх
985,atmen::V,ånde,амьсгалах
986,trinken::V,drikke,уух
987,essen::V,spise,идэх
988,schlucken::V,synke,залгих
989,müde werden::V,blive træt,ядрах
990,einschlafen::V,falde i søvn,унтчих
991,schlafen::V,sove,унтах
992,aufwachen::V,vågne,сэрэх
993,aufstehen::V,stå op,босох
994,sich erholen::V,komme sig,амрах
995,krank werden::V,blive syg,өвдөж эхлэх
996,krank sein::V,være syg,өвдөх
997,schmerzen::V,smerte,өвдөх
998,schmerzen::V,smerte,шархирах
999,husten::V,hoste,ханиах
1000,genesen::V,komme sig,засрах
1001,sterben::V,dø,үхэх
1002,sterben::V,dø,нас барах
1003,umkommen::V,omkomme,үхэх
1004,sich bewegen::V,bevæge sig,хөдлөх
1005,sich rühren::V,røre på sig,хөдлөх
1006,sich erheben::V,rejse sig,босох
1007,sich setzen::V,sætte sig,суух
1008,laufen::V,løbe,явган явах
1009,schreiten::V,skride,алхах
1010,spazierengehen::V,gå en tur,зугаалах
1011,eilen::V,ile,хурдлах
1012,sich beeilen::V,skynde sig,яарах
1013,sich beeilen::V,skynde sig,шамдах
1014,sausen::V,suse,давхих
1015,rennen::V,løbe,гүйх
1016,rennen::V,rende,гүйх
1017,springen::V,hoppe,харайх
1018,springen::V,hoppe,дэвхрэх
1019,springen::V,springe,харайх
1020,springen::V,springe,дэвхрэх
1021,klettern::V,klatre,авирах
1022,schaukeln::V,gynge,ганхалзах
1023,kriechen::V,krybe,мөлхөх
1024,schwimmen::V,svømme,сэлэх
1025,tauchen::V,dykke,шунгах
1026,rudern::V,ro,сэлүүрдэх
1027,fahren::V,køre,явах
1028,fliegen::V,flyve,нисэх
1029,gehen::V,gå,явах
1030,weggehen::V,gå bort,явах
1031,abfahren::V,køre bort,одох
1032,abfahren::V,køre bort,хөдлөх
1033,anhalten::V,standse,зогсох
1034,hineingehen::V,gå ind,орох
1035,eintreten::V,træde ind,орох
1036,kommen::V,komme,ирэх
1037,ankommen::V,ankomme,хүрэх
1038,zurückkommen::V,komme tilbage,харих
1039,zurückkommen::V,komme tilbage,буцаж ирэх
1040,bleiben::V,blive,үлдэх
1041,bleiben::V,forblive,үлдэх
1042,warten::V,vente,хүлээх
1043,erwarten::V,vente,хүлээх
1044,erwarten::V,afvente,хүлээх
1045,suchen::V,søge,эрэх
1046,suchen::V,søge,бэдрэх
1047,finden::V,finde,олох
1048,versuchen::V,forsøge,оролдох
1049,vorbereiten::V,forberede,бэлтгэх
1050,lieben::V,elske,янаглах
1051,mögen::V,holde af,таалах
1052,mögen::V,kunne lide,таалах
1053,lachen::V,le,инээх
1054,rühren::V,røre,сэтгэл уяруулах
1055,weinen::V,græde,уйлах
1056,schimpfen::V,skænde,хараах
1057,sich ärgern::V,ærgre sig,уурлах
1058,sich fürchten::V,være bange,айх
1059,fürchten::V,være bange for,айх
1060,fliehen::V,flygte,зугтах
1061,fliehen::V,flygte,гүйж очих
1062,flüchten::V,flygte,оргох
1063,sehen::V,se,үзэх
1064,anschauen::V,se på,харах
1065,anschauen::V,betragte,харах
1066,ansehen::V,anse,харах
1067,hören::V,høre,дуулах
1068,zuhören::V,høre til,чагнах
1069,probieren::V,smage,амсаж үзэх
1070,probieren::V,smage på,амсаж үзэх
1071,riechen::V,lugte,үнэрлэх
1072,fühlen::V,føle,мэдрэх
1073,scheinen::V,synes,шиг үзэгдэх
1074,zu sehen sein::V,synes,үзэгдэх
1075,zu sehen sein::V,synes,харагдах
1076,vernehmen::V,erfare,дуулах
1077,frieren::V,fryse,даарах
1078,tun::V,gøre,хийх
1079,tun::V,gøre,үйлдэх
1080,können::V,kunne,болох
1081,wollen::V,ville,хүсэх
1082,anfangen::V,begynde,эхлэх
1083,beenden::V,afslutte,дуусгах
1084,aufhören::V,ophøre,болих
1085,aufhören::V,ophøre,зогсох
1086,aufhören::V,holde op,болих
1087,aufhören::V,holde op,зогсох
1088,gelingen::V,lykkes,бүтэх
1089,geraten::V,blive,илрэх
1090,öffnen::V,åbne,нээх
1091,öffnen::V,åbne,тайлах
1092,schließen::V,lukke,хаах
1093,stellen::V,stille,тавих
1094,stellen::V,stille,босгох
1095,setzen::V,sætte,суулгах
1096,legen::V,lægge,хийх
1097,legen::V,lægge,тавих
1098,berühren::V,berøre,шүргэх
1099,verbinden::V,forbinde,залгах
1100,bedecken::V,dække,бүрэх
1101,bedecken::V,bedække,бүрэх
1102,aufhängen::V,hænge,өлгөх
1103,aufhängen::V,hænge,дүүжлэх
1104,aufhängen::V,hænge op,өлгөх
1105,aufhängen::V,hænge op,дүүжлэх
1106,anzünden::V,tænde,асаах
1107,anzünden::V,tænde,ноцоох
1108,anzünden::V,antænde,асаах
1109,anzünden::V,antænde,ноцоох
1110,aufheben::V,løfte,өргөх
1111,aufheben::V,tage op,өргөх
1112,zurücklassen::V,lade tilbage,орхих
1113,zurücklassen::V,lade tilbage,үлдээх
1114,verlieren::V,miste,гээх
1115,fallen lassen::V,tabe,унагах
1116,fallen lassen::V,droppe,унагах
1117,machen::V,gøre,хийх
1118,machen::V,gøre,гаргах
1119,herstellen::V,fremstille,бүтээх
1120,bauen::V,bygge,барих
1121,reparieren::V,reparere,засах
1122,reparieren::V,reparere,сэлбэх
1123,verbessern::V,rette,засах
1124,verbessern::V,rette,сайжруулах
1125,verbessern::V,forbedre,засах
1126,verbessern::V,forbedre,сайжруулах
1127,ändern::V,ændre,өөрчлөх
1128,graben::V,grave,малтах
1129,beugen::V,bøje,бөгтийлгөх
1130,biegen::V,bøje,матах
1131,biegen::V,bøje,муруйлгах
1132,drehen::V,dreje,эргүүлэх
1133,wenden::V,vende,эргүүлэх
1134,umdrehen::V,dreje om,хөрвүүлэх
1135,heben::V,hæve,өргөх
1136,hochheben::V,løfte,өргөх
1137,ergreifen::V,gribe fat i,атгах
1138,halten::V,holde,барих
1139,drücken::V,trykke,дарах
1140,schieben::V,skyde,түлхэх
1141,schieben::V,skubbe,түлхэх
1142,kratzen::V,klø,хусах
1143,kratzen::V,klø,маажих
1144,kratzen::V,kradse,хусах
1145,kratzen::V,kradse,маажих
1146,lecken::V,slikke,долоох
1147,beißen::V,bide,зуух
1148,beißen::V,bide,хазах
1149,abreißen::V,rive af,таслах
1150,abschneiden::V,skære af,тайрах
1151,binden::V,binde,боох
1152,binden::V,binde,хүлэх
1153,stecken::V,stikke,шаах
1154,stecken::V,stikke,шигтгэх
1155,brechen::V,brække,хугалах
1156,klopfen::V,banke,цохих
1157,klopfen::V,banke,тогших
1158,hauen::V,hugge,дэлдэх
1159,kleben::V,klistre,наах
1160,reiben::V,gnide,нухах
1161,reiben::V,gnide,нидчих
1162,streichen::V,smøre,нялах
1163,streichen::V,smøre,түрхэх
1164,schleifen::V,slibe,билүүдэх
1165,schleifen::V,slibe,гуранздах
1166,schneiden::V,skære,огтлох
1167,schneiden::V,klippe,огтлох
1168,rütteln::V,ruske,холхнулах
1169,schütteln::V,ryste,сэгсрэх
1170,schwenken::V,svinge,дэвэх
1171,schwenken::V,svinge,даллах
1172,schütten::V,hælde,цутгах
1173,schütten::V,hælde,аягалах
1174,füllen::V,fylde,дүүргэх
1175,einwickeln::V,pakke ind,боох
1176,einwickeln::V,pakke ind,ороох
1177,tragen::V,bære,авчрах
1178,schleppen::V,slæbe,чирэх
1179,ziehen::V,trække,татах
1180,aufbewahren::V,opbevare,хадгалах
1181,werfen::V,kaste,хаях
1182,werfen::V,kaste,шидэх
1183,fangen::V,fange,барих
1184,packen::V,gribe,шүүрэх
1185,verstecken::V,gemme,нуух
1186,teilen::V,dele,хуваах
1187,schicken::V,sende,илгээх
1188,schicken::V,sende,явуулах
1189,bringen::V,bringe,авчрах
1190,bringen::V,bringe,аваачих
1191,hinzufügen::V,tilføje,нэмэх
1192,bekommen::V,få,хүлээн авах
1193,erhalten::V,få,хүлээн авах
1194,nehmen::V,tage,авах
1195,wählen::V,vælge,сонгох
1196,auswählen::V,udvælge,шилэх
1197,bewahren::V,bevare,гамнах
1198,behindern::V,hindre,саад хийх
1199,behindern::V,hindre,тотгор болох
1200,behindern::V,forhindre,саад хийх
1201,behindern::V,forhindre,тотгор болох
1202,verderben::V,ødelægge,эвдэх
1203,beschädigen::V,beskadige,гэмтээх
1204,zerbrechen::V,brække itu,хагалах
1205,zerbrechen::V,brække itu,хага цохих
1206,zerreißen::V,rive itu,урах
1207,zerstören::V,ødelægge,эвдэх
1208,zerstören::V,ødelægge,сүйтгэх
1209,verbrennen::V,brænde,шатаах
1210,geben::V,give,өгөх
1211,reichen::V,række,өгөх
1212,reichen::V,række,дамжуулах
1213,schenken::V,forære,бэлэглэх
1214,versprechen::V,love,амлах
1215,wünschen::V,ønske,ерөөх
1216,loben::V,rose,магтах
1217,loben::V,rose,сайшаах
1218,küssen::V,kysse,озох
1219,küssen::V,kysse,үнсэх
1220,wiegen::V,vugge,бүүвэйлэх
1221,zudecken::V,dække til,хучих
1222,zudecken::V,dække til,бүтээх
1223,wecken::V,vække,сэрээх
1224,zeigen::V,vise,үзүүлэх
1225,führen::V,føre,хөтлөх
1226,lehren::V,lære,заах
1227,unterrichten::V,undervise,сургах
1228,aufziehen::V,opdrage,өсгөх
1229,aufziehen::V,opdrage,хүмүүжүүлэх
1230,leiten::V,lede,удирдах
1231,antreiben::V,skynde på,шамдуулах
1232,lassen::V,få til at,-уулах
1233,einladen::V,indbyde,залах
1234,einladen::V,invitere,залах
1235,vereinigen::V,forene,нэгтгэх
1236,vereinigen::V,forene,хамтруулах
1237,besuchen::V,besøge,зочлох
1238,treffen::V,møde,учрах
1239,treffen::V,møde,дайралдах
1240,sich versammeln::V,forsamles,хуралдах
1241,spielen::V,lege,наадах
1242,spielen::V,spille,наадах
1243,singen::V,synge,дуулах
1244,tanzen::V,danse,бүжиглэх
1245,sich trennen::V,skilles,салах
1246,verlassen::V,forlade,хаях
1247,retten::V,redde,гэтэлгэх
1248,bewachen::V,bevogte,сахих
1249,schützen::V,skærme,хамгаалах
1250,schützen::V,beskytte,хамгаалах
1251,verteidigen::V,forsvare,хамгаалах
1252,sich schlagen::V,slås,зодолдох
1253,schießen::V,skyde,харвах
1254,schießen::V,skyde,буу буудах
1255,siegen::V,sejre,ялах
1256,ärgern::V,ærgre,уурлуулах
1257,ärgern::V,ærgre,уур хүргэх
1258,schlagen::V,slå,цохих
1259,treten::V,sparke,өшиглөх
1260,stechen::V,stikke,хатгах
1261,stoßen::V,støde,ёврох
1262,stoßen::V,støde,нудрах
1263,stehlen::V,stjæle,хулгайлах
1264,stören::V,forstyrre,саад болох
1265,belästigen::V,genere,зовоох
1266,belästigen::V,genere,амраахгүй байх
1267,belästigen::V,ulejlige,зовоох
1268,belästigen::V,ulejlige,амраахгүй байх
1269,verbergen::V,skjule,нуух
1270,verbergen::V,skjule,далдлах
1271,täuschen::V,villede,мэхлэх
1272,betrügen::V,bedrage,хуурах
1273,töten::V,dræbe,алах
1274,wohnen::V,bo,суух
1275,wohnen::V,bo,амьдрах
1276,arbeiten::V,arbejde,ажиллах
1277,arbeiten::V,arbejde,хөдөлмөрлөх
1278,sammeln::V,samle,түүх
1279,sammeln::V,samle,хураах
1280,pflücken::V,plukke,түүх
1281,jagen::V,jage,агнах
1282,jagen::V,jage,гөрөөлөх
1283,fischen::V,fiske,загасчлах
1284,fischen::V,fiske,загас барих
1285,fassen::V,fange,барих
1286,hüten::V,vogte,маллах
1287,hüten::V,vogte,хариулах
1288,treiben::V,drive,туух
1289,anbinden::V,binde fast,уях
1290,füttern::V,fodre,тэжээх
1291,melken::V,malke,саах
1292,hacken::V,hakke,цавчих
1293,gießen::V,hælde,услах
1294,reifen::V,modne,боловсрох
1295,zubereiten::V,tilberede,бэлдэх
1296,kochen::V,koge,чанах
1297,backen::V,bage,жигнэх
1298,braten::V,stege,шарах
1299,braten::V,stege,хайрах
1300,umrühren::V,røre om,хутгах
1301,stricken::V,strikke,нэхэх
1302,stricken::V,strikke,сүлжих
1303,nähen::V,sy,оёх
1304,färben::V,farve,будах
1305,reinigen::V,rense,арилгах
1306,reinigen::V,rense,цэвэрлэх
1307,reinigen::V,gøre ren,арилгах
1308,reinigen::V,gøre ren,цэвэрлэх
1309,waschen::V,vaske,угаах
1310,abwischen::V,tørre af,арчих
1311,spülen::V,skylle,зайлах
1312,fegen::V,feje,хамах
1313,fegen::V,feje,шүүрдэх
1314,kehren::V,feje,шүүрдэх
1315,kehren::V,feje,туужуудах
1316,baden::V,bade,усанд орох
1317,sich waschen::V,vaske sig,биеэ угаах
1318,ausziehen::V,tage af,тайлах
1319,anziehen::V,tage på,өмсөх
1320,sich anziehen::V,klæde sig på,хувцаслах
1321,kämmen::V,rede,самнах
1322,kämmen::V,frisere,самнах
1323,schmücken::V,pynte,гоёх
1324,schmücken::V,pynte,чимэх
1325,schmücken::V,smykke,гоёх
1326,schmücken::V,smykke,чимэх
1327,sagen::V,sige,гэх
1328,sagen::V,sige,хэлэх
1329,sprechen::V,snakke,ярих
1330,sprechen::V,snakke,өгүүлэх
1331,reden::V,tale,хэлэх
1332,reden::V,tale,хөөрөлдөх
1333,reden::V,snakke,хэлэх
1334,reden::V,snakke,хөөрөлдөх
1335,sich unterhalten::V,snakke sammen,ярилцах
1336,fragen::V,spørge,асуух
1337,bitten::V,bede,гуйх
1338,erzählen::V,berette,өгүүлэх
1339,erzählen::V,fortælle,өгүүлэх
1340,mitteilen::V,meddele,дуулгах
1341,mitteilen::V,meddele,мэдээлэх
1342,nennen::V,nævne,нэрлэх
1343,rufen::V,råbe,дуудах
1344,prahlen::V,prale,бардах
1345,prahlen::V,prale,сайрхах
1346,übersetzen::V,oversætte,орчуулах
1347,denken::V,tænke,санах
1348,glauben::V,tro,итгэх
1349,bemerken::V,bemærke,ажих
1350,bemerken::V,bemærke,ажиглах
1351,bemerken::V,lægge mærke til,ажих
1352,bemerken::V,lægge mærke til,ажиглах
1353,erkennen::V,genkende,таних
1354,begreifen::V,begribe,ойлгох
1355,verstehen::V,forstå,мэдэж авах
1356,lernen::V,lære,сурах
1357,wissen::V,vide,мэдэх
1358,sich erinnern an::V,mindes,дурсах
1359,sich erinnern an::V,huske på,дурсах
1360,vergessen::V,glemme,мартах
1361,messen::V,måle,хэмжих
1362,zählen::V,tælle,тоолох
1363,rechnen::V,regne,тооцоох
1364,lesen::V,læse,унших
1365,malen::V,male,зурах
1366,zeichnen::V,tegne,дүрслэн бичих
1367,schreiben::V,skrive,бичих
1368,besitzen::V,eje,эзэмших
1369,besitzen::V,besidde,эзэмших
1370,kaufen::V,købe,худалдан авах
1371,verkaufen::V,sælge,худалдах
1372,bezahlen::V,betale,төлөх
1373,zahlen::V,betale,төлөх
1374,beherrschen::V,beherske,эзэмших
1375,ertragen::V,tåle,тэсэх
1376,ertragen::V,udholde,тэсэх
1377,hinfallen::V,,ойчих
