,Concept_ID,sv,myv
841,fünfzig::NUM,femtio,ведьгемень
842,sechzig::NUM,sextio,кодгемень
843,siebzig::NUM,sjuttio,сизьгемень
844,achtzig::NUM,åttio,кавксоньгемень
845,neunzig::NUM,nittio,вейксэньгемень
846,hundert::NUM,hundra,сядо
847,tausend::NUM,tusen,тыща
848,und::CNJ,och,ды
849,oder::CNJ,eller,или
850,stehen::V,stå,аштемс стядо
851,sitzen::V,sitta,аштемс озадо
852,liegen::V,ligga,мадезь аштемс
853,hängen::V,hänga,нурьгемс
854,werden::V,bli,арамс
855,passieren::V,ske,лисэмс
856,passieren::V,hända,лисэмс
857,beginnen::V,börja,ушодомс
858,enden::V,ända,лоткамс
859,wechseln::V,växla,полавтнемс
860,aufgehen[Sonne]::V,gå upp,лисемс
861,aufgehen[Sonne]::V,gå upp,стямс
862,untergehen[Sonne]::V,gå ned,валгомс
863,scheinen[Sonne]::V,skina,валдомтомс
864,donnern::V,dundra,цярномс
865,donnern::V,dundra,галдордомс
866,wehen::V,blåsa,пувамс
867,strömen::V,forsa,чудемс
868,strömen::V,strömma,чудемс
869,fließen::V,flyta,чудемс
870,sich drehen::V,snurra,велямс
871,schwanken::V,vackla,лыкамс
872,schwanken::V,vackla,якамс
873,schwingen::V,svinga,нурсемс
874,schwingen::V,svinga,лыкамс
875,fallen::V,falla,прамс
876,fallen::V,falla,сяворемс
877,brennen::V,brinna,паломс
878,rauchen::V,ryka,качадомс
879,regnen::V,regna,пиземс
880,gefrieren::V,frysa,кельмемс
881,tauen::V,töa,соламс
882,schmelzen::V,smälta,соламс
883,trocknen::V,torka,коськемс
884,sieden::V,koka,лакамс
885,sieden::V,koka,пиксемс
886,sieden::V,sjuda,лакамс
887,sieden::V,sjuda,пиксемс
888,faulen::V,ruttna,наксадомс
889,verfaulen::V,ruttna,наксадомс
890,reißen::V,brista,сезневемс
891,versinken::V,sjunka,ваямс
892,vergehen::V,förgå,ютамс
893,erscheinen::V,synas,лисемс
894,erscheinen::V,visa sig,лисемс
895,verschwinden::V,försvinna,ёмамс
896,sinken::V,sjunka,явамс
897,abnehmen::V,avta,киремемс
898,abnehmen::V,minskas,киремемс
899,zunehmen::V,tilltaga,ламолгадомс
900,zunehmen::V,tilltaga,раштамс
901,steigen::V,stiga,куземс
902,steigen::V,stiga,кепсевемс
903,wachsen::V,växa,касомс
904,glänzen::V,glimma,цитнемс
905,funkeln::V,tindra,пиндолдомс
906,funkeln::V,tindra,цивтёрдомс
907,funkeln::V,gnistra,пиндолдомс
908,funkeln::V,gnistra,цивтёрдомс
909,lärmen::V,bråka,шалномс
910,lärmen::V,väsnas,шалномс
911,läuten::V,ringa,гайгезевемс
912,klingeln::V,ringa,чавомс баягас
913,klirren::V,klirra,калдордомс
914,klirren::V,klirra,кальцяемс
915,brausen::V,brusa,лакамс
916,rauschen::V,susa,лажномс
917,klingen::V,låta,гайгемс
918,klingen::V,klinga,гайгемс
919,bellen::V,skälla,онгомс
920,heulen::V,yla,урномс
921,heulen::V,tjuta,урномс
922,blasen::V,blåsa,пувамс
923,pfeifen::V,vissla,вешкемс
924,schreien::V,skrika,пижнемс
925,stöhnen::V,stöna,кувсемс
926,zittern::V,darra,тарномс
927,zittern::V,skälva,тарномс
928,leben::V,leva,эрямс
929,geboren werden::V,födas,чачомс
930,atmen::V,andas,лексемс
931,trinken::V,dricka,симемс
932,essen::V,äta,ярсамс
933,schlucken::V,svälja,нилемс
934,schlucken::V,svälja,порнемс
935,müde werden::V,tröttna,сиземс
936,einschlafen::V,somna,матедевемс
937,schlafen::V,sova,удомс
938,aufwachen::V,vakna,сыргоземс
939,aufstehen::V,stiga upp,стямс
940,sich erholen::V,repa sig,оймсемс
941,sich erholen::V,hämta sig,оймсемс
942,krank werden::V,insjukna,сэредезевемс
943,krank sein::V,vara sjuk,сэредемс
944,schmerzen::V,smärta,сэредемс
945,schmerzen::V,göra ont,сэредемс
946,husten::V,hosta,козомс
947,genesen::V,tillfriskna,пичкамс
948,sterben::V,dö,куломс
949,umkommen::V,omkomma,чавовомс
950,umkommen::V,omkomma,ёмамс
951,sich bewegen::V,röra sig,шаштомс
952,sich rühren::V,röra på sig,сыргамс
953,sich erheben::V,resa sig,куземс
954,sich setzen::V,sätta sig,озамс
955,hinfallen::V,falla omkull,прамс
956,hinfallen::V,falla omkull,сяворемс
957,laufen::V,löpa,якамс
958,schreiten::V,skrida,эскелямс
959,schreiten::V,skrida,молемс
960,spazierengehen::V,promenera,якамс
961,eilen::V,ila,эрзкалемс
962,eilen::V,ila,капшамс
963,sich beeilen::V,skynda sig,капшамс
964,sausen::V,susa,ливтямс
965,rennen::V,löpa,чийнемс
966,rennen::V,löpa,ардтнемс
967,rennen::V,springa,чийнемс
968,rennen::V,springa,ардтнемс
969,springen::V,hoppa,кирнявтнемс
970,klettern::V,klättra,куземс
971,schaukeln::V,gunga,нурямс
972,kriechen::V,kräla,ёзмолдомс
973,schwimmen::V,simma,уемс
974,tauchen::V,dyka,чопавтомс
975,tauchen::V,dyka,чопавтнемс
976,rudern::V,ro,миледемс
977,fahren::V,köra,ардомс
978,fliegen::V,flyga,ливтямс
979,gehen::V,gå,туемс
980,gehen::V,gå,молемс
981,weggehen::V,gå bort,туемс
982,abfahren::V,resa,туемс
983,abfahren::V,avresa,туемс
984,anhalten::V,stanna,лоткамс
985,hineingehen::V,gå in,совамс
986,eintreten::V,träda in,совамс
987,eintreten::V,träda in,эскельдямс
988,kommen::V,komma,самс
989,ankommen::V,ankomma,самс
990,ankommen::V,ankomma,пачкодемс
991,zurückkommen::V,återkomma,велявтомс
992,bleiben::V,bli,кадовомс
993,bleiben::V,förbli,кадовомс
994,warten::V,vänta,учомс
995,erwarten::V,vänta,учомс
996,suchen::V,leta,вешнемс
997,finden::V,finna,муемс
998,versuchen::V,försöka,варштамс
999,vorbereiten::V,förbereda,анокстамс
1000,lieben::V,älska,вечкемс
1001,mögen::V,tycka om,вечкемс
1002,lachen::V,skratta,пейдемс
1003,rühren::V,röra,токамс седейс
1004,weinen::V,gråta,авардемс
1005,schimpfen::V,skälla,сёвномс
1006,sich ärgern::V,förargas,кежиявтнемс
1007,sich fürchten::V,vara rädd,пелемс
1008,fürchten::V,frukta,пелемс
1009,fliehen::V,fly,оргодемс
1010,fliehen::V,rymma,оргодемс
1011,flüchten::V,fly,ворьгодемс
1012,flüchten::V,fly,чадомс
1013,sehen::V,se,неемс
1014,anschauen::V,se på,ваномс
1015,anschauen::V,betrakta,ваномс
1016,ansehen::V,åse,ваномс
1017,hören::V,höra,марямс
1018,zuhören::V,höra på,кунсоломс
1019,zuhören::V,lyssna till,кунсоломс
1020,probieren::V,smaka,варшамс
1021,probieren::V,smaka på,варшамс
1022,riechen::V,lukta,никсемс
1023,fühlen::V,känna,марямс
1024,scheinen::V,verka,марявомс
1025,scheinen::V,tyckas,марявомс
1026,zu sehen sein::V,synas,неявомс
1027,zu sehen sein::V,kunna ses,неявомс
1028,vernehmen::V,få veta,марямс
1029,vernehmen::V,förnimma,марямс
1030,frieren::V,frysa,кельмемс
1031,tun::V,göra,теемс
1032,können::V,kunna,маштомс
1033,wollen::V,vilja,бажамс
1034,anfangen::V,börja,кармамс
1035,beenden::V,avsluta,прядомс
1036,aufhören::V,sluta,лоткамс
1037,aufhören::V,upphöra,лоткамс
1038,gelingen::V,lyckas,удаламс
1039,geraten::V,bli,лисемс
1040,öffnen::V,öppna,панжомс
1041,schließen::V,låsa,пекстамс
1042,schließen::V,låsa,сёлгомс
1043,schließen::V,låsa,конямс
1044,schließen::V,stänga,пекстамс
1045,schließen::V,stänga,сёлгомс
1046,schließen::V,stänga,конямс
1047,stellen::V,ställa,аравтомс
1048,setzen::V,sätta,ойсевтемс
1049,setzen::V,sätta,озавтнемс
1050,legen::V,lägga,путомс
1051,berühren::V,beröra,токамс
1052,verbinden::V,förbinda,содомс
1053,bedecken::V,täcka,вельтямс
1054,bedecken::V,betäcka,вельтямс
1055,aufhängen::V,hänga,понгавтомс
1056,aufhängen::V,hänga upp,понгавтомс
1057,anzünden::V,tända,кирвастемс
1058,anzünden::V,antända,кирвастемс
1059,anzünden::V,tända på,кирвастемс
1060,aufheben::V,lyfta,кепедемс
1061,zurücklassen::V,lämna,кадомс
1062,zurücklassen::V,efterlämna,кадомс
1063,verlieren::V,mista,ёмавтомс
1064,verlieren::V,förlora,ёмавтомс
1065,fallen lassen::V,tappa,правтомс
1066,fallen lassen::V,släppa,правтомс
1067,machen::V,göra,теемс
1068,herstellen::V,tillverka,анокстамс
1069,herstellen::V,framställa,анокстамс
1070,bauen::V,bygga,путомс
1071,reparieren::V,reparera,витемс
1072,verbessern::V,rätta,паролгавтомс
1073,verbessern::V,rätta,вадрялгавтомс
1074,verbessern::V,förbättra,паролгавтомс
1075,verbessern::V,förbättra,вадрялгавтомс
1076,ändern::V,ändra,полавтомс
1077,ändern::V,förändra,полавтомс
1078,graben::V,gräva,чувомс
1079,graben::V,gräva,таргамс
1080,beugen::V,böja,мендемс
1081,biegen::V,böja,комавтомс
1082,biegen::V,kröka,комавтомс
1083,drehen::V,vrida,чаравтомс
1084,drehen::V,vrida,велявтнемс
1085,wenden::V,vända,велявтомс
1086,umdrehen::V,vrida om,велявтомс
1087,heben::V,häva,кепедемс
1088,hochheben::V,lyfta,кепедемс
1089,ergreifen::V,gripa,кундамс
1090,halten::V,hålla,кирдемс
1091,drücken::V,trycka,нуемс
1092,schieben::V,skjuta,шаштомс
1093,kratzen::V,riva,ангордамс
1094,kratzen::V,skrapa,ангордамс
1095,lecken::V,slicka,нолсемс
1096,beißen::V,bita,сускомс
1097,abreißen::V,slita_av,сеземс
1098,abreißen::V,riva_av,сеземс
1099,abschneiden::V,skära av,печкемс
1100,binden::V,binda,кодамс
1101,binden::V,binda,сюлмамс
1102,stecken::V,sticka,сялгомс
1103,brechen::V,bryta,синдемс
1104,brechen::V,bryta,калавтомс
1105,brechen::V,brista,синдемс
1106,brechen::V,brista,калавтомс
1107,klopfen::V,banka,калтаямс
1108,klopfen::V,klappa,калтаямс
1109,hauen::V,hugga,чавомс
1110,kleben::V,klistra,педявтнемс
1111,reiben::V,gnida,ёзамс
1112,streichen::V,smörja,вадемс
1113,schleifen::V,slipa,човамс
1114,schneiden::V,skära,керямс
1115,schneiden::V,klippa,керямс
1116,rütteln::V,skaka,чукамс
1117,rütteln::V,skaka,лыкавтомс
1118,schütteln::V,rista,чукамс
1119,schwenken::V,svänga,яхолемс
1120,schütten::V,hälla,каямс
1121,füllen::V,fylla,пештямс
1122,einwickeln::V,slå in,тапарямс
1123,einwickeln::V,veckla in,тапарямс
1124,tragen::V,bära,кандомс
1125,schleppen::V,släpa,ускомс
1126,ziehen::V,dra,ускомс
1127,aufbewahren::V,förvara,ванстомс
1128,aufbewahren::V,ta vara på,ванстомс
1129,werfen::V,kasta,ёртомс
1130,fangen::V,fånga,кундамс
1131,packen::V,gripa,кундамс
1132,packen::V,gripa tag,кундамс
1133,verstecken::V,gömma,кекшемс
1134,teilen::V,dela,явомс
1135,schicken::V,skicka,кучомс
1136,bringen::V,bringa,кандомс
1137,hinzufügen::V,tillägga,путомс
1138,hinzufügen::V,tillägga,максомс
1139,bekommen::V,få,саемс
1140,bekommen::V,erhålla,саемс
1141,erhalten::V,få,саемс
1142,erhalten::V,erhålla,саемс
1143,nehmen::V,ta,саемс
1144,nehmen::V,taga,саемс
1145,wählen::V,välja,кочкамс
1146,auswählen::V,utvälja,кочкамс
1147,bewahren::V,bevara,ванстомс
1148,behindern::V,hindra,кирдемс
1149,behindern::V,förhindra,кирдемс
1150,verderben::V,förstöra,коламс
1151,beschädigen::V,skada,теемс зыян
1152,zerbrechen::V,bryta isär,коламс
1153,zerbrechen::V,bryta sönder,коламс
1154,zerreißen::V,riva sönder,сеземс
1155,zerreißen::V,slita sönder,сеземс
1156,zerstören::V,förstöra,калавтомс
1157,verbrennen::V,bränna,пултамс
1158,verbrennen::V,bränna upp,пултамс
1159,geben::V,ge,максомс
1160,reichen::V,räcka,максомс
1161,schenken::V,skänka,каземс
1162,versprechen::V,lova,алтамс
1163,wünschen::V,önska,арсемс
1164,loben::V,lova,шнамс
1165,loben::V,beröma,шнамс
1166,küssen::V,pussa,палсемс
1167,wiegen::V,vagga,нурсемс
1168,zudecken::V,täcka,тавадомс
1169,zudecken::V,täcka,вельтямс
1170,wecken::V,väcka,стявтомс
1171,zeigen::V,visa,невтемс
1172,führen::V,föra,ветямс
1173,lehren::V,lära,тонавтомс
1174,unterrichten::V,undervisa,тонавтомс
1175,aufziehen::V,uppfostra,трямс
1176,aufziehen::V,uppfostra,кастомс
1177,leiten::V,leda,ветямс
1178,leiten::V,leda,азоркстамс
1179,antreiben::V,driva på,ветямс
1180,lassen::V,få att,кармавтомс
1181,einladen::V,bjuda,тердемс
1182,einladen::V,inbjuda,тердемс
1183,vereinigen::V,förena,вейсэндямс
1184,vereinigen::V,förena,вейс путомс
1185,vereinigen::V,förena,вейс пурнамс
1186,besuchen::V,besöka,варштамс
1187,treffen::V,möta,вастомс
1188,treffen::V,träffa,вастомс
1189,sich versammeln::V,församla sig,промокшномс
1190,spielen::V,leka,налксемс
1191,spielen::V,spela,налксемс
1192,singen::V,sjunga,морамс
1193,tanzen::V,dansa,киштемс
1194,sich trennen::V,skiljas,явомс
1195,verlassen::V,lämna,кадомс
1196,verlassen::V,överge,кадомс
1197,retten::V,rädda,идемс
1198,bewachen::V,bevaka,ванстомс
1199,schützen::V,skydda,аштемс
1200,schützen::V,beskydda,аштемс
1201,verteidigen::V,försvara,ваномс
1202,sich schlagen::V,slåss,тюремс
1203,schießen::V,skjuta,ледемс
1204,siegen::V,segra,изнямс
1205,ärgern::V,förarga,кежейгавтомс
1206,schlagen::V,slå,токамс
1207,treten::V,sparka,тапамс
1208,stechen::V,sticka,пупамс
1209,stoßen::V,stöta,тулкадемс
1210,stehlen::V,stjäla,саламс
1211,stören::V,störa,пирямс ки
1212,belästigen::V,genera,а максомс
1213,belästigen::V,genera,а кадомс оймамо
1214,belästigen::V,besvära,а максомс
1215,belästigen::V,besvära,а кадомс оймамо
1216,verbergen::V,dölja,сёпомс
1217,verbergen::V,dölja,кекшемс
1218,täuschen::V,vilseleda,манямс
1219,betrügen::V,bedra,манчемс
1220,töten::V,döda,чавномс
1221,töten::V,döda,маштнемс
1222,wohnen::V,bo,эрямс
1223,arbeiten::V,arbeta,важодемс
1224,sammeln::V,samla,пурнамс
1225,pflücken::V,plocka,ноцковтнемс
1226,jagen::V,jaga,кундамс
1227,fischen::V,fiska,калонь кундамс
1228,fassen::V,fånga,кундамс
1229,hüten::V,vakta,ваномс
1230,treiben::V,driva,панемс
1231,anbinden::V,binda fast,сюлмамс
1232,füttern::V,fodra,андомс
1233,melken::V,mjölka,потявтомс
1234,hacken::V,hacka,лазномс
1235,gießen::V,hälla,валомс
1236,gießen::V,vattna,валомс
1237,reifen::V,mogna,кенеремс
1238,zubereiten::V,tillaga,анокстамс
1239,zubereiten::V,tillreda,анокстамс
1240,kochen::V,koka,пидемс
1241,backen::V,baka,пидемс
1242,braten::V,steka,пуштамс
1243,umrühren::V,röra om,човорямс
1244,stricken::V,sticka,кодамс
1245,nähen::V,sy,стамс
1246,färben::V,färga,артомс
1247,reinigen::V,rensa,урядамс
1248,reinigen::V,rengöra,урядамс
1249,waschen::V,tvätta,муськемс
1250,abwischen::V,torka av,нардамс
1251,spülen::V,spola,ёрвалдомс
1252,spülen::V,skölja,ёрвалдомс
1253,fegen::V,feja,тенсемс
1254,kehren::V,sopa,тенсемс
1255,baden::V,bada,экшелямс
1256,sich waschen::V,tvätta sig,шлямс
1257,ausziehen::V,ta av,кайсевтемс
1258,anziehen::V,ta på,оршамс
1259,sich anziehen::V,klä på sig,оршамс
1260,kämmen::V,kamma,судрямс
1261,schmücken::V,pynta,мазылгавтомс
1262,schmücken::V,pynta,наряжамс
1263,schmücken::V,smycka,мазылгавтомс
1264,schmücken::V,smycka,наряжамс
1265,sagen::V,säga,меремс
1266,sprechen::V,tala,кортамс
1267,reden::V,tala,кортамс
1268,reden::V,prata,кортамс
1269,sich unterhalten::V,prata,кортнемс
1270,fragen::V,fråga,кевкстемс
1271,fragen::V,spörja,кевкстемс
1272,bitten::V,be,вешемс
1273,erzählen::V,berätta,ёвтнемс
1274,mitteilen::V,meddela,ёвтамс
1275,nennen::V,kalla,лемдемс
1276,nennen::V,kalla,путомс лем
1277,rufen::V,ropa,тердемс
1278,rufen::V,ropa,серьгедемс
1279,prahlen::V,pråla,шнамс пря
1280,prahlen::V,skryta,шнамс пря
1281,übersetzen::V,tolka,ютавтомс
1282,übersetzen::V,översätta,ютавтомс
1283,denken::V,tänka,арсемс
1284,glauben::V,tro,кемемс
1285,bemerken::V,uppmärksamma,неемс
1286,bemerken::V,lägga märke till,неемс
1287,erkennen::V,känna igen,содамс
1288,begreifen::V,begripa,пачкодемс
1289,verstehen::V,förstå,чарькодемс
1290,lernen::V,lära sig,тонавтнемс
1291,wissen::V,veta,содамс
1292,sich erinnern an::V,minnas,ледстямс
1293,sich erinnern an::V,komma ihåg,ледстямс
1294,vergessen::V,glömma,стувтомс
1295,messen::V,mäta,онкстнемс
1296,zählen::V,räkna,ловомс
1297,rechnen::V,räkna,ловомс
1298,lesen::V,läsa,ловномс
1299,malen::V,måla,рисовамс
1300,zeichnen::V,teckna,рисовамс
1301,schreiben::V,skriva,сёрмадомс
1302,besitzen::V,äga,улемс
1303,besitzen::V,äga,улемс азорокс
1304,besitzen::V,besitta,улемс
1305,besitzen::V,besitta,улемс азорокс
1306,kaufen::V,köpa,рамамс
1307,verkaufen::V,sälja,миемс
1308,bezahlen::V,betala,пандомс
1309,zahlen::V,betala,пандомс
1310,beherrschen::V,behärska,азоркстамс
1311,ertragen::V,tåla,кирдемс
1312,ertragen::V,uthärda,кирдемс
