,Concept_ID,ka,no
754,immer::ADV,ყოველთვის,alltid
755,niemals::ADV,არასდროს,aldri
756,hier::ADV,აქ,her
757,hierhin::ADV,აქეთ,hit
758,von hier::ADV,აქედან,herfra
759,dort::ADV,იქ,der
760,dorthin::ADV,იქით,dit
761,geradeaus::ADV,პირდაპირ,rett fram
762,vorwärts::ADV,წინ,fram
763,vorwärts::ADV,წინ,framover
764,rückwärts::ADV,უკან,baklengs
765,zurück::ADV,უკანვე,tilbake
766,unten::ADV,დაბლა,nede
767,unten::ADV,ქვევით,nede
768,hinab::ADV,ძირს,ned
769,hinab::ADV,ძირს,nedover
770,oben::ADV,ზემოთ,oppe
771,oben::ADV,ზემოთ,ovenpå
772,hinauf::ADV,ზევით,opp
773,hinauf::ADV,ზევით,oppover
774,überall::ADV,ყველგან,overalt
775,nicht::ADV,არ,ikke
776,ein wenig::ADV,ცოტა,litt
777,kaum::ADV,ძლივს,neppe
778,sehr::ADV,მეტად,svært
779,sehr::ADV,ძალიან,svært
780,so::ADV,ისე,så
781,noch::ADV,ჯერ,enda
782,nur::ADV,მხოლოდ,bare
783,schon::ADV,უკვე,alt
784,schon::ADV,უკვე,allerede
785,wieder::ADV,ისევ,igjen
786,wieder::ADV,კიდევ,igjen
787,vergebens::ADV,ამაოდ,forgjeves
788,vergebens::ADV,ტყუილად,forgjeves
789,vor::PRP,წინ,foran
790,vor::PRP,წინ,utenfor
791,hinter::PRP,უკან,bak
792,hinter::PRP,უკან,bakom
793,hinter::PRP,მიღმა,bak
794,hinter::PRP,მიღმა,bakom
795,unter::PRP,ქვეშ,under
796,unter::PRP,ქვევით,under
797,durch::PRP,გავლით,gjennom
798,durch::PRP,გავლით,igjennom
799,neben::PRP,გვერდით,ved siden av
800,zwischen::PRP,შუა,mellom
801,zwischen::PRP,შორის,mellom
802,wegen::PRP,გამო,på grunn av
803,wegen::PRP,შედეგად,på grunn av
804,dies::PRN,ეს,dette
805,das::PRN,ეგ,det
806,alles::PRN,ყველაფერი,alt
807,ich::PRN,მე,jeg
808,du::PRN,შენ,du
809,er::PRN,ის,han
810,er::PRN,იგი,han
811,wir::PRN,ჩვენ,vi
812,ihr::PRN,თქვენ,dere
813,sie::PRN,ისინი,de
814,was::FPRN,რა,hva
815,wer::FPRN,ვინ,hvem
816,wo::FADV,სად,hvor
817,wohin::FADV,საით,hvor ... hen
818,wie::FADV,როგორ,hvordan
819,warum::FADV,რაზე,hvorfor
820,warum::FADV,რატომ,hvorfor
821,wieviel::FNUM,რამდენი,hvor mye
822,eins::NUM,ერთი,en
823,eins::NUM,ერთი,ett
824,zwei::NUM,ორი,to
825,drei::NUM,სამი,tre
826,vier::NUM,ოთხი,fire
827,fünf::NUM,ხუთი,fem
828,sechs::NUM,ექვსი,seks
829,sieben::NUM,შვიდი,sju
830,acht::NUM,რვა,åtte
831,neun::NUM,ცხრა,ni
832,zehn::NUM,ათი,ti
833,elf::NUM,თერთმეტი,elleve
834,zwölf::NUM,თორმეტი,tolv
835,zwanzig::NUM,ოცი,tjue
836,dreißig::NUM,ოცდაათი,tretti
837,vierzig::NUM,ორმოცი,førti
838,fünfzig::NUM,ორმოცდაათი,femti
839,sechzig::NUM,სამოცი,seksti
840,siebzig::NUM,სამოცდაათი,sytti
841,achtzig::NUM,ოთხმოცი,åtti
842,neunzig::NUM,ოთხმოცდაათი,nitti
843,hundert::NUM,ასი,hundre
844,tausend::NUM,ათასი,tusen
845,und::CNJ,და,og
846,oder::CNJ,ან,eller
847,stehen::V,დგას,stå
848,sitzen::V,ზის,sitte
849,liegen::V,აწევს,ligge
850,hängen::V,კიდია,henge
851,werden::V,გახდება,bli
852,passieren::V,მოხდება,skje
853,passieren::V,მოხდება,hende
854,beginnen::V,იწყება,begynne
855,enden::V,გათავდება,ende
856,enden::V,გათავდება,slutte
857,wechseln::V,იცვლება,veksle
858,aufgehen[Sonne]::V,ამოდის,stå opp
859,untergehen[Sonne]::V,ჩადის,gå ned
860,scheinen[Sonne]::V,ანათებს,skinne
861,donnern::V,ქუხს,tordne
862,wehen::V,ქრის,blåse
863,wehen::V,დაუბერავს,blåse
864,strömen::V,იღვრება,strømme
865,fließen::V,დის,flyte
866,fließen::V,მიედინება,flyte
867,sich drehen::V,ტრიალებს,dreie seg
868,schwanken::V,ირხევა,svaie
869,schwingen::V,ირხევა,svinge
870,fallen::V,დავარდება,falle
871,brennen::V,იწვის,brenne
872,rauchen::V,ბოლავს,ryke
873,rauchen::V,აბოლებს,ryke
874,regnen::V,წვიმს,regne
875,gefrieren::V,იყინება,fryse
876,tauen::V,დნება,tine
877,schmelzen::V,დნება,smelte
878,trocknen::V,გაშრება,tørre
879,sieden::V,დუღს,koke
880,faulen::V,ლპება,råtne
881,verfaulen::V,ლპება,råtne
882,reißen::V,დაიხევა,briste
883,versinken::V,ეფლობა,synke
884,versinken::V,ეფლობა,synke ned
885,versinken::V,ჩაიძირება,synke
886,versinken::V,ჩაიძირება,synke ned
887,vergehen::V,გადის,forløpe
888,erscheinen::V,გამოჩნდება,synes
889,verschwinden::V,გააქრება,forsvinne
890,verschwinden::V,დაიკარგება,forsvinne
891,sinken::V,დაიწევს,synke
892,abnehmen::V,შემცირდება,avta
893,abnehmen::V,შემცირდება,minske
894,zunehmen::V,გასუქდება,tilta
895,steigen::V,მოიმატებს,stige
896,wachsen::V,იზრდება,gro
897,wachsen::V,იზრდება,vokse
898,wachsen::V,მრავლდება,gro
899,wachsen::V,მრავლდება,vokse
900,glänzen::V,ბრწყინავს,skinne
901,funkeln::V,კაშკაშებს,tindre
902,lärmen::V,ხმაურობს,bråke
903,läuten::V,დარეკავს,ringe
904,klingeln::V,დარეკავს,ringe
905,klirren::V,დააწკარუნებს,klirre
906,brausen::V,ბობოქრობს,bruse
907,rauschen::V,შრიალებს,suse
908,klingen::V,ხმას გამოსცემს,lyde
909,klingen::V,ხმას გამოსცემს,klinge
910,bellen::V,უყეფს,gjø
911,bellen::V,უყეფს,bjeffe
912,heulen::V,ღმუის,ule
913,blasen::V,დაუბერავს,blåse
914,pfeifen::V,უსტვენს,plystre
915,schreien::V,ყვირის,skrike
916,stöhnen::V,კვნესის,stønne
917,zittern::V,აძაგძაგებს,dirre
918,zittern::V,აძაგძაგებს,skjelve
919,leben::V,ცოცხლობს,leve
920,geboren werden::V,იშვება,fødes
921,geboren werden::V,იბადება,fødes
922,atmen::V,სუნთქავს,ånde
923,atmen::V,სუნთქავს,puste
924,trinken::V,სვამს,drikke
925,trinken::V,დალევს,drikke
926,essen::V,შეჭამს,spise
927,schlucken::V,ყლაპავს,svelge
928,müde werden::V,დაიქანცება,bli trett
929,einschlafen::V,დაიძინებს,sovne
930,schlafen::V,სძინავს,sove
931,aufwachen::V,გაიღვიძებს,våkne
932,aufstehen::V,ადგება,stå opp
933,sich erholen::V,დაისვენებს,bli bra
934,sich erholen::V,დაისვენებს,komme seg
935,krank werden::V,ავად გახდება,bli syk
936,krank sein::V,ავადმყოფობს,være syk
937,schmerzen::V,სტკივა,gjøre vondt
938,husten::V,ახველებს,hoste
939,genesen::V,მორჩება,komme seg
940,sterben::V,კვდება,dø
941,umkommen::V,დაიღუპება,omkomme
942,sich bewegen::V,იძვრის,bevege seg
943,sich bewegen::V,მოძრაობს,bevege seg
944,sich rühren::V,გაინძრევა,røre på seg
945,sich erheben::V,ადგება,reise seg
946,sich setzen::V,დაჯდება,sette sig
947,hinfallen::V,დაეცემა,falle over ende
948,laufen::V,დადის,løpe
949,schreiten::V,აბიჯებს,skride
950,spazierengehen::V,დასეირნობს,spasere
951,spazierengehen::V,დასეირნობს,gå en tur
952,eilen::V,მიიჩქარის,ile
953,sich beeilen::V,აჩქარდება,skynde seg
954,sausen::V,მიქრის,suse
955,rennen::V,დარბის,løpe
956,springen::V,ხტის,hoppe
957,springen::V,ხტის,springe
958,klettern::V,ძვრება,klatre
959,schaukeln::V,ქანაობს,huske
960,kriechen::V,დაბობღავს,krype
961,schwimmen::V,ცურავს,svømme
962,tauchen::V,ჩაიძირება,dykke
963,rudern::V,ნიჩაბს უსვამს,ro
964,fahren::V,დადის,kjøre
965,fahren::V,მგზავრობს,kjøre
966,fliegen::V,იფრენს,fly
967,fliegen::V,გაფრინდება,fly
968,gehen::V,მიდის,gå
969,weggehen::V,წამოდის,gå bort
970,abfahren::V,მიემგზავრება,reise
971,anhalten::V,ჩერდება,stanse
972,hineingehen::V,შედის,gå inn
973,eintreten::V,შედის,tre inn
974,kommen::V,მოდის,komme
975,ankommen::V,ჩადის,ankomme
976,ankommen::V,ჩადის,komme til
977,zurückkommen::V,დაბრუნდება,komme tilbake
978,bleiben::V,დარჩება,bli
979,bleiben::V,დარჩება,forbli
980,warten::V,ელოდება,vente
981,erwarten::V,ელის,vente
982,erwarten::V,დაიცდის,vente
983,suchen::V,ეძებს,søke
984,suchen::V,მოძებნის,søke
985,finden::V,მიაგნებს,finne
986,finden::V,გამოძებნის,finne
987,versuchen::V,ცდის,prøve
988,versuchen::V,ცდის,forsøke
989,versuchen::V,ცდილობს,prøve
990,versuchen::V,ცდილობს,forsøke
991,vorbereiten::V,მოამზადებს,forberede
992,lieben::V,უყვარს,elske
993,mögen::V,ეტრფის,like
994,lachen::V,იცინის,le
995,rühren::V,გულს აუჩუყებს,røre
996,weinen::V,ტირის,gråte
997,schimpfen::V,შეიგინება,skjelle
998,sich ärgern::V,გაბრაზობს,ergre seg
999,sich fürchten::V,შიშობს,være redd
1000,fürchten::V,ფრთხილობს,være redd for
1001,fliehen::V,გაიქცევა,rømme
1002,fliehen::V,გაიქცევა,flykte
1003,flüchten::V,გაიქცევა,flykte
1004,sehen::V,ხედავს,se
1005,anschauen::V,ნახავს,se på
1006,anschauen::V,ნახავს,betrakte
1007,ansehen::V,უყურებს,anse
1008,hören::V,ისმენს,høre
1009,zuhören::V,მოისმენს,tilhøre
1010,probieren::V,გასინჯავს,smake
1011,probieren::V,გასინჯავს,smake på
1012,riechen::V,ყნოსავს,lukte
1013,fühlen::V,გრძნობს,føle
1014,scheinen::V,ეჩვენება,se ut
1015,zu sehen sein::V,მოჩანს,synes
1016,vernehmen::V,გაიგებს,få vite
1017,frieren::V,იყინება,fryse
1018,tun::V,აკეთებს,gjøre
1019,können::V,შეიძლება,kunne
1020,wollen::V,უნდა,ville
1021,anfangen::V,დაიწყებს,begynne
1022,beenden::V,ამთავრებს,avslutte
1023,aufhören::V,შეწყვეტს,slutte
1024,aufhören::V,შეწყვეტს,holde opp
1025,gelingen::V,მოახერხებს,lykkes
1026,geraten::V,გამოდის,bli
1027,öffnen::V,გახსნის,åpne
1028,schließen::V,ხურავს,lukke
1029,schließen::V,ხურავს,stenge
1030,schließen::V,დაკეტავს,lukke
1031,schließen::V,დაკეტავს,stenge
1032,stellen::V,დადგამს,stille
1033,setzen::V,დასვამს,sette
1034,legen::V,დადებს,legge
1035,berühren::V,შეახებს,berøre
1036,berühren::V,მიაკარებს,berøre
1037,verbinden::V,შეაერთებს,forbinde
1038,bedecken::V,გადააფარებს,dekke
1039,aufhängen::V,დაკიდებს,henge
1040,aufhängen::V,დაკიდებს,henge opp
1041,anzünden::V,დაანთებს,tenne
1042,anzünden::V,დაანთებს,antenne
1043,anzünden::V,დაანთებს,tenne på
1044,anzünden::V,მოუკიდებს,tenne
1045,anzünden::V,მოუკიდებს,antenne
1046,anzünden::V,მოუკიდებს,tenne på
1047,aufheben::V,აიღებს,løfte
1048,aufheben::V,აიღებს,ta opp
1049,aufheben::V,აიყვანს,løfte
1050,aufheben::V,აიყვანს,ta opp
1051,zurücklassen::V,დატოვებს,slippe tilbake
1052,verlieren::V,დაკარგავს,miste
1053,fallen lassen::V,გაუვარდება,droppe
1054,fallen lassen::V,გაუვარდება,la falle
1055,machen::V,გააკეთებს,lage
1056,machen::V,გააკეთებს,gjøre
1057,machen::V,გამოიწვევს,lage
1058,machen::V,გამოიწვევს,gjøre
1059,herstellen::V,დაამზადებს,fremstille
1060,bauen::V,ააშენებს,bygge
1061,reparieren::V,შეაკეთებს,reparere
1062,reparieren::V,გაარემონტებს,reparere
1063,verbessern::V,გამოაკეთებს,rette
1064,verbessern::V,გამოაკეთებს,forbedre
1065,verbessern::V,გააუმჯობესებს,rette
1066,verbessern::V,გააუმჯობესებს,forbedre
1067,ändern::V,შეცვლის,forandre
1068,graben::V,თხრის,grave
1069,beugen::V,ხრის,bøye
1070,biegen::V,გაღუნავს,bøye
1071,drehen::V,ატრიალებს,dreie
1072,wenden::V,მოაბრუნებს,vende
1073,umdrehen::V,შეატრიალებს,snu
1074,heben::V,ასწევს,heve
1075,hochheben::V,აიყვანს,løfte
1076,ergreifen::V,სტაცებს,gripe
1077,ergreifen::V,სტაცებს,få tak i
1078,halten::V,უჭირავს,holde
1079,drücken::V,დააწვება,trykke
1080,schieben::V,მისწევს,skyve
1081,kratzen::V,მოფხანს,klø
1082,kratzen::V,მოფხანს,klore
1083,lecken::V,ლოკავს,slikke
1084,beißen::V,უკბენს,bite
1085,abreißen::V,გლეჯს,rive av
1086,abreißen::V,მოწყვეტს,rive av
1087,abschneiden::V,გაჭრის,skjære av
1088,binden::V,შეკრავს,binde
1089,binden::V,გადააბამს,binde
1090,stecken::V,ჩაასობს,stikke
1091,brechen::V,მოიტეხს,bryte
1092,brechen::V,მოიტეხს,briste
1093,klopfen::V,აკაკუნებს,banke
1094,hauen::V,ლეწავს,hogge
1095,kleben::V,წებავს,klistre
1096,kleben::V,დააწებებს,klistre
1097,reiben::V,დაზელს,gni
1098,streichen::V,უსვამს,stryke
1099,schleifen::V,ლესავს,slipe
1100,schneiden::V,გაჭრის,klippe
1101,rütteln::V,არხევს,ruske
1102,schütteln::V,არყევს,riste
1103,schütteln::V,ანძრევს,riste
1104,schwenken::V,აქნევს,svinge
1105,schütten::V,ღვრის,helle
1106,schütten::V,დააქცევს,helle
1107,füllen::V,გაავსებს,fylle
1108,einwickeln::V,შეახვევს,vikle inn
1109,tragen::V,მიიტანს,bære
1110,schleppen::V,მიათრევს,slepe
1111,ziehen::V,წევს,dra
1112,ziehen::V,წევს,trekke
1113,ziehen::V,ათრევს,dra
1114,ziehen::V,ათრევს,trekke
1115,aufbewahren::V,შეინახავს,oppbevare
1116,aufbewahren::V,შეინახავს,ta vare på
1117,werfen::V,ისვრის,kaste
1118,fangen::V,დაიჭერს,fange
1119,packen::V,სტაცებს,gripe
1120,packen::V,სტაცებს,gripe tak i
1121,verstecken::V,მალავს,gjemme
1122,teilen::V,დაყოფს,dele
1123,schicken::V,გაგზავნის,sende
1124,bringen::V,მოიტანს,bringe
1125,hinzufügen::V,დაამატებს,tilføye
1126,bekommen::V,ამოიღებს,få
1127,erhalten::V,იღებს,få
1128,nehmen::V,აიღებს,ta
1129,wählen::V,გადაარჩევს,velge
1130,auswählen::V,ამოარჩევს,velge ut
1131,bewahren::V,ინარჩუნებს,bevare
1132,behindern::V,აბრკოლებს,hindre
1133,behindern::V,აბრკოლებს,forhindre
1134,behindern::V,გააძნელებს,hindre
1135,behindern::V,გააძნელებს,forhindre
1136,verderben::V,გააფუჭებს,ødelegge
1137,beschädigen::V,დააზიანებს,skade
1138,zerbrechen::V,დაამტვრევს,brekke i stykker
1139,zerreißen::V,გახევს,rive i stykker
1140,zerstören::V,მოსპობს,ødelegge
1141,zerstören::V,დაანგრევს,ødelegge
1142,verbrennen::V,დაწვავს,brenne
1143,verbrennen::V,დაწვავს,brenne opp
1144,geben::V,აძლევს,gi
1145,reichen::V,მიაწოდებს,rekke
1146,schenken::V,აჩუქებს,forære
1147,schenken::V,აჩუქებს,skjenke
1148,versprechen::V,აღუთქვამს,love
1149,wünschen::V,უსურვებს,ønske
1150,loben::V,აქებს,rose
1151,loben::V,ამკობს,rose
1152,küssen::V,აკოცებს,kysse
1153,wiegen::V,არხევს,vogge
1154,zudecken::V,გადახურავს,dekke til
1155,wecken::V,გააღვიძებს,vekke
1156,zeigen::V,დაანახვებს,vise
1157,führen::V,მიჰყავს,føre
1158,lehren::V,ასწავლის,lære
1159,unterrichten::V,ასწავლის,undervise
1160,aufziehen::V,აღზრდის,oppdra
1161,leiten::V,აწარმოებს,lede
1162,leiten::V,ხელმძღვანელობს,lede
1163,antreiben::V,დააჩქარებს,drive på
1164,lassen::V,ა--ინებს,få til å
1165,einladen::V,მოიპატიჟებს,be
1166,einladen::V,მოიპატიჟებს,invitere
1167,vereinigen::V,შეაერთებს,forene
1168,besuchen::V,სანახავად მიდის,besøke
1169,treffen::V,შეხვდება,møte
1170,treffen::V,შეხვდება,treffe
1171,sich versammeln::V,შეიკრიბება,forsamles
1172,spielen::V,ეთამაშება,leke
1173,spielen::V,ეთამაშება,spille
1174,singen::V,მღერის,synge
1175,tanzen::V,ცეკვავს,danse
1176,sich trennen::V,მოშორდება,skilles
1177,verlassen::V,მიატოვებს,forlate
1178,retten::V,იხსნის,redde
1179,retten::V,გადაარჩენს,redde
1180,bewachen::V,დარაჯობს,bevokte
1181,bewachen::V,უთვალთვალებს,bevokte
1182,schützen::V,დაიფარავს,verne
1183,schützen::V,დაიფარავს,beskytte
1184,verteidigen::V,დაიცავს,forsvare
1185,sich schlagen::V,იჩხუბებს,slåss
1186,schießen::V,ისვრის,skyte
1187,siegen::V,გაიმარჯვებს,seire
1188,ärgern::V,აჯავრებს,ergre
1189,schlagen::V,ცემს,
1190,treten::V,პანღურს ამოჰკრავს,sparke
1191,stechen::V,სჩხვლეტს,stikke
1192,stoßen::V,დაეჯახება,støte
1193,stehlen::V,ქურდობს,stjele
1194,stehlen::V,მოიპარავს,stjele
1195,stören::V,შეაწუხებს,forstyrre
1196,belästigen::V,მობეზრდება,plage
1197,belästigen::V,მობეზრდება,sjenere
1198,verbergen::V,დამალავს,gjemme
1199,täuschen::V,შეცდებს,villede
1200,betrügen::V,მოატყუებს,bedra
1201,töten::V,მოკლავს,drepe
1202,wohnen::V,ცხოვრობს,bo
1203,wohnen::V,ბინადრობს,bo
1204,arbeiten::V,მუშაობს,arbeide
1205,sammeln::V,შეკრებს,samle
1206,pflücken::V,კრეფს,plukke
1207,jagen::V,ნადირობს,jage
1208,fischen::V,თევზაობს,fiske
1209,fassen::V,დააჭერს,fange
1210,hüten::V,მწყემსავს,vokte
1211,treiben::V,მიერეკება,drive
1212,anbinden::V,მიაბამს,feste
1213,füttern::V,აჭმევს,fore
1214,melken::V,წველის,melke
1215,hacken::V,კეპავს,hakke
1216,gießen::V,რწყავს,helle
1217,reifen::V,მწიფდება,modne
1218,zubereiten::V,მოამზადებს,lage
1219,zubereiten::V,მოამზადებს,tilberede
1220,kochen::V,მოხარშავს,koke
1221,backen::V,გამოაცხობს,bake
1222,braten::V,შეწვავს,steke
1223,umrühren::V,შეურევს,røre om
1224,umrühren::V,გათქვეფს,røre om
1225,stricken::V,ქსოვს,strikke
1226,nähen::V,გაკერავს,sy
1227,färben::V,შეღებავს,farge
1228,reinigen::V,გაწმენდს,rense
1229,reinigen::V,გაწმენდს,gjøre ren
1230,reinigen::V,გასუფთავებს,rense
1231,reinigen::V,გასუფთავებს,gjøre ren
1232,waschen::V,გარეცხავს,vaske
1233,abwischen::V,წაშლის,tørke av
1234,spülen::V,გაავლებს,spyle
1235,spülen::V,გაავლებს,skylle
1236,fegen::V,დაბლანდავს,feie
1237,kehren::V,დაგვის,koste
1238,baden::V,ბანაობს,bade
1239,sich waschen::V,იბანება,vaske seg
1240,ausziehen::V,გაიხდის,ta av
1241,anziehen::V,ჩაიცვამს,ta på
1242,sich anziehen::V,ჩაიცვამს,kle på seg
1243,kämmen::V,დავარცხნის,gre
1244,kämmen::V,დავარცხნის,kjemme
1245,schmücken::V,მორთავს,pynte
1246,schmücken::V,მორთავს,smykke
1247,sagen::V,იტყვის,si
1248,sprechen::V,ლაპარაკობს,snakke
1249,reden::V,საუბრობს,tale
1250,reden::V,საუბრობს,snakke
1251,sich unterhalten::V,ბაასობს,samtale
1252,sich unterhalten::V,მუსაიფობს,samtale
1253,fragen::V,ჰკითხავს,spørre
1254,bitten::V,სთხოვს,be
1255,erzählen::V,მოუთხრობს,fortelle
1256,mitteilen::V,აუწყებს,meddele
1257,mitteilen::V,აცნობებს,meddele
1258,nennen::V,უწოდებს,kalle
1259,rufen::V,დაუძახებს,rope
1260,prahlen::V,ტრაბახობს,skryte
1261,übersetzen::V,გადათარგმნის,oversette
1262,denken::V,ფიქრობს,tenke
1263,denken::V,აზროვნებს,tenke
1264,glauben::V,სჯერა,tro
1265,bemerken::V,შენიშვნავს,bemerke
1266,bemerken::V,შენიშვნავს,legge merke til
1267,erkennen::V,გამოიცნობს,gjenkjenne
1268,begreifen::V,გაიგებს,begripe
1269,verstehen::V,გაიგონებს,forstå
1270,verstehen::V,გაიგონებს,skjønne
1271,lernen::V,ისწავლის,lære
1272,wissen::V,ეცოდინება,vite
1273,sich erinnern an::V,მოიგონებს,huske på
1274,sich erinnern an::V,გაიხსენებს,huske på
1275,vergessen::V,ივიწყებს,glemme
1276,messen::V,ზომავს,måle
1277,zählen::V,ითვლის,telle
1278,rechnen::V,გაიანგარიშებს,regne
1279,lesen::V,კითხულობს,lese
1280,malen::V,ხატავს,male
1281,zeichnen::V,ხაზავს,tegne
1282,schreiben::V,დაწერს,skrive
1283,besitzen::V,ექნება,eie
1284,besitzen::V,ექნება,inneha
1285,kaufen::V,ყიდულობს,kjøpe
1286,verkaufen::V,გაყიდის,selge
1287,bezahlen::V,გადაიხდის,betale
1288,zahlen::V,გადაიხდის,betale
1289,beherrschen::V,ფლობს,beherske
1290,ertragen::V,მოითმენს,orke
