,Concept_ID,myv,en
858,umkommen::V,чавовомс,perish
859,umkommen::V,ёмамс,perish
860,sich bewegen::V,шаштомс,move
861,sich rühren::V,сыргамс,budge
862,sich erheben::V,куземс,stand up
863,sich setzen::V,озамс,sit down
864,hinfallen::V,прамс,tumble
865,hinfallen::V,сяворемс,tumble
866,laufen::V,якамс,walk
867,schreiten::V,эскелямс,pace
868,schreiten::V,молемс,pace
869,spazierengehen::V,якамс,go for a walk
870,eilen::V,эрзкалемс,rush
871,eilen::V,капшамс,rush
872,sich beeilen::V,капшамс,hurry
873,sausen::V,ливтямс,dash
874,rennen::V,чийнемс,run
875,rennen::V,ардтнемс,run
876,springen::V,кирнявтнемс,jump
877,klettern::V,куземс,climb
878,schaukeln::V,нурямс,seesaw
879,kriechen::V,ёзмолдомс,creep
880,schwimmen::V,уемс,swim
881,tauchen::V,чопавтомс,dive
882,tauchen::V,чопавтнемс,dive
883,rudern::V,миледемс,row
884,fahren::V,ардомс,drive
885,fliegen::V,ливтямс,fly
886,gehen::V,туемс,go
887,gehen::V,молемс,go
888,weggehen::V,туемс,go away
889,abfahren::V,туемс,depart
890,anhalten::V,лоткамс,stop
891,hineingehen::V,совамс,go in
892,eintreten::V,совамс,enter
893,eintreten::V,эскельдямс,enter
894,kommen::V,самс,come
895,ankommen::V,самс,arrive
896,ankommen::V,пачкодемс,arrive
897,zurückkommen::V,велявтомс,come back
898,bleiben::V,кадовомс,stay
899,warten::V,учомс,wait
900,erwarten::V,учомс,wait for
901,suchen::V,вешнемс,seek
902,suchen::V,вешнемс,look for
903,finden::V,муемс,find
904,versuchen::V,варштамс,try
905,vorbereiten::V,анокстамс,prepare
906,lieben::V,вечкемс,love
907,mögen::V,вечкемс,like
908,lachen::V,пейдемс,laugh
909,rühren::V,токамс седейс,move
910,weinen::V,авардемс,weep
911,schimpfen::V,сёвномс,grumble
912,sich ärgern::V,кежиявтнемс,be annoyed
913,sich fürchten::V,пелемс,be afraid
914,fürchten::V,пелемс,be afraid of
915,fliehen::V,оргодемс,flee
916,flüchten::V,ворьгодемс,escape
917,flüchten::V,чадомс,escape
918,sehen::V,неемс,see
919,anschauen::V,ваномс,look at
920,ansehen::V,ваномс,watch
921,hören::V,марямс,hear
922,zuhören::V,кунсоломс,listen
923,probieren::V,варшамс,taste
924,riechen::V,никсемс,smell
925,fühlen::V,марямс,feel
926,scheinen::V,марявомс,seem
927,zu sehen sein::V,неявомс,show
928,vernehmen::V,марямс,hear
929,frieren::V,кельмемс,be cold
930,tun::V,теемс,do
931,können::V,маштомс,can
932,wollen::V,бажамс,want
933,anfangen::V,кармамс,start
934,beenden::V,прядомс,finish
935,aufhören::V,лоткамс,stop
936,gelingen::V,удаламс,succeed
937,geraten::V,лисемс,turn out
938,öffnen::V,панжомс,open
939,schließen::V,пекстамс,close
940,schließen::V,сёлгомс,close
941,schließen::V,конямс,close
942,stellen::V,аравтомс,put
943,setzen::V,ойсевтемс,place
944,setzen::V,озавтнемс,place
945,legen::V,путомс,lay
946,berühren::V,токамс,touch
947,verbinden::V,содомс,connect
948,bedecken::V,вельтямс,cover
949,aufhängen::V,понгавтомс,hang up
950,anzünden::V,кирвастемс,light
951,aufheben::V,кепедемс,pick up
952,zurücklassen::V,кадомс,leave
953,verlieren::V,ёмавтомс,lose
954,fallen lassen::V,правтомс,drop
955,machen::V,теемс,make
956,herstellen::V,анокстамс,produce
957,bauen::V,путомс,build
958,reparieren::V,витемс,mend
959,verbessern::V,паролгавтомс,improve
960,verbessern::V,вадрялгавтомс,improve
961,ändern::V,полавтомс,alter
962,graben::V,чувомс,dig
963,graben::V,таргамс,dig
964,beugen::V,мендемс,bow
965,biegen::V,комавтомс,bend
966,drehen::V,чаравтомс,spin
967,drehen::V,велявтнемс,spin
968,wenden::V,велявтомс,turn
969,umdrehen::V,велявтомс,turn around
970,heben::V,кепедемс,raise
971,hochheben::V,кепедемс,lift
972,ergreifen::V,кундамс,seize
973,halten::V,кирдемс,hold
974,drücken::V,нуемс,press
975,schieben::V,шаштомс,push
976,kratzen::V,ангордамс,scrape
977,lecken::V,нолсемс,lick
978,beißen::V,сускомс,bite
979,abreißen::V,сеземс,tear off
980,abschneiden::V,печкемс,cut off
981,binden::V,кодамс,tie
982,binden::V,сюлмамс,tie
983,stecken::V,сялгомс,stick
984,brechen::V,синдемс,break
985,brechen::V,калавтомс,break
986,klopfen::V,калтаямс,knock
987,hauen::V,чавомс,hit
988,kleben::V,педявтнемс,glue
989,reiben::V,ёзамс,rub
990,streichen::V,вадемс,spread
991,schleifen::V,човамс,grind
992,schneiden::V,керямс,cut
993,rütteln::V,чукамс,jolt
994,rütteln::V,лыкавтомс,jolt
995,schütteln::V,чукамс,shake
996,schwenken::V,яхолемс,swing
997,schütten::V,каямс,pour
998,füllen::V,пештямс,fill
999,einwickeln::V,тапарямс,wrap
1000,tragen::V,кандомс,carry
1001,schleppen::V,ускомс,drag
1002,ziehen::V,ускомс,pull
1003,aufbewahren::V,ванстомс,keep
1004,werfen::V,ёртомс,throw
1005,fangen::V,кундамс,catch
1006,packen::V,кундамс,grab
1007,verstecken::V,кекшемс,hide
1008,teilen::V,явомс,divide
1009,schicken::V,кучомс,send
1010,bringen::V,кандомс,bring
1011,hinzufügen::V,путомс,add
1012,hinzufügen::V,максомс,add
1013,bekommen::V,саемс,get
1014,erhalten::V,саемс,receive
1015,nehmen::V,саемс,take
1016,wählen::V,кочкамс,choose
1017,auswählen::V,кочкамс,select
1018,bewahren::V,ванстомс,preserve
1019,behindern::V,кирдемс,hinder
1020,verderben::V,коламс,spoil
1021,beschädigen::V,теемс зыян,damage
1022,zerbrechen::V,коламс,break
1023,zerreißen::V,сеземс,tear
1024,zerstören::V,калавтомс,destroy
1025,verbrennen::V,пултамс,burn
1026,geben::V,максомс,give
1027,reichen::V,максомс,hand
1028,schenken::V,каземс,give
1029,versprechen::V,алтамс,promise
1030,wünschen::V,арсемс,wish
1031,loben::V,шнамс,praise
1032,küssen::V,палсемс,kiss
1033,wiegen::V,нурсемс,rock
1034,zudecken::V,тавадомс,cover
1035,zudecken::V,вельтямс,cover
1036,wecken::V,стявтомс,wake
1037,zeigen::V,невтемс,show
1038,führen::V,ветямс,guide
1039,lehren::V,тонавтомс,teach
1040,unterrichten::V,тонавтомс,instruct
1041,aufziehen::V,трямс,bring up
1042,aufziehen::V,кастомс,bring up
1043,leiten::V,ветямс,lead
1044,leiten::V,азоркстамс,lead
1045,antreiben::V,ветямс,urge
1046,lassen::V,кармавтомс,let
1047,einladen::V,тердемс,invite
1048,vereinigen::V,вейсэндямс,unite
1049,vereinigen::V,вейс путомс,unite
1050,vereinigen::V,вейс пурнамс,unite
1051,besuchen::V,варштамс,visit
1052,treffen::V,вастомс,meet
1053,sich versammeln::V,промокшномс,assemble
1054,spielen::V,налксемс,play
1055,singen::V,морамс,sing
1056,tanzen::V,киштемс,dance
1057,sich trennen::V,явомс,separate
1058,verlassen::V,кадомс,leave
1059,retten::V,идемс,rescue
1060,bewachen::V,ванстомс,guard
1061,schützen::V,аштемс,protect
1062,verteidigen::V,ваномс,defend
1063,sich schlagen::V,тюремс,brawl
1064,schießen::V,ледемс,shoot
1065,siegen::V,изнямс,win
1066,ärgern::V,кежейгавтомс,annoy
1067,schlagen::V,токамс,beat
1068,treten::V,тапамс,kick
1069,stechen::V,пупамс,sting
1070,stoßen::V,тулкадемс,shove
1071,stehlen::V,саламс,steal
1072,stören::V,пирямс ки,disturb
1073,belästigen::V,а максомс,bother
1074,belästigen::V,а кадомс оймамо,bother
1075,verbergen::V,сёпомс,conceal
1076,verbergen::V,кекшемс,conceal
1077,täuschen::V,манямс,deceive
1078,betrügen::V,манчемс,cheat
1079,töten::V,чавномс,kill
1080,töten::V,маштнемс,kill
1081,wohnen::V,эрямс,dwell
1082,arbeiten::V,важодемс,work
1083,sammeln::V,пурнамс,gather
1084,pflücken::V,ноцковтнемс,pick
1085,jagen::V,кундамс,hunt
1086,fischen::V,калонь кундамс,fish
1087,fassen::V,кундамс,catch
1088,hüten::V,ваномс,herd
1089,treiben::V,панемс,drive
1090,anbinden::V,сюлмамс,tie up
1091,füttern::V,андомс,feed
1092,melken::V,потявтомс,milk
1093,hacken::V,лазномс,chop
1094,gießen::V,валомс,water
1095,reifen::V,кенеремс,ripen
1096,zubereiten::V,анокстамс,cook
1097,kochen::V,пидемс,boil
1098,backen::V,пидемс,bake
1099,braten::V,пуштамс,fry
1100,umrühren::V,човорямс,stir
1101,stricken::V,кодамс,knit
1102,nähen::V,стамс,sew
1103,färben::V,артомс,dye
1104,reinigen::V,урядамс,clean
1105,waschen::V,муськемс,wash
1106,abwischen::V,нардамс,wipe
1107,spülen::V,ёрвалдомс,rinse
1108,fegen::V,тенсемс,sweep
1109,kehren::V,тенсемс,sweep
1110,baden::V,экшелямс,bath
1111,sich waschen::V,шлямс,wash
1112,ausziehen::V,кайсевтемс,take off
1113,anziehen::V,оршамс,put on
1114,sich anziehen::V,оршамс,get dressed
1115,kämmen::V,судрямс,comb
1116,schmücken::V,мазылгавтомс,decorate
1117,schmücken::V,наряжамс,decorate
1118,sagen::V,меремс,say
1119,sprechen::V,кортамс,speak
1120,reden::V,кортамс,talk
1121,sich unterhalten::V,кортнемс,chat
1122,fragen::V,кевкстемс,ask
1123,bitten::V,вешемс,request
1124,erzählen::V,ёвтнемс,tell
1125,mitteilen::V,ёвтамс,convey
1126,nennen::V,лемдемс,name
1127,nennen::V,путомс лем,name
1128,rufen::V,тердемс,call
1129,rufen::V,серьгедемс,call
1130,prahlen::V,шнамс пря,brag
1131,übersetzen::V,ютавтомс,translate
1132,denken::V,арсемс,think
1133,glauben::V,кемемс,believe
1134,bemerken::V,неемс,notice
1135,erkennen::V,содамс,recognize
1136,begreifen::V,пачкодемс,grasp
1137,verstehen::V,чарькодемс,understand
1138,lernen::V,тонавтнемс,learn
1139,wissen::V,содамс,know
1140,sich erinnern an::V,ледстямс,remember
1141,vergessen::V,стувтомс,forget
1142,messen::V,онкстнемс,measure
1143,zählen::V,ловомс,count
1144,rechnen::V,ловомс,calculate
1145,lesen::V,ловномс,read
1146,malen::V,рисовамс,paint
1147,zeichnen::V,рисовамс,draw
1148,schreiben::V,сёрмадомс,write
1149,besitzen::V,улемс,own
1150,besitzen::V,улемс азорокс,own
1151,kaufen::V,рамамс,buy
1152,verkaufen::V,миемс,sell
1153,bezahlen::V,пандомс,pay for
1154,zahlen::V,пандомс,pay
1155,beherrschen::V,азоркстамс,rule
1156,ertragen::V,кирдемс,endure
