,Concept_ID,no,mdf
821,dreißig::NUM,tretti,колмогемонь
822,vierzig::NUM,førti,нильге́монь
823,fünfzig::NUM,femti,ве́дьгемонь
824,sechzig::NUM,seksti,ко́дгемонь
825,siebzig::NUM,sytti,сизьге́монь
826,achtzig::NUM,åtti,ка́фксогемонь
827,neunzig::NUM,nitti,ве́йхксогемонь
828,hundert::NUM,hundre,сяда
829,tausend::NUM,tusen,тёжянь
830,und::CNJ,og,и
831,und::CNJ,og,дъ
832,oder::CNJ,eller,или
833,oder::CNJ,eller,али
834,stehen::V,stå,а́щемс стя́да
835,sitzen::V,sitte,ащемс озада
836,liegen::V,ligge,ма́дозь а́щемс
837,hängen::V,henge,нюрьгомс
838,werden::V,bli,арамс
839,werden::V,bli,тиевомс
840,passieren::V,skje,лисэмс
841,passieren::V,skje,эвондамс
842,passieren::V,hende,лисэмс
843,passieren::V,hende,эвондамс
844,beginnen::V,begynne,ушедомс
845,enden::V,ende,лоткамс
846,enden::V,slutte,лоткамс
847,wechseln::V,veksle,по́лафнемс
848,aufgehen[Sonne]::V,stå opp,стямс
849,aufgehen[Sonne]::V,stå opp,лисемс
850,untergehen[Sonne]::V,gå ned,валгомс
851,scheinen[Sonne]::V,skinne,ва́лдоптомс
852,donnern::V,tordne,торамс
853,wehen::V,blåse,уфа́мс
854,strömen::V,strømme,шудемс
855,fließen::V,flyte,шудемс
856,sich drehen::V,dreie seg,шаромс
857,schwanken::V,svaie,якамс
858,schwingen::V,svinge,люксемс
859,schwingen::V,svinge,нюрьсемс
860,fallen::V,falle,прамс
861,fallen::V,falle,прашендомс
862,brennen::V,brenne,паломс
863,rauchen::V,ryke,качадомс
864,regnen::V,regne,пиземс
865,gefrieren::V,fryse,эйндамс
866,gefrieren::V,fryse,кельмомс
867,tauen::V,tine,соламс
868,schmelzen::V,smelte,соламс
869,trocknen::V,tørre,коськомс
870,sieden::V,koke,лакамс
871,faulen::V,råtne,наксадомс
872,verfaulen::V,råtne,наксадомс
873,reißen::V,briste,сязевомс
874,versinken::V,synke,ваямс
875,versinken::V,synke ned,ваямс
876,vergehen::V,forløpe,ётамс
877,erscheinen::V,synes,эвондамс
878,verschwinden::V,forsvinne,юма́мс
879,sinken::V,synke,валгомс
880,abnehmen::V,avta,киремс
881,abnehmen::V,minske,киремс
882,zunehmen::V,tilta,ламокстомс
883,zunehmen::V,tilta,рашнемс
884,steigen::V,stige,кеподемс
885,wachsen::V,gro,касомс
886,wachsen::V,vokse,касомс
887,glänzen::V,skinne,цинзелдомс
888,glänzen::V,skinne,цифордомс
889,funkeln::V,tindre,ци́фтордомс
890,lärmen::V,bråke,жалнамс
891,läuten::V,ringe,гайфтемс
892,klingeln::V,ringe,гайфтемс
893,klirren::V,klirre,ка́нзеркшнемс
894,brausen::V,bruse,жоледемс
895,rauschen::V,suse,вжнамс
896,rauschen::V,suse,гамнамс
897,klingen::V,lyde,кайгомс
898,klingen::V,klinge,кайгомс
899,bellen::V,gjø,ува́мс
900,bellen::V,bjeffe,ува́мс
901,heulen::V,ule,сувомс
902,heulen::V,ule,урнамс
903,blasen::V,blåse,уфа́мс
904,pfeifen::V,plystre,вяшкомс
905,schreien::V,skrike,пешкодомс
906,stöhnen::V,stønne,куфцемс
907,zittern::V,dirre,таромс
908,zittern::V,skjelve,таромс
909,leben::V,leve,эрямс
910,geboren werden::V,fødes,шачемс
911,atmen::V,ånde,ажнамс
912,atmen::V,puste,ажнамс
913,trinken::V,drikke,симомс
914,essen::V,spise,ярхцамс
915,schlucken::V,svelge,нилемс
916,müde werden::V,bli trett,сиземс
917,einschlafen::V,sovne,матодовомс
918,schlafen::V,sove,удомс
919,aufwachen::V,våkne,съргоземс
920,aufstehen::V,stå opp,стямс
921,sich erholen::V,bli bra,ваймосемс
922,sich erholen::V,komme seg,ваймосемс
923,krank werden::V,bli syk,сярядькстомс
924,krank sein::V,være syk,сярядемс
925,schmerzen::V,gjøre vondt,сярядемс
926,husten::V,hoste,козомс
927,genesen::V,komme seg,пъ́чкамс
928,sterben::V,dø,куломс
929,umkommen::V,omkomme,юма́мс
930,sich bewegen::V,bevege seg,шаштомс
931,sich rühren::V,røre på seg,сърхка́мс
932,sich erheben::V,reise seg,стямс
933,sich setzen::V,sette sig,озамс
934,hinfallen::V,falle over ende,прамс
935,hinfallen::V,falle over ende,сяворемс
936,laufen::V,løpe,якамс
937,schreiten::V,skride,молемс
938,schreiten::V,skride,аськолямс
939,spazierengehen::V,spasere,якамс
940,spazierengehen::V,gå en tur,якамс
941,eilen::V,ile,эряскодомс
942,sich beeilen::V,skynde seg,эряскодомс
943,sausen::V,suse,лиемс
944,rennen::V,løpe,арнемс
945,springen::V,hoppe,комотнемс
946,springen::V,springe,комотнемс
947,klettern::V,klatre,ку́цемс
948,schaukeln::V,huske,нюрямс
949,kriechen::V,krype,шаштомс комада
950,schwimmen::V,svømme,уемс
951,tauchen::V,dykke,юпиемс
952,tauchen::V,dykke,чёпафнемс
953,rudern::V,ro,па́немс ве́неж
954,fahren::V,kjøre,ардомс
955,fliegen::V,fly,лиемс
956,gehen::V,gå,молемс
957,weggehen::V,gå bort,тумс
958,abfahren::V,reise,тумс
959,anhalten::V,stanse,лоткамс
960,hineingehen::V,gå inn,сува́мс
961,eintreten::V,tre inn,сува́мс
962,kommen::V,komme,самс
963,ankommen::V,ankomme,самс
964,ankommen::V,ankomme,пачкодемс
965,ankommen::V,komme til,самс
966,ankommen::V,komme til,пачкодемс
967,zurückkommen::V,komme tilbake,мърдамс
968,bleiben::V,bli,иля́домс
969,bleiben::V,forbli,иля́домс
970,warten::V,vente,учемс
971,erwarten::V,vente,учемс
972,suchen::V,søke,вешемс
973,finden::V,finne,мумс
974,versuchen::V,prøve,варчсемс
975,versuchen::V,forsøke,варчсемс
976,vorbereiten::V,forberede,анокламс
977,lieben::V,elske,кельгомс
978,mögen::V,like,кельгомс
979,lachen::V,le,рахамс
980,lachen::V,le,рахсемс
981,rühren::V,røre,токамс седи
982,weinen::V,gråte,авардемс
983,schimpfen::V,skjelle,сюцемс
984,sich ärgern::V,ergre seg,кяжиямс
985,sich fürchten::V,være redd,пелемс
986,fürchten::V,være redd for,пелемс
987,fliehen::V,rømme,ворьгодемс
988,fliehen::V,flykte,ворьгодемс
989,flüchten::V,flykte,ша́домс
990,flüchten::V,flykte,во́рьгодемс
991,sehen::V,se,няемс
992,anschauen::V,se på,ваномс
993,anschauen::V,betrakte,ваномс
994,ansehen::V,anse,ваномс
995,hören::V,høre,марямс
996,zuhören::V,tilhøre,ку́лхдоньомс
997,probieren::V,smake,варжамс
998,probieren::V,smake på,варжамс
999,riechen::V,lukte,никса́мс
1000,fühlen::V,føle,марямс
1001,scheinen::V,se ut,ня́евомс
1002,zu sehen sein::V,synes,ня́евомс
1003,vernehmen::V,få vite,марямс
1004,frieren::V,fryse,паломс
1005,frieren::V,fryse,кельмомс
1006,tun::V,gjøre,тиемс
1007,können::V,kunne,маштомс
1008,wollen::V,ville,-не-
1009,anfangen::V,begynne,ушедомс
1010,beenden::V,avslutte,аде́ламс
1011,aufhören::V,slutte,лоткамс
1012,aufhören::V,holde opp,лоткамс
1013,gelingen::V,lykkes,удалакшнемс
1014,geraten::V,bli,лисемс
1015,öffnen::V,åpne,панжемс
1016,schließen::V,lukke,сёлгомс
1017,schließen::V,stenge,сёлгомс
1018,stellen::V,stille,путомс
1019,setzen::V,sette,озафнемс
1020,setzen::V,sette,озавтнемс
1021,legen::V,legge,путомс
1022,berühren::V,berøre,токамс
1023,verbinden::V,forbinde,сотомс
1024,bedecken::V,dekke,комачамс
1025,bedecken::V,dekke,вельхтямс
1026,aufhängen::V,henge,повфтамс
1027,aufhängen::V,henge opp,повфтамс
1028,anzünden::V,tenne,крьвя́стемс
1029,anzünden::V,antenne,крьвя́стемс
1030,anzünden::V,tenne på,крьвя́стемс
1031,aufheben::V,løfte,кеподемс
1032,aufheben::V,løfte,касфтомс
1033,aufheben::V,ta opp,кеподемс
1034,aufheben::V,ta opp,касфтомс
1035,zurücklassen::V,slippe tilbake,ка́домс
1036,verlieren::V,miste,юма́фтомс
1037,fallen lassen::V,droppe,прафтомс
1038,fallen lassen::V,la falle,прафтомс
1039,machen::V,lage,тиемс
1040,machen::V,gjøre,тиемс
1041,herstellen::V,fremstille,анокламс
1042,bauen::V,bygge,путомс
1043,reparieren::V,reparere,петемс
1044,verbessern::V,rette,цебярьгофтомс
1045,verbessern::V,forbedre,цебярьгофтомс
1046,ändern::V,forandre,полафтомс
1047,graben::V,grave,шу́вомс
1048,graben::V,grave,та́ргамс
1049,beugen::V,bøye,мяндемс
1050,biegen::V,bøye,комафтомс
1051,drehen::V,dreie,шо́вамс
1052,drehen::V,dreie,ша́рфнемс
1053,wenden::V,vende,ша́рфтомс
1054,umdrehen::V,snu,шарфтомс
1055,heben::V,heve,ке́подемс
1056,hochheben::V,løfte,ке́подемс
1057,hochheben::V,løfte,ка́сфтомс
1058,ergreifen::V,gripe,фатямс
1059,ergreifen::V,få tak i,фатямс
1060,halten::V,holde,кирдемс
1061,drücken::V,trykke,люпшта́мс
1062,schieben::V,skyve,шашфтомс
1063,kratzen::V,klø,а́нгорямс
1064,kratzen::V,klø,киськоря́мс
1065,kratzen::V,klore,а́нгорямс
1066,kratzen::V,klore,киськоря́мс
1067,lecken::V,slikke,нолсемс
1068,beißen::V,bite,сускомс
1069,abreißen::V,rive av,сяземс
1070,abschneiden::V,skjære av,керомс
1071,binden::V,binde,сотомс
1072,stecken::V,stikke,сялгомс
1073,brechen::V,bryte,си́ннемс
1074,brechen::V,bryte,ка́лафтомс
1075,brechen::V,briste,си́ннемс
1076,brechen::V,briste,ка́лафтомс
1077,klopfen::V,banke,чакамс
1078,klopfen::V,banke,чакиемс
1079,hauen::V,hogge,шавомс
1080,hauen::V,hogge,пиксомс
1081,kleben::V,klistre,пе́тфнемс
1082,reiben::V,gni,шо́вамс
1083,streichen::V,stryke,вадемс
1084,schleifen::V,slipe,шо́вамс
1085,schneiden::V,klippe,керомс
1086,rütteln::V,ruske,та́рфтомс
1087,schütteln::V,riste,шука́демс
1088,schwenken::V,svinge,яфодемс
1089,schütten::V,helle,каямс
1090,schütten::V,helle,нюрьхтя́мс
1091,füllen::V,fylle,пяшкодемс
1092,einwickeln::V,vikle inn,тапардамс
1093,tragen::V,bære,кандомс
1094,schleppen::V,slepe,ускомс
1095,ziehen::V,dra,ускомс
1096,ziehen::V,trekke,ускомс
1097,aufbewahren::V,oppbevare,ванфтомс
1098,aufbewahren::V,ta vare på,ванфтомс
1099,werfen::V,kaste,ёрямс
1100,fangen::V,fange,кунда́мс
1101,packen::V,gripe,фатямс
1102,packen::V,gripe tak i,фатямс
1103,verstecken::V,gjemme,кяшемс
1104,teilen::V,dele,явомс
1105,schicken::V,sende,кучемс
1106,bringen::V,bringe,кандомс
1107,bringen::V,bringe,пачфтемс
1108,hinzufügen::V,tilføye,пу́томс та́га
1109,hinzufügen::V,tilføye,ма́ксомс та́га
1110,bekommen::V,få,сявомс
1111,erhalten::V,få,сявомс
1112,nehmen::V,ta,сявомс
1113,wählen::V,velge,ко́чкамс
1114,auswählen::V,velge ut,кочкамс
1115,bewahren::V,bevare,ванфтомс
1116,behindern::V,hindre,шорямс
1117,behindern::V,forhindre,шорямс
1118,verderben::V,ødelegge,коламс
1119,verderben::V,ødelegge,гастямс
1120,beschädigen::V,skade,тиендемс зиян
1121,zerbrechen::V,brekke i stykker,тапамс
1122,zerreißen::V,rive i stykker,сяземс
1123,zerstören::V,ødelegge,ка́лафтомс
1124,verbrennen::V,brenne,пълхта́мс
1125,verbrennen::V,brenne opp,пълхта́мс
1126,geben::V,gi,ма́ксомс
1127,reichen::V,rekke,максомс
1128,schenken::V,forære,каземс
1129,schenken::V,skjenke,каземс
1130,versprechen::V,love,ма́ксомс вал
1131,wünschen::V,ønske,арьсемс
1132,loben::V,rose,шна́мс
1133,küssen::V,kysse,палсемс
1134,wiegen::V,vogge,нюря́фтомс
1135,zudecken::V,dekke til,вельхтямс
1136,wecken::V,vekke,стя́фтомс
1137,wecken::V,vekke,съ́ргозьфтемс
1138,zeigen::V,vise,няфтемс
1139,führen::V,føre,вятемс
1140,lehren::V,lære,тонафтомс
1141,unterrichten::V,undervise,тонафтомс
1142,aufziehen::V,oppdra,касфтомс
1143,leiten::V,lede,вятемс
1144,antreiben::V,drive på,вятемс
1145,lassen::V,få til å,кошардомс
1146,einladen::V,be,тердемс
1147,einladen::V,be,серьгядемс
1148,einladen::V,invitere,тердемс
1149,einladen::V,invitere,серьгядемс
1150,vereinigen::V,forene,пуроптомс
1151,vereinigen::V,forene,кочкамс марса
1152,besuchen::V,besøke,варжамс
1153,treffen::V,møte,васьфтомс
1154,treffen::V,treffe,васьфтомс
1155,sich versammeln::V,forsamles,кочкавомс
1156,spielen::V,leke,налхксемс
1157,spielen::V,spille,налхксемс
1158,singen::V,synge,морамс
1159,tanzen::V,danse,кштимс
1160,sich trennen::V,skilles,явомс
1161,verlassen::V,forlate,кадондомс
1162,retten::V,redde,идемс
1163,retten::V,redde,араламс
1164,bewachen::V,bevokte,ваномс
1165,schützen::V,verne,а́раламс
1166,schützen::V,beskytte,а́раламс
1167,verteidigen::V,forsvare,а́раламс
1168,sich schlagen::V,slåss,тюремс
1169,schießen::V,skyte,ляцемс
1170,siegen::V,seire,сяськомс
1171,ärgern::V,ergre,кяжияфтомс
1172,treten::V,sparke,тапамс
1173,stechen::V,stikke,пупамс
1174,stechen::V,stikke,сялгомс
1175,stoßen::V,støte,тостядемс
1176,stehlen::V,stjele,саламс
1177,stören::V,forstyrre,шорсемс
1178,belästigen::V,plage,токсамс
1179,belästigen::V,plage,аф кадомс ваймама
1180,belästigen::V,sjenere,токсамс
1181,belästigen::V,sjenere,аф кадомс ваймама
1182,verbergen::V,gjemme,кяшемс
1183,täuschen::V,villede,васькафтомс
1184,täuschen::V,villede,кяльготнемс
1185,betrügen::V,bedra,васькафнемс
1186,töten::V,drepe,шавомс
1187,töten::V,drepe,аде́ламс
1188,wohnen::V,bo,эрямс
1189,arbeiten::V,arbeide,покодемс
1190,sammeln::V,samle,кочкамс
1191,sammeln::V,samle,пу́роптомс
1192,pflücken::V,plukke,фатнемс
1193,pflücken::V,plukke,нотфнемс
1194,jagen::V,jage,кунда́мс
1195,fischen::V,fiske,калонь кунда́мс
1196,fassen::V,fange,кунда́мс
1197,hüten::V,vokte,ваномс
1198,treiben::V,drive,панемс
1199,anbinden::V,feste,сотомс
1200,füttern::V,fore,трямс
1201,füttern::V,fore,а́ндомс
1202,melken::V,melke,потямс
1203,hacken::V,hakke,лазондомс
1204,gießen::V,helle,валомс
1205,reifen::V,modne,кенеремс
1206,zubereiten::V,lage,анокламс
1207,zubereiten::V,tilberede,анокламс
1208,kochen::V,koke,пидемс
1209,backen::V,bake,пидемс
1210,braten::V,steke,пуштомс
1211,umrühren::V,røre om,шорямс
1212,stricken::V,strikke,кодамс
1213,nähen::V,sy,стамс
1214,färben::V,farge,а́рхтомс
1215,reinigen::V,rense,ва́ткамс
1216,reinigen::V,rense,а́роптомс
1217,reinigen::V,gjøre ren,ва́ткамс
1218,reinigen::V,gjøre ren,а́роптомс
1219,waschen::V,vaske,муськомс
1220,abwischen::V,tørke av,нардамс
1221,spülen::V,spyle,оргалдомс
1222,spülen::V,skylle,оргалдомс
1223,fegen::V,feie,тяемс
1224,kehren::V,koste,тяемс
1225,baden::V,bade,э́шелямс
1226,sich waschen::V,vaske seg,штамс
1227,ausziehen::V,ta av,кайсефтемс
1228,anziehen::V,ta på,ща́фтомс
1229,sich anziehen::V,kle på seg,щамс
1230,kämmen::V,gre,се́ендемс
1231,kämmen::V,kjemme,се́ендемс
1232,schmücken::V,pynte,на́ряжамс
1233,schmücken::V,pynte,ма́зоптомс
1234,schmücken::V,smykke,на́ряжамс
1235,schmücken::V,smykke,ма́зоптомс
1236,sagen::V,si,азомс
1237,sagen::V,si,мярьгомс
1238,sprechen::V,snakke,корхтамс
1239,reden::V,tale,корхнемс
1240,reden::V,snakke,корхнемс
1241,sich unterhalten::V,samtale,корхнемс
1242,fragen::V,spørre,ки́зефтемс
1243,bitten::V,be,а́намс
1244,bitten::V,be,ве́шемс
1245,erzählen::V,fortelle,а́зондомс
1246,mitteilen::V,meddele,азомс
1247,nennen::V,kalle,лемдемс
1248,nennen::V,kalle,путомс лем
1249,rufen::V,rope,серьгядемс
1250,prahlen::V,skryte,шна́фтомс пря́
1251,übersetzen::V,oversette,ётафтомс
1252,denken::V,tenke,арьсемс
1253,glauben::V,tro,кемамс
1254,bemerken::V,bemerke,ня́емс
1255,bemerken::V,legge merke til,ня́емс
1256,erkennen::V,gjenkjenne,содамс
1257,begreifen::V,begripe,сатомс
1258,verstehen::V,forstå,шарьхкодемс
1259,verstehen::V,skjønne,шарьхкодемс
1260,lernen::V,lære,тонафнемс
1261,wissen::V,vite,со́дамс
1262,sich erinnern an::V,huske på,лятфтамс
1263,vergessen::V,glemme,юкстамс
1264,messen::V,måle,ункснемс
1265,zählen::V,telle,лу́вомс
1266,zählen::V,telle,а́рьсемс
1267,rechnen::V,regne,лувомс
1268,lesen::V,lese,лувомс
1269,lesen::V,lese,морафтомс
1270,malen::V,male,рисова́ндамс
1271,zeichnen::V,tegne,рисова́ндамс
1272,schreiben::V,skrive,сёрмадомс
1273,besitzen::V,eie,улемс азоркс
1274,besitzen::V,inneha,улемс азоркс
1275,kaufen::V,kjøpe,рамамс
1276,verkaufen::V,selge,мимс
1277,bezahlen::V,betale,пандомс
1278,zahlen::V,betale,па́ндомс
1279,beherrschen::V,beherske,азорондамс
1280,ertragen::V,orke,кирдемс
1281,schlagen::V,,токамс
